"formula_idx","wins","formula"
2381,2,"Response ~  (BetaSqr+Beta_optSqr+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+GammaSqr+log10TaSqr"
2506,2,"Response ~  (Beta_optSqr+log10PeakFluxSqr+log10Ta+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Gamma+log10NHSqr+PhotonIndexSqr+BetaSqr+GammaSqr+log10TaSqr"
2516,2,"Response ~  (log10TaSqr+Beta_optSqr+log10Ta+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Gamma+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+GammaSqr"
2545,2,"Response ~  (BetaSqr+Beta_optSqr+PhotonIndexSqr+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+GammaSqr+log10TaSqr"
2662,2,"Response ~  (GammaSqr+BetaSqr+Beta_optSqr+log10NHSqr+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr"
2846,2,"Response ~  (log10TaSqr+Beta_optSqr+log10Ta+Beta+PhotonIndex)^2+log10NH+log10PeakFlux+Beta_opt+Gamma+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+GammaSqr"
2906,2,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10NHSqr+Gamma+PhotonIndex)^2+log10NH+log10PeakFlux+Beta_opt+Beta+log10Ta+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
3171,2,"Response ~  (GammaSqr+Beta_optSqr+log10PeakFluxSqr+log10Ta+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10NHSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
3195,2,"Response ~  (log10TaSqr+GammaSqr+log10PeakFluxSqr+log10NHSqr+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+BetaSqr"
3296,2,"Response ~  (BetaSqr+Beta_optSqr+log10PeakFluxSqr+log10Ta+Beta)^2+log10NH+log10PeakFlux+PhotonIndex+Beta_opt+Gamma+log10NHSqr+PhotonIndexSqr+GammaSqr+log10TaSqr"
3623,2,"Response ~  (GammaSqr+Beta_optSqr+log10PeakFluxSqr+PhotonIndex+log10PeakFlux+log10NH)^2+Beta_opt+Beta+Gamma+log10Ta+log10NHSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
3639,2,"Response ~  (log10NHSqr+Gamma+Beta+Beta_opt+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
3781,2,"Response ~  (GammaSqr+Beta_optSqr+Gamma+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+Beta_opt+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
3827,2,"Response ~  (GammaSqr+Beta_optSqr+log10PeakFluxSqr+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+Beta_opt+Gamma+log10Ta+log10NHSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
3833,2,"Response ~  (GammaSqr+Beta_optSqr+PhotonIndexSqr+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+Beta_opt+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+BetaSqr+log10TaSqr"
4787,2,"Response ~  (BetaSqr+PhotonIndexSqr+Beta+Beta_opt+PhotonIndex+log10PeakFlux)^2+log10NH+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+Beta_optSqr+GammaSqr+log10TaSqr"
4870,2,"Response ~  (BetaSqr+Beta_optSqr+PhotonIndexSqr+Beta_opt+PhotonIndex+log10PeakFlux)^2+log10NH+Beta+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+GammaSqr+log10TaSqr"
5097,2,"Response ~  (log10PeakFluxSqr+log10NHSqr+Gamma+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
