"","log10Ta","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10T90","Alpha","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"140419A",3.68383,22.04094236,0.69019608,1.21,-10.00568285,1.976349979,1.36898,0.678,1.87322,-4.795880017,13.5706034689,485.803140116842,0.476370628847366,1.4641,100.113689294784,3.9059592394933,1.8741062404,0.459684,3.5089531684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",3.956,0.695131297704026
"140423A",3.90552,21.81946365,0.322219295,1.33,-10.85078089,2.127104798,1.18974,0.77,2.06486,-5.026872146,15.2530864704,476.088993973671,0.103825274070297,1.7689,117.739445922789,4.52457482167462,1.4154812676,0.5929,4.2636468196,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.041361379,"140423A",3.26,0.629409599102719
"140430A",4.14388,21.67796993,0.397940009,2,-11.36251027,2.239549721,0.875171,1.03,2.15785,-5.958607315,17.1717414544,469.934380285984,0.15835625076292,4,129.106639635855,5.01558295283118,0.765924279241,1.0609,4.6563166225,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.078962633,0.22,0.034743559,"140430A",1.6,0.414973347970818
"140506A",3.30686,21.81764402,1.037426498,1.68,-9.903089987,2.045714059,0.948932,0.9,1.74751,-5.552841969,10.9353230596,476.009590583442,1.07625373875254,2.8224,98.0711912906197,4.18494601119025,0.900471940624,0.81,3.0537912001,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.046531552,0.16,0.035859177,"140506A",0.889,0.276231957921834
"140509A",3.58709,20.90144742,0.204119983,1.59,-11.09770006,1.17092730333444,1.40649,0.86,1.93407,-5.920818754,12.8672146681,436.870504251025,0.0416649674599203,2.5281,123.158946621724,1.37107074969407,1.9782141201,0.7396,3.7406267649,35.0560947177181,0.151511196244018,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",2.4,0.531478917042255
"140512A",3.53686,21.32824297,0.832508913,1.45,-9.504455662,2.189770956,1.25134,0.871,1.84304,-4.853871964,12.5093786596,454.893948187355,0.693071090224441,2.1025,90.3346774309239,4.79509683974115,1.5658517956,0.758641,3.3967964416,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930631,0.04,0.019160051,"140512A",0.725,0.236789099409293
"140518A",3.77824,22.46148952,0,0.92,-11.31158018,1.781755375,1.64981,0.94,1.93772,-6,14.2750974976,504.51851145707,0,0.8464,127.951846168569,3.17465221634139,2.7218730361,0.8836,3.7547587984,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",4.707,0.756407872548958
"140614A",3.70006,20.89608288,-1.4317581319867,1.5,-10.9589,2.857332496,1.35595,0.83,1.77015,-5.886056648,13.6904440036,436.646279727829,2.04993134851005,2.25,120.09748921,8.16434899269759,1.8386004025,0.6889,3.1334310225,34.645662863465,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0.133629071,0.46,0.163321606984505,"140614A",4.233,0.718750734739665
"140629A",2.85608,21.74269921,0.62324929,1.86,-9.847711656,1.62324929,1.16056,0.815,1.95996,-5.619788758,8.1571929664,472.744968936535,0.388439677485504,3.4596,96.9774248597183,2.6349382574855,1.3468995136,0.664225,3.8414432016,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.036191207,0.11,0.041361379,"140629A",2.275,0.515211304327802
"140801A",3.87787507440513,20.8744034307407,0.574153872694756,1.83370502309806,-10.8482223391215,1.041392685,1.1409983785241,0.89060656343658,2.01128440967262,-6.05905855564194,15.0379150926926,435.740718589319,0.329652669530387,3.36247411173506,117.683927919014,1.08449872437151,1.30187729979463,0.793180050836316,4.04526497659215,36.7121905806978,0.0335971369822932,0.785920760103386,0.599928537695617,0.265901449295978,0.197806079045168,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1.32,0.3654879848909
"140907A",3.87700165408139,21.4811071,0.397940009,1.72,-10.7081260728579,1.638489257,1.2057930880019,0.927381605481048,2.00735,-5.366531544,15.0311418257498,461.43796224167,0.15835625076292,2.9584,114.663963992219,2.68464704530441,1.45393697107315,0.860036642184607,4.0294540225,28.799660812747,0.0335971369822932,0.79150459908904,0.605625162406819,0.275074120969794,0.203912193445915,0.020199743,0.07,0.034743559,"140907A",1.21,0.344392273685111
"141004A",3.30337,21.49730845,0.785329835,1.86,-10.61083392,0.593286067,1.54959,1.08,1.79496,-6.173925197,10.9122533569,462.134270594441,0.616742949741127,3.4596,112.589796477823,0.351988357296328,2.4012291681,1.1664,3.2218814016,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0.573,0.196728722623287
"141121A",5.76634,21.59590717,-0.045757491,1.73,-12.65757732,2.74028372,2.33322,0.82,1.93447,-5.27572413,33.2506769956,466.383206495257,0.00209374798261508,2.9929,160.214263611778,7.50915486609704,5.4439155684,0.6724,3.7421741809,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",1.47,0.392696953259666
"141220A",2.77561,21.48574413,0.949390007,0.62,-9.872830386,0.857935265,1.42066,1.1,1.80565,-5.585026652,7.7040108721,461.63720081983,0.90134138539146,0.3844,97.4727798307249,0.73605291893062,2.0182748356,1.21,3.2603719225,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.016703634,0.38,0.034157993,"141220A",1.3195,0.365394376854778
"141221A",3.38505608304619,21.46788768,0.491361694,1.74,-10.2290506125835,1.17092730333444,1.33926883825149,0.857969739214149,2.22288,-5.677780705,11.458604685368,460.870201441096,0.24143631433055,3.0276,104.633476434794,1.37107074969407,1.79364102111151,0.736112073407194,4.9411954944,32.2371937340703,0.740704337003765,0.810250229754359,0.60429094484675,0.271797653435345,0.203636023329342,0.02068069,0.08,0.028018999,"141221A",1.45,0.389166084364532
"150120B",3.39431,21.52664292,0.079181246,2.2,-10.79048499,2.01762288488796,1.17705,0.92,2.01678,-6.26760624,11.5213403761,463.396355405186,0.00626966971811252,4.84,116.434566319415,4.0708021056236,1.3854467025,0.8464,4.0674015684,39.2828879796869,0.0141299769251025,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,"150120B",3.5,0.653212513775344
"150314A",2.49217,22.01715025,1.58546073,1.08,-8.609064893,1.169968174,1.19079,0.73,1.84772,-4.657577319,6.2109113089,484.754905131075,2.51368572637213,1.1664,74.1159983318851,1.36882552817289,1.4179808241,0.5329,3.4140691984,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",1.758,0.440594261839831
"150323A",3.68422675116532,21.69269626,0.73239376,1.85,-10.9609182361976,2.038222638,0.997008733659542,0.936132925723368,2.0639,-5.214670165,13.5735267540022,470.573071028618,0.536400619686938,3.4225,120.141728580609,4.15435152205568,0.994026414993403,0.876344854623393,4.25968321,27.1927849297411,0.740704337003765,0.800485602454154,0.598554602179732,0.282563396441402,0.200120228403392,0.014239163,0.07,0.024127471,"150323A",0.593,0.202215775801131
"150403A",3.19694,21.79039707,1.245512668,1.23,-8.821023053,1.611723308,1.24471,0.679,1.70996,-4.769551079,10.2204253636,474.821404468265,1.55130180614848,1.5129,77.8104477015574,2.59765202155046,1.5493029841,0.461041,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,"150403A",2.06,0.48572142648158
"150821A",2.95174,22.340573,-1.49776679460977,2.1,-8.853871964,2.23578087,1.82628,0.848,2.21622,-6.102372909,8.7127690276,499.101201968329,2.24330537103562,4.41,78.3910487549052,4.99871609865796,3.3352986384,0.719104,4.9116310884,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647283,"150821A",0.755,0.244277120801843
"150910A",3.44133738832085,20.842422,0.041392685,1.42,-10.0074284260545,2.277379975,1.33333575314577,0.879613676413574,1.78547,-5.318758763,11.842803020255,434.406554826084,0.00171335437150922,2.0164,100.148623702604,5.186459550531,1.7777842306168,0.773720219733804,3.1879031209,28.2891947789893,0.0692396240032236,0.801409028474072,0.606172956413406,0.265025415785757,0.20360755947578,0.036191207,0.12,0.157925266,"150910A",1.3585,0.372635880581721
"151021A",3.15765,22.33647975,0.986771734,1.57,-9.642065153,2.042181595,1.33346,1.27,1.96079,-4.552841969,9.9707535225,498.91832762216,0.973718455021367,2.4649,92.9694204146969,4.17050566695674,1.7781155716,1.6129,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",2.33,0.52244423350632
"151027A",3.99907,21.65076489,0.832508913,1.72,-9.935542011,2.11290649,1.74508,0.9235,2.00612,-5.107905397,15.9925608649,468.755620322057,0.693071090224441,2.9584,98.7149950523459,4.46437383548412,3.0453042064,0.85285225,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0.81,0.257678574869184
"151215A",3.06337,21.08966848,0.204119983,1.99,-10.72815839,1.250420002,1.07478,1.015,2.20942,-6.508638306,9.3842357569,444.774116596306,0.0416649674599203,3.9601,115.093382440927,1.56355018140168,1.1551520484,1.030225,4.8815367364,42.3623725983306,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0.098066496,0.33,0.05428681,"151215A",2.59,0.555094448578319
"160117B",4.10299,20.95374423,-0.705929807788426,1.73,-11.74958,0.697062187810827,0.973333,0.64,1.83834,-6.4710833,16.8345269401,439.059397256258,0.498336893524204,2.9929,138.0526301764,0.485895693675617,0.947377128889,0.4096,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0.87,0.271841606536499
"160121A",3.8244,20.06405721,0.079181246,1.77,-11.17263073,1.079181246,0.798663,1.02,2.2054,-6.214670165,14.62603536,402.566391726153,0.00626966971811252,3.1329,124.82767742894,1.16463216171811,0.637862587569,1.0404,4.86378916,38.6221252597411,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0.035597908,0.13,0.072382414,"160121A",1.96,0.471291711058939
"160131A",3.82343293696546,21.680967,0.806179974,1.24,-10.1461251211911,2.07200023240372,1.36256969768992,0.92767791586657,2.02332,-4.690369833,14.6186394234724,470.064330055089,0.649926150478641,1.5376,102.943854974864,4.29318496308105,1.8565961810628,0.860586315586542,4.0938238224,21.9995691703164,0.181516258620399,0.809769064876084,0.610651863647102,0.273146446730414,0.196173792188162,0.010644473,0.05,0.020357554,"160131A",0.972,0.294906910605192
"160203A",3.66139836,22.0158332,0.113943352,1.93,-11.36754271,1.305351369,1.146279559,0.61,1.75592,-5.920818754,13.4058379506107,484.696911490222,0.0129830874649959,3.7249,129.221027263674,1.70394219655017,1.31395682738123,0.3721,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",3.52,0.655138434811382
"160227A",4.47751,21.4198963,-0.22184875,0.75,-10.99567863,2.500373714,1.10229,0.679,1.72551,-5.508638306,20.0480958001,458.811957502754,0.0492168678765625,0.5625,120.904948534239,6.25186870966215,1.2150432441,0.461041,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,"160227A",2.38,0.528916700277655
"160314A",3.38078571323302,21.7153121,-0.045757491,1.53,-10.7368849815526,0.880241776,1.02896305161335,0.916720771732501,1.95129,-6.552841969,11.4297120388005,471.554779600406,0.00209374798261508,2.3409,115.28069910709,0.774825584215634,1.05876496158546,0.840376973325832,3.8075326641,42.9397378706878,0.0143797213110485,0.794217414073871,0.636154137257603,0.271386079144977,0.196881753937872,0.062042069,0.22,0.096509885,"160314A",0.726,0.237040791379191
"160327A",3.76407,20.72655851,0.255272505,1.84,-11.22402567,1.447158031,1.49693,0.78,1.93554,-5.853871964,14.1682229649,429.590227668453,0.065164051808975,3.3856,125.978752240819,2.0942663666878,2.2407994249,0.6084,3.7463150916,34.2678169709052,0.143091047665439,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,"160327A",4.99,0.777426822389311
"160425A",3.66005073825273,22.05510681,0.447158031,2.2,-10.692155194373,2.144885418,1.14500426551992,0.966277819713304,2.51113,-5.677780705,13.3959714065844,486.427736400508,0.199950304687797,4.84,114.322182700558,4.60053345634903,1.3110347680588,0.933692824869897,6.3057738769,32.2371937340703,0.181516258620399,0.79800691592492,0.618695746294359,0.294923964155946,0.20954364457275,0.041361379,0.18,0.031021034,"160425A",0.555,0.191730393362856
"160804A",4.38419,21.30214687,0.462397998,1.4,-11.5214335,2.15896526,0.948229,0.92,1.87827,-4.943095149,19.2211219561,453.781461271051,0.213811908554408,1.96,132.743429894922,4.66113099388687,0.899138236441,0.8464,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,"160804A",0.736,0.239549720840473
"161014A",3.80784148976012,22.18657496,0.462397998,1.47,-10.7875021746554,1.115277591,1.3901473505127,0.907083468663543,1.83236,-5.721246399,14.4996568111386,492.244108455699,0.213811908554408,2.1609,116.370203168195,1.24384410498676,1.93250965613749,0.822800419122685,3.3575431696,32.7326603580705,0.740704337003765,0.803945159023734,0.605906700029696,0.287121249398452,0.199713198373807,0.045715209,0.15,0.089854031,"161014A",2.823,0.582404298019028
"161023A",4.01506449179133,21.1872488303853,0.588209791507229,1.48429488273099,-10.4601373332812,1.77815125,1.3881855399561,0.891475339804472,1.95429741445854,-5.42056598348586,16.1207428732435,448.899513000661,0.345990758824977,2.2031312989014,109.414473031103,3.16182186787656,1.92705909334319,0.7947282814795,3.81927838415934,29.382535581324,0.0664080102705681,0.796648796890795,0.614612108975236,0.273819349068601,0.20101782569199,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",2.71,0.569373909615046
"161108A",4.69106,21.16074757,-0.22184875,1.85,-11.81247928,2.021602716,0.883711,0.84,2.00325,-5.958607315,22.0060439236,447.777237721261,0.0492168678765625,3.4225,139.534666740429,4.08687754133858,0.780945131521,0.7056,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,"161108A",1.159,0.334252642334231
"161117A",4.08464,21.87736847,0.832508913,1.19,-10.74958,2.099335278,1.141,1.375,1.92624,-4.698970004,16.6842839296,478.61925117215,0.693071090224441,1.4161,115.5534701764,4.40720860945534,1.301881,1.890625,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",1.549,0.406369835469268
"161129A",3.70506,21.51361441,0.531478917,1.57,-10.43651891,1.550595207,2.32574,0.71,1.74506,-5.443697499,13.7274696036,462.83560498216,0.282469839215493,2.4649,108.920926958788,2.40434549597137,5.4090665476,0.5041,3.0452344036,29.6338424606189,0.0255903856698547,0.10625,0.050725,0.10628,0.005,0.012063736,0.06,0.025546734,"161129A",0.645,0.216165902285993
"161219B",4.0135,21.16590877,0.72427587,1.29,-10.13667714,0.84135947,0.871656,0.73,1.86204,-5.823908741,16.10818225,447.995694059963,0.524575535864257,1.6641,102.752223440599,0.707885757758681,0.759784182336,0.5329,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0.1475,0.0597526942092988
"170113A",3.74447025556124,21.4429483,0.041392685,0.75,-10.7257552514396,0.937517892,1.26645759569829,0.903848428597661,1.81917,-6.173925197,14.0210574947829,459.800031796473,0.00171335437150922,0.5625,115.041825713785,0.878939797820124,1.60391484170188,0.816941981878461,3.3093794889,38.1173523381515,0.740704337003765,0.787181710452002,0.597864114941893,0.284092883065153,0.200581874061069,0.04537405,0.59,0.039481317,"170113A",1.968,0.472463896606989
"170202A",3.77629,21.7153121,0.672097858,1.68,-10.65364703,1.664641976,1.1958,1.04,1.99768,-5.48148606,14.2603661641,471.554779600406,0.451715530728188,2.8224,113.500195039828,2.77103290826118,1.42993764,1.0816,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",3.645,0.666985718329661
"170405A",3.6300738,21.41342718,-0.0335186812736592,1.59,-10.31069114,2.216693599,1.81152426,0.612,1.8473,-5.431798276,13.1774357934464,458.534863593163,0.00112350199432515,2.5281,106.310351784474,4.91373051184757,3.28162014456855,0.374544,3.41251729,29.5044325111566,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0.035213066,0.12,0.153952769308304,"170405A",3.51,0.65417654187796
"170519A",4.1513,21.33992622,-0.15490196,1.94,-11.06348626,2.335257256,1.37345,0.975,1.97351,-5.958607315,17.23329169,455.392451075043,0.0239946172118416,3.7636,122.400728225209,5.45342645170065,1.8863649025,0.950625,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,"170519A",0.818,0.259593878885949
"170531B",3.80257,21.07108335,-0.096910013,1.95,-11.39577395,2.215187969,1.02082,0.99,2.06685,-5.698970004,14.4595386049,443.990553542647,0.00939155061966017,3.8025,129.863663919499,4.90705773800235,1.0420734724,0.9801,4.2718689225,32.4782591064918,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0.043429448,0.14,0.10857362,"170531B",2.366,0.527114111639805
"170607A",3.86767625455562,20.90203663,1.08334542328181,1.61,-10.4554935150389,1.971275849,1.20516048531744,0.914300900197987,1.94001,-5.124938737,14.9589196100534,436.895135281862,1.17363730614565,2.5921,109.317344643021,3.88592847285067,1.45241179537056,0.83594613610285,3.7636388001,26.2649970580032,0.181516258620399,0.783052734781474,0.598947962451104,0.274113059067031,0.200846164601257,0.017371779,0.07,0.0231184496675564,"170607A",0.557,0.19228861256812
"170705A",3.63746,21.08891889,1.1430148,1.65,-10.18641901,2.337059726,0.774169,0.66,1.89159,-5.022276395,13.2311152516,444.742499948999,1.30648283301904,2.7225,103.763132247289,5.4618481628912,0.599337640561,0.4356,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",2.01,0.478566495593843
"170714A",3.97120280314824,21.06857952,-0.397940009,1.76,-11.0257529043262,2.780677274,1.62632687092528,0.919906327317852,1.84715,-5.552841969,15.7704517037324,443.885042990563,0.15835625076292,3.0976,121.567227107257,7.73216610214007,2.6449390910936,0.846227651039418,3.4119631225,30.8340539326878,0.00162180613819454,0.792510707107745,0.609313938300581,0.388700073075056,0.199066318748417,0.046531552,0.17,0.217147241,"170714A",0.793,0.253580289562183
"170903A",4.41384,21.73970839,0.591064607,1.94,-11.26042766,1.465382851,0.971187,1.14,2.20256,-5.619788758,19.4819835456,472.614920882236,0.349357369648064,3.7636,126.797231086093,2.14734690000489,0.943204188969,1.2996,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,"170903A",0.886,0.27554168840131
"171205A",5.48376,21.59122827,0,1.41,-12.42945706,2.277379975,1.13263,0.67,1.66173,-5.443697499,30.0716237376,466.181138207247,0,1.9881,154.491402806384,5.186459550531,1.2828507169,0.4489,2.7613465929,29.6338424606189,0.0806407286915141,0.0719,0.109545,0.115455,0.01,0.036191207,0.14,0.130288345,"171205A",0.0368,0.0156949885265181
"171222A",4.78231,20.02880298,-0.15490196,2.07,-12.10957898,2.242541428,0.718496,1.34,1.99001,-5.721246399,22.8704889361,401.152948811657,0.0239946172118416,4.2849,146.641903072858,5.02899205629628,0.516236502016,1.7956,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",2.409,0.532627001228891
"180115A",3.47993800359302,20.61397389,-0.22184875,1.66,-10.3213167839867,1.784617293,1.20434393660887,0.919666985362726,1.9512,-6.119186408,12.109968508851,424.935919537602,0.0492168678765625,2.7556,106.529580155407,3.18485888247465,1.45044431764654,0.845787363966165,3.80718144,37.4444422958519,0.0692396240032236,0.80294184880738,0.619810220092758,0.264811231399059,0.19505266797768,0.062858412,0.22,0.144764827,"180115A",2.487,0.542451947375977
"180205A",3.21372,21.4933967,0.531478917,2.04,-10.30627305,1.190331698,1.09633,1.03,1.88733,-6,10.3279962384,461.966101703571,0.282469839215493,4.1616,106.219264181156,1.41688955126356,1.2019394689,1.0609,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,"180205A",1.409,0.381836799998343
"180325A",3.76876606008991,22.14319598,0.973127854,1.18,-10.8044536880699,1.781755375,1.4280761379409,0.942944847915129,1.85846,-5.187086643,14.2035976156856,490.321128208688,0.946977820230645,1.3924,116.736219497646,3.17465221634139,2.03940145575619,0.889144986209686,3.4538735716,26.905867841989,0.740704337003765,0.791718675796039,0.599464296826081,0.271070812593702,0.203673179779574,0.013362907,0.05,0.013860462,"180325A",2.248,0.511616020569138
"180329B",4.02296,21.41988474,0.146128036,0.97,-11.14935376,2.322219295,1.50063,0.77,1.86768,-5.48148606,16.1842071616,458.811462274885,0.0213534029052173,0.9409,124.308089265626,5.3927024540703,2.2518903969,0.5929,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",1.998,0.476831628512261
"180620B",4.6659,21.21643247,0.556302501,1.3,-10.98296666,2.29841638,1.09835,0.9,1.99236,-5,21.77062281,450.13700675407,0.309472472618855,1.69,120.625556654672,5.2827178558523,1.2063727225,0.81,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",1.1175,0.325823419002744
"180624A",4.171185481,21.1034582,0.146128036,1.91,-11.54363397,2.686993566,1.243849338,0.95,2.06008,-5.236572006,17.3987883169052,445.355947999147,0.0213534029052173,3.6481,133.255485233338,7.2199344237254,1.54716117564304,0.9025,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",2.855,0.586024382386976
"180720B",3.62033,21.24271531,1.831869774,1.36,-8.847711656,3.06444019010425,1.34127,0.729,1.8461,-4.065501549,13.1067893089,451.252953741708,3.35574686889481,1.8496,78.2820015477183,9.39079367872618,1.7990052129,0.531441,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,"180720B",0.654,0.218535505216528
"180728A",3.8695,21.58733599,2.120573931,1.97,-9.42365865,0.938519725,1.1986,0.8595,1.70111,-4.528708289,14.97303025,466.013075145149,4.49683379683679,3.8809,88.8053423517198,0.880819274214076,1.43664196,0.73874025,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0.117,0.0480531731156091
"181010A",3.15711,22.27837171,0.146128036,1.52,-9.928117993,1.214843848,1.07011,1.115,1.76613,-6.161150909,9.9673435521,496.325846048928,0.0213534029052173,2.3104,98.5675268829304,1.47584557502345,1.1451354121,1.243225,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",1.39,0.378397900948138
"181020A",4.29043,20.65703194,0.886490725,1.25,-10.42365865,2.376576957,2.64643,1.228,1.93674,-5.091514981,18.4077895849,426.71296857018,0.785865805511026,1.5625,108.65265965172,5.64811803254338,7.0035917449,1.507984,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",2.938,0.595275711802099
"181201A",4.06563006003523,21.1468434832998,0.899550776141651,1.62357778401957,-10.3468375689118,1.285557309,1.28838147748779,0.888747417494352,1.97913612783146,-5.37153011911936,16.529347785062,447.188989307179,0.809191598857047,2.63600482076189,107.057047677444,1.65265759472332,1.65992683153361,0.78987197210288,3.91697981248769,28.8533358206065,0.181516258620399,0.776697714154874,0.617009158839787,0.269802371062702,0.198324061072367,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",0.45,0.161368002234975
"190114A",3.74534,21.6447605,-0.301029996,2.06,-10.75202673,1.823474229,1.18375,0.86,1.83214,-6.096910013,14.0275717156,468.49565710236,0.09061905849176,4.2436,115.606078802635,3.32505826382714,1.4012640625,0.7396,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,"190114A",3.3765,0.641126932803509
"190719C",4.88123,20.95382587,0.740362689,1.64,-11.257,2.268811904,1.55953,0.915,1.5415,-5.292429824,23.8264063129,439.062818590281,0.548136911263311,2.6896,126.720049,5.14750745573211,2.4321338209,0.837225,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",2.469,0.54020429984206
"190829A",4.0838,22.04910001,1.255272505,2.56,-9.56068,1.764922985,1.03996,1.16,2.0913,-5.193820026,16.67742244,486.162811250982,1.57570906180898,6.5536,91.4066020624,3.11495314298131,1.0815168016,1.3456,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0.0785,0.0328201494385639
"191011A",3.15321333,21.65033473,0.255272505,1.94,-10.8132081,0.867467488,1.30602449,0.94,1.81479,-6.48148606,9.94275430448969,468.736993921044,0.065164051808975,3.7636,116.925469413906,0.75249984273703,1.70569996847976,0.8836,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",1.722,0.434888120867316
"191221B",1.95518066,21.49704581,0.681241237,1.24,-8.11145684,1.681241237,1.15734724,1.39,1.843,-4.721246399,3.82273141323804,462.122978557239,0.46408962298929,1.5376,65.7957320671828,2.82657209698929,1.33945263393562,1.9321,3.396649,22.2901675600705,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0.022857604,0.05,0.063334612,"191221B",1.148,0.332034277027518
"200205B",4.53640048,21.41988474,0.301029996,1.36,-11.7337376,2.660865478,1.56884903,0.516,1.90881,-5.26760624,20.5789293149442,458.811462274885,0.09061905849176,1.8496,137.680598065654,7.08020509201217,2.46128727893194,0.266256,3.6435556161,27.7476754996869,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0.016084981,0.22,0.043429448,"200205B",1.465,0.391816923613249
"200613A",4.23991253818709,20.9938049880807,0.228369899911643,1.74656725545063,-10.8313677045803,2.46834733,1.18908813355767,0.91427567241124,2.00996423348564,-5.23247535249562,17.9768583314761,440.73984787756,0.0521528111856537,3.05049717781235,117.318526351826,6.09273854151813,1.41393058936766,0.835900005163026,4.0399562198915,27.3787983144742,0.199990220376636,0.818073385757671,0.608442044687231,0.290691875595371,0.196374982238272,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1.2255,0.347427598618541
"200829A",2.97975,21.08966848,1.994317153,0.83,-8.6381,1.115277591,1.29833,0.64,1.88219,-4.292429824,8.8789100625,444.774116596306,3.97730090675002,0.6889,74.61677161,1.24384410498676,1.6856607889,0.4096,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",1.25,0.352182518111362
