"","log10Ta","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10T90","Alpha","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"060927A",3.15198,22.10710478,0.431363764,0.9,-10.77728353,1.352953912,1.39098,0.83,1.94856,-5.946921557,9.9349779204,488.724081753899,0.186074696892248,0.81,116.149840286009,1.8304842879961,1.9348253604,0.6889,3.7968860736,35.3658760051113,0.0249377639674928,0.08115,0.108435,0.118785,0.178498106,0.026134535,0.242424242,0.027344467,"060927A",5.47,0.8109042806687
"061007A",3.15318403023796,21.74186197,1.164352856,1.03,-9.09744770575628,2.660865478,1.57372701998697,0.933824434471432,1.99824,-4.35261703,9.94256952854769,472.708561922532,1.35571757327536,1.0609,82.7635547589702,7.08020509201217,2.47661673343707,0.87202807441589,3.9929630976,18.945275009846,0.14476482742628,0.896798081214421,0.611250624841426,0.275648265359928,0.203014823354481,0.005497151,0.03,0.011006093,"061007A",1.26,0.354108439147401
"061021A",3.23849,20.87141063,0.78604121,1.3,-10.04095861,1.664641976,1.01707,0.785,1.99282,-5.528708289,10.4878174801,435.615781686077,0.617860783818264,1.69,100.820849807733,2.77103290826118,1.0344313849,0.616225,3.9713315524,30.5666153448573,0.0507507174713444,0.0264,0.03399,0.010415,0.016800037,0.014818832,0.06,0.019191409,"061021A",0.3463,0.129141845792285
"061121A",3.78753,21.75351565,1.324282455,1.41,-10.03011836,1.90982337,1.35185,0.9485,1.90181,-4.863279433,14.3453835009,473.215443134795,1.75372402062083,1.9881,100.603274315609,3.64742530459816,1.8274984225,0.89965225,3.6168812761,23.6514868434408,0.246558916936231,0.01265,0.01703,0.01585,0.002358211,0.006308365,0.03,0.009468031,"061121A",1.314,0.364363354615731
"061126A",3.65779257147744,21.38058204,0.989449818,1.32,-10.60734793952,1.781755375,1.17632044730178,0.901913668022892,1.9269241917552,-5.169411331,13.3794464959556,457.129288369171,0.979010942340233,1.7424,112.515830310039,3.17465221634139,1.38372979474025,0.813448264566508,3.71303684077144,26.7228135090712,0.181516258620399,0.803363476795956,0.605332254855641,0.276786727024597,0.198582026242526,0.0190994093843814,0.06,0.0246693811930976,"061126A",1.1588,0.334212409393176
"061222A",3.92091,22.56660835,0.930949031,1.35,-9.954677021,1.853698212,1.35061,0.86,1.92748,-5.097453221,15.3735352281,509.25181242229,0.866666098319839,1.8225,99.0955945924254,3.436197061172,1.8241473721,0.7396,3.7151791504,25.9840293402833,0.0973208922530927,0.02311,0.024435,0.018075,0.005,0.008588051,0.04,0.013237581,"061222A",2.088,0.489677291663699
"070110A",4.26825,21.3989672,-0.22184875,1.58,-11.04866248,1.946550511,1.42725,1.186,2.08596,-5.790484985,18.2179580625,457.915797226676,0.0492168678765625,2.4964,122.07294259696,3.78905889187436,2.0370425625,1.406596,4.3512291216,33.5297163615105,0.0711120769415451,0.05475,0.053995,0.046555,0.12166788,0.028952965,0.12,0.086858896,"070110A",2.352,0.525304009958239
"070125A",4.25203982319811,21.1168251059769,0.461366700396796,1.66719216524827,-10.8270427578027,1.57634135,1.59885045178941,0.891324429282001,1.95142632719767,-5.49527903539734,18.0798426580626,445.920302556414,0.212859232235027,2.77952971586523,117.224854879288,2.48485205171982,2.55632276718721,0.794459238234885,3.80806471048018,30.1980916768775,0.214744065864423,0.778363243462812,0.613237105441649,0.27446215653073,0.195705122426131,0.0330719907495403,0.177142407809118,0.0593602352348791,"070125A",1.55,0.406540180433955
"070208A",3.44468,21.8647258,-0.045757491,1.94,-10.86327943,1.806179974,1.2125,1.14,2.20341,-6.351639989,11.8658203024,478.066234309186,0.00209374798261508,3.7636,118.010839974261,3.26228609847864,1.47015625,1.2996,4.8550156281,40.3433305498639,0.153546286600926,0.1619,0.14114,0.06357,0.015,0.098570208,0.36,0.106160873,"070208A",1.165,0.335457900689384
"070223A",4.22335,21.70173804,-0.161150909,1.85,-11.86327943,1.9408513687054,0.991734,1.03,2.25837,-5.769551079,17.8366852225,470.965433956783,0.0259696154715263,3.4225,140.737398834261,3.76690403540562,0.983536326756,1.0609,5.1002350569,33.2877196531901,0.0402373538487879,0.16615,0.203105,0.079308,0.06,0.018572476,0.072727273,0.130844061722848,"070223A",1.6295,0.419873175149476
"070306A",4.86926,22.44245468,0.609594409,1.66,-11.2737,2.321184027,1.89982,0.831,1.94468,-5.269217724,23.7096929476,503.663772063854,0.371605343484059,2.7556,127.09631169,5.38789528719994,3.6093160324,0.690561,3.7817803024,27.7646554229157,0.134263479640872,0.0335,0.02824,0.06188,0.001,0.02308703,0.1,0.022408315,"070306A",1.4959,0.397227181043161
"070411A",3.53934536025602,22.32139542,-0.040958608,1.72,-10.6872949876051,2.660865478,1.37847304344055,0.934588659304246,2.2428,-5.568636236,12.5269655791658,498.244693495997,0.00167760756929766,2.9584,114.218274152089,7.08020509201217,1.90018793149226,0.873455962100107,5.03015184,31.0097095288922,0.0664080102705681,0.799349170093196,0.601369369501413,0.289582975231054,0.205827311655811,0.02493172,0.1,0.062042069,"070411A",2.95,0.59659709562646
"070508A",3.02525,21.89306622,1.382017043,1.1,-9.161150909,1.320146286,1.37377,0.764,1.82568,-4.707743929,9.1521375625,479.306348513305,1.90997110714246,1.21,83.9266859774715,1.74278621643959,1.8872440129,0.583696,3.3331074624,22.1628529010364,0.0152922340458476,0.010795,0.01189,0.013355,5e-04,0.006049102,0.060606061,0.010992516,"070508A",0.82,0.260071387985075
"070521A",3.55243,22.27524914,0.814913181,1.1,-10.01233374,1.57863921,1.44502,0.98,2.00022,-5.096367484,12.6197589049,496.186724249071,0.664083492567539,1.21,100.246826921142,2.49210175534942,2.0880828004,0.9604,4.0008800484,25.9729615319725,0.0323072045959819,0.04901,0.04844,0.0562,0.147518075,0.009596769,0.121212121,0.017957046,"070521A",2.0865,0.489466281303128
"070529A",3.09323,22.56252244,0.155336037,1.34,-10.24641694,2.038222638,1.21432,0.76,1.97999,-5.590066877,9.5680718329,509.067418855503,0.0241292843908654,1.7956,104.989060108319,4.15435152205568,1.4745730624,0.5776,3.9203604001,31.2488476893325,0.0794726286723922,0.0552,0.068045,0.03501,0.015,0.041401614,0.16,0.109332877,"070529A",2.4996,0.544018407858776
"070612A",4.22951249793824,21.2559971173378,0.178976947,1.69,-10.6329536993555,2.322219295,2.02974082084981,0.93425071554515,1.97567939099548,-4.974694135,17.8887759702158,451.817413452272,0.0320327475574408,2.8561,113.059704372638,5.3927024540703,4.11984779982405,0.872824399496625,3.90330905600427,24.7475817368034,0.0272330828957319,0.807252551532327,0.621572511340678,0.386995790221463,0.206914722699798,0.024623678,0.1,0.109292651,"070612A",0.671,0.222976449893391
"070714B",3.22974,21.64321572,0.431363764,1.36,-10.74232143,1.806179974,1.64623,0.93,2.07429,-6.142667504,10.4312204676,468.428786702455,0.186074696892248,1.8496,115.397469705437,3.26228609847864,2.7100732129,0.8649,4.3026790041,37.7323640646976,0.0570608478017886,0.09935,0.0946,0.108425,0.005,0.05428681,0.19,0.032169962,"070714B",0.923,0.28397928423848
"070721B",3.94739,21.89473409,0.176091259,1.34,-10.50863831,2.531478917,2.5054,0.52,1.52512,-5.443697499,15.5818878121,479.379380871808,0.0310081314962051,1.7956,110.4314791304,6.40838550721549,6.27702916,0.2704,2.3259910144,29.6338424606189,0.0272330828957319,0.3648,0.10084,0.09144,0,0.024127471,0.11,0.086858896,"070721B",3.626,0.6652056284346
"070802A",3.92184,21.91375294,-0.397940009,1.79,-11.6716204,1.214843848,1.16348,0.78,1.99014,-6.552841969,15.3808289856,480.212567915359,0.15835625076292,3.2041,136.226722761696,1.47584557502345,1.3536857104,0.6084,3.9606572196,42.9397378706878,0.079968777148268,0.17395,0.236245,0.2088785,0.045,0.077552586,0.27,0.108573621,"070802A",2.45,0.537819095073274
"070809A",4.18985,20.80619355,0.079181246,1.69,-11.9625735,1.16168428403346,1.17521,0.396,1.37246,-7,17.5548430225,432.897690040062,0.00626966971811252,2.8561,143.103164742902,1.34951037577033,1.3811185441,0.156816,1.8836464516,49,0.00812673734142058,0.1917,0.206985,0.395643,0.0595,0.026318246,0.133333333,0.016256930519715,"070809A",0.2187,0.0858968111315881
"070810A",3.36583,21.93100401,0.278753601,2.04,-10.77728353,1.041392685,1.36994,1.02,2.17076,-6.161150909,11.3288115889,480.968936886636,0.0777035700704672,4.1616,116.149840286009,1.08449872437151,1.8767356036,1.0404,4.7121989776,37.9597805234715,0.197037086589132,0.06175,0.07187,0.077915,0.01,0.037764738,0.14,0.045715209,"070810A",2.17,0.501059262217751
"071003A",4.78411,20.86974084,0.799340549,1.36,-11.67760082,2.170643023,1.97901,0.837,1.91015,-5.080921908,22.8877084921,435.546082728764,0.638945313275621,1.8496,136.366360911265,4.71169113329858,3.9164805801,0.700569,3.6486730225,25.8157674351944,0.0131768929142836,0.1359,0.098505,0.183105,0.032,0.015697391,0.07,0.027574253,"071003A",1.60435,0.415699348887829
"071010A",4.2478511633582,22.13954852,-0.096910013,2.33,-11.0118546931894,1.041392685,1.83097347076142,0.895735826903449,2.33496,-6.698970004,18.0442395060436,490.159608669434,0.00939155061966017,5.4289,121.260943783918,1.08449872437151,3.35246385063212,0.802342671598405,5.4520382016,44.8761991144918,0.103418641469029,0.804524974007061,0.604698622545846,0.28926907623387,0.197094289463286,0.086858896,0.37,0.162860431,"071010A",0.99,0.298853076409707
"071010B",3.49507485969924,21.30047157,0.886490725,1.53,-10.4438019040828,1.115277591,1.04220546627847,0.897568629081125,2.04061,-5.356547324,12.2155482749017,453.710089104378,0.785865805511026,2.3409,109.072998211724,1.24384410498676,1.08619223394072,0.80562944391057,4.1640891721,28.6925992342516,0.740704337003765,0.814882604152515,0.620500263443452,0.278981955274,0.198145935740049,0.009870329,0.22,0.016920564,"071010B",0.947,0.289365951520032
"071020A",2.311950854,20.99642367,0.924279286,1.11,-9.169411331,0.62324929,1.119196934,0.844,1.59788,-5.638272164,5.34511675131133,440.849806930136,0.85429219852867,1.2321,84.0781041570712,0.388439677485504,1.252601777075,0.712336,2.5532204944,31.7901129953372,0.0601790285006581,0.035099822,0.039262062,0.011153209,0.001,0.018882369,0.05,0.015510517,"071020A",2.145,0.497620649781288
"071025A",3.57649803858865,21.07108335,0.204119983,1.79,-10.7617561561862,1.803457116,1.42536037804911,0.921843308984929,1.97502660214106,-5.187086643,12.7913382200285,443.990553542647,0.0416649674599203,3.2041,115.815395565211,3.25245756925104,2.03165220731231,0.849795086320284,3.90073007916486,26.905867841989,0.0911698774157967,0.800887497468751,0.603374881895532,0.274718690293953,0.200839272039437,0.021297834433594,0.05,0.0778422962236166,"071025A",5,0.778151250383644
"071112C",3.27585923890932,20.5643192,0.903089987,1.09,-10.3930085480411,1.352953912,1.18085394893532,0.872039973604311,1.67267,-5.522878745,10.7312537531476,422.891224159489,0.81557152461966,1.1881,108.014626679654,1.8304842879961,1.39441604871614,0.760453715563808,2.7978249289,30.5021896319728,0.0335971369822932,0.776421157020388,0.606399027276645,0.265265616573866,0.203691567709846,0.057905931,0.07,0.05428681,"071112C",0.82,0.260071387985075
"071117A",3.901990464,22.04291793,1.053078443,1.57,-11.23542972,0.819543936,1.104952391,0.94,2.0457,-5.619788758,15.2255295811469,485.890230868716,1.1089742071113,2.4649,126.234880993059,0.671652263034372,1.22091978637662,0.8836,4.18488849,31.5820256845432,0.120079755643196,0.101024385,0.117162967,0.089387802,0.01,0.018095603,0.06,0.015373256,"071117A",1.331,0.367542273520577
"080310A",4.32608056,21.34783526,0.113943352,2.32,-11.3990271,2.560456622,1.59590648,0.878,2.09352,-5.638272164,18.7149730116099,455.730070288099,0.0129830874649959,5.3824,129.937818826534,6.55593811314365,2.54691749290599,0.770884,4.3828259904,31.7901129953372,0.0207895824764161,0.04247343,0.03798676,0.065276352,0.0375,0.037764738,0.16,0.066814536,"080310A",2.42,0.534026106056135
"080319B",5.36799912,20.8771334,1.394451681,1.04,-12.15181088,1.68090255756894,1.42250979,0.73,1.81426,-4.091514981,28.8154145523208,435.854699001396,1.94449549064373,1.0816,147.666507663286,2.82543340804182,2.02353410264584,0.5329,3.2915393476,16.7404948397474,0.00162180613819454,0.097779455,0.087626454,0.075139905,0,0.00536166,0.02,0.008755937,"080319B",0.937,0.287129620719111
"080319C",3.52931111054378,21.75037415,0.716003344,1.37,-10.6371411966355,1.664641976,1.70009079954593,0.918480457353893,1.61029,-5.443697499,12.4560369150078,473.078775664988,0.512660788619182,1.8769,113.14877283716,2.77103290826118,2.89030872670072,0.843606350541016,2.5930338841,29.6338424606189,0.0223211438768381,0.795519274551062,0.594750468255539,0.390390045195146,0.210726750902004,0.012063736,0.07,0.025055451,"080319C",1.95,0.469822015978163
"080330A",3.62424404637254,21.69090721,-0.045757491,2.53,-10.5087382506779,1.764922985,1.28360558544294,0.872917575655799,2.25433,-6.468521083,13.1351449076668,470.49545559283,0.00209374798261508,6.4009,110.43357962126,3.11495314298131,1.64764329898031,0.761985093888798,5.0820037489,41.8417650012155,0.0664080102705681,0.778795268821532,0.596432371485865,0.275806275525546,0.20513435750842,0.102186937,0.45,0.096509885,"080330A",1.51,0.399673721481038
"080411A",4.20932562,21.57289018,1.635483747,1.75,-10.11350927,1.748188027,1.28909841,0.91,1.97674,-4.578396073,17.7184221751884,465.38959071834,2.67480708670116,3.0625,102.283069754376,3.05616137774615,1.66177471066453,0.8281,3.9075010276,20.9617106012618,0.00776276208190557,0.06043543,0.049275581,0.010296793,0,0.001645055,0.03,0.009047802,"080411A",1.03,0.307496037913213
"080413B",4.37673481522887,21.31329763,1.271841607,1.26,-11.1324619410683,1.173186268,1.8383898530557,0.898646887003793,1.93206,-5.494850022,19.1558076428365,454.256655864964,1.61758107329634,1.5876,123.931708869333,1.37636601942377,3.37967725181815,0.807566227521607,3.7328558436,30.1933767642734,0.0806407286915141,0.825878919928264,0.613291650072067,0.294877320020599,0.196183134932225,0.013571703,0.27,0.018579443,"080413B",1.1,0.322219294733919
"080516A",3.77452827,22.03528962,0.255272505,1.82,-11.12090412,0.763427994,0.94016916,1.48,2.3315,-6.585026652,14.2470636610292,485.55398863728,0.065164051808975,3.3124,123.674508446233,0.582822302022864,0.883918049415106,2.1904,5.43589225,43.3625760075503,0.0159503209161228,0.077803665,0.111057696,0.084888358,0.03,0.066814536,0.27,0.072382414,"080516A",3.2,0.6232492903979
"080603A",3.73864181146003,20.9181675200872,0.365016103959771,1.8144820875664,-10.6748451794873,1.748188027,1.20831786479774,0.913901992181694,2.0146549872069,-5.70558194498092,13.9774425943971,437.569732398432,0.13323675614997,3.29234524609934,113.952319606024,3.05616137774615,1.46003206238938,0.835216851313669,4.05883471747762,32.5536653308923,0.0664080102705681,0.799529331049214,0.601147687650961,0.269011655288451,0.203031508376873,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1.69,0.429752280002408
"080603B",3.89340478211709,21.31611509,0.544068044,1.21,-10.6145409003128,1.115277591,1.34182101090756,0.892836924953439,1.83449,-5.619788758,15.1586007974122,454.376762530126,0.296010036501986,1.4641,112.668478524414,1.24384410498676,1.80048362531299,0.797157774560313,3.3653535601,31.5820256845432,0.181516258620399,0.775821564581816,0.602492487501517,0.278887090872036,0.202772915682514,0.018095603,0.3,0.024816828,"080603B",2.6893,0.566943971856554
"080607A",3.46298403,22.38386741,1.36361198,1.31,-10.0540393,1.899984563,1.7256074,1.06,2.03418,-4.619788758,11.992258392035,501.03752022846,1.85943763199952,1.7161,101.083706245944,3.6099413396383,2.97772089893476,1.1236,4.1378882724,21.3424481685432,0.0179615292332226,0.11042072,0.069659314,0.037637388,0.02,0,0.04,0.02068069,"080607A",3.036,0.605951157564873
"080710A",4.09266933,20.89722339,0,1.47,-11.23284413,2.077948999,1.52133785,1.3,2.00149,-5.853871964,16.7499422447226,436.693945411563,0,2.1609,126.176787248875,4.3178720424451,2.31446885384262,1.69,4.0059622201,34.2678169709052,0.063286086716648,0.06269498,0.054210787,0.06401643,0.150517844,0.062042069,0.23,0.086858896,"080710A",0.845,0.265996370495079
"080810A",3.2687548,21.45079548,0.301029996,1.34,-9.931814138,2.03666881,1.44529526,1.079,2.11482,-5.337242168,10.684757942523,460.136626724788,0.09061905849176,1.7956,98.6409320717767,4.14801984162682,2.08887838857847,1.164241,4.4724636324,28.4861539598773,0.0173110727824034,0.031830706,0.039738688,0.036139295,0.0015,0.018882369,0.06,0.043429448,"080810A",3.35,0.638489256954637
"080905B",3.67820615,22.33533151,-0.301029996,1.78,-10.11125904,2.10720997,1.36946226,0.375,1.86248,-5.744727495,13.5292004818978,498.867033661599,0.09061905849176,3.1684,102.237559373982,4.4403338576674,1.87542688156431,0.140625,3.4688317504,33.001893991809,0.0951998384562338,0.03236457,0.038825489,0.033301752,0.00558525,0.048254942,0.15,0.086858896,"080905B",2.374,0.528145078253106
"080916A",3.60698,21.7431239,0.431363764,1.17,-10.75269955,1.77815125,0.998947,0.83,1.88453,-5.397940009,13.0103047204,472.763436930751,0.186074696892248,1.3689,115.62054761257,3.16182186787656,0.997895108809,0.6889,3.5514533209,29.1377563407629,0.0457883734954798,0.0592,0.073495,0.0260505,0.01,0.010857362,0.21,0.032169962,"080916A",0.6887,0.227552503379865
"080928A",4.08450503,21.51035195,0.322219295,1.77,-11.1260984,2.368584372,1.76031774,0.99,2.13864,-5.602059991,16.6831813400953,462.695241012869,0.103825274070297,3.1329,123.790065606483,5.61019192728263,3.09871854575871,0.9801,4.5737810496,31.3830761427629,0.0386609346233468,0.064484035,0.047916769,0.075970735,0,0.034743559,0.12,0.02068069,"080928A",1.692,0.430075055551939
"081007A",3.58176278,21.69605744,0.414973348,2.51,-10.58502665,0.958563883,1.00469263,0.92,2.102,-6.148741651,12.8290246121933,470.718908439779,0.172202879550329,6.3001,112.04278918121,0.918844717792038,1.00940728077632,0.8464,4.418404,37.8070238907422,0.140327919478768,0.053161115,0.084284398,0.039134851,0.005,0.048934589,0.2,0.066814536,"081007A",0.5295,0.184549481320698
"081008A",3.85550833,21.1376737,0.113943352,1.69,-10.79317412,2.268297087,1.47398467,0.84,1.98207,-5.366531544,14.8649444826994,446.801249447672,0.0129830874649959,2.8561,116.492607584638,5.14517167489269,2.17263080739501,0.7056,3.9286014849,28.799660812747,0.0944643171466364,0.06052989,0.056285684,0.063988679,0.025,0.020199743,0.07,0.033407268,"081008A",1.9685,0.472537053262077
"081028A",4.75426,20.90308999,-0.301029996,1.25,-11.3994,2.414973348,2.20023,0.945,2.51,-5.431798276,22.6029881476,436.939171130038,0.09061905849176,1.5625,129.94632036,5.83209627155033,4.8410120529,0.893025,6.3001,29.5044325111566,0.0544346314312377,0.0572,0.03025,0.054715,5e-04,0.023475377,0.38,0.086858896,"081028A",3.038,0.60616631460762
"081029A",4.48156171,21.49704581,-0.301029996,1.43,-11.86327943,2.431283332,2.51960373,0.87,1.95818,-5.677780705,20.0843953605381,462.122978557239,0.09061905849176,2.0449,140.737398834261,5.91113864046102,6.34840295622991,0.7569,3.8344689124,32.2371937340703,0.0734942688403521,0.083250805,0.04285341,0.169198521,0.001,0.041361379,0.18,0.173717793,"081029A",3.8479,0.685553652846326
"081203A",4.02089,21.66176916,0.462397998,1.54,-10.9243983,2.46834733,1.86904,0.82,2.03508,-5.113509275,16.1675563921,469.232243141127,0.213811908554408,2.3716,119.342478217043,6.09273854151813,3.4933105216,0.6724,4.1415506064,26.147977105511,0.122562443871835,0.05695,0.03932,0.064395,0.0325,0.016920564,0.06,0.029951344,"081203A",2.1,0.491361693834273
"081221A",2.93195749,21.57331844,1.260071388,1.21,-9.354577731,1.531478917,1.23586126,0.991,2.4947,-4.742321425,8.5963747231671,465.408068513644,1.58777990285625,1.4641,87.5081245253211,2.34542767321549,1.52735305396879,0.982081,6.22352809,22.489612498014,0.0102431891789539,0.0249855,0.031176651,0.012861856,5e-04,0.007198251,0.13,0.011931167,"081221A",2.26,0.513217600067939
"081228A",3.37295044056063,21.16936021,-0.22184875,2.1,-10.9471344533445,0.639486489,1.31440794275622,0.946916119404645,2.11824052948599,-7.050609993,11.3767946744781,448.141811700731,0.0492168678765625,4.41,119.839752739601,0.408942969613547,1.72766823998063,0.896650137188352,4.48694294075707,49.7111012733915,0.0508837165764397,0.808747984776193,0.627309680131648,0.276463173431224,0.211768558077528,0.0674679414874554,0.31,0.103319586082909,"081228A",3.44,0.64738297011462
"081230A",3.66959365,20.67248024,-0.15490196,1.97,-11.32975415,0.907209226455443,0.99376498,1.02,2.08621,-6.086186148,13.4659175561203,427.35143927319,0.0239946172118416,3.8809,128.363329099442,0.823028580565884,0.9875688354744,1.0404,4.3522721641,37.0416618281071,0.740704337003765,0.0701444,0.08735027,0.040381418,0.02,0.02568693,0.096969697,0.142225970771007,"081230A",2.1,0.491361693834273
"090102A",3.15380077,21.72376179,0.740362689,1.36,-9.457174573,1.432006687,1.42487631,0.667,1.76997,-7.167491087,9.94645929685259,471.921826308664,0.548136911263311,1.8496,89.4381509041977,2.05064315161272,2.03027249879922,0.444889,3.1327938009,51.3729284822244,0.0359770577590371,0.036239983,0.041590346,0.021786596,0.002673458,0.019160051,0.08,0.063170107,"090102A",1.547,0.406028944963615
"090205A",3.70655,21.81792086,-0.301029996,2.15,-11.3419886,0.944482672,1.29089,1.01,2.03416,-6.721246399,13.7385129025,476.021670653223,0.09061905849176,4.6225,128.64070540253,0.89204751770826,1.6663969921,1.0201,4.1378069056,45.1751531560705,0.0885407574117407,0.13445,0.114585,0.084185,0.025,0.068572813,0.23,0.086858896,"090205A",4.6497,0.752025387323213
"090313A",3.60876566435634,22.44115763,-0.096910013,1.91,-10.2800283838197,1.413299764,1.19138759227789,0.924989954326312,2.07619,-5.853871964,13.0231896202373,503.605555774507,0.00939155061966017,3.6481,105.678983572139,1.99741622292246,1.41940439503372,0.855606415604593,4.3105649161,34.2678169709052,0.740704337003765,0.818976201803275,0.599254982061356,0.276614407568696,0.200668465706213,0.062042069,0.29,0.162860431,"090313A",3.38,0.6414741105041
"090418A",3.52813657,22.02365981,0.278753601,1.48,-10.04720756,1.748188027,1.52909667,0.98,2.03408,-5.337242168,12.4477476565714,485.041591426609,0.0777035700704672,2.1904,100.946379753721,3.05616137774615,2.33813662620509,0.9604,4.1374814464,28.4861539598773,0.0320230997079162,0.028659405,0.030759021,0.042154514,0.003531332,0.018882369,0.07,0.068572813,"090418A",1.608,0.416307587059883
"090423A",3.91521772,22.7516324,0.230448921,0.8,-11.2798407,0.989894564,1.43267533,0.77,1.8158,-6.229147988,15.328929795002,517.63677686473,0.0531067051900642,0.64,127.234806217376,0.97989124783675,2.05255860119061,0.5929,3.29712964,38.8022846564045,0.047195797531391,0.08569564,0.077643595,0.064053366,0.005,0.029443694,0.5,0.051093469,"090423A",8.26,0.966610986681934
"090424A",2.99599056,21.63012977,1.851258349,1.19,-9.050609993,1.681241237,1.1284106,0.924,1.96315,-4.677780705,8.97595943560911,467.86251386704,3.42715747474221,1.4161,81.9135412453915,2.82657209698929,1.27331048219236,0.853776,3.8539579225,21.8816323240703,0.0205611924585667,0.011257098,0.013394814,0.005546887,0,0,0.15,0.012233647,"090424A",0.544,0.188647295999717
"090516A",4.33113504,21.19589965,0.204119983,1.84,-11.27490548,2.322219295,1.76098314,0.502,2.09,-5.045757491,18.7587307347158,449.26616197287,0.0416649674599203,3.3856,127.123493582934,5.3927024540703,3.10106161936426,0.252004,4.3681,25.4596686579826,0.132356413451328,0.03779605,0.029715315,0.053351589,0.479087085,0.028952965,0.11,0.05428681,"090516A",4.109,0.708335902682263
"090519A",3.44619,22.13069392,-0.22184875,1.02,-11.76000021,1.806179974,1.42452,0.63,1.46604,-5.920818754,11.8762255161,489.767613380725,0.0492168678765625,1.0404,138.2976049392,3.26228609847864,2.0292572304,0.3969,2.1492732816,35.0560947177181,0.0559162050267847,0.21145,0.24029,0.3065,0.03,0.036191207,0.2,0.144764827,"090519A",3.85,0.685741738602264
"090529A",4.472757799,22.27524914,-0.397940009,2,-12.1873998,1.837651558,0.8815438,0.64,2.22623,-6.167491087,20.0055623285153,496.186724249071,0.15835625076292,4,148.53271388504,3.37696324861983,0.77711947131844,0.4096,4.9561000129,38.0379463082244,0.0664439832683159,0.11547934,0.21900534,0.113675222,0.125,0.10857362,0.3,0.108573621,"090529A",2.625,0.559308010907013
"090530A",3.6839464,20.90942658,0.397940009,1.61,-11.16052195,1.681241237,0.88610581,1.09,2.03975,-5.958607315,13.571461078073,437.204119904411,0.15835625076292,2.5921,124.557250196432,2.82657209698929,0.785183506515756,1.1881,4.1605800625,35.5050011343715,0.323703994876218,0.089175625,0.115365029,0.038514202,0.035,0.039481317,0.17,0.052115338,"090530A",1.266,0.355259905527378
"090618A",3.67275453,21.39200012,1.589949601,1.42,-9.640164518,2.05388479,1.30942861,0.8945,1.82831,-3.978810701,13.4891258376355,457.61766913408,2.52793973372006,2.0164,92.9327719341062,4.21844273059334,1.71460328468653,0.80013025,3.3427174561,15.8309345943921,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0.004136138,0.08,0.008931506,"090618A",0.54,0.187520720836463
"090726A",3.58003027708395,22.02689264,-0.15490196,2.25,-10.6078628013599,2.376576957,1.26951697854017,0.953407216139617,2.4288,-6.065501549,12.8166167848378,485.183999374086,0.0239946172118416,5.0625,112.526753212476,5.64811803254338,1.61167335880176,0.908985319787094,5.89906944,36.7903090409214,0.214744065864423,0.792707872117814,0.600071844463703,0.2903577371457,0.206934454483566,0.050499358,0.19,0.124084138,"090726A",2.71,0.569373909615046
"090809A",4.56066,21.91952315,0.041392685,1.34,-11.8559,0.73239376,1.6367,0.96,1.94644,-6.468521083,20.7996196356,480.465495123386,0.00171335437150922,1.7956,140.56236481,0.536400619686938,2.67878689,0.9216,3.7886286736,41.8417650012155,0.0978170519448906,0.338,0.237865,0.319405,0.01,0.063866836,0.24,0.078962633,"090809A",2.737,0.572523097849638
"090812A",3.52924,21.77771022,0.556302501,1.24,-10.16730017,1.824125834,1.37252,0.53,1.88559,-5.236572006,12.4555349776,474.268662426292,0.309472472618855,1.5376,103.373992746882,3.3274350582662,1.8838111504,0.2809,3.5554496481,27.4216863740229,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0.014975672,0.05,0.024127471,"090812A",2.452,0.538070787043172
"090927A",4.20121889,21.01785522,0.301029996,1.8,-11.6716204,0.342422681,1.13087741,0.92,2.06549,-6.698970004,17.6502401616928,441.750238048881,0.09061905849176,3.24,136.226722761696,0.117253292463228,1.27888371644831,0.8464,4.2662489401,44.8761991144918,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0.065144172,0.2,0.043429448,"090927A",1.37,0.374748346010104
"091018A",2.89655535,21.19187281,1.012837225,1.77,-9.627087997,0.639486489,1.18074867,0.91,1.98015,-5.853871964,8.39003289561362,449.095473195217,1.0258392443457,3.1329,92.6808233019815,0.408942969613547,1.39416742170677,0.8281,3.9209940225,34.2678169709052,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0.031021034,0.24,0.016865805,"091018A",0.971,0.294686624279443
"091020A",2.95265011,21.70587483,0.62324929,1.53,-9.71219827,1.590061231,1.17417264,0.895,2.08587,-5.431798276,8.71814267208301,471.145002135627,0.388439677485504,2.3409,94.326795235791,2.52829471832924,1.37868138852457,0.801025,4.3508536569,29.5044325111566,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.011737689,0.07,0.031021034,"091020A",1.71,0.432969290874406
