GRB,Redshift_crosscheck,log10T90,log10Fa,log10Ta,Alpha,Beta,Gamma,log10Fluence,PhotonIndex,log10NH,log10PeakFlux,T90Err,log10FaErr,log10TaErr,AlphaErr,BetaErr,FluenceErr,PhotonIndexErr,PeakFluxErr,is_optical
111228A,0.714,2.005180513,-10.65757732,4.10627835,1.15297662,0.99,2.03824,-5.070581074,2.27,21.41342718,1.093421685,5.415902489,0.030118345,0.037264425,0.023299272,0.0,2.0000000616284866e-07,0.06,0.4999999920958162,0
120118B,2.943,1.36660971,-10.95467702,3.68307,1.0241,1.01,2.20884,-5.744727495,2.08,21.451745,0.342422681,19.64696058,0.1172,0.131765,0.077156,0.005,9.99999990774559e-08,0.11,0.3000000011106809,0
120327A,2.813,1.798650645,-10.15181088,3.48517215,1.44859414,0.63,1.75797,-5.443697499,1.52,22.16619025,0.591064607,7.52171255,0.04362492,0.051679097,0.058002882,0.02,1.0000000329948036e-07,0.06,0.2000000009533849,0
120404A,2.876,1.587710965,-11.02687215,3.79948,1.90651,0.69,1.89579,-5.795880017,1.85,21.70983536,0.079181246,16.0,0.11705,0.068285,0.121385,0.005,9.999999964098632e-08,0.13,0.2000000009436562,0
120729A,0.8,1.854306042,-10.29756946,3.52138487,2.26312734,0.645,1.8831,-5.619788758,1.62,21.34792103,0.462397998,36.74353317,0.06906832,0.047294772,0.130088482,0.013331067,9.999999778609709e-08,0.08,0.2000000028541887,0
120802A,3.796,1.698970004,-11.17198494,3.53838419,0.54215516,0.91,2.03526,-5.721246399,1.21,22.12127744,0.477121255,31.02460027,0.07803221,0.220557212,0.11816229,0.055,3.0000000032967437e-07,0.47,0.1999999969500352,0
120804A,1.3,0.2870342433387931,-9.76498948,2.56606,1.09546,0.86,2.05668,-6.055517328,1.34,21.60814292,1.033423755,0.083234562,0.16554,0.17802,0.037085,0.015,3.030000072250831e-08,0.048484848,3.309597685687526,0
120811C,2.671,1.428134794,-10.14327111,3.15909591,1.01613299,0.65,1.92121,-5.522878745,1.4,21.91722026,0.612783857,3.693579286,0.05294686,0.084200302,0.03800099,0.090734018,2.9999999887893065e-07,0.3,0.2000000031669814,0
120907A,0.97,1.227886705,-10.37675071,3.2113827,1.05329104,0.78,1.82021,-6.173925197,1.73,21.0438101,0.462397998,1.370430613,0.04130341,0.062296694,0.028647271,0.005,1.0999999989304817e-07,0.25,0.3999999990308807,0
120922A,3.1,2.238046103,-10.59516628,3.59799,1.06622,1.17,2.06954,-5.207608311,1.58,21.0163605,0.301029996,30.24009631,0.16365,0.133375,0.03563,0.005,6.999999998133657e-07,0.36,0.1999999992782625,0
121024A,2.298,1.838849091,-11.31158018,4.17178823,1.30353551,0.87,2.00683,-5.958607315,1.41,21.94617755,0.113943352,32.06243908,0.063305895,0.065435085,0.06666149,0.0,1.00000001137137e-07,0.22,0.2000000008242846,0
121027A,1.773,1.796574333,-11.92081875,5.40919042,1.50995764,1.16,2.37144,-5.698970004,1.82,22.07736427,0.113943352,4.820058467,0.041584155,0.037953731,0.058939694,0.0,9.99999996391312e-08,0.09,0.2000000008242846,0
121128A,2.2,1.367355921,-9.617982957,3.23392922,1.54546584,0.9455,1.98504,-5.161150909,1.32,22.04029767,1.11058971,1.63061216,0.028690024,0.029795568,0.032445001,0.010337721,4.0000000493627554e-07,0.18,0.4000000127079664,0
121211A,1.023,2.260071388,-11.2823295,4.20933518,1.15615612,0.95,2.0682,-5.886056648,2.36,21.66138196,0.0,39.28730733,0.054250775,0.063247159,0.074602829,0.005,2.669999994241379e-07,0.26,0.3000000009878653,0
130408A,3.757,1.447158031,-10.32975415,3.58393,1.39277,0.945,2.03183,-5.638272164,1.28,20.06405721,0.69019608,13.06603535,0.077,0.070305,0.0643,0.117120218,3.999999993821293e-07,0.26,1.000000000847891,0
130418A,1.218,2.0720002324037163,-9.247183569,2.59006,1.28449,0.198,1.68684,-5.744727495,2.07,21.12149747,-0.22184875,46.08809848,0.06047,0.06867,0.031625,0.003,1.999999981549118e-07,0.17,0.1999999994073628,0
130420A,1.297,2.091666958,-10.8728952,3.56731,0.914676,1.17,2.29559,-5.148741651,1.52,20.79265849,0.531478917,11.73673073,0.05505,0.08535,0.0286905,0.005,2.999999991095947e-07,0.25,0.1999999981830269,0
130511A,1.3033,0.73479983,-10.51570016,2.65954,1.16497,0.65,2.06879,-6.657577319,1.35,21.01365445,0.113943352,2.212184473,0.0838,0.089385,0.04916,0.01,3.999999997923459e-08,0.31,0.2000000008242846,0
130514A,3.6,2.309630167,-10.7212464,3.68772,1.17745,0.65,2.0604,-5.040958608,1.8,21.19799139,0.447158031,12.81269759,0.078,0.078365,0.04188,0.08,2.0000000680444025e-07,0.05,0.3000000021330197,0
130603B,0.356,-0.744727495,-10.51286162,3.52927,1.50729,0.84,2.20112,-6.200659451,0.82,21.35365854,0.806179974,0.024000049,0.04335,0.045125,0.07082,0.029144184,3.0000000527971244e-08,0.07,0.3000000023805467,0
130604A,1.06,1.57634135,-8.316052869,2.071571247,1.742079764,0.98,2.08823,-5.853871964,1.51,21.35024026,-0.096910013,4.559271868,0.166441725,0.100184013,0.041653571,0.015,9.999999871481457e-08,0.12,0.1999999991272303,0
130606A,5.913,2.441820772,-10.18045606,3.30222,1.37571,0.44,1.86465,-5.537602002,1.52,20.24962877,0.414973348,19.31096766,0.06815,0.07782,0.05186,0.045,2.000000028541888e-07,0.12,0.200000000979027,0
131004A,0.717,0.187520721,-9.847711656,3.06764,2.37965,1.09,2.21436,-6.552841969,1.81,21.41915412,0.531478917,0.326337244,0.339855,0.2446,0.27747,0.01,1.9999999712385427e-08,0.11,0.1999999981830269,0
131030A,1.295,1.613841822,-9.294136288,2.84594,1.11188,0.693,2.09466,-4.537602002,1.3,20.84178667,1.44870632,4.042662472,0.025175,0.027575,0.00815,0.0075,0.0,0.03,0.7000000164270286,0
131105A,1.686,2.050379756,-10.91009489,3.9488,1.19347,0.94,2.24976,-5.148741651,1.45,21.32749584,0.544068044,4.086802216,0.03335,0.047885,0.04544,0.005,4.999999930665398e-07,0.11,0.6000000026430995,0
140206A,2.73,1.971275849,-9.730487056,3.59073,1.22509,0.672,1.88134,-4.795880017,1.04,22.00531353,1.28780173,13.75282388,0.012995,0.021325,0.015545,0.021902336,3.0000001734363973e-07,0.15,0.5000000112441242,0
140213A,1.2076,1.77815125,-10.12551818,3.829176603,1.108879519,0.83,1.96657,-4.920818754,1.8,20.99187128,1.371067862,2.62312486,0.06303582,0.068643889,0.021746292,0.005,0.0,0.04,0.7999999994474015,0
140419A,3.956,1.976349979,-10.00568285,3.68383,1.36898,0.678,1.87322,-4.795880017,1.21,22.04094236,0.69019608,3.817215769,0.023985,0.02442,0.017885,0.001,0.0,0.04,0.1999999956565115,0
140423A,3.26,2.127104798,-10.85078089,3.90552,1.18974,0.77,2.06486,-5.026872146,1.33,21.81946365,0.322219295,23.01198296,0.05035,0.05495,0.045115,0.149849463,2.999999961986967e-07,0.06,0.1999999990157963,0
140430A,1.6,2.239549721,-11.36251027,4.14388,0.875171,1.03,2.15785,-5.958607315,2.0,21.67796993,0.397940009,3.69174647,0.0861,0.13071,0.0833725,0.035,1.9999999974143037e-07,0.22,0.20000000272843,0
140506A,0.889,2.045714059,-9.903089987,3.30686,0.948932,0.9,1.74751,-5.552841969,1.68,21.81764402,1.037426498,9.556709938,0.05516,0.06882,0.01557,0.047966029,3.000000021330197e-07,0.16,0.8999999899619083,0
140509A,2.4,1.170927303334441,-11.09770006,3.58709,1.40649,0.86,1.93407,-5.920818754,1.59,20.90144742,0.204119983,5.171156949,0.08395,0.088715,0.10418,0.22,1.2099999927225405e-07,0.121212121,0.4312486815751136,0
140512A,0.725,2.189770956,-9.504455662,3.53686,1.25134,0.871,1.84304,-4.853871964,1.45,21.32824297,0.832508913,4.787065924,0.01504,0.022285,0.02006,0.002482817,2.999999896972054e-07,0.04,0.3000000053354432,0
140518A,4.707,1.781755375,-11.31158018,3.77824,1.64981,0.94,1.93772,-6.0,0.92,22.46148952,0.0,2.429189161,0.09045,0.070125,0.18819,0.0,9.999999956176009e-08,0.61,0.09999999956176,0
140629A,2.275,1.62324929,-9.847711656,2.85608,1.16056,0.815,1.95996,-5.619788758,1.86,21.74269921,0.62324929,11.54148842,0.042785,0.06161,0.03501,0.001678552,2.000000010983984e-07,0.11,0.3999999974200433,0
140903A,0.351,-0.522878745,-11.30980392,4.29222,1.22723,0.57,1.63218,-6.853871964,1.99,21.07864529,0.397940009,0.034176028,0.06395,0.074155,0.110285,0.0,9.999999871481456e-09,0.12,0.20000000272843,0
141004A,0.573,0.593286067,-10.61083392,3.30337,1.54959,1.08,1.79496,-6.173925197,1.86,21.49730845,0.785329835,1.073372291,0.0853,0.081935,0.09774,0.005,3.000000067207314e-08,0.08,0.2999999998291351,0
141121A,1.47,2.74028372,-12.65757732,5.76634,2.33322,0.82,1.93447,-5.27572413,1.73,21.59590717,-0.045757491,37.82221354,0.1675,0.090095,0.2969,0.01,3.9999999999627796e-07,0.13,0.2999999990725809,0
141220A,1.3195,0.857935265,-9.872830386,2.77561,1.42066,1.1,1.80565,-5.585026652,0.62,21.48574413,0.949390007,0.473776348,0.042455,0.057375,0.050735,0.07,1.0000000048951357e-07,0.38,0.7000000014190482,0
150120B,3.5,2.017622884887956,-10.79048499,3.39431,1.17705,0.92,2.01678,-6.26760624,2.2,21.52664292,0.079181246,3.388285726,0.0711,0.090535,0.057705,0.005,4.8499999438810064e-08,0.151515152,0.1497896355212643,0
150314A,1.758,1.169968174,-8.609064893,2.49217,1.19079,0.73,1.84772,-4.657577319,1.08,22.01715025,1.58546073,2.631341157,0.015025,0.015855,0.009925,0.0,2.999999757822452e-07,0.03,0.9000000419747974,0
150403A,2.06,1.611723308,-8.821023053,3.19694,1.24471,0.679,1.70996,-4.769551079,1.23,21.79039707,1.245512668,12.01358912,0.005105,0.006975,0.00458,0.0,2.999999892136373e-07,0.04,0.6000000123638666,0
150821A,0.755,2.23578087,-8.853871964,2.95174,1.82628,0.848,2.21622,-6.102372909,2.1,22.340573,-1.4977667946097688,99.0437544,0.021105,0.015485,0.027365,0.0005,1.9000000060603665e-07,0.37,0.0137888213670293,0
151021A,2.33,2.042181595,-9.642065153,3.15765,1.33346,1.27,1.96079,-4.552841969,1.57,22.33647975,0.986771734,3.648780623,0.06282,0.05208,0.02141,0.04,9.999999856192713e-07,0.04,0.8000000084375988,0
151027A,0.81,2.11290649,-9.935542011,3.99907,1.74508,0.9235,2.00612,-5.107905397,1.72,21.65076489,0.832508913,5.47526252,0.02221,0.01731,0.02499,0.002440971,2.000000011081274e-07,0.05,0.5999999950133078,0
160117B,0.87,0.6970621878108274,-11.74958,4.10299,0.973333,0.64,1.83834,-6.4710833,1.73,20.95374423,-0.7059298077884262,2.461495511,0.12265,0.162075,0.093958,0.015,4.380069341275864e-09,0.0041822719666068,0.0553767756856105,0
160203A,3.52,1.305351369,-11.36754271,3.66139836,1.146279559,0.61,1.75592,-5.920818754,1.93,22.0158332,0.113943352,3.236126049,0.08458679,0.087010427,0.0601909,0.25,1.0000000047182813e-07,0.2,0.3999999986552087,0
160227A,2.38,2.500373714,-10.99567863,4.47751,1.10229,0.679,1.72551,-5.508638306,0.75,21.4198963,-0.22184875,75.36821526,0.03055,0.03885,0.03434,0.001,2.0000000127216706e-07,0.51,0.1000000003944569,0
160327A,4.99,1.447158031,-11.22402567,3.76407,1.49693,0.78,1.93554,-5.853871964,1.84,20.72655851,0.255272505,9.225420765,0.0673,0.06033,0.1004,0.02,9.999999871481457e-08,0.11,0.1999999981549119,0
160804A,0.736,2.15896526,-11.5214335,4.38419,0.948229,0.92,1.87827,-4.943095149,1.4,21.30214687,0.462397998,19.22975247,0.05875,0.095375,0.070062,0.005,2.999999956897509e-07,0.23,0.2999999976037863,0
161108A,1.159,2.021602716,-11.81247928,4.69106,0.883711,0.84,2.00325,-5.958607315,1.85,21.16074757,-0.22184875,11.8942948,0.13355,0.18179,0.0812555,0.005,1.00000001137137e-07,0.17,0.1000000003944569,0
161117A,1.549,2.099335278,-10.74958,4.08464,1.141,1.375,1.92624,-4.698970004,1.19,21.87736847,0.832508913,1.095627703,0.03835,0.04019,0.02365,0.674290141,0.0,0.12,0.3000000053354432,0
161129A,0.645,1.550595207,-10.43651891,3.70506,2.32574,0.71,1.74506,-5.443697499,1.57,21.51361441,0.531478917,2.093571159,0.10625,0.050725,0.10628,0.005,1.0000000329948036e-07,0.06,0.1999999981830269,0
161219B,0.1475,0.84135947,-10.13667714,4.0135,0.871656,0.73,1.86204,-5.823908741,1.29,21.16590877,0.72427587,0.791979781,0.0277,0.03841,0.008668,0.0,9.99999983976464e-08,0.35,0.3999999999962784,0
170202A,3.645,1.664641976,-10.65364703,3.77629,1.1958,1.04,1.99768,-5.48148606,1.68,21.7153121,0.672097858,11.44830537,0.04485,0.068655,0.059155,0.0,1.0000000120168713e-07,0.07,0.2999999959665829,0
170519A,0.818,2.335257256,-11.06348626,4.1513,1.37345,0.975,1.97351,-5.958607315,1.94,21.33992622,-0.15490196,49.40433008,0.053,0.052235,0.066745,0.224423613,1.9999999974143037e-07,0.26,0.1000000002492528,0
170705A,2.01,2.337059726,-10.18641901,3.63746,0.774169,0.66,1.89159,-5.022276395,1.65,21.08891889,1.1430148,18.07805176,0.04055,0.06603,0.027333,0.005,3.000000088473845e-07,0.05,0.4000000019274048,0
170903A,0.886,1.465382851,-11.26042766,4.41384,0.971187,1.14,2.20256,-5.619788758,1.94,21.73970839,0.591064607,3.59505881,0.04095,0.065935,0.051271,0.005,2.000000010983984e-07,0.12,0.5000000023834622,0
171222A,2.409,2.242541428,-12.10957898,4.78231,0.718496,1.34,1.99001,-5.721246399,2.07,20.02880298,-0.15490196,22.66456934,0.20975,0.378455,0.126956,0.015,2.0000000167808685e-07,0.17,0.2000000004985057,0
180205A,1.409,1.190331698,-10.30627305,3.21372,1.09633,1.03,1.88733,-6.0,2.04,21.4933967,0.531478917,3.123262328,0.06455,0.088815,0.042095,0.005,9.999999956176009e-08,0.13,0.2999999972745404,0
180329B,1.998,2.322219295,-11.14935376,4.02296,1.50063,0.77,1.86768,-5.48148606,0.97,21.41988474,0.146128036,44.04594331,0.04825,0.04314,0.069665,0.0,3.000000036050613e-07,0.56,0.4000000013064961,0
180620B,1.1175,2.29841638,-10.98296666,4.6659,1.09835,0.9,1.99236,-5.0,1.3,21.21643247,0.556302501,27.4443118,0.0437,0.067125,0.059445,0.005,2.9999998947493984e-07,0.2,0.1999999983096543,0
180624A,2.855,2.686993566,-11.54363397,4.171185481,1.243849338,0.95,2.06008,-5.236572006,1.91,21.1034582,0.146128036,38.50431688,0.088149935,0.099379055,0.123366444,0.0,3.000000045133965e-07,0.1,0.200000000653248,0
180720B,0.654,3.0644401901042517,-8.847711656,3.62033,1.34127,0.729,1.8461,-4.065501549,1.36,21.24271531,1.831869774,3.688453378,0.004975,0.00614,0.005375,0.0,1.000000031898126e-06,0.03,2.600000016169308,0
180728A,0.117,0.938519725,-9.42365865,3.8695,1.1986,0.8595,1.70111,-4.528708289,1.97,21.58733599,2.120573931,0.297321378,0.009885,0.014745,0.0091,0.042486494,6.000000322884274e-07,0.03,2.8999999490751196,0
181010A,1.39,1.214843848,-9.928117993,3.15711,1.07011,1.115,1.76613,-6.161150909,1.52,22.27837171,0.146128036,2.192792779,0.034615,0.057805,0.033375,0.007041969,6.99999992750645e-08,0.15,0.200000000653248,0
181020A,2.938,2.376576957,-10.42365865,4.29043,2.64643,1.228,1.93674,-5.091514981,1.25,20.65703194,0.886490725,11.5888181,0.1418,0.047555,0.091985,0.029531206,3.0000000360453445e-07,0.06,0.2999999958030319,0
190114A,3.3765,1.823474229,-10.75202673,3.74534,1.18375,0.86,1.83214,-6.096910013,2.06,21.6447605,-0.301029996,10.18381229,0.03365,0.042215,0.04616,0.0,1.1999999947633828e-07,0.22,0.2000000001200703,0
190627A,1.942,0.204119983,-11.39794001,4.71457,1.55937,0.964,1.95997,-7.004364805,2.38,21.25707831,0.041392685,0.284871976,0.06155,0.06135,0.11984,0.023,2.2000000050616272e-08,0.38,0.3000000008785674,0
190719C,2.469,2.268811904,-11.257,4.88123,1.55953,0.915,1.5415,-5.292429824,1.64,20.95382587,0.740362689,9.689285646,0.2175,0.1943,0.21085,0.22,2.9999999723607706e-07,0.09,0.3000000006464538,0
190829A,0.0785,1.764922985,-9.56068,4.0838,1.03996,1.16,2.0913,-5.193820026,2.56,22.04910001,1.255272505,8.854522046,0.013585,0.01916,0.009675,0.075,7.000000006424274e-07,0.21,2.699999987525271,0
191011A,1.722,0.867467488,-10.8132081,3.15321333,1.30602449,0.94,1.81479,-6.48148606,1.94,21.65033473,0.255272505,0.950286355,0.05719327,0.06597695,0.05756962,0.19,3.9999999720821766e-08,0.17,0.1999999981549119,0
200829A,1.25,1.115277591,-8.6381,2.97975,1.29833,0.64,1.88219,-4.292429824,0.83,21.08966848,1.994317153,2.91,0.00955,0.00926,0.00866,0.0195,9.999999907869236e-07,0.03,1.6000000552237692,0
201104B,1.954,0.937517892,-9.38944702,2.72159651,1.19537497,0.605,1.55046,-5.744727495,1.47,21.73058526,0.612783857,0.161839373,0.02110237,0.02972805,0.02348264,0.175,9.99999990774559e-08,0.07,0.3000000000301727,0
210210A,0.715,0.819543936,-10.1403778,3.72413045,1.5451851,0.965,1.85188,-6.008773924,1.53,21.12319546,0.84509804,0.58931824,0.05799791,0.08857348,0.10645081,0.15,8.000000058103498e-08,0.58,0.4999999931872164,0
210411C,2.826,1.10720997,-9.72925773,2.93128506,1.16829405,1.21,1.88408,-5.920818754,1.6,21.05996459,0.681241237,0.597059548,0.05048963,0.05901459,0.03209979,0.14,1.0000000047182813e-07,0.4,0.2999999984258338,0
210517A,2.486,0.485721426,-10.8415194,3.057651,1.21043545,0.66,1.71079,-6.823908741,1.85,21.15768338,0.176091259,1.409113169,0.25872455,0.32132806,0.08060357,0.22,2.999999986468168e-08,0.25,0.2000000002491705,0
210610B,1.13,1.841234296,-9.19036,2.89514,1.05139,0.78,1.91684,-4.443697499,0.98,21.03780485,1.130333768,2.53,0.0226,0.02831,0.01291,0.029,1.0000000329948036e-06,0.11,0.6999999949831726,0
210619B,1.937,1.784617293,-8.55006175,2.91049117,1.12578835,0.745,1.92306,-4.022276395,1.41,21.83430305,2.06069784,0.277416677,0.01027813,0.01099582,0.00437126,0.07,1.0000000294912818e-06,0.02,2.199999928700223,0
210722A,1.145,1.700703717,-10.3507,3.6504,1.43908,0.81,1.83712,-5.602059991,1.62,20.54058972,0.342422681,10.53830531,0.0364819,0.0395981,0.048071,0.09,2.000000027284301e-07,0.14,0.4999999984740101,0
210822A,1.736,2.257198426,-8.20842,2.4985,1.267456,0.77,1.70788,-4.698970004,1.3,21.53322281,1.442479769,42.72,0.017735,0.01621,0.008455,0.026,4.000000169772055e-07,0.4,0.7000000122557618,0
211024B,1.1137,2.780677274,-8.56429146,3.43921565,1.92622006,1.07,2.08,-5.167491087,1.63,20.98677173,-0.045757491,20.65497765,0.01916437,0.01167528,0.00965772,0.055,3.000000053354432e-07,0.09,0.2000000000724961,0
220101A,4.618,2.238948898,-8.69262974,3.04134881,1.20052929,0.491,1.62241,-4.602059991,1.13,21.90370028,0.86332286,12.50116167,0.01431841,0.02317526,0.01255481,0.016,0.0,0.13,0.299999992615351,0
220117A,4.961,1.697316542,-10.1070569,3.43803362,1.68612083,1.2,1.78537,-5.795880017,1.84,21.99532933,0.278753601,3.431095393,0.05084186,0.04500955,0.06200239,0.55,1.9999999928197265e-07,0.18,0.399999998981262,0
220521A,5.57,1.131939295,-10.6276115,3.30131796,1.71067512,1.1,2.02179,-6.091514981,1.97,21.85427081,0.672097858,2.691501432,0.16334814,0.13206168,0.12291833,0.4,7.999999971781325e-08,0.18,0.3999999946221105,0
230325A,1.664,1.580354661,-10.9066853,3.7823081,0.931411844,1.025,2.0855,-5.886056648,1.82,22.22918251,0.51851394,11.56039866,0.1875455,0.20042492,0.05714513,0.18,2.0000000082428457e-07,0.18,0.3999999972082175,0
230328B,0.09,1.283979284,-10.1038,3.66388,1.20938,0.865,1.89331,-5.366531544,1.22,21.14580437,0.924279286,3.815689721,0.0267,0.03231,0.02421,0.84,1.9999999678428417e-07,0.29,0.4999999995796245,0
230506C,3.7,1.491361694,-11.4531,4.25859,1.14181,1.11,2.08995,-5.769551079,1.89,20.96124782,0.380211242,6.32455532,0.1023,0.11841,0.11299,0.29,2.0000000194267913e-07,0.17,0.4999999999828943,0
230818A,2.42,0.992111488,-11.0883,3.9564,1.39195,1.02,2.00403,-5.721246399,1.36,21.31377445,0.826074803,1.249953617,0.2044,0.12794,0.19715,0.29,9.999999865158761e-08,0.1,0.5000000009163389,0
231210B,3.13,0.873320602,-10.048,3.24045,1.60174,0.84,1.66432281,-5.853871964,1.08,21.82763844,0.591064607,0.647,0.05243,0.04808,0.060675,0.362,2.0000000065324826e-07,0.19,0.7000000033368472,0
100316D,0.06,2.717570653712961,-10.857913168283764,4.668461466204043,1.753559637912991,0.9265699204161746,1.925224717626217,-6.522878745280337,2.29,21.607289852673556,-1.0,5.171156949,0.8187785611020848,0.6460272826740181,0.2980402357714298,0.1889970907164441,2.683581787753124e-06,0.3399109358097952,1.7833620801524597,1
100508A,0.5201,1.7160033436347992,-10.861291424393691,3.832881475577801,1.1605359195570104,0.8696091001400759,2.0097105094562906,-6.154901959985743,1.23,20.843569739616527,-0.3979400086720376,5.171156949,0.7966208302653222,0.6072343098604176,0.3088827473682538,0.2122334746724269,2.2707459680303124e-06,0.3547548059079525,2.3964105943241116,1
101225A,0.33,3.036628895362161,-11.445344419057095,4.305338370269056,1.068416215888436,0.8848440139255873,2.028091123115535,-5.721246399047171,1.82,21.11770967860082,,5.171156949,0.82410854545242,0.6623578284395832,0.2856952532571418,0.200375461263254,2.0129468012615507e-06,0.3704147748635802,2.0034970203516966,1
110205A,2.21,2.426185825244511,-10.941495993536442,4.124476677656233,1.6654869630704838,0.8957779347302248,1.9872134751930068,-4.769551078621726,1.8,21.370429812540735,0.5563025007672873,5.171156949,0.7543185471385385,0.5815419430842641,0.2906852829493297,0.2076894796567466,2.308336720531759e-06,0.3669738212308215,1.6833946706193406,1
110801A,1.858,2.5854607295085006,-10.413742972798584,3.799451221678761,1.5005315000518071,0.936567812898905,1.962088834087761,-5.327902142064282,1.84,21.39050236251768,0.041392685158225,5.171156949,0.7982249896612181,0.5940436416333184,0.282593371513314,0.2065184762043613,4.25462165450615e-06,0.3037037745824286,4.489792099600682,1
111107A,2.893,1.424881636631067,-10.745650045547473,3.5100900209278914,1.0828353147176315,0.9151321867570248,2.020471769105329,-6.055517327849831,1.49,21.566752050236424,0.0791812460476248,5.171156949,0.7952209452211383,0.6148453136795304,0.2805211030099219,0.1957597630646987,1.4162744214296348e-06,0.4447294321401419,1.9798115642555636,1
011211A,2.14,2.4313637641589874,-11.15560176790222,4.230517003405998,1.7051453488454855,0.8727848993667229,1.9940040252246625,,,,,5.171156949,0.8098739888217592,0.6033923953051614,0.2738961982077442,0.1860341267256455,1.7827211574156574e-06,0.4123602694689005,1.2135318635832282,1
120119A,3.1,2.404491617758686,-10.510092465954482,3.6047898950300374,1.4593290706616329,0.9247985092382428,1.9702476380417335,-4.769551078621726,1.38,22.02202812446476,1.0128372247051722,5.171156949,0.7825218653199117,0.6097755859314125,0.2885970018458393,0.212987778020553,2.5364158944672948e-06,0.3512369318030883,3.63932278125417,1
120711A,1.405,2.060697840353612,-10.906021248206375,3.9486870839547255,1.2645679263639882,0.8836974894301776,2.004071916431899,,,,,5.171156949,0.8171572006188432,0.598893967856559,0.2914971563500179,0.1922919578108395,2.509205878213878e-06,0.3429368711600744,2.378049381279714,1
120815A,2.36,0.9867717342662448,-10.640573747168112,3.4997429162196703,1.0543469461482822,0.9051059206886664,2.013896338808604,-6.309803919971486,2.29,21.772427333075292,0.3424226808222063,5.171156949,0.8037718577283961,0.61759060465579,0.2628513650244313,0.1941517349675985,1.5048615474607687e-06,0.4625005175979723,2.2270810435572987,1
121217A,3.1,2.890979596989689,-10.631867682710196,3.626355925119881,1.110335684083783,0.9099859114961928,2.012306817000276,-5.207608310501746,1.53,21.60030319602244,0.255272505103306,5.171156949,0.7725432330039981,0.6089556139875838,0.2846534024735547,0.1971665436515738,1.891505608994793e-06,0.4063403535434527,2.5783328561949466,1
130215A,0.6,1.8129133566428557,-11.228179355625992,4.475668729129808,1.756519203978185,0.9177290690507458,1.98680549729582,-5.267606240177031,1.59,,0.3979400086720376,5.171156949,0.8010276988464904,0.6047067181405059,0.3771335300814753,0.1954275261784321,1.940210291182772e-06,0.3853008302484457,1.323324613743815,1
130427A,0.34,2.38214316788425,-10.19733516859406,3.9507966143038216,1.3540936208273866,0.901404152249152,1.9460619074991008,-3.5086383061657274,1.21,20.990214943287675,2.519827993775719,5.171156949,0.8232082096615061,0.6158925841340486,0.2855590247631794,0.1968804731199624,6.832819173460769e-06,0.2990189345825268,7.954382303495808,1
130702A,0.15,1.7708520116421442,-10.545824962906034,4.2064859849587215,1.3825163236369438,0.8746643689865221,1.988888074055349,,,,,5.171156949,0.8113044046988884,0.5900565857997393,0.2707102599469307,0.2025654807894605,5.076108269090257e-06,0.31049794176237,4.491057861932353,1
140801A,1.32,0.8450980400142568,-10.889843833515227,3.870933758759934,1.162762873741392,0.899465591105711,2.0218492389768983,,,,,5.171156949,0.7775907050998994,0.5961247984520592,0.268427202917427,0.1970797064003954,2.2736308306030476e-06,0.3484363903443049,2.4081238024151252,1
140907A,1.21,1.8987251815894937,-10.66755022455855,3.8688830164183665,1.1969579252018157,0.9327912454049356,2.02030270730718,-5.366531544420414,1.72,21.48110710318784,0.3979400086720376,5.171156949,0.7796144559816574,0.6263512140382643,0.2828204080065847,0.1964996741018424,2.7501577003464134e-06,0.3442069080894947,3.0841525538077654,1
141221A,1.45,1.5207454715194824,-10.213475967604758,3.406550329884711,1.33687036320959,0.8643929060445074,1.9420833416600525,-5.6777807052660805,1.74,21.467887680507257,0.4913616938342727,5.171156949,0.8015138275030216,0.6136199869771024,0.2666277100546789,0.2130301844488717,3.676909164931292e-06,0.3541683437639211,5.135488166852102,1
150323A,0.593,2.1749315935284423,-10.973926026120203,3.674928274646306,1.0044091301921694,0.9405991667896918,2.0525883858665397,-5.214670164989233,1.85,21.692696255506636,0.7323937598229685,5.171156949,0.7602369156153541,0.6031484045286353,0.2693929279135262,0.2046001387659441,1.3054809362983143e-06,0.4080842567446854,1.65744612461702,1
150910A,1.3585,2.0499928569201424,-10.051966716035835,3.4295668633396073,1.356418456915022,0.8848789669069339,1.9317310725468608,-5.318758762624412,1.42,20.84242200335765,0.041392685158225,5.171156949,0.788330575104645,0.6157302473346058,0.2754735461815307,0.1976199330309039,5.399708975781916e-06,0.3213520336748791,6.302960470813993,1
160131A,0.972,2.5118833609788744,-10.133148507519364,3.7523233843068384,1.3611916200414578,0.9208890728292074,1.9400995192962407,-4.690369832574101,1.24,21.68096700241937,0.8061799739838872,5.171156949,0.8222970247701138,0.6207144823573016,0.2679061163312326,0.2057189736953377,6.102499525202452e-06,0.2961569228727997,6.993811711680783,1
160425A,0.555,2.4837013823394596,-10.688462562350828,3.664023766243254,1.1819060988205794,0.9750654763449448,2.03194647835481,-5.6777807052660805,2.2,22.05510681246531,0.4471580313422192,5.171156949,0.7728819187631606,0.6103794235683071,0.2799930990021296,0.2078121036525217,1.907985238538617e-06,0.3680533919688161,2.424710216076221,1
