"","log10PeakFlux","PhotonIndex","log10NH","log10Ta","Beta","log10Fa","log10T90","Alpha","Gamma","log10Fluence","log10PeakFluxSqr","PhotonIndexSqr","log10NHSqr","log10TaSqr","BetaSqr","log10FaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10PeakFlux_opt","PhotonIndex_opt","log10NH_opt","log10Ta_opt","Beta_opt","log10Fa_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"060926A",0.037426498,2.54,22.50004427,3.90192647533699,0.893471604138572,-12.3492979552947,0.903089987,1.24714526648582,2.00443,-6.659555885,0.001400742752544,6.4516,506.25199215196,15.2250302189357,0.798291507401953,152.505159988646,0.81557152461966,1.55537131571799,4.0177396249,44.3496845854381,0.0658325115034435,0.810770654242685,0.608724321037597,0.333335050555193,0.220720243960942,0.049576996,0.23,0.055780943,"060926A",0,0,0,0,0,0,0,0,0,0,0,3.2,0.6232492903979
"060927A",0.431363764,0.9,22.10710478,3.24,0.86,-12.19,1.352953912,1.26,1.94856,-5.946921557,0.186074696892248,0.81,488.724081753899,10.4976,0.7396,148.5961,1.8304842879961,1.5876,3.7968860736,35.3658760051113,0.0249377639674928,0.26,0.23,0.06,0.03,0.026134535,0.242424242,0.027344467,"060927A",0,0,0,0,0,0,0,0,0,0,0,5.46,0.810232517995084
"061007A",1.164352856,1.03,21.74186197,2.17,1.07,-8.76,1.876852648,1.75,1.99824,-4.35261703,1.35571757327536,1.0609,472.708561922532,4.7089,1.1449,76.7376,3.52257586230461,3.0625,3.9929630976,18.945275009846,0.0344798070207195,0.07,0.03,0.01,0.19,0.005497151,0.03,0.011006093,"061007A",1,0.291088214,0.2575,5.4354654925,0.5425,0.2675,-2.19,0.469213162,0.4375,0.49956,-1.0881542575,1.26,0.354108439147401
"061121A",1.324282455,1.41,21.75351565,3.85,0.81,-12.27,1.90982337,1,1.90181,-4.863279433,1.75372402062083,1.9881,473.215443134795,14.8225,0.6561,150.5529,3.64742530459816,1,3.6168812761,23.6514868434408,0.246558916936231,0.04,0.05,0.01,0.0363,0.006308365,0.03,0.009468031,"061121A",0,0,0,0,0,0,0,0,0,0,0,1.31,0.363611979892144
"061126A",0.989449818,1.32,21.38058204,3.5801,0.82,-12.3053,2.281033367,0.922285,1.9269241917552,-5.169411331,0.979010942340233,1.7424,457.129288369171,12.81711601,0.6724,151.42040809,5.20311322136736,0.850609621225,3.71303684077143,26.7228135090712,0.110636974360534,0.08165,0.101225,0.025959,0.09,0.0190994093843814,0.06,0.0246693811930976,"061126A",1,0.2473624545,0.33,5.34514551,0.895025,0.205,-3.076325,0.57025834175,0.23057125,0.4817310479388,-1.29235283275,1.1588,0.334212409393176
"061222A",0.930949031,1.35,22.56660835,4.17417392702906,0.809904759490834,-12.0043114366646,1.853698212,1.17737607936096,1.92748,-5.097453221,0.866666098319839,1.8225,509.25181242229,17.4237279730892,0.655945719445906,144.103493068437,3.436197061172,1.38621443225139,3.7151791504,25.9840293402833,0.0973208922530927,0.810799043564919,0.570843899093681,0.348193819111093,0.200811875735859,0.008588051,0.04,0.013237581,"061222A",0,0,0,0,0,0,0,0,0,0,0,2.088,0.489677291663699
"070110A",-0.22184875,1.58,21.3989672,4.44,1,-12.9,1.946550511,0.99,2.08596,-5.790484985,0.0492168678765625,2.4964,457.915797226676,19.7136,1,166.41,3.78905889187436,0.9801,4.3512291216,33.5297163615105,0.0711120769415451,0.06,0.1,0.05,0.14,0.028952965,0.12,0.086858896,"070110A",0,0,0,0,0,0,0,0,0,0,0,2.35,0.525044807036845
"070125A",0.461366700396796,1.66719216524827,21.1168251059769,5.250332,0.59,-12.7448,1.77815125,1.779596,1.95142632719767,-5.49527903539734,0.212859232235027,2.77952971586521,445.920302556416,27.565986110224,0.3481,162.42992704,3.16182186787656,3.166961923216,3.80806471048019,30.1980916768775,0.0951998384562338,0.027168,0.017308,0.052941,0.1,0.0330719907495403,0.177142407809118,0.0593602352348791,"070125A",1,0.115341675099199,0.416798041312067,5.27920627649423,1.312583,0.1475,-3.1862,0.4445378125,0.444899,0.487856581799417,-1.37381975884934,1.55,0.406540180433955
"070208A",-0.045757491,1.94,21.8647258,2.851438,1.03,-12.723,1.806179974,0.502246,2.20341,-6.351639989,0.00209374798261508,3.7636,478.066234309186,8.130698667844,1.0609,161.874729,3.26228609847864,0.252251044516,4.8550156281,40.3433305498639,0.153546286600926,0.043394,0.100608,0.017994,0.11,0.098570208,0.36,0.106160873,"070208A",0,0,0,0,0,0,0,0,0,0,0,1.17,0.33645973384853
"070223A",-0.161150909,1.85,21.70173804,4.30452314505871,0.844920454127057,-12.6520940254251,1.9408513687054,0.957585372966235,2.25837,-5.769551079,0.0259696154715263,3.4225,470.965433956783,18.5289195063461,0.713890573802272,160.075483228198,3.76690403540562,0.916969746518883,5.1002350569,33.2877196531901,0.0402373538487879,0.799753435758762,0.628260636213595,0.353414886720137,0.203257155310659,0.018572476,0.072727273,0.130844061722848,"070223A",0,0,0,0,0,0,0,0,0,0,0,1.6295,0.419873175149476
"070306A",0.609594409,1.66,22.44245468,4.63070850568215,0.806040045042725,-12.4901777175761,2.321184027,1.50648047165303,1.94468,-5.269217724,0.371605343484059,2.7556,503.663772063854,21.443461264597,0.649700554212478,156.004539416635,5.38789528719994,2.26948341147194,3.7817803024,27.7646554229157,0.134263479640872,0.77934410865732,0.602784771343744,0.335466949850323,0.23147308863102,0.02308703,0.1,0.022408315,"070306A",0,0,0,0,0,0,0,0,0,0,0,1.4959,0.397227181043161
"070411A",-0.040958608,1.72,22.32139542,3.319089,1.09,-12.4597,2.089021501,1.33119,2.2428,-5.568636236,0.00167760756929766,2.9584,498.244693495997,11.016351789921,1.1881,155.24412409,4.36401083164029,1.7720668161,5.03015184,31.0097095288922,0.0509829166339321,0.115184,0.105245,0.219221,0.11,0.02493172,0.1,0.062042069,"070411A",1,-0.010239652,0.43,5.580348855,0.82977225,0.2725,-3.114925,0.52225537525,0.3327975,0.5607,-1.392159059,2.95,0.59659709562646
"070508A",1.382017043,1.1,21.89306622,3.70048192678526,0.805571127302493,-11.7849031700103,1.320146286,1.2083818245422,1.82568,-4.707743929,1.90997110714246,1.21,479.306348513305,13.6935664904644,0.64894484114341,138.883942726519,1.74278621643959,1.46018663388394,3.3331074624,22.1628529010364,0.0152922340458476,0.755692359756797,0.579531591347891,0.345336825901318,0.203578464741076,0.006049102,0.060606061,0.010992516,"070508A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"070521A",0.814913181,1.1,22.27524914,4.02180671857486,0.851898421760341,-12.0913221583788,1.57863921,1.25400877877949,2.00022,-5.096367484,0.664083492567539,1.21,496.186724249071,16.1749292815739,0.72573092099776,146.200071537702,2.49210175534942,1.57253801725603,4.0008800484,25.9729615319725,0.0323072045959819,0.799663644121113,0.574300594271975,0.355470579958629,0.225793965774809,0.009596769,0.121212121,0.017957046,"070521A",0,0,0,0,0,0,0,0,0,0,0,2.0865,0.489466281303128
"070529A",0.155336037,1.34,22.56252244,3.76646065713862,0.771998253596698,-12.1077871644618,2.038222638,1.10679331430221,1.97999,-5.590066877,0.0241292843908654,1.7956,509.067418855503,14.1862258817731,0.595981303556352,146.598510019906,4.15435152205568,1.22499144058407,3.9203604001,31.2488476893325,0.0794726286723922,0.816136078129158,0.567030327483772,0.332234235646325,0.213627228797989,0.041401614,0.16,0.109332877,"070529A",0,0,0,0,0,0,0,0,0,0,0,2.4996,0.544018407858776
"070612A",0.178976947,1.69,21.2559971173378,5.2145,1.1,-12.376,2.566790912,2.69428,1.97567939099548,-4.974694135,0.0320327475574408,2.8561,451.817413452273,27.19101025,1.21,153.165376,6.58841558592579,7.2591447184,3.90330905600427,24.7475817368034,0.133629071449258,0.35375,0.14528,0.53173,0.3333,0.024623678,0.1,0.109292651,"070612A",1,0.04474423675,0.4225,5.31399927933445,1.303625,0.275,-3.094,0.641697728,0.67357,0.49391984774887,-1.24367353375,0.671,0.222976449893391
"070714B",0.431363764,1.36,21.64321572,3.84582672741609,0.837362816771832,-12.2734753151143,1.806179974,1.36010922540745,2.07429,-6.142667504,0.186074696892248,1.8496,468.428786702455,14.790383217308,0.701176486912057,150.63819631072,3.26228609847864,1.84989710503845,4.3026790041,37.7323640646976,0.0570608478017886,0.736081644690827,0.554102914386187,0.365968033073795,0.216068960172274,0.05428681,0.19,0.032169962,"070714B",0,0,0,0,0,0,0,0,0,0,0,0.923,0.28397928423848
"070721B",0.176091259,1.34,21.89473409,4.17340480961306,0.745753982661315,-12.1900030595763,2.531478917,1.89162283407329,1.52512,-5.443697499,0.0310081314962051,1.7956,479.379380871808,17.4173077049014,0.556149002655213,148.59617459248,6.40838550721549,3.57823694638747,2.3259910144,29.6338424606189,0.0272330828957319,0.826868829437348,0.555827371101729,0.388730797460943,0.223558705691734,0.024127471,0.11,0.086858896,"070721B",0,0,0,0,0,0,0,0,0,0,0,3.626,0.6652056284346
"070802A",-0.397940009,1.79,21.91375294,4.18412257427013,0.787958946719811,-12.5710147125613,1.214843848,1.07494599248183,1.99014,-6.552841969,0.15835625076292,3.2041,480.212567915359,17.5068817165169,0.620879301715794,158.030410903433,1.47584557502345,1.15550888675275,3.9606572196,42.9397378706878,0.079968777148268,0.824880615451831,0.605909563883718,0.347839741031165,0.214560447085869,0.077552586,0.27,0.108573621,"070802A",0,0,0,0,0,0,0,0,0,0,0,2.45,0.537819095073274
"070810A",0.278753601,2.04,21.93100401,3.77,1.01,-12.45,1.041392685,1.5,2.17076,-6.161150909,0.0777035700704672,4.1616,480.968936886636,14.2129,1.0201,155.0025,1.08449872437151,2.25,4.7121989776,37.9597805234715,0.197037086589132,0.11,0.12,0.11,0.08,0.037764738,0.14,0.045715209,"070810A",0,0,0,0,0,0,0,0,0,0,0,2.17,0.501059262217751
"071003A",0.799340549,1.36,20.86974084,5.51,0.35,-13.16,2.170643023,2.17,1.91015,-5.080921908,0.638945313275621,1.8496,435.546082728764,30.3601,0.1225,173.1856,4.71169113329858,4.7089,3.6486730225,25.8157674351944,0.0131768929142836,0.07,0.06,0.15,0.11,0.015697391,0.07,0.027574253,"071003A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"071010A",-0.096910013,2.33,22.13954852,5.172418,0.61,-13.1705,0.77815125,2.253787,2.33496,-6.698970004,0.00939155061966017,5.4289,490.159608669434,26.753907966724,0.3721,173.46207025,0.605519367876562,5.079555841369,5.4520382016,44.8761991144918,0.169579312058566,0.060832,0.033281,0.122333,0.12,0.086858896,0.37,0.162860431,"071010A",1,-0.02422750325,0.5825,5.53488713,1.2931045,0.1525,-3.292625,0.1945378125,0.56344675,0.58374,-1.674742501,0.99,0.298853076409707
"071010B",0.886490725,1.53,21.30047157,3.16101,0.68,-11.8207,1.552668216,0.633623,2.04061,-5.356547324,0.785865805511026,2.3409,453.710089104378,9.9919842201,0.4624,139.72894849,2.41077858897662,0.401478106129,4.1640891721,28.6925992342516,0.0442926372724909,0.0527,0.19345,0.053512,0.14,0.009870329,0.22,0.016920564,"071010B",1,0.22162268125,0.3825,5.3251178925,0.7902525,0.17,-2.955175,0.388167054,0.15840575,0.5101525,-1.339136831,0.947,0.289365951520032
"071020A",0.924279286,1.11,20.99642367,3.38792153499291,0.799391386452891,-11.7842656208962,0.62324929,1.07470460428169,1.59788,-5.638272164,0.85429219852867,1.2321,440.849806930136,11.4780123272687,0.639026588735075,138.868916223836,0.388439677485504,1.15498998646426,2.5532204944,31.7901129953372,0.0601790285006581,0.807450333899117,0.63872433534346,0.320343154426215,0.210715313495148,0.018882369,0.05,0.015510517,"071020A",0,0,0,0,0,0,0,0,0,0,0,2.145,0.497620649781288
"071025A",0.204119983,1.79,21.07108335,3.37,0.93,-12.58,2.376832349,1.41,1.97502660214106,-5.187086643,0.0416649674599203,3.2041,443.990553542647,11.3569,0.8649,158.2564,5.64933201525286,1.9881,3.90073007916486,26.905867841989,0.0559162050267847,0.03,0.02,0.01,0.05,0.021297834433594,0.05,0.0778422962236166,"071025A",1,0.05102999575,0.4475,5.2677708375,0.8425,0.2325,-3.145,0.59420808725,0.3525,0.493756650535265,-1.29677166075,5,0.778151250383644
"071112C",0.903089987,1.09,20.5643192,2.56,0.44,-11.73,1.176091259,0.92,1.67267,-5.522878745,0.81557152461966,1.1881,422.891224159489,6.5536,0.1936,137.5929,1.38319064949621,0.8464,2.7978249289,30.5021896319728,0.0951998384562338,0.01,0.02,0,0.11,0.057905931,0.07,0.05428681,"071112C",1,0.22577249675,0.2725,5.1410798,0.64,0.11,-2.9325,0.29402281475,0.23,0.4181675,-1.38071968625,0.82,0.260071387985075
"071117A",1.053078443,1.57,22.04291793,4.19359042032933,0.840146194974326,-12.4567235776275,0.819543936,1.03748523060099,2.0457,-5.619788758,1.1089742071113,2.4649,485.890230868716,17.5862006134779,0.705845628929838,155.169962289421,0.671652263034372,1.07637560371519,4.18488849,31.5820256845432,0.120079755643196,0.774250077971138,0.560030593238593,0.346850933040602,0.213693943133085,0.018095603,0.06,0.015373256,"071117A",0,0,0,0,0,0,0,0,0,0,0,1.331,0.367542273520577
"080319B",1.394451681,1.04,20.8771334,4.88488454413288,0.798026517298312,-12.7268044229833,1.68090255756894,1.21114377821899,1.81426,-4.091514981,1.94449549064373,1.0816,435.854699001396,23.8620970095083,0.636846322311273,161.971550820867,2.8254334080418,1.46686925151857,3.2915393476,16.7404948397474,0.00162180613819455,0.807185481444666,0.596734970236111,0.35304642328044,0.211591715887049,0.00536166,0.02,0.008755937,"080319B",0,0,0,0,0,0,0,0,0,0,0,0.937,0.287129620719111
"080319C",0.716003344,1.37,21.75037415,3.23,0.98,-12.32,1.531478917,2,1.61029,-5.443697499,0.512660788619182,1.8769,473.078775664988,10.4329,0.9604,151.7824,2.34542767321549,4,2.5930338841,29.6338424606189,0.740704337003766,0.25,0.13,0.56,0.42,0.012063736,0.07,0.025055451,"080319C",1,0.179000836,0.3425,5.4375935375,0.8075,0.245,-3.08,0.38286972925,0.5,0.4025725,-1.36092437475,1.95,0.469822015978163
"080330A",-0.045757491,2.53,21.69090721,3.52,0.42,-11.98,1.783188691,1.13,2.25433,-6.468521083,0.00209374798261508,6.4009,470.49545559283,12.3904,0.1764,143.5204,3.17976190771029,1.2769,5.0820037489,41.8417650012155,0.0161841207996628,0.01,0.01,0,0.15,0.102186937,0.45,0.096509885,"080330A",1,-0.01143937275,0.6325,5.4227268025,0.88,0.105,-2.995,0.44579717275,0.2825,0.5635825,-1.61713027075,1.51,0.399673721481038
"080411A",1.635483747,1.75,21.57289018,4.30921886151772,0.827488745245694,-12.0583494966897,1.748188027,1.16059940542497,1.97674,-4.578396073,2.67480708670116,3.0625,465.38959071834,18.5693671964601,0.684737623508293,145.403792584317,3.05616137774615,1.34699097987279,3.9075010276,20.9617106012618,0.00776276208190557,0.752967755325564,0.580802717740986,0.332448274965194,0.211524583621273,0.001645055,0.03,0.009047802,"080411A",0,0,0,0,0,0,0,0,0,0,0,1.03,0.307496037913213
"080413B",1.271841607,1.26,21.31329763,5.62,0.74,-13.54,0.903089987,2.29,1.93206,-5.494850022,1.61758107329634,1.5876,454.256655864964,31.5844,0.5476,183.3316,0.81557152461966,5.2441,3.7328558436,30.1933767642734,0.0973208922530927,0.05,0.02,0.1,0.04,0.013571703,0.27,0.018579443,"080413B",1,0.31796040175,0.315,5.3283244075,1.405,0.185,-3.385,0.22577249675,0.5725,0.483015,-1.3737125055,1.1,0.322219294733919
"080516A",0.255272505,1.82,22.03528962,4.11846692792739,0.932166599563619,-12.3922771815027,0.763427994,0.974451217480326,2.3315,-6.585026652,0.065164051808975,3.3124,485.55398863728,16.9617698364317,0.868934569342,153.568533743193,0.582822302022864,0.94955517524889,5.43589225,43.3625760075503,0.0159503209161228,0.739863533813216,0.58929514909501,0.340435386281049,0.225133079346832,0.066814536,0.27,0.072382414,"080516A",0,0,0,0,0,0,0,0,0,0,0,3.2,0.6232492903979
"080603A",0.365016103959771,1.8144820875664,20.9181675200872,3.8,0.85,-12.4,1.77815125,0.98,2.0146549872069,-5.70558194498092,0.13323675614997,3.29234524609932,437.569732398431,14.44,0.7225,153.76,3.16182186787656,0.9604,4.05883471747763,32.5536653308923,0.00846336277739286,0.03,0.03,0.02,0.31,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1,0.0912540259899428,0.4536205218916,5.2295418800218,0.95,0.2125,-3.1,0.4445378125,0.245,0.503663746801725,-1.42639548624523,1.69,0.429752280002408
"080603B",0.544068044,1.21,21.31611509,4.19971,0.62115,-12.2511,1.77815125,1.26607,1.83449,-5.619788758,0.296010036501986,1.4641,454.376762530126,17.6375640841,0.3858273225,150.08945121,3.16182186787656,1.6029332449,3.3653535601,31.5820256845432,0.740704337003766,0.01515,0.014815,0.02688,0.06837,0.018095603,0.3,0.024816828,"080603B",1,0.136017011,0.3025,5.3290287725,1.0499275,0.1552875,-3.062775,0.4445378125,0.3165175,0.4586225,-1.4049471895,2.6893,0.566943971856554
"080607A",1.36361198,1.31,22.38386741,2.024669,0.98,-11.2452,1.899984563,1.543158,2.03418,-4.619788758,1.85943763199952,1.7161,501.03752022846,4.099284559561,0.9604,126.45452304,3.6099413396383,2.381336612964,4.1378882724,21.3424481685432,0.0179615292332226,0.028099,0.025586,0.031343,0.0606,0,0.04,0.02068069,"080607A",0,0,0,0,0,0,0,0,0,0,0,3.04,0.606381365110605
"080710A",0,1.47,20.89722339,4.01,0.8,-11.7,2.077948999,1.52,2.00149,-5.853871964,0,2.1609,436.693945411563,16.0801,0.64,136.89,4.3178720424451,2.3104,4.0059622201,34.2678169709052,0.063286086716648,0.01,0.01,0.01,0.09,0.062042069,0.23,0.086858896,"080710A",0,0,0,0,0,0,0,0,0,0,0,0.85,0.267171728403014
"080810A",0.301029996,1.34,21.45079548,2.750635,0.51,-10.4242,2.03666881,1.160407,2.11482,-5.337242168,0.09061905849176,1.7956,460.136626724788,7.565992903225,0.2601,108.66394564,4.14801984162682,1.346544405649,4.4724636324,28.4861539598773,0.0173110727824034,0.019425,0.025429,0.008112,0.13,0.018882369,0.06,0.043429448,"080810A",0,0,0,0,0,0,0,0,0,0,0,3.35,0.638489256954637
"080905B",-0.301029996,1.78,22.33533151,4.04832067236062,0.723952460370182,-12.0846483734166,2.10720997,1.21067807061001,1.86248,-5.744727495,0.09061905849176,3.1684,498.867033661599,16.3889002662623,0.52410716487604,146.03872630912,4.4403338576674,1.46574139065598,3.4688317504,33.001893991809,0.0951998384562338,0.787780525539262,0.547631686936616,0.341088795121996,0.226517240496525,0.048254942,0.15,0.086858896,"080905B",0,0,0,0,0,0,0,0,0,0,0,2.374,0.528145078253106
"080928A",0.322219295,1.77,21.51035195,4.45,1.08,-12.67,2.368584372,2.25,2.13864,-5.602059991,0.103825274070297,3.1329,462.695241012869,19.8025,1.1664,160.5289,5.61019192728263,5.0625,4.5737810496,31.3830761427629,0.0386609346233468,0.1,0.07,0.21,0.14,0.034743559,0.12,0.02068069,"080928A",0,0,0,0,0,0,0,0,0,0,0,1.69,0.429752280002408
"081007A",0.414973348,2.51,21.69605744,4.83,0.27,-12.93,0.958563883,1.26,2.102,-6.148741651,0.172202879550329,6.3001,470.718908439779,23.3289,0.0729,167.1849,0.918844717792038,1.5876,4.418404,37.8070238907422,0.140327919478768,0.09,0.07,0.09,0.11,0.04893459,0.2,0.066814536,"081007A",0,0,0,0,0,0,0,0,0,0,0,0.53,0.184691430817599
"081028A",-0.301029996,1.25,20.90308999,4.60167539408014,0.831385372577157,-12.5058664962304,2.414973348,1.69377653187399,2.51,-5.431798276,0.09061905849176,1.5625,436.939171130038,21.1754164324826,0.691201637735258,156.396696821538,5.83209627155033,2.86887893992708,6.3001,29.5044325111566,0.0544346314312377,0.800337818588934,0.589114075091749,0.357634934667457,0.208180538289035,0.023475377,0.38,0.086858896,"081028A",0,0,0,0,0,0,0,0,0,0,0,3.038,0.60616631460762
"081029A",-0.301029996,1.43,21.49704581,4.599535,1.08,-12.6223,2.431283332,2.252306,1.95818,-5.677780705,0.09061905849176,2.0449,462.122978557239,21.155722216225,1.1664,159.32245729,5.91113864046102,5.072882317636,3.8344689124,32.2371937340703,0.0734942688403521,0.095308,0.071694,0.171741,0.02,0.041361379,0.18,0.173717793,"081029A",0,0,0,0,0,0,0,0,0,0,0,3.85,0.685741738602264
"081203A",0.462397998,1.54,21.66176916,4.027516,0.95,-11.7554,2.46834733,1.826152,2.03508,-5.113509275,0.213811908554408,2.3716,469.232243141127,16.220885130256,0.9025,138.18942916,6.09273854151813,3.334831127104,4.1415506064,26.147977105511,0.122562443871835,0.126215,0.081744,0.19167,0.06,0.016920564,0.06,0.029951344,"081203A",0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"081221A",1.260071388,1.21,21.57331844,3.67023033794977,0.83370814089989,-11.8082854571469,1.531478917,1.11995939573463,2.4947,-4.742321425,1.58777990285625,1.4641,465.408068513644,13.4705907336069,0.695069264202751,139.435605437467,2.34542767321549,1.25430904809428,6.22352809,22.489612498014,0.0102431891789539,0.781653962166946,0.56568238127861,0.328896583614244,0.210608036122254,0.007198251,0.13,0.011931167,"081221A",0,0,0,0,0,0,0,0,0,0,0,2.26,0.513217600067939
"081228A",-0.22184875,2.1,21.16936021,2.80122,1.24,-12.9876,0.477121255,1.18347,2.11824052948599,-7.050609993,0.0492168678765625,4.41,448.141811700731,7.8468334884,1.5376,168.67775376,0.227644691972775,1.4006012409,4.48694294075709,49.7111012733915,0.0761271870594219,0.0492,0.047595,0.036055,0.285,0.0674679414874554,0.31,0.103319586082909,"081228A",1,-0.0554621875,0.525,5.2923400525,0.700305,0.31,-3.2469,0.11928031375,0.2958675,0.529560132371497,-1.76265249825,3.44,0.64738297011462
"081230A",-0.15490196,1.97,20.67248024,4.06939064941748,0.83509432072154,-12.4679138487497,0.907209226455443,0.958161928614876,2.08621,-6.086186148,0.0239946172118416,3.8809,427.35143927319,16.5599402575664,0.69738252450137,155.448875739845,0.823028580565883,0.918074281446979,4.3522721641,37.0416618281071,0.740704337003766,0.792518002181151,0.537531810216872,0.332950684951576,0.2116641059114,0.02568693,0.096969697,0.142225970771007,"081230A",0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"090102A",0.740362689,1.36,21.72376179,3.8,0.74,-12.8492,1.432006687,1.153525,1.76997,-7.167491087,0.548136911263311,1.8496,471.921826308664,14.44,0.5476,165.10194064,2.05064315161272,1.330619925625,3.1327938009,51.3729284822244,0.0359770577590371,0.071878,0.063638,0.018438,0.22,0.019160051,0.08,0.063170106,"090102A",0,0,0,0,0,0,0,0,0,0,0,1.55,0.406540180433955
"090205A",-0.301029996,2.15,21.81792086,4.03201853889192,0.832080193919563,-12.4702443060295,0.944482672,1.16048215214403,2.03416,-6.721246399,0.09061905849176,4.6225,476.021670653223,16.2571734979681,0.692357449113218,155.506993052061,0.89204751770826,1.34671882544484,4.1378069056,45.1751531560705,0.0885407574117407,0.798707653653419,0.594810374103137,0.334715069956632,0.208642952271131,0.068572813,0.23,0.086858896,"090205A",0,0,0,0,0,0,0,0,0,0,0,4.6497,0.752025387323213
"090313A",-0.096910013,1.91,22.44115763,3.487381,1,-11.4731,1.893872679,0.938086,2.07619,-5.853871964,0.00939155061966017,3.6481,503.605555774507,12.161826239161,1,131.63202361,3.58675372426264,0.880005343396,4.3105649161,34.2678169709052,0.0500432094216776,0.110788,0.148455,0.040385,0.103,0.062042069,0.29,0.162860431,"090313A",1,-0.02422750325,0.4775,5.6102894075,0.87184525,0.25,-2.868275,0.47346816975,0.2345215,0.5190475,-1.463467991,3.38,0.6414741105041
"090418A",0.278753601,1.48,22.02365981,3.96809406045506,0.838977109895662,-12.0016799802357,1.748188027,1.3013213548524,2.03408,-5.337242168,0.0777035700704672,2.1904,485.041591426609,15.7457704726187,0.703882590928878,144.04032234799,3.05616137774615,1.69343726859489,4.1374814464,28.4861539598773,0.0320230997079162,0.776943873666508,0.574448624874358,0.318589382766038,0.211613366734442,0.018882369,0.07,0.068572813,"090418A",0,0,0,0,0,0,0,0,0,0,0,1.608,0.416307587059883
"090423A",0.230448921,0.8,22.7516324,4.7,0.45,-13.39,0.989894564,1.12,1.8158,-6.229147988,0.0531067051900642,0.64,517.63677686473,22.09,0.2025,179.2921,0.97989124783675,1.2544,3.29712964,38.8022846564045,0.047195797531391,0.08,0.09,0.1,0.13,0.029443694,0.5,0.051093468,"090423A",0,0,0,0,0,0,0,0,0,0,0,8.23,0.965201701025912
"090424A",1.851258349,1.19,21.63012977,3.73131314129977,0.81776640284886,-11.6972141060118,1.681241237,1.0148760788581,1.96315,-4.677780705,3.42715747474221,1.4161,467.86251386704,13.9226977584364,0.668741889628364,136.824817841881,2.82657209698929,1.02997345543839,3.8539579225,21.8816323240703,0.0205611924585667,0.808889526322666,0.557454215566841,0.345124619688561,0.214812196108228,0,0.15,0.012233647,"090424A",0,0,0,0,0,0,0,0,0,0,0,0.544,0.188647295999717
"090519A",-0.22184875,1.02,22.13069392,3.93648913314919,0.77657850116284,-12.576509083428,1.806179974,1.23197752592628,1.46604,-5.920818754,0.0492168678765625,1.0404,489.767613380725,15.4959466954017,0.603074168468323,158.168580725547,3.26228609847864,1.51776862438744,2.1492732816,35.0560947177181,0.0559162050267847,0.794188226986066,0.596236388085537,0.402330922522649,0.215907734146012,0.036191207,0.2,0.144764827,"090519A",0,0,0,0,0,0,0,0,0,0,0,3.85,0.685741738602264
"090618A",1.589949601,1.42,21.39200012,4.07,0.71,-11.84,2.05388479,1.04,1.82831,-3.978810701,2.52793973372006,2.0164,457.61766913408,16.5649,0.5041,140.1856,4.21844273059334,1.0816,3.3427174561,15.8309345943921,0.00227692361547263,0.01,0.01,0,0.02,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",-0.15490196,2.25,22.02689264,3.354189,1.3,-12.2265,1.773054693,1.086752,2.4288,-6.065501549,0.0239946172118416,5.0625,485.183999374086,11.250583847721,1.69,149.48730225,3.14372294436932,1.181029909504,5.89906944,36.7903090409214,0.00604043448603348,0.098827,0.0975,0.195492,0.11,0.050499358,0.19,0.124084138,"090726A",1,-0.03872549,0.5625,5.50672316,0.83854725,0.325,-3.056625,0.44326367325,0.271688,0.6072,-1.51637538725,2.71,0.569373909615046
"090809A",0.041392685,1.34,21.91952315,4.4891865215332,0.814935933341784,-12.5806851476374,0.73239376,1.37480137976355,1.94644,-6.468521083,0.00171335437150922,1.7956,480.465495123386,20.1527956251153,0.664120575451645,158.273638783984,0.536400619686938,1.89007883379976,3.7886286736,41.8417650012155,0.0978170519448906,0.803072528147125,0.59127509638492,0.378512562984105,0.214443118456464,0.063866836,0.24,0.078962633,"090809A",0,0,0,0,0,0,0,0,0,0,0,2.737,0.572523097849638
"090812A",0.556302501,1.24,21.77771022,4.00476888327027,0.769854107304442,-12.1078534995617,1.824125834,1.17679800243495,1.88559,-5.236572006,0.309472472618855,1.5376,474.268662426292,16.0381738084098,0.592675346533519,146.600116366849,3.3274350582662,1.38485353853489,3.5554496481,27.4216863740229,0.0954430381608785,0.747116171714547,0.593636302238187,0.32610492716121,0.214036002495203,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,0,0,0,0,2.452,0.538070787043172
