"","log10PeakFlux","PhotonIndex","log10NH","log10Ta","Beta","log10Fa","log10T90","Alpha","Gamma","log10Fluence","log10PeakFluxSqr","PhotonIndexSqr","log10NHSqr","log10TaSqr","BetaSqr","log10FaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10PeakFlux_opt","PhotonIndex_opt","log10NH_opt","log10Ta_opt","Beta_opt","log10Fa_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"090927A",0.301029996,1.8,21.01785522,4.3378520255285,0.82961479810776,-12.5736749932282,0.342422681,1.05562935096441,2.06549,-6.698970004,0.09061905849176,3.24,441.750238048881,18.8169601953817,0.688260713239379,158.097302835332,0.117253292463228,1.11435332661754,4.2662489401,44.8761991144918,0.0791400972158072,0.774324792432609,0.558981297825457,0.33996128573762,0.216225706210881,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",1.012837225,1.77,21.19187281,4.381196,0.60705,-12.6087,0.639486489,1.272917,1.98015,-5.853871964,1.0258392443457,3.1329,449.095473195217,19.194878390416,0.3685097025,158.97931569,0.408942969613547,1.620317688889,3.9209940225,34.2678169709052,0.0598714492362227,0.009407,0.009379,0.012642,0.01791,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",0.62324929,1.53,21.70587483,2.58947,1.06,-10.8705,1.590061231,1.08875,2.08587,-5.431798276,0.388439677485504,2.3409,471.145002135627,6.7053548809,1.1236,118.16777025,2.52829471832924,1.1853765625,4.3508536569,29.5044325111566,0.0544128110188212,0.04935,0.04193,0.00706,0.09,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",0.301029996,1.2,22.23512426,3.97,0.64,-11.21,1.995196292,1.63,1.49013,-5.214670165,0.09061905849176,1.44,494.40075085764,15.7609,0.4096,125.6641,3.98080824361055,2.6569,2.2204874169,27.1927849297411,0.0183350782696789,0.04,0.03,0.04,0.29,0.021358745,0.08,0.065144172,"091024A",1,0.075257499,0.3,5.558781065,0.9925,0.16,-2.8025,0.498799073,0.4075,0.3725325,-1.30366754125,1.09,0.320146286111054
"091029A",0.255272505,1.46,21.45058625,4.45,0.43,-12.77,1.593286067,1.1,2.11535,-5.619788758,0.065164051808975,2.1316,460.127650468689,19.8025,0.1849,163.0729,2.53856049129633,1.21,4.4747056225,31.5820256845432,0.0535069670717355,0.01,0.02,0.01,0.03,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,2.75,0.574031267727719
"091109A",0.113943352,1.31,21.89596701,3.90495822829208,0.81277143675672,-12.3420090267255,1.681241237,1.00818393234055,1.96352,-5.795880017,0.0129830874649959,1.7161,479.433371303008,15.248698764706,0.660597408407583,152.325186815774,2.82657209698929,1.01643484142965,3.8554107904,33.5922251714599,0.15117163716416,0.775476261815046,0.579440719484329,0.339345510384343,0.201073722038254,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",1.667452953,2.05,20.87872913,4.42,0.43,-12.02,0.84260924,1.19,1.80187,-5.045757491,2.78039935046842,4.2025,435.921330083911,19.5364,0.1849,144.4804,0.709990331333378,1.4161,3.2467354969,25.4596686579826,0.0093822306004846,0.01,0.01,0.01,0.1,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",1.181843588,1.74,21.91211094,3.83102894833506,0.820082080890634,-12.0699068622662,1.173186268,1.09082088862531,2.03333,-5.48148606,1.39675426649671,3.0276,480.140605846868,14.6767828029812,0.672534619397912,145.682651663781,1.37636601942377,1.18989021106131,4.1344308889,30.0466894259743,0.0844607534610546,0.761375392093741,0.574565679209104,0.349795025637264,0.205022229259242,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100316B",0.113943352,2.23,21.41315218,4.081453,1.14,-11.7542,0.579783597,1.967914,2.23535,-6.698970004,0.0129830874649959,4.9729,458.523086283839,16.658258591209,1.2996,138.16121764,0.336149019350258,3.872685511396,4.9967896225,44.8761991144918,0.0508837165764397,0.27115,0.206598,0.187277,0.14,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
"100316D",-1,2.29,21.60728985,6.41,0.94,-12.9424,2.717570654,2.12,2.49431,-6.522878745,1,5.2441,466.874974661913,41.0881,0.8836,167.50571776,7.38519025948199,4.4944,6.2215823761,42.5479471219728,0.0509829166339321,0.105554,0.06,0.18,0.05,0.115811862,0.41,0,"100316D",1,-0.25,0.5725,5.4018224625,1.6025,0.235,-3.2356,0.6793926635,0.53,0.6235775,-1.63071968625,0.06,0.0253058652647703
"100425A",0.146128036,2.42,20.53466438,4.03141242532146,0.922245568908942,-12.483905044723,1.568201724,0.926473150573003,2.17077,-6.327902142,0.0213534029052173,5.8564,421.672441199241,16.2522861430363,0.850536889372178,155.84788516566,2.45925664715657,0.858352498732666,4.7122423929,40.0423455187282,0.0442926372724909,0.773136719774724,0.572826619749379,0.350353635330317,0.232640460317888,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,0,0,0,0,1.755,0.440121603187804
"100508A",-0.397940009,1.23,20.84356974,4.020463,0.4,-12.8769,1.716003344,0.875389,1.9368495003839,-6.15490196,0.15835625076292,1.5129,434.454399506244,16.164122734369,0.16,165.81455361,2.94466747661918,0.766305901321,3.75138598713736,37.8828181372118,0.102616483810065,0.15766,0.387989,0.292399,0.07,0.0580980942149184,0.25,0.101108910335356,"100508A",1,-0.09948500225,0.3075,5.210892435,1.00511575,0.1,-3.219225,0.429000836,0.21884725,0.484212375095975,-1.53872549,0.5201,0.181872159010334
"100513A",-0.22184875,1.62,22.05240534,4.323621,1.2,-13.0903,1.924279286,1.387361,2.25722,-5.853871964,0.0492168678765625,2.6244,486.30858127966,18.693698551641,1.44,171.35595409,3.70285077052867,1.924770544321,5.0950421284,34.2678169709052,0.0768849139302361,0.168576,0.213691,0.282343,0.1,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,0,0,0,0,4.772,0.761326322421457
"100621A",1.10720997,1.9,22.28454803,4.18,0.78,-11.87,1.803457116,1.55,2.3024,-4.677780705,1.2259139176674,3.61,496.601080901377,17.4724,0.6084,140.8969,3.25245756925104,2.4025,5.30104576,21.8816323240703,0.0114965181711467,0.03,0.02,0.05,0.09,0,0.03,0.010178777,"100621A",0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"100704A",0.633468456,1.73,21.52730245,4.07423840339703,0.906768283421422,-12.0796808194067,2.2955671,0.974795839765546,2.11575,-5.22184875,0.401282284747024,2.9929,463.424750773776,16.5994185677152,0.822228719819032,145.918688698742,5.26962831060241,0.950226929224216,4.4763980625,27.2677043678766,0.0511462884983093,0.751897874139499,0.548904264189705,0.355984759192435,0.209493405559746,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",0.707570176,1.18,21.52592288,4.22222085127483,0.825271338668464,-12.0669663483164,2.297760511,1.32633594553472,1.90402,-4.420216403,0.500655553964671,1.3924,463.365355835707,17.82714891694,0.681072782427639,145.6116768514,5.27970336591098,1.75916704041748,3.6252921604,19.5383130493503,0.0276692267863542,0.766666258328552,0.570275526032545,0.332633410468927,0.209509035690094,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",0.397940009,1.47,20.89608288,5.59489,0.41063,-12.9168,2.241795431,2.25952,1.89414,-5.045757491,0.15835625076292,2.1609,436.646279727829,31.3027941121,0.1686169969,166.84372224,5.02564675445248,5.1054306304,3.5877663396,25.4596686579826,0.0235643330529017,0.0267,0.013105,0.052845,0.04311,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,0,0,0,0,1.439,0.387211800313731
"100816A",1.037426498,0.73,21.34783526,4.26699562819281,0.846676992015037,-12.553434853953,0.462397998,1.01294009770317,1.91138,-5.698970004,1.07625373875254,0.5329,455.730070288099,18.2072516910166,0.716861928807631,157.588726632442,0.213811908554408,1.02604764153491,3.6533735044,32.4782591064918,0.0930248425840856,0.79624513734513,0.561969658311924,0.344091122909998,0.214663136021431,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",-0.096910013,1.52,21.53188109,4.9,0.74,-12.17,2.64246452,1.6,1.98285,-5.677780705,0.00939155061966017,2.3104,463.6219032739,24.01,0.5476,148.1089,6.98261873945883,2.56,3.9316941225,32.2371937340703,0.0223211438768381,0.02,0.02,0.03,0.02,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,0,0,0,0,1.41,0.382017042574868
"100906A",1.004321374,1.78,21.96198081,2.603734,0.84,-10.419,2.058426024,1.09688,2.02817,-4.920818754,1.00866142227325,3.1684,482.328601098808,6.779430742756,0.7056,108.555561,4.23711769628045,1.2031457344,4.1134735489,24.2144572097181,0.00604043448603348,0.019906,0.023956,0.015473,0.22,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,0,0,0,0,1.73,0.436162647040756
"101219B",-0.22184875,1.56,20.49692965,3.87,0.58,-12.03,1.531478917,0.97,1.85684,-5.677780705,0.0492168678765625,2.4336,420.124125077049,14.9769,0.3364,144.7209,2.34542767321549,0.9409,3.4478547856,32.2371937340703,0.0692396240032236,0.02,0.02,0.01,0.07,0.082722758,0.16,0.217147241,"101219B",0,0,0,0,0,0,0,0,0,0,0,0.55,0.190331698170291
"101225A",-0.338610804708651,1.82,21.11770968,5.38,0.7,-14.1,3.036628895,0.7,1.81612,-5.721246399,0.11465727706544,3.3124,445.957662128766,28.9444,0.49,198.81,9.22111504594892,0.49,3.2982918544,32.7326603580705,0.0249377639674928,0.06,0.17,0.08,0.0303,0.091430417,0.32,0.109322034911467,"101225A",1,-0.0846527011771628,0.455,5.27942742,1.345,0.175,-3.525,0.75915722375,0.175,0.45403,-1.43031159975,0.33,0.123851640967086
"110205A",0.556302501,1.8,21.37042981,4.79,0.74,-13.04,2.409933123,1.95,1.93577,-4.769551079,0.309472472618855,3.24,456.695270264137,22.9441,0.5476,170.0416,5.80777765733253,3.8025,3.7472054929,22.7486174951901,0.0491496346156657,0.06,0.03,0.11,0.04,0,0.04,0.024127471,"110205A",1,0.13907562525,0.45,5.3426074525,1.1975,0.185,-3.26,0.60248328075,0.4875,0.4839425,-1.19238776975,2.21,0.506505032404872
"110213A",0.204119983,1.83,21.56708403,4.36285,0.9,-11.5304,1.681241237,1.91037,1.96436,-5.229147988,0.0416649674599203,3.3489,465.139113557081,19.0344601225,0.81,132.95012416,2.82657209698929,3.6495135369,3.8587102096,27.3439886804045,0.14476482742628,0.0418,0.03889,0.065815,0.06,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,0,0,0,0,1.4607,0.391058669254855
"110422A",1.487138375,0.86,22.02088312,3.341312,0.886,-12.228,1.413299764,0.628948,1.89199,-4.387216143,2.21158054639764,0.7396,484.919293384701,11.164365881344,0.784996,149.523984,1.99741622292246,0.395575586704,3.5796261601,19.2476654853998,0.00950159657676303,0.131094,0.242676,0.035661,0.042,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",0.130333768,0.88,21.13638759,4.715862,0.8,-12.984,1,1.398045,1.90907,-5,0.0169868910810778,0.7744,446.746880354706,22.239354403044,0.64,168.584256,1,1.954529822025,3.6445482649,25,0.147896600362852,0.066674,0.06045,0.139784,0.04,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",1.731588765,1.25,22.0746007,5.19,0.9,-12.24,1.113943352,1.51,1.85342,-4.928117993,2.99839965107422,1.5625,487.287996064441,26.9361,0.81,149.8176,1.240869791465,2.2801,3.4351656964,24.2863469529303,0.133629071449258,0.06,0.06,0.09,0.22,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",1.041392685,1.15,21.95954126,4.116949,0.65,-12.6474,1.588831726,1.162251,1.85145,-5.22184875,1.08449872437151,1.3225,482.221452349642,16.949269068601,0.4225,159.95672676,2.52438625354414,1.350827387001,3.4278671025,27.2677043678766,0.130539784388153,0.14345,0.236205,0.109516,0.07,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",0.041392685,1.84,21.39050236,4.036448,1,-11.822,2.58546073,1.59481,2.04784,-5.327902142,0.00171335437150922,3.3856,457.553591213166,16.292912456704,1,139.759684,6.68460718637213,2.5434189361,4.1936486656,28.3865412347282,0.15117163716416,0.034931,0.030996,0.044803,0.06,0.027720924,0.1,0.078962633,"110801A",1,0.01034817125,0.46,5.34762559,1.009112,0.25,-2.9555,0.6463651825,0.3987025,0.51196,-1.3319755355,1.858,0.456062224454951
"110818A",0.204119983,1.58,22.06812647,4.14526150042254,0.803467864119818,-12.4769267911339,2.012837225,1.20258109608999,1.95985,-5.397940009,0.0416649674599203,2.4964,487.002205895915,17.1831929068853,0.645560608673262,155.673702151315,4.0515136943457,1.446201292673,3.8410120225,29.1377563407629,0.0761271870594219,0.803716830686407,0.553446227115113,0.347557988877952,0.21093926976127,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,0,0,0,0,3.36,0.639486489268586
"111008A",0.806179974,1.86,22.17059025,4.25001433881921,0.802750012279915,-12.2893829329144,1.802500068,1.11111522271693,1.94053,-5.27572413,0.649926150478641,3.4596,491.535072033395,18.0626218801689,0.644407582215404,151.028932871808,3.24900649514,1.23457703815329,3.7656566809,27.8332650958643,0.0161841207996628,0.828746098785439,0.561382593612748,0.333558452121531,0.21310383718799,0.024582707,0.09,0.047500959,"111008A",0,0,0,0,0,0,0,0,0,0,0,4.9898,0.777412321496744
"111107A",0.079181246,1.49,21.56675205,3.190433,1,-12.5259,1.424881637,0.733879,2.11569,-6.055517328,0.00626966971811252,2.2201,465.124793986179,10.178862727489,1,156.89817081,2.0302876794598,0.538578386641,4.4761441761,36.6692901097083,0.0660733687520347,0.238146,0.380189,0.082265,0.09,0.039481317,0.14,0.072382414,"111107A",1,0.0197953115,0.3725,5.3916880125,0.79760825,0.25,-3.131475,0.35622040925,0.18346975,0.5289225,-1.513879332,2.893,0.590284403718162
"111123A",-0.045757491,1.68,21.35034301,4.45620201115403,0.884793122552956,-12.5350320182654,2.462397998,1.26583428785175,2.55463,-5.13667714,0.00209374798261508,2.8224,455.837146644656,19.8577363642132,0.78285886971701,157.127027698939,6.06340390055441,1.60233644430115,6.5261344369,26.3854520405986,0.131921983937837,0.819502818248859,0.577067692969638,0.342109257544733,0.224851948793699,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
"111228A",1.093421685,2.27,21.41342718,4.28017,0.69,-12.0111,2.005180513,0.93593,2.03824,-5.070581074,1.19557098122824,5.1529,458.534863593163,18.3198552289,0.4761,144.26652321,4.02074888971494,0.8759649649,4.1544222976,25.710792428007,0.023242060897345,0.00575,0.008735,0.005345,0.07,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",0.342422681,2.08,21.451745,4.01809408639318,0.829338027603966,-12.3451613990603,1.36660971,0.972075565905193,2.20884,-5.744727495,0.117253292463228,4.3264,460.177363545025,16.1450800871078,0.687801564030037,152.403009968848,1.86762209946628,0.944930905829901,4.8789741456,33.001893991809,0.366834332492466,0.805328100532861,0.565415117714416,0.344682365646637,0.20973637713806,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",1.012837225,1.38,22.02202812,3.44,0.89,-12,2.404491618,1.51,1.61077,-4.769551079,1.0258392443457,1.9044,484.969722518071,11.8336,0.7921,144,5.78157994103226,2.2801,2.5945799929,22.7486174951901,0.0141299769251024,0.06,0.05,0.08,0.01,0,0.04,0.012649354,"120119A",1,0.25320930625,0.345,5.50550703,0.86,0.2225,-3,0.6011229045,0.3775,0.4026925,-1.19238776975,3.1,0.612783856719735
"120327A",0.591064607,1.52,22.16619025,3.95928201562051,0.765933497654203,-12.0760456501803,1.798650645,1.23817462251451,1.75797,-5.443697499,0.349357369648064,2.3104,491.339990199195,15.675914079216,0.586654122828801,145.830878545239,3.23514414275892,1.53307639583895,3.0904585209,29.6338424606189,0.051933835584684,0.76579067092082,0.57423215014246,0.347921909475763,0.220986578929724,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",0.079181246,1.85,21.70983536,3.966545,1.05,-12.1911,1.587710965,1.744036,1.89579,-5.795880017,0.00626966971811252,3.4225,471.316951358306,15.733479237025,1.1025,148.62291921,2.52082610838123,3.041661569296,3.5940197241,33.5922251714599,0.179553274179706,0.046053,0.034115,0.085691,0.09,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,2.87,0.587710965018911
"120711A",0.15298088503652,1.73945067928945,20.8890204759374,4.394018,0.53,-12.9249,2.06069784,1.107014,1.96823823014476,-5.59956740196432,0.0234031511865569,3.02568866568053,436.351176444132,19.307394184324,0.2809,167.05304001,4.24647558778067,1.225479996196,3.87396173060338,31.3551550891414,0.0534696645518069,0.108379,0.116386,0.197821,0.02,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,0.03824522125913,0.434862669822362,5.22225511898435,1.0985045,0.1325,-3.231225,0.51517446,0.2767535,0.49205955753619,-1.39989185049108,1.405,0.381115080709851
"120729A",0.462397998,1.62,21.34792064,3.81,0.89,-12.03,1.854306042,2.13,1.8831,-5.619788758,0.213811908554408,2.6244,455.733715651738,14.5161,0.7921,144.7209,3.43845089739771,4.5369,3.54606561,31.5820256845432,0.223182009707008,0.03,0.02,0.05,0.12,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0,0,0,0,0.8,0.255272505103306
"120811C",0.612783857,1.4,21.91722026,3.80009423162351,0.776494216989617,-12.0942730174068,1.428134794,0.963838024496977,1.92121,-5.522878745,0.375504055399796,1.96,480.364543925354,14.4407161692183,0.602943269018318,146.271439819574,2.03956898983342,0.928983737466235,3.6910478641,30.5021896319728,0.0598545187495629,0.78471892331854,0.591423594158411,0.331331739363722,0.222687189164038,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",0.342422681,2.29,21.77242733,3.266303,0.78,-12.3315,0.986771734,0.6555,1.84293,-6.30980392,0.117253292463228,5.2441,474.038591840131,10.668735287809,0.6084,152.06589225,0.973718455021367,0.42968025,3.3963909849,39.8136255088474,0.140327919478768,0.015728,0.033134,0.020651,0.01,0.062042069,0.23,0.059221975,"120815A",1,0.08560567025,0.5725,5.4431068325,0.81657575,0.195,-3.082875,0.2466929335,0.163875,0.4607325,-1.57745098,2.36,0.526339277389844
"120907A",0.462397998,1.73,21.0438101,2.844131,0.7,-12.0278,1.227886705,0.787589,1.82021,-6.173925197,0.213811908554408,2.9929,442.841943524862,8.089081145161,0.49,144.66797284,1.50770576031576,0.620296432921,3.3131644441,38.1173523381515,0.035217186540104,0.078492,0.160635,0.055886,0.06,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",0.301029996,1.58,21.0163605,4.02246729564419,0.872119827784916,-12.2289225536875,2.238046103,1.02314364425751,2.06954,-5.207608311,0.09061905849176,2.4964,441.68740866596,16.1802431445271,0.760592994015592,149.546546824087,5.00885035915349,1.04682291678454,4.2829958116,27.1191843207963,0.075913913084108,0.778540124542298,0.585561650769876,0.335325282257168,0.220325302492593,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",0.113943352,1.41,21.94617755,4.22473655642821,0.819876690762911,-12.4551055018458,1.838849091,1.1436565290387,2.00683,-5.958607315,0.0129830874649959,1.9881,481.634709056124,17.8483989712209,0.672197788056342,155.12965306211,3.38136597947153,1.30795025641285,4.0273666489,35.5050011343715,0.201804932759115,0.760164989829569,0.589421041130673,0.345823346953004,0.227006995063008,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",0.113943352,1.82,22.07736427,4.89282134746587,0.872664342958499,-12.6448712624614,1.796574333,1.28194386279084,2.37144,-5.698970004,0.0129830874649959,3.3124,487.410013110273,23.9397007382177,0.761543055471189,159.892769244222,3.22767933399439,1.6433800673471,5.6237276736,32.4782591064918,0.03343969322178,0.75881494586086,0.626392159836131,0.33789872941282,0.216807386756788,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",1.11058971,1.32,22.04029767,3.026683,0.8,-11.4998,1.367355921,0.954088,1.98504,-5.161150909,1.23340950395788,1.7424,485.774721382207,9.160809982489,0.64,132.24540004,1.86966221469376,0.910283911744,3.9403838016,26.6374787054715,0.0303933846890459,0.117789,0.179004,0.16947,0.05,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",0,2.36,21.66138196,4.37203677558136,0.824050629662775,-12.4891142167761,2.260071388,1.0824289148025,2.0682,-5.886056648,0,5.5696,469.215468417013,19.1147055670359,0.679059440247616,155.977973919679,5.10792267885625,1.17165235560052,4.27745124,34.645662863465,0.0937486856135703,0.786379317063291,0.568704327766421,0.341536626193357,0.204981367279872,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",0.255272505,1.53,21.6003032,3.47558,0.87,-12.2295,2.890979597,0.775179,1.96847804960143,-5.207608311,0.065164051808975,2.3409,466.57309833193,12.0796563364,0.7569,149.56067025,8.35776303027028,0.600902482041,3.87490583176265,27.1191843207963,0.14763173580347,0.1152,0.0991,0.028589,0.04,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,0.06381812625,0.3825,5.4000758,0.868895,0.2175,-3.057375,0.72274489925,0.19379475,0.492119512400358,-1.30190207775,3.1,0.612783856719735
"130215A",0.397940009,1.59,21.1575730258515,5.96,0.94,-13.66,1.81756537,2.09,1.95045663425091,-5.26760624,0.15835625076292,2.5281,447.642896344239,35.5216,0.8836,186.5956,3.30354387422324,4.3681,3.80428108209339,27.7476754996869,0.0552798328138297,0.24,0.13,0.54,0.05,0.040212452,0.14,0.121602455,"130215A",1,0.09948500225,0.3975,5.28939325646288,1.49,0.235,-3.415,0.4543913425,0.5225,0.487614158562727,-1.31690156,0.6,0.204119982655925
"130408A",0.69019608,1.28,20.06405721,4.04322015915914,0.81938408490769,-12.1252651581582,1.447158031,1.22965016794641,2.03183,-5.638272164,0.476370628847366,1.6384,402.566391726153,16.3476292554309,0.671390278600013,147.022055155645,2.0942663666878,1.51203953553063,4.1283331489,31.7901129953372,0.202660966333188,0.761567505993797,0.572150733736473,0.330645689736559,0.214505286299578,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",-0.22184875,2.07,21.12149747,3.52844112058553,0.688245056037687,-11.7501506617769,2.07200023240372,1.1508168391544,1.68684,-5.744727495,0.0492168678765625,4.2849,446.117655375216,12.4498967414389,0.473681257160319,138.066040574456,4.29318496308107,1.32437939728132,2.8454291856,33.001893991809,0.169579312058566,0.757387656625762,0.584210347475989,0.325900826943233,0.23190417322543,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
"130420A",0.531478917,1.52,20.79265849,4.259019,1.1,-12.8688,2.091666958,1.028031,2.29559,-5.148741651,0.282469839215493,2.3104,432.334647081769,18.139242842361,1.21,165.60601344,4.37507066318897,1.056847736961,5.2697334481,26.5095405887422,0.0412728533350444,0.066378,0.095952,0.061396,0.06,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",2.519827994,1.21,20.99021494,4.420737,0.72,-11.2664,2.211734423,1.271343,1.78644,-3.508638306,6.34953311934606,1.4641,440.589123227399,19.542915623169,0.5184,126.93176896,4.89176915788314,1.616313023649,3.1913678736,12.3105427623305,0.03343969322178,0.006123,0.006768,0.007333,0.01,0.00420285,0.02,0.006035512,"130427A",1,0.6299569985,0.3025,5.247553735,1.10518425,0.18,-2.8166,0.55293360575,0.31783575,0.44661,-0.8771595765,0.34,0.127104798364808
"130511A",0.113943352,1.35,21.01365445,3.53399717713957,0.771169428043196,-12.1882986178892,0.73479983,1.05604117740388,2.06879,-6.657577319,0.0129830874649959,1.8225,441.573673344005,12.4891360480304,0.59470228674847,148.55462319884,0.539930790168029,1.11522296837257,4.2798920641,44.3233357584632,0.176931769551824,0.772627725233943,0.590338994046999,0.343663156599615,0.223690786657802,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",0.447158031,1.8,21.19799139,4.05560463238847,0.787871133023514,-12.2605578838291,2.309630167,1.07356269261655,2.0604,-5.040958608,0.199950304687797,3.24,449.354838970514,16.4479289342508,0.620740922251756,150.321279622724,5.33439150831645,1.1525368549781,4.24524816,25.4112636875693,0.0272768817014167,0.793426408408215,0.556994491967008,0.341350623064672,0.214704827081136,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",-0.096910013,1.51,21.35024026,3.28368595930512,0.835253890692776,-11.4394741645096,1.57634135,1.43545757556668,2.08823,-5.853871964,0.00939155061966017,2.2801,455.832759159725,10.7825934793376,0.69764906191742,130.861569160483,2.48485205171982,2.06053845125177,4.3607045329,34.2678169709052,0.0525216608675702,0.826590215343174,0.618558754430295,0.333832730029867,0.217563423473793,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130606A",0.414973348,1.52,20.24962877,4.25,0.83,-12.04,2.441820772,1.71,1.86465,-5.537602002,0.172202879550329,2.3104,410.047465322812,18.0625,0.6889,144.9616,5.96248868257068,2.9241,3.4769196225,30.6650359325544,0.0303226795160044,0.09,0.05,0.03,0.12,0.029951344,0.12,0.033407268,"130606A",0,0,0,0,0,0,0,0,0,0,0,5.91,0.839478047374198
"130702A",0.697313985603386,1.7069931932884,21.1002489320261,5.07,0.44,-12.13,1.770852012,1.33,1.95922507826468,-5.28621275756824,0.486246794518079,2.91382576193293,445.220504993469,25.7049,0.1936,147.1369,3.13591684840445,1.7689,3.83856290730124,27.9440453182772,0.0179615292332226,0.02,0.01,0.02,0.09,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,0.174328496400846,0.4267482983221,5.27506223300653,1.2675,0.11,-3.0325,0.442713003,0.3325,0.48980626956617,-1.32155318939206,0.15,0.0606978403536116
