"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_bias_idx","best_bias_val","n_candidates","n_survivors","minutes","best_r_formula"
44,1120,0.2828,1120,1.3063,3145,-0.1994,17,9,2.8,"Response ~  (GammaSqr+log10Ta_optSqr+log10PeakFluxSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta+log10Ta_opt+Gamma+PhotonIndexSqr+log10NHSqr+Beta_optSqr+log10TaSqr"
45,1018,0.5708,1018,1.121,983,0.0018,17,9,2.7,"Response ~  (log10Ta_optSqr+log10TaSqr+Beta_opt+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+Beta_optSqr+GammaSqr"
46,9218,0.4161,2845,1.2661,3232,-0.1499,17,9,2.7,"Response ~  (log10Ta_optSqr+Beta_optSqr+log10NHSqr+log10PeakFluxSqr+log10Ta+Beta_opt+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta_opt+Gamma+PhotonIndexSqr+log10TaSqr+GammaSqr"
47,2034,0.6385,2034,1.2131,1245,-0.325,17,9,2.7,"Response ~  (log10TaSqr+Beta_optSqr+log10PeakFluxSqr+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Beta_opt+log10Ta_opt+Gamma+PhotonIndexSqr+log10NHSqr+log10Ta_optSqr+GammaSqr"
48,2876,0.4983,764,1.1282,1466,-0.0308,17,9,2.7,"Response ~  (log10Ta_optSqr+Beta_optSqr+log10NHSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+GammaSqr"
49,85,0.3933,85,1.2485,2436,-0.0238,17,9,2.7,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr)^2+log10PeakFlux+PhotonIndex+log10NH+Beta_opt+log10Ta+log10Ta_opt+Gamma+log10NHSqr+Beta_optSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
50,658,0.5711,658,1.0681,658,0.0014,17,9,2.7,"Response ~  (Beta_optSqr+PhotonIndexSqr+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Beta_opt+log10Ta_opt+Gamma+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
51,1302,0.453,1302,1.0963,4158,-0.3659,17,9,2.7,"Response ~  (log10Ta_optSqr+log10NHSqr+Gamma+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Beta_opt+log10Ta_opt+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+log10TaSqr+GammaSqr"
52,5788,0.4626,5788,1.1931,2479,-5e-04,17,9,2.7,"Response ~  (Beta_optSqr+log10NHSqr+log10PeakFluxSqr+log10Ta_opt+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+Gamma+PhotonIndexSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
53,6440,0.409,6440,1.4603,2719,-0.0969,17,9,2.7,"Response ~  (GammaSqr+log10Ta_optSqr+log10TaSqr+log10NHSqr+log10PeakFluxSqr+log10Ta_opt)^2+log10PeakFlux+PhotonIndex+log10NH+Beta_opt+log10Ta+Gamma+PhotonIndexSqr+Beta_optSqr"
54,976,0.6485,976,1.2496,212,-0.243,17,9,2.8,"Response ~  (log10Ta_opt+log10Ta+Beta_opt+log10NH)^2+log10PeakFlux+PhotonIndex+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+Beta_optSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
55,2806,0.7109,2806,1.1043,1405,-0.1566,17,9,2.8,"Response ~  (log10Ta_optSqr+Gamma+log10Ta_opt+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+Beta_optSqr+log10TaSqr+GammaSqr"
56,4345,0.4204,1575,1.4142,496,8e-04,17,9,2.8,"Response ~  (GammaSqr+log10TaSqr+Gamma+log10Ta+Beta_opt+log10PeakFlux)^2+PhotonIndex+log10NH+log10Ta_opt+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+Beta_optSqr+log10Ta_optSqr"
57,1079,0.4875,1079,1.001,11574,-0.0045,17,9,2.8,"Response ~  (log10TaSqr+Beta_optSqr+log10Ta_opt+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10Ta_optSqr+GammaSqr"
58,1230,0.5439,1230,1.3223,840,0.0015,17,9,2.8,"Response ~  (GammaSqr+PhotonIndexSqr+log10PeakFluxSqr+Beta_opt)^2+log10PeakFlux+PhotonIndex+log10NH+log10Ta+log10Ta_opt+Gamma+log10NHSqr+Beta_optSqr+log10TaSqr+log10Ta_optSqr"
59,8047,0.4331,7530,1.423,1066,-0.0198,17,9,2.9,"Response ~  (log10Ta_optSqr+log10TaSqr+Beta_optSqr+log10NHSqr+log10Ta_opt+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Beta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+GammaSqr"
60,1101,0.4428,1101,1.3655,3352,-0.2708,17,9,2.8,"Response ~  (log10Ta_optSqr+Beta_optSqr+Gamma+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta+log10Ta_opt+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10TaSqr+GammaSqr"
61,1879,0.3172,1879,1.1904,5655,-0.0292,17,9,2.8,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Ta+Beta_opt+log10PeakFlux)^2+PhotonIndex+log10NH+log10Ta_opt+Gamma+log10PeakFluxSqr+log10NHSqr+Beta_optSqr+log10Ta_optSqr+GammaSqr"
