"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_bias_idx","best_bias_val","n_candidates","n_survivors","minutes","best_r_formula"
28,4349,0.241,4349,1.2284,4151,0.0022,17,9,2.7,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta+Beta_opt+log10PeakFlux)^2+PhotonIndex+log10NH+log10Ta_opt+Gamma+log10NHSqr+Beta_optSqr+log10Ta_optSqr+GammaSqr"
29,2898,0.4609,129,1.0838,182,-0.0018,17,9,2.7,"Response ~  (log10Ta_optSqr+log10NHSqr+Gamma+log10Ta_opt+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+log10TaSqr+GammaSqr"
30,6120,0.5162,6120,1.2116,1575,-0.369,17,9,2.8,"Response ~  (GammaSqr+log10Ta_optSqr+log10NHSqr+log10PeakFluxSqr+log10Ta+Beta_opt)^2+log10PeakFlux+PhotonIndex+log10NH+log10Ta_opt+Gamma+PhotonIndexSqr+Beta_optSqr+log10TaSqr"
31,3032,0.1337,5714,1.463,5714,-0.0083,17,9,2.8,"Response ~  (GammaSqr+log10NHSqr+log10Ta_opt+log10Ta+Beta_opt)^2+log10PeakFlux+PhotonIndex+log10NH+Gamma+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+log10TaSqr+log10Ta_optSqr"
32,667,0.5386,667,1.0012,941,-0.091,17,9,2.8,"Response ~  (log10Ta_optSqr+Beta_optSqr+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Beta_opt+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10TaSqr+GammaSqr"
33,2864,0.5941,2864,1.2254,5831,-0.5801,17,9,2.7,"Response ~  (GammaSqr+log10Ta_optSqr+log10PeakFluxSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta_opt+Gamma+PhotonIndexSqr+log10NHSqr+Beta_optSqr+log10TaSqr"
34,496,0.624,1056,1.1772,596,-0.1396,17,9,2.7,"Response ~  (Beta_optSqr+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Beta_opt+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
35,3002,0.4841,3002,1.1761,9849,0.0942,17,9,2.7,"Response ~  (log10Ta_optSqr+log10TaSqr+Beta_optSqr+PhotonIndexSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta+log10Ta_opt+Gamma+log10PeakFluxSqr+log10NHSqr+GammaSqr"
36,258,0.5579,258,1.1105,424,0.1511,17,9,2.7,"Response ~  (log10Ta_optSqr+Beta_opt+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+Beta_optSqr+log10TaSqr+GammaSqr"
37,2845,0.6891,2845,1.4015,6315,-0.3766,17,9,2.6,"Response ~  (log10Ta_optSqr+Beta_optSqr+Gamma+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta_opt+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10TaSqr+GammaSqr"
38,1280,0.6395,1280,1.1268,1280,-0.0114,17,9,2.7,"Response ~  (log10TaSqr+log10NHSqr+log10Ta_opt+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Beta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+log10Ta_optSqr+GammaSqr"
39,1137,0.5161,1137,1.0623,2652,-0.0241,17,9,2.7,"Response ~  (log10Ta_optSqr+log10TaSqr+Beta_optSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+log10Ta+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+GammaSqr"
40,3270,0.4254,334,0.9289,9179,-7e-04,17,9,2.6,"Response ~  (log10Ta_optSqr+log10TaSqr+log10NHSqr+log10Ta_opt+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Beta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+GammaSqr"
41,3232,0.3179,3232,1.2998,3232,-0.1063,17,9,2.7,"Response ~  (Beta_optSqr+log10NHSqr+Gamma+log10Ta_opt+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Beta_opt+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
42,681,0.3415,681,1.4778,6864,-0.532,17,9,2.8,"Response ~  (Beta_optSqr+log10PeakFluxSqr+log10Ta_opt+log10PeakFlux)^2+PhotonIndex+log10NH+Beta_opt+log10Ta+Gamma+PhotonIndexSqr+log10NHSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
43,144,0.4013,144,1.221,666,-0.101,17,9,2.9,"Response ~  (Beta_optSqr+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Beta_opt+log10Ta_opt+Gamma+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10TaSqr+log10Ta_optSqr+GammaSqr"
