"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_bias_idx","best_bias_val","n_candidates","n_survivors","minutes","best_r_formula"
84,2055,0.6299,2055,1.2624,4184,-0.0146,17,9,6.1,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+Beta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+BetaSqr"
85,1348,0.6004,1348,0.9214,1699,-9e-04,15,8,6.1,"Response ~  (BetaSqr+log10NHSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Beta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr"
86,7331,0.4212,9349,1.2765,9349,-0.0731,14,7,5.8,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+Beta+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+BetaSqr"
87,1922,0.5869,1922,1.219,8123,-0.2096,17,9,5.1,"Response ~  (log10TaSqr+log10NHSqr+Alpha+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+log10FaSqr+AlphaSqr"
88,1902,0.3902,1902,1.1897,3202,-0.0204,17,9,4.6,"Response ~  (BetaSqr+log10NHSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr"
89,605,0.6825,605,1.1866,605,0,17,9,2.9,"Response ~  (BetaSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr"
90,3129,0.3621,3129,1.3198,4502,-0.2404,17,9,3.5,"Response ~  (AlphaSqr+BetaSqr+log10NHSqr+log10Fa+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr"
91,11837,0.3801,11376,1.1745,9318,-0.1041,15,8,4.4,"Response ~  (AlphaSqr+BetaSqr+log10TaSqr+log10NHSqr+Alpha+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Beta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr"
92,1818,0.6919,1818,1.0711,3905,-0.209,14,7,4.5,"Response ~  (log10FaSqr+BetaSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Beta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
93,1584,0.4004,1584,1.2169,10502,-0.019,16,8,4.6,"Response ~  (log10FaSqr+Alpha+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+BetaSqr+AlphaSqr"
94,5329,0.4454,4241,1.1744,4446,0.1519,15,8,5.2,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+BetaSqr+log10FaSqr"
95,1975,0.5352,1975,1.2567,3959,0.3416,16,8,6.1,"Response ~  (AlphaSqr+log10FaSqr+BetaSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Beta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr"
96,1584,0.5495,1584,1.0695,3981,-0.1681,16,8,6.1,"Response ~  (log10FaSqr+Alpha+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+BetaSqr+AlphaSqr"
97,6150,0.6425,6150,1.1259,6150,-0.2492,17,9,6.1,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+Alpha+log10Fa+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+AlphaSqr"
98,3790,0.6656,6748,1.075,3684,-0.2858,15,8,6.1,"Response ~  (log10FaSqr+log10NHSqr+Alpha+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+BetaSqr+AlphaSqr"
99,3525,0.3913,3767,1.188,9361,0.062,17,9,6.1,"Response ~  (AlphaSqr+log10Fa+Beta+PhotonIndex+log10PeakFlux+log10NH)^2+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+BetaSqr+log10FaSqr"
100,1261,0.5807,1261,0.9782,3638,-0.0864,17,9,6.2,"Response ~  (log10NHSqr+Alpha+log10Fa+Beta)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+BetaSqr+log10FaSqr+AlphaSqr"
