"","log10NH","log10PeakFlux","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","log10Ta_opt","Beta","log10Fa_opt","Alpha_opt","Beta_opt","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","log10Ta_optSqr","BetaSqr","log10Fa_optSqr","Alpha_optSqr","Beta_optSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","log10Ta_opt","PhotonIndex_opt","log10Fa_opt","Alpha_opt","log10T90_opt","log10Ta_opt_opt","Beta_opt","log10Fa_opt_opt","Alpha_opt_opt","Beta_opt_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"140423A",21.81946365,0.322219295,3.90552,1.33,-10.85078089,1.18974,2.127104798,4.460403,0.77,-12.6,1.67,1,2.06486,-5.026872146,476.088993973671,0.103825274070297,15.2530864704,1.7689,117.739445922789,1.4154812676,4.52457482167462,19.895194922409,0.5929,158.76,2.7889,1,4.2636468196,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.026476,0.02,0.052941,0,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,0.397940009,4.14388,2,-11.36251027,0.875171,2.239549721,0,1.03,0,0,0,2.15785,-5.958607315,469.934380285984,0.15835625076292,17.1717414544,4,129.106639635855,0.765924279241,5.01558295283118,0,1.0609,0,0,0,4.6563166225,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0,0,0,0,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.037426498,3.30686,1.68,-9.903089987,0.948932,2.045714059,0,0.9,0,0,0,1.74751,-5.552841969,476.009590583442,1.07625373875254,10.9353230596,2.8224,98.0711912906197,0.900471940624,4.18494601119025,0,0.81,0,0,0,3.0537912001,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0,0,0,0,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,0.204119983,3.58709,1.59,-11.09770006,1.40649,1.17092730333444,0,0.86,0,0,0,1.93407,-5.920818754,436.870504251025,0.0416649674599203,12.8672146681,2.5281,123.158946621724,1.9782141201,1.37107074969406,0,0.7396,0,0,0,3.7406267649,35.0560947177181,0.151511196244019,0.08395,0.088715,0.10418,0.22,0,0,0,0,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,0.832508913,3.53686,1.45,-9.504455662,1.25134,2.189770956,0,0.871,0,0,0,1.84304,-4.853871964,454.893948187355,0.693071090224441,12.5093786596,2.1025,90.3346774309239,1.5658517956,4.79509683974115,0,0.758641,0,0,0,3.3967964416,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0,0,0,0,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0,3.77824,0.92,-11.31158018,1.64981,1.781755375,0,0.94,0,0,0,1.93772,-6,504.51851145707,0,14.2750974976,0.8464,127.951846168569,2.7218730361,3.17465221634139,0,0.8836,0,0,0,3.7547587984,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0,0,0,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",21.70983536,-1.4317581319867,3.70006,1.5,-10.9589,1.35595,2.857332496,0,0.83,0,0,0,1.77015,-5.886056648,471.316951358306,2.04993134851004,13.6904440036,2.25,120.09748921,1.8386004025,8.16434899269759,0,0.6889,0,0,0,3.1334310225,34.645662863465,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0,0,0,0,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",21.74269921,0.62324929,2.85608,1.86,-9.847711656,1.16056,1.62324929,0,0.815,0,0,0,1.95996,-5.619788758,472.744968936535,0.388439677485504,8.1571929664,3.4596,96.9774248597183,1.3468995136,2.6349382574855,0,0.664225,0,0,0,3.8414432016,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0,0,0,0,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",20.8744034307407,0.574153872694756,3.89817861950855,1.83370502309806,-10.7821681256039,1.07063438469335,0.84509804,4.204885,0.89367135161901,-12.7942,0.861959,0.67,2.01128440967262,-6.05905855564194,435.740718589319,0.329652669530386,15.1957965495936,3.36247411173506,116.255149488789,1.14625798568771,0.714190697211842,17.681057863225,0.798648484704548,163.69155364,0.742973317681,0.4489,4.04526497659214,36.7121905806978,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.036239,0.047598,0.016398,0.16,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,5.21860085768517,0.143538468173689,0.974544654877137,0.458426255774515,-2.69554203140097,0.267658596173337,0.21127451,1.05122125,0.223417837904753,-3.19855,0.21548975,0.1675,0.502821102418155,-1.51476463891048,1.32,0.3654879848909
"140907A",21.4811071,0.397940009,3.89032374824568,1.72,-10.6362007326642,1.09833677966549,1.898725182,4.201713,0.96432683108105,-12.4311,0.985034,1,2.00735,-5.366531544,461.43796224167,0.15835625076292,15.1346188661643,2.9584,113.128766025526,1.20634368156596,3.60515731676093,17.654392134369,0.92992623714282,154.53224721,0.970291981156,1,4.0294540225,28.799660812747,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.052537,0.073581,0.036083,0.07,0.020199743,0.07,0.034743559,"140907A",1,5.370276775,0.09948500225,0.97258093706142,0.43,-2.65905018316605,0.274584194916372,0.4746812955,1.05042825,0.241081707770262,-3.107775,0.2462585,0.25,0.5018375,-1.341632886,1.21,0.344392273685111
"141004A",21.49730845,0.785329835,3.30337,1.86,-10.61083392,1.54959,0.593286067,0,1.08,0,0,0,1.79496,-6.173925197,462.134270594441,0.616742949741127,10.9122533569,3.4596,112.589796477823,2.4012291681,0.351988357296328,0,1.1664,0,0,0,3.2218814016,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0,0,0,0,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,-0.045757491,5.76634,1.73,-12.65757732,2.33322,2.74028372,5.172418,0.82,-12.92,2.29,0.7,1.93447,-5.27572413,466.383206495257,0.00209374798261508,33.2506769956,2.9929,160.214263611778,5.4439155684,7.50915486609704,26.753907966724,0.6724,166.9264,5.2441,0.49,3.7421741809,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0,0,0,0,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.949390007,2.77561,0.62,-9.872830386,1.42066,0.857935265,0,1.1,0,0,0,1.80565,-5.585026652,461.63720081983,0.90134138539146,7.7040108721,0.3844,97.4727798307249,2.0182748356,0.73605291893062,0,1.21,0,0,0,3.2603719225,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0,0,0,0,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",21.46788768,0.491361694,3.37013086495872,1.74,-10.2215269676276,1.60707581559569,1.567026366,2.813159,0.783117928751997,-11.3914,1.248584,0.26,2.22288,-5.677780705,460.870201441096,0.24143631433055,11.3577820469474,3.0276,104.479613549938,2.58269267707255,2.45557163173917,7.913863559281,0.613273690332818,129.76399396,1.558962005056,0.0676,4.9411954944,32.2371937340703,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.019721,0.020312,0.033612,0.09,0.02068069,0.08,0.028018999,"141221A",1,5.36697192,0.1228404235,0.84253271623968,0.435,-2.5553817419069,0.401768953898922,0.3917565915,0.70328975,0.195779482187999,-2.84785,0.312146,0.065,0.55572,-1.41944517625,1.45,0.389166084364532
"150120B",21.52664292,0.079181246,3.39431,2.2,-10.79048499,1.17705,2.01762288488796,0,0.92,0,0,0,2.01678,-6.26760624,463.396355405186,0.00626966971811252,11.5213403761,4.84,116.434566319415,1.3854467025,4.07080210562361,0,0.8464,0,0,0,4.0674015684,39.2828879796869,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0,0,0,0,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.58546073,2.49217,1.08,-8.609064893,1.19079,1.169968174,0,0.73,0,0,0,1.84772,-4.657577319,484.754905131075,2.51368572637213,6.2109113089,1.1664,74.1159983318851,1.4179808241,1.36882552817289,0,0.5329,0,0,0,3.4140691984,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0,0,0,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",21.69269626,0.73239376,3.65434471145541,1.85,-10.9021315922178,0.908848650408785,2.174931594,3.67566,0.943169597440024,-13.0735,0.561833,1.1,2.0639,-5.214670165,470.573071028618,0.536400619686938,13.3542352701421,3.4225,118.856473254033,0.82600586934987,4.73032743857938,13.5104764356,0.889568889535177,170.91640225,0.315656319889,1.21,4.25968321,27.1927849297411,0.204728382319217,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.057188,0.12415,0.05679,0.21,0.014239163,0.07,0.024127471,"150323A",1,5.423174065,0.18309844,0.913586177863853,0.4625,-2.72553289805445,0.227212162602196,0.5437328985,0.918915,0.235792399360006,-3.268375,0.14045825,0.275,0.515975,-1.30366754125,0.593,0.202215775801131
"150403A",21.79039707,1.245512668,3.19694,1.23,-8.821023053,1.24471,1.611723308,0,0.679,0,0,0,1.70996,-4.769551079,474.821404468265,1.55130180614848,10.2204253636,1.5129,77.8104477015574,1.5493029841,2.59765202155046,0,0.461041,0,0,0,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0,0,0,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",22.340573,-1.49776679460977,2.95174,2.1,-8.853871964,1.82628,2.23578087,0,0.848,0,0,0,2.21622,-6.102372909,499.101201968329,2.24330537103562,8.7127690276,4.41,78.3910487549052,3.3352986384,4.99871609865796,0,0.719104,0,0,0,4.9116310884,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0,0,0,0,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",20.842422,0.041392685,3.51771388172789,1.42,-10.028173056177,1.55231279943846,2.049992857,2.99,0.877063504718567,-10.88,1.239,0.53,1.78547,-5.318758763,434.406554826084,0.00171335437150922,12.3743109537011,2.0164,100.564254844634,2.40967502730047,4.20247071375102,8.9401,0.769240391309216,118.3744,1.535121,0.2809,3.1879031209,28.2891947789893,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.03,0.025,0.008,0.14,0.036191207,0.12,0.157925266,"150910A",1,5.2106055,0.01034817125,0.879428470431972,0.355,-2.50704326404425,0.388078199859615,0.51249821425,0.7475,0.219265876179642,-2.72,0.30975,0.1325,0.4463675,-1.32968969075,1.3585,0.372635880581721
"151021A",22.33647975,0.986771734,3.15765,1.57,-9.642065153,1.33346,2.042181595,0,1.27,0,0,0,1.96079,-4.552841969,498.91832762216,0.973718455021367,9.9707535225,2.4649,92.9694204146969,1.7781155716,4.17050566695674,0,1.6129,0,0,0,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0,0,0,0,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,0.832508913,3.99907,1.72,-9.935542011,1.74508,2.11290649,0,0.9235,0,0,0,2.00612,-5.107905397,468.755620322057,0.693071090224441,15.9925608649,2.9584,98.7149950523459,3.0453042064,4.46437383548412,0,0.85285225,0,0,0,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0,0,0,0,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",21.80952201,0.204119983,3.06337,1.99,-10.72815839,1.07478,1.250420002,0,1.015,0,0,0,2.20942,-6.508638306,475.655250304674,0.0416649674599203,9.3842357569,3.9601,115.093382440927,1.1551520484,1.56355018140168,0,1.030225,0,0,0,4.8815367364,42.3623725983306,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0,0,0,0,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",20.95374423,-0.705929807788426,4.10299,1.73,-11.74958,0.973333,0.697062187810827,0,0.64,0,0,0,1.83834,-6.4710833,439.059397256258,0.498336893524204,16.8345269401,2.9929,138.0526301764,0.947377128889,0.485895693675617,0,0.4096,0,0,0,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0,0,0,0,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",21.83430305,0.079181246,3.8244,1.77,-11.17263073,0.798663,1.079181246,0,1.02,0,0,0,2.2054,-6.214670165,476.736789679239,0.00626966971811252,14.62603536,3.1329,124.82767742894,0.637862587569,1.16463216171811,0,1.0404,0,0,0,4.86378916,38.6221252597411,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0,0,0,0,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",21.680967,0.806179974,3.90646799007419,1.24,-10.1402382808885,1.34470969546612,2.511883361,4.001806,0.999872847441857,-11.1733,1.287451,0.97,2.02332,-4.690369833,470.064330055089,0.649926150478641,15.2604921574743,1.5376,102.824432393197,1.80824416508059,6.30955801926866,16.014451261636,0.999745711051487,124.84263289,1.657530077401,0.9409,4.0938238224,21.9995691703164,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.041241,0.050707,0.038892,0.04,0.010644473,0.05,0.020357554,"160131A",1,5.42024175,0.2015449935,0.976616997518547,0.31,-2.53505957022213,0.33617742386653,0.62797084025,1.0004515,0.249968211860464,-2.793325,0.32186275,0.2425,0.50583,-1.17259245825,0.972,0.294906910605192
"160203A",22.0158332,0.113943352,3.66139836,1.93,-11.36754271,1.146279559,1.305351369,0,0.61,0,0,0,1.75592,-5.920818754,484.696911490222,0.0129830874649959,13.4058379506107,3.7249,129.221027263674,1.31395682738123,1.70394219655017,0,0.3721,0,0,0,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0,0,0,0,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,-0.22184875,4.47751,0.75,-10.99567863,1.10229,2.500373714,0,0.679,0,0,0,1.72551,-5.508638306,458.811957502754,0.0492168678765625,20.0480958001,0.5625,120.904948534239,1.2150432441,6.25186870966215,0,0.461041,0,0,0,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0,0,0,0,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160327A",20.72655851,0.255272505,3.76407,1.84,-11.22402567,1.49693,1.447158031,0,0.78,0,0,0,1.93554,-5.853871964,429.590227668453,0.065164051808975,14.1682229649,3.3856,125.978752240819,2.2407994249,2.0942663666878,0,0.6084,0,0,0,3.7463150916,34.2678169709052,0.143091047665439,0.0673,0.06033,0.1004,0.02,0,0,0,0,0.031021034,0.11,0.048254942,"160327A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0.777426822389311
"160804A",21.30214687,0.462397998,4.38419,1.4,-11.5214335,0.948229,2.15896526,5.07,0.92,-12.13,2.121816,1.01,1.87827,-4.943095149,453.781461271051,0.213811908554408,19.2211219561,1.96,132.743429894922,0.899138236441,4.66113099388687,25.7049,0.8464,147.1369,4.502103137856,1.0201,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0,0,0,0,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",22.18657496,0.462397998,3.65293497107478,1.47,-10.7084252737443,1.35296154832761,1.26245109,3.993669,0.86433343696525,-12.6812,1.360776,0.8,1.83236,-5.721246399,492.244108455699,0.213811908554408,13.3439339029011,2.1609,114.670371843366,1.83050495125304,1.59378275464219,15.949392081561,0.747072290256162,160.81283344,1.851711322176,0.64,3.3575431696,32.7326603580705,0.204728382319217,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.140665,0.162303,0.140234,0.06,0.045715209,0.15,0.089854031,"161014A",1,5.54664374,0.1155994995,0.913233742768695,0.3675,-2.67710631843608,0.338240387081903,0.3156127725,0.99841725,0.216083359241313,-3.1703,0.340194,0.2,0.45809,-1.43031159975,2.823,0.582404298019028
"161023A",21.1872488303853,0.588209791507229,4.0557675450108,1.48429488273099,-10.4189526320604,1.32234382465662,1.643452676,4.55,0.927461443195342,-11.91,1.36,0.66,1.95429741445854,-5.42056598348586,448.899513000663,0.345990758824978,16.4492503791629,2.2031312989014,108.554573949118,1.7485931906075,2.70093669825156,20.7025,0.860184728613987,141.8481,1.8496,0.4356,3.81927838415933,29.382535581324,0.378773543191014,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.05,0.04,0.02,0.08,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,5.29681220759633,0.147052447876807,1.0139418862527,0.371073720682748,-2.6047381580151,0.330585956164155,0.410863169,1.1375,0.231865360798835,-2.9775,0.34,0.165,0.488574353614635,-1.35514149587146,2.71,0.569373909615046
"161108A",21.16074757,-0.22184875,4.69106,1.85,-11.81247928,0.883711,2.021602716,0,0.84,0,0,0,2.00325,-5.958607315,447.777237721261,0.0492168678765625,22.0060439236,3.4225,139.534666740429,0.780945131521,4.08687754133858,0,0.7056,0,0,0,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0,0,0,0,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,0.832508913,4.08464,1.19,-10.74958,1.141,2.099335278,0,1.375,0,0,0,1.92624,-4.698970004,478.61925117215,0.693071090224441,16.6842839296,1.4161,115.5534701764,1.301881,4.40720860945534,0,1.890625,0,0,0,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0,0,0,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161219B",21.16590877,0.72427587,4.0135,1.29,-10.13667714,0.871656,0.84135947,0,0.73,0,0,0,1.86204,-5.823908741,447.995694059963,0.524575535864257,16.10818225,1.6641,102.752223440599,0.759784182336,0.707885757758681,0,0.5329,0,0,0,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0,0,0,0,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170113A",21.4429483,0.041392685,3.70456228209376,0.75,-10.6555753784608,1.23585130778154,1.315130317,3.874501,0.892086952109363,-12.5021,1.095671,0.8,1.81917,-6.173925197,459.800031796473,0.00171335437150922,13.7237817019117,0.5625,113.54128664606,1.52732845494534,1.72956775069252,15.011757999001,0.795819130123773,156.30250441,1.200494940241,0.64,3.3093794889,38.1173523381515,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.110016,0.186127,0.149224,0.04,0.04537405,0.59,0.039481317,"170113A",1,5.360737075,0.01034817125,0.92614057052344,0.1875,-2.6638938446152,0.308962826945385,0.32878257925,0.96862525,0.223021738027341,-3.125525,0.27391775,0.2,0.4547925,-1.54348129925,1.968,0.472463896606989
"170202A",21.7153121,0.672097858,3.77629,1.68,-10.65364703,1.1958,1.664641976,0,1.04,0,0,0,1.99768,-5.48148606,471.554779600406,0.451715530728188,14.2603661641,2.8224,113.500195039828,1.42993764,2.77103290826118,0,1.0816,0,0,0,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0,0,0,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",21.70983536,-0.0335186812736592,3.6300738,1.59,-10.31069114,1.81152426,2.216693599,0,0.612,0,0,0,1.8473,-5.431798276,471.316951358306,0.00112350199432515,13.1774357934464,2.5281,106.310351784474,3.28162014456855,4.91373051184757,0,0.374544,0,0,0,3.41251729,29.5044325111566,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0,0,0,0,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",21.33992622,-0.15490196,4.1513,1.94,-11.06348626,1.37345,2.335257256,0,0.975,0,0,0,1.97351,-5.958607315,455.392451075043,0.0239946172118416,17.23329169,3.7636,122.400728225209,1.8863649025,5.45342645170065,0,0.950625,0,0,0,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0,0,0,0,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",22.27524914,-0.096910013,3.80257,1.95,-11.39577395,1.02082,2.215187969,0,0.99,0,0,0,2.06685,-5.698970004,496.186724249071,0.00939155061966017,14.4595386049,3.8025,129.863663919499,1.0420734724,4.90705773800235,0,0.9801,0,0,0,4.2718689225,32.4782591064918,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0,0,0,0,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",20.90203663,1.08334542328181,3.97664562973259,1.61,-10.4384194263476,1.1343870221961,1.361727836,4.186609,0.980140085273292,-11.9084,0.979571,0.9,1.94001,-5.124938737,436.895135281862,1.17363730614564,15.8137104644713,2.5921,108.960600120351,1.28683391612694,1.85430269933724,17.527694918881,0.960674586759536,141.80999056,0.959559344041,0.81,3.7636388001,26.2649970580032,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.023499,0.035487,0.024256,0.04,0.017371779,0.07,0.0231184496675564,"170607A",1,5.2255091575,0.270836355820453,0.994161407433148,0.4025,-2.6096048565869,0.283596755549025,0.340431959,1.04665225,0.245035021318323,-2.9771,0.24489275,0.225,0.4850025,-1.28123468425,0.557,0.19228861256812
"170705A",21.08891889,1.1430148,3.63746,1.65,-10.18641901,0.774169,2.337059726,0,0.66,0,0,0,1.89159,-5.022276395,444.742499948999,1.30648283301904,13.2311152516,2.7225,103.763132247289,0.599337640561,5.4618481628912,0,0.4356,0,0,0,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0,0,0,0,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",21.06857952,-0.397940009,3.63466850919996,1.76,-10.8847171954828,1.50898967079707,3,4.460403,0.833959919494541,-13.2172,1.851865,0.9,1.84715,-5.552841969,443.885042990563,0.15835625076292,13.2108151717699,3.0976,118.477068425639,2.27704982657225,9,19.895194922409,0.695489147323341,174.69437584,3.429403978225,0.81,3.4119631225,30.8340539326878,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.263786,0.217775,0.533548,0.03,0.046531552,0.17,0.217147241,"170714A",1,5.26714488,-0.09948500225,0.90866712729999,0.44,-2.7211792988707,0.377247417699268,0.75,1.11510075,0.208489979873635,-3.3043,0.46296625,0.225,0.4617875,-1.38821049225,0.793,0.253580289562183
"170903A",21.73970839,0.591064607,4.41384,1.94,-11.26042766,0.971187,1.465382851,0,1.14,0,0,0,2.20256,-5.619788758,472.614920882236,0.349357369648064,19.4819835456,3.7636,126.797231086093,0.943204188969,2.14734690000489,0,1.2996,0,0,0,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0,0,0,0,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171205A",21.77771022,0,5.48376,1.41,-12.42945706,1.13263,2.277379975,0,0.67,0,0,0,1.66173,-5.443697499,474.268662426292,0,30.0716237376,1.9881,154.491402806384,1.2828507169,5.186459550531,0,0.4489,0,0,0,2.7613465929,29.6338424606189,0.0806407286915141,0.0719,0.109545,0.115455,0.01,0,0,0,0,0.036191207,0.14,0.130288345,"171205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368,0.0156949885265181
"171222A",20.02880298,-0.15490196,4.78231,2.07,-12.10957898,0.718496,2.242541428,0,1.34,0,0,0,1.99001,-5.721246399,401.152948811657,0.0239946172118416,22.8704889361,4.2849,146.641903072858,0.516236502016,5.02899205629628,0,1.7956,0,0,0,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0,0,0,0,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",20.61397389,-0.22184875,3.48618230456264,1.66,-10.319749691107,1.30960743681303,1.611723308,3.061361,0.924407817361602,-11.6085,0.97054,0.9,1.9512,-6.119186408,424.935919537602,0.0492168678765625,12.1534670606457,2.7556,106.497233687103,1.71507163855599,2.59765202155046,9.371931172321,0.854529812799241,134.75727225,0.9419478916,0.81,3.80718144,37.4444422958519,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.057564,0.086722,0.036237,0.06,0.062858412,0.22,0.144764827,"180115A",1,5.1534934725,-0.0554621875,0.87154557614066,0.415,-2.57993742277675,0.327401859203257,0.402930827,0.76534025,0.2311019543404,-2.902125,0.242635,0.225,0.4878,-1.529796602,2.487,0.542451947375977
"180205A",21.4933967,0.531478917,3.21372,2.04,-10.30627305,1.09633,1.190331698,0,1.03,0,0,0,1.88733,-6,461.966101703571,0.282469839215493,10.3279962384,4.1616,106.219264181156,1.2019394689,1.41688955126356,0,1.0609,0,0,0,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0,0,0,0,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
