"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_mad_idx","best_mad_val","n_candidates","minutes","best_r_formula"
11,670,0.5387,670,0.1597,1487,0.1108,17,5.3,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
12,497,0.506,497,0.1677,670,0.109,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
13,1759,0.5656,1759,0.1595,3668,0.1068,17,5.4,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
14,2041,0.3587,2041,0.1773,426,0.1286,17,5.5,"Response ~  (log10FaSqr+PhotonIndexSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
15,497,0.5409,497,0.1634,497,0.0897,17,5.7,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
16,145,0.5113,145,0.1484,1532,0.1032,17,6,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
17,145,0.6055,497,0.1576,497,0.0994,17,5.9,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
18,552,0.5218,552,0.1944,2930,0.112,17,5.9,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
19,552,0.4848,353,0.1563,6931,0.0955,17,5.8,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
20,663,0.5222,663,0.1662,663,0.1299,17,5.4,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
21,353,0.429,353,0.1589,663,0.1088,17,5.4,"Response ~  (PhotonIndexSqr+Alpha+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
22,1024,0.6894,1024,0.1512,663,0.0956,17,5.3,"Response ~  (PhotonIndexSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
23,1589,0.4692,1589,0.1891,2023,0.1229,17,5.3,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
24,48,0.5476,48,0.1569,663,0.1091,17,5.4,"Response ~  (log10FaSqr+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
25,67,0.5027,67,0.1787,168,0.1255,17,5.3,"Response ~  (log10FaSqr+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
26,2031,0.5875,2031,0.1683,1598,0.1049,17,5.6,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
27,1589,0.6041,1589,0.1494,1995,0.1032,16,5.9,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
