GRBID	Fbest	T_abest	F_min	F_max	T_amin	T_amax	logT90	logPeakFlux	errorlogPeakFlux	photon_index	errorphotonindex	logNH	T90_err
GRB080218B	-11.3313	3.70035	-11.4156	-11.2471	3.56995	3.83074	0.792391689498254	0.4913616938342727	0.0840569964974036	0.11	2.44	21.643760521623	0.92329843911248
GRB080229A	-9.54636	3.68741	-9.56703	-9.52569	3.66398	3.71084	1.80617997398389	0.7558748556724915	0.0152384028737983	1.91	0.06	21.4152739093529	16
GRB080328	-9.62397	3.21924	-9.66289	-9.58505	3.16983	3.26866	1.95712819767681	0.7403626894942439	0.0236887899219956	1.52	0.04	21.672850290861	1.42857690277162
GRB080409	-11.4191	3.60854	-11.5586	-11.2796	3.4457	3.77137	1.30535136944662	0.568201724066995	0.0352130661002637	2.10	0.2	21.7301828910411	10.2328170104824
GRB080605	-8.99918	2.73047	-9.015	-8.98337	2.71291	2.74803	1.30102999566398	1.2988530764097066	0.0130943059870327	1.11	0.14	21.7380841782878	0.939105951293475
GRB080707	-11.568	4.01305	-11.6534	-11.4827	3.8997	4.12641	1.43296929087441	0.	0.0434294481903252	1.77	0.19	21.5584229460035	6.13460347783576
GRB081126	-9.95186	3.42034	-9.99333	-9.91038	3.36829	3.47239	1.73239375982297	0.568201724066995	0.0234753774001758	1.27	0.06	21.6934587288331	5.85040066050243
GRB081222	-10.7863	4.05592	-10.8488	-10.7238	4.00316	4.10869	1.38021124171161	0.8864907251724818	0.0112803761533312	1.08	0.15	21.472879262713	4
GRB090113	-10.0724	3.04433	-10.1413	-10.0035	2.94916	3.1395	0.959041392321094	0.3979400086720376	0.0347435585522601	1.60	0.1	21.4966792341692	0.900222182982103
GRB090404	-11.1402	4.3431	-11.1753	-11.1051	4.28894	4.39726	1.92427928606188	0.2787536009528289	0.0457152086213949	2.32	0.08	21.5865164166267	13.6181431809718
GRB090407	-11.7256	4.89641	-11.7699	-11.6814	4.85239	4.94043	2.49136169383427	-0.2218487496163564	0.072382413650542	1.73	0.29	21.4704149015271	48.109316858525
GRB090518	-11.0436	3.67955	-11.1011	-10.9861	3.59791	3.76118	0.838849090737255	0.38021124171160603	0.036191206825271	1.54	0.14	21.8471393823925	24.4210112852475
GRB090727	-12.3566	5.35407	-12.4559	-12.2573	5.21857	5.48957	2.48000694295715	-0.3010299956639812	0.0868588963806504	1.24	0.24	21.4201277808955	22.9451398031511
GRB090728	-11.0749	3.64639	-11.1369	-11.0129	3.59735	3.69543	1.77085201164214	0.	0.130288344570976	2.05	0.26	20.9836731865922	17.8473098301119
GRB090807	-11.2763	4.08802	-11.4878	-11.0648	3.96241	4.21363	2.14860265480609	-0.1549019599857432	0.124084137686643	2.25	0.14	21.5072971338106	9.19314047743804
GRB090813	-9.61111	3.00808	-9.64409	-9.57812	2.97521	3.04095	0.851258348719075	0.9294189257142927	0.0306560810755237	1.69	0.12	21.3222399749312	0.565416659857746
GRB090904A	-11.7199	4.37117	-11.7883	-11.6514	4.29275	4.44959	2.08635983067475	0.2787536009528289	0.0457152086213949	2.01	0.1	21.0032700556617	9.36861675253685
GRB100302A	-12.0003	4.23746	-12.079	-11.9216	4.11072	4.3642	1.25285303097989	-0.3010299956639812	0.0868588963806504	1.72	0.19	16.7286215820148	1.67630069013583
GRB100305A	-11.775	4.35979	-11.845	-11.7051	4.31458	4.40501	1.84323277809801	-0.045757490560675115	0.144764827301084	1.27	0.23	21.1651493230937	8.07630802950526
GRB100424A	-8.68223	2.66885	-8.72205	-8.64241	2.6454	2.69231	2.01703333929878	-0.3979400086720376	0.108573620475813	1.83	0.13	21.3018652089066	15.111876277615
GRB100522A	-10.5759	3.86836	-10.6125	-10.5393	3.8129	3.92382	1.54777470538782	0.8512583487190752	0.0183504710663346	1.89	0.08	21.6868694388793	16
GRB100606A	-8.53703	2.19646	-8.65279	-8.42128	2.11336	2.27957	2.68124123737559	0.2041199826559248	0.108573620475813	1.35	0.1	21.2663281435841	144
GRB100725A	-9.86238	2.52661	-10.1712	-9.55351	2.46117	2.59204	2.14921911265538	-0.1549019599857432	0.0620420688433217	1.23	1.86536	21.0351334362852	26.6855793227588
GRB100725B	-11.0882	4.41393	-11.1369	-11.0396	4.35682	4.47104	2.30102999566398	0.38021124171160603	0.0180956034126355	1.89	0.06	21.6870507065163	25.9666370298428
GRB100727A	-11.2837	4.2408	-11.3637	-11.2038	4.12444	4.35716	1.92427928606188	0.07918124604762482	0.036191206825271	1.81	0.13	21.3704224093627	13.0586939494838
GRB100802A	-12.205	4.8136	-12.2881	-12.122	4.59728	5.02992	2.68752896121463	-0.045757490560675115	0.0482549424336946	1.85	0.1	21.0705952537691	26.4194649626413
GRB101011A	-9.66783	2.23005	-9.82756	-9.50811	2.14366	2.31644	1.85430604180108	0.11394335230683679	0.0668145356774233	1.24	0.14	21.1476763242411	18.5808904171171
GRB101024A	-10.4259	3.43724	-10.464	-10.3877	3.39373	3.48075	1.2718416065365	0.7403626894942439	0.0157925266146637	1.15	0.31	20.9146408720964	0.488491546585049
GRB110102A	-10.4417	4.06295	-10.4651	-10.4183	4.0381	4.08781	2.42160392686983	0.9242792860618817	0.0155105172108304	1.60	0.04	21.1999717221478	5.09061884640017
GRB110201A	-9.38832	2.8541	-9.53723	-9.23941	2.64739	3.06081	1.11394335230684	0.04139268515822508	0.0394813165366593	1.09	0.11	21.4481077867832	2.28123211973421
GRB110208A	-11.4309	3.31036	-11.5302	-11.3317	3.13233	3.48839	1.57287160220048	-0.2218487496163564	0.072382413650542	2.08	0.31	20.7561026100651	7.9086787835079
GRB110312A	-11.0279	4.1347	-11.0918	-10.9641	4.0062	4.26321	1.45788189673399	0.07918124604762482	0.108573620475813	2.32	0.26	21.6134707695839	7.10696333975949
GRB110315A	-9.65017	2.90525	-9.71547	-9.58486	2.82513	2.98537	1.88649072517248	0.2304489213782739	0.0510934684592061	1.77	0.08	21.4240331176752	11.8127735561507
GRB110318B	-10.6991	3.39365	-10.8565	-10.5416	3.13859	3.64872	0.681241237375587	-0.1549019599857432	0.0620420688433217	1.09	0.17	21.7707850220727	0.56483621211635
GRB110319A	-10.6395	3.34438	-10.7054	-10.5736	3.26622	3.42254	1.28555730900777	0.3424226808222063	0.0394813165366593	1.31	0.43	20.985032421261	1.61819281108566
GRB110402A	-12.0969	4.12739	-12.2781	-11.9156	4.01348	4.2413	1.78461729263288	0.6127838567197355	0.0741478383737259	1.59	0.17	20.8487936282468	6.93581545664705
GRB110411A	-10.7226	3.97634	-10.8192	-10.6259	3.83947	4.11321	1.90471554527868	0.11394335230683679	0.0668145356774233	1.51	0.31	22.0403728707594	5.30609654362747
GRB110414A	10.7304	3.69168	-10.9137	-10.5472	3.58272	3.80064	2.18184358794477	0.04139268515822508	0.118443949609978	1.70	0.14	21.5938944285243	73.1710325197069
GRB110420A	-10.3969	3.75189	-10.4416	-10.3522	3.70938	3.79439	1.07188200730613	1.146128035678238	0.0279189309794948	2.30	0.07	21.1500069040069	1.33804779251485
GRB110530A	-11.1955	3.83408	-11.2482	-11.1427	3.75544	3.91271	1.29225607135648	-0.3979400086720376	0.108573620475813	2.06	0.24	21.3858367638158	15.5237624408228
GRB110610A	-10.0085	3.10642	-10.0839	-9.93313	2.99638	3.21647	1.66651798055488	0.6232492903979004	0.0206806896144406	1.51	0.05	21.9789224305269	5.75076100492169
GRB110801A	-10.366	3.50689	-10.4497	-10.2822	3.43566	3.57812	2.5854607295085	0.04139268515822508	0.0789626330733185	1.84	0.1	21.3905023625177	8.96954068200079
GRB110820A	-11.9925	4.70932	-12.2205	-11.7645	4.4689	4.94975	2.40823996531185	-0.3979400086720376	0.108573620475813	1.92	0.28	21.7001635411957	8.74726584150895
GRB111107A	-11.3845	3.50884	-11.4878	-11.2812	3.34655	3.67113	1.42488163663107	0.07918124604762482	0.072382413650542	1.49	0.14	21.5667520502364	6.6125505253912
GRB111121A	-10.4143	3.3955	-10.5383	-10.2903	3.25343	3.53757	2.07554696139253	0.8512583487190752	0.0183504710663346	1.66	0.12	21.5516865996055	21.4402925626757
GRB111129A	-10.5301	3.4323	-10.5742	-10.486	3.37826	3.48634	0.880813592280791	-0.045757490560675115	0.0965098848673893	2.56	0.38	21.2732976492781	1.14318327726811
GRB120102A	-10.0397	3.80062	-10.1285	-9.95087	3.72425	3.87699	1.58771096501891	1.0128372247051722	0.0168658051224564	1.59	0.05	21.4339185723075	3.47558575518052
GRB120116A	-10.8231	3.46641	-10.8916	-10.7546	3.33106	3.60177	1.61278385671974	0.6127838567197355	0.0317776450173111	1.31	0.41	21.1083004429334	4.13373632343684
GRB120119A	-9.53847	2.93291	-9.58788	-9.48906	2.85231	3.01351	2.40449161775869	1.0128372247051722	0.0126493538418423	1.38	0.04	22.0220281244648	24.4826720940004
GRB120211A	-11.7685	4.12098	-11.9194	-11.6176	3.94793	4.29402	1.79028516403324	-0.3010299956639812	0.173717792761301	1.50	0.22	20.5834866962566	6.15509932974362
GRB120213A	-10.2817	3.80607	-10.6005	-9.96298	3.6383	3.97385	1.68930885912362	0.2304489213782739	0.025546734229603	2.37	0.09	21.2745547700684	12.7803794789734
GRB120215A	-10.2817	3.80607	-10.6005	-9.96298	3.6383	3.97385	1.42324587393681	-0.2218487496163564	0.072382413650542	1.62	0.22	20.9743960804097	8.50432734691697
GRB120224A	-10.5659	3.93181	-10.6509	-10.4809	3.86067	4.00295	0.910090545594068	-0.045757490560675115	0.0965098848673893	2.25	0.36	21.5104712811198	2.10520116432153
GRB120308A	-10.5768	3.93915	-10.6639	-10.4896	3.86598	4.01233	1.78247262416629	0.7781512503836435	0.0072382413650542	1.71	0.13	20.7536382038973	17.1355564828552
GRB120324A	-10.5957	3.9494	-10.6854	-10.506	3.87791	4.02088	2.07188200730613	0.7708520116421442	0.014721846844178	1.34	0.04	22.050269911888	9.59318427639077
GRB120326A	-11.9574	5.31014	-12.1521	-11.7627	5.2289	5.39138	1.84260923961056	0.6627578316815741	0.0188823687784023	1.41	0.34	21.5428316488986	8.3293170973786
GRB120701A	-10.0266	2.75708	-10.1374	-9.9158	2.62317	2.891	1.13987908640124	0.2041199826559248	0.0542868102379065	1.05	0.1	21.2091261201048	0.685521691838888
GRB120703A	-10.1351	3.20671	-10.1772	-10.0931	3.14763	3.2658	1.40140054078154	1.021189299069938	0.0165445516915524	1.51	0.06	21.1449942893595	4.28224241823782
GRB120728A	-10.6692	3.21922	-10.866	-10.4723	2.90747	3.53097	1.34360550810417	0.38021124171160603	0.0904780170631775	1.79	0.13	21.714329759749	2.59457896177031
GRB120927A	-10.5667	3.51032	-10.6417	-10.4916	3.43593	3.58471	1.63346845557959	0.2041199826559248	0.0542868102379065	0.63	0.38	21.4414814698903	18.8572639594741
GRB121123A	-11.3875	4.43356	-11.531	-11.2439	4.32374	4.54339	2.50105926221775	0.414973347970818	0.0334072678387117	0.96	0.2	20.7584031522204	13.8670995923469
GRB121209A	-9.86315	3.27553	-9.98028	-9.74603	3.17008	3.38099	1.63042787502502	0.5314789170422551	0.0383201013444046	1.43	0.08	21.7181835326131	2.04418786715703
GRB121217A	-10.8368	4.50576	-10.8692	-10.8044	4.47045	4.54107	2.89097959698969	0.25527250510330607	0.0241274712168473	1.53	0.08	21.6003031960224	16.1585826231588
GRB130131A	-11.3112	3.64265	-11.3739	-11.2486	3.55555	3.72976	1.71264970162721	-0.1549019599857432	0.0620420688433217	2.12	0.32	21.4328234331816	2.44209745843414
GRB130211A	-13.0315	5.16051	-13.1603	-12.9028	4.96958	5.35143	1.39967372148104	-0.1549019599857432	0.124084137686643	1.81	0.24	21.3344712762284	6.40130267546355
GRB130427B	-11.2077	3.91798	-11.283	-11.1324	3.85314	3.98283	1.43136376415899	0.47712125471966244	0.0579059309204336	1.64	0.15	20.6478971480755	8.45389189457727
GRB130504A	-10.2688	3.7513	-10.3222	-10.2154	3.7109	3.79169	1.69897000433602	-0.045757490560675115	0.0965098848673893	0.52	0.68	22.2632927574534	25.3356602599086
GRB130527A	-9.93338	3.25596	-10.0128	-9.85399	3.1844	3.32751	1.64345267648619	1.3031960574204888	0.030249366898734	1.25	0.05	21.1632478673251	15.6084166746223
GRB130528A	-10.9087	3.9777	-11.0022	-10.8151	3.87308	4.08233	1.77378644498119	0.47712125471966244	0.0289529654602168	1.39	0.19	21.5356447061123	3.5477232088438
GRB130603A	-11.2718	4.38521	-11.4414	-11.1022	4.21363	4.55679	1.88081359228079	-0.09691001300805639	0.0542868102379065	1.83	0.12	21.6723722084131	22.4253927685239
GRB130608A	-11.8323	3.62551	-11.9463	-11.7183	3.36649	3.88452	2.18006850090122	-0.2218487496163564	0.217147240951626	2.71	0.41	20.8208579897214	10.8413366403143
