"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"GRB150314A",1.16996817399689,-8.609064893,2.49217,1.19079,0.73,1.84772,-4.657577319,1.08,22.01715025,1.58546073,2.63134115747024,0.0150249999999996,0.015855,0.00992499999999996,0,1.81818181818182e-07,0.0181818181818182,0.545454545454546,0.077266865767021,0.00358921059277238,0.00615293244030819,1.758,0.440594261839831
"GRB150403A",1.61172330800734,-8.821023053,3.19694,1.24471,0.679,1.70996,-4.769551079,1.23,21.79039707,1.245512668,12.0135891154935,0.00510500000000036,0.006975,0.00458000000000003,0,1.81818181818182e-07,0.0242424242424242,-0.363636363636364,0.127565659186107,0.00464486077306445,-0.0089730264817645,2.06,0.48572142648158
"GRB150821A",2.23578087032756,-8.853871964,2.95174,1.82628,0.848,2.21622,-6.102372909,2.1,22.340573,-0.15490196,99.043754395434,0.0211049999999995,0.015485,0.027365,5e-04,1.15151515151515e-07,0.224242424242424,0.175757575757576,0.249936990127356,0.0633033767677802,0.109043636152448,0.755,0.244277120801843
"GRB150910A",2.04999285692014,-9.970616222,3.85419,2.03808,0.6645,1.78547,-5.318758763,1.42,20.842422,0.041392685,38.5494757277456,0.703965,0.02868,0.06663,0.0024587915,2.42424242424242e-07,0.0727272727272727,0.242424242424242,0.149214122895038,0.0219340647615575,0.0957122825479837,1.359,0.372727940885595
"GRB151021A",2.04218159451577,-9.642065153,3.15765,1.33346,1.27,1.96079,-4.552841969,1.57,22.33647975,0.986771734,3.64878062317384,0.0628200000000003,0.05208,0.02141,0.04,6.06060606060606e-07,0.0242424242424242,0.484848484848485,0.0143797213277669,0.00940031346851669,0.021707940377107,2.33,0.52244423350632
"GRB151027A",2.11290649025331,-9.935542011,3.99907,1.74508,0.9235,2.00612,-5.107905397,1.72,21.65076489,0.832508913,5.47526252023579,0.0222100000000003,0.01731,0.0249900000000001,0.0024409705,1.21212121212121e-07,0.0303030303030303,0.363636363636364,0.018335078259774,0.00674894299290958,0.0232243038293844,0.81,0.257678574869184
"GRB151029A",0.951823035315912,-10.76639985,2.7098,1.23481,1.25,2.307153,-6.408935393,0.49,21.55195354,0.255272505,80.3451669908966,0.0973500000000005,0.12415,0.0730099999999999,0.33,3.63636363636364e-08,0.654545454545455,0.181818181818182,3.89871091304376,0.040493657988788,0.0438681294956119,1.423,0.384353414137506
"GRB151031A",0.698970004336019,-11.5214335,3.69323,0.897942,1.24,2.12551,-6.494850022,2.41,21.98623592,0.230448921,2.23606797749979,1.01707,0.166825,0.1244685,0.01,1.81818181818182e-08,0.109090909090909,0.121212121212121,0.194222396757745,0.0246758228535885,0.0309657384870962,1.167,0.335858911319818
"GRB151112A",1.28600712207947,-11.6171,4.43227,1.1526,1.24,2.17922,-6.026872146,1.77,21.0151543,0.278753601,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.00499999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273972,0.0336011204257601,0.0277061870402603,4.1,0.707570176097936
"GRB151215A",1.25042000230889,-10.72815839,3.06337,1.07478,1.015,2.20942,-6.508638306,1.99,21.44930866,0.204119983,1.00345011433835,0.093,0.11588,0.071395,0.3543597095,4.24242424242424e-08,0.2,0.121212121212121,0.0244827442428277,0.0594342399249789,0.0329010970878163,2.59,0.555094448578319
"GRB160117B",1.77815125038364,-11.74958,4.10299,0.973333,0.64,1.83834,-6.4710833,1.73,20.95374423,-0.301029996,2.4614955105327,0.12265,0.162075,0.093958,0.015,NA,0.103030303030303,0.121212121212121,0.017816898624233,NA,0.105283510845884,0.87,0.271841606536499
"GRB160121A",1.07918124604762,-11.17263073,3.8244,0.798663,1.02,2.2054,-6.214670165,1.77,20.89722339,0.079181246,2.38388672767792,0.0694000000000008,0.120385,0.106048,0.03,3.03030303030303e-08,0.0787878787878788,0.121212121212121,0.08627573760941,0.0215744899112776,0.0438681294899875,1.96,0.471291711058939
"GRB160203A",1.30535136944662,-11.36754271,3.66139836,1.146279559,0.61,1.75592,-5.920818754,1.93,22.0158332,0.113943352,3.23612604894565,0.0845867900000004,0.087010427,0.0601908999999999,0.25,6.06060606060606e-08,0.121212121212121,0.242424242424242,0.0695758260297262,0.0219340647449938,0.0809873160298532,3.52,0.655138434811382
"GRB160227A",2.50037371435337,-10.99567863,4.47751,1.10229,0.679,1.72551,-5.508638306,0.75,21.4198963,-0.22184875,75.3682152632844,0.0305500000000007,0.03885,0.03434,0.001,1.21212121212121e-07,0.309090909090909,0.0606060606060606,0.103418641389387,0.0169812114071368,0.0438681295239288,2.38,0.528916700277655
"GRB160327A",1.44715803134222,-11.22402567,3.76407,1.49693,0.78,1.93554,-5.853871964,1.84,20.72655851,0.255272505,9.22542076482328,0.0673000000000004,0.06033,0.1004,0.02,6.06060606060606e-08,0.0666666666666667,0.121212121212121,0.143091047549944,0.0188006269082896,0.0292454196637412,4.99,0.777426822389311
"GRB160804A",2.15896526038341,-11.5214335,4.38419,0.948229,0.92,1.87827,-4.943095149,1.4,21.30214687,0.462397998,19.2297524738119,0.0587499999999999,0.095375,0.070062,0.00499999999999999,1.81818181818182e-07,0.139393939393939,0.181818181818182,0.0579152246029259,0.00692654676618381,0.0272284941568783,0.736,0.239549720840473
"GRB161108A",2.02160271602824,-11.81247928,4.69106,0.883711,0.84,2.00325,-5.958607315,1.85,21.16074757,-0.22184875,11.8942948022011,0.133550000000001,0.18179,0.0812555,0.00499999999999999,6.06060606060606e-08,0.103030303030303,0.0606060606060606,0.0491496346215649,0.023928070636996,0.0438681295239288,1.159,0.334252642334231
"GRB161117A",2.09933527768596,-10.74958,4.08464,1.141,1.375,1.92624,-4.698970004,1.19,21.87736847,0.832508913,1.09562770301324,0.0383499999999994,0.04019,0.0236499999999999,0.674290141,0,0.0727272727272727,0.181818181818182,0.00378540227238651,0,0.0116121519146922,1.549,0.406369835469268
"GRB161129A",1.55059520748933,-10.43651891,3.70506,2.32574,0.71,1.74506,-5.443697499,1.57,21.51361441,0.531478917,2.09357115934511,0.106249999999999,0.050725,0.10628,0.005,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.0255903856452399,0.00731135491027843,0.0154828692315688,0.645,0.216165902285993
"GRB161219B",0.841359470454855,-10.13667714,4.0135,0.871656,0.73,1.86204,-5.823908741,1.29,21.16590877,0.72427587,0.791979781306962,0.0276999999999994,0.03841,0.00866800000000001,0,6.06060606060606e-08,0.212121212121212,0.242424242424242,0.0495608715850948,0.0175472517963205,0.0198648133335181,0.1475,0.0597526942092988
"GRB170202A",1.66464197555613,-10.65364703,3.77629,1.1958,1.04,1.99768,-5.48148606,1.68,21.7153121,0.672097858,11.4483053739976,0.0448500000000003,0.068655,0.059155,0,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.10761765911408,0.00797602354051679,0.0168005602258789,3.645,0.666985718329661
"GRB170405A",2.21669359916975,-10.31069114,3.6300738,1.81152426,0.612,1.8473,-5.431798276,1.59,21.67796993,0.204119983,35.3909366653105,0.0482553450000003,0.035670699,0.072401387,0.0475,1.81818181818182e-07,0.0727272727272727,0.0606060606060606,0.0933217274021361,0.0213412521852701,0.0164505485439082,3.51,0.65417654187796
"GRB170519A",2.33525725643453,-11.06348626,4.1513,1.37345,0.975,1.97351,-5.958607315,1.94,21.33992622,-0.15490196,49.4043300783148,0.0529999999999999,0.052235,0.0667449999999999,0.2244236125,1.21212121212121e-07,0.157575757575758,0.0606060606060606,0.0991498518259657,0.0478561412739919,0.0376012538456717,0.818,0.259593878885949
"GRB170531B",2.21518796949713,-11.39577395,3.80257,1.02082,0.99,2.06685,-5.698970004,1.95,21.49730845,-0.096910013,8.82050386393155,0.0841500000000002,0.11435,0.107427,0.035,1.21212121212121e-07,0.0848484848484849,0.121212121212121,0.0233394026424894,0.0263208776707414,0.0658021942265446,2.366,0.527114111639805
"GRB170705A",2.33705972632052,-10.18641901,3.63746,0.774169,0.66,1.89159,-5.022276395,1.65,21.08891889,1.1430148,18.0780517612736,0.0405499999999996,0.06603,0.027333,0.00499999999999999,1.81818181818182e-07,0.0303030303030303,0.242424242424242,0.0361306862562471,0.00831185611850908,0.00757435329683621,2.01,0.478566495593843
"GRB170714A",3,-10.075204,4.28080232,2.03808,0.6815,1.84715,-5.552841969,1.76,21.06857915,-0.397940009,92.5864471189302,0.066395795,0.023936409,0.1495769815,0,1.81818181818182e-07,0.103030303030303,0.121212121212121,0.0402097830827786,0.0282009404055501,0.131604388554913,0.793,0.253580289562183
"GRB170903A",1.46538285144842,-11.26042766,4.41384,0.971187,1.14,2.20256,-5.619788758,1.94,21.73970839,0.591064607,3.59505880999471,0.0409499999999996,0.065935,0.051271,0.005,1.21212121212121e-07,0.0727272727272727,0.303030303030303,0.0534696644965197,0.0219340647280231,0.0337447149906566,0.886,0.27554168840131
"GRB171205A",2.27737997466725,-12.42945706,5.48376,1.13263,0.67,1.66173,-5.443697499,1.41,22.27837171,0,35.1681973037813,0.0719000000000003,0.109545,0.115455,0.01,1.81818181818182e-07,0.0848484848484849,0.181818181818182,0.0806407287619695,0.0219340647308353,0.0789626330733186,0.0368,0.0156949885265181
"GRB171222A",2.24254142829838,-12.10957898,4.78231,0.718496,1.34,1.99001,-5.721246399,2.07,20.02880298,-0.15490196,22.6645693378338,0.209750000000001,0.378455,0.126956,0.015,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.0563106258474534,0.0277061870402603,0.0752025076913433,2.409,0.532627001228891
"GRB180205A",1.19033169817029,-10.30627305,3.21372,1.09633,1.03,1.88733,-6,2.04,21.4933967,0.531478917,3.12326232779722,0.0645499999999997,0.088815,0.042095,0.00499999999999999,6.06060606060606e-08,0.0787878787878788,0.181818181818182,0.0875106835160412,0.0263208776911062,0.0232243038473533,1.409,0.381836799998343
"GRB180329B",2.32221929473392,-11.14935376,4.02296,1.50063,0.77,1.86768,-5.48148606,0.97,21.41988474,0.146128036,44.0459433119658,0.0482499999999995,0.04314,0.069665,0,1.81818181818182e-07,0.339393939393939,0.242424242424242,0.0910900482410009,0.0239280706215504,0.0752025076331583,1.998,0.476831628512261
"GRB180404A",1.54654266347813,-11.62342304,4.20449,1.17089,0.72,1.62007,-5.886056648,1.95,20.48730103,0.113943352,87.9465810827809,0.0661000000000005,0.1242,0.10229,0.065,6.06060606060606e-08,0.0727272727272727,0.121212121212121,1.08507712688945,0.0202468290074633,0.0404936580149266,1,0.301029995663981
"GRB180620B",2.29841638006129,-10.98296666,4.6659,1.09835,0.9,1.99236,-5,1.3,21.21643247,0.556302501,27.4443117973296,0.0437000000000003,0.067125,0.0594450000000001,0.005,1.81818181818182e-07,0.121212121212121,0.121212121212121,0.0599542916157573,0.00789626330733186,0.0146227098205568,1.1175,0.325823419002744
"GRB180624A",2.68699356626468,-11.54363397,4.171185481,1.243849338,0.95,2.06008,-5.236572006,1.91,21.1034582,0.146128036,38.5043168772254,0.0881499349999997,0.099379055,0.1233664435,0,1.81818181818182e-07,0.0606060606060606,0.121212121212121,0.0343795484153644,0.0136142470679056,0.0376012538165791,2.855,0.586024382386976
"GRB180720B",1.68928221447305,-8.847711656,3.62033,1.34127,0.729,1.8461,-4.065501549,1.36,21.24271531,1.831869774,3.6884533781446,0.00497499999999995,0.00614,0.00537499999999991,0,6.06060606060606e-07,0.0181818181818182,1.57575757575758,0.0327601887413463,0.00306056717510092,0.0100786866039877,0.654,0.218535505216528
"GRB180728A",0.938519725176492,-9.42365865,3.8695,1.1986,0.8595,1.70111,-4.528708289,1.97,21.58733599,2.120573931,0.297321378474679,0.0098849999999997,0.014745,0.0091,0.0424864935,3.63636363636364e-07,0.0181818181818182,1.75757575757576,0.0148761559934817,0.00533531304621856,0.00578261707124149,0.117,0.0480531731156091
"GRB181010A",1.2148438480477,-9.928117993,3.15711,1.07011,1.115,1.76613,-6.161150909,1.52,22.27837171,0.146128036,2.19279277929316,0.0346150000000005,0.057805,0.033375,0.007041969,4.24242424242424e-08,0.0909090909090909,0.121212121212121,0.0580681587807509,0.0267023396704747,0.0376012538165791,1.39,0.378397900948138
"GRB181020A",2.37657695705651,-10.42365865,4.29043,2.64643,1.228,1.93674,-5.091514981,1.25,20.65703194,0.886490725,11.58881809789,0.1418,0.047555,0.091985,0.029531206,1.81818181818182e-07,0.0363636363636364,0.181818181818182,0.0211468897130007,0.00974847321620432,0.0102548874161921,2.938,0.595275711802099
"GRB181110A",2.14113609012074,-10.39577395,3.7664,1.92336,1.7505,1.76057,-5.004364805,2.02,20.88432911,0.568201724,10.9277832336458,0.0907,0.05473,0.07443,0.141485526,1.81818181818182e-07,0.0303030303030303,0.181818181818182,0.0342910112558327,0.00797602353536826,0.0213412521852701,1.505,0.398807730203264
"GRB190106A",1.88536122003151,-10.43297363,4.19124,1.26841,1.9365,1.94587,-5.22184875,1.43,21.7431239,0.740362689,2.25272455297137,0.0285500000000001,0.031095,0.0270050000000001,0.225510462,1.21212121212121e-07,0.127272727272727,0.181818181818182,0.0127388781588989,0.00877362590478576,0.0143568423933057,1.859,0.456214155357989
"GRB190114A",1.8234742291703,-10.75202673,3.74534,1.18375,0.86,1.83214,-6.096910013,2.06,21.6447605,-0.301029996,10.1838122893615,0.0336500000000006,0.042215,0.04616,0,7.27272727272727e-08,0.133333333333333,0.121212121212121,0.0664080102403637,0.0394813165359268,0.105283510845884,3.3765,0.641126932803509
"GRB190719C",2.26881190373978,-11.257,4.88123,1.55953,1.09,1.5415,-5.29242982390206,1.64,20.9538258694985,0.740362689494244,9.68928564596491,0.2175,0.1943,0.21085,0.27,3e-07,0.09,0.3,0.022660222345864,0.0255467342296028,0.0236887899219955,2.469,0.54020429984206
"GRB190829A",1.76492298464989,-8.58538291,3.40640655,1.18850034,1.16,2.0913,-5.19382002601611,2.56,22.049100010378,1.25527250510331,8.85452204576139,0.0077359,0.00974555,0.00361642,0.065,7e-07,0.21,2.7,0.06607336880352,0.0475009589581678,0.0651441722854872,0.0785,0.0328201494385639
"GRB191011A",0.867467487859051,-10.8132081,3.15321333,1.30602449,0.9,1.81479,-6.48148606012211,1.94,21.6503347264086,0.255272505103306,0.950286355356625,0.05719327,0.06597695,0.05756962,0.45,4e-08,0.17,0.2,0.0559978453676167,0.0526417553822121,0.0482549424336947,1.722,0.434888120867316
"GRB191221B",1.68124123737559,-8.11145684,1.95518066,1.15734724,1.39,1.843,-4.72124639904717,1.24,21.9226772003698,0.681241237375587,16,0.06184721,0.05366691,0.00551831,0.175,1e-06,0.05,0.7,0.144764827301084,0.0228576043106974,0.0633346119442243,1.148,0.332034277027518
"GRB200205B",2.66086547800387,-11.7337376,4.53640048,1.56884903,0.53,1.90881,-5.26760624017703,1.36,21.91683806,0.301029995663981,5.3851648071345,0.10035241,0.08886983,0.19267266,0.78,2e-07,0.22,0.2,0.00510643528357664,0.0160849808112315,0.0434294481903252,1.465,0.391816923613249
"GRB201014A",1.55870857053317,-11.0529,3.37597,0.742849,1.05,1.97336,-6.50863830616573,2.55,22.1524656960528,-0.522878745280338,8.10761416466268,0.14198,0.296352,0.0811106,0.86,7e-08,0.37,0.2,0.0972677373788299,0.098066495913638,0.289529654602168,4.56,0.745074791582057
"GRB201020A",1.15136985024746,-11.0900559,3.96908872,1.55158826,0.9,2.0761,-6.03621217265444,2.25,20.9325848608536,0.322219294733919,4.75024429939659,0.04915322,0.04826492,0.08306159,0.5,7e-08,0.14,0.2,0.145589617990142,0.0330441453622036,0.0413613792288811,2.903,0.591398551281249
"GRB201024A",0.698970004336019,-10.4667906,3.01817341,0.99913283,0.61,2.07522,-6.09151498112135,2.1,21.2301072271578,0.568201724066995,2.23606797749979,0.58074222,0.63285167,0.03486451,0.885,9e-08,0.18,0.6,0.194222396757745,0.0482549424336946,0.0704261322005273,0.999,0.300812794118117
"GRB201104B",0.937517892017347,-9.38944702,2.72159651,1.19537497,0.3,1.55046,-5.74472749489669,1.47,21.7305852647171,0.612783856719735,0.161839373016547,0.02110237,0.02972805,0.02348264,0.5,1e-07,0.07,0.3,0.00811616012191321,0.0241274712168471,0.0317776450173111,1.954,0.470410490975931
"GRB201221A",1.64836001098093,-10.8802,3.69587,1.06263,1.12,1.45068,-5.74472749489669,1.4,22.8633210753449,0,6.15418558057988,0.08575,0.223272,0.0994399,0.515,2e-07,0.15,0.3,0.0600613222079641,0.0482549424336942,0.130288344570976,5.7,0.826074802700826
"GRB210210A",0.819543935541869,-10.1403778,3.72413045,1.5451851,1,1.85188,-6.0087739243075,1.53,21.1231954587923,0.845098040014257,0.589318239671799,0.05799791,0.08857348,0.10645081,0.195,8e-08,0.58,0.5,0.0387784332688485,0.0354526107676119,0.0310210344216608,0.715,0.234264124378789
"GRB210222B",1.1078880251828,-10.4520599,3.24642494,1.37828029,1.5,1.98,-6.46852108295774,2.37,21.1461280356782,0.146128035678238,1.28404985768976,0.04184217,0.04927183,0.005516005,0.55,7e-08,0.33,0.3,0.0434988898348922,0.0894135698036097,0.0930631032649825,2.198,0.504878459410216
"GRB210411C",1.10720996964787,-9.72925773,2.93128506,1.16829405,0.56,1.88408,-5.92081875395237,1.6,21.0599645857867,0.681241237375587,0.597059548109449,0.05048963,0.05901459,0.03209979,0.23,1e-07,0.4,0.3,0.0202577864930924,0.0361912068252705,0.0271434051189532,2.826,0.582744965691277
"GRB210517A",0.48572142648158,-10.8415194,3.057651,1.21043545,0.71,1.71079,-6.82390874094432,1.85,21.1576833762698,0.176091259055681,1.40911316882699,0.25872455,0.32132806,0.08060357,0.21,3e-08,0.25,0.2,0.199990220130316,0.0868588963806507,0.0579059309204336,2.486,0.542327382773974
"GRB210610A",1.13417710757677,-10.4044334,3.15453451,1.0816785,0.93,1.83562,-6,1.41,21.3533795197779,0.380211241711606,3.15130957354563,0.85146569,1.28215864,0.07850685,0.17,1e-07,0.19,0.4,0.100484314138014,0.0434294481903252,0.072382413650542,3.54,0.657055852857104
"GRB210619B",1.78461729263288,-8.55006175,2.91049117,1.12578835,0.846,1.92306,-4.02227639471115,1.41,21.8343030530778,2.06069784035361,0.277416676632932,0.01027813,0.01099582,0.00437126,0.1005,1e-06,0.02,2.2,0.00197833385631562,0.00457152086213947,0.00830824226249702,1.937,0.4679039465228
"GRB210722A",1.70070371714502,-10.3507,3.6504,1.43908,0.87,1.83712,-5.60205999132796,1.62,20.5405897231745,0.342422680822206,10.5383053075307,0.0364819,0.0395981,0.048071,0.24,2e-07,0.14,0.5,0.0911698773639907,0.0347435585522599,0.0987032913416482,1.145,0.331427296520743
"GRB210731A",1.35237549500052,-11.9404653,4.80200435,1.74153741,0.86,2.06317,-5.65757731917779,1.45,20.920544366897,0.204119982655925,2.66364255229429,0.16085961,0.11699725,0.27863334,0.33,2e-07,0.59,0.3,0.0513907268868993,0.0394813165366589,0.0814302153568597,1.2525,0.352664799651101
"GRB211024B",2.78067727443337,-8.56429146,3.43921565,1.92622006,1.07,2.08,-5.16749108729376,1.63,20.9867717342662,-0.0457574905606751,20.6549776493225,0.01916437,0.01167528,0.00965772,0.055,3e-07,0.09,0.2,0.0148638654795953,0.0191600506722021,0.0965098848673893,1.1137,0.325043347403704
"GRB220101A",2.23894889831176,-8.69262974,3.04134881,1.20052929,0.815,1.62241,-4.60205999132796,1.13,21.9037002845921,0.863322860120456,12.5011616662459,0.01431841,0.02317526,0.01255481,0.07,0,0.13,0.3,0.0313174061434648,0,0.0178477184343802,4.618,0.749581734865559
"GRB220117A",1.69731654173238,-10.1070569,3.43803362,1.68612083,0.8,1.78537,-5.79588001734407,1.84,21.9953293260505,0.278753600952829,3.43109539251823,0.05084186,0.04500955,0.06200239,0.115,2e-07,0.18,0.4,0.0299157959416651,0.0542868102379058,0.0914304172427899,4.961,0.775319121829478
"GRB220521A",1.13193929521042,-10.6276115,3.30131796,1.71067512,1.1,2.02179,-6.09151498112135,1.97,21.8542708108897,0.672097857935718,2.69150143247832,0.16334814,0.13206168,0.12291833,0.45,8e-08,0.18,0.4,0.0862659941077514,0.0428932821632841,0.0369612325024044,5.57,0.817565369559781
"GRB220611A",1.75587485567249,-12.4941008,5.53,2.26249671,0.32,1.90103,-6.17392519729917,1.87,20.4247395876785,-0.468521083,12.369316876853,0.22640221,0.81046481,0.50304248,0.35,1.3e-07,0.29,1.63636363636364,0.0942443169215793,0.0842660935036154,2.0901873462618,2.3608,0.526442668529935
"GRB221110A",0.953276336667304,-9.52540051,2.20438137,1.02202171,1.2,1.88143,-6.29242982390206,1.41,21.9226772003698,0.0413926851582251,2.10693811743884,0.67651915,0.68618385,0.03483546,0.45,5e-08,0.16,0.2,0.101896614489456,0.0425778903826714,0.0789626330733185,4.06,0.704150516839799
"GRB230116D",1.61278385671974,-11.1278,3.79761,1.57289,0.8,1.76412,-6.09044397075882,1.38,21.39200012,-0.221848749616356,11.1803398874989,0.1014,0.13824,0.23491,0.295,1.2e-07,0.22,0.2,0.118428290705941,0.0641814505275734,0.144764827301084,3.81,0.682145076373832
"GRB230325A",1.58035466110659,-10.9066853,3.7823081,0.931411844,1,2.0855,-5.88605664769316,1.82,22.2291825133968,0.518513939877887,11.56039866151,0.1875455,0.20042492,0.05714513,0.45,2e-07,0.18,0.4,0.131947893490027,0.0668145356774229,0.0526417553822124,1.664,0.425534220498263
"GRB230328B",1.28397928423848,-10.1038,3.66388,1.20938,0.9,1.89331,-5.36653154442041,1.22,21.1458043657072,0.924279286061882,3.8156897210748,0.0267,0.03231,0.02421,0.55,2e-07,0.29,0.5,0.0861743624814219,0.0201997433443371,0.0258508620180507,0.09,0.0374264979406237
"GRB230414B",1.41463914673701,-11.9505263,4.8792574,2.06160972,1.1,2.02038,-6.32790214206428,1.6,21.6922439503346,-0.221848749616356,8.85519062097694,0.11074106,0.069549,0.21988187,0.6,1e-07,0.3,0.2,0.148027729903453,0.0924030812560105,0.144764827301084,3.568,0.659726095237792
"GRB230506C",1.49136169383427,-11.4531,4.25859,1.14181,0.9,2.08995,-5.76955107862173,1.89,20.9612478163493,0.380211241711606,6.32455532033676,0.1023,0.11841,0.11299,0.55,2e-07,0.17,0.5,0.088603854068197,0.0510934684592066,0.0904780170631775,3.7,0.672097857935718
"GRB230818A",0.99211148778695,-11.0883,3.9564,1.39195,1.19,2.00403,-5.72124639904717,1.36,21.313774448533,0.826074802700826,1.24995361730963,0.2044,0.12794,0.19715,1.14,1e-07,0.1,0.5,0.0552798328546417,0.0228576043106974,0.0324100359629293,2.42,0.534026106056135
