"","log10NH","PhotonIndex","log10PeakFlux","log10Ta","log10Fa","Beta","log10T90","Alpha","Gamma","log10Fluence","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","log10TaSqr","log10FaSqr","BetaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Ta_opt","log10Fa_opt","Beta_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"131030A",20.84178667,1.3,1.44870632,2.84594,-9.294136288,0.693,1.613841822,1.11188,2.09466,-4.537602002,434.38007159779,1.69,2.09875000160794,8.0993744836,86.3809693399184,0.480249,2.60448542643628,1.2362771344,4.3876005156,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,1.45,0.544068044,3.9488,-10.91009489,0.94,2.050379756,1.19347,2.24976,-5.148741651,454.862078805217,2.1025,0.296010036501986,15.59302144,119.030170508804,0.8836,4.20405714381462,1.4243706409,5.0614200576,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.04,1.28780173,3.59073,-9.730487056,0.672,1.971275849,1.22509,1.88134,-4.795880017,484.233823553601,1.0816,1.65843329579099,12.8933419329,94.6823783469835,0.451584,3.88592847285067,1.5008455081,3.5394401956,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.8,1.371067862,3.829176603,-10.12551818,0.83,1.77815125,1.108879519,1.96657,-4.920818754,440.658659836089,3.24,1.87982708220925,14.6625934569626,102.526118413511,0.6889,3.16182186787656,1.22961378765767,3.8673975649,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",22.04094236,1.21,0.69019608,3.68383,-10.00568285,0.678,1.976349979,1.36898,1.87322,-4.795880017,485.803140116842,1.4641,0.476370628847366,13.5706034689,100.113689294784,0.459684,3.9059592394933,1.8741062404,3.5089531684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",21.81946365,1.33,0.322219295,3.90552,-10.85078089,0.77,2.127104798,1.18974,2.06486,-5.026872146,476.088993973671,1.7689,0.103825274070297,15.2530864704,117.739445922789,0.5929,4.52457482167462,1.4154812676,4.2636468196,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,2,0.397940009,4.14388,-11.36251027,1.03,2.239549721,0.875171,2.15785,-5.958607315,469.934380285984,4,0.15835625076292,17.1717414544,129.106639635855,1.0609,5.01558295283118,0.765924279241,4.6563166225,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.68,1.037426498,3.30686,-9.903089987,0.9,2.045714059,0.948932,1.74751,-5.552841969,476.009590583442,2.8224,1.07625373875254,10.9353230596,98.0711912906197,0.81,4.18494601119025,0.900471940624,3.0537912001,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,1.59,0.204119983,3.58709,-11.09770006,0.86,1.17092730333444,1.40649,1.93407,-5.920818754,436.870504251025,2.5281,0.0416649674599203,12.8672146681,123.158946621724,0.7396,1.37107074969406,1.9782141201,3.7406267649,35.0560947177181,0.151511196244019,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,1.45,0.832508913,3.53686,-9.504455662,0.871,2.189770956,1.25134,1.84304,-4.853871964,454.893948187355,2.1025,0.693071090224441,12.5093786596,90.3346774309239,0.758641,4.79509683974115,1.5658517956,3.3967964416,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0.92,0,3.77824,-11.31158018,0.94,1.781755375,1.64981,1.93772,-6,504.51851145707,0.8464,0,14.2750974976,127.951846168569,0.8836,3.17465221634139,2.7218730361,3.7547587984,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",22.32139542,1.5,-1.4317581319867,3.70006,-10.9589,0.83,2.857332496,1.35595,1.77015,-5.886056648,498.244693495997,2.25,2.04993134851004,13.6904440036,120.09748921,0.6889,8.16434899269759,1.8386004025,3.1334310225,34.645662863465,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",21.74269921,1.86,0.62324929,2.85608,-9.847711656,0.815,1.62324929,1.16056,1.95996,-5.619788758,472.744968936535,3.4596,0.388439677485504,8.1571929664,96.9774248597183,0.664225,2.6349382574855,1.3468995136,3.8414432016,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",20.8744034307407,1.83370502309806,0.574153872694756,3.87228261972414,-10.8620383431697,0.886640515719006,0.84509804,1.16645598571669,2.01128440967262,-6.05905855564194,435.740718589319,3.36247411173506,0.329652669530386,14.9945726870176,117.983876968489,0.786131404114465,0.714190697211842,1.3606195666143,4.04526497659214,36.7121905806978,0.091090048181127,0.91190650873744,0.470304600656835,0.271027605941784,0.187743491206528,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,5.21860085768517,0.458426255774515,0.143538468173689,0.968070654931035,-2.71550958579243,0.221660128929752,0.21127451,0.291613996429173,0.502821102418155,-1.51476463891048,1.32,0.3654879848909
"140907A",21.4811071,1.72,0.397940009,3.88797059352679,-10.693177248983,0.991388739038812,1.898725182,1.20860374302872,2.00735,-5.366531544,461.43796224167,2.9584,0.15835625076292,15.1163153361291,114.344039678168,0.982851631892966,3.60515731676093,1.46072300766303,4.0294540225,28.799660812747,0.0771432232434421,0.916867796079355,0.517347832944523,0.270810207272367,0.173986177643916,0.020199743,0.07,0.034743559,"140907A",1,5.370276775,0.43,0.09948500225,0.971992648381698,-2.67329431224575,0.247847184759703,0.4746812955,0.30215093575718,0.5018375,-1.341632886,1.21,0.344392273685111
"141004A",21.49730845,1.86,0.785329835,3.30337,-10.61083392,1.08,0.593286067,1.54959,1.79496,-6.173925197,462.134270594441,3.4596,0.616742949741127,10.9122533569,112.589796477823,1.1664,0.351988357296328,2.4012291681,3.2218814016,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,1.73,-0.045757491,5.76634,-12.65757732,0.82,2.74028372,2.33322,1.93447,-5.27572413,466.383206495257,2.9929,0.00209374798261508,33.2506769956,160.214263611778,0.6724,7.50915486609704,5.4439155684,3.7421741809,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.62,0.949390007,2.77561,-9.872830386,1.1,0.857935265,1.42066,1.80565,-5.585026652,461.63720081983,0.3844,0.90134138539146,7.7040108721,97.4727798307249,1.21,0.73605291893062,2.0182748356,3.2603719225,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",21.46788768,1.74,0.491361694,3.33342492745527,-10.1552877183051,0.835662048157606,1.567026366,1.35028767009492,2.22288,-5.677780705,460.870201441096,3.0276,0.24143631433055,11.1117217469802,103.129868641558,0.698331058730965,2.45557163173917,1.82327679201037,4.9411954944,32.2371937340703,0.0761271870594219,0.85107997743659,0.507880271285933,0.270649566657754,0.183413730505718,0.02068069,0.08,0.028018999,"141221A",1,5.36697192,0.435,0.1228404235,0.833356231863817,-2.53882192957628,0.208915512039402,0.3917565915,0.33757191752373,0.55572,-1.41944517625,1.45,0.389166084364532
"150120B",21.52664292,2.2,0.079181246,3.39431,-10.79048499,0.92,2.01762288488796,1.17705,2.01678,-6.26760624,463.396355405186,4.84,0.00626966971811252,11.5213403761,116.434566319415,0.8464,4.07080210562361,1.3854467025,4.0674015684,39.2828879796869,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.08,1.58546073,2.49217,-8.609064893,0.73,1.169968174,1.19079,1.84772,-4.657577319,484.754905131075,1.1664,2.51368572637213,6.2109113089,74.1159983318851,0.5329,1.36882552817289,1.4179808241,3.4140691984,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150403A",21.79039707,1.23,1.245512668,3.19694,-8.821023053,0.679,1.611723308,1.24471,1.70996,-4.769551079,474.821404468265,1.5129,1.55130180614848,10.2204253636,77.8104477015574,0.461041,2.59765202155046,1.5493029841,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150910A",20.842422,1.42,0.041392685,3.44699554298133,-10.0004190105394,0.874138629359738,2.049992857,1.32763307883473,1.78547,-5.318758763,434.406554826084,2.0164,0.00171335437150922,11.8817782733332,100.008380386358,0.764118343338921,4.20247071375102,1.76260959201618,3.1879031209,28.2891947789893,0.0777158547080599,0.900816699424201,0.502970981866368,0.245042190223691,0.177636774107675,0.036191207,0.12,0.157925266,"150910A",1,5.2106055,0.355,0.01034817125,0.861748885745332,-2.50010475263485,0.218534657339934,0.51249821425,0.331908269708682,0.4463675,-1.32968969075,1.3585,0.372635880581721
"151021A",22.33647975,1.57,0.986771734,3.15765,-9.642065153,1.27,2.042181595,1.33346,1.96079,-4.552841969,498.91832762216,2.4649,0.973718455021367,9.9707535225,92.9694204146969,1.6129,4.17050566695674,1.7781155716,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,1.72,0.832508913,3.99907,-9.935542011,0.9235,2.11290649,1.74508,2.00612,-5.107905397,468.755620322057,2.9584,0.693071090224441,15.9925608649,98.7149950523459,0.85285225,4.46437383548412,3.0453042064,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",21.07108335,1.99,0.204119983,3.06337,-10.72815839,1.015,1.250420002,1.07478,2.20942,-6.508638306,443.990553542647,3.9601,0.0416649674599203,9.3842357569,115.093382440927,1.030225,1.56355018140168,1.1551520484,4.8815367364,42.3623725983306,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",20.95374423,1.73,-0.705929807788426,4.10299,-11.74958,0.64,0.697062187810827,0.973333,1.83834,-6.4710833,439.059397256258,2.9929,0.498336893524204,16.8345269401,138.0526301764,0.4096,0.485895693675617,0.947377128889,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",20.53466438,1.77,0.079181246,3.8244,-11.17263073,1.02,1.079181246,0.798663,2.2054,-6.214670165,421.672441199241,3.1329,0.00626966971811252,14.62603536,124.82767742894,1.0404,1.16463216171811,0.637862587569,4.86378916,38.6221252597411,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",21.680967,1.24,0.806179974,3.79922262540907,-10.2181932516371,0.955331664044044,2.511883361,1.31359308149124,2.02332,-4.690369833,470.064330055089,1.5376,0.649926150478641,14.4340925574202,104.411473327802,0.912658588325162,6.30955801926866,1.72552678374165,4.0938238224,21.9995691703164,0.0559162050267847,0.846311834354623,0.503447016734789,0.269168020060068,0.188029510506013,0.010644473,0.05,0.020357554,"160131A",1,5.42024175,0.31,0.2015449935,0.949805656352268,-2.55454831290927,0.238832916011011,0.62797084025,0.32839827037281,0.50583,-1.17259245825,0.972,0.294906910605192
"160203A",22.0158332,1.93,0.113943352,3.66139836,-11.36754271,0.61,1.305351369,1.146279559,1.75592,-5.920818754,484.696911490222,3.7249,0.0129830874649959,13.4058379506107,129.221027263674,0.3721,1.70394219655017,1.31395682738123,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,0.75,-0.22184875,4.47751,-10.99567863,0.679,2.500373714,1.10229,1.72551,-5.508638306,458.811957502754,0.5625,0.0492168678765625,20.0480958001,120.904948534239,0.461041,6.25186870966215,1.2150432441,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160804A",21.30214687,1.4,0.462397998,4.38419,-11.5214335,0.92,2.15896526,0.948229,1.87827,-4.943095149,453.781461271051,1.96,0.213811908554408,19.2211219561,132.743429894922,0.8464,4.66113099388687,0.899138236441,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",22.18657496,1.47,0.462397998,3.81190177278319,-10.8216414882829,0.908966196310998,1.26245109,1.38005230155273,1.83236,-5.721246399,492.244108455699,2.1609,0.213811908554408,14.5305951253476,117.107924500926,0.826219546036084,1.59378275464219,1.90454435502099,3.3575431696,32.7326603580705,0.0937486856135703,0.945612946211964,0.530905966747419,0.250351058994982,0.170774745357052,0.045715209,0.15,0.089854031,"161014A",1,5.54664374,0.3675,0.1155994995,0.952975443195798,-2.70541037207072,0.22724154907775,0.3156127725,0.345013075388182,0.45809,-1.43031159975,2.823,0.582404298019028
"161108A",21.16074757,1.85,-0.22184875,4.69106,-11.81247928,0.84,2.021602716,0.883711,2.00325,-5.958607315,447.777237721261,3.4225,0.0492168678765625,22.0060439236,139.534666740429,0.7056,4.08687754133858,0.780945131521,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,1.19,0.832508913,4.08464,-10.74958,1.375,2.099335278,1.141,1.92624,-4.698970004,478.61925117215,1.4161,0.693071090224441,16.6842839296,115.5534701764,1.890625,4.40720860945534,1.301881,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161219B",21.16590877,1.29,0.72427587,4.0135,-10.13667714,0.73,0.84135947,0.871656,1.86204,-5.823908741,447.995694059963,1.6641,0.524575535864257,16.10818225,102.752223440599,0.5329,0.707885757758681,0.759784182336,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170113A",21.4429483,0.75,0.041392685,3.76765738163518,-10.6222751057857,0.929038253083636,1.315130317,1.24885331009117,1.81917,-6.173925197,459.800031796473,0.5625,0.00171335437150922,14.1952421453901,112.832728422995,0.863112075692694,1.72956775069252,1.55963459012567,3.3093794889,38.1173523381515,0.0515724807527089,0.948978080493168,0.486801783478848,0.269596612758919,0.183772347160234,0.04537405,0.59,0.039481317,"170113A",1,5.360737075,0.1875,0.01034817125,0.941914345408795,-2.65556877644643,0.232259563270909,0.32878257925,0.312213327522793,0.4547925,-1.54348129925,1.968,0.472463896606989
"170202A",21.7153121,1.68,0.672097858,3.77629,-10.65364703,1.04,1.664641976,1.1958,1.99768,-5.48148606,471.554779600406,2.8224,0.451715530728188,14.2603661641,113.500195039828,1.0816,2.77103290826118,1.42993764,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",22.33533151,1.59,-0.0335186812736592,3.6300738,-10.31069114,0.612,2.216693599,1.81152426,1.8473,-5.431798276,498.867033661599,2.5281,0.00112350199432515,13.1774357934464,106.310351784474,0.374544,4.91373051184757,3.28162014456855,3.41251729,29.5044325111566,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",21.33992622,1.94,-0.15490196,4.1513,-11.06348626,0.975,2.335257256,1.37345,1.97351,-5.958607315,455.392451075043,3.7636,0.0239946172118416,17.23329169,122.400728225209,0.950625,5.45342645170065,1.8863649025,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",21.2788016,1.95,-0.096910013,3.80257,-11.39577395,0.99,2.215187969,1.02082,2.06685,-5.698970004,452.787397532163,3.8025,0.00939155061966017,14.4595386049,129.863663919499,0.9801,4.90705773800235,1.0420734724,4.2718689225,32.4782591064918,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",20.90203663,1.61,1.08334542328181,3.88826731514519,-10.507941251145,0.959618771768483,1.361727836,1.18414247712036,1.94001,-5.124938737,436.895135281862,2.5921,1.17363730614564,15.1186227140264,110.416829337515,0.920868187130452,1.85430269933724,1.40219340612074,3.7636388001,26.2649970580032,0.140327919478768,0.819465570374393,0.545391810206056,0.251408998775411,0.180489300754994,0.017371779,0.07,0.0231184496675564,"170607A",1,5.2255091575,0.4025,0.270836355820453,0.972066828786297,-2.62698531278625,0.239904692942121,0.340431959,0.29603561928009,0.4850025,-1.28123468425,0.557,0.19228861256812
"170705A",21.08891889,1.65,1.1430148,3.63746,-10.18641901,0.66,2.337059726,0.774169,1.89159,-5.022276395,444.742499948999,2.7225,1.30648283301904,13.2311152516,103.763132247289,0.4356,5.4618481628912,0.599337640561,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170903A",21.73970839,1.94,0.591064607,4.41384,-11.26042766,1.14,1.465382851,0.971187,2.20256,-5.619788758,472.614920882236,3.7636,0.349357369648064,19.4819835456,126.797231086093,1.2996,2.14734690000489,0.943204188969,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",20.02880298,2.07,-0.15490196,4.78231,-12.10957898,1.34,2.242541428,0.718496,1.99001,-5.721246399,401.152948811657,4.2849,0.0239946172118416,22.8704889361,146.641903072858,1.7956,5.02899205629628,0.516236502016,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",20.61397389,1.66,-0.22184875,3.3949856562197,-10.3736899463362,0.957025037945795,1.611723308,1.20447382072764,1.9512,-6.119186408,424.935919537602,2.7556,0.0492168678765625,11.5259276059375,107.613443102717,0.91589692325515,2.59765202155046,1.45075718481824,3.80718144,37.4444422958519,0.249936990327389,0.85307382077943,0.48193727960157,0.294309385136866,0.173768506844718,0.062858412,0.22,0.144764827,"180115A",1,5.1534934725,0.415,-0.0554621875,0.848746414054925,-2.59342248658405,0.239256259486449,0.402930827,0.30111845518191,0.4878,-1.529796602,2.487,0.542451947375977
"180205A",21.4933967,2.04,0.531478917,3.21372,-10.30627305,1.03,1.190331698,1.09633,1.88733,-6,461.966101703571,4.1616,0.282469839215493,10.3279962384,106.219264181156,1.0609,1.41688955126356,1.2019394689,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",22.14319598,1.18,0.973127854,3.76652342638718,-10.869935302335,0.993749390196923,1.973589623,1.41552121200435,1.85846,-5.187086643,490.321128208688,1.3924,0.946977820230645,14.1866987215234,118.155493476949,0.987537850516756,3.89505600001328,2.00370030163426,3.4538735716,26.905867841989,0.0173110727824034,0.797878700726583,0.494707868630446,0.269052371618408,0.171867374264458,0.013362907,0.05,0.013860462,"180325A",1,5.535798995,0.295,0.2432819635,0.941630856596795,-2.71748382558375,0.248437347549231,0.49339740575,0.353880303001088,0.464615,-1.29677166075,2.248,0.511616020569138
"180329B",21.41988474,0.97,0.146128036,4.02296,-11.14935376,0.77,2.322219295,1.50063,1.86768,-5.48148606,458.811462274885,0.9409,0.0213534029052173,16.1842071616,124.308089265626,0.5929,5.3927024540703,2.2518903969,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,1.3,0.556302501,4.6659,-10.98296666,0.9,2.29841638,1.09835,1.99236,-5,450.13700675407,1.69,0.309472472618855,21.77062281,120.625556654672,0.81,5.2827178558523,1.2063727225,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,1.91,0.146128036,4.171185481,-11.54363397,0.95,2.686993566,1.243849338,2.06008,-5.236572006,445.355947999147,3.6481,0.0213534029052173,17.3987883169052,133.255485233338,0.9025,7.2199344237254,1.54716117564304,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.36,1.831869774,3.62033,-8.847711656,0.729,3.06444019010425,1.34127,1.8461,-4.065501549,451.252953741708,1.8496,3.35574686889481,13.1067893089,78.2820015477183,0.531441,9.39079367872617,1.7990052129,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,1.97,2.120573931,3.8695,-9.42365865,0.8595,0.938519725,1.1986,1.70111,-4.528708289,466.013075145149,3.8809,4.49683379683679,14.97303025,88.8053423517198,0.73874025,0.880819274214076,1.43664196,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",22.27837171,1.52,0.146128036,3.15711,-9.928117993,1.115,1.214843848,1.07011,1.76613,-6.161150909,496.325846048928,2.3104,0.0213534029052173,9.9673435521,98.5675268829304,1.243225,1.47584557502345,1.1451354121,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",20.65703194,1.25,0.886490725,4.29043,-10.42365865,1.228,2.376576957,2.64643,1.93674,-5.091514981,426.71296857018,1.5625,0.785865805511026,18.4077895849,108.65265965172,1.507984,5.64811803254338,7.0035917449,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",21.1468434832998,1.62357778401957,0.899550776141651,4.03996804148587,-10.4363826587414,0.887904598343983,1.283301229,1.28741503220433,1.97913612783146,-5.37153011911936,447.188989307179,2.6360048207619,0.809191598857047,16.3213417762272,108.918082999678,0.78837457576039,1.64686204435291,1.65743746514568,3.91697981248771,28.8533358206064,0.0559978453284278,0.885685031656866,0.493337667894705,0.271212847726525,0.168424123685421,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,5.28671087082495,0.405894446004892,0.224887694035413,1.00999201037147,-2.60909566468535,0.221976149585996,0.32082530725,0.321853758051083,0.494784031957865,-1.34288252977984,0.45,0.161368002234975
"190114A",21.6447605,2.06,-0.301029996,3.74534,-10.75202673,0.86,1.823474229,1.18375,1.83214,-6.096910013,468.49565710236,4.2436,0.09061905849176,14.0275717156,115.606078802635,0.7396,3.32505826382714,1.4012640625,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",20.95382587,1.64,0.740362689,4.88123,-11.257,0.915,2.268811904,1.55953,1.5415,-5.292429824,439.062818590281,2.6896,0.548136911263311,23.8264063129,126.720049,0.837225,5.14750745573211,2.4321338209,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",22.04910001,2.56,1.255272505,4.0838,-9.56068,1.16,1.764922985,1.03996,2.0913,-5.193820026,486.162811250982,6.5536,1.57570906180898,16.67742244,91.4066020624,1.3456,3.11495314298131,1.0815168016,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
