"","log10Ta","PhotonIndex","log10PeakFlux","log10Fa","log10NH","Alpha","log10T90","Gamma","Beta","log10Fluence","log10TaSqr","PhotonIndexSqr","log10PeakFluxSqr","log10FaSqr","log10NHSqr","AlphaSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Fa_opt","log10NH_opt","Alpha_opt","log10T90_opt","Gamma_opt","Beta_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"171205A",5.48376,1.41,0,-12.42945706,20.9708274,1.13263,2.277379975,1.66173,0.67,-5.443697499,30.0716237376,1.9881,0,154.491402806384,439.775601840591,1.2828507169,5.186459550531,2.7613465929,0.4489,29.6338424606189,0.0806407286915141,0.0719,0.109545,0.115455,0.01,0.036191207,0.14,0.130288345,"171205A",0,0,0,0,0,0,0,0,0,0,0,0.0368,0.0156949885265181
"171222A",4.78231,2.07,-0.15490196,-12.10957898,20.02880298,0.718496,2.242541428,1.99001,1.34,-5.721246399,22.8704889361,4.2849,0.0239946172118416,146.641903072858,401.152948811657,0.516236502016,5.02899205629628,3.9601398001,1.7956,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",3.45633312540449,1.66,-0.22184875,-10.3292999731442,20.61397389,1.20729612254633,1.611723308,1.9512,0.914095982127113,-6.119186408,11.9462386737684,2.7556,0.0492168678765625,106.694437935197,424.935919537602,1.4575639275154,2.59765202155046,3.80718144,0.835571464540931,37.4444422958519,0.0563106258915239,0.785932329480358,0.611863263096021,0.276009752297068,0.200189162073618,0.062858412,0.22,0.144764827,"180115A",1,0.864083281351122,0.415,-0.0554621875,-2.58232499328605,5.1534934725,0.301824030636582,0.402930827,0.4878,0.228523995531778,-1.529796602,2.487,0.542451947375977
"180205A",3.21372,2.04,0.531478917,-10.30627305,21.4933967,1.09633,1.190331698,1.88733,1.03,-6,10.3279962384,4.1616,0.282469839215493,106.219264181156,461.966101703571,1.2019394689,1.41688955126356,3.5620145289,1.0609,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",3.77295699565679,1.18,0.973127854,-10.7994344514488,22.14319598,1.42099335773479,1.973589623,1.85846,0.937762387259893,-5.187086643,14.2352044910755,1.3924,0.946977820230645,116.627784471139,490.321128208688,2.01922212272639,3.89505600001328,3.4538735716,0.879398294959374,26.905867841989,0.378773543191014,0.798237042055253,0.6073444353625,0.274635249751814,0.204460340585568,0.013362907,0.05,0.013860462,"180325A",1,0.943239248914198,0.295,0.2432819635,-2.6998586128622,5.535798995,0.355248339433697,0.49339740575,0.464615,0.234440596814973,-1.29677166075,2.248,0.511616020569138
"180329B",4.02296,0.97,0.146128036,-11.14935376,21.41988474,1.50063,2.322219295,1.86768,0.77,-5.48148606,16.1842071616,0.9409,0.0213534029052173,124.308089265626,458.811462274885,2.2518903969,5.3927024540703,3.4882285824,0.5929,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",4.6659,1.3,0.556302501,-10.98296666,21.21643247,1.09835,2.29841638,1.99236,0.9,-5,21.77062281,1.69,0.309472472618855,120.625556654672,450.13700675407,1.2063727225,5.2827178558523,3.9694983696,0.81,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",4.171185481,1.91,0.146128036,-11.54363397,21.1034582,1.243849338,2.686993566,2.06008,0.95,-5.236572006,17.3987883169052,3.6481,0.0213534029052173,133.255485233338,445.355947999147,1.54716117564304,7.2199344237254,4.2439296064,0.9025,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",3.62033,1.36,1.831869774,-8.847711656,21.24271531,1.34127,3.06444019010425,1.8461,0.729,-4.065501549,13.1067893089,1.8496,3.35574686889481,78.2820015477183,451.252953741708,1.7990052129,9.39079367872617,3.40808521,0.531441,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",3.8695,1.97,2.120573931,-9.42365865,21.58733599,1.1986,0.938519725,1.70111,0.8595,-4.528708289,14.97303025,3.8809,4.49683379683679,88.8053423517198,466.013075145149,1.43664196,0.880819274214076,2.8937752321,0.73874025,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",3.15711,1.52,0.146128036,-9.928117993,22.27837171,1.07011,1.214843848,1.76613,1.115,-6.161150909,9.9673435521,2.3104,0.0213534029052173,98.5675268829304,496.325846048928,1.1451354121,1.47584557502345,3.1192151769,1.243225,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",4.29043,1.25,0.886490725,-10.42365865,20.65703194,2.64643,2.376576957,1.93674,1.228,-5.091514981,18.4077895849,1.5625,0.785865805511026,108.65265965172,426.71296857018,7.0035917449,5.64811803254338,3.7509618276,1.507984,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",4.0779685637382,1.62357778401957,0.899550776141651,-10.3732298897504,21.1468434832998,1.29388277962848,1.283301229,1.97913612783146,0.885525840322292,-5.37153011911936,16.629827606837,2.6360048207619,0.809191598857047,107.603898345611,447.188989307179,1.67413264741912,1.64686204435291,3.91697981248771,0.784156013878501,28.8533358206064,0.378773543191014,0.788112678767232,0.609042126755056,0.272200409927563,0.199164660663957,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,1.01949214093455,0.405894446004892,0.224887694035413,-2.5933074724376,5.28671087082495,0.32347069490712,0.32082530725,0.494784031957865,0.221381460080573,-1.34288252977984,0.45,0.161368002234975
"190114A",3.74534,2.06,-0.301029996,-10.75202673,21.6447605,1.18375,1.823474229,1.83214,0.86,-6.096910013,14.0275717156,4.2436,0.09061905849176,115.606078802635,468.49565710236,1.4012640625,3.32505826382714,3.3567369796,0.7396,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",4.88123,1.64,0.740362689,-11.257,20.95382587,1.55953,2.268811904,1.5415,0.915,-5.292429824,23.8264063129,2.6896,0.548136911263311,126.720049,439.062818590281,2.4321338209,5.14750745573211,2.37622225,0.837225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",4.0838,2.56,1.255272505,-9.56068,22.04910001,1.03996,1.764922985,2.0913,1.16,-5.193820026,16.67742244,6.5536,1.57570906180898,91.4066020624,486.162811250982,1.0815168016,3.11495314298131,4.37353569,1.3456,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",3.15321333,1.94,0.255272505,-10.8132081,21.65033473,1.30602449,0.867467488,1.81479,0.94,-6.48148606,9.94275430448969,3.7636,0.065164051808975,116.925469413906,468.736993921044,1.70569996847976,0.75249984273703,3.2934627441,0.8836,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",1.95518066,1.24,0.681241237,-8.11145684,20.84178667,1.15734724,1.681241237,1.843,1.39,-4.721246399,3.82273141323804,1.5376,0.46408962298929,65.7957320671828,434.38007159779,1.33945263393562,2.82657209698929,3.396649,1.9321,22.2901675600705,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",4.53640048,1.36,0.301029996,-11.7337376,21.91375294,1.56884903,2.660865478,1.90881,0.516,-5.26760624,20.5789293149442,1.8496,0.09061905849176,137.680598065654,480.212567915359,2.46128727893194,7.08020509201217,3.6435556161,0.266256,27.7476754996869,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",4.23397425308698,1.74656725545063,0.228369899911643,-10.8252386423331,20.9938049880807,1.18325339145285,2.580924976,2.00996423348564,0.919231609259222,-5.23247535249562,17.9265379758034,3.05049717781235,0.0521528111856538,117.185791663462,440.739847877562,1.40008858838467,6.6611737317406,4.03995621989152,0.844986751461299,27.3787983144742,0.378773543191014,0.799513230293238,0.607349279329555,0.283006590234137,0.196384119296445,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,1.05849356327174,0.436641813862657,0.0570924749779107,-2.70630966058327,5.24845124702018,0.295813347863213,0.645231244,0.50249105837141,0.229807902314805,-1.3081188381239,1.2255,0.347427598618541
"200829A",2.97975,0.83,1.994317153,-8.6381,21.08966848,1.29833,1.115277591,1.88219,0.64,-4.292429824,8.8789100625,0.6889,3.97730090675002,74.61677161,444.774116596306,1.6856607889,1.24384410498676,3.5426391961,0.4096,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",4.16876087829514,2.55,-0.522878745,-11.2559015155845,22.1524657,1.23651151289721,1.558708571,1.97336,0.91448514078753,-6.508638306,17.3785672604041,6.5025,0.273402181972775,126.695318928537,490.731736589677,1.52896072152735,2.42957240930886,3.8941496896,0.836283072721189,42.3623725983306,0.143091047665439,0.818869102722797,0.615278886750515,0.288050827931311,0.200592931340937,0.098066496,0.37,0.289529655,"201014A",1,1.04219021957379,0.6375,-0.13071968625,-2.81397537889612,5.538116425,0.309127878224302,0.38967714275,0.49334,0.228621285196882,-1.6271595765,4.56,0.745074791582057
"201015A",3.9090110573998,3.03,0.255272505,-10.8700012697135,21.35536147,0.970567505543704,0.990338855,2.1574,0.933237198015652,-6.698970004,15.2803674468739,9.1809,0.065164051808975,118.156927603573,456.05146351436,0.942001282817328,0.980771047722711,4.65437476,0.870931667760105,44.8761991144918,0.0509829166339321,0.79572650625521,0.612128777486737,0.286670403213342,0.203346250243257,0.130288345,0.68,0.096509885,"201015A",1,0.97725276434995,0.7575,0.06381812625,-2.71750031742837,5.3388403675,0.242641876385926,0.24758471375,0.53935,0.233309299503913,-1.674742501,0.426,0.154119525515847
"201020A",3.72892686663974,2.25,0.322219295,-10.5338494390748,20.93258486,1.08790941390906,1.15136985,2.0761,0.933798095876333,-6.036212173,13.9048955767477,5.0625,0.103825274070297,110.961984005096,438.173108921101,1.18354689287195,1.32565253148902,4.31019121,0.871978883862265,36.4358573974734,0.378773543191014,0.799986891973131,0.611539902583448,0.277216975818526,0.200815753957505,0.033044145,0.14,0.041361379,"201020A",1,0.932231716659935,0.5625,0.08055482375,-2.6334623597687,5.233146215,0.271977353477265,0.2878424625,0.519025,0.233449523969083,-1.50905304325,2.903,0.591398551281249
"201021C",3.3907764158759,1.63,0,-10.1395347808696,20.75199541,1.23571217576382,1.387033701,1.6168,0.88471140935816,-6,11.4973647024602,2.6569,0,102.810165572464,430.645313496661,1.52698458133095,1.92386248770976,2.61404224,0.782714277848502,36,0.0563106258915239,0.800486572915139,0.623439848027785,0.271924380167054,0.202604901407758,0.043429448,0.15,0.086858896,"201021C",1,0.847694103968975,0.4075,0,-2.5348836952174,5.1879988525,0.308928043940955,0.34675842525,0.4042,0.22117785233954,-1.5,1.07,0.315970345456918
"201104B",2.72159651,1.47,0.612783857,-9.38944702,21.73058526,1.19537497,0.937517892,1.55046,0.605,-5.744727495,7.40708756324418,2.1609,0.375504055399796,88.1617153413869,472.218335742129,1.4289213189025,0.878939797820124,2.4039262116,0.366025,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",3.98409927716399,1.71047871175346,0.493025576197725,-10.4938938506722,21.0584880674433,1.25284594950023,2.301029996,1.98957333119557,0.900751187189696,-5.18451228666849,15.8730470502986,2.92573742336178,0.243074218785099,110.121808149176,443.459919686652,1.56962297317913,5.29473904249176,3.95840204020464,0.811352701223647,26.8791676506165,0.378773543191014,0.80120047248803,0.594866526155965,0.276278316163543,0.201396008672011,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,0.996024819290998,0.427619677938365,0.123256394049431,-2.62347346266805,5.26462201686082,0.313211487375057,0.575257499,0.497393332798892,0.225187796797424,-1.29612807166712,0.876,0.273232834043046
"210210A",3.72413045,1.53,0.84509804,-10.1403778,21.12319546,1.5451851,0.819543936,1.85188,0.965,-6.008773924,13.8691476086172,2.3409,0.714190697211842,102.827261926733,446.189386441365,2.38759699326201,0.671652263034372,3.4294595344,0.931225,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",2.93128506,1.6,0.681241237,-9.72925773,21.05996459,1.16829405,1.10720997,1.88408,1.21,-5.920818754,8.5924321029792,2.56,0.46408962298929,94.6584559767648,443.522108532054,1.3649109872654,1.2259139176674,3.5497574464,1.4641,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",3.057651,1.85,0.176091259,-10.8415194,21.15768338,1.21043545,0.485721426,1.71079,0.66,-6.823908741,9.349229637801,3.4225,0.0310081314962051,117.538542900576,447.647566008328,1.4651539786167,0.235925303675473,2.9268024241,0.4356,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.086858896,0.25,0.057905931,"210517A",0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",2.89514,0.98,1.130333768,-9.19036,21.03780485,1.05139,1.841234296,1.91684,0.78,-4.443697499,8.3818356196,0.9604,1.27765442708108,84.4627169296,442.589232906684,1.1054209321,3.39014373276662,3.6742755856,0.6084,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",2.91049117,1.41,2.06069784,-8.55006175,21.83430305,1.12578835,1.784617293,1.92306,0.745,-4.022276395,8.47095885064797,1.9881,4.24647558778067,73.103555928813,476.736789679239,1.26739940899572,3.18485888247465,3.6981597636,0.555025,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.004571521,0.02,0.008308242,"210619B",0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",3.6504,1.62,0.342422681,-10.3507,20.54058972,1.43908,1.700703717,1.83712,0.81,-5.602059991,13.32542016,2.6244,0.117253292463228,107.13699049,421.91582604537,2.0709512464,2.89239313301762,3.3750098944,0.6561,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",2.4985,1.3,1.442479769,-8.20842,21.53322281,1.267456,2.257198426,1.70788,0.77,-4.698970004,6.24250225,1.69,2.08074788397429,67.3781588964,463.679684585104,1.606444711936,5.09494473433688,2.9168540944,0.5929,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868589,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",3.43921565,1.63,-0.045757491,-8.56429146,20.98677173,1.92622006,2.780677274,2.08,1.07,-5.167491087,11.8282042872049,2.6569,0.00209374798261508,73.3470882118289,440.444587647127,3.7103237195464,7.73216610214007,4.3264,1.1449,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.096509885,"211024B",0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220101A",3.04134881,1.13,0.86332286,-8.69262974,21.90370028,1.20052929,2.238948898,1.62241,0.491,-4.602059991,9.24980258408842,1.2769,0.74532636059858,75.5618117967325,479.772085956072,1.4412705761479,5.01289216785541,2.6322142081,0.241081,21.1789561607629,0.0313174061753508,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.017847718,"220101A",0,0,0,0,0,0,0,0,0,0,0,4.618,0.749581734865559
"220117A",3.43803362,1.84,0.278753601,-10.1070569,21.99532933,1.68612083,1.697316542,1.78537,1.2,-5.795880017,11.8200751722503,3.3856,0.0777035700704672,102.152599179838,483.794512335158,2.84300345335989,2.88088344374684,3.1875460369,1.44,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.05428681,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
"230116D",3.79761,1.38,-0.22184875,-11.1278,20.96124782,1.57289,1.612783857,1.76412,0.84,-6.090443971,14.4218417121,1.9044,0.0492168678765625,123.82793284,439.373910171455,2.4739829521,2.6010717693998,3.1121193744,0.7056,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",0,0,0,0,0,0,0,0,0,0,0,3.81,0.682145076373832
"230325A",3.7823081,1.82,0.51851394,-10.9066853,22.22918251,0.931411844,1.580354661,2.0855,1.025,-5.886056648,14.3058545633256,3.3124,0.268856705974324,118.955784233236,494.13655506289,0.86752802314348,2.49752085454443,4.34931025,1.050625,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.066814536,0.18,0.052641755,"230325A",0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230506C",4.25859,1.89,0.380211242,-11.4531,20.96124782,1.14181,1.491361694,2.08995,1.11,-5.769551079,18.1355887881,3.5721,0.144560588543183,131.17349961,439.373910171455,1.3037300761,2.22415970233055,4.3678910025,1.2321,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.090478017,"230506C",0,0,0,0,0,0,0,0,0,0,0,3.7,0.672097857935718
"230818A",3.9564,1.36,0.826074803,-11.0883,21.31377445,1.39195,0.992111488,2.00403,1.02,-5.721246399,15.65310096,1.8496,0.682399580151489,122.95039689,454.276981305473,1.9375248025,0.984285204621574,4.0161362409,1.0404,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",3.24045,1.08,0.591064607,-10.048,21.82763844,1.60174,0.873320602,1.66432281,0.84,-5.853871964,10.5005162025,1.1664,0.349357369648064,100.962304,476.445799867366,2.5655710276,0.762688873877642,2.7699704158863,0.7056,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.062042069,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"970508A",4.61110254362181,1.89125935641635,0.329125184024259,-11.2937572488029,20.9147184367958,1.45084161863317,1.120573931,1.95905288678887,0.865180405625054,-6.01308853019273,21.2622666677955,3.57686195323239,0.108323386759002,127.548952794888,437.425447290446,2.10494140235812,1.25568593483679,3.8378882132358,0.748537134277533,36.1572336719354,0.378773543191014,0.813900550463885,0.634845717704451,0.287048683709963,0.206713609578316,0.0513926781795972,0.291747439511379,0.0729767332031779,"970508A",1,1.15277563590545,0.472814839104088,0.0822812960060647,-2.82343931220072,5.22867960919895,0.362710404658293,0.28014348275,0.489763221697217,0.216295101406264,-1.50327213254818,0.83,0.262451089730429
