"","PhotonIndex","log10PeakFlux","log10Ta","log10NH","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","PhotonIndexSqr","log10PeakFluxSqr","log10TaSqr","log10NHSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","PhotonIndex_opt","log10PeakFlux_opt","log10Ta_opt","log10NH_opt","log10Fa_opt","Alpha_opt","log10T90_opt","Beta_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"061007A",1.03,1.164352856,3.2635190939762,21.74186197,-9.18819140742016,1.94555352128263,1.876852648,1.00876341721693,1.99824,-4.35261703,1.0609,1.35571757327536,10.6505568767472,472.708561922532,84.4228613393897,3.78517850417524,3.52257586230461,1.01760363191518,3.9929630976,18.945275009846,0.214744065864423,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.005497151,0.03,0.011006093,"061007A",1,0.2575,0.291088214,0.81587977349405,5.4354654925,-2.29704785185504,0.486388380320658,0.469213162,0.252190854304232,0.49956,-1.0881542575,1.26,0.354108439147401
"061021A",1.3,0.78604121,3.23849,20.87141063,-10.04095861,1.01707,1.664641976,0.785,1.99282,-5.528708289,1.69,0.617860783818264,10.4878174801,435.615781686077,100.820849807733,1.0344313849,2.77103290826118,0.616225,3.9713315524,30.5666153448573,0.0507507174713444,0.0264,0.03399,0.010415,0.016800037,0.014818832,0.06,0.019191409,"061021A",0,0,0,0,0,0,0,0,0,0,0,0.3463,0.129141845792285
"061121A",1.41,1.324282455,3.78753,21.75351565,-10.03011836,1.35185,1.90982337,0.9485,1.90181,-4.863279433,1.9881,1.75372402062083,14.3453835009,473.215443134795,100.603274315609,1.8274984225,3.64742530459816,0.89965225,3.6168812761,23.6514868434408,0.246558916936231,0.01265,0.01703,0.01585,0.002358211,0.006308365,0.03,0.009468031,"061121A",0,0,0,0,0,0,0,0,0,0,0,1.314,0.364363354615731
"061126A",1.32,0.989449818,3.6453219417273,21.38058204,-10.5896872768966,1.19154886858262,2.281033367,0.904331530036894,1.9269241917552,-5.169411331,1.7424,0.979010942340233,13.2883720588385,457.129288369171,112.141476622466,1.41978870622052,5.20311322136736,0.81781551621887,3.71303684077143,26.7228135090712,0.169579312058566,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0190994093843814,0.06,0.0246693811930976,"061126A",1,0.33,0.2473624545,0.911330485431825,5.34514551,-2.64742181922415,0.297887217145655,0.57025834175,0.226082882509224,0.4817310479388,-1.29235283275,1.1588,0.334212409393176
"061222A",1.35,0.930949031,3.92091,22.56660835,-9.954677021,1.35061,1.853698212,0.86,1.92748,-5.097453221,1.8225,0.866666098319839,15.3735352281,509.25181242229,99.0955945924254,1.8241473721,3.436197061172,0.7396,3.7151791504,25.9840293402833,0.0973208922530927,0.02311,0.024435,0.018075,0.005,0.008588051,0.04,0.013237581,"061222A",0,0,0,0,0,0,0,0,0,0,0,2.088,0.489677291663699
"070110A",1.58,-0.22184875,4.26825,21.3989672,-11.04866248,1.42725,1.946550511,1.186,2.08596,-5.790484985,2.4964,0.0492168678765625,18.2179580625,457.915797226676,122.07294259696,2.0370425625,3.78905889187436,1.406596,4.3512291216,33.5297163615105,0.0711120769415451,0.05475,0.053995,0.046555,0.12166788,0.028952965,0.12,0.086858896,"070110A",0,0,0,0,0,0,0,0,0,0,0,2.352,0.525304009958239
"070125A",1.66719216524827,0.461366700396796,4.1376737169557,21.1168251059769,-10.7144329683997,1.42067734582212,1.77815125,0.869833402905479,1.95142632719767,-5.49527903539734,2.77952971586521,0.212859232235027,17.120343787986,445.920302556416,114.79907383433,2.01832412093218,3.16182186787656,0.756610148810125,3.80806471048019,30.1980916768775,0.169579312058566,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0330719907495403,0.177142407809118,0.0593602352348791,"070125A",1,0.416798041312067,0.115341675099199,1.03441842923892,5.27920627649423,-2.67860824209993,0.35516933645553,0.4445378125,0.21745835072637,0.487856581799417,-1.37381975884934,1.55,0.406540180433955
"070208A",1.94,-0.045757491,3.44468,21.8647258,-10.86327943,1.2125,1.806179974,1.14,2.20341,-6.351639989,3.7636,0.00209374798261508,11.8658203024,478.066234309186,118.010839974261,1.47015625,3.26228609847864,1.2996,4.8550156281,40.3433305498639,0.153546286600926,0.1619,0.14114,0.06357,0.015,0.098570208,0.36,0.106160873,"070208A",0,0,0,0,0,0,0,0,0,0,0,1.165,0.335457900689384
"070223A",1.85,-0.161150909,4.22335,21.70173804,-11.86327943,0.991734,1.9408513687054,1.03,2.25837,-5.769551079,3.4225,0.0259696154715263,17.8366852225,470.965433956783,140.737398834261,0.983536326756,3.76690403540562,1.0609,5.1002350569,33.2877196531901,0.0402373538487879,0.16615,0.203105,0.079308,0.06,0.018572476,0.072727273,0.130844061722848,"070223A",0,0,0,0,0,0,0,0,0,0,0,1.6295,0.419873175149476
"070306A",1.66,0.609594409,4.86926,22.44245468,-11.2737,1.89982,2.321184027,0.831,1.94468,-5.269217724,2.7556,0.371605343484059,23.7096929476,503.663772063854,127.09631169,3.6093160324,5.38789528719994,0.690561,3.7817803024,27.7646554229157,0.134263479640872,0.0335,0.02824,0.06188,0.001,0.02308703,0.1,0.022408315,"070306A",0,0,0,0,0,0,0,0,0,0,0,1.4959,0.397227181043161
"070411A",1.72,-0.040958608,3.34899837185609,22.32139542,-10.6220812730793,1.40009705614063,2.089021501,0.887189358072951,2.2428,-5.568636236,2.9584,0.00167760756929766,11.2157900946947,498.244693495997,112.828610571902,1.96027176661366,4.36401083164029,0.787104957077895,5.03015184,31.0097095288922,0.15117163716416,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.02493172,0.1,0.062042069,"070411A",1,0.43,-0.010239652,0.837249592964022,5.580348855,-2.65552031826982,0.350024264035158,0.52225537525,0.221797339518238,0.5607,-1.392159059,2.95,0.59659709562646
"070508A",1.1,1.382017043,3.02525,21.89306622,-9.161150909,1.37377,1.320146286,0.764,1.82568,-4.707743929,1.21,1.90997110714246,9.1521375625,479.306348513305,83.9266859774715,1.8872440129,1.74278621643959,0.583696,3.3331074624,22.1628529010364,0.0152922340458476,0.010795,0.01189,0.013355,5e-04,0.006049102,0.060606061,0.010992516,"070508A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"070521A",1.1,0.814913181,3.55243,22.27524914,-10.01233374,1.44502,1.57863921,0.98,2.00022,-5.096367484,1.21,0.664083492567539,12.6197589049,496.186724249071,100.246826921142,2.0880828004,2.49210175534942,0.9604,4.0008800484,25.9729615319725,0.0323072045959819,0.04901,0.04844,0.0562,0.147518075,0.009596769,0.121212121,0.017957046,"070521A",0,0,0,0,0,0,0,0,0,0,0,2.0865,0.489466281303128
"070529A",1.34,0.155336037,3.09323,22.56252244,-10.24641694,1.21432,2.038222638,0.76,1.97999,-5.590066877,1.7956,0.0241292843908654,9.5680718329,509.067418855503,104.989060108319,1.4745730624,4.15435152205568,0.5776,3.9203604001,31.2488476893325,0.0794726286723922,0.0552,0.068045,0.03501,0.015,0.041401614,0.16,0.109332877,"070529A",0,0,0,0,0,0,0,0,0,0,0,2.4996,0.544018407858776
"070612A",1.69,0.178976947,3.86050351688266,21.2559971173378,-10.5188423780971,1.84856953988428,2.566790912,0.898420909051471,1.97567939099548,-4.974694135,2.8561,0.0320327475574408,14.9034874038634,451.817413452273,110.646044975251,3.41720934378798,6.58841558592579,0.807160129820871,3.90330905600427,24.7475817368034,0.169579312058566,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.024623678,0.1,0.109292651,"070612A",1,0.4225,0.04474423675,0.965125879220665,5.31399927933445,-2.62971059452427,0.46214238497107,0.641697728,0.224605227262868,0.49391984774887,-1.24367353375,0.671,0.222976449893391
"070721B",1.34,0.176091259,3.94739,21.89473409,-10.50863831,2.5054,2.531478917,0.52,1.52512,-5.443697499,1.7956,0.0310081314962051,15.5818878121,479.379380871808,110.4314791304,6.27702916,6.40838550721549,0.2704,2.3259910144,29.6338424606189,0.0272330828957319,0.3648,0.10084,0.09144,0,0.024127471,0.11,0.086858896,"070721B",0,0,0,0,0,0,0,0,0,0,0,3.626,0.6652056284346
"070802A",1.79,-0.397940009,3.92184,21.91375294,-11.6716204,1.16348,1.214843848,0.78,1.99014,-6.552841969,3.2041,0.15835625076292,15.3808289856,480.212567915359,136.226722761696,1.3536857104,1.47584557502345,0.6084,3.9606572196,42.9397378706878,0.079968777148268,0.17395,0.236245,0.2088785,0.045,0.077552586,0.27,0.108573621,"070802A",0,0,0,0,0,0,0,0,0,0,0,2.45,0.537819095073274
"070810A",2.04,0.278753601,3.36583,21.93100401,-10.77728353,1.36994,1.041392685,1.02,2.17076,-6.161150909,4.1616,0.0777035700704672,11.3288115889,480.968936886636,116.149840286009,1.8767356036,1.08449872437151,1.0404,4.7121989776,37.9597805234715,0.197037086589132,0.06175,0.07187,0.077915,0.01,0.037764738,0.14,0.045715209,"070810A",0,0,0,0,0,0,0,0,0,0,0,2.17,0.501059262217751
"071003A",1.36,0.799340549,4.78411,20.86974084,-11.67760082,1.97901,2.170643023,0.837,1.91015,-5.080921908,1.8496,0.638945313275621,22.8877084921,435.546082728764,136.366360911265,3.9164805801,4.71169113329858,0.700569,3.6486730225,25.8157674351944,0.0131768929142836,0.1359,0.098505,0.183105,0.032,0.015697391,0.07,0.027574253,"071003A",0,0,0,0,0,0,0,0,0,0,0,1.60435,0.415699348887829
"071010A",2.33,-0.096910013,3.88681649665738,22.13954852,-10.8474741319093,1.66628733357104,0.77815125,0.797189516298542,2.33496,-6.698970004,5.4289,0.00939155061966017,15.107342478688,490.159608669434,117.667695042441,2.77651347801929,0.605519367876562,0.635511124896303,5.4520382016,44.8761991144918,0.0093822306004846,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.086858896,0.37,0.162860431,"071010A",1,0.5825,-0.02422750325,0.971704124164345,5.53488713,-2.71186853297732,0.41657183339276,0.1945378125,0.199297379074635,0.58374,-1.674742501,0.99,0.298853076409707
"071010B",1.53,0.886490725,3.6202806776732,21.30047157,-10.4212688075068,1.14122351433538,1.552668216,0.909058639830606,2.04061,-5.356547324,2.3409,0.785865805511026,13.1064321851339,453.710089104378,108.602843558314,1.302391109672,2.41077858897662,0.826387610650671,4.1640891721,28.6925992342516,0.214744065864423,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.009870329,0.22,0.016920564,"071010B",1,0.3825,0.22162268125,0.9050701694183,5.3251178925,-2.6053172018767,0.285305878583845,0.388167054,0.227264659957651,0.5101525,-1.339136831,0.947,0.289365951520032
"071020A",1.11,0.924279286,2.311950854,20.99642367,-9.169411331,1.119196934,0.62324929,0.844,1.59788,-5.638272164,1.2321,0.85429219852867,5.34511675131133,440.849806930136,84.0781041570712,1.252601777075,0.388439677485504,0.712336,2.5532204944,31.7901129953372,0.0601790285006581,0.035099822,0.039262062,0.011153209,0.001,0.018882369,0.05,0.015510517,"071020A",0,0,0,0,0,0,0,0,0,0,0,2.145,0.497620649781288
"071025A",1.79,0.204119983,3.34355020820151,21.07108335,-10.6637530205739,1.45566284235609,2.376832349,0.847288095266334,1.97502660214106,-5.187086643,3.2041,0.0416649674599203,11.1793279947644,443.990553542647,113.715628483799,2.11895431061621,5.64933201525286,0.717897116380052,3.90073007916486,26.905867841989,0.0933217274509788,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.021297834433594,0.05,0.0778422962236166,"071025A",1,0.4475,0.05102999575,0.835887552050377,5.2677708375,-2.66593825514347,0.363915710589023,0.59420808725,0.211822023816583,0.493756650535265,-1.29677166075,5,0.778151250383644
"071112C",1.09,0.903089987,3.2788060984298,20.5643192,-10.3676965494686,1.42661571620875,1.176091259,0.805746943860528,1.67267,-5.522878745,1.1881,0.81557152461966,10.7505694311004,422.891224159489,107.489131741863,2.0352324017338,1.38319064949621,0.649228137540581,2.7978249289,30.5021896319728,0.0664080102705681,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.057905931,0.07,0.05428681,"071112C",1,0.2725,0.22577249675,0.81970152460745,5.1410798,-2.59192413736715,0.356653929052188,0.29402281475,0.201436735965132,0.4181675,-1.38071968625,0.82,0.260071387985075
"071117A",1.57,1.053078443,3.901990464,22.04291793,-11.23542972,1.104952391,0.819543936,0.94,2.0457,-5.619788758,2.4649,1.1089742071113,15.2255295811469,485.890230868716,126.234880993059,1.22091978637662,0.671652263034372,0.8836,4.18488849,31.5820256845432,0.120079755643196,0.101024385,0.117162967,0.089387802,0.01,0.018095603,0.06,0.015373256,"071117A",0,0,0,0,0,0,0,0,0,0,0,1.331,0.367542273520577
"080310A",2.32,0.113943352,4.32608056,20.06405721,-11.3990271,1.59590648,2.560456622,0.878,2.09352,-5.638272164,5.3824,0.0129830874649959,18.7149730116099,402.566391726153,129.937818826534,2.54691749290599,6.55593811314365,0.770884,4.3828259904,31.7901129953372,0.0207895824764161,0.04247343,0.03798676,0.065276352,0.0375,0.037764738,0.16,0.066814536,"080310A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"080319B",1.04,1.394451681,5.36799912,20.8771334,-12.15181088,1.42250979,1.68090255756894,0.73,1.81426,-4.091514981,1.0816,1.94449549064373,28.8154145523208,435.854699001396,147.666507663286,2.02353410264584,2.8254334080418,0.5329,3.2915393476,16.7404948397474,0.00162180613819455,0.097779455,0.087626454,0.075139905,0,0.00536166,0.02,0.008755937,"080319B",0,0,0,0,0,0,0,0,0,0,0,0.937,0.287129620719111
"080319C",1.37,0.716003344,3.13508168214864,21.75037415,-10.5294137216002,1.79484864619511,1.531478917,0.809869354772691,1.61029,-5.443697499,1.8769,0.512660788619182,9.82873715374395,473.078775664988,110.868553320623,3.22148166274842,2.34542767321549,0.655888371799935,2.5930338841,29.6338424606189,0.169579312058566,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.012063736,0.07,0.025055451,"080319C",1,0.3425,0.179000836,0.78377042053716,5.4375935375,-2.63235343040005,0.448712161548778,0.38286972925,0.202467338693173,0.4025725,-1.36092437475,1.95,0.469822015978163
"080330A",2.53,-0.045757491,3.6385783234938,21.69090721,-10.4548116240283,1.38892899973857,1.783188691,0.831709176627083,2.25433,-6.468521083,6.4009,0.00209374798261508,13.239252216199,470.49545559283,109.303086093917,1.92912376631478,3.17976190771029,0.6917401544857,5.0820037489,41.8417650012155,0.0777158547080599,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.102186937,0.45,0.096509885,"080330A",1,0.6325,-0.01143937275,0.90964458087345,5.4227268025,-2.61370290600708,0.347232249934643,0.44579717275,0.207927294156771,0.5635825,-1.61713027075,1.51,0.399673721481038
"080411A",1.75,1.635483747,4.20932562,21.57289018,-10.11350927,1.28909841,1.748188027,0.91,1.97674,-4.578396073,3.0625,2.67480708670116,17.7184221751884,465.38959071834,102.283069754376,1.66177471066453,3.05616137774615,0.8281,3.9075010276,20.9617106012618,0.00776276208190557,0.06043543,0.049275581,0.010296793,0,0.001645055,0.03,0.009047802,"080411A",0,0,0,0,0,0,0,0,0,0,0,1.03,0.307496037913213
"080413B",1.26,1.271841607,4.02125089533227,21.31329763,-10.9873151461554,1.58328712979951,0.903089987,0.82310871762715,1.93206,-5.494850022,1.5876,1.61758107329634,16.1704587632106,454.256655864964,120.721094120936,2.50679813538877,0.81557152461966,0.677507961033811,3.7328558436,30.1933767642734,0.0777158547080599,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.013571703,0.27,0.018579443,"080413B",1,0.315,0.31796040175,1.00531272383307,5.3283244075,-2.74682878653885,0.395821782449877,0.22577249675,0.205777179406787,0.483015,-1.3737125055,1.1,0.322219294733919
"080516A",1.82,0.255272505,3.77452827,22.03528962,-11.12090412,0.94016916,0.763427994,1.48,2.3315,-6.585026652,3.3124,0.065164051808975,14.2470636610292,485.55398863728,123.674508446233,0.883918049415106,0.582822302022864,2.1904,5.43589225,43.3625760075503,0.0159503209161228,0.077803665,0.111057696,0.084888358,0.03,0.066814536,0.27,0.072382414,"080516A",0,0,0,0,0,0,0,0,0,0,0,3.2,0.6232492903979
"080603A",1.8144820875664,0.365016103959771,3.71597793771408,20.9181675200872,-10.6231800499139,1.18102817339392,1.77815125,0.913088040614025,2.0146549872069,-5.70558194498092,3.29234524609932,0.13323675614997,13.8084920335778,437.569732398431,112.851954372889,1.39482754635018,3.16182186787656,0.83372976991236,4.05883471747763,32.5536653308923,0.366834332492466,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1,0.4536205218916,0.0912540259899428,0.92899448442852,5.2295418800218,-2.65579501247848,0.29525704334848,0.4445378125,0.228272010153506,0.503663746801725,-1.42639548624523,1.69,0.429752280002408
"080603B",1.21,0.544068044,3.86431583206583,21.31611509,-10.552337296697,1.31716665709133,1.77815125,0.883236101131406,1.83449,-5.619788758,1.4641,0.296010036501986,14.9329368499546,454.376762530126,111.351822423263,1.73492800255315,3.16182186787656,0.780106010341807,3.3653535601,31.5820256845432,0.169579312058566,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.018095603,0.3,0.024816828,"080603B",1,0.3025,0.136017011,0.966078958016457,5.3290287725,-2.63808432417425,0.329291664272833,0.4445378125,0.220809025282852,0.4586225,-1.4049471895,2.6893,0.566943971856554
"080607A",1.31,1.36361198,3.46298403,22.38386741,-10.0540393,1.7256074,1.899984563,1.06,2.03418,-4.619788758,1.7161,1.85943763199952,11.992258392035,501.03752022846,101.083706245944,2.97772089893476,3.6099413396383,1.1236,4.1378882724,21.3424481685432,0.0179615292332226,0.11042072,0.069659314,0.037637388,0.02,0,0.04,0.02068069,"080607A",0,0,0,0,0,0,0,0,0,0,0,3.036,0.605951157564873
"080710A",1.47,0,4.09266933,20.89722339,-11.23284413,1.52133785,2.077948999,1.3,2.00149,-5.853871964,2.1609,0,16.7499422447226,436.693945411563,126.176787248875,2.31446885384262,4.3178720424451,1.69,4.0059622201,34.2678169709052,0.063286086716648,0.06269498,0.054210787,0.06401643,0.150517844,0.062042069,0.23,0.086858896,"080710A",0,0,0,0,0,0,0,0,0,0,0,0.845,0.265996370495079
"080810A",1.34,0.301029996,3.2687548,21.45079548,-9.931814138,1.44529526,2.03666881,1.079,2.11482,-5.337242168,1.7956,0.09061905849176,10.684757942523,460.136626724788,98.6409320717767,2.08887838857847,4.14801984162682,1.164241,4.4724636324,28.4861539598773,0.0173110727824034,0.031830706,0.039738688,0.036139295,0.0015,0.018882369,0.06,0.043429448,"080810A",0,0,0,0,0,0,0,0,0,0,0,3.35,0.638489256954637
"080905B",1.78,-0.301029996,3.67820615,22.33533151,-10.11125904,1.36946226,2.10720997,0.375,1.86248,-5.744727495,3.1684,0.09061905849176,13.5292004818978,498.867033661599,102.237559373982,1.87542688156431,4.4403338576674,0.140625,3.4688317504,33.001893991809,0.0951998384562338,0.03236457,0.038825489,0.033301752,0.00558525,0.048254942,0.15,0.086858896,"080905B",0,0,0,0,0,0,0,0,0,0,0,2.374,0.528145078253106
"080928A",1.77,0.322219295,4.08450503,21.51035195,-11.1260984,1.76031774,2.368584372,0.99,2.13864,-5.602059991,3.1329,0.103825274070297,16.6831813400953,462.695241012869,123.790065606483,3.09871854575871,5.61019192728263,0.9801,4.5737810496,31.3830761427629,0.0386609346233468,0.064484035,0.047916769,0.075970735,0,0.034743559,0.12,0.02068069,"080928A",0,0,0,0,0,0,0,0,0,0,0,1.692,0.430075055551939
"081007A",2.51,0.414973348,3.58176278,21.69605744,-10.58502665,1.00469263,0.958563883,0.92,2.102,-6.148741651,6.3001,0.172202879550329,12.8290246121933,470.718908439779,112.04278918121,1.00940728077632,0.918844717792038,0.8464,4.418404,37.8070238907422,0.140327919478768,0.053161115,0.084284398,0.039134851,0.005,0.048934589,0.2,0.066814536,"081007A",0,0,0,0,0,0,0,0,0,0,0,0.5295,0.184549481320698
"081008A",1.69,0.113943352,3.85550833,21.1376737,-10.79317412,1.47398467,2.268297087,0.84,1.98207,-5.366531544,2.8561,0.0129830874649959,14.8649444826994,446.801249447672,116.492607584638,2.17263080739501,5.14517167489269,0.7056,3.9286014849,28.799660812747,0.0944643171466364,0.06052989,0.056285684,0.063988679,0.025,0.020199743,0.07,0.033407268,"081008A",0,0,0,0,0,0,0,0,0,0,0,1.9685,0.472537053262077
"081028A",1.25,-0.301029996,4.75426,20.90308999,-11.3994,2.20023,2.414973348,0.945,2.51,-5.431798276,1.5625,0.09061905849176,22.6029881476,436.939171130038,129.94632036,4.8410120529,5.83209627155033,0.893025,6.3001,29.5044325111566,0.0544346314312377,0.0572,0.03025,0.054715,5e-04,0.023475377,0.38,0.086858896,"081028A",0,0,0,0,0,0,0,0,0,0,0,3.038,0.60616631460762
"081029A",1.43,-0.301029996,4.48156171,21.49704581,-11.86327943,2.51960373,2.431283332,0.87,1.95818,-5.677780705,2.0449,0.09061905849176,20.0843953605381,462.122978557239,140.737398834261,6.34840295622991,5.91113864046102,0.7569,3.8344689124,32.2371937340703,0.0734942688403521,0.083250805,0.04285341,0.169198521,0.001,0.041361379,0.18,0.173717793,"081029A",0,0,0,0,0,0,0,0,0,0,0,3.8479,0.685553652846326
"081203A",1.54,0.462397998,4.02089,21.66176916,-10.9243983,1.86904,2.46834733,0.82,2.03508,-5.113509275,2.3716,0.213811908554408,16.1675563921,469.232243141127,119.342478217043,3.4933105216,6.09273854151813,0.6724,4.1415506064,26.147977105511,0.122562443871835,0.05695,0.03932,0.064395,0.0325,0.016920564,0.06,0.029951344,"081203A",0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"081221A",1.21,1.260071388,2.93195749,21.57331844,-9.354577731,1.23586126,1.531478917,0.991,2.4947,-4.742321425,1.4641,1.58777990285625,8.5963747231671,465.408068513644,87.5081245253211,1.52735305396879,2.34542767321549,0.982081,6.22352809,22.489612498014,0.0102431891789539,0.0249855,0.031176651,0.012861856,5e-04,0.007198251,0.13,0.011931167,"081221A",0,0,0,0,0,0,0,0,0,0,0,2.26,0.513217600067939
"081228A",2.1,-0.22184875,3.04775709242877,21.16936021,-10.8281844573803,1.35342897866245,0.477121255,0.85780438156181,2.11824052948599,-7.050609993,4.41,0.0492168678765625,9.28882329444987,448.141811700731,117.249578643052,1.83177000028328,0.227644691972775,0.735828357026639,4.48694294075709,49.7111012733915,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0674679414874554,0.31,0.103319586082909,"081228A",1,0.525,-0.0554621875,0.761939273107192,5.2923400525,-2.70704611434507,0.338357244665613,0.11928031375,0.214451095390453,0.529560132371497,-1.76265249825,3.44,0.64738297011462
"081230A",1.97,-0.15490196,3.66959365,20.67248024,-11.32975415,0.99376498,0.907209226455443,1.02,2.08621,-6.086186148,3.8809,0.0239946172118416,13.4659175561203,427.35143927319,128.363329099442,0.9875688354744,0.823028580565883,1.0404,4.3522721641,37.0416618281071,0.740704337003766,0.0701444,0.08735027,0.040381418,0.02,0.02568693,0.096969697,0.142225970771007,"081230A",0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"090102A",1.36,0.740362689,3.15380077,21.72376179,-9.457174573,1.42487631,1.432006687,0.667,1.76997,-7.167491087,1.8496,0.548136911263311,9.94645929685259,471.921826308664,89.4381509041977,2.03027249879922,2.05064315161272,0.444889,3.1327938009,51.3729284822244,0.0359770577590371,0.036239983,0.041590346,0.021786596,0.002673458,0.019160051,0.08,0.063170107,"090102A",0,0,0,0,0,0,0,0,0,0,0,1.547,0.406028944963615
"090205A",2.15,-0.301029996,3.70655,21.81792086,-11.3419886,1.29089,0.944482672,1.01,2.03416,-6.721246399,4.6225,0.09061905849176,13.7385129025,476.021670653223,128.64070540253,1.6663969921,0.89204751770826,1.0201,4.1378069056,45.1751531560705,0.0885407574117407,0.13445,0.114585,0.084185,0.025,0.068572813,0.23,0.086858896,"090205A",0,0,0,0,0,0,0,0,0,0,0,4.6497,0.752025387323213
"090313A",1.91,-0.096910013,3.71434945774789,22.44115763,-10.2720737674644,1.2178153141461,1.893872679,0.982695646948066,2.07619,-5.853871964,3.6481,0.00939155061966017,13.796391894272,503.605555774507,105.51549948423,1.48307413936876,3.58675372426264,0.965690734530678,4.3105649161,34.2678169709052,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.062042069,0.29,0.162860431,"090313A",1,0.4775,-0.02422750325,0.928587364436973,5.6102894075,-2.5680184418661,0.304453828536525,0.47346816975,0.245673911737016,0.5190475,-1.463467991,3.38,0.6414741105041
"090418A",1.48,0.278753601,3.52813657,22.02365981,-10.04720756,1.52909667,1.748188027,0.98,2.03408,-5.337242168,2.1904,0.0777035700704672,12.4477476565714,485.041591426609,100.946379753721,2.33813662620509,3.05616137774615,0.9604,4.1374814464,28.4861539598773,0.0320230997079162,0.028659405,0.030759021,0.042154514,0.003531332,0.018882369,0.07,0.068572813,"090418A",0,0,0,0,0,0,0,0,0,0,0,1.608,0.416307587059883
"090423A",0.8,0.230448921,3.91521772,22.7516324,-11.2798407,1.43267533,0.989894564,0.77,1.8158,-6.229147988,0.64,0.0531067051900642,15.328929795002,517.63677686473,127.234806217376,2.05255860119061,0.97989124783675,0.5929,3.29712964,38.8022846564045,0.047195797531391,0.08569564,0.077643595,0.064053366,0.005,0.029443694,0.5,0.051093469,"090423A",0,0,0,0,0,0,0,0,0,0,0,8.26,0.966610986681934
"090424A",1.19,1.851258349,2.99599056,21.63012977,-9.050609993,1.1284106,1.681241237,0.924,1.96315,-4.677780705,1.4161,3.42715747474221,8.97595943560911,467.86251386704,81.9135412453915,1.27331048219236,2.82657209698929,0.853776,3.8539579225,21.8816323240703,0.0205611924585667,0.011257098,0.013394814,0.005546887,0,0,0.15,0.012233647,"090424A",0,0,0,0,0,0,0,0,0,0,0,0.544,0.188647295999717
"090519A",1.02,-0.22184875,3.44619,22.13069392,-11.76000021,1.42452,1.806179974,0.63,1.46604,-5.920818754,1.0404,0.0492168678765625,11.8762255161,489.767613380725,138.2976049392,2.0292572304,3.26228609847864,0.3969,2.1492732816,35.0560947177181,0.0559162050267847,0.21145,0.24029,0.3065,0.03,0.036191207,0.2,0.144764827,"090519A",0,0,0,0,0,0,0,0,0,0,0,3.85,0.685741738602264
"090529A",2,-0.397940009,4.472757799,22.00531353,-12.1873998,0.8815438,1.837651558,0.64,2.22623,-6.167491087,4,0.15835625076292,20.0055623285153,484.233823553601,148.53271388504,0.77711947131844,3.37696324861983,0.4096,4.9561000129,38.0379463082244,0.0664439832683159,0.11547934,0.21900534,0.113675222,0.125,0.10857362,0.3,0.108573621,"090529A",0,0,0,0,0,0,0,0,0,0,0,2.625,0.559308010907013
"090530A",1.61,0.397940009,3.6839464,20.90942658,-11.16052195,0.88610581,1.681241237,1.09,2.03975,-5.958607315,2.5921,0.15835625076292,13.571461078073,437.204119904411,124.557250196432,0.785183506515756,2.82657209698929,1.1881,4.1605800625,35.5050011343715,0.323703994876218,0.089175625,0.115365029,0.038514202,0.035,0.039481317,0.17,0.052115338,"090530A",0,0,0,0,0,0,0,0,0,0,0,1.266,0.355259905527378
