"formula_idx","wins","formula"
1390,1,"Response ~  (log10T90Sqr+AlphaSqr+log10TaSqr+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
1400,1,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr"
1532,1,"Response ~  (log10FaSqr+log10Fa+log10NH+log10Ta+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1583,1,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1601,1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
1861,1,"Response ~  (log10FaSqr+Alpha+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1879,1,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1883,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2192,1,"Response ~  (log10FaSqr+log10Fa+log10NH+PhotonIndex+log10Ta)^2+log10PeakFlux+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2559,1,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
2903,1,"Response ~  (AlphaSqr+log10FaSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10T90Sqr"
2930,1,"Response ~  (log10T90Sqr+AlphaSqr+log10TaSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
2940,1,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr"
3234,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
3357,1,"Response ~  (AlphaSqr+log10NHSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10TaSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr"
3415,1,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr"
3668,1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10NH+log10Ta+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
3742,1,"Response ~  (log10FaSqr+log10NHSqr+log10TaSqr+log10NH+log10Ta+log10PeakFlux)^2+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
3998,1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10NH+PhotonIndex+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
4580,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10TaSqr+log10T90+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
6125,1,"Response ~  (log10FaSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10Fa+log10NH)^2+log10PeakFlux+log10Ta+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+AlphaSqr+log10T90Sqr"
