"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_mad_idx","best_mad_val","n_candidates","minutes","best_r_formula"
16,2378,0.4981,817,0.1558,2378,0.1138,17,2.7,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
17,211,0.7475,211,0.132,2363,0.097,16,2.7,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
18,3479,0.502,2053,0.1949,2042,0.1355,17,2.7,"Response ~  (log10FaSqr+log10Fa+log10NH+PhotonIndex+log10PeakFlux+log10Ta)^2+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
19,5401,0.5828,309,0.1515,2600,0.1128,17,2.7,"Response ~  (log10FaSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+AlphaSqr+log10T90Sqr"
20,2549,0.5472,2549,0.1703,868,0.1253,17,2.7,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr"
21,2385,0.5353,2385,0.1516,8937,0.1016,17,2.7,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
22,377,0.5639,377,0.1703,5401,0.116,17,2.7,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
23,5121,0.4024,5121,0.1762,2363,0.1045,17,2.7,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
24,1697,0.5918,1697,0.1594,211,0.1161,17,2.7,"Response ~  (log10FaSqr+log10Fa+log10NH+PhotonIndex+log10Ta)^2+log10PeakFlux+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
25,890,0.6599,890,0.1628,4658,0.1269,17,2.7,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
26,2249,0.5254,2249,0.1677,2511,0.1039,17,2.7,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
27,211,0.5626,211,0.16,5422,0.1019,16,2.8,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
