"","log10Ta","PhotonIndex","log10Fa","log10PeakFlux","Alpha","log10NH","log10T90","Beta","Gamma","log10Fluence","log10TaSqr","PhotonIndexSqr","log10FaSqr","log10PeakFluxSqr","AlphaSqr","log10NHSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"220117A",3.43803362,1.84,-10.1070569,0.278753601,1.68612083,21.99532933,1.697316542,1.2,1.78537,-5.795880017,11.8200751722503,3.3856,102.152599179838,0.0777035700704672,2.84300345335989,483.794512335158,2.88088344374684,1.44,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.0542868100000001,0.18,0.091430417,"220117A",4.961,0.775319121829478
"230116D",3.79761,1.38,-11.1278,-0.22184875,1.57289,21.0358011885645,1.612783857,0.84,1.76412,-6.090443971,14.4218417121,1.9044,123.82793284,0.0492168678765625,2.4739829521,442.504931644812,2.6010717693998,0.7056,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",3.81,0.682145076373832
"230325A",3.7823081,1.82,-10.9066853,0.51851394,0.931411844,22.22918251,1.580354661,1.025,2.0855,-5.886056648,14.3058545633256,3.3124,118.955784233236,0.268856705974324,0.86752802314348,494.13655506289,2.49752085454443,1.050625,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.0668145360000001,0.18,0.0526417549999999,"230325A",1.664,0.425534220498263
"230506C",4.25859,1.89,-11.4531,0.380211242,1.14181,20.96124782,1.491361694,1.11,2.08995,-5.769551079,18.1355887881,3.5721,131.17349961,0.144560588543183,1.3037300761,439.373910171455,2.22415970233055,1.2321,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.0904780169999999,"230506C",3.7,0.672097857935718
"230818A",3.9564,1.36,-11.0883,0.826074803,1.39195,21.31377445,0.992111488,1.02,2.00403,-5.721246399,15.65310096,1.8496,122.95039689,0.682399580151489,1.9375248025,454.276981305473,0.984285204621574,1.0404,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",2.42,0.534026106056135
"231210B",3.24045,1.08,-10.048,0.591064607,1.60174,21.82763844,0.873320602,0.84,1.66432281,-5.853871964,10.5005162025,1.1664,100.962304,0.349357369648064,2.5655710276,476.445799867366,0.762688873877642,0.7056,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.0620420689999999,0.19,0.077950292,"231210B",3.13,0.615950051656401
"100219A",3.5550745491874,1.56510192094066,-10.9334393435974,0.243835233588472,1.53357463379648,20.5234188661044,1.274157849,0.942114320896965,1.98150118200638,-5.89881797615612,12.63855505028,2.44954402293214,119.540095880124,0.0594556211391447,2.35185115742401,421.21072195357,1.62347822416831,0.88757939363915,3.92634693429268,34.7960535158226,0.119457709009036,0.822151956287133,0.641482520744618,0.293124676071266,0.208586164642881,0.41730744430911,0.391684340429483,0.499763962626686,"100219A",4.67,0.753583058892907
"100508A",3.8328814755778,1.71933626053521,-10.8612914243937,0.303682471670433,1.16053591955701,20.9398651420573,1.716003344,0.869609100140076,2.00971050945629,-5.63002418960548,14.6909804058275,2.9561171767912,117.967651405608,0.0922230435998633,1.34684362058203,438.477952167546,2.94466747661918,0.756219987046433,4.03893633181906,31.6971723755428,0.043188556271497,0.796620830265322,0.607234309860418,0.308882747368254,0.212233474672427,0.420704398501257,0.354754805907952,0.517205423757709,"100508A",0.5201,0.181872159010334
"101225A",4.30533837026906,1.73633052170745,-11.4453444190571,0.312053096062571,1.06841621588844,21.0144589014828,3.036628895,0.884844013925587,2.02809112311553,-5.79804115477391,18.535938482511,3.01484368061287,130.995908870842,0.0973771347622362,1.14151321037337,441.60748292211,9.22111504594892,0.782948928979944,4.11315360366001,33.617281232452,0.00206415894290363,0.82410854545242,0.662357828439583,0.285695253257142,0.200375461263254,0.549107990425169,0.37041477486358,0.424150434387323,"101225A",0.33,0.123851640967086
"110205A",4.12447667765623,1.59685508032815,-10.9414959935364,0.260779723088533,1.66548696307048,20.1786351647484,2.409933123,0.895777934730225,1.98721347519301,-5.64023684232219,17.0113078645302,2.54994614756982,119.716334576573,0.0680060639741319,2.77384682415773,407.177317112021,5.80777765733253,0.802418108349547,3.94901739598868,31.8122716374886,0.00873854058256627,0.754318547138539,0.581541943084264,0.29068528294933,0.207689479656747,0.437844918636249,0.366973821230822,0.401042626735245,"110205A",2.21,0.506505032404872
"110801A",3.79945122167876,1.49056085100504,-10.4137429727986,0.609967050212336,1.50053150005181,21.1778087490342,2.58546073,0.936567812898905,1.96208883408776,-5.45420627537303,14.4358295859162,2.22177165054887,108.446042703512,0.372059802344738,2.25159478264773,448.499583410669,6.68460718637213,0.877159268158238,3.84979259285187,29.7483660943185,0.00583325954666165,0.798224989661218,0.594043641633318,0.282593371513314,0.206518476204361,0.52583747377349,0.303703774582429,0.478678027215528,"110801A",1.858,0.456062224454951
"111107A",3.51009002092789,1.77642796901759,-10.7456500455475,0.321079188573989,1.08283531471763,21.0358011885645,1.424881637,0.915132186757025,2.02047176910533,-5.81409237992745,12.3207319550176,3.15569632910796,115.468994901375,0.103091845335331,1.17253231879963,442.504931644812,2.0302876794598,0.837466919238695,4.08230616975162,33.8036702023304,0.0844287566202461,0.795220945221138,0.61484531367953,0.280521103009922,0.195759763064699,0.400888965929371,0.444729432140142,0.410514951573167,"111107A",2.893,0.590284403718162
"011211A",4.230517003406,1.66586067504588,-11.1556017679022,0.204019645011823,1.70514534884549,21.45079548,2.431363764,0.872784899366723,1.99400402522466,-5.72796444754908,17.8972741161073,2.77509178866431,124.447450804023,0.0416240155507503,2.90752066068941,460.136626724788,5.91152975289225,0.761753480562581,3.97605205261215,32.8095767123862,0.00831779603269816,0.809873988821759,0.603392395305161,0.273896198207744,0.186034126725646,0.413839725745241,0.4123602694689,0.329469980601932,"011211A",2.14,0.496929648073215
"120119A",3.60478989503004,1.50697333094453,-10.5100924659545,0.503369746007798,1.45932907066163,21.015403386443,2.404491618,0.924798509238243,1.97024763804173,-5.64086524369675,12.9945101873107,2.27096862017805,110.462043642914,0.253381101195955,2.12964133647814,441.64717949492,5.78157994103226,0.855252282689277,3.88187575520902,31.819360697546,0.00884871917556533,0.782521865319912,0.609775585931412,0.288597001845839,0.212987778020553,0.481803578189449,0.351236931803088,0.49594685586243,"120119A",3.1,0.612783856719735
"120711A",3.94868708395473,1.67554267701902,-10.9060212482064,0.289068326348141,1.26456792636399,20.9110115201011,2.06069784,0.883697489430178,2.0040719164319,-5.60614840987717,15.5921296869909,2.80744326251206,118.941299466329,0.0835604972977153,1.59913204038852,437.270402793801,4.24647558778067,0.7809212528252,4.01630424623103,31.4288999935683,0.0195287385203038,0.817157200618843,0.598893967856559,0.291497156350018,0.192291957810839,0.4400165559518,0.342936871160074,0.530807259328998,"120711A",1.405,0.381115080709851
"120815A",3.49974291621967,1.77021473426956,-10.6405737471681,0.374146714570648,1.05434694614828,21.1455676191977,0.986771734,0.905105920688666,2.0138963388086,-5.79187846492729,12.2482004796298,3.13366020542505,113.221809668923,0.13998576402401,1.1116474828522,447.135029938062,0.973718455021367,0.819216727665678,4.05577846346668,33.5458561524885,0.231526281379706,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967598,0.404724338009469,0.462500517597972,0.408670809470602,"120815A",2.36,0.526339277389844
"121217A",3.62635592511988,1.75674152537263,-10.6318676827102,0.386673769048029,1.11033568408378,21.1673756496841,2.890979597,0.909985911496193,2.01230681700028,-5.70510357241967,13.1504572956521,3.08614078696855,113.036610422658,0.149516603669808,1.2328453313498,448.057791894839,8.35776303027028,0.828074359121557,4.0493787257458,32.5482067720357,0.00288663872487537,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,0.416577219784548,0.406340353543453,0.459673561004586,"121217A",3.1,0.612783856719735
"130215A",4.47566872912981,1.80798481241831,-11.228179355626,0.268958633189554,1.75651920397818,20.9258949198963,1.81756537,0.917729069050746,1.98680549729582,-5.80883913807627,20.0316105729104,3.26880908193527,126.072011642106,0.072338746367193,3.08535971394414,437.893078198542,3.30354387422324,0.842226644180749,3.94739608408489,33.7426121320467,0.0341827233748845,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,0.542590584451013,0.385300830248446,0.309379881324998,"130215A",0.6,0.204119982655925
"130427A",3.95079661430382,1.52638750636592,-10.1973351685941,0.817775383599678,1.35409362082739,21.4438740536645,2.211734423,0.901404152249152,1.9460619074991,-5.23180027442939,15.6087938875945,2.32985881958997,103.985644540646,0.668756578021601,1.83356953396543,459.839734429426,4.89176915788314,0.812529445692012,3.78715694781904,27.3717341115194,0.0137923289772479,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,0.506039611049654,0.299018934582527,0.525551630630666,"130427A",0.34,0.127104798364808
"140801A",3.87093375875993,1.73353914007396,-10.8898438335152,0.323143861790352,1.16276287374139,20.9340641101778,0.84509804,0.899465591105711,2.0218492389769,-5.63420113302579,14.9841281647073,3.00515795016836,118.588698718349,0.104421955412782,1.35201750055134,438.235040169034,0.714190697211842,0.809038349583146,4.08787434515147,31.7442224073891,0.320829275440011,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,0.42530980407443,0.348436390344305,0.496957512130509,"140801A",1.32,0.3654879848909
"140907A",3.86888301641837,1.72043636224047,-10.6675502245585,0.429414324566603,1.19695792520182,21.2097211356434,1.898725182,0.932791245404936,2.02030270730718,-5.56266812290465,14.9682557947305,2.95990127651922,113.796627793478,0.184396662142992,1.43270827470345,449.852270651758,3.60515731676093,0.870099507504091,4.08162302915272,30.9432766455795,0.0283561228015601,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,0.436324934528227,0.344206908089495,0.498317155107226,"140907A",1.21,0.344392273685111
"141221A",3.40655032988471,1.4751092443253,-10.2134759676048,0.686403491103087,1.33687036320959,21.3337533034989,1.567026366,0.864392906044507,1.94208334166005,-5.50882880128303,11.6045851500376,2.17594728269396,104.315091340841,0.471149752598506,1.78722236802814,455.12903001455,2.45557163173917,0.747175096020068,3.77168770595347,30.3471947618454,0.0608619221904846,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,0.515342563764595,0.354168343763921,0.459158420298909,"141221A",1.45,0.389166084364532
"150910A",3.42956686333961,1.44349838394679,-10.0519667160358,0.796470159801485,1.35641845691502,21.4099453200338,2.049992857,0.884878966906934,1.93173107254686,-5.35877090932878,11.7619288701171,2.08368758445699,101.042034860292,0.634364715454203,1.83987103025972,458.385758606837,4.20247071375102,0.783010786074283,3.73158493664304,28.7164256586684,0.0200160866986934,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,0.535704845009384,0.321352033674879,0.437379813380613,"150910A",1.3585,0.372635880581721
"160131A",3.75232338430684,1.47216399967136,-10.1331485075194,0.803246847465194,1.36119162004146,21.4010765393529,2.511883361,0.920889072829207,1.94009951929624,-5.29244622866499,14.0799307804159,2.16726684192838,102.680698675443,0.645205497962773,1.85284262647109,458.006077043241,6.30955801926866,0.848036684456236,3.7639861447735,28.0099870833103,0.00691016900891419,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,0.519682741482623,0.2961569228728,0.477805780816116,"160131A",0.972,0.294906910605192
"160314A",3.37291088267816,1.77863610829784,-10.7213559479983,0.327905146376927,1.03871216515792,20.9248920685539,0.941014244,0.924658119768825,2.02254960118935,-5.90788400627894,11.3765278224888,3.16354640574089,114.947473363679,0.107521785020474,1.07892296204705,437.85110808063,0.885507807410892,0.854992638454419,4.0907068892712,34.9030934316465,0.257251423423117,0.755460895452024,0.650017060181139,0.287405364383067,0.190095211680571,0.405090792070977,0.536522521449087,0.358569406699559,"160314A",0.726,0.237040791379191
"160425A",3.66402376624325,1.7606195595803,-10.6884625623508,0.378447639010136,1.18190609882058,21.1346103386743,2.483701382,0.975065476344945,2.03194647835481,-5.71972707823862,13.4250701595954,3.09978123357673,114.243231946775,0.143222615472346,1.39690202642928,446.671754167599,6.16877255494871,0.950752683159795,4.12880649089851,32.7152778495361,0.00737344845282604,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,0.434596675616243,0.368053391968816,0.440551327855637,"160425A",0.555,0.191730393362856
"161014A",3.76286926224575,1.62213716063174,-10.8243351164,0.260990496892238,1.3889077727368,20.6422770410439,1.26245109,0.915640869741086,1.98518263271791,-5.69691768597308,14.1591850847539,2.6313289679024,117.16623071213,0.0681160394680573,1.9290648011687,426.103601439208,1.59378275464219,0.838398202340213,3.94095008524481,32.4548711207529,0.1227215806892,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,0.442914530186584,0.351361618036358,0.556737477407713,"161014A",2.823,0.582404298019028
"161023A",3.98560092947136,1.57596551428326,-10.4650002988299,0.572627259715329,1.39183974218314,21.2058405389751,1.643452676,0.892301882712798,1.9702009510849,-5.38743960957522,15.885014769003,2.4836673022101,109.51623125451,0.327901978569087,1.93721786792043,449.68767296444,2.70093669825156,0.796202649892804,3.88169178765584,29.02450554682,0.0510410211481933,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,0.495672965321211,0.311932173275816,0.565104697016233,"161023A",2.71,0.569373909615046
"170113A",3.76680133950169,1.69771655318585,-10.7421911628546,0.335141498865158,1.25498217765659,20.977989765228,1.315130317,0.914479273982707,2.00438910140838,-5.64322531743816,14.1887923312717,2.88224149496124,115.394670979311,0.112319824261585,1.57498026623568,440.076054590011,1.72956775069252,0.836272342543939,4.01757566984469,31.845991983375,0.108703045932032,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,0.437795663707598,0.352130051687496,0.534016049210385,"170113A",1.968,0.472463896606989
"170607A",3.8826082802534,1.65008344496116,-10.4119099297195,0.605441253759527,1.21254328168375,21.3785061698623,1.361727836,0.919467460899354,1.99066464114436,-5.42642914339134,15.0746470578923,2.72277537533489,108.407868384592,0.366559111753908,1.4702612099564,457.04052605484,1.85430269933724,0.845420411652705,3.9627457135024,29.4461332482469,0.0976436925259709,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,0.45897471491932,0.345069276943719,0.527440878433891,"170607A",0.557,0.19228861256812
"180115A",3.48681361736081,1.635852964579,-10.336360564531,0.595033889003879,1.20963652693163,21.2483082055301,1.611723308,0.923859333156446,1.97064693172558,-5.61150724572547,12.1578692022128,2.6760149217219,106.840349719992,0.354065329063081,1.46322052728722,451.490601597198,2.59765202155046,0.853516067460273,3.88344932951944,31.4890135688294,0.0549096559424039,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,0.481950690728455,0.39541563113198,0.470388385162561,"180115A",2.487,0.542451947375977
"180325A",3.75219624032856,1.6028302931638,-10.7837875026657,0.297312217398811,1.42522451873374,20.6854455894526,1.973589623,0.930163512524357,1.98532000640701,-5.69723196515733,14.0789766259358,2.56906494868355,116.290072902649,0.0883945546145978,2.03126492879982,427.887659234204,3.89505600001328,0.86520416003165,3.94149552783993,32.4584520648105,0.0238661522870964,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,0.453872772347424,0.351123819544268,0.546725718459129,"180325A",2.248,0.511616020569138
"181201A",4.07213208802757,1.60685744833576,-10.3393308594863,0.732128329119708,1.30637263791841,21.4510368954044,1.283301229,0.880600729829293,1.96944551286205,-5.26409226565475,16.5822597423438,2.58199085927211,106.901762621926,0.536011890299615,1.7066094691019,460.146983888001,1.64686204435291,0.775457645375884,3.87871562813246,27.7106673813262,0.116969006587154,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,0.485741334240599,0.309247345671209,0.573335145772255,"181201A",0.45,0.161368002234975
"200613A",4.2748501791616,1.71638469523034,-10.800895630958,0.455739730103544,1.17249219086114,21.4404689873893,2.580924976,0.921245242046176,2.03892480281455,-5.4649776239435,18.274344054278,2.94597642202095,116.659346430848,0.207698701594851,1.37473793763036,459.693710399202,6.6611737317406,0.848692795992717,4.15721435153235,29.8659804302031,0.00589450111897357,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,0.477301908568963,0.340816562003726,0.453677686006039,"200613A",1.2255,0.347427598618541
"201014A",4.12551519286497,1.70483828291443,-11.2208770880878,0.279603069965214,1.25332021979061,20.9668547819076,1.558708571,0.909959737529345,2.02584171012819,-5.70389764401006,17.0198756065597,2.90647357089062,125.908082625974,0.0781778767339724,1.57081157333598,439.608999445602,2.42957240930886,0.828026723924474,4.10403463449511,32.5344483333435,0.0620388100992343,0.867820460197347,0.597736241555835,0.290538120150241,0.195118585776804,0.477605562387674,0.361438697562178,0.444844354618843,"201014A",4.56,0.745074791582057
"201015A",3.86290782658855,1.77513338112545,-10.8744534301265,0.349372627122613,0.97710747153225,20.7256961841016,0.990338855,0.931358189666251,2.05288387817727,-5.71192158333535,14.9220568767191,3.15109852078587,118.25373740399,0.122061232582556,0.954739010924147,429.554482315684,0.980771047722711,0.867428077458396,4.21433221728015,32.6260481741722,0.229632405614316,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,0.369570400696934,0.38132694010031,0.38934078065675,"201015A",0.426,0.154119525515847
"201020A",3.74523813589335,1.74528703254378,-10.4939558343666,0.487114699081779,1.0801678478918,21.3129865833495,1.15136985,0.928397219905648,2.01341914754817,-5.60393571389193,14.0268086945499,3.04602682596547,110.123109053637,0.237280730061532,1.1667625796192,454.243397102036,1.32565253148902,0.861921397928536,4.0538566637136,31.4040954854335,0.15849011498137,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,0.425870628100846,0.394129847050153,0.458934622834503,"201020A",2.903,0.591398551281249
"201021C",3.39860279969865,1.55677320237026,-10.1703163878534,0.720496520743581,1.23328174600482,21.3403271524632,1.387033701,0.892993537035123,1.94753525556824,-5.50575583696377,11.5505009901195,2.42354280361815,103.435335429039,0.519115236403605,1.5209838650287,455.409562974158,1.92386248770976,0.7974374571865,3.79289357168125,30.3133473362606,0.0921166911183962,0.800870781276215,0.625636889312602,0.283176699822987,0.198882689246876,0.505309696995371,0.366108751005032,0.449738749728422,"201021C",1.07,0.315970345456918
"020124A",3.94319258244172,1.55760839963394,-10.8083317784885,0.356030427853048,1.66736924582972,20.6826217195379,1.661907293,0.94988322427092,1.98829476795623,-5.59905237528228,15.5487677422234,2.4261439266102,116.820035833884,0.126757665557224,2.78012020193877,427.770841193501,2.76193585052659,0.902278139751319,3.95331608428212,31.3493875011541,0.0489175544934962,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,0.48231549908365,0.333316552553453,0.449722319763073,"020124A",3.198,0.623042434246382
"021004A",4.32702575418751,1.66303780808451,-10.856477514141,0.351229203537845,1.3506804889308,21.277281242286,2,0.896534889857964,2.01576557658271,-5.55033276614049,18.723151877402,2.76569475111853,117.863104015049,0.123361953417829,1.82433778317834,452.722697063336,4,0.803774808732632,4.06331085973583,30.8061938148927,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,0.511510503964011,0.341350693751726,0.457569090353398,"021004A",2.34,0.523746466811564
"210204A",3.99163391245165,1.65586716500936,-10.5010192525423,0.561442967213425,1.25751522589486,21.3539396112845,2.301029996,0.903338857950866,1.99575985549209,-5.40621653015694,15.9331412910341,2.74189606815613,110.271405342264,0.315218205433415,1.5813445433574,455.990736922385,5.29473904249176,0.816021092283975,3.98305740079381,29.2271771709421,0.0112290246313437,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,0.461182532733293,0.326525793138785,0.549431368651935,"210204A",0.876,0.273232834043046
"030226A",4.14553232498341,1.62492902535046,-10.9084487632826,0.293984968063347,1.74785148911539,20.38794823133,1.344195716,0.881417829667745,1.99712835458822,-5.60917750488444,17.1854382574824,2.6403943374264,118.994254421162,0.0864271614472072,3.05498482800289,415.668433083392,1.80686212291275,0.776897390456198,3.98852166470025,31.4628722813016,0.101666135235017,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,0.450101557984631,0.335337194714542,0.39037683082704,"030226A",1.99,0.47567118832443
"030329A",4.36999839800859,1.62174950394312,-10.3864851345367,0.683483699153298,1.45313390700951,21.5106627111821,1.798650645,0.870977015678142,1.97771777781731,-5.25624229201399,19.0968859985976,2.63007145353976,107.879073449952,0.467149967008276,2.11159815170072,462.70861027424,3.23514414275892,0.758600961839602,3.91136760869464,27.6280830323565,0.0357043709111115,0.806815745268984,0.616913898019911,0.281048951948844,0.200747345347066,0.602346754595391,0.293112866851771,0.594487688357918,"030329A",0.17,0.0681858617461616
"050502B",3.63036368965925,1.6276714739591,-10.7626910741881,0.286572990813299,1.37475540759348,20.7194286066921,1.243038049,0.917993764257099,1.98523544804495,-5.75492138161823,13.1795405191963,2.64931442714019,115.835519158408,0.0821240790636792,1.88995243070752,429.294721787811,1.54514359126173,0.842712551214918,3.94115978417423,33.1191201086067,0.128331710079093,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,0.441390161571842,0.37202597067973,0.549139868000447,"050502B",3.793,0.680607428991788
"050502A",3.70981794510099,1.58509208802492,-10.7362101463867,0.305836073203199,1.41991981222155,20.6477978482795,1.301029996,0.911423283849173,1.97708096154661,-5.69485610403158,13.7627491857933,2.5125169275192,115.266208307377,0.0935357036723525,2.01617227313928,426.331555983416,1.69267905049176,0.83069240234241,3.90884912851007,32.4313860456258,0.112290246313437,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,0.446774410855378,0.356368564258471,0.561174736136998,"050502A",3.79,0.680335513414563
