GRB,InvZphot,InvZspec,Dlogz,Zphot,Zspec,Dz,normDz,SD,z_SD,pred_max,pred_min,linpred_max,linpred_min,InvZphot_corrected,Zphot_corrected,pred_max_corrected,pred_min_corrected,linpred_max_corrected,linpred_min_corrected
050824A,0.2101,0.2619,0.0518,0.622183575930974,0.82767932897041,0.205495753039436,0.112435343433685,0,0,0.261099219588746,0.149448848836397,0.824312439953945,0.410746069132159,0.118735441488158,0.3144238826543757,0.1743058997807151,0.0526479151826314,0.4938462450519576,0.1288803543660694
050904A,0.7155,0.863,0.1475,4.19397673507008,6.29457510254569,2.10059836747561,0.287967200000797,0,0,0.746847844639538,0.681574040295996,4.58274568603697,3.80367968351213,0.796639240024578,5.260935648592669,0.8147219202578666,0.7770694007584618,5.527124855316692,4.9850722956355495
050922C,0.3731,0.5049,0.1318,1.36102181595966,2.19815862166661,0.837136805706946,0.261755874156955,0,0,0.394366367486257,0.353027825860822,1.47951287360986,1.25438364906957,0.5018580335838357,2.1758357527846885,0.5131649873657516,0.4911860114135749,2.2596050904917293,2.0987462300656383
051016B,0.3703,0.287,-0.0833,1.34584871064495,0.936421963946607,-0.409426746698342,-0.211434674012834,0,0,0.391267706783581,0.354975853483705,1.46188468569215,1.26451839820944,0.2932947286744299,0.9646931396518784,0.3161418444676425,0.2765970252248515,1.070817585923769,0.890588558199225
051109A,0.5137,0.5245,0.0107999999999999,2.26362311191317,2.34580017853301,0.08217706661984,0.0245612595597001,0,0,0.539676548321049,0.490504975368223,2.46478705651624,2.09389075950687,0.576612582181038,2.772355231215354,0.590423856319398,0.5642801952959065,2.8942502487823227,2.666740667456228
051111A,0.4851,0.4065,-0.0786,2.05562461578769,1.54976408779928,-0.505860527988406,-0.198395032077268,0,0,0.501794948314987,0.469143943803066,2.17537446692887,1.94539770305854,0.4183846548228943,1.620502961356848,0.4365760298383487,0.4009984014143994,1.7325997850593082,1.5176676605108383
060115A,0.6234,0.6561,0.0327000000000001,3.20145774398905,3.5300187543224,0.328561010333352,0.0725297240811308,0,0,0.641175428833452,0.607989929901339,3.37698873456724,3.0549913292593,0.7435123067812841,4.540032427338168,0.7537658792134853,0.7346231670917505,4.672387341937055,4.427791631443591
060124A,0.4133,0.518,0.1047,1.59000140694793,2.29609712177458,0.706095714826644,0.214221756440991,0,0,0.466628926765488,0.381840831628219,1.92839007842094,1.40902236326238,0.5232316669665351,2.336043208295494,0.5515857199361461,0.5065053801182003,2.5611127143340178,2.2100025700539083
060206A,0.556,0.7031,0.1471,2.59749335155742,4.04777513500947,1.45028178345205,0.287311091453627,0,0,0.580594076321261,0.508283920455639,2.80709817548755,2.22317525673192,0.7046333132894491,4.065628228148494,0.7188201520614372,0.6771087858998185,4.233836505857651,3.7545430700260303
060210A,0.564,0.6911,0.1271,2.66437574647833,3.91020924883086,1.24583350235253,0.253723097981856,0,0,0.613283071088978,0.525040846358685,3.10471559234451,2.34996944881437,0.7092480306178567,4.119741464369011,0.7376764608867887,0.6867748454417724,4.4660860070095385,3.861550992978178
060223A,0.7087,0.7332,0.0245,4.11328500301964,4.41003406863468,0.296749065615033,0.0548516075592705,0,0,0.745561187270987,0.673619783207772,4.56623050742374,3.71649939653483,0.7927167302954314,5.204642028293448,0.8139797252510697,0.7724810697560072,5.515979739329033,4.922172724523552
060306A,0.3997,0.4081,0.0084,1.51015188099533,1.55917509090989,0.0490232099145631,0.0191558639690938,0,0,0.41820198403869,0.390194319039244,1.61940097021247,1.45580748687737,0.3253299536636708,1.115095365622201,0.3454903353448537,0.3149722452196652,1.215594790602685,1.0652481662430109
060502A,0.4961,0.3984,-0.0977,2.13400727308386,1.50264932573108,-0.63135794735278,-0.252275834597141,0,0,0.514483382667646,0.480276256778855,2.269515365066,2.0218733371184,0.4303706233562838,1.6938327180702686,0.4504017730100713,0.4131285425990948,1.8209914703561036,1.588979088497486
060510B,0.6074,0.7709,0.1635,3.04948691518634,4.90065196995666,1.85116505477032,0.313722121588527,0,0,0.646993034596688,0.59284403985384,3.43601529200604,2.91601223348389,0.7342828721244687,4.423540307040553,0.7571217049791665,0.7258864169347066,4.716388080413875,4.319691127038455
060512A,0.3819,0.1584,-0.2235,1.4093505913355,0.44012437117557,-0.969226220159925,-0.673015636398645,0,0,0.425444913848733,0.358222447973489,1.66345224159139,1.28151037467547,0.3059344773096406,1.0227139856215506,0.3533824743260104,0.2801346233516903,1.2562253492708004,0.9060514675153256
060526A,0.55,0.6254,0.0753999999999999,2.54813389233576,3.22085079179884,0.67271689946309,0.159379455149229,0,0,0.577256917950365,0.535642557144218,2.77795619442285,2.43275301407173,0.5959126541161619,2.9437797627535573,0.6104046782806749,0.5882790541183376,3.077600541746765,2.875065556751353
060614A,0.3136,0.0512,-0.2624,1.05873287673353,0.125122992965767,-0.93360988376776,-0.829784734295414,0,0,0.346830979292124,0.268678089888126,1.22244478111917,0.856427913421986,0.2315125090523224,0.7041684040394227,0.2677220974276965,0.1825640907740796,0.852345938453503,0.522523801931726
060707A,0.5666,0.6459,0.0793,2.68637914097397,3.42486474355665,0.738485602582676,0.16689450308239,0,0,0.580264084844275,0.54259666184829,2.80420651365442,2.48816212263637,0.6047385823289184,3.0247469721360467,0.612003536059556,0.5919764293534058,3.092639919757993,2.908196840961355
060708A,0.4754,0.4654,-0.01,1.98813352456844,1.92011530139416,-0.0680182231742861,-0.0232929922807541,0,0,0.483875538184514,0.465461022773637,2.04702163708148,1.920525635999,0.407815209843451,1.5574974528287715,0.4170504402055532,0.3969853672716998,1.612464755922399,1.4945106777241843
060714A,0.5812,0.5695,-0.0117,2.81241351104299,2.71107729492926,-0.101336216113733,-0.0273064148386768,0,0,0.597080291214978,0.571311450056529,2.95439721160145,2.72658859120224,0.6125011456967644,3.097331907146149,0.620944417399238,0.6072435775082504,3.177768946055667,3.048028649423493
060729A,0.2979,0.1875,-0.1104,0.985637654748697,0.539926526059492,-0.445711128689205,-0.289436619959871,0,0,0.320824880159646,0.277938079819164,1.09326822059558,0.896435514824415,0.2144052630546665,0.6383446340027639,0.2393849805296884,0.1926540860407091,0.7353416104593555,0.5583108195517856
060906A,0.6601,0.6708,0.0106999999999999,3.57193450178139,3.68597535308626,0.114040851304867,0.0243366306290445,0,0,0.693408553874389,0.638859042136419,3.93637965668749,3.3537054363302,0.7646823225253545,4.816775769409441,0.7838960176188976,0.7524296954847238,5.079894139905049,4.654962059494342
