"","log10Ta","log10PeakFlux","log10NH","log10Fa","PhotonIndex","Alpha","log10T90","Beta","Gamma","log10Fluence","log10TaSqr","log10PeakFluxSqr","log10NHSqr","log10FaSqr","PhotonIndexSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"120711A",3.94868708395473,0.31414905086871,20.9152625808641,-10.9060212482064,2.15954877148146,1.26456792636399,2.06069784,0.883697489430178,2.00295236153913,-5.64004410041983,15.5921296869909,0.0986896261617112,437.448208826492,118.941299466329,4.66365089640708,1.59913204038852,4.24647558778067,0.780921252825199,4.01181816259516,31.8100974546806,0.0195287385203038,0.817157200618843,0.598893967856559,0.291497156350018,0.19229195781084,0.46761008360517,0.435131434612515,0.516286084749362,"120711A",1.405,0.381115080709851
"120815A",3.49974291621967,0.398234380681694,21.0525586291757,-10.6405737471681,2.18095720273995,1.05434694614828,0.986771734,0.905105920688666,2.01108631363096,-5.7648819488934,12.2482004796298,0.158590621956932,443.21022483488,113.221809668923,4.75657432018326,1.11164748285221,0.973718455021367,0.819216727665678,4.04446816087376,33.233863884677,0.231526281379706,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967599,0.443856756544193,0.435131434612515,0.43513557496112,"120815A",2.36,0.526339277389844
"121217A",3.62635592511988,0.411633068293131,21.0803979142412,-10.6318676827102,2.18583719354747,1.11033568408378,2.890979597,0.909985911496193,2.00967775752229,-5.69119847137617,13.1504572956521,0.169441782912417,444.383176222743,113.036610422657,4.7778842366955,1.2328453313498,8.35776303027028,0.828074359121557,4.03880468907981,32.3897400405944,0.00288663872487537,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,0.451318293444826,0.435131434612515,0.472419982231293,"121217A",3.1,0.612783856719735
"130215A",4.47566872912981,0.266534441431094,20.2001510449647,-11.228179355626,2.19358035110203,1.75651920397818,1.81756537,0.917729069050746,1.98583905720144,-5.76642562098623,20.0316105729104,0.0710406084689855,408.04610223939,126.072011642106,4.8117947567409,3.08535971394416,3.30354387422324,0.842226644180749,3.94355676110669,33.2516644423665,0.0341827233748845,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,0.542208132722014,0.435131434612515,0.340621400453607,"130215A",0.6,0.204119982655925
"130427A",3.95079661430382,0.748631089885772,21.3795985758707,-10.1973351685941,2.17725543430043,1.35409362082739,2.211734423,0.901404152249152,1.95357735847832,-5.29487547643882,15.6087938875945,0.560448508743559,457.087235265373,103.985644540645,4.74044122619077,1.83356953396542,4.89176915788314,0.812529445692012,3.81646449555912,28.0357063109932,0.0137923289772479,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,0.527203418897408,0.435131434612515,0.551066925154134,"130427A",0.34,0.127104798364808
"140801A",3.87093375875993,0.335669189678825,20.9236397090748,-10.8898438335152,2.17531687315699,1.16276287374139,0.84509804,0.899465591105711,2.01851704388686,-5.66324395818695,14.9841281647073,0.112673804899639,437.798698675174,118.58869871835,4.73200349864152,1.35201750055134,0.714190697211842,0.809038349583146,4.07441105646174,32.072332129941,0.320829275440011,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,0.452161101711558,0.435131434612515,0.491475211074317,"140801A",1.32,0.3654879848909
"140907A",3.86888301641837,0.42880954506787,21.1273188591151,-10.6675502245585,2.20864252745622,1.19695792520182,1.898725182,0.932791245404936,2.01475641508233,-5.59270684595351,14.9682557947305,0.183877625941314,446.363602174719,113.796627793479,4.87810181408819,1.43270827470344,3.60515731676093,0.870099507504091,4.05924341211541,31.2783698647752,0.0283561228015601,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,0.465896552218764,0.435131434612515,0.503483790485599,"140907A",1.21,0.344392273685111
"141221A",3.40655032988471,0.664407556368705,21.3192131264946,-10.2134759676048,2.14024418809579,1.33687036320959,1.567026366,0.864392906044507,1.94461221582501,-5.51371291076884,11.6045851500376,0.441437400959833,454.508848332901,104.31509134084,4.58064518467781,1.78722236802814,2.45557163173917,0.747175096020068,3.78151666993586,30.401030062379,0.0608619221904846,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,0.548888582606526,0.435131434612515,0.486033633577986,"141221A",1.45,0.389166084364532
"150323A",3.67492827464631,0.299223529109719,20.6569992226711,-10.9739260261202,2.21645044884097,1.00440913019217,2.174931594,0.940599166789692,2.04707832744659,-5.78492130424645,13.5050978237949,0.0895347203728748,426.711616885433,120.427052426758,4.91265259216735,1.00883770081339,4.73032743857938,0.884726792565462,4.19052967870152,33.4653144963244,0.0150120650104803,0.760236915615354,0.603148404528635,0.269392927913526,0.204600138765944,0.394566917539169,0.435131434612515,0.401232308269146,"150323A",0.593,0.202215775801131
"150910A",3.42956686333961,0.762883939595043,21.3988032545965,-10.0519667160358,2.16073024895822,1.35641845691502,2.049992857,0.884878966906934,1.9363475568353,-5.39527303042483,11.7619288701171,0.581991905292053,457.908780728929,101.042034860292,4.66875520876303,1.83987103025973,4.20247071375102,0.783010786074283,3.74944186086205,29.1089710728295,0.0200160866986934,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,0.561943401223557,0.435131434612515,0.470773394454209,"150910A",1.3585,0.372635880581721
"160131A",3.75232338430684,0.755441312225365,21.3718380869319,-10.1331485075194,2.19674035488049,1.36119162004146,2.511883361,0.920889072829207,1.94713233770034,-5.33281683362401,14.0799307804159,0.570691576216781,456.755463214031,102.680698675442,4.82566818676046,1.85284262647109,6.30955801926866,0.848036684456237,3.7913243405184,28.4389353809837,0.00691016900891419,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,0.540266094749629,0.435131434612515,0.514099324190357,"160131A",0.972,0.294906910605192
"160314A",3.37291088267816,0.354353525341433,20.9118078024481,-10.7213559479983,2.20050940182011,1.03871216515792,0.941014244,0.924658119768825,2.01915333235234,-5.86543712565983,11.3765278224888,0.125566420921901,437.303705566528,114.947473363679,4.84224162749869,1.07892296204705,0.885507807410892,0.854992638454419,4.07698017954957,34.4033526750687,0.257251423423117,0.755460895452024,0.650017060181139,0.287405364383067,0.190095211680571,0.441493063224536,0.435131434612515,0.396344671873551,"160314A",0.726,0.237040791379191
"160425A",3.66402376624325,0.391470571070123,21.0559344143127,-10.6884625623508,2.25091675839623,1.18190609882058,2.483701382,0.975065476344945,2.02453569042699,-5.7101952485952,13.4250701595954,0.153249208013968,443.352374059836,114.243231946775,5.06662625322898,1.39690202642928,6.16877255494871,0.950752683159794,4.0987447618127,32.6063297770792,0.00737344845282604,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,0.463477522535287,0.435131434612515,0.460840847977685,"160425A",0.555,0.191730393362856
"161014A",3.76286926224575,0.314880893786236,20.8002911052059,-10.8243351164,2.19149215179237,1.3889077727368,1.26245109,0.915640869741086,1.98879218215114,-5.69251573940557,14.1591850847539,0.099149977271619,432.652110061308,117.166230712129,4.80263785136755,1.9290648011687,1.59378275464219,0.838398202340213,3.95529434378549,32.4047354433802,0.1227215806892,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,0.474330866797109,0.435131434612515,0.531489562450016,"161014A",2.823,0.582404298019028
"161023A",3.98560092947136,0.550171834997564,21.1711555256713,-10.4650002988299,2.16815316476408,1.39183974218314,1.643452676,0.892301882712798,1.97278288836908,-5.43387403317882,15.885014769003,0.302689048024586,448.217826292162,109.516231254511,4.7008881458765,1.93721786792044,2.70093669825156,0.796202649892804,3.89187232464186,29.526987008455,0.0510410211481933,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,0.513336925656204,0.435131434612515,0.562744046532888,"161023A",2.71,0.569373909615046
"170113A",3.76680133950169,0.368437728946546,20.986474478053,-10.7421911628546,2.19033055603399,1.25498217765659,1.315130317,0.914479273982707,2.00320189635736,-5.65298600936391,14.1887923312717,0.135746360111289,440.432111017969,115.394670979311,4.79754794469617,1.57498026623569,1.72956775069252,0.836272342543939,4.01281783756972,31.9562508220641,0.108703045932032,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,0.468429662975544,0.435131434612515,0.520406583898543,"170113A",1.968,0.472463896606989
"170607A",3.8826082802534,0.577996353589538,21.2969744941911,-10.4119099297195,2.19531874295064,1.21254328168375,1.361727836,0.919467460899354,1.99025307972042,-5.46523351389091,15.0746470578923,0.334079784762802,453.561122606226,108.407868384593,4.81942438315036,1.47026120995639,1.85430269933724,0.845420411652706,3.96110732133663,29.8687773613564,0.0976436925259709,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,0.489287292889155,0.435131434612515,0.534549230615239,"170607A",0.557,0.19228861256812
"170714A",3.94551730645095,0.233531690078179,20.4209109467055,-11.0700247039308,2.20946337414468,1.62604458387889,3,0.933612092093398,1.98375022589124,-5.73158955044231,15.567106815504,0.0545370502707706,417.013603893275,122.545446945637,4.8817284016868,2.64402098876186,9,0.871631538503012,3.93526495872356,32.8511187747395,0.00224580492800636,0.827352875630253,0.595679855487994,0.394054489333476,0.194010229417449,0.443070643820019,0.435131434612515,0.438055008725948,"170714A",0.793,0.253580289562183
"180115A",3.48681361736081,0.578203383020853,21.226134660601,-10.336360564531,2.19971061520773,1.20963652693163,1.611723308,0.923859333156446,1.97295226722917,-5.60406787874759,12.1578692022128,0.334319152136759,450.548792629965,106.840349719991,4.83872679065756,1.46322052728722,2.59765202155046,0.853516067460273,3.8925406487647,31.4055767896105,0.0549096559424039,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,0.513276239304417,0.435131434612515,0.485915695587057,"180115A",2.487,0.542451947375977
"180325A",3.75219624032856,0.340450419592619,20.8321743882598,-10.7837875026657,2.20601479457564,1.42522451873374,1.973589623,0.930163512524357,1.98762622423945,-5.68784096788828,14.0789766259358,0.115906488200791,433.979489742867,116.290072902648,4.8665012738866,2.03126492879982,3.89505600001328,0.865204160031649,3.95065800728438,32.3515348759882,0.0238661522870964,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,0.483242123507073,0.435131434612515,0.527023282735014,"180325A",2.248,0.511616020569138
"181201A",4.07213208802757,0.663153561574126,21.355787843116,-10.3393308594863,2.15645201188058,1.30637263791841,1.283301229,0.880600729829293,1.97145074361102,-5.33803227254754,16.5822597423438,0.439772646228448,456.069674400183,106.901762621927,4.65028527954378,1.70660946910191,1.64686204435291,0.775457645375884,3.88661803448445,28.4945885427591,0.116969006587154,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,0.509775000234027,0.435131434612515,0.575945314835956,"181201A",0.45,0.161368002234975
"200613A",4.2748501791616,0.420909201376847,21.279581030992,-10.800895630958,2.19709652409746,1.17249219086114,2.580924976,0.921245242046176,2.02816565837568,-5.5350832266271,18.274344054278,0.177164555803695,452.820568854554,116.659346430848,4.82723313620113,1.37473793763036,6.6611737317406,0.848692795992717,4.11345593781444,30.6371463256887,0.00589450111897357,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,0.491882604470277,0.435131434612515,0.471186241921085,"200613A",1.2255,0.347427598618541
"201015A",3.86290782658855,0.352264584804758,20.777233527535,-10.8744534301265,2.20720947171753,0.97710747153225,0.990338855,0.931358189666251,2.04656035253525,-5.71056321919269,14.9220568767191,0.124090337707668,431.693433057726,118.25373740399,4.87177365203959,0.954739010924148,0.980771047722711,0.867428077458397,4.18840927656921,32.6105322803964,0.229632405614316,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,0.403297788977051,0.435131434612515,0.412778705404805,"201015A",0.426,0.154119525515847
"201020A",3.74523813589335,0.490638812743666,21.20586859737,-10.4939558343666,2.20424850195693,1.0801678478918,1.15136985,0.928397219905648,2.01003714160962,-5.60331780118733,14.0268086945499,0.240726444570514,449.688862968924,110.123109053636,4.85871145837937,1.1667625796192,1.32565253148902,0.861921397928535,4.04024931065019,31.3971703811028,0.15849011498137,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,0.455671547338874,0.435131434612515,0.476898376417689,"201020A",2.903,0.591398551281249
"201021C",3.39860279969865,0.683279008320527,21.3232212354751,-10.1703163878534,2.1688448190864,1.23328174600482,1.387033701,0.892993537035123,1.95144178163574,-5.5213846400606,11.5505009901195,0.466870203211483,454.679763857018,103.43533542904,4.70388784927794,1.5209838650287,1.92386248770976,0.797437457186499,3.80812502711368,30.4856883434971,0.0921166911183962,0.800870781276215,0.625636889312602,0.283176699822988,0.198882689246876,0.540455966417248,0.435131434612515,0.475404561734913,"201021C",1.07,0.315970345456918
"020124A",3.94319258244172,0.357283035489961,20.7428393559214,-10.8083317784885,2.2257345063222,1.66736924582972,1.661907293,0.94988322427092,1.98605950378758,-5.62228124915712,15.5487677422234,0.127651167448921,430.265384545562,116.820035833885,4.95389409263333,2.78012020193876,2.76193585052659,0.902278139751318,3.94443235258496,31.6100464446237,0.0489175544934962,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,0.495756666677816,0.435131434612515,0.464280049874107,"020124A",3.198,0.623042434246382
"021004A",4.32702575418751,0.350204311667821,21.1322882656133,-10.856477514141,2.17238617190925,1.3506804889308,2,0.896534889857964,2.00612524352919,-5.58091554867985,18.723151877402,0.122643059910733,446.573607340979,117.86310401505,4.71926167990251,1.82433778317835,4,0.803774808732632,4.02453849272506,31.1466183614965,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,0.519733401347218,0.435131434612515,0.476409437216275,"021004A",2.34,0.523746466811564
"210204A",3.99163391245165,0.535883869612237,21.2628131302983,-10.5010192525423,2.17919014000215,1.25751522589486,2.301029996,0.903338857950866,1.99290592100413,-5.45824205801181,15.933141291034,0.287171521710586,452.107222213987,110.271405342264,4.74886966628258,1.58134454335739,5.29473904249176,0.816021092283976,3.97167400997331,29.792406363849,0.0112290246313437,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,0.489609970013115,0.435131434612515,0.54888231287311,"210204A",0.876,0.273232834043046
"030226A",4.14553232498341,0.293061319005725,20.454921806272,-10.9084487632826,2.15726911171903,1.74785148911539,1.344195716,0.881417829667745,1.98761113413115,-5.62775906275061,17.1854382574823,0.0858849366973754,418.403826100702,118.994254421162,4.653810020377,3.05498482800288,1.80686212291275,0.776897390456198,3.9505980205221,31.6716720683716,0.101666135235017,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,0.471243167884145,0.435131434612515,0.413574873510495,"030226A",1.99,0.47567118832443
"030329A",4.3699983980086,0.61420073391429,21.3486278686463,-10.3864851345367,2.14682829772942,1.45313390700951,1.798650645,0.870977015678142,1.97423212519937,-5.33443770769078,19.0968859985977,0.377242541540853,455.763911873942,107.879073449952,4.60887173993182,2.11159815170073,3.23514414275892,0.758600961839602,3.89759248416922,28.4562256572332,0.0357043709111115,0.806815745268984,0.616913898019911,0.281048951948844,0.200747345347066,0.574921281701739,0.435131434612515,0.578052685140708,"030329A",0.17,0.0681858617461616
"050502B",3.63036368965925,0.339735581213676,20.8570572053088,-10.7626910741881,2.19384504630838,1.37475540759348,1.243038049,0.917993764257099,1.98711491754673,-5.7290978344734,13.1795405191964,0.115420265142594,435.016835265523,115.835519158408,4.81295608721183,1.88995243070752,1.54514359126173,0.842712551214919,3.94862569553674,32.8225619969678,0.128331710079093,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,0.477617530087415,0.435131434612515,0.526759835472639,"050502B",3.793,0.680607428991788
"050502A",3.709817945101,0.355410887345089,20.8251619385724,-10.7362101463867,2.18727456590046,1.41991981222155,1.301029996,0.911423283849173,1.98052105444369,-5.67964639463671,13.7627491857934,0.126316898843423,433.687369767764,115.266208307376,4.78417002663503,2.01617227313927,1.69267905049176,0.83069240234241,3.92246364709476,32.2583831681098,0.112290246313437,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,0.482067471615868,0.435131434612515,0.537345119839691,"050502A",3.79,0.680335513414563
"050525A",3.5661995948462,0.560584652708519,21.206438259392,-10.3844677348636,2.16337913012636,1.24726817349991,0.944482672,0.887527848075075,1.96886807231127,-5.56955058542903,12.7177795502812,0.314255152852331,449.713023649406,107.837170136423,4.68020926066627,1.55567789662581,0.89204751770826,0.787705681108773,3.87644148616671,31.0198937236529,0.255205105543512,0.787492769458897,0.60042962486481,0.27276692392261,0.196065926987861,0.508922790254207,0.435131434612515,0.519472740556447,"050525A",0.61,0.20682587603185
"050603A",3.95572119646738,0.543014887016346,21.0369690429432,-10.4820759778086,2.18418475969823,1.63424587879425,1.322219295,0.90833347764695,1.96701768280453,-5.4343280079455,15.6477301841813,0.294865167521375,442.55406651375,109.873916804552,4.77066306449803,2.67075959235598,1.7482638640703,0.825069706614203,3.86915856446572,29.5319208979409,0.106943091744305,0.781305482286903,0.578619876650054,0.289815312423011,0.201801983276413,0.539809646922699,0.435131434612515,0.49659636046313,"050603A",2.82,0.582063362911709
"050801A",3.3569897613723,0.710511317173512,21.3469051973202,-10.121843348776,2.19366400546036,1.31019462141209,1.28780173,0.91781272340908,1.94887186695397,-5.48755230149329,11.2693802579584,0.504826331831638,455.690361503377,102.45171277716,4.8121617688524,1.71660994597716,1.65843329579099,0.842380195251593,3.79810155380465,30.1132302616243,0.115763140600286,0.769065603510117,0.613550566909707,0.275011453778411,0.20181650093352,0.547346405522646,0.435131434612515,0.456590346981505,"050801A",1.56,0.40823996531185
"050908A",3.52620642563177,0.328792835467796,20.8872113649384,-10.7987875402066,2.26424862674631,1.12886369581263,1.239799818,0.988397344695032,2.03818656817137,-5.81913261386386,12.4341317561668,0.108104728654953,436.275598603614,116.613812338521,5.12682184372257,1.27433324372375,1.53710358871283,0.97692931100019,4.15420448667421,33.8623043777341,0.129292166397143,0.793120118461833,0.648863903961896,0.279105249806342,0.220475336596593,0.445453475286012,0.435131434612515,0.413748295286837,"050908A",3.34,0.637489729512511
"051028A",3.78929851504016,0.310631022028489,20.8810134687589,-10.9208140571457,2.21017629460112,1.22617340379997,1.204119983,0.934325012549839,2.01977210745099,-5.71353530158451,14.3587832360856,0.0964916318464633,436.016723482489,119.264179670751,4.88487925321674,1.5035012161864,1.44990493345992,0.872963229076256,4.07947936603701,32.6444856424524,0.140362807889193,0.767005469333688,0.668055659117682,0.292946021139731,0.203493319236535,0.460061669131713,0.435131434612515,0.490650243600742,"051028A",3.6,0.662757831681574
"051111A",3.36870224701627,0.780286734668157,21.3946133140045,-9.99915091150366,2.17256400462015,1.23032638259351,1.776555911,0.896712722568867,1.94035797084094,-5.42132834340628,11.3481548290525,0.608847388299095,457.729478855777,99.9830189510245,4.72003435417114,1.51370300770562,3.15615090490904,0.804093706816869,3.76498905500595,29.3908010070203,0.0375678308208745,0.84167006435997,0.592177227843515,0.274979853078917,0.201523011414935,0.554213547438906,0.435131434612515,0.459959384274974,"051111A",1.55,0.406540180433955
"060512A",3.64897866076983,0.394581648493533,21.0578268163484,-10.6758325451871,2.16862185210925,1.10954659990307,0.92890769,0.892770570057967,2.00899328588939,-5.68731858446866,13.3150452667535,0.155694677327874,443.432070227321,113.973400532876,4.70292073744575,1.23109365735647,0.862869496541136,0.797039290761628,4.03605402274867,32.3455926812426,0.264523548794802,0.793423562686926,0.610439681840417,0.288936716080171,0.208274777232724,0.447312969038056,0.435131434612515,0.479279366766936,"060512A",0.44,0.15836249209525
"060607A",3.62054379973058,0.547706421841738,21.157232272726,-10.4188106089101,2.18054403514418,1.33679614564696,2.009450896,0.904692753092901,1.96807821260046,-5.5579930356608,13.1083374057675,0.299982324526679,447.628477442078,108.551614504338,4.75477228920288,1.78702393501657,4.0378929034352,0.818468977498812,3.87333185091262,30.8912865844539,0.0219746078959429,0.804928981322599,0.600366002881621,0.277395610771954,0.204116646546746,0.512991207820369,0.435131434612515,0.527123821629828,"060607A",3.07,0.60959440922522
"060904B",3.7590325669501,0.451578972107974,21.0863932828116,-10.5883534453498,2.20179652219093,1.30953280753281,2.234264124,0.925945240139644,1.99097916901495,-5.59365495789572,14.1303258393915,0.203923568050094,444.635981677402,112.113228683651,4.84790792513206,1.71487617400476,4.99193617579349,0.857374587737264,3.96399805145146,31.2889757879913,0.0130950724779308,0.775256271187084,0.60612567257617,0.282871268195849,0.196814314741617,0.489969861491989,0.435131434612515,0.531540351330592,"060904B",0.7,0.230448921378274
"061007A",3.13344227804525,0.776984310675612,21.7445325748104,-9.06316736281652,2.21949803979721,1.57334794819469,1.876852648,0.943646757745928,1.99479217169827,-5.18543122890578,9.81846050984139,0.603704619036056,472.824696896989,82.1410026464226,4.92617154866366,2.47542376608844,3.52257586230461,0.890469203404402,3.9791958082687,26.8886970297113,0.0298208063463662,0.890368040482369,0.64774535592478,0.279463885936541,0.19926753083088,0.605299573120451,0.435131434612515,0.892166654295743,"061007A",1.26,0.354108439147401
"061126A",3.64132019364013,0.407094639914041,21.0618529447854,-10.6429787860363,2.19104222002724,1.18575908719508,2.281033367,0.915190937975956,2.00337431691004,-5.67834874204702,13.2592127526114,0.165726045846742,443.601649467766,113.272997440019,4.80066600994189,1.40602461286571,5.20311322136736,0.83757445295331,4.01350865365477,32.243644436307,0.0117581409910335,0.782289455778941,0.628222359538955,0.274005538608674,0.201378810356391,0.465855480314415,0.435131434612515,0.497450342334962,"061126A",1.1588,0.334212409393176
"070125A",4.25845963241837,0.287870204694624,20.4739042314997,-10.9015023731412,2.16250815806195,1.59147961738547,1.77815125,0.886656876010672,1.98385123775815,-5.63608396101974,18.1344784409368,0.0828692547509246,419.180754480621,118.842753991602,4.67644153368451,2.5328073725534,3.16182186787656,0.786160415777005,3.93566573355454,31.7654424156639,0.0374300821665039,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,0.498839926399762,0.435131434612515,0.43552694112211,"070125A",1.55,0.406540180433955
"070411A",3.54512517275081,0.404105949471395,20.9890581525769,-10.6614707977792,2.21510837175204,1.39074047916452,2.089021501,0.939257089700753,1.98605053112824,-5.7356329718932,12.5679124904715,0.163301618398177,440.540562132256,113.666959571899,4.90670509860595,1.93415908038676,4.36401083164029,0.882203880553129,3.94439671219475,32.8974855882684,0.018295763152312,0.830512100630995,0.622020566589438,0.30017096914321,0.202638283921516,0.492999940171054,0.435131434612515,0.505555263962217,"070411A",2.95,0.59659709562646
"070612A",4.29490176167059,0.372628439862423,21.2134810050469,-10.6643135460757,2.2042942737032,2.01750384753001,2.566790912,0.928442991651922,2.02673682305709,-5.5462389320524,18.4461811424011,0.138851954194303,450.011776351485,113.727583409015,4.85891324508073,4.07032177479839,6.58841558592579,0.86200638874757,4.10766214993556,30.7607662914138,0.00608949276024844,0.80727012502061,0.584321630046158,0.400005002855116,0.214388055509574,0.470475365908195,0.435131434612515,0.395167735162506,"070612A",0.671,0.222976449893391
"071010A",4.22728014498134,0.270115479776187,20.458918131985,-11.0097517059946,2.16036765458102,1.81234833830586,0.77815125,0.884516372529736,1.99852071901671,-5.66835989090788,17.8698974241534,0.0729623724147195,418.567331131266,121.214632627651,4.66718840295989,3.28460649936003,0.605519367876562,0.782369213273164,3.99408506433905,32.1303038528532,0.37430082166504,0.796969627900217,0.594489190334362,0.275953286103564,0.195304338134514,0.460345384937742,0.435131434612515,0.378405684161435,"071010A",0.99,0.298853076409707
"071010B",3.50251949809925,0.541045847527084,21.2330557997458,-10.3620156458001,2.18204002605948,1.03680484017768,1.552668216,0.906188744008195,1.98664653994708,-5.66471685632902,12.2676428345654,0.2927306091263,450.842658595117,107.371368243807,4.76129867532565,1.07496427661587,2.41077858897662,0.82117803976715,3.94676447468371,32.0890170623782,0.062907701080855,0.841972921086861,0.593402161458891,0.280450720047944,0.215986767651673,0.471675153149729,0.435131434612515,0.45267744070941,"071010B",0.947,0.289365951520032
"071025A",3.57160081672478,0.329673543117066,20.8405083022499,-10.7844281981506,2.19738915161144,1.39399863015596,2.376832349,0.921537869560161,1.98616762101964,-5.76970157759482,12.7563323940291,0.10868464503136,434.326786296145,116.303891561065,4.82851908361966,1.94323218087668,5.64933201525286,0.84923204503348,3.94486181878681,33.2894562945002,0.00943060774968575,0.797931933012949,0.622375377666814,0.274894386498469,0.198654774729186,0.475732756864095,0.435131434612515,0.518405784664118,"071025A",5,0.778151250383644
"071112C",3.25373237661387,0.521742735381234,21.1925602106078,-10.4032286685627,2.15576493922625,1.17533084295455,1.176091259,0.879913657174972,1.97084287935708,-5.76879399650434,10.5867743786253,0.272215481923093,449.124608280238,108.227166730406,4.64732247319717,1.38140259040025,1.38319064949621,0.774248044083033,3.88422165511252,33.2789841741046,0.149720328552953,0.812424930997323,0.613956477483681,0.266866321274483,0.19167345663978,0.516395991437676,0.435131434612515,0.445401255638816,"071112C",0.82,0.260071387985075
"080319C",3.53623804698494,0.461505199871801,20.9322187968658,-10.6684390703431,2.18960532259387,1.69701999520679,1.531478917,0.913754040542593,1.96977624741046,-5.70566270915455,12.5049795249439,0.212987049508711,438.15778375986,113.815592197622,4.79437146873143,2.87987686413166,2.34542767321549,0.834946446607914,3.88001846486245,32.5545869506368,0.0660530861242607,0.767351691255829,0.590954141048344,0.397323455738987,0.207004899718235,0.502584766383847,0.435131434612515,0.465494992449192,"080319C",1.95,0.469822015978163
"080330A",3.64042465182194,0.470688658377504,21.0928806000692,-10.5274185472066,2.15375836567831,1.26531718071842,1.783188691,0.877907083627025,1.97738778118439,-5.60369721210647,13.2526916455929,0.221547813125215,444.909612008777,110.826541268069,4.63867509772929,1.60102756782122,3.17976190771029,0.770720847482508,3.91006243717734,31.4014224449698,0.0369984337462195,0.784901545370465,0.599984472469636,0.272340103751185,0.211109545451254,0.488785071528027,0.435131434612515,0.539232208859848,"080330A",1.51,0.399673721481038
"080413B",4.43526683966263,0.285887837959752,20.4341738784172,-11.1393181743893,2.1836357873765,1.8391472998556,0.903089987,0.907784505325222,2.00134722055662,-5.70189828930166,19.6715919390109,0.0817318558933016,417.555462093388,124.08440939028,4.76826525191141,3.38246279056616,0.81557152461966,0.824072708108559,4.00539069722971,32.5116441015412,0.280725615995587,0.844904696161984,0.620293351732969,0.277349693055528,0.192306703165898,0.502783382121844,0.435131434612515,0.35799377800585,"080413B",1.1,0.322219294733919
"080603A",3.73852616692566,0.38985578724279,21.0325845801419,-10.695921119596,2.181591563899,1.20604909239641,1.77815125,0.90574028184772,2.00406535930321,-5.64681117606223,13.9765779007879,0.151987534846695,442.369614120824,114.402728596619,4.75934175167529,1.4545544132702,3.16182186787656,0.820365458161587,4.01627796435911,31.8864764581013,0.0374300821665039,0.764855445129845,0.649598016777649,0.283762204668398,0.196920393366508,0.463274549513757,0.435131434612515,0.513753776040882,"080603A",1.69,0.429752280002408
"080603B",3.91194960677745,0.433131045526696,21.0243699906663,-10.6233813083771,2.15858972519556,1.34507228609575,1.77815125,0.882738443144279,1.98205797112531,-5.53746013193069,15.3033497259662,0.187602502599049,442.024133504428,112.856230423175,4.65950960171985,1.80921945482284,3.16182186787656,0.779227159004785,3.92855380090137,30.6634647127219,0.0374300821665039,0.744368919529571,0.605201623334486,0.264628858424407,0.197817305138437,0.48678374595197,0.435131434612515,0.559049728962906,"080603B",2.6893,0.566943971856554
"081228A",3.38118395973577,0.289754116634726,20.8818019302427,-10.8750132016766,2.21703461212602,1.30027915398102,0.477121255,0.941183330074743,2.00344721639152,-5.9150404417721,11.4324049695744,0.0839574481067707,436.049651853886,118.26591213664,4.91524247136479,1.6907258782776,0.227644691972775,0.885826060810583,4.01380074886692,34.9877034277995,0.748601642185562,0.762888972612087,0.638676195187086,0.27786112002877,0.210147621136552,0.463288346426308,0.435131434612515,0.45736506339624,"081228A",3.44,0.64738297011462
