"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","log10T90Sqr","log10FaSqr","log10TaSqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","PhotonIndexSqr","log10NHSqr","log10PeakFluxSqr","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","log10z","Redshift_crosscheck"
"GRB120729A",1.85430604180108,-10.29756946,3.52138487,2.26312734,0.645,1.8831,-5.619788758,1.62,21.34792103,0.462397998,3.43845089665999,106.039936783525,12.4001514026649,5.12174535705548,0.416025,3.54606561,31.5820256845432,2.6244,455.733732303116,0.213811908554408,36.7435331717259,0.0690683199999995,0.047294772,0.130088482,0.013331067,6.06060606060606e-08,0.0484848484848485,0.121212121212121,0.223182009819715,0.0109670323640116,0.0181523294379188,0.255272505103306,0.8
"GRB120802A",1.69897000433602,-11.17198494,3.53838419,0.54215516,0.91,2.03526,-5.721246399,1.21,22.12127744,0.477121255,2.88649907563353,124.813247499587,12.520162676042,0.293932217514626,0.8281,4.1422832676,32.7326603580705,1.4641,489.350915577453,0.227644691972775,31.0246002714191,0.0780322099999999,0.220557212,0.11816229,0.055,1.81818181818182e-07,0.284848484848485,0.121212121212121,0.269476254022629,0.0415592805603905,0.017547251782744,0.680879174426811,3.796
"GRB120811C",1.42813479402879,-10.14327111,3.15909591,1.01613299,0.65,1.92121,-5.522878745,1.4,21.91722026,0.612783857,2.03956898991565,102.885948810961,9.97988696857873,1.03252625336634,0.4225,3.6910478641,30.5021896319728,1.96,480.364543925354,0.375504055399796,3.69357928575403,0.0529468600000005,0.084200302,0.03800099,0.090734018,1.81818181818182e-07,0.181818181818182,0.121212121212121,0.0598545187416093,0.026320877674116,0.0128394525239612,0.564784384503987,2.671
"GRB120907A",1.22788670461367,-10.37675071,3.2113827,1.05329104,0.78,1.82021,-6.173925197,1.73,21.0438101,0.462397998,1.50770575936703,107.676955297485,10.3129788458593,1.10942201494428,0.6084,3.3131644441,38.1173523381515,2.9929,442.841943524862,0.213811908554408,1.37043061304617,0.0413034100000003,0.062296694,0.0286472705,0.005,6.66666666666667e-08,0.151515151515152,0.242424242424242,0.0352171865726179,0.0432133812541372,0.0363046588758376,0.294466226161593,0.97
"GRB120922A",2.2380461031288,-10.59516628,3.59799,1.06622,1.17,2.06954,-5.207608311,1.58,21.0163605,0.301029996,5.00885035972999,112.257548500849,12.9455320401,1.1368250884,1.3689,4.2829958116,27.1191843207963,2.4964,441.68740866596,0.09061905849176,30.2400963128712,0.16365,0.133375,0.0356299999999999,0.00499999999999999,4.24242424242424e-07,0.218181818181818,0.121212121212121,0.0759139130688025,0.0297171200079232,0.0263208776707413,0.612783856719735,3.1
"GRB121024A",1.83884909073726,-11.31158018,4.17178823,1.30353551,0.87,2.00683,-5.958607315,1.41,21.94617755,0.113943352,3.38136597850523,127.951846168569,17.4038170359665,1.69920482583096,0.7569,4.0273666489,35.5050011343715,1.9881,481.634709056124,0.0129830874649959,32.0624390837628,0.0633058950000001,0.065435085,0.06666149,0,6.06060606060606e-08,0.133333333333333,0.121212121212121,0.201804932904889,0.023928070636996,0.0404936580149266,0.5182506513085,2.298
"GRB121027A",1.79657433321043,-11.92081875,5.40919042,1.50995764,1.16,2.37144,-5.698970004,1.82,22.07736427,0.113943352,3.2276793347505,142.105919670352,29.2593409998198,2.27997207459437,1.3456,5.6237276736,32.4782591064918,3.3124,487.410013110273,0.0129830874649959,4.82005846681452,0.0415841549999998,0.037953731,0.0589396935000001,0,6.06060606060606e-08,0.0545454545454545,0.121212121212121,0.0334396932042907,0.0131604388353707,0.0404936580149266,0.442949869577862,1.773
"GRB121128A",1.36735592102602,-9.617982957,3.23392922,1.54546584,0.9455,1.98504,-5.161150909,1.32,22.04029767,1.11058971,1.86966221476491,92.5055961611425,10.4582981999698,2.38846466260691,0.89397025,3.9403838016,26.6374787054715,1.7424,485.774721382207,1.23340950395788,1.630612160051,0.0286900235000003,0.029795568,0.0324450009999999,0.0103377205,2.42424242424242e-07,0.109090909090909,0.242424242424242,0.0303933846881756,0.0152584798116998,0.00816151246798215,0.505149978319906,2.2
"GRB121211A",2.26007138798507,-11.2823295,4.20933518,1.15615612,0.95,2.0682,-5.886056648,2.36,21.66138196,0,5.10792267878878,127.29095894657,17.7185026575856,1.33669697381345,0.9025,4.27745124,34.645662863465,5.5696,469.215468417013,0,39.28730733208,0.0542507750000008,0.063247159,0.0746028285,0.00499999999999999,1.61818181818182e-07,0.157575757575758,0.181818181818182,0.0937486856217556,0.0540590334499272,0.0789626330733186,0.305995882770805,1.023
"GRB121229A",2,-12.35951856,4.70907,0.900754,0.99,2.18362,-6.337242168,2.43,21.69605744,-1,4,152.757699034984,22.1753402649,0.811357768516,0.9801,4.7681963044,40.1606382958773,5.9049,470.718908439779,1,39.5546314794679,0.2624,0.38724,0.4243565,0.12,7.87878787878788e-08,0.278787878787879,0,0.171783581852496,0.0743850890724999,0,0.569022586029564,2.707
"GRB130408A",1.44715803134222,-10.32975415,3.58393,1.39277,0.945,2.03183,-5.638272164,1.28,20.06405721,0.69019608,2.09426636767829,106.703820799442,12.8445542449,1.9398082729,0.893025,4.1283331489,31.7901129953372,1.6384,402.566391726153,0.476370628847366,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.202660966201392,0.0457754394646476,0.0537160769241516,0.677333151419902,3.757
"GRB130418A",2.47712125471966,-9.247183569,2.59006,1.28449,0.198,1.68684,-5.744727495,2.07,21.12149747,-0.22184875,6.13612971058392,85.5104039587836,6.7084108036,1.6499145601,0.039204,2.8454291856,33.001893991809,4.2849,446.117655375216,0.0492168678765625,46.0880984824801,0.0604700000000005,0.06867,0.031625,0.003,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.0667193561745158,0.0292454196637412,0.0877362590478575,0.345961541813141,1.218
"GRB130420A",2.09166695759568,-10.8728952,3.56731,0.914676,1.17,2.29559,-5.148741651,1.52,20.79265849,0.531478917,4.37507066149759,118.219850030183,12.7257006361,0.836632184976,1.3689,5.2697334481,26.5095405887422,2.3104,432.334647081769,0.282469839215493,11.7367307263019,0.0550499999999996,0.08535,0.0286905,0.00499999999999999,1.81818181818182e-07,0.151515151515152,0.121212121212121,0.0412728533604636,0.0111214976087664,0.0154828692315688,0.361160995195026,1.297
"GRB130505A",1.94448267215017,-8.91721463,3.24559,1.3304,0.724,1.92439,-4.677780705,1.18,20.71960885,1.477121255,3.78101286229226,79.516716757486,10.5338544481,1.76996416,0.524176,3.7032768721,21.8816323240703,1.3924,429.302190896998,2.18188720197277,116.258229523501,0.0149749999999997,0.024355,0.0156499999999999,0,6.06060606060606e-07,0.0424242424242424,1.87878787878788,0.573753494976116,0.0125337512738,0.0271982402632532,0.514547752660286,2.27
"GRB130511A",0.734799829588847,-10.51570016,2.65954,1.16497,0.65,2.06879,-6.657577319,1.35,21.01365445,0.113943352,0.539930789563798,110.579949855024,7.0731530116,1.3571551009,0.4225,4.2798920641,44.3233357584632,1.8225,441.573673344005,0.0129830874649959,2.21218447342499,0.0838000000000001,0.089385,0.04916,0.01,2.42424242424242e-08,0.187878787878788,0.121212121212121,0.176931769753319,0.0478561412369649,0.0404936580149266,0.362350507594848,1.3033
"GRB130514A",2.3096301674259,-10.7212464,3.68772,1.17745,0.65,2.0604,-5.040958608,1.8,21.19799139,0.447158031,5.33439151028379,114.945124369513,13.5992787984,1.3863885025,0.4225,4.24524816,25.4112636875693,3.24,449.354838970514,0.199950304687797,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.0272768816676426,0.00578480828803656,0.0282009404055501,0.662757831681574,3.6
"GRB130604A",1.57634135020579,-8.316052869,2.071571247,1.742079764,0.98,2.08823,-5.853871964,1.51,21.35024026,-0.096910013,2.48485205236862,69.1567353200031,4.29140743139714,3.0348419041383,0.9604,4.3607045329,34.2678169709052,2.2801,455.832759159725,0.00939155061966017,4.55927186783047,0.166441725,0.100184013,0.041653571,0.015,6.06060606060606e-08,0.0727272727272727,0.121212121212121,0.0525216608407296,0.0188006269082896,0.0658021942265446,0.313867220369153,1.06
"GRB130606A",2.44182077228928,-10.18045606,3.30222,1.37571,0.44,1.86465,-5.537602002,1.52,20.24962877,0.414973348,5.96248868398343,103.641685589591,10.9046569284,1.8925780041,0.1936,3.4769196225,30.6650359325544,2.3104,410.047465322812,0.172202879550329,19.3109676637375,0.0681500000000002,0.07782,0.05186,0.045,1.21212121212121e-07,0.0727272727272727,0.121212121212121,0.0303226795016752,0.0181523294379188,0.0202468289917981,0.839666556882433,5.913
"GRB130831A",1.51188336097887,-9.89279003,3.31959,1.28481,1.01,1.79449,-5.187086643,1.93,22.17059025,1.133538908,2.28579129720478,97.8672945776674,11.0196777681,1.6507367361,1.0201,3.2201943601,26.905867841989,3.7249,491.535072033395,1.28491045594983,1.86433148597529,0.0548150000000005,0.089045,0.0672699999999999,0.009011148,1.21212121212121e-08,0.0303030303030303,0.363636363636364,0.0249128885168479,0.000809873159060338,0.0116121519324457,0.16999753706657,0.4791
"GRB130925A",2.25285303097989,-10.62525165,5.84588,1.38344,1.5915,2.69002,-4.387216143,1.85,21.99154725,0.86332286,5.07534677919529,112.895972625828,34.1743129744,1.9139062336,2.53287225,7.2362076004,19.2476654853998,3.4225,483.628150448983,0.74532636059858,3.54089256630188,0.0623499999999995,0.06424,0.12684,0.206936072,6.06060606060606e-07,0.0848484848484849,0.363636363636364,0.00859100615953715,0.00641972626198059,0.0216335981082794,0.129367595722986,0.347
"GRB131030A",1.61384182187607,-9.294136288,2.84594,1.11188,0.693,2.09466,-4.537602002,1.3,20.84178667,1.44870632,2.60448542603627,86.3809693399184,8.0993744836,1.2362771344,0.480249,4.3876005156,20.5898319285544,1.69,434.38007159779,2.09875000160794,4.04266247219712,0.0251749999999999,0.027575,0.00814999999999999,0.0075,0,0.0181818181818182,0.424242424242424,0.0427179076368021,0,0.00655680227037274,0.36078268987328,1.295
"GRB131105A",2.05037975626146,-10.91009489,3.9488,1.19347,0.94,2.24976,-5.148741651,1.45,21.32749584,0.544068044,4.2040571448868,119.030170508804,15.59302144,1.4243706409,0.8836,5.0614200576,26.5095405887422,2.1025,454.862078805217,0.296010036501986,4.08680221617042,0.0333499999999995,0.047885,0.0454399999999999,0.005,3.03030303030303e-07,0.0666666666666667,0.363636363636364,0.01580476982291,0.018535829347944,0.0451215046497172,0.429106008332697,1.686
"GRB131117A",1.04139268515823,-10.838632,2.87134,0.951056,0.86,2.15896,-6.602059991,0.49,22.01669496,-0.15490196,1.08449872470106,117.475943631424,8.2445933956,0.904507515136,0.7396,4.6611082816,43.5871961247629,0.2401,484.734856961689,0.0239946172118416,3.16227766016838,0.0823,0.12461,0.0362555000000001,0.025,2.42424242424242e-08,0.854545454545454,0.0606060606060606,0.124850885277914,0.0421134042739674,0.0376012538456717,0.702602841340427,4.042
"GRB140206A",1.97127584873811,-9.730487056,3.59073,1.22509,0.672,1.88134,-4.795880017,1.04,22.00531353,1.28780173,3.88592847181814,94.6823783469835,12.8933419329,1.5008455081,0.451584,3.5394401956,23.0004651374599,1.0816,484.233823553601,1.65843329579099,13.7528238777123,0.0129950000000001,0.021325,0.0155449999999999,0.0219023355,1.81818181818182e-07,0.0909090909090909,0.303030303030303,0.063811704280745,0.00493516456317247,0.00678373136259728,0.571708831808688,2.73
"GRB140213A",1.77815125038364,-10.12551818,3.829176603,1.108879519,0.83,1.96657,-4.920818754,1.8,20.99187128,1.371067862,3.16182186924092,102.526118413511,14.6625934569626,1.22961378765767,0.6889,3.8673975649,24.2144572097181,3.24,440.658659836089,1.87982708220925,2.62312485984891,0.0630358199999996,0.068643889,0.021746292,0.005,0,0.0242424242424242,0.484848484848485,0.0189868108662604,0,0.0089602987940681,0.343920385393226,1.2076
"GRB140419A",1.97634997900327,-10.00568285,3.68383,1.36898,0.678,1.87322,-4.795880017,1.21,22.04094236,0.69019608,3.90595923950624,100.113689294784,13.5706034689,1.8741062404,0.459684,3.5089531684,23.0004651374599,1.4641,485.803140116842,0.476370628847366,3.81721576852457,0.0239850000000006,0.02442,0.017885,0.001,0,0.0242424242424242,0.121212121212121,0.0175057628775533,0,0.0107432153848303,0.695131297704026,3.956
"GRB140423A",2.12710479836481,-10.85078089,3.90552,1.18974,0.77,2.06486,-5.026872146,1.33,21.81946365,0.322219295,4.52457482322659,117.739445922789,15.2530864704,1.4154812676,0.5929,4.2636468196,25.2694435722306,1.7689,476.088993973671,0.103825274070297,23.0119829578041,0.0503499999999999,0.05495,0.045115,0.149849463,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.0745819195240745,0.00840028010644005,0.0250675025476,0.629409599102719,3.26
"GRB140430A",2.23954972084047,-11.36251027,4.14388,0.875171,1.03,2.15785,-5.958607315,2,21.67796993,0.397940009,5.01558295211664,129.106639635855,17.1717414544,0.765924279241,1.0609,4.6563166225,35.5050011343715,4,469.934380285984,0.15835625076292,3.69174647045451,0.0861000000000001,0.13071,0.0833725,0.035,1.21212121212121e-07,0.133333333333333,0.121212121212121,0.00923562857548503,0.0478561412739919,0.0210567021369837,0.414973347970818,1.6
"GRB140506A",2.04571405894087,-9.903089987,3.30686,0.948932,0.9,1.74751,-5.552841969,1.68,21.81764402,1.037426498,4.18494601094832,98.0711912906197,10.9353230596,0.900471940624,0.81,3.0537912001,30.8340539326878,2.8224,476.009590583442,1.07625373875254,9.55670993835752,0.0551599999999999,0.06882,0.01557,0.047966029,1.81818181818182e-07,0.096969696969697,0.545454545454546,0.0373575732797357,0.0282009404055501,0.0217328347878503,0.276231957921834,0.889
"GRB140509A",1.3654879848909,-11.09770006,3.58709,1.40649,0.86,1.93407,-5.920818754,1.59,20.90144742,0.204119983,1.86455743688141,123.158946621724,12.8672146681,1.9782141201,0.7396,3.7406267649,35.0560947177181,2.5281,436.870504251025,0.0416649674599203,5.17115694874123,0.0839500000000006,0.088715,0.10418,0.22,1.21212121212121e-07,0.121212121212121,0.242424242424242,0.096801936547154,0.0438681294899875,0.0658021941756327,0.531478917042255,2.4
"GRB140512A",2.18977095634687,-9.504455662,3.53686,1.25134,0.871,1.84304,-4.853871964,1.45,21.32824297,0.832508913,4.7950968412603,90.3346774309239,12.5093786596,1.5658517956,0.758641,3.3967964416,23.5600730429052,2.1025,454.893948187355,0.693071090224441,4.78706592379787,0.0150399999999999,0.022285,0.0200600000000001,0.002482817,1.81818181818182e-07,0.0242424242424242,0.181818181818182,0.0134302087546028,0.00564018807248688,0.0116121519146922,0.236789099409293,0.725
"GRB140518A",1.78175537465247,-11.31158018,3.77824,1.64981,0.94,1.93772,-6,0.92,22.46148952,0,3.17465221510296,127.951846168569,14.2750974976,2.7218730361,0.8836,3.7547587984,36,0.8464,504.51851145707,0,2.42918916112475,0.0904500000000006,0.070125,0.18819,0,6.06060606060606e-08,0.36969696969697,0.0606060606060606,0.0174377429450524,0.0263208776911062,0.0263208776911062,0.756407872548958,4.707
"GRB140614A",2.85733249643127,-10.9589,3.70006,1.35595,0.83,1.77015,-5.886056648,1.5,21.3989672,-0.420216403,8.16434899516215,120.09748921,13.6904440036,1.8386004025,0.6889,3.1334310225,34.645662863465,2.25,457.915797226676,0.176581825350258,160.05867252182,0.1129,0.098945,0.093145,0.05,2.42424242424242e-07,0.278787878787879,0.666666666666667,0.0965452753569251,0.0809873160298533,0.761920143017653,0.718750734739665,4.233
"GRB140629A",1.6232492903979,-9.847711656,2.85608,1.16056,0.815,1.95996,-5.619788758,1.86,21.74269921,0.62324929,2.63493825877729,96.9774248597183,8.1571929664,1.3468995136,0.664225,3.8414432016,31.5820256845432,3.4596,472.744968936535,0.388439677485504,11.5414884203924,0.0427850000000003,0.06161,0.03501,0.0016785515,1.21212121212121e-07,0.0666666666666667,0.242424242424242,0.119342969855398,0.0219340647280231,0.0250675025859251,0.515211304327802,2.275
"GRB141004A",0.593286067020457,-10.61083392,3.30337,1.54959,1.08,1.79496,-6.173925197,1.86,21.49730845,0.785329835,0.351988357320603,112.589796477823,10.9122533569,2.4012291681,1.1664,3.2218814016,38.1173523381515,3.4596,462.134270594441,0.616742949741127,1.07337229135984,0.0852999999999993,0.081935,0.0977399999999999,0.00499999999999999,1.81818181818182e-08,0.0484848484848485,0.181818181818182,0.118918281419752,0.0117854676147647,0.0129446939467666,0.196728722623287,0.573
"GRB141121A",2.74028371968188,-12.65757732,5.76634,2.33322,0.82,1.93447,-5.27572413,1.73,21.59590717,-0.045757491,7.50915486435356,160.214263611778,33.2506769956,5.4439155684,0.6724,3.7421741809,27.8332650958643,2.9929,466.383206495257,0.00209374798261508,37.8222135391303,0.1675,0.090095,0.2969,0.01,2.42424242424242e-07,0.0787878787878788,0.181818181818182,0.0298708467601577,0.0198648133335181,0.0877362590591065,0.392696953259666,1.47
"GRB141220A",0.857935264719429,-9.872830386,2.77561,1.42066,1.1,1.80565,-5.585026652,0.62,21.48574413,0.949390007,0.736052918449197,97.4727798307249,7.7040108721,2.0182748356,1.21,3.2603719225,31.1925227035503,0.3844,461.63720081983,0.90134138539146,0.473776347689343,0.0424549999999995,0.057375,0.050735,0.07,6.06060606060606e-08,0.23030303030303,0.424242424242424,0.0285379269705628,0.0101234144958991,0.020701813897427,0.365394376854778,1.3195
"GRB150120B",1.38560627359831,-10.79048499,3.39431,1.17705,0.92,2.01678,-6.26760624,2.2,21.52664292,0.079181246,1.919904745435,116.434566319415,11.5213403761,1.3854467025,0.8464,4.0674015684,39.2828879796869,4.84,463.396355405186,0.00626966971811252,3.38828572567676,0.0710999999999995,0.090535,0.057705,0.005,4.84848484848485e-08,0.151515151515152,0.121212121212121,0.0605561232005338,0.0389938928598178,0.0438681294899875,0.653212513775344,3.5
"GRB150314A",1.16996817399689,-8.609064893,2.49217,1.19079,0.73,1.84772,-4.657577319,1.08,22.01715025,1.58546073,1.36882552816562,74.1159983318851,6.2109113089,1.4179808241,0.5329,3.4140691984,21.6930264824632,1.1664,484.754905131075,2.51368572637213,2.63134115747024,0.0150249999999996,0.015855,0.00992499999999996,0,1.81818181818182e-07,0.0181818181818182,0.545454545454546,0.077266865767021,0.00358921059277238,0.00615293244030819,0.440594261839831,1.758
"GRB150403A",1.61172330800734,-8.821023053,3.19694,1.24471,0.679,1.70996,-4.769551079,1.23,21.79039707,1.245512668,2.59765202157413,77.8104477015574,10.2204253636,1.5493029841,0.461041,2.9239632016,22.7486174951901,1.5129,474.821404468265,1.55130180614848,12.0135891154935,0.00510500000000036,0.006975,0.00458000000000003,0,1.81818181818182e-07,0.0242424242424242,-0.363636363636364,0.127565659186107,0.00464486077306445,-0.00897302648176451,0.48572142648158,2.06
"GRB150821A",2.23578087032756,-8.853871964,2.95174,1.82628,0.848,2.21622,-6.102372909,2.1,22.340573,-0.337242168,4.99871610012266,78.3910487549052,8.7127690276,3.3352986384,0.719104,4.9116310884,37.2389551204971,4.41,499.101201968329,0.11373227987734,99.043754395434,0.0211049999999995,0.015485,0.027365,5e-04,1.15151515151515e-07,0.224242424242424,0.212121212121212,0.249936990127356,0.0633033767677802,0.200267547502884,0.244277120801843,0.755
"GRB150910A",2.04999285692014,-9.970616222,3.85419,2.03808,0.6645,1.78547,-5.318758763,1.42,20.842422,0.041392685,4.20247071342361,99.4131878464096,14.8547805561,4.1537700864,0.44156025,3.1879031209,28.2891947789893,2.0164,434.406554826084,0.00171335437150922,38.5494757277456,0.703965,0.02868,0.06663,0.0024587915,2.42424242424242e-07,0.0727272727272727,0.242424242424242,0.149214122895038,0.0219340647615575,0.0957122825479837,0.372727940885595,1.359
"GRB151021A",2.04218159451577,-9.642065153,3.15765,1.33346,1.27,1.96079,-4.552841969,1.57,22.33647975,0.986771734,4.17050566497896,92.9694204146969,9.9707535225,1.7781155716,1.6129,3.8446974241,20.7283699946878,2.4649,498.91832762216,0.973718455021367,3.64878062317384,0.0628200000000003,0.05208,0.02141,0.04,6.06060606060606e-07,0.0242424242424242,0.484848484848485,0.0143797213277669,0.00940031346851669,0.021707940377107,0.52244423350632,2.33
"GRB151027A",2.11290649025331,-9.935542011,3.99907,1.74508,0.9235,2.00612,-5.107905397,1.72,21.65076489,0.832508913,4.46437383655458,98.7149950523459,15.9925608649,3.0453042064,0.85285225,4.0245174544,26.0906975447017,2.9584,468.755620322057,0.693071090224441,5.47526252023579,0.0222100000000003,0.01731,0.0249900000000001,0.0024409705,1.21212121212121e-07,0.0303030303030303,0.363636363636364,0.018335078259774,0.00674894299290958,0.0232243038293844,0.257678574869184,0.81
"GRB151029A",0.951823035315912,-10.76639985,2.7098,1.23481,1.25,2.307153,-6.408935393,0.49,21.55195354,0.255272505,0.905967090557996,115.91536573008,7.34301604,1.5247557361,1.5625,5.322954965409,41.0744528716481,0.2401,464.486701390319,0.065164051808975,80.3451669908966,0.0973500000000005,0.12415,0.0730099999999999,0.33,3.63636363636364e-08,0.654545454545455,0.181818181818182,3.89871091304376,0.040493657988788,0.0438681294956119,0.384353414137506,1.423
"GRB151031A",0.698970004336019,-11.5214335,3.69323,0.897942,1.24,2.12551,-6.494850022,2.41,21.98623592,0.230448921,0.488559066961494,132.743429894922,13.6399478329,0.806299835364,1.5376,4.5177927601,42.1830768082734,5.8081,483.394569929898,0.0531067051900642,2.23606797749979,1.01707,0.166825,0.1244685,0.01,1.81818181818182e-08,0.109090909090909,0.121212121212121,0.194222396757745,0.0246758228535885,0.0309657384870962,0.335858911319818,1.167
"GRB151215A",1.25042000230889,-10.72815839,3.06337,1.07478,1.015,2.20942,-6.508638306,1.99,21.45079548,0.204119983,1.56355018217417,115.093382440927,9.3842357569,1.1551520484,1.030225,4.8815367364,42.3623725983306,3.9601,460.136626724788,0.0416649674599203,1.00345011433835,0.093,0.11588,0.071395,0.3543597095,4.24242424242424e-08,0.2,0.121212121212121,0.0244827442428277,0.0594342399249789,0.0329010970878163,0.555094448578319,2.59
"GRB160117B",1.77815125038364,-11.74958,4.10299,0.973333,0.64,1.83834,-6.4710833,1.73,20.95374423,-0.096910013,3.16182186924092,138.0526301764,16.8345269401,0.947377128889,0.4096,3.3794939556,41.8749190755389,2.9929,439.059397256258,0.00939155061966017,2.4614955105327,0.12265,0.162075,0.093958,0.015,NA,0.0545454545454545,0.121212121212121,0.017816898624233,NA,0.0658021942265446,0.271841606536499,0.87
"GRB160121A",1.07918124604762,-11.17263073,3.8244,0.798663,1.02,2.2054,-6.214670165,1.77,21.79728278,0.079181246,1.1646321618209,124.82767742894,14.62603536,0.637862587569,1.0404,4.86378916,38.6221252597411,3.1329,475.121536591284,0.00626966971811252,2.38388672767792,0.0694000000000008,0.120385,0.106048,0.03,3.03030303030303e-08,0.0787878787878788,0.121212121212121,0.08627573760941,0.0215744899112776,0.0438681294899875,0.471291711058939,1.96
"GRB160203A",1.30535136944662,-11.36754271,3.66139836,1.146279559,0.61,1.75592,-5.920818754,1.93,22.0158332,0.113943352,1.70394219771618,129.221027263674,13.4058379506107,1.31395682738123,0.3721,3.0832550464,35.0560947177181,3.7249,484.696911490222,0.0129830874649959,3.23612604894565,0.0845867900000004,0.087010427,0.0601908999999999,0.25,6.06060606060606e-08,0.121212121212121,0.242424242424242,0.0695758260297262,0.0219340647449938,0.0809873160298532,0.655138434811382,3.52
"GRB160227A",2.50037371435337,-10.99567863,4.47751,1.10229,0.679,1.72551,-5.508638306,0.75,21.4198963,-0.22184875,6.25186871142929,120.904948534239,20.0480958001,1.2150432441,0.461041,2.9773847601,30.3450959863305,0.5625,458.811957502754,0.0492168678765625,75.3682152632844,0.0305500000000007,0.03885,0.03434,0.001,1.21212121212121e-07,0.309090909090909,0.0606060606060606,0.103418641389387,0.0169812114071368,0.0438681295239288,0.528916700277655,2.38
"GRB160804A",2.15896526038341,-11.5214335,4.38419,0.948229,0.92,1.87827,-4.943095149,1.4,21.30214687,0.462397998,4.66113099554241,132.743429894922,19.2211219561,0.899138236441,0.8464,3.5278981929,24.4341896520673,1.96,453.781461271051,0.213811908554408,19.2297524738119,0.0587499999999999,0.095375,0.070062,0.00499999999999999,1.81818181818182e-07,0.139393939393939,0.181818181818182,0.0579152246029259,0.00692654676618381,0.0272284941568783,0.239549720840473,0.736
"GRB161108A",2.02160271602824,-11.81247928,4.69106,0.883711,0.84,2.00325,-5.958607315,1.85,21.16074757,-0.22184875,4.08687754145277,139.534666740429,22.0060439236,0.780945131521,0.7056,4.0130105625,35.5050011343715,3.4225,447.777237721261,0.0492168678765625,11.8942948022011,0.133550000000001,0.18179,0.0812555,0.00499999999999999,6.06060606060606e-08,0.103030303030303,0.0606060606060606,0.0491496346215649,0.023928070636996,0.0438681295239288,0.334252642334231,1.159
"GRB161117A",2.09933527768596,-10.74958,4.08464,1.141,1.375,1.92624,-4.698970004,1.19,21.87736847,0.832508913,4.40720860813678,115.5534701764,16.6842839296,1.301881,1.890625,3.7104005376,22.0803190984918,1.4161,478.61925117215,0.693071090224441,1.09562770301324,0.0383499999999994,0.04019,0.0236499999999999,0.674290141,0,0.0727272727272727,0.181818181818182,0.00378540227238651,0,0.0116121519146922,0.406369835469268,1.549
"GRB161129A",1.55059520748933,-10.43651891,3.70506,2.32574,0.71,1.74506,-5.443697499,1.57,21.51361441,0.531478917,2.40434549748887,108.920926958788,13.7274696036,5.4090665476,0.5041,3.0452344036,29.6338424606189,2.4649,462.83560498216,0.282469839215493,2.09357115934511,0.106249999999999,0.050725,0.10628,0.005,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.0255903856452399,0.00731135491027843,0.0154828692315688,0.216165902285993,0.645
"GRB161219B",0.841359470454855,-10.13667714,4.0135,0.871656,0.73,1.86204,-5.823908741,1.29,21.16590877,0.72427587,0.707885758524074,102.752223440599,16.10818225,0.759784182336,0.5329,3.4671929616,33.9179130234962,1.6641,447.995694059963,0.524575535864257,0.791979781306962,0.0276999999999994,0.03841,0.00866800000000001,0,6.06060606060606e-08,0.212121212121212,0.242424242424242,0.0495608715850948,0.0175472517963205,0.0198648133335181,0.0597526942092988,0.1475
"GRB170202A",1.66464197555613,-10.65364703,3.77629,1.1958,1.04,1.99768,-5.48148606,1.68,21.7153121,0.672097858,2.7710329067834,113.500195039828,14.2603661641,1.42993764,1.0816,3.9907253824,30.0466894259743,2.8224,471.554779600406,0.451715530728188,11.4483053739976,0.0448500000000003,0.068655,0.059155,0,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.10761765911408,0.00797602354051679,0.0168005602258789,0.666985718329661,3.645
"GRB170405A",2.21669359916975,-10.31069114,3.6300738,1.81152426,0.612,1.8473,-5.431798276,1.59,21.67796993,0.462397998,4.91373051260016,106.310351784474,13.1774357934464,3.28162014456855,0.374544,3.41251729,29.5044325111566,2.5281,469.934380285984,0.213811908554408,35.3909366653105,0.0482553450000003,0.035670699,0.072401387,0.0475,1.81818181818182e-07,0.0727272727272727,0.133333333333333,0.0933217274021361,0.0213412521852701,0.0199675623817107,0.65417654187796,3.51
"GRB170519A",2.33525725643453,-11.06348626,4.1513,1.37345,0.975,1.97351,-5.958607315,1.94,21.33992622,-0.15490196,5.45342645373014,122.400728225209,17.23329169,1.8863649025,0.950625,3.8947417201,35.5050011343715,3.7636,455.392451075043,0.0239946172118416,49.4043300783148,0.0529999999999999,0.052235,0.0667449999999999,0.2244236125,1.21212121212121e-07,0.157575757575758,0.0606060606060606,0.0991498518259657,0.0478561412739919,0.0376012538456717,0.259593878885949,0.818
