"","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10Ta","Beta","Alpha","log10T90","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10TaSqr","BetaSqr","AlphaSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","PhotonIndex_opt","log10Fa_opt","log10Ta_opt","Beta_opt","Alpha_opt","log10T90_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"140419A",22.04094236,0.69019608,1.21,-10.00568285,3.68383,0.678,1.36898,1.976349979,1.87322,-4.795880017,485.803140116842,0.476370628847366,1.4641,100.113689294784,13.5706034689,0.459684,1.8741062404,3.9059592394933,3.5089531684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",21.81946365,0.322219295,1.33,-10.85078089,3.90552,0.77,1.18974,2.127104798,2.06486,-5.026872146,476.088993973671,0.103825274070297,1.7689,117.739445922789,15.2530864704,0.5929,1.4154812676,4.52457482167462,4.2636468196,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,0.397940009,2,-11.36251027,4.14388,1.03,0.875171,2.239549721,2.15785,-5.958607315,469.934380285984,0.15835625076292,4,129.106639635855,17.1717414544,1.0609,0.765924279241,5.01558295283118,4.6563166225,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.037426498,1.68,-9.903089987,3.30686,0.9,0.948932,2.045714059,1.74751,-5.552841969,476.009590583442,1.07625373875254,2.8224,98.0711912906197,10.9353230596,0.81,0.900471940624,4.18494601119025,3.0537912001,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,0.204119983,1.59,-11.09770006,3.58709,0.86,1.40649,1.17092730333444,1.93407,-5.920818754,436.870504251025,0.0416649674599203,2.5281,123.158946621724,12.8672146681,0.7396,1.9782141201,1.37107074969406,3.7406267649,35.0560947177181,0.151511196244019,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,0.832508913,1.45,-9.504455662,3.53686,0.871,1.25134,2.189770956,1.84304,-4.853871964,454.893948187355,0.693071090224441,2.1025,90.3346774309239,12.5093786596,0.758641,1.5658517956,4.79509683974115,3.3967964416,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0,0.92,-11.31158018,3.77824,0.94,1.64981,1.781755375,1.93772,-6,504.51851145707,0,0.8464,127.951846168569,14.2750974976,0.8836,2.7218730361,3.17465221634139,3.7547587984,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140629A",21.74269921,0.62324929,1.86,-9.847711656,2.85608,0.815,1.16056,1.62324929,1.95996,-5.619788758,472.744968936535,0.388439677485504,3.4596,96.9774248597183,8.1571929664,0.664225,1.3468995136,2.6349382574855,3.8414432016,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",20.8744034307407,0.574153872694756,1.83370502309806,-10.8620383431697,3.87228261972414,0.886640515719006,1.16645598571669,0.84509804,2.01128440967262,-6.05905855564194,435.740718589319,0.329652669530386,3.36247411173506,117.983876968489,14.9945726870176,0.786131404114465,1.3606195666143,0.714190697211842,4.04526497659214,36.7121905806978,0.0427179076225292,0.91190650873744,0.470304600656835,0.271027605941784,0.187743491206528,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,5.21860085768517,0.143538468173689,0.458426255774515,-2.71550958579243,0.968070654931035,0.221660128929752,0.291613996429173,0.21127451,0.502821102418155,-1.51476463891048,1.32,0.3654879848909
"140907A",21.4811071,0.397940009,1.72,-10.693177248983,3.88797059352679,0.991388739038812,1.20860374302872,1.898725182,2.00735,-5.366531544,461.43796224167,0.15835625076292,2.9584,114.344039678168,15.1163153361291,0.982851631892966,1.46072300766303,3.60515731676093,4.0294540225,28.799660812747,0.0973208922530927,0.916867796079355,0.517347832944523,0.270810207272367,0.173986177643916,0.020199743,0.07,0.034743559,"140907A",1,5.370276775,0.09948500225,0.43,-2.67329431224575,0.971992648381698,0.247847184759703,0.30215093575718,0.4746812955,0.5018375,-1.341632886,1.21,0.344392273685111
"141004A",21.49730845,0.785329835,1.86,-10.61083392,3.30337,1.08,1.54959,0.593286067,1.79496,-6.173925197,462.134270594441,0.616742949741127,3.4596,112.589796477823,10.9122533569,1.1664,2.4012291681,0.351988357296328,3.2218814016,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,-0.045757491,1.73,-12.65757732,5.76634,0.82,2.33322,2.74028372,1.93447,-5.27572413,466.383206495257,0.00209374798261508,2.9929,160.214263611778,33.2506769956,0.6724,5.4439155684,7.50915486609704,3.7421741809,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.949390007,0.62,-9.872830386,2.77561,1.1,1.42066,0.857935265,1.80565,-5.585026652,461.63720081983,0.90134138539146,0.3844,97.4727798307249,7.7040108721,1.21,2.0182748356,0.73605291893062,3.2603719225,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",21.46788768,0.491361694,1.74,-10.1552877183051,3.33342492745527,0.835662048157606,1.35028767009492,1.567026366,2.22288,-5.677780705,460.870201441096,0.24143631433055,3.0276,103.129868641558,11.1117217469802,0.698331058730965,1.82327679201037,2.45557163173917,4.9411954944,32.2371937340703,0.130539784388153,0.85107997743659,0.507880271285933,0.270649566657754,0.183413730505718,0.02068069,0.08,0.028018999,"141221A",1,5.36697192,0.1228404235,0.435,-2.53882192957628,0.833356231863817,0.208915512039402,0.33757191752373,0.3917565915,0.55572,-1.41944517625,1.45,0.389166084364532
"150120B",21.52664292,0.079181246,2.2,-10.79048499,3.39431,0.92,1.17705,2.01762288488796,2.01678,-6.26760624,463.396355405186,0.00626966971811252,4.84,116.434566319415,11.5213403761,0.8464,1.3854467025,4.07080210562361,4.0674015684,39.2828879796869,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.58546073,1.08,-8.609064893,2.49217,0.73,1.19079,1.169968174,1.84772,-4.657577319,484.754905131075,2.51368572637213,1.1664,74.1159983318851,6.2109113089,0.5329,1.4179808241,1.36882552817289,3.4140691984,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",21.69269626,0.73239376,1.85,-11.015282908306,3.7070165991278,1.00618467178001,1.02058337749885,2.174931594,2.0639,-5.214670165,470.573071028618,0.536400619686938,3.4225,121.336457550018,13.741972066209,1.01240759372505,1.04159043042696,4.73032743857938,4.25968321,27.1927849297411,0.130539784388153,0.838197454618842,0.474336196255946,0.266644584048326,0.200665025290232,0.014239163,0.07,0.024127471,"150323A",1,5.423174065,0.18309844,0.4625,-2.7538207270765,0.92675414978195,0.251546167945003,0.255145844374712,0.5437328985,0.515975,-1.30366754125,0.593,0.202215775801131
"150403A",21.79039707,1.245512668,1.23,-8.821023053,3.19694,0.679,1.24471,1.611723308,1.70996,-4.769551079,474.821404468265,1.55130180614848,1.5129,77.8104477015574,10.2204253636,0.461041,1.5493029841,2.59765202155046,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",22.340573,-1.49776679460977,2.1,-8.853871964,2.95174,0.848,1.82628,2.23578087,2.21622,-6.102372909,499.101201968329,2.24330537103562,4.41,78.3910487549052,8.7127690276,0.719104,3.3352986384,4.99871609865796,4.9116310884,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",20.842422,0.041392685,1.42,-10.0004190105394,3.44699554298133,0.874138629359738,1.32763307883473,2.049992857,1.78547,-5.318758763,434.406554826084,0.00171335437150922,2.0164,100.008380386358,11.8817782733332,0.764118343338921,1.76260959201618,4.20247071375102,3.1879031209,28.2891947789893,0.0320230997079162,0.900816699424201,0.502970981866368,0.245042190223691,0.177636774107675,0.036191207,0.12,0.157925266,"150910A",1,5.2106055,0.01034817125,0.355,-2.50010475263485,0.861748885745332,0.218534657339934,0.331908269708682,0.51249821425,0.4463675,-1.32968969075,1.3585,0.372635880581721
"151021A",22.33647975,0.986771734,1.57,-9.642065153,3.15765,1.27,1.33346,2.042181595,1.96079,-4.552841969,498.91832762216,0.973718455021367,2.4649,92.9694204146969,9.9707535225,1.6129,1.7781155716,4.17050566695674,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,0.832508913,1.72,-9.935542011,3.99907,0.9235,1.74508,2.11290649,2.00612,-5.107905397,468.755620322057,0.693071090224441,2.9584,98.7149950523459,15.9925608649,0.85285225,3.0453042064,4.46437383548412,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"160117B",20.95374423,-0.705929807788426,1.73,-11.74958,4.10299,0.64,0.973333,0.697062187810827,1.83834,-6.4710833,439.059397256258,0.498336893524204,2.9929,138.0526301764,16.8345269401,0.4096,0.947377128889,0.485895693675617,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160131A",21.680967,0.806179974,1.24,-10.2181932516371,3.79922262540907,0.955331664044044,1.31359308149124,2.511883361,2.02332,-4.690369833,470.064330055089,0.649926150478641,1.5376,104.411473327802,14.4340925574202,0.912658588325162,1.72552678374165,6.30955801926866,4.0938238224,21.9995691703164,0.00950159657676303,0.846311834354623,0.503447016734789,0.269168020060068,0.188029510506013,0.010644473,0.05,0.020357554,"160131A",1,5.42024175,0.2015449935,0.31,-2.55454831290927,0.949805656352268,0.238832916011011,0.32839827037281,0.62797084025,0.50583,-1.17259245825,0.972,0.294906910605192
"160203A",22.0158332,0.113943352,1.93,-11.36754271,3.66139836,0.61,1.146279559,1.305351369,1.75592,-5.920818754,484.696911490222,0.0129830874649959,3.7249,129.221027263674,13.4058379506107,0.3721,1.31395682738123,1.70394219655017,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,-0.22184875,0.75,-10.99567863,4.47751,0.679,1.10229,2.500373714,1.72551,-5.508638306,458.811957502754,0.0492168678765625,0.5625,120.904948534239,20.0480958001,0.461041,1.2150432441,6.25186870966215,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160327A",20.72655851,0.255272505,1.84,-11.22402567,3.76407,0.78,1.49693,1.447158031,1.93554,-5.853871964,429.590227668453,0.065164051808975,3.3856,125.978752240819,14.1682229649,0.6084,2.2407994249,2.0942663666878,3.7463150916,34.2678169709052,0.143091047665439,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,"160327A",0,0,0,0,0,0,0,0,0,0,0,4.99,0.777426822389311
"160804A",21.30214687,0.462397998,1.4,-11.5214335,4.38419,0.92,0.948229,2.15896526,1.87827,-4.943095149,453.781461271051,0.213811908554408,1.96,132.743429894922,19.2211219561,0.8464,0.899138236441,4.66113099388687,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",22.18657496,0.462397998,1.47,-10.8216414882829,3.81190177278319,0.908966196310998,1.38005230155273,1.26245109,1.83236,-5.721246399,492.244108455699,0.213811908554408,2.1609,117.107924500926,14.5305951253476,0.826219546036084,1.90454435502099,1.59378275464219,3.3575431696,32.7326603580705,0.0173110727824034,0.945612946211964,0.530905966747419,0.250351058994982,0.170774745357052,0.045715209,0.15,0.089854031,"161014A",1,5.54664374,0.1155994995,0.3675,-2.70541037207072,0.952975443195798,0.22724154907775,0.345013075388182,0.3156127725,0.45809,-1.43031159975,2.823,0.582404298019028
"161023A",21.1872488303853,0.588209791507229,1.48429488273099,-10.5076806333757,3.99599570316985,0.87819065040857,1.38676924425403,1.643452676,1.95429741445854,-5.42056598348586,448.899513000663,0.345990758824978,2.2031312989014,110.411352293019,15.9679816597519,0.771218818465027,1.92312893680889,2.70093669825156,3.81927838415933,29.382535581324,0.130539784388153,0.856782455774185,0.51108536741444,0.273058461231815,0.178962769803975,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,5.29681220759633,0.147052447876807,0.371073720682748,-2.62692015834392,0.998998925792463,0.219547662602143,0.346692311063508,0.410863169,0.488574353614635,-1.35514149587146,2.71,0.569373909615046
"161108A",21.16074757,-0.22184875,1.85,-11.81247928,4.69106,0.84,0.883711,2.021602716,2.00325,-5.958607315,447.777237721261,0.0492168678765625,3.4225,139.534666740429,22.0060439236,0.7056,0.780945131521,4.08687754133858,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,0.832508913,1.19,-10.74958,4.08464,1.375,1.141,2.099335278,1.92624,-4.698970004,478.61925117215,0.693071090224441,1.4161,115.5534701764,16.6842839296,1.890625,1.301881,4.40720860945534,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161219B",21.16590877,0.72427587,1.29,-10.13667714,4.0135,0.73,0.871656,0.84135947,1.86204,-5.823908741,447.995694059963,0.524575535864257,1.6641,102.752223440599,16.10818225,0.5329,0.759784182336,0.707885757758681,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170113A",21.4429483,0.041392685,0.75,-10.6222751057857,3.76765738163518,0.929038253083636,1.24885331009117,1.315130317,1.81917,-6.173925197,459.800031796473,0.00171335437150922,0.5625,112.832728422995,14.1952421453901,0.863112075692694,1.55963459012567,1.72956775069252,3.3093794889,38.1173523381515,0.0511462884983093,0.948978080493168,0.486801783478848,0.269596612758919,0.183772347160234,0.04537405,0.59,0.039481317,"170113A",1,5.360737075,0.01034817125,0.1875,-2.65556877644643,0.941914345408795,0.232259563270909,0.312213327522793,0.32878257925,0.4547925,-1.54348129925,1.968,0.472463896606989
"170202A",21.7153121,0.672097858,1.68,-10.65364703,3.77629,1.04,1.1958,1.664641976,1.99768,-5.48148606,471.554779600406,0.451715530728188,2.8224,113.500195039828,14.2603661641,1.0816,1.42993764,2.77103290826118,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170519A",21.33992622,-0.15490196,1.94,-11.06348626,4.1513,0.975,1.37345,2.335257256,1.97351,-5.958607315,455.392451075043,0.0239946172118416,3.7636,122.400728225209,17.23329169,0.950625,1.8863649025,5.45342645170065,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170607A",20.90203663,1.08334542328181,1.61,-10.507941251145,3.88826731514519,0.959618771768483,1.18414247712036,1.361727836,1.94001,-5.124938737,436.895135281862,1.17363730614564,2.5921,110.416829337515,15.1186227140264,0.920868187130452,1.40219340612074,1.85430269933724,3.7636388001,26.2649970580032,0.0205611924585667,0.819465570374393,0.545391810206056,0.251408998775411,0.180489300754994,0.017371779,0.07,0.0231184496675564,"170607A",1,5.2255091575,0.270836355820453,0.4025,-2.62698531278625,0.972066828786297,0.239904692942121,0.29603561928009,0.340431959,0.4850025,-1.28123468425,0.557,0.19228861256812
"170705A",21.08891889,1.1430148,1.65,-10.18641901,3.63746,0.66,0.774169,2.337059726,1.89159,-5.022276395,444.742499948999,1.30648283301904,2.7225,103.763132247289,13.2311152516,0.4356,0.599337640561,5.4618481628912,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",21.06857952,-0.397940009,1.76,-11.128223052782,3.92789802643723,0.970857378330603,1.62616553507121,3,1.84715,-5.552841969,443.885042990563,0.15835625076292,3.0976,123.837348312469,15.4283829060895,0.942564049058972,2.64441434745344,9,3.4119631225,30.8340539326878,0.15117163716416,0.919494952829987,0.552120410924703,0.355022822510944,0.165645263774324,0.046531552,0.17,0.217147241,"170714A",1,5.26714488,-0.09948500225,0.44,-2.7820557631955,0.981974506609308,0.242714344582651,0.406541383767803,0.75,0.4617875,-1.38821049225,0.793,0.253580289562183
"170903A",21.73970839,0.591064607,1.94,-11.26042766,4.41384,1.14,0.971187,1.465382851,2.20256,-5.619788758,472.614920882236,0.349357369648064,3.7636,126.797231086093,19.4819835456,1.2996,0.943204188969,2.14734690000489,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",20.02880298,-0.15490196,2.07,-12.10957898,4.78231,1.34,0.718496,2.242541428,1.99001,-5.721246399,401.152948811657,0.0239946172118416,4.2849,146.641903072858,22.8704889361,1.7956,0.516236502016,5.02899205629628,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",20.61397389,-0.22184875,1.66,-10.3736899463362,3.3949856562197,0.957025037945795,1.20447382072764,1.611723308,1.9512,-6.119186408,424.935919537602,0.0492168678765625,2.7556,107.613443102717,11.5259276059375,0.91589692325515,1.45075718481824,2.59765202155046,3.80718144,37.4444422958519,0.0660733687520347,0.85307382077943,0.48193727960157,0.294309385136866,0.173768506844718,0.062858412,0.22,0.144764827,"180115A",1,5.1534934725,-0.0554621875,0.415,-2.59342248658405,0.848746414054925,0.239256259486449,0.30111845518191,0.402930827,0.4878,-1.529796602,2.487,0.542451947375977
"180205A",21.4933967,0.531478917,2.04,-10.30627305,3.21372,1.03,1.09633,1.190331698,1.88733,-6,461.966101703571,0.282469839215493,4.1616,106.219264181156,10.3279962384,1.0609,1.2019394689,1.41688955126356,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",22.14319598,0.973127854,1.18,-10.869935302335,3.76652342638718,0.993749390196923,1.41552121200435,1.973589623,1.85846,-5.187086643,490.321128208688,0.946977820230645,1.3924,118.155493476949,14.1866987215234,0.987537850516756,2.00370030163426,3.89505600001328,3.4538735716,26.905867841989,0.0141299769251024,0.797878700726583,0.494707868630446,0.269052371618408,0.171867374264458,0.013362907,0.05,0.013860462,"180325A",1,5.535798995,0.2432819635,0.295,-2.71748382558375,0.941630856596795,0.248437347549231,0.353880303001088,0.49339740575,0.464615,-1.29677166075,2.248,0.511616020569138
"180329B",21.41988474,0.146128036,0.97,-11.14935376,4.02296,0.77,1.50063,2.322219295,1.86768,-5.48148606,458.811462274885,0.0213534029052173,0.9409,124.308089265626,16.1842071616,0.5929,2.2518903969,5.3927024540703,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,0.556302501,1.3,-10.98296666,4.6659,0.9,1.09835,2.29841638,1.99236,-5,450.13700675407,0.309472472618855,1.69,120.625556654672,21.77062281,0.81,1.2063727225,5.2827178558523,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,0.146128036,1.91,-11.54363397,4.171185481,0.95,1.243849338,2.686993566,2.06008,-5.236572006,445.355947999147,0.0213534029052173,3.6481,133.255485233338,17.3987883169052,0.9025,1.54716117564304,7.2199344237254,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.831869774,1.36,-8.847711656,3.62033,0.729,1.34127,3.06444019010425,1.8461,-4.065501549,451.252953741708,3.35574686889481,1.8496,78.2820015477183,13.1067893089,0.531441,1.7990052129,9.39079367872617,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,2.120573931,1.97,-9.42365865,3.8695,0.8595,1.1986,0.938519725,1.70111,-4.528708289,466.013075145149,4.49683379683679,3.8809,88.8053423517198,14.97303025,0.73874025,1.43664196,0.880819274214076,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",22.27837171,0.146128036,1.52,-9.928117993,3.15711,1.115,1.07011,1.214843848,1.76613,-6.161150909,496.325846048928,0.0213534029052173,2.3104,98.5675268829304,9.9673435521,1.243225,1.1451354121,1.47584557502345,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",20.65703194,0.886490725,1.25,-10.42365865,4.29043,1.228,2.64643,2.376576957,1.93674,-5.091514981,426.71296857018,0.785865805511026,1.5625,108.65265965172,18.4077895849,1.507984,7.0035917449,5.64811803254338,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",21.1468434832998,0.899550776141651,1.62357778401957,-10.4363826587414,4.03996804148587,0.887904598343983,1.28741503220433,1.283301229,1.97913612783146,-5.37153011911936,447.188989307179,0.809191598857047,2.6360048207619,108.918082999678,16.3213417762272,0.78837457576039,1.65743746514568,1.64686204435291,3.91697981248771,28.8533358206064,0.0507507174713444,0.885685031656866,0.493337667894705,0.271212847726525,0.168424123685421,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,5.28671087082495,0.224887694035413,0.405894446004892,-2.60909566468535,1.00999201037147,0.221976149585996,0.321853758051083,0.32082530725,0.494784031957865,-1.34288252977984,0.45,0.161368002234975
"190114A",21.6447605,-0.301029996,2.06,-10.75202673,3.74534,0.86,1.18375,1.823474229,1.83214,-6.096910013,468.49565710236,0.09061905849176,4.2436,115.606078802635,14.0275717156,0.7396,1.4012640625,3.32505826382714,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",20.95382587,0.740362689,1.64,-11.257,4.88123,0.915,1.55953,2.268811904,1.5415,-5.292429824,439.062818590281,0.548136911263311,2.6896,126.720049,23.8264063129,0.837225,2.4321338209,5.14750745573211,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",22.04910001,1.255272505,2.56,-9.56068,4.0838,1.16,1.03996,1.764922985,2.0913,-5.193820026,486.162811250982,1.57570906180898,6.5536,91.4066020624,16.67742244,1.3456,1.0815168016,3.11495314298131,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",21.65033473,0.255272505,1.94,-10.8132081,3.15321333,0.94,1.30602449,0.867467488,1.81479,-6.48148606,468.736993921044,0.065164051808975,3.7636,116.925469413906,9.94275430448969,0.8836,1.70569996847976,0.75249984273703,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"200613A",20.9938049880807,0.228369899911643,1.74656725545063,-10.8441009881058,4.19028912864223,0.947679008414683,1.18188977251157,2.580924976,2.00996423348564,-5.23247535249562,440.739847877562,0.0521528111856538,3.05049717781235,117.594526240237,17.5585229816173,0.898095502989837,1.39686343436745,6.6611737317406,4.03995621989152,27.3787983144742,0.246558916936231,0.970753116217478,0.511608725489791,0.269408567853443,0.197634471534988,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,5.24845124702018,0.0570924749779107,0.436641813862657,-2.71102524702645,1.04757228216056,0.236919752103671,0.295472443127893,0.645231244,0.50249105837141,-1.3081188381239,1.2255,0.347427598618541
"200829A",21.08966848,1.994317153,0.83,-8.6381,2.97975,0.64,1.29833,1.115277591,1.88219,-4.292429824,444.774116596306,3.97730090675002,0.6889,74.61677161,8.8789100625,0.4096,1.6856607889,1.24384410498676,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
