"","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10Ta","Beta","Alpha","log10T90","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10TaSqr","BetaSqr","AlphaSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","PhotonIndex_opt","log10Fa_opt","log10Ta_opt","Beta_opt","Alpha_opt","log10T90_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"091018A",21.19187281,1.012837225,1.77,-9.627087997,2.89655535,0.91,1.18074867,0.639486489,1.98015,-5.853871964,449.095473195217,1.0258392443457,3.1329,92.6808233019815,8.39003289561362,0.8281,1.39416742170677,0.408942969613547,3.9209940225,34.2678169709052,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",21.70587483,0.62324929,1.53,-9.71219827,2.95265011,0.895,1.17417264,1.590061231,2.08587,-5.431798276,471.145002135627,0.388439677485504,2.3409,94.326795235791,8.71814267208301,0.801025,1.37868138852457,2.52829471832924,4.3508536569,29.5044325111566,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",22.23512426,0.301029996,1.2,-10.096275104054,3.80420182122422,0.893865794780322,1.5020571322444,1.995196292,1.49013,-5.214670165,494.40075085764,0.09061905849176,1.44,101.934770976741,14.4719514966057,0.798996059078257,2.25617562852627,3.98080824361055,2.2204874169,27.1927849297411,0.0552798328138297,0.952528234075452,0.457649714170134,0.266184641273111,0.1753172578455,0.021358745,0.08,0.065144172,"091024A",1,5.558781065,0.075257499,0.3,-2.5240687760135,0.951050455306055,0.22346644869508,0.3755142830611,0.498799073,0.3725325,-1.30366754125,1.09,0.320146286111054
"091029A",21.45058625,0.255272505,1.46,-11.34678749,4.30368998,1.064,1.12123368,1.593286067,2.11535,-5.619788758,460.127650468689,0.065164051808975,2.1316,128.74958634322,18.5217474439524,1.132096,1.25716496516634,2.53856049129633,4.4747056225,31.5820256845432,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,2.752,0.574262829707027
"091109A",21.89596701,0.113943352,1.31,-11.14630179,3.37933883,0.89,1.06152816,1.681241237,1.96352,-5.795880017,479.433371303008,0.0129830874649959,1.7161,124.240043593757,11.4199309279458,0.7921,1.12684203447299,2.82657209698929,3.8554107904,33.5922251714599,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",20.87872913,1.667452953,2.05,-9.844663963,3.98466812,0.758,1.39581701,0.84260924,1.80187,-5.045757491,435.921330083911,2.78039935046842,4.2025,96.9174085443909,15.8775800265443,0.574564,1.94830512540534,0.709990331333378,3.2467354969,25.4596686579826,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",21.91211094,1.181843588,1.74,-10.18045606,3.31388094,0.86,1.1606541,1.173186268,2.03333,-5.48148606,480.140605846868,1.39675426649671,3.0276,103.641685589591,10.9818068844953,0.7396,1.34711793984681,1.37636601942377,4.1344308889,30.0466894259743,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100316B",21.41315218,0.113943352,2.23,-11.1481304,3.5543767,1.08,1.36246063,0.579783597,2.23535,-6.698970004,458.523086283839,0.0129830874649959,4.9729,124.280811415404,12.6335937255029,1.1664,1.8562989683,0.336149019350258,4.9967896225,44.8761991144918,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
"100425A",20.53466438,0.146128036,2.42,-11.50168945,3.60199415,1.46,0.86819371,1.568201724,2.17077,-6.327902142,421.672441199241,0.0213534029052173,5.8564,132.288860204241,12.9743618566342,2.1316,0.753760318083564,2.45925664715657,4.7122423929,40.0423455187282,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,0,0,0,0,1.755,0.440121603187804
"100513A",22.05240534,-0.22184875,1.62,-11.57186521,3.74522911,1.36,0.96306136,1.924279286,2.25722,-5.853871964,486.30858127966,0.0492168678765625,2.6244,133.908064438408,14.0267410863914,1.8496,0.92748718312505,3.70285077052867,5.0950421284,34.2678169709052,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,0,0,0,0,4.772,0.761326322421457
"100704A",21.52730245,0.633468456,1.73,-10.35163999,3.62503495,1.29,1.01294211,2.2955671,2.11575,-5.22184875,463.424750773776,0.401282284747024,2.9929,107.156450482567,13.1408783887215,1.6641,1.02605171821125,5.26962831060241,4.4763980625,27.2677043678766,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",21.52592288,0.707570176,1.18,-10.17587417,4.03148606,0.96,1.5588143,2.297760511,1.90402,-4.420216403,463.365355835707,0.500655553964671,1.3924,103.548415123673,16.2528798519743,0.9216,2.42990202188449,5.27970336591098,3.6252921604,19.5383130493503,0.0276692267863542,0.0760751,0.053762484,0.034265796,0.005,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",20.89608288,0.397940009,1.47,-11.49349497,5.22729477,1.1425,1.76532941,2.241795431,1.89414,-5.045757491,436.646279727829,0.15835625076292,2.1609,132.100426625415,27.3246106124694,1.30530625,3.11638792581095,5.02564675445248,3.5877663396,25.4596686579826,0.0235643330529017,0.04362636,0.035347138,0.084015169,0.01745135,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,0,0,0,0,1.44,0.387389826338729
"100816A",21.34783526,1.037426498,0.73,-11.5559552,3.97801299,1.09,1.04455013,0.462397998,1.91138,-5.698970004,455.730070288099,1.07625373875254,0.5329,133.540100584407,15.8245873486087,1.1881,1.09108497408302,0.213811908554408,3.6533735044,32.4782591064918,0.0930248425840856,0.08674922,0.112014005,0.047175154,0.015,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",21.53188109,-0.096910013,1.52,-11.34103516,4.91124,1.075,1.50754,2.64246452,1.98285,-5.677780705,463.6219032739,0.00939155061966017,2.3104,128.619078500356,24.1202783376,1.155625,2.2726768516,6.98261873945883,3.9316941225,32.2371937340703,0.0223211438768381,0.0283,0.02425,0.036255,5e-04,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,0,0,0,0,1.408,0.381656482585787
"100906A",21.96198081,1.004321374,1.78,-10.4698003,3.94074768,0.87,1.71220056,2.058426024,2.02817,-4.920818754,482.328601098808,1.00866142227325,3.1684,109.61671832188,15.5294922774254,0.7569,2.93163075766431,4.23711769628045,4.1134735489,24.2144572097181,0.00604043448603348,0.048743085,0.039933316,0.059340084,0,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,0,0,0,0,1.727,0.43568513794163
"101219B",20.49692965,-0.22184875,1.56,-11.99567863,4.42003952,0.94,0.66918137,1.531478917,1.85684,-5.677780705,420.124125077049,0.0492168678765625,2.4336,143.896305794239,19.5367493583618,0.8836,0.447803705955077,2.34542767321549,3.4478547856,32.2371937340703,0.0692396240032236,0.089446275,0.166829365,0.039390628,0.105,0.082722758,0.16,0.217147241,"101219B",0,0,0,0,0,0,0,0,0,0,0,0.55,0.190331698170291
"110205A",21.37042981,0.556302501,1.8,-10.9973041332778,4.08313927989514,0.922573974366095,1.64590376081688,2.409933123,1.93577,-4.769551079,456.695270264137,0.309472472618855,3.24,120.940698199809,16.6720263790226,0.851142738177652,2.70899918987115,5.80777765733253,3.7472054929,22.7486174951901,0.0235643330529017,0.920397426623016,0.489082421595586,0.299150805282709,0.178961028787031,0,0.04,0.024127471,"110205A",1,5.3426074525,0.13907562525,0.45,-2.74932603331945,1.02078481997379,0.230643493591524,0.41147594020422,0.60248328075,0.4839425,-1.19238776975,2.21,0.506505032404872
"110213A",21.56708403,0.204119983,1.83,-9.896196279,3.84089,1.1905,1.8412,1.681241237,1.96436,-5.229147988,465.139113557081,0.0416649674599203,3.3489,97.9347007924934,14.7524359921,1.41729025,3.39001744,2.82657209698929,3.8587102096,27.3439886804045,0.14476482742628,0.03588,0.023515,0.02785,0.226362665,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,0,0,0,0,1.46,0.390935107103379
"110422A",22.02088312,1.487138375,0.86,-9.681936665,3.50066971,0.778,1.42239886,1.413299764,1.89199,-4.387216143,484.919293384701,2.21158054639764,0.7396,93.7398975850713,12.2546884185115,0.605284,2.0232185169293,1.99741622292246,3.5796261601,19.2476654853998,0.00950159657676303,0.024137407,0.029472713,0.022779716,0.005,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",21.13638759,0.130333768,0.88,-9.08249449,2.54166555,0.687,1.14649063,1,1.90907,-5,446.746880354706,0.0169868910810778,0.7744,82.4917061608804,6.4600637680568,0.471969,1.3144407646778,1,3.6445482649,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",22.0746007,1.731588765,1.25,-9.075720714,2.61109719,0.755,0.95853538,1.113943352,1.85342,-4.928117993,487.287996064441,2.99839965107422,1.5625,82.3687064785287,6.8178285356259,0.570025,0.918790074711744,1.240869791465,3.4351656964,24.2863469529303,0.133629071449258,0.02377653,0.035600881,0.009554076,0.0015,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",21.95954126,1.041392685,1.15,-12.08512818,5.08952072,0.39,1.42351927,1.588831726,1.85145,-5.22184875,482.221452349642,1.08449872437151,1.3225,146.05032312703,25.9032211593093,0.1521,2.02640711206133,2.52438625354414,3.4278671025,27.2677043678766,0.130539784388153,0.097418495,0.090702815,0.110855301,0.13,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",21.39050236,0.041392685,1.84,-10.4153029865327,3.86437245382987,0.957697922828296,1.47924713914048,2.58546073,2.04784,-5.327902142,457.553591213166,0.00171335437150922,3.3856,108.478536301277,14.9333744619191,0.917185311389633,2.18817209865529,6.68460718637213,4.1936486656,28.3865412347282,0.0552798328138297,0.925203808814901,0.49782435475061,0.264959346956789,0.18162945217054,0.027720924,0.1,0.078962633,"110801A",1,5.34762559,0.01034817125,0.46,-2.60382574663317,0.966093113457468,0.239424480707074,0.36981178478512,0.6463651825,0.51196,-1.3319755355,1.858,0.456062224454951
"110818A",22.06812647,0.204119983,1.58,-11.28316228,3.84627415,0.83,1.37167718,2.012837225,1.95985,-5.397940009,487.002205895915,0.0416649674599203,2.4964,127.309751036815,14.7938248369582,0.6889,1.88149828613275,4.0515136943457,3.8410120225,29.1377563407629,0.0761271870594219,0.05514905,0.059648416,0.067338189,0.01,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,0,0,0,0,3.36,0.639486489268586
"111107A",21.56675205,0.079181246,1.49,-10.821365262736,3.49557204558687,0.956123041497418,1.09236171725508,1.424881637,2.11569,-6.055517328,465.124793986179,0.00626966971811252,2.2201,117.101946149549,12.2190239258884,0.914171270482273,1.19325412132447,2.0302876794598,4.4761441761,36.6692901097083,0.0272330828957319,0.858516134793337,0.523399300760038,0.265824307377374,0.177477882085533,0.039481317,0.14,0.072382414,"111107A",1,5.3916880125,0.0197953115,0.3725,-2.705341315684,0.873893011396717,0.239030760374355,0.27309042931377,0.35622040925,0.5289225,-1.513879332,2.893,0.590284403718162
"111123A",21.35034301,-0.045757491,1.68,-11.60730305,4.42202873,1.25,1.46723371,2.462397998,2.55463,-5.13667714,455.837146644656,0.00209374798261508,2.8224,134.729484094539,19.5543380889454,1.5625,2.15277475976036,6.06340390055441,6.5261344369,26.3854520405986,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
"111209A",21.14009932,-0.301029996,1.48,-9.057000407,4.13326,0.2529,2.77382,2.505149978,1.81212,-4.443697499,446.903799259465,0.09061905849176,2.1904,82.0292563723982,17.0838382276,0.06395841,7.6940773924,6.2757764122734,3.2837788944,19.7464474626189,0.0401068361866461,0.02099,0.010455,0.04435,5e-05,0.012063736,0.03,0.086858896,"111209A",0,0,0,0,0,0,0,0,0,0,0,0.677,0.224533062606086
"111228A",21.41342718,1.093421685,2.27,-10.65757732,4.10627835,0.99,1.15297662,2.005180513,2.03824,-5.070581074,458.534863593163,1.19557098122824,5.1529,113.583954331778,16.8615218876787,0.9801,1.32935508626662,4.02074888971494,4.1544222976,25.710792428007,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",21.451745,0.342422681,2.08,-10.95467702,3.68307,1.01,1.0241,1.36660971,2.20884,-5.744727495,460.177363545025,0.117253292463228,4.3264,120.004948612516,13.5650046249,1.0201,1.04878081,1.86762209946628,4.8789741456,33.001893991809,0.366834332492466,0.1172,0.131765,0.077156,0.005,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",22.02202812,1.012837225,1.38,-10.4283580250057,3.58577583814059,0.936882627875648,1.44136241821136,2.404491618,1.61077,-4.769551079,484.969722518071,1.0258392443457,1.9044,108.750651097701,12.8577883613929,0.87774905841518,2.0775256206321,5.78157994103226,2.5945799929,22.7486174951901,0.130539784388153,0.843015866073275,0.525437486976948,0.274097028299203,0.17793496575532,0,0.04,0.012649354,"120119A",1,5.50550703,0.25320930625,0.345,-2.60708950625142,0.896443959535148,0.234220656968912,0.36034060455284,0.6011229045,0.4026925,-1.19238776975,3.1,0.612783856719735
"120327A",22.16619025,0.591064607,1.52,-10.15181088,3.48517215,0.63,1.44859414,1.798650645,1.75797,-5.443697499,491.339990199195,0.349357369648064,2.3104,103.059264143286,12.1464249151356,0.3969,2.09842498244234,3.23514414275892,3.0904585209,29.6338424606189,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",21.70983536,0.079181246,1.85,-11.02687215,3.79948,0.69,1.90651,1.587710965,1.89579,-5.795880017,471.316951358306,0.00626966971811252,3.4225,121.591909412446,14.4360482704,0.4761,3.6347803801,2.52082610838123,3.5940197241,33.5922251714599,0.179553274179706,0.11705,0.068285,0.121385,0.005,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,2.876,0.588383768378728
"120711A",20.8890204759374,0.15298088503652,1.73945067928945,-10.9775293037282,3.96484830905556,0.881304344539759,1.24754278907783,2.06069784,1.96823823014476,-5.59956740196432,436.351176444132,0.0234031511865569,3.02568866568053,120.506149614211,15.7200221138207,0.776697347704654,1.55636301058009,4.24647558778067,3.87396173060338,31.3551550891414,0.00162180613819455,0.926905138285815,0.468713903802307,0.275367963414248,0.186385229212624,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,5.22225511898435,0.03824522125913,0.434862669822362,-2.74438232593205,0.99121207726389,0.22032608613494,0.311885697269457,0.51517446,0.49205955753619,-1.39989185049108,1.405,0.381115080709851
"120729A",21.34792103,0.462397998,1.62,-10.29756946,3.52138487,0.645,2.26312734,1.854306042,1.8831,-5.619788758,455.733732303116,0.213811908554408,2.6244,106.039936783525,12.4001514026649,0.416025,5.12174535705548,3.43845089739771,3.54606561,31.5820256845432,0.223182009707008,0.06906832,0.047294772,0.130088482,0.013331067,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0,0,0,0,0.8,0.255272505103306
"120802A",22.12127744,0.477121255,1.21,-11.17198494,3.53838419,0.91,0.54215516,1.698970004,2.03526,-5.721246399,489.350915577453,0.227644691972775,1.4641,124.813247499587,12.520162676042,0.8281,0.293932217514626,2.88649907449176,4.1422832676,32.7326603580705,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",21.91722026,0.612783857,1.4,-10.14327111,3.15909591,0.65,1.01613299,1.428134794,1.92121,-5.522878745,480.364543925354,0.375504055399796,1.96,102.885948810961,9.97988696857873,0.4225,1.03252625336634,2.03956898983342,3.6910478641,30.5021896319728,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",21.77242733,0.342422681,2.29,-10.7197092586034,3.53709577481769,0.923458216334377,1.04705006586476,0.986771734,1.84293,-6.30980392,474.038591840131,0.117253292463228,5.2441,114.912166588987,12.5110465202332,0.852775077315469,1.0963138404274,0.973718455021367,3.3963909849,39.8136255088474,0.130539784388153,0.964733489741411,0.525512123969266,0.261710418035244,0.169387857652375,0.062042069,0.23,0.059221975,"120815A",1,5.4431068325,0.08560567025,0.5725,-2.67992731465085,0.884273943704422,0.230864554083594,0.26176251646619,0.2466929335,0.4607325,-1.57745098,2.36,0.526339277389844
"120907A",21.0438101,0.462397998,1.73,-10.37675071,3.2113827,0.78,1.05329104,1.227886705,1.82021,-6.173925197,442.841943524862,0.213811908554408,2.9929,107.676955297485,10.3129788458593,0.6084,1.10942201494428,1.50770576031576,3.3131644441,38.1173523381515,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",21.0163605,0.301029996,1.58,-10.59516628,3.59799,1.17,1.06622,2.238046103,2.06954,-5.207608311,441.68740866596,0.09061905849176,2.4964,112.257548500849,12.9455320401,1.3689,1.1368250884,5.00885035915349,4.2829958116,27.1191843207963,0.075913913084108,0.16365,0.133375,0.03563,0.005,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",21.94617755,0.113943352,1.41,-11.31158018,4.17178823,0.87,1.30353551,1.838849091,2.00683,-5.958607315,481.634709056124,0.0129830874649959,1.9881,127.951846168569,17.4038170359665,0.7569,1.69920482583096,3.38136597947153,4.0273666489,35.5050011343715,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",22.07736427,0.113943352,1.82,-11.92081875,5.40919042,1.16,1.50995764,1.796574333,2.37144,-5.698970004,487.410013110273,0.0129830874649959,3.3124,142.105919670352,29.2593409998198,1.3456,2.27997207459437,3.22767933399439,5.6237276736,32.4782591064918,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",22.04029767,1.11058971,1.32,-9.617982957,3.23392922,0.9455,1.54546584,1.367355921,1.98504,-5.161150909,485.774721382207,1.23340950395788,1.7424,92.5055961611425,10.4582981999698,0.89397025,2.38846466260691,1.86966221469376,3.9403838016,26.6374787054715,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",21.66138196,0,2.36,-11.2823295,4.20933518,0.95,1.15615612,2.260071388,2.0682,-5.886056648,469.215468417013,0,5.5696,127.29095894657,17.7185026575856,0.9025,1.33669697381345,5.10792267885625,4.27745124,34.645662863465,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",21.6003032,0.255272505,1.53,-10.6422817019628,3.66458852477363,0.956912826195707,1.09343517071653,2.890979597,1.96847804960143,-5.207608311,466.57309833193,0.065164051808975,2.3409,113.258159823932,13.4292090559026,0.915682156937855,1.19560047255989,8.35776303027028,3.87490583176265,27.1191843207963,0.0552798328138297,0.78759623785103,0.512055209890111,0.276094391846562,0.168134486325527,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,5.4000758,0.06381812625,0.3825,-2.6605704254907,0.916147131193408,0.239228206548927,0.273358792679132,0.72274489925,0.492119512400358,-1.30190207775,3.1,0.612783856719735
"130215A",21.1575730258515,0.397940009,1.59,-11.2249361366128,4.53415732893443,0.945470835992579,1.70191785189239,1.81756537,1.95045663425091,-5.26760624,447.642896344239,0.15835625076292,2.5281,125.999191271036,20.5585826835298,0.893915101712506,2.89652437459001,3.30354387422324,3.80428108209339,27.7476754996869,0.057915224642575,0.922962198861618,0.520206715498847,0.363146504625364,0.187878001516483,0.040212452,0.14,0.121602455,"130215A",1,5.28939325646288,0.09948500225,0.3975,-2.8062340341532,1.13353933223361,0.236367708998145,0.425479462973098,0.4543913425,0.487614158562727,-1.31690156,0.6,0.204119982655925
"130408A",20.06405721,0.69019608,1.28,-10.32975415,3.58393,0.945,1.39277,1.447158031,2.03183,-5.638272164,402.566391726153,0.476370628847366,1.6384,106.703820799442,12.8445542449,0.893025,1.9398082729,2.0942663666878,4.1283331489,31.7901129953372,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",21.12149747,-0.22184875,2.07,-9.247183569,2.59006,0.198,1.28449,2.07200023240372,1.68684,-5.744727495,446.117655375216,0.0492168678765625,4.2849,85.5104039587836,6.7084108036,0.039204,1.6499145601,4.29318496308107,2.8454291856,33.001893991809,0.169579312058566,0.06047,0.06867,0.031625,0.003,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
"130420A",20.79265849,0.531478917,1.52,-10.8728952,3.56731,1.17,0.914676,2.091666958,2.29559,-5.148741651,432.334647081769,0.282469839215493,2.3104,118.219850030183,12.7257006361,1.3689,0.836632184976,4.37507066318897,5.2697334481,26.5095405887422,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",20.99021494,2.519827994,1.21,-10.1244464594679,3.97188596219001,0.894118313122697,1.31400229376294,2.211734423,1.78644,-3.508638306,440.589123227399,6.34953311934606,1.4641,102.504416110632,15.7758780966421,0.799447557861377,1.72660202801427,4.89176915788314,3.1913678736,12.3105427623305,0.0344798070207195,0.880367112681647,0.497875261093644,0.250384052681783,0.187045419372587,0.00420285,0.02,0.006035512,"130427A",1,5.247553735,0.6299569985,0.3025,-2.53111161486697,0.992971490547503,0.223529578280674,0.328500573440735,0.55293360575,0.44661,-0.8771595765,0.34,0.127104798364808
"130511A",21.01365445,0.113943352,1.35,-10.51570016,2.65954,0.65,1.16497,0.73479983,2.06879,-6.657577319,441.573673344005,0.0129830874649959,1.8225,110.579949855024,7.0731530116,0.4225,1.3571551009,0.539930790168029,4.2798920641,44.3233357584632,0.176931769551824,0.0838,0.089385,0.04916,0.01,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",21.19799139,0.447158031,1.8,-10.7212464,3.68772,0.65,1.17745,2.309630167,2.0604,-5.040958608,449.354838970514,0.199950304687797,3.24,114.945124369513,13.5992787984,0.4225,1.3863885025,5.33439150831645,4.24524816,25.4112636875693,0.0272768817014167,0.078,0.078365,0.04188,0.08,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",21.35024026,-0.096910013,1.51,-8.316052869,2.071571247,0.98,1.742079764,1.57634135,2.08823,-5.853871964,455.832759159725,0.00939155061966017,2.2801,69.1567353200031,4.29140743139714,0.9604,3.0348419041383,2.48485205171982,4.3607045329,34.2678169709052,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130702A",21.1002489320261,0.697313985603386,1.7069931932884,-10.4762346490241,4.15573773871293,0.871806633092792,1.40679002767476,1.770852012,1.95922507826468,-5.28621275756824,445.220504993469,0.486246794518079,2.91382576193293,109.751492421413,17.2701561529629,0.76004680550459,1.97905818196515,3.13591684840445,3.83856290730124,27.9440453182772,0.130539784388153,0.814397881201069,0.517880073925525,0.271686771166078,0.18159495697948,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,5.27506223300653,0.174328496400846,0.4267482983221,-2.61905866225603,1.03893443467823,0.217951658273198,0.35169750691869,0.442713003,0.48980626956617,-1.32155318939206,0.15,0.0606978403536116
"131030A",20.84178667,1.44870632,1.3,-9.294136288,2.84594,0.693,1.11188,1.613841822,2.09466,-4.537602002,434.38007159779,2.09875000160794,1.69,86.3809693399184,8.0993744836,0.480249,1.2362771344,2.60448542643628,4.3876005156,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,0.544068044,1.45,-10.91009489,3.9488,0.94,1.19347,2.050379756,2.24976,-5.148741651,454.862078805217,0.296010036501986,2.1025,119.030170508804,15.59302144,0.8836,1.4243706409,4.20405714381462,5.0614200576,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.28780173,1.04,-9.730487056,3.59073,0.672,1.22509,1.971275849,1.88134,-4.795880017,484.233823553601,1.65843329579099,1.0816,94.6823783469835,12.8933419329,0.451584,1.5008455081,3.88592847285067,3.5394401956,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.371067862,1.8,-10.12551818,3.829176603,0.83,1.108879519,1.77815125,1.96657,-4.920818754,440.658659836089,1.87982708220925,3.24,102.526118413511,14.6625934569626,0.6889,1.22961378765767,3.16182186787656,3.8673975649,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
