"","log10NH","log10PeakFlux","log10T90","log10Fa","log10Ta","Alpha","Beta","log10NHSqr","log10PeakFluxSqr","log10T90Sqr","log10FaSqr","log10TaSqr","AlphaSqr","BetaSqr","Gamma","log10Fluence","PhotonIndex","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"091020",21.70587483,0.62324929,0.687978082241302,-9.71219827,2.95265011,1.17417264,0.895,471.145002135627,0.388439677485504,0.47331384164442,94.326795235791,8.71814267208301,1.37868138852457,0.801025,2.08587,-5.431798276,1.53,4.87503886377992,0.0344806870000003,0.045271255,0.018244861,0.0021828874999999,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.434294481903252,0.00711375072842337,0.0188006269394438,1.71,0.432969290874406
"091029",21.45058625,0.255272505,0.683912090343453,-11.34678749,4.30368998,1.12123368,1.064,460.127650468689,0.065164051808975,0.467735747317951,128.74958634322,18.5217474439524,1.25716496516634,1.132096,2.11535,-5.619788758,1.46,4.82961031431318,0.0256335199999995,0.034224003,0.0267820245,0.002,6.06060606060606e-08,0.163636363636364,0.0606060606060606,0.434294481903252,0.0109670323640116,0.0146227098318706,2.752,0.574262829707027
"091109A",21.89596701,0.113943352,1.22292724209073,-11.14630179,3.37933883,1.06152816,0.89,479.433371303008,0.0129830874649959,1.49555103944764,124.240043593757,11.4199309279458,1.12684203447299,0.7921,1.96352,-5.795880017,1.31,16.7081067781536,0.0594103399999995,0.074268877,0.0337195714999999,0.03,1.21212121212121e-07,0.151515151515152,0.242424242424242,0.434294481903252,0.0329010970878164,0.0809873160298532,3.076,0.610234175334389
"091208B",21.91211094,1.181843588,0.462056908122383,-10.18045606,3.31388094,1.1606541,0.86,480.140605846868,1.39675426649671,0.213496586343616,103.641685589591,10.9818068844953,1.34711793984681,0.7396,2.03333,-5.48148606,1.74,2.89772326829494,0.036806415,0.052928177,0.030502454,0.034663611,1.21212121212121e-07,0.0666666666666667,0.606060606060606,0.434294481903252,0.0159520470810336,0.0173163668998415,1.063,0.314499227973151
"100425A",20.53466438,0.146128036,0.576748952508255,-11.50168945,3.60199415,0.86819371,1.46,421.672441199241,0.0213534029052173,0.332639354219369,132.288860204241,12.9743618566342,0.753760318083564,2.1316,2.17077,-6.327902142,2.42,3.77353995290746,0.0708590650000005,0.115125536,0.0550768945,0.035,5.45454545454545e-08,0.193939393939394,0.121212121212121,0.434294481903252,0.0504016806776366,0.0376012538165791,1.755,0.440121603187804
"100513A",22.05240534,-0.22184875,1.17233610719979,-11.57186521,3.74522911,0.96306136,1.36,486.30858127966,0.0492168678765625,1.37437194824435,133.908064438408,14.0267410863914,0.92748718312505,1.8496,2.25722,-5.853871964,1.62,14.8708607591715,0.0981768900000004,0.128616618,0.0615694365,0.025,6.06060606060606e-08,0.0848484848484849,0.0606060606060606,0.434294481903252,0.0188006269082896,0.0438681295239288,4.772,0.761326322421457
"100625A",20.33244048,0.414973348,2.32911066722386,-10.87942607,2.43862257,1.84657968,1.08,413.408135872743,0.172202879550329,5.42475650017596,118.361911612596,5.94688003891341,3.4098565145889,1.1664,2.40449,-6.638272164,0.9,213.358852640335,0.36164147,0.239414064,0.242981501,0.175,1.21212121212121e-08,0.0606060606060606,0.121212121212121,0.434294481903252,0.0228877197323238,0.0202468289917981,0.452,0.161966616364075
"100704A",21.52730245,0.633468456,1.36659691277876,-10.35163999,3.62503495,1.01294211,1.29,463.424750773776,0.401282284747024,1.86758712201643,107.156450482567,13.1408783887215,1.02605171821125,1.6641,2.11575,-5.22184875,1.73,23.2593145938513,0.0476344600000003,0.053639373,0.0181399595,0.01,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.434294481903252,0.00877362590478576,0.0122422686816868,3.6,0.662757831681574
"100728A",21.52592288,0.707570176,1.10197322281872,-10.17587417,4.03148606,1.5588143,0.96,463.365355835707,0.500655553964671,1.21434498380947,103.548415123673,16.2528798519743,2.42990202188449,0.9216,1.90402,-4.420216403,1.18,12.646583703569,0.0760750999999997,0.053762484,0.034265796,0.005,0,0.0121212121212121,0.121212121212121,0.434294481903252,0,0.0103219128223693,1.567,0.409425868671443
"100814A",20.89608288,0.397940009,0.976266272004376,-11.49349497,5.22729477,1.76532941,1.1425,436.646279727829,0.15835625076292,0.953095833853323,132.100426625415,27.3246106124694,3.11638792581095,1.30530625,1.89414,-5.045757491,1.47,9.46817490453253,0.0436263599999993,0.035347138,0.0840151685,0.01745135,1.21212121212121e-07,0.0242424242424242,0.121212121212121,0.434294481903252,0.00584908393727375,0.0210567021369837,1.44,0.387389826338729
"100901A",21.53188109,-0.096910013,1.35339665563037,-11.34103516,4.91124,1.50754,1.075,463.6219032739,0.00939155061966017,1.83168250747147,128.619078500356,24.1202783376,2.2726768516,1.155625,1.98285,-5.677780705,1.52,22.5629902448915,0.0282999999999998,0.02425,0.036255,5e-04,1.81818181818182e-07,0.127272727272727,0.121212121212121,0.434294481903252,0.0376012538214001,0.0658021942265446,1.408,0.381656482585787
"101219B",20.49692965,-0.22184875,0.734049306554126,-11.99567863,4.42003952,0.66918137,0.94,420.124125077049,0.0492168678765625,0.538828384452593,143.896305794239,19.5367493583618,0.447803705955077,0.8836,1.85684,-5.677780705,1.56,5.42062428630735,0.0894462749999994,0.166829365,0.0393906275,0.105,2.42424242424242e-07,0.096969696969697,0.181818181818182,0.434294481903252,0.0501350050952,0.131604388571787,0.55,0.190331698170291
"110106B",21.29748256,0.322219295,1.22080391068199,-10.81530857,3.87203946,1.22519883,1.03,453.582763393504,0.103825274070297,1.49036218833645,116.970899464315,14.9926895797971,1.50111217303337,1.0609,2.05121,-5.698970004,1.76,16.6266176856008,0.0455435550000001,0.058714404,0.049891228,0.005,6.06060606060606e-08,0.0666666666666667,0.181818181818182,0.434294481903252,0.0131604388353707,0.0376012538214001,0.618,0.208978517276253
"110213A",21.56708403,0.204119983,1.20411998265592,-9.896196279,3.84089,1.8412,1.1905,465.139113557081,0.0416649674599203,1.4499049326313,97.9347007924934,14.7524359921,3.39001744,1.41729025,1.96436,-5.229147988,1.83,16,0.0358799999999997,0.023515,0.02785,0.2263626645,2.42424242424242e-07,0.0727272727272727,0.363636363636364,0.434294481903252,0.017844662826724,0.0987032912634493,1.46,0.390935107103379
"110503A",21.13638759,0.130333768,0.532173879816156,-9.08249449,2.54166555,1.14649063,0.687,446.746880354706,0.0169868910810778,0.28320903835858,82.4917061608804,6.4600637680568,1.3144407646778,0.471969,1.90907,-5,0.88,3.40544507260987,0.0289980710000002,0.028887961,0.006289914,0.001,2.42424242424242e-07,0.151515151515152,0.0363636363636364,0.434294481903252,0.0105283510764424,0.0116981678760474,1.613,0.417139409727326
"110715A",22.0746007,1.731588765,0.602059991327962,-9.075720714,2.61109719,0.95853538,0.755,487.287996064441,2.99839965107422,0.362476233157826,82.3687064785287,6.8178285356259,0.918790074711744,0.570025,1.85342,-4.928117993,1.25,4,0.0237765295000001,0.035600881,0.0095540759999999,0.0015,1.21212121212121e-07,0.0727272727272727,0.666666666666667,0.434294481903252,0.00446116571350155,0.00537160769437218,0.82,0.260071387985075
"110731A",21.95954126,1.041392685,1.06679030573413,-12.08512818,5.08952072,1.42351927,0.39,482.221452349642,1.08449872437151,1.13804155640831,146.05032312703,25.9032211593093,2.02640711206133,0.1521,1.85145,-5.22184875,1.15,11.6624637198907,0.0974184950000003,0.090702815,0.110855301,0.13,6.06060606060606e-08,0.0303030303030303,0.181818181818182,0.434294481903252,0.00438681295239289,0.0071784211910988,2.83,0.583198773968623
"110818A",22.06812647,0.204119983,1.25659269631536,-11.28316228,3.84627415,1.37167718,0.83,487.002205895915,0.0416649674599203,1.5790252044331,127.309751036815,14.7938248369582,1.88149828613275,0.6889,1.95985,-5.397940009,1.58,18.0548005975559,0.0551490499999998,0.059648416,0.0673381894999999,0.01,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.434294481903252,0.0131604388554913,0.0493516456317247,3.36,0.639486489268586
"111008A",22.17059025,0.806179974,0.373804868057058,-10.66756154,3.98993393,1.21584288,0.829,491.535072033395,0.649926150478641,0.139730079383154,113.796869209687,15.9195727657652,1.47827390884669,0.687241,1.94053,-5.27572413,1.86,2.36485690984517,0.0285110849999999,0.035676696,0.0273512905000001,0.001,1.81818181818182e-07,0.0545454545454545,0.424242424242424,0.434294481903252,0.0148986100001386,0.0287884599735793,4.9898,0.777412321496744
"111123A",21.35034301,-0.045757491,1.94493086062909,-11.60730305,4.42202873,1.46723371,1.25,455.837146644656,0.00209374798261508,3.78275605262743,134.729484094539,19.5543380889454,2.15277475976036,1.5625,2.55463,-5.13667714,1.68,88.090862182181,0.0730882700000004,0.070655771,0.1058841465,0.0049999999999999,1.81818181818182e-07,0.0424242424242424,0.0606060606060606,0.434294481903252,0.0108167990541397,0.0292454196863688,3.1516,0.618215503279417
"111209A",21.14009932,-0.301029996,1.4705840708254,-9.057000407,4.13326,2.77382,0.2529,446.903799259465,0.09061905849176,2.16261750936541,82.0292563723982,17.0838382276,7.6940773924,0.06395841,1.81212,-4.443697499,1.48,29.551808977086,0.0209899999999994,0.010455,0.0443499999999999,4.99999999999997e-05,6.06060606060606e-07,0.0181818181818182,0.0606060606060606,0.434294481903252,0.00731135491027843,0.0526417554229419,0.677,0.224533062606086
"111228A",21.41342718,1.093421685,0.73367083644441,-10.65757732,4.10627835,1.15297662,0.99,458.534863593163,1.19557098122824,0.538272896249039,113.583954331778,16.8615218876787,1.32935508626662,0.9801,2.03824,-5.070581074,2.27,5.41590248878418,0.030118345,0.037264425,0.0232992715,0,1.21212121212121e-07,0.0363636363636364,0.303030303030303,0.434294481903252,0.00619314768795071,0.0106132571374752,0.714,0.234010817587179
"120118B",21.451745,0.342422681,1.29329537385911,-10.95467702,3.68307,1.0241,1.01,460.177363545025,0.117253292463228,1.67261292404539,120.004948612516,13.5650046249,1.04878081,1.0201,2.20884,-5.744727495,2.08,19.6469605838771,0.1172,0.131765,0.077156,0.005,6.06060606060606e-08,0.0666666666666667,0.181818181818182,0.434294481903252,0.0146227098318706,0.0358921059277238,2.943,0.595826777073223
"120327A",22.16619025,0.591064607,0.876316732372586,-10.15181088,3.48517215,1.44859414,0.63,491.339990199195,0.349357369648064,0.767931015436167,103.059264143286,12.1464249151356,2.09842498244234,0.3969,1.75797,-5.443697499,1.52,7.52171254966162,0.0436249200000001,0.051679097,0.058002882,0.02,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.434294481903252,0.00731135491027843,0.0134978859962626,2.813,0.581266805273671
"120404A",21.70983536,0.079181246,1.20411998265592,-11.02687215,3.79948,1.90651,0.69,471.316951358306,0.00626966971811252,1.4499049326313,121.591909412446,14.4360482704,3.6347803801,0.4761,1.89579,-5.795880017,1.85,16,0.11705,0.068285,0.121385,0.005,6.06060606060606e-08,0.0787878787878788,0.121212121212121,0.434294481903252,0.0164505485439082,0.0438681294899875,2.876,0.588383768378728
"120729A",21.34792103,0.462397998,1.56518091471361,-10.29756946,3.52138487,2.26312734,0.645,455.733732303116,0.213811908554408,2.44979129578373,106.039936783525,12.4001514026649,5.12174535705548,0.416025,1.8831,-5.619788758,1.62,36.7435331717259,0.0690683199999995,0.047294772,0.130088482,0.013331067,6.06060606060606e-08,0.0484848484848485,0.121212121212121,0.434294481903252,0.0109670323640116,0.0181523294379188,0.8,0.255272505103306
"120802A",22.12127744,0.477121255,1.49170619464989,-11.17198494,3.53838419,0.54215516,0.91,489.350915577453,0.227644691972775,2.22518737115685,124.813247499587,12.520162676042,0.293932217514626,0.8281,2.03526,-5.721246399,1.21,31.0246002714191,0.0780322099999999,0.220557212,0.11816229,0.055,1.81818181818182e-07,0.284848484848485,0.121212121212121,0.434294481903252,0.0415592805603905,0.017547251782744,3.796,0.680879174426811
"120811C",21.91722026,0.612783857,0.56744742594964,-10.14327111,3.15909591,1.01613299,0.65,480.364543925354,0.375504055399796,0.321996581216872,102.885948810961,9.97988696857873,1.03252625336634,0.4225,1.92121,-5.522878745,1.4,3.69357928575403,0.0529468600000005,0.084200302,0.03800099,0.090734018,1.81818181818182e-07,0.181818181818182,0.121212121212121,0.434294481903252,0.026320877674116,0.0128394525239612,2.671,0.564784384503987
"120922A",21.0163605,0.301029996,1.48058317003294,-10.59516628,3.59799,1.06622,1.17,441.68740866596,0.09061905849176,2.19212652338478,112.257548500849,12.9455320401,1.1368250884,1.3689,2.06954,-5.207608311,1.58,30.2400963128712,0.16365,0.133375,0.0356299999999999,0.0049999999999999,4.24242424242424e-07,0.218181818181818,0.121212121212121,0.434294481903252,0.0297171200079232,0.0263208776707413,3.1,0.612783856719735
"121024A",21.94617755,0.113943352,1.50599655732963,-11.31158018,4.17178823,1.30353551,0.87,481.634709056124,0.0129830874649959,2.26802563068869,127.951846168569,17.4038170359665,1.69920482583096,0.7569,2.00683,-5.958607315,1.41,32.0624390837628,0.0633058950000001,0.065435085,0.06666149,0,6.06060606060606e-08,0.133333333333333,0.121212121212121,0.434294481903252,0.023928070636996,0.0404936580149266,2.298,0.5182506513085
"121027A",22.07736427,0.113943352,0.683052306218293,-11.92081875,5.40919042,1.50995764,1.16,487.410013110273,0.0129830874649959,0.466560453030129,142.105919670352,29.2593409998198,2.27997207459437,1.3456,2.37144,-5.698970004,1.82,4.82005846681452,0.0415841549999998,0.037953731,0.0589396935000001,0,6.06060606060606e-08,0.0545454545454545,0.121212121212121,0.434294481903252,0.0131604388353707,0.0404936580149266,1.773,0.442949869577862
"121211A",21.66138196,0,1.59425226421795,-11.2823295,4.20933518,1.15615612,0.95,469.215468417013,0,2.54164028196404,127.29095894657,17.7185026575856,1.33669697381345,0.9025,2.0682,-5.886056648,2.36,39.28730733208,0.0542507750000008,0.063247159,0.0746028285,0.0049999999999999,1.61818181818182e-07,0.157575757575758,0.181818181818182,0.434294481903252,0.0540590334499272,0.0789626330733186,1.023,0.305995882770805
"130408A",20.06405721,0.69019608,1.11614382889362,-10.32975415,3.58393,1.39277,0.945,402.566391726153,0.476370628847366,1.2457770467773,106.703820799442,12.8445542449,1.9398082729,0.893025,2.03183,-5.638272164,1.28,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.434294481903252,0.0457754394646476,0.0537160769241516,3.757,0.677333151419902
"130418A",21.12149747,-0.22184875,1.6635887902334,-9.247183569,2.59006,1.28449,0.198,446.117655375216,0.0492168678765625,2.76752766299022,85.5104039587836,6.7084108036,1.6499145601,0.039204,1.68684,-5.744727495,2.07,46.0880984824801,0.0604700000000005,0.06867,0.031625,0.003,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.434294481903252,0.0292454196637412,0.0877362590478575,1.218,0.345961541813141
"130420A",20.79265849,0.531478917,1.06954714075696,-10.8728952,3.56731,0.914676,1.17,432.334647081769,0.282469839215493,1.14393108630138,118.219850030183,12.7257006361,0.836632184976,1.3689,2.29559,-5.148741651,1.52,11.7367307263019,0.0550499999999996,0.08535,0.0286905,0.0049999999999999,1.81818181818182e-07,0.151515151515152,0.121212121212121,0.434294481903252,0.0111214976087664,0.0154828692315688,1.297,0.361160995195026
"130505A",20.71960885,1.477121255,2.06542370487507,-8.91721463,3.24559,1.3304,0.724,429.302190896998,2.18188720197277,4.26597508065986,79.516716757486,10.5338544481,1.76996416,0.524176,1.92439,-4.677780705,1.18,116.258229523501,0.0149749999999997,0.024355,0.0156499999999999,0,6.06060606060606e-07,0.0424242424242424,1.87878787878788,0.434294481903252,0.0125337512738,0.0271982402632532,2.27,0.514547752660286
"130511A",21.01365445,0.113943352,0.344821339834298,-10.51570016,2.65954,1.16497,0.65,441.573673344005,0.0129830874649959,0.11890175640512,110.579949855024,7.0731530116,1.3571551009,0.4225,2.06879,-6.657577319,1.35,2.21218447342499,0.0838000000000001,0.089385,0.04916,0.01,2.42424242424242e-08,0.187878787878788,0.121212121212121,0.434294481903252,0.0478561412369649,0.0404936580149266,1.3033,0.362350507594848
"130514A",21.19799139,0.447158031,1.10764057577755,-10.7212464,3.68772,1.17745,0.65,449.354838970514,0.199950304687797,1.22686764510882,114.945124369513,13.5992787984,1.3863885025,0.4225,2.0604,-5.040958608,1.8,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.434294481903252,0.00578480828803656,0.0282009404055501,3.6,0.662757831681574
"130604A",21.35024026,-0.096910013,0.658895489806317,-8.316052869,2.071571247,1.742079764,0.98,455.832759159725,0.00939155061966017,0.434143266487106,69.1567353200031,4.29140743139714,3.0348419041383,0.9604,2.08823,-5.853871964,1.51,4.55927186783047,0.166441725,0.100184013,0.041653571,0.015,6.06060606060606e-08,0.0727272727272727,0.121212121212121,0.434294481903252,0.0188006269082896,0.0658021942265446,1.06,0.313867220369153
"130606A",20.24962877,0.414973348,1.28580403662207,-10.18045606,3.30222,1.37571,0.44,410.047465322812,0.172202879550329,1.65329202059361,103.641685589591,10.9046569284,1.8925780041,0.1936,1.86465,-5.537602002,1.52,19.3109676637375,0.0681500000000002,0.07782,0.05186,0.045,1.21212121212121e-07,0.0727272727272727,0.121212121212121,0.434294481903252,0.0181523294379188,0.0202468289917981,5.913,0.839666556882433
"130925A",21.99154725,0.86332286,0.549112750093306,-10.62525165,5.84588,1.38344,1.5915,483.628150448983,0.74532636059858,0.301524812315033,112.895972625828,34.1743129744,1.9139062336,2.53287225,2.69002,-4.387216143,1.85,3.54089256630188,0.0623499999999995,0.06424,0.12684,0.206936072,6.06060606060606e-07,0.0848484848484849,0.363636363636364,0.434294481903252,0.00641972626198059,0.0216335981082794,0.347,0.129367595722986
"131030A",20.84178667,1.44870632,0.606667482965762,-9.294136288,2.84594,1.11188,0.693,434.38007159779,2.09875000160794,0.368045434888013,86.3809693399184,8.0993744836,1.2362771344,0.480249,2.09466,-4.537602002,1.3,4.04266247219712,0.0251749999999999,0.027575,0.0081499999999999,0.0075,0,0.0181818181818182,0.424242424242424,0.434294481903252,0,0.00655680227037274,1.295,0.36078268987328
"131105A",21.32749584,0.544068044,0.611383620216053,-10.91009489,3.9488,1.19347,0.94,454.862078805217,0.296010036501986,0.373789931068487,119.030170508804,15.59302144,1.4243706409,0.8836,2.24976,-5.148741651,1.45,4.08680221617042,0.0333499999999995,0.047885,0.0454399999999999,0.005,3.03030303030303e-07,0.0666666666666667,0.363636363636364,0.434294481903252,0.018535829347944,0.0451215046497172,1.686,0.429106008332697
"140206A",22.00531353,1.28780173,1.13839188133655,-9.730487056,3.59073,1.22509,0.672,484.233823553601,1.65843329579099,1.29593607549296,94.6823783469835,12.8933419329,1.5008455081,0.451584,1.88134,-4.795880017,1.04,13.7528238777123,0.0129950000000001,0.021325,0.0155449999999999,0.0219023355,1.81818181818182e-07,0.0909090909090909,0.303030303030303,0.434294481903252,0.00493516456317247,0.00678373136259728,2.73,0.571708831808688
"140213A",20.99187128,1.371067862,0.418818963351621,-10.12551818,3.829176603,1.108879519,0.83,440.658659836089,1.87982708220925,0.175409324062926,102.526118413511,14.6625934569626,1.22961378765767,0.6889,1.96657,-4.920818754,1.8,2.62312485984891,0.0630358199999996,0.068643889,0.021746292,0.005,0,0.0242424242424242,0.484848484848485,0.434294481903252,0,0.0089602987940681,1.2076,0.343920385393226
"140419A",22.04094236,0.69019608,0.581746709184398,-10.00568285,3.68383,1.36898,0.678,485.803140116842,0.476370628847366,0.338429233646877,100.113689294784,13.5706034689,1.8741062404,0.459684,1.87322,-4.795880017,1.21,3.81721576852457,0.0239850000000006,0.02442,0.017885,0.001,0,0.0242424242424242,0.121212121212121,0.434294481903252,0,0.0107432153848303,3.956,0.695131297704026
"140423A",21.81946365,0.322219295,1.36195404372412,-10.85078089,3.90552,1.18974,0.77,476.088993973671,0.103825274070297,1.85491881721649,117.739445922789,15.2530864704,1.4154812676,0.5929,2.06486,-5.026872146,1.33,23.0119829578041,0.0503499999999999,0.05495,0.045115,0.149849463,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.434294481903252,0.00840028010644005,0.0250675025476,3.26,0.629409599102719
"140430A",21.67796993,0.397940009,0.567231868338901,-11.36251027,4.14388,0.875171,1.03,469.934380285984,0.15835625076292,0.32175199245924,129.106639635855,17.1717414544,0.765924279241,1.0609,2.15785,-5.958607315,2,3.69174647045451,0.0861000000000001,0.13071,0.0833725,0.035,1.21212121212121e-07,0.133333333333333,0.121212121212121,0.434294481903252,0.0478561412739919,0.0210567021369837,1.6,0.414973347970818
"140506A",21.81764402,1.037426498,0.980308404667075,-9.903089987,3.30686,0.948932,0.9,476.009590583442,1.07625373875254,0.961004568260905,98.0711912906197,10.9353230596,0.900471940624,0.81,1.74751,-5.552841969,1.68,9.55670993835752,0.0551599999999999,0.06882,0.01557,0.047966029,1.81818181818182e-07,0.096969696969697,0.545454545454546,0.434294481903252,0.0282009404055501,0.0217328347878503,0.889,0.276231957921834
"140509A",20.90144742,0.204119983,0.713587719156301,-11.09770006,3.58709,1.40649,0.86,436.870504251025,0.0416649674599203,0.509207432930693,123.158946621724,12.8672146681,1.9782141201,0.7396,1.93407,-5.920818754,1.59,5.17115694874123,0.0839500000000006,0.088715,0.10418,0.22,1.21212121212121e-07,0.121212121212121,0.242424242424242,0.434294481903252,0.0438681294899875,0.0658021941756327,2.4,0.531478917042255
"140512A",21.32824297,0.832508913,0.680069408293418,-9.504455662,3.53686,1.25134,0.871,454.893948187355,0.693071090224441,0.462494400096559,90.3346774309239,12.5093786596,1.5658517956,0.758641,1.84304,-4.853871964,1.45,4.78706592379787,0.0150399999999999,0.022285,0.0200600000000001,0.002482817,1.81818181818182e-07,0.0242424242424242,0.181818181818182,0.434294481903252,0.00564018807248688,0.0116121519146922,0.725,0.236789099409293
"140518A",22.46148952,0,0.385461334662689,-11.31158018,3.77824,1.64981,0.94,504.51851145707,0,0.148580440519942,127.951846168569,14.2750974976,2.7218730361,0.8836,1.93772,-6,0.92,2.42918916112475,0.0904500000000006,0.070125,0.18819,0,6.06060606060606e-08,0.36969696969697,0.0606060606060606,0.434294481903252,0.0263208776911062,0.0263208776911062,4.707,0.756407872548958
"140629A",21.74269921,0.62324929,1.06226182017845,-9.847711656,2.85608,1.16056,0.815,472.744968936535,0.388439677485504,1.12840017460884,96.9774248597183,8.1571929664,1.3468995136,0.664225,1.95996,-5.619788758,1.86,11.5414884203924,0.0427850000000003,0.06161,0.03501,0.0016785515,1.21212121212121e-07,0.0666666666666667,0.242424242424242,0.434294481903252,0.0219340647280231,0.0250675025859251,2.275,0.515211304327802
"141121A",21.59590717,-0.045757491,1.57774694226942,-12.65757732,5.76634,2.33322,0.82,466.383206495257,0.00209374798261508,2.48928541384052,160.214263611778,33.2506769956,5.4439155684,0.6724,1.93447,-5.27572413,1.73,37.8222135391303,0.1675,0.090095,0.2969,0.01,2.42424242424242e-07,0.0787878787878788,0.181818181818182,0.434294481903252,0.0198648133335181,0.0877362590591065,1.47,0.392696953259666
"150120B",21.52664292,0.079181246,0.529980026172408,-10.79048499,3.39431,1.17705,0.92,463.396355405186,0.00626966971811252,0.280878828141706,116.434566319415,11.5213403761,1.3854467025,0.8464,2.01678,-6.26760624,2.2,3.38828572567676,0.0710999999999995,0.090535,0.057705,0.005,4.84848484848485e-08,0.151515151515152,0.121212121212121,0.434294481903252,0.0389938928598178,0.0438681294899875,3.5,0.653212513775344
"150314A",22.01715025,1.58546073,0.420177158690644,-8.609064893,2.49217,1.19079,0.73,484.754905131075,2.51368572637213,0.176548844685343,74.1159983318851,6.2109113089,1.4179808241,0.5329,1.84772,-4.657577319,1.08,2.63134115747024,0.0150249999999996,0.015855,0.0099249999999999,0,1.81818181818182e-07,0.0181818181818182,0.545454545454546,0.434294481903252,0.00358921059277238,0.00615293244030819,1.758,0.440594261839831
"150403A",21.79039707,1.245512668,1.07967277427977,-8.821023053,3.19694,1.24471,0.679,474.821404468265,1.55130180614848,1.16569329952098,77.8104477015574,10.2204253636,1.5493029841,0.461041,1.70996,-4.769551079,1.23,12.0135891154935,0.0051050000000003,0.006975,0.00458,0,1.81818181818182e-07,0.0242424242424242,-0.363636363636364,0.434294481903252,0.00464486077306445,-0.0089730264817645,2.06,0.48572142648158
"150910A",20.842422,0.041392685,1.58601847602912,-9.970616222,3.85419,2.03808,0.6645,434.406554826084,0.00171335437150922,2.51545460630573,99.4131878464096,14.8547805561,4.1537700864,0.44156025,1.78547,-5.318758763,1.42,38.5494757277456,0.703965,0.02868,0.06663,0.0024587915,2.42424242424242e-07,0.0727272727272727,0.242424242424242,0.434294481903252,0.0219340647615575,0.0957122825479837,1.359,0.372727940885595
"151021A",22.33647975,0.986771734,0.562147752920938,-9.642065153,3.15765,1.33346,1.27,498.91832762216,0.973718455021367,0.316010096114059,92.9694204146969,9.9707535225,1.7781155716,1.6129,1.96079,-4.552841969,1.57,3.64878062317384,0.0628200000000003,0.05208,0.02141,0.04,6.06060606060606e-07,0.0242424242424242,0.484848484848485,0.434294481903252,0.00940031346851669,0.021707940377107,2.33,0.52244423350632
"151027A",21.65076489,0.832508913,0.73840494695627,-9.935542011,3.99907,1.74508,0.9235,468.755620322057,0.693071090224441,0.545241865689492,98.7149950523459,15.9925608649,3.0453042064,0.85285225,2.00612,-5.107905397,1.72,5.47526252023579,0.0222100000000003,0.01731,0.0249900000000001,0.0024409705,1.21212121212121e-07,0.0303030303030303,0.363636363636364,0.434294481903252,0.00674894299290958,0.0232243038293844,0.81,0.257678574869184
"151029A",21.55195354,0.255272505,1.90495975773518,-10.76639985,2.7098,1.23481,1.25,464.486701390319,0.065164051808975,3.62887167859046,115.91536573008,7.34301604,1.5247557361,1.5625,2.307153,-6.408935393,0.49,80.3451669908966,0.0973500000000005,0.12415,0.0730099999999999,0.33,3.63636363636364e-08,0.654545454545455,0.181818181818182,0.434294481903252,0.040493657988788,0.0438681294956119,1.423,0.384353414137506
"151031A",21.98623592,0.230448921,0.349485002168009,-11.5214335,3.69323,0.897942,1.24,483.394569929898,0.0531067051900642,0.122139766740374,132.743429894922,13.6399478329,0.806299835364,1.5376,2.12551,-6.494850022,2.41,2.23606797749979,1.01707,0.166825,0.1244685,0.01,1.81818181818182e-08,0.109090909090909,0.121212121212121,0.434294481903252,0.0246758228535885,0.0309657384870962,1.167,0.335858911319818
"151112A",21.0151543,0.278753601,1.38347582828705,-11.6171,4.43227,1.1526,1.24,441.636710252808,0.0777035700704672,1.91400536745454,134.95701241,19.6450173529,1.32848676,1.5376,2.17922,-6.026872146,1.77,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.434294481903252,0.0336011204257601,0.0277061870402603,4.1,0.707570176097936
"160203A",22.0158332,0.113943352,0.510025429286158,-11.36754271,3.66139836,1.146279559,0.61,484.696911490222,0.0129830874649959,0.26012593851853,129.221027263674,13.4058379506107,1.31395682738123,0.3721,1.75592,-5.920818754,1.93,3.23612604894565,0.0845867900000004,0.087010427,0.0601908999999999,0.25,6.06060606060606e-08,0.121212121212121,0.242424242424242,0.434294481903252,0.0219340647449938,0.0809873160298532,3.52,0.655138434811382
"160227A",21.4198963,-0.22184875,1.87718823120008,-10.99567863,4.47751,1.10229,0.679,458.811957502754,0.0492168678765625,3.5238356553561,120.904948534239,20.0480958001,1.2150432441,0.461041,1.72551,-5.508638306,0.75,75.3682152632844,0.0305500000000007,0.03885,0.03434,0.001,1.21212121212121e-07,0.309090909090909,0.0606060606060606,0.434294481903252,0.0169812114071368,0.0438681295239288,2.38,0.528916700277655
