"","log10NH","log10PeakFlux","log10T90","log10Fa","log10Ta","Alpha","Beta","log10NHSqr","log10PeakFluxSqr","log10T90Sqr","log10FaSqr","log10TaSqr","AlphaSqr","BetaSqr","Gamma","log10Fluence","PhotonIndex","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"060814",22.00679538,0.861534411,0.690059435138858,-10.91009489,4.22387,1.29504,0.97,484.299042897189,0.742241541337117,0.476182024024159,119.030170508804,17.8410777769,1.6771286016,0.9409,2.11591,-4.835647144,1.53,4.89845852373387,0.0352999999999994,0.034855,0.0245650000000001,0,1.44848484848485e-07,0.0181818181818182,0.175757575757576,0.434294481903252,0.00430869161989862,0.0104993872461393,1.9229,0.465813957269479
"060904B",21.59122827,0.387389826,1.05473019909303,-11.11633856,3.87074,1.36265,1.58,466.181138207247,0.15007087728831,1.11245579287883,123.572982980543,14.9826281476,1.8568150225,2.4964,2.18877,-5.790484985,1.64,11.3430592104484,0.0866499999999997,0.081295,0.04215,0.136141492,8.66666666666667e-08,0.0848484848484849,0.127272727272727,0.434294481903252,0.0232338611473106,0.0226532144239483,0.703,0.231214647962601
"060906",22.41960057,0.294466226,0.912061875161808,-11.8827287,4.33479,1.71887,1.06,502.638489718344,0.0867103582546831,0.831856864123674,141.199241357804,18.7904043441,2.9545140769,1.1236,2.07859,-5.655607726,2.03,8.16698720444148,0.0884499999999999,0.072145,0.169635,0.0049999999999999,8.24242424242424e-08,0.0666666666666667,0.16969696969697,0.434294481903252,0.0161974631827828,0.0374103845495022,3.686,0.670802284260944
"061021",20.87141063,0.78604121,0.732299850993344,-10.04095861,3.23849,1.01707,0.785,435.615781686077,0.617860783818264,0.536263071764874,100.820849807733,10.4878174801,1.0344313849,0.616225,1.99282,-5.528708289,1.3,5.39883246764966,0.0263999999999998,0.03399,0.010415,0.0168000365,6.12121212121212e-08,0.0363636363636364,0.163636363636364,0.434294481903252,0.0089811102944679,0.0116311570876723,0.3463,0.129141845792285
"061121",21.75351565,1.324282455,1.6639597723255,-10.03011836,3.78753,1.35185,0.9485,473.215443134795,1.75372402062083,2.76876212391752,100.603274315609,14.3453835009,1.8274984225,0.89965225,1.90181,-4.863279433,1.41,46.1274845779442,0.0126499999999998,0.01703,0.0158499999999999,0.0023582105,1.20606060606061e-07,0.0181818181818182,0.278787878787879,0.434294481903252,0.00382325157840621,0.0057382008275868,1.314,0.364363354615731
"061222A",22.56660835,0.930949031,1.20411998265592,-9.954677021,3.92091,1.35061,0.86,509.25181242229,0.866666098319839,1.4499049326313,99.0955945924254,15.3735352281,1.8241473721,0.7396,1.92748,-5.097453221,1.35,16,0.02311,0.024435,0.018075,0.005,9.57575757575758e-08,0.0242424242424242,0.157575757575758,0.434294481903252,0.00520487944706068,0.00802277632160302,2.088,0.489677291663699
"070110",21.3989672,-0.22184875,1.16070956271234,-11.04866248,4.26825,1.42725,1.186,457.915797226676,0.0492168678765625,1.34724668897186,122.07294259696,18.2179580625,2.0370425625,1.406596,2.08596,-5.790484985,1.58,14.4780330174947,0.0547500000000003,0.053995,0.046555,0.1216678795,6.54545454545455e-08,0.0727272727272727,0.0727272727272727,0.434294481903252,0.0175472517755912,0.0526417554287146,2.352,0.525304009958239
"070208",21.8647258,-0.045757491,1.35463498048791,-10.86327943,3.44468,1.2125,1.14,478.066234309186,0.00209374798261508,1.83503593036149,118.010839974261,11.8658203024,1.47015625,1.2996,2.20341,-6.351639989,1.94,22.6274169979695,0.161899999999999,0.14114,0.06357,0.015,6.12121212121212e-08,0.218181818181818,0.133333333333333,0.434294481903252,0.0597395201502247,0.0643399233100112,1.165,0.335457900689384
"070223",21.70173804,-0.161150909,0.907696469668414,-11.86327943,4.22335,0.991734,1.03,470.965433956783,0.0259696154715263,0.823912881048502,140.737398834261,17.8366852225,0.983536326756,1.0609,2.25837,-5.769551079,1.85,8.08530616043297,0.16615,0.203105,0.079308,0.06,7.27272727272727e-08,0.0727272727272727,0.0909090909090909,0.434294481903252,0.0185794430922578,0.0572192992938744,1.6295,0.419873175149476
"070306",22.44245468,0.609594409,1.81135761407786,-11.2737,4.86926,1.89982,0.831,503.663772063854,0.371605343484059,3.28101640607783,127.09631169,23.7096929476,3.6093160324,0.690561,1.94468,-5.269217724,1.66,64.7675716279367,0.0335000000000001,0.02824,0.06188,0.0009999999999999,1.73333333333333e-07,0.0606060606060606,0.127272727272727,0.434294481903252,0.0139921394309921,0.0135807968501197,1.4959,0.397227181043161
"070521",22.27524914,0.814913181,0.450154280744819,-10.01233374,3.55243,1.44502,0.98,496.186724249071,0.664083492567539,0.202638876472885,100.246826921142,12.6197589049,2.0880828004,0.9604,2.00022,-5.096367484,1.1,2.81938432428048,0.04901,0.04844,0.0562,0.147518075,1.07272727272727e-07,0.1212121212,0.163636363636364,0.434294481903252,0.00581622391039878,0.0108830581640121,2.0865,0.489466281303128
"070529",22.56252244,0.155336037,1.30065590476689,-10.24641694,3.09323,1.21432,0.76,509.067418855503,0.0241292843908654,1.69170578260499,104.989060108319,9.5680718329,1.4745730624,0.5776,1.97999,-5.590066877,1.34,19.9827798950972,0.0552000000000001,0.068045,0.03501,0.015,1.48484848484848e-07,0.096969696969697,0.218181818181818,0.434294481903252,0.0250918873122187,0.066262349503112,2.4996,0.544018407858776
"070714B",21.64321572,0.431363764,0.924733882735004,-10.74232143,3.22974,1.64623,0.93,468.428786702455,0.186074696892248,0.855132753878156,115.397469705437,10.4312204676,2.7100732129,0.8649,2.07429,-6.142667504,1.36,8.40879728265565,0.0993500000000003,0.0946,0.108425,0.0049999999999999,5.45454545454545e-08,0.115151515151515,0.121212121212121,0.434294481903252,0.0329010971465546,0.0194969464449939,0.923,0.28397928423848
"070721B",21.89473409,0.176091259,1.32879141362244,-10.50863831,3.94739,2.5054,0.52,479.379380871808,0.0310081314962051,1.76568662091672,110.4314791304,15.5818878121,6.27702916,0.2704,1.52512,-5.443697499,1.34,21.3202068350191,0.3648,0.10084,0.0914400000000002,0,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.434294481903252,0.0146227098205568,0.0526417553889616,3.626,0.6652056284346
"070802",21.91375294,-0.397940009,0.479979991748764,-11.6716204,3.92184,1.16348,0.78,480.212567915359,0.15835625076292,0.230380792479143,136.226722761696,15.3808289856,1.3536857104,0.6084,1.99014,-6.552841969,1.79,3.01981259231406,0.17395,0.236245,0.2088785,0.045,3.03030303030303e-08,0.163636363636364,0.0606060606060606,0.434294481903252,0.0470015673425834,0.0658021942774567,2.45,0.537819095073274
"070810A",21.93100401,0.278753601,0.698156351026181,-10.77728353,3.36583,1.36994,1.02,480.968936886636,0.0777035700704672,0.487422290478193,116.149840286009,11.3288115889,1.8767356036,1.0404,2.17076,-6.161150909,2.04,4.9906412396737,0.06175,0.07187,0.077915,0.01,3.63636363636364e-08,0.0848484848484849,0.121212121212121,0.434294481903252,0.0228877197175498,0.0277061870402603,2.17,0.501059262217751
"071003",20.86974084,0.799340549,0.652671728201215,-11.67760082,4.78411,1.97901,0.837,435.546082728764,0.638945313275621,0.425980384793161,136.366360911265,22.8877084921,3.9164805801,0.700569,1.91015,-5.080921908,1.36,4.49440006564942,0.135899999999999,0.098505,0.183105,0.032,1.81818181818182e-07,0.0424242424242424,0.242424242424242,0.434294481903252,0.00951357025803561,0.0167116683927593,1.60435,0.415699348887829
"080319C",21.75037415,0.716003344,0.948658871424788,-8.91721463,3.19029,1.45203,1.94,473.078775664988,0.512660788619182,0.899953654332952,79.516716757486,10.1779502841,2.1083911209,3.7636,1.61029,-5.443697499,1.37,8.88502944558435,0.0500400000000001,0.04713,0.02854,0.199995173,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.434294481903252,0.00731135491027843,0.0151851217320997,1.95,0.469822015978163
"080607",22.38386741,1.36361198,0.516543561133747,-10.0540393,3.46298403,1.7256074,1.06,501.03752022846,1.85943763199952,0.266817250548733,101.083706245944,11.992258392035,2.97772089893476,1.1236,2.03418,-4.619788758,1.31,3.28506192878632,0.11042072,0.069659314,0.0376373875,0.02,0,0.0242424242424242,0.666666666666667,0.434294481903252,0,0.0125337512783664,3.036,0.605951157564873
"080710",20.89722339,0,1.24147292970761,-11.23284413,4.09266933,1.52133785,1.3,436.693945411563,0,1.5412550351968,126.176787248875,16.7499422447226,2.31446885384262,1.69,2.00149,-5.853871964,1.47,17.4370466608647,0.0626949799999998,0.054210787,0.0640164304999999,0.1505178435,1.21212121212121e-07,0.139393939393939,0.121212121212121,0.434294481903252,0.0376012538165791,0.0526417553822122,0.845,0.265996370495079
"080721",21.79728278,1.320146286,2.15836249209525,-8.714442691,2.87876286,1.33437559,0.735,475.121536591284,1.74278621643959,4.65852864728362,75.9415114147233,8.28727560411538,1.78055821518785,0.540225,1.9433,-4.920818754,1.11,144,0.0070192985000003,0.007554816,0.0064356729999999,0,6.06060606060606e-07,0.0484848484848485,1.09090909090909,0.434294481903252,0.0219340647449938,0.0226686984957445,2.591,0.555215405126073
"080810",21.45079548,0.301029996,0.637208481049162,-9.931814138,3.2687548,1.44529526,1.079,460.136626724788,0.09061905849176,0.40603464832098,98.6409320717767,10.684757942523,2.08887838857847,1.164241,2.11482,-5.337242168,1.34,4.33719033229347,0.031830706,0.039738688,0.036139295,0.0015,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.434294481903252,0.0114438598573077,0.0263208776707413,3.35,0.638489256954637
"080905B",22.33533151,-0.301029996,1.44806187020465,-10.11125904,3.67820615,1.36946226,0.375,498.867033661599,0.09061905849176,2.09688317994058,102.237559373982,13.5292004818978,1.87542688156431,0.140625,1.86248,-5.744727495,1.78,28.0583333245587,0.0323645699999995,0.038825489,0.0333017515,0.00558525,1.21212121212121e-07,0.0909090909090909,0.0606060606060606,0.434294481903252,0.0292454196637412,0.0526417554229419,2.374,0.528145078253106
"080916A",21.7431239,0.431363764,0.801122155411575,-10.75269955,3.60698,0.998947,0.83,472.763436930751,0.186074696892248,0.641796707891287,115.62054761257,13.0103047204,0.997895108809,0.6889,1.88453,-5.397940009,1.17,6.3258975691903,0.0591999999999997,0.073495,0.0260505,0.01,6.06060606060606e-08,0.127272727272727,0.121212121212121,0.434294481903252,0.00658021942774567,0.0194969464449939,0.6887,0.227552503379865
"080928",21.51035195,0.322219295,1.31807240948176,-11.1260984,4.08450503,1.76031774,0.99,462.695241012869,0.103825274070297,1.73731487663704,123.790065606483,16.6831813400953,3.09871854575871,0.9801,2.13864,-5.602059991,1.77,20.8004346174656,0.0644840350000004,0.047916769,0.075970735,0,1.21212121212121e-07,0.0727272727272727,0.0606060606060606,0.434294481903252,0.0210567021369837,0.0125337512738,1.692,0.430075055551939
"081007",21.69605744,0.414973348,0.467923658117804,-10.58502665,3.58176278,1.00469263,0.92,470.718908439779,0.172202879550329,0.218952549826348,112.04278918121,12.8290246121933,1.00940728077632,0.8464,2.102,-6.148741651,2.51,2.93713330647929,0.053161115,0.084284398,0.039134851,0.0049999999999999,4.84848484848485e-08,0.121212121212121,0.242424242424242,0.434294481903252,0.0296573269567103,0.0404936579835962,0.5295,0.184549481320698
"081008",21.1376737,0.113943352,1.60578056523519,-10.79317412,3.85550833,1.47398467,0.84,446.801249447672,0.0129830874649959,2.57853122368706,116.492607584638,14.8649444826994,2.17263080739501,0.7056,1.98207,-5.366531544,1.69,40.3441495698351,0.0605298899999998,0.056285684,0.063988679,0.025,1.21212121212121e-07,0.0424242424242424,0.0606060606060606,0.434294481903252,0.0122422686816868,0.0202468290074633,1.9685,0.472537053262077
"081028A",20.90308999,-0.301029996,1.51306432339213,-11.3994,4.75426,2.20023,0.945,436.939171130038,0.09061905849176,2.2893636467221,129.94632036,22.6029881476,4.8410120529,0.893025,2.51,-5.431798276,1.25,32.5884964277169,0.0572000000000008,0.03025,0.0547150000000001,5e-04,1.21212121212121e-07,0.23030303030303,0.0606060606060606,0.434294481903252,0.0142275014568467,0.0526417554229419,3.038,0.60616631460762
"081029",21.49704581,-0.301029996,1.65975249439166,-11.86327943,4.48156171,2.51960373,0.87,462.122978557239,0.09061905849176,2.75477834263935,140.737398834261,20.0843953605381,6.34840295622991,0.7569,1.95818,-5.677780705,1.43,45.6827768024956,0.0832508050000005,0.04285341,0.169198521,0.001,1.21212121212121e-07,0.109090909090909,0.121212121212121,0.434294481903252,0.0250675025476,0.105283510845884,3.8479,0.685553652846326
"081203A",21.66176916,0.462397998,1.91892043082776,-10.9243983,4.02089,1.86904,0.82,469.232243141127,0.213811908554408,3.6822556198482,119.342478217043,16.1675563921,3.4933105216,0.6724,2.03508,-5.113509275,1.54,82.9698740507662,0.0569499999999996,0.03932,0.064395,0.0325,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.434294481903252,0.0102548874161921,0.0181523294379188,2.1,0.491361693834273
"081230",20.67248024,-0.15490196,1.13906980268141,-11.32975415,3.66959365,0.99376498,1.02,427.35143927319,0.0239946172118416,1.29748001538066,128.363329099442,13.4659175561203,0.9875688354744,1.0404,2.08621,-6.086186148,1.97,13.7743084089789,0.0701443999999993,0.08735027,0.0403814179999999,0.02,4.84848484848485e-08,0.096969696969697,0.0606060606060606,0.434294481903252,0.0256789050871822,0.0376012538456717,2.1,0.491361693834273
"090102",21.72376179,0.740362689,0.350248019027537,-9.457174573,3.15380077,1.42487631,0.667,471.921826308664,0.548136911263311,0.122673674832714,89.4381509041977,9.94645929685259,2.03027249879922,0.444889,1.76997,-7.167491087,1.36,2.24000000357628,0.0362399829999998,0.041590346,0.0217865955,0.0026734575,1.81818181818182e-09,0.0484848484848485,0.484848484848485,0.434294481903252,0.0116121519146922,0.038284913048815,1.547,0.406028944963615
"090418A",22.02365981,0.278753601,0.615867083286711,-10.04720756,3.52813657,1.52909667,0.98,485.041591426609,0.0777035700704672,0.37929226427608,100.946379753721,12.4477476565714,2.33813662620509,0.9604,2.03408,-5.337242168,1.48,4.12921107301137,0.028659405,0.030759021,0.0421545135,0.003531332,1.21212121212121e-07,0.0424242424242424,0.181818181818182,0.434294481903252,0.0114438598573077,0.0415592805603905,1.608,0.416307587059883
"090424",21.63012977,1.851258349,0.356505223959139,-9.050609993,2.99599056,1.1284106,0.924,467.86251386704,3.42715747474221,0.127095974710156,81.9135412453915,8.97595943560911,1.27331048219236,0.853776,1.96315,-4.677780705,1.19,2.27250697020751,0.0112570984999998,0.013394814,0.0055468865,0,0,0.0909090909090909,1.21212121212121,0.434294481903252,0,0.00741433173917757,0.544,0.188647295999717
"090516A",21.19589965,0.204119983,1.80617997398389,-11.27490548,4.33113504,1.76098314,0.502,449.26616197287,0.0416649674599203,3.26228609842043,127.123493582934,18.7587307347158,3.10106161936426,0.252004,2.09,-5.045757491,1.84,64,0.0377960499999999,0.029715315,0.0533515885,0.4790870845,3.63636363636364e-07,0.0666666666666667,0.121212121212121,0.434294481903252,0.0175472518118213,0.0329010970878163,4.109,0.708335902682263
"090519",22.13069392,-0.22184875,0.915933351328264,-11.76000021,3.44619,1.42452,0.63,489.767613380725,0.0492168678765625,0.838933904075426,138.2976049392,11.8762255161,2.0292572304,0.3969,1.46604,-5.920818754,1.02,8.24011648989424,0.21145,0.24029,0.3065,0.03,6.06060606060606e-08,0.121212121212121,0.121212121212121,0.434294481903252,0.0219340647449938,0.0877362590478575,3.85,0.685741738602264
"090530",20.90942658,0.397940009,1.55360498482393,-11.16052195,3.6839464,0.88610581,1.09,437.204119904411,0.15835625076292,2.41368844886978,124.557250196432,13.571461078073,0.785183506515756,1.1881,2.03975,-5.958607315,1.61,35.7770876399966,0.0891756250000002,0.115365029,0.0385142015,0.035,6.06060606060606e-08,0.103030303030303,0.181818181818182,0.434294481903252,0.023928070636996,0.0315850532054756,1.266,0.355259905527378
"090812",21.77771022,0.556302501,1.16608577800508,-10.16730017,3.52924,1.37252,0.53,474.268662426292,0.309472472618855,1.35975604166572,103.373992746882,12.4555349776,1.8838111504,0.2809,1.88559,-5.236572006,1.24,14.6583733159175,0.10615,0.13258,0.08412,0.015,1.21212121212121e-07,0.0303030303030303,0.121212121212121,0.434294481903252,0.00907616471193707,0.0146227098205568,2.452,0.538070787043172
