"","log10Ta","log10PeakFlux","log10NH","log10Fa","Alpha","PhotonIndex","log10T90","Gamma","Beta","log10Fluence","log10TaSqr","log10PeakFluxSqr","log10NHSqr","log10FaSqr","AlphaSqr","PhotonIndexSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"090205A",3.70655,-0.301029996,21.81792086,-11.3419886,1.29089,2.15,0.944482672150169,2.03416,1.01,-6.721246399,13.7385129025,0.09061905849176,476.021670653223,128.64070540253,1.6663969921,4.6225,0.892047517991923,4.1378069056,1.0201,45.1751531560705,0.0885407573811254,0.13445,0.114585,0.084185,0.025,0.0415592805603905,0.139393939,0.0526417557651133,"090205A",4.6497,0.752025387323213
"090313A",3.64043899042192,-0.045757491,21.14580437,-10.3227766254626,1.27148514106962,1.87,2.15896526038341,2.03526,0.924944448086223,-5.899629455,13.2527960429842,0.00209374798261508,447.145042454311,106.559717259197,1.61667446396084,3.4969,4.66113099554241,4.1422832676,0.855522232045527,34.8056277063036,0.000756704468657758,2.02991942237785,0.73195122511506,0.471867653341738,0.25642792187046,0.00464486077306445,0.03030303,0.0267321414553261,"090313A",3.38,0.6414741105041
"090418A",3.52813657,0.278753601,22.02365981,-10.04720756,1.52909667,1.48,1.7481880270062,2.03408,0.98,-5.337242168,12.4477476565714,0.0777035700704672,485.041591426609,100.946379753721,2.33813662620509,2.1904,3.05616137776783,4.1374814464,0.9604,28.4861539598773,0.032023099707459,0.028659405,0.030759021,0.042154514,0.003531332,0.0114438598573077,0.042424242,0.0415592806019498,"090418A",1.608,0.416307587059883
"090423A",3.91521772,0.230448921,22.7516324,-11.2798407,1.43267533,0.8,1.01283722470517,1.8158,0.77,-6.229147988,15.328929795002,0.0531067051900642,517.63677686473,127.234806217376,2.05255860119061,0.64,1.02583924374848,3.29712964,0.5929,38.8022846564045,0.0447672759398327,0.08569564,0.077643595,0.064053366,0.005,0.017844662826724,0.303030303,0.0309657384329063,"090423A",8.26,0.966610986681934
"090424A",2.99599056,1.851258349,21.63012977,-9.050609993,1.1284106,1.19,1.68124123737559,1.96315,0.924,-4.677780705,8.97595943560911,3.42715747474221,467.86251386704,81.9135412453915,1.27331048219236,1.4161,2.8265720982522,3.8539579225,0.853776,21.8816323240703,0.020561192440785,0.011257098,0.013394814,0.005546887,0,0,0.090909091,0.00741433173843615,"090424A",0.544,0.188647295999717
"090516A",4.33113504,0.204119983,21.19589965,-11.27490548,1.76098314,1.84,2.32221929473392,2.09,0.502,-5.045757491,18.7587307347158,0.0416649674599203,449.26616197287,127.123493582934,3.10106161936426,3.3856,5.3927024528345,4.3681,0.252004,25.4596686579826,0.13235641353242,0.03779605,0.029715315,0.053351589,0.479087085,0.0175472518118213,0.066666667,0.0329010970302395,"090516A",4.109,0.708335902682263
"090519A",3.44619,-0.22184875,22.13069392,-11.76000021,1.42452,1.02,1.80617997398389,1.46604,0.63,-5.920818754,11.8762255161,0.0492168678765625,489.767613380725,138.2976049392,2.0292572304,1.0404,3.26228609842043,2.1492732816,0.3969,35.0560947177181,0.0559162050288593,0.21145,0.24029,0.3065,0.03,0.0219340647449938,0.121212121,0.0877362588943192,"090519A",3.85,0.685741738602264
"090529A",4.472757799,-0.397940009,21.91952315,-12.1873998,0.8815438,2,2,2.22623,0.64,-6.167491087,20.0055623285153,0.15835625076292,480.465495123386,148.53271388504,0.77711947131844,4,4,4.9561000129,0.4096,38.0379463082244,0.0457201049030991,0.11547934,0.21900534,0.113675222,0.125,0.0658021941832558,0.181818182,0.065802194705171,"090529A",2.625,0.559308010907013
"090530A",3.6839464,0.397940009,20.90942658,-11.16052195,0.88610581,1.61,1.68124123737559,2.03975,1.09,-5.958607315,13.571461078073,0.15835625076292,437.204119904411,124.557250196432,0.785183506515756,2.5921,2.8265720982522,4.1605800625,1.1881,35.5050011343715,0.323703994596272,0.089175625,0.115365029,0.038514202,0.035,0.023928070636996,0.103030303,0.0315850532370607,"090530A",1.266,0.355259905527378
"090618A",3.67275453,1.589949601,21.39200012,-9.640164518,1.30942861,1.42,2.05384642685225,1.82831,0.8945,-3.978810701,13.4891258376355,2.52793973372006,457.61766913408,92.9327719341062,1.71460328468653,2.0164,4.21828514509377,3.3427174561,0.80013025,15.8309345943921,0.00227712475506529,0.009695255,0.014245613,0.010591616,0.002482662,0.00250675025669951,0.048484848,0.00541303397821518,"090618A",0.54,0.187520720836463
"090726A",3.59092558460477,0.294466226,21.52664292,-10.6255158895739,1.34118302300063,1.46,2.23426412437879,2.13395,0.972922460602301,-5.27572413,12.8947465541691,0.0867103582546831,463.396355405186,112.901587919588,1.79877190118511,2.1316,4.99193617748612,4.5537426025,0.946578114344436,27.8332650958643,0.233102740892789,2.08335671259062,0.727007269120475,0.483479210050569,0.270320677620476,0.00464486077306445,0.13,0.0404936579440628,"090726A",2.71,0.569373909615046
"090809A",4.56066,0.041392685,21.91952315,-11.8559,1.6367,1.34,0.732393759822969,1.94644,0.96,-6.468521083,20.7996196356,0.00171335437150922,480.465495123386,140.56236481,2.67878689,1.7956,0.536400619427624,3.7886286736,0.9216,41.8417650012155,0.0978170519847638,0.338,0.237865,0.319405,0.01,0.0387071730789222,0.145454545,0.0478561411902437,"090809A",2.737,0.572523097849638
"090812A",3.52924,0.556302501,21.77771022,-10.16730017,1.37252,1.24,1.82412583391655,1.88559,0.53,-5.236572006,12.4555349776,0.309472472618855,474.268662426292,103.373992746882,1.8838111504,1.5376,3.32743505796175,3.5554496481,0.2809,27.4216863740229,0.0954430381792181,0.10615,0.13258,0.08412,0.015,0.00907616471193707,0.03030303,0.0146227097949671,"090812A",2.452,0.538070787043172
"090927A",4.20121889,0.301029996,21.01785522,-11.6716204,1.13087741,1.8,0.342422680822206,2.06549,0.92,-6.698970004,17.6502401616928,0.09061905849176,441.750238048881,136.226722761696,1.27888371644831,3.24,0.117253292341467,4.2662489401,0.8464,44.8761991144918,0.079140097248206,0.076268475,0.093241949,0.074843971,0.01,0.0394813165061122,0.121212121,0.0263208776246799,"090927A",1.37,0.374748346010104
"091018A",2.89655535,1.012837225,21.19187281,-9.627087997,1.18074867,1.77,0.643452676486187,1.98015,0.91,-5.853871964,8.39003289561362,1.0258392443457,449.095473195217,92.6808233019815,1.39416742170677,3.1329,0.414031346877238,3.9209940225,0.8281,34.2678169709052,0.0593271632973848,0.024288603,0.034497878,0.016335114,0.002061639,0.0188006269082896,0.145454545,0.0102217000493888,"091018A",0.971,0.294686624279443
"091020A",2.95265011,0.62324929,21.70587483,-9.71219827,1.17417264,1.53,1.53907609879278,2.08587,0.895,-5.431798276,8.71814267208301,0.388439677485504,471.145002135627,94.326795235791,1.37868138852457,2.3409,2.36875523787519,4.3508536569,0.801025,29.5044325111566,0.0611908230548872,0.034480687,0.045271255,0.018244861,0.002182887,0.00711375072842337,0.042424242,0.0188006269582444,"091020A",1.71,0.432969290874406
"091024A",3.81985014642658,0.204119983,20.42473959,-10.2170443175013,1.59586943995137,1.17,0.938519725176492,1.75592,0.867370833066929,-5.974694135,14.5912551411551,0.0416649674599203,417.169987319313,104.387994585785,2.54679926937071,1.3689,0.880819274545358,3.0832550464,0.752332162055219,35.6969700068034,0.0944541322659323,2.01127831075502,0.744633923239831,0.490577011668017,0.247802142342297,0.0032494910720681,0.03030303,0.0267321414553261,"091024A",1.09,0.320146286111054
"091029A",4.30368998,0.255272505,21.45058625,-11.34678749,1.12123368,1.46,1.59328606702046,2.11535,1.064,-5.619788758,18.5217474439524,0.065164051808975,460.127650468689,128.74958634322,1.25716496516634,2.1316,2.53856049136152,4.4747056225,1.132096,31.5820256845432,0.0535069670692151,0.02563352,0.034224003,0.026782025,0.002,0.0109670323640116,0.163636364,0.0146227099269182,"091029A",2.752,0.574262829707027
"091109A",3.37933883,0.113943352,21.89596701,-11.14630179,1.06152816,1.31,1.68124123737559,1.96352,0.89,-5.795880017,11.4199309279458,0.0129830874649959,479.433371303008,124.240043593757,1.12684203447299,1.7161,2.8265720982522,3.8554107904,0.7921,33.5922251714599,0.151171637033423,0.05941034,0.074268877,0.033719571,0.03,0.0329010970878164,0.151515152,0.0809873158881255,"091109A",3.076,0.610234175334389
"091127A",3.98466812,1.667452953,20.87872913,-9.844663963,1.39581701,2.05,0.851258348719075,1.80187,0.758,-5.045757491,15.8775800265443,2.78039935046842,435.921330083911,96.9174085443909,1.94830512540534,4.2025,0.724640776263927,3.2467354969,0.574564,25.4596686579826,0.00919722887858148,0.018562516,0.021935207,0.013587309,0.00244132,0.00877362590591064,0.042424242,0.0152830902649864,"091127A",0.49,0.173186268412274
"091208B",3.31388094,1.181843588,21.91211094,-10.18045606,1.1606541,1.74,1.17318626841227,2.03333,0.86,-5.48148606,10.9818068844953,1.39675426649671,480.140605846868,103.641685589591,1.34711793984681,3.0276,1.37636602039112,4.1344308889,0.7396,30.0466894259743,0.0844607533808763,0.036806415,0.052928177,0.030502454,0.034663611,0.0159520470810336,0.066666667,0.0173163668981098,"091208B",1.063,0.314499227973151
"100219A",4.7218991,-0.397940009,22.27837171,-12.13548892,1.57242835419085,1.34,1.27415784926368,1.58721,0.46,-6.431798276,22.2963311105808,0.15835625076292,496.325846048928,147.270091327443,2.47253092906334,1.7956,1.62347822484025,2.5192355841,0.2116,41.3680290631566,0.153567256521456,0.326395625,0.103773463,0.730853403,0.005,0.0426825043705403,0.151515152,0.065802194705171,"100219A",4.6667,0.753330221324521
"100316B",3.5543767,0.113943352,21.41315218,-11.1481304,1.36246063,2.23,0.57978359661681,2.23535,1.08,-6.698970004,12.6335937255029,0.0129830874649959,458.523086283839,124.280811415404,1.8562989683,4.9729,0.336149018905924,4.9967896225,1.1664,44.8761991144918,0.0508837166213357,0.10431242,0.207348761,0.13322096,0.02,0.0263208776707414,0.109090909,0.0202468291390677,"100316B",1.18,0.338456493604605
"100316D",4.72690804271993,0.688419822,20.96124782,-10.9131447749931,1.82559208040454,1.37,2.25285303097989,1.96436,0.915348845583007,-4.920818754,22.3436596443303,0.473921851322512,439.373910171455,119.09672887996,3.33278644403578,1.8769,5.07534677919529,3.8587102096,0.837863509110144,24.2144572097181,0.0507507175232146,2.13606725833859,0.840949075691148,0.515813315157059,0.253613483411322,0.00464486077306445,0.042424242,0.0244408150465787,"100316D",0.06,0.0253058652647703
"100418A",5.54363,0,20.96124782,-12.48811664,1.81145,2.16,0.845098040014257,2.26662,0.84,-6.468521083,30.7318335769,0,439.373910171455,155.953057214245,3.2813511025,4.6656,0.714190697235938,5.1375662244,0.7056,41.8417650012155,0.0597638752654211,0.10745,0.075475,0.16786,0.01,0.0387071730789222,0.151515152,0.0526417552900893,"100418A",0.6235,0.21045229296202
"100425A",3.60199415,0.146128036,20.53466438,-11.50168945,0.86819371,2.42,1.568201724067,2.17077,1.46,-6.327902142,12.9743618566342,0.0213534029052173,421.672441199241,132.288860204241,0.753760318083564,5.8564,2.4592566473667,4.7122423929,2.1316,40.0423455187282,0.0442926372656583,0.070859065,0.115125536,0.055076895,0.035,0.0504016806776366,0.193939394,0.037601253750777,"100425A",1.755,0.440121603187804
"100508A",3.8386096081741,1.1430148,22.27837171,-10.886853699728,1.24209141145759,1.65,1.84123429550604,2.00022,0.828988423054067,-5.27572413,14.7349237239665,1.30648283301904,496.325846048928,118.523583479282,1.54279107441671,2.7225,3.39014373094763,4.0008800484,0.687221805557669,27.8332650958643,0.0611908230548872,2.13170443422891,0.759989350032381,0.489836430876143,0.238215932319725,0.0325421760411363,0.03030303,0.04386812953948,"100508A",0.5201,0.181872159010334
"100513A",3.74522911,-0.22184875,22.05240534,-11.57186521,0.96306136,1.62,1.92427928606188,2.25722,1.36,-5.853871964,14.0267410863914,0.0492168678765625,486.30858127966,133.908064438408,0.92748718312505,2.6244,3.70285077076682,5.0950421284,1.8496,34.2678169709052,0.0768849139192809,0.09817689,0.128616618,0.061569437,0.025,0.0188006269082896,0.084848485,0.0438681298090717,"100513A",4.772,0.761326322421457
"100621A",3.64164386,1.10720997,22.28454803,-9.804100348,0.94079321,1.9,1.80345711564841,2.3024,0.27,-4.677780705,13.2615700030757,1.2259139176674,496.601080901377,96.1203836336537,0.885091863982104,3.61,3.2524575679829,5.30104576,0.0729,21.8816323240703,0.0114965181804537,0.041282476,0.060455075,0.024177265,0.150679792,0,0.018181818,0.00616895571002009,"100621A",0.542,0.188084373714938
"100704A",3.62503495,0.633468456,21.52730245,-10.35163999,1.01294211,1.73,2.29556709996248,2.11575,1.29,-5.22184875,13.1408783887215,0.401282284747024,463.424750773776,107.156450482567,1.02605171821125,2.9929,5.26962831043015,4.4763980625,1.6641,27.2677043678766,0.0511462885027281,0.04763446,0.053639373,0.01813996,0.01,0.00877362590478576,0.036363636,0.0122422686602628,"100704A",3.6,0.662757831681574
"100728A",4.03148606,0.707570176,21.52592288,-10.17587417,1.5588143,1.18,2.29776051109913,1.90402,0.96,-4.420216403,16.2528798519743,0.500655553964671,463.365355835707,103.548415123673,2.42990202188449,1.3924,5.27970336636655,3.6252921604,0.9216,19.5383130493503,0.0276692267800383,0.0760751,0.053762484,0.034265796,0.005,0,0.012121212,0.0103219128043059,"100728A",1.567,0.409425868671443
"100814A",5.22729477,0.397940009,20.89608288,-11.49349497,1.76532941,1.47,2.2417954312952,1.89414,1.1425,-5.045757491,27.3246106124694,0.15835625076292,436.646279727829,132.100426625415,3.11638792581095,2.1609,5.02564675577603,3.5877663396,1.30530625,25.4596686579826,0.0235643330368845,0.04362636,0.035347138,0.084015169,0.01745135,0.00584908393727375,0.024242424,0.0210567021001345,"100814A",1.44,0.387389826338729
"100816A",3.97801299,1.037426498,21.34783526,-11.5559552,1.04455013,0.73,0.462397997898956,1.91138,1.09,-5.698970004,15.8245873486087,1.07625373875254,455.730070288099,133.540100584407,1.09108497408302,0.5329,0.213811908460963,3.6533735044,1.1881,32.4782591064918,0.093024842605729,0.08674922,0.112014005,0.047175154,0.015,0.0131604388353707,0.145454545,0.00965903766658571,"100816A",0.804,0.256236533205923
"100901A",4.91124,-0.096910013,21.53188109,-11.34103516,1.50754,1.52,2.64246452024212,1.98285,1.075,-5.677780705,24.1202783376,0.00939155061966017,463.6219032739,128.619078500356,2.2726768516,2.3104,6.98261874073842,3.9316941225,1.155625,32.2371937340703,0.0223211438643939,0.0283,0.02425,0.036255,5e-04,0.0376012538214001,0.127272727,0.0658021941113909,"100901A",1.408,0.381656482585787
"100906A",3.94074768,1.004321374,21.96198081,-10.4698003,1.71220056,1.78,2.05842602445701,2.02817,0.87,-4.920818754,15.5294922774254,1.00866142227325,482.328601098808,109.61671832188,2.93163075766431,3.1684,4.23711769816187,4.1134735489,0.7569,24.2144572097181,0.00604043447967716,0.048743085,0.039933316,0.059340084,0,0,0.018181818,0.0104241099532164,"100906A",1.727,0.43568513794163
"101219B",4.42003952,-0.22184875,20.49692965,-11.99567863,0.66918137,1.56,1.53147891704226,1.85684,0.94,-5.677780705,19.5367493583618,0.0492168678765625,420.124125077049,143.896305794239,0.447803705955077,2.4336,2.34542767334492,3.4478547856,0.8836,32.2371937340703,0.0692396239964869,0.089446275,0.166829365,0.039390628,0.105,0.0501350050952,0.096969697,0.131604388703391,"101219B",0.55,0.190331698170291
"101225A",4.3440106520715,1.037426498,21.53188109,-11.3783085855345,1.15986524480557,1.58,1.53907609879278,2.20942,0.876966435570145,-5.13667714,18.8704285453107,1.07625373875254,463.6219032739,129.465906267648,1.34528738610788,2.4964,2.36875523787519,4.8815367364,0.769070129116605,26.3854520405986,0.147896600362852,2.22432905754056,0.798528384442869,0.468778787603284,0.245207374813463,0.000997002942546105,0.163636364,0.00704023475700731,"101225A",0.847,0.266466895440241
"110106B",3.87203946,0.322219295,21.29748256,-10.81530857,1.22519883,1.76,1.39445168082622,2.05121,1.03,-5.698970004,14.9926895797971,0.103825274070297,453.582763393504,116.970899464315,1.50111217303337,3.0976,1.94449549015906,4.2074624641,1.0609,32.4782591064918,0.2911632385275,0.045543555,0.058714404,0.049891228,0.005,0.0131604388353707,0.066666667,0.0376012538590013,"110106B",0.618,0.208978517276253
"110205A",4.12468107878746,0.176091259,22.02365981,-10.9523777467403,1.74589238881875,1.8,2.25285303097989,2.20942,0.883363503905622,-5.619788758,17.0129940017073,0.0310081314962051,485.041591426609,119.954578307292,3.04814023333524,3.24,5.07534677919529,4.8815367364,0.780331080032418,31.5820256845432,0.0601790284455221,2.14309394611618,0.773101848093549,0.504566472703439,0.246478816947644,0.00464486077306445,0.018181818,0.0358921059636159,"110205A",2.21,0.506505032404872
"110213A",3.84089,0.204119983,21.56708403,-9.896196279,1.8412,1.83,1.68124123737559,1.96436,1.1905,-5.229147988,14.7524359921,0.0416649674599203,465.139113557081,97.9347007924934,3.39001744,3.3489,2.8265720982522,3.8587102096,1.41729025,27.3439886804045,0.144764827301084,0.03588,0.023515,0.02785,0.226362665,0.017844662826724,0.072727273,0.0987032913621525,"110213A",1.46,0.390935107103379
"110422A",3.50066971,1.487138375,22.02088312,-9.681936665,1.42239886,0.86,1.41329976408125,1.89199,0.778,-4.387216143,12.2546884185115,2.21158054639764,484.919293384701,93.7398975850713,2.0232185169293,0.7396,1.99741622315212,3.5796261601,0.605284,19.2476654853998,0.00950159657498538,0.024137407,0.029472713,0.022779716,0.005,0.00641972626198059,0.060606061,0.00857357580371156,"110422A",1.77,0.442479769064449
"110503A",2.54166555,0.130333768,21.13638759,-9.08249449,1.14649063,0.88,1,1.90907,0.687,-5,6.4600637680568,0.0169868910810778,446.746880354706,82.4917061608804,1.3144407646778,0.7744,1,3.6445482649,0.471969,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.0105283510764424,0.151515152,0.0116981677590657,"110503A",1.613,0.417139409727326
"110715A",2.61109719,1.731588765,22.0746007,-9.075720714,0.95853538,1.25,1.11394335230684,1.85342,0.755,-4.928117993,6.8178285356259,2.99839965107422,487.287996064441,82.3687064785287,0.918790074711744,1.5625,1.24086979214859,3.4351656964,0.570025,24.2863469529303,0.133629071354847,0.02377653,0.035600881,0.009554076,0.0015,0.00446116571350155,0.072727273,0.00537160769705798,"110715A",0.82,0.260071387985075
"110726A",3.54389537988949,0.688419822,21.29748256,-10.7404478616495,1.15755456321781,1.78,2.03822263836872,2.03333,0.84498109389276,-5.13667714,12.5591944636021,0.473921851322512,453.582763393504,115.357220268811,1.33993256682638,3.1684,4.15435152355874,4.1344308889,0.713993049036205,26.3854520405986,0.0457201049030991,2.10386098902081,0.722992704412281,0.467329040578831,0.241856083526585,0.00382325157840621,0.048484848,0.0146227097949671,"110726A",1.036,0.308777773664721
"110731A",5.08952072,1.041392685,21.95954126,-12.08512818,1.42351927,1.15,1.58883172559421,1.85145,0.39,-5.22184875,25.9032211593093,1.08449872437151,482.221452349642,146.05032312703,2.02640711206133,1.3225,2.52438625225467,3.4278671025,0.1521,27.2677043678766,0.130539784510126,0.097418495,0.090702815,0.110855301,0.13,0.00438681295239289,0.03030303,0.00717842119827721,"110731A",2.83,0.583198773968623
"110801A",3.84455177121836,-0.397940009,22.13069392,-10.462960819451,1.5793716272342,1.82,2.56229286445647,2.07429,0.924944448086223,-5.882728704,14.7805783215782,0.15835625076292,489.767613380725,109.473549109367,2.49441473691241,3.3124,6.56534472324456,4.3026790041,0.855522232045527,34.6064970048655,0.0815374132522222,2.05402410702902,0.746785179701591,0.489494535526051,0.256078138585561,0.00464486077306445,0.072727273,0.0267321414553261,"110801A",1.858,0.456062224454951
"110808A",4.50711,-0.397940009,22.44245468,-12.08440021,0.807091,2.32,1.68124123737559,2.33721,1.4,-6.48148606,20.3140405521,0.15835625076292,503.663772063854,146.032728435448,0.651395882281,5.3824,2.8265720982522,5.4625505841,1.96,42.0096615459743,0.204728382142163,0.0837,0.155655,0.0776,0.025,0.0638081883241343,0.260606061,0.131604388324606,"110808A",1.348,0.370698092575577
"110818A",3.84627415,0.204119983,22.06812647,-11.28316228,1.37167718,1.58,2.01283722470517,1.95985,0.83,-5.397940009,14.7938248369582,0.0416649674599203,487.002205895915,127.309751036815,1.88149828613275,2.4964,4.05151369315882,3.8410120225,0.6889,29.1377563407629,0.0761271871111022,0.05514905,0.059648416,0.067338189,0.01,0.0131604388554913,0.066666667,0.0493516456810763,"110818A",3.36,0.639486489268586
"111008A",3.98993393,0.806179974,22.17059025,-10.66756154,1.21584288,1.86,1.80250006776439,1.94053,0.829,-5.27572413,15.9195727657652,0.649926150478641,491.535072033395,113.796869209687,1.47827390884669,3.4596,3.24900649429064,3.7656566809,0.687241,27.8332650958643,0.0161841208084427,0.028511085,0.035676696,0.027351291,0.001,0.0148986100001386,0.054545455,0.0287884599571287,"111008A",4.9898,0.777412321496744
"111107A",3.53004986451842,1.371067862,22.04291793,-10.745791477443,1.17574857102533,1.3,1.17318626841227,2.04425,0.924944448086223,-5.13667714,12.4612520459865,1.87982708220925,485.890230868716,115.472034476686,1.3823847022681,1.69,1.37636602039112,4.1789580625,0.855522232045527,26.3854520405986,0.0249128885171781,2.10697120810296,0.735360180216113,0.469389826940409,0.25630276538831,0.0152584798116998,0.090909091,0.0507946764616626,"111107A",2.893,0.590284403718162
"111123A",4.42202873,-0.045757491,21.35034301,-11.60730305,1.46723371,1.68,2.46239799789896,2.55463,1.25,-5.13667714,19.5543380889454,0.00209374798261508,455.837146644656,134.729484094539,2.15277475976036,2.8224,6.06340390005679,6.5261344369,1.5625,26.3854520405986,0.131921983968531,0.07308827,0.070655771,0.105884147,0.005,0.0108167990541397,0.042424242,0.029245419876464,"111123A",3.1516,0.618215503279417
"111209A",4.13326,-0.301029996,21.14009932,-9.057000407,2.77382,1.48,3.14612803567824,1.81212,0.2529,-4.443697499,17.0838382276,0.09061905849176,446.903799259465,82.0292563723982,7.6940773924,2.1904,9.89812161688061,3.2837788944,0.06395841,19.7464474626189,0.00916727683590926,0.02099,0.010455,0.04435,4.99999999999997e-05,0.00731135491027843,0.018181818,0.0526417557651133,"111209A",0.677,0.224533062606086
"111228A",4.10627835,1.093421685,21.41342718,-10.65757732,1.15297662,2.27,2.00518051250378,2.03824,0.99,-5.070581074,16.8615218876787,1.19557098122824,458.534863593163,113.583954331778,1.32935508626662,5.1529,4.02074888772492,4.1544222976,0.9801,25.710792428007,0.023242060923901,0.030118345,0.037264425,0.023299272,0,0.00619314768795071,0.036363636,0.0106132571364139,"111228A",0.714,0.234010817587179
"120118B",3.68307,0.342422681,21.451745,-10.95467702,1.0241,2.08,1.36660971039243,2.20884,1.01,-5.744727495,13.5650046249,0.117253292463228,460.177363545025,120.004948612516,1.04878081,4.3264,1.86762210053888,4.8789741456,1.0201,33.001893991809,0.366834332160994,0.1172,0.131765,0.077156,0.005,0.0146227098318706,0.066666667,0.0358921059636159,"120118B",2.943,0.595826777073223
"120119A",3.6228252755104,0.079181246,21.90370028,-10.5344833388668,1.53961083412611,0.8,2.85733249643127,1.82831,0.907352510163661,-5.11577123,13.124862976877,0.00626966971811252,479.772085956072,110.975339216861,2.3704015205585,0.64,8.16434899516215,3.3427174561,0.823288577700297,26.1711152776957,0.223182009809232,2.06680719934868,0.72875110200825,0.487750909779468,0.251581086665177,0.00877362590591064,0.13,0.0329010970302395,"120119A",1.728,0.435844365984441
"120327A",3.48517215,0.591064607,22.16619025,-10.15181088,1.44859414,1.52,1.79865064544527,1.75797,0.63,-5.443697499,12.1464249151356,0.349357369648064,491.339990199195,103.059264143286,2.09842498244234,2.3104,3.23514414436068,3.0904585209,0.3969,29.6338424606189,0.0519338355314378,0.04362492,0.051679097,0.058002882,0.02,0.00731135491027843,0.036363636,0.0134978859726414,"120327A",2.813,0.581266805273671
"120404A",3.79948,0.079181246,21.70983536,-11.02687215,1.90651,1.85,1.58771096501891,1.89579,0.69,-5.795880017,14.4360482704,0.00626966971811252,471.316951358306,121.591909412446,3.6347803801,3.4225,2.52082610844128,3.5940197241,0.4761,33.5922251714599,0.179553274171887,0.11705,0.068285,0.121385,0.005,0.0164505485439082,0.078787879,0.0438681294132183,"120404A",2.876,0.588383768378728
"120422A",5.23266697,-0.22184875,20.89722339,-12.73992861,0.86153199,1.19,0.728353782021228,2.32199,1.1,-6.638272164,27.380803618929,0.0492168678765625,436.693945411563,162.305780987897,0.74223736979336,1.4161,0.530499231784627,5.3916375601,1.21,44.0666573233372,0.181516258611527,0.11830242,0.217818621,0.214451933,0.035,0.0457754394646476,0.145454545,0.0877362588943192,"120422A",0.283,0.108226656374928
"120711A",3.97747673457023,0.222716471,22.7516324,-10.906128086792,1.35068224640027,1.8,2.68699356626468,2.20942,0.849778895144368,-5.721246399,15.8203211740475,0.0496026264546938,517.63677686473,118.943629845513,1.82434253074089,3.24,7.21993442514778,4.8815367364,0.722124170632782,32.7326603580705,0.0509829165954318,2.13478577791482,0.759973241531758,0.484153002485303,0.240639342436045,0.00464486077306445,0.03030303,0.096509884965017,"120711A",1.405,0.381115080709851
"120729A",3.52138487,0.462397998,21.34792103,-10.29756946,2.26312734,1.62,1.85430604180108,1.8831,0.645,-5.619788758,12.4001514026649,0.213811908554408,455.733732303116,106.039936783525,5.12174535705548,2.6244,3.43845089665999,3.54606561,0.416025,31.5820256845432,0.223182009809232,0.06906832,0.047294772,0.130088482,0.013331067,0.0109670323640116,0.048484848,0.0181523294061522,"120729A",0.8,0.255272505103306
"120802A",3.53838419,0.477121255,22.12127744,-11.17198494,0.54215516,1.21,1.69897000433602,2.03526,0.91,-5.721246399,12.520162676042,0.227644691972775,489.350915577453,124.813247499587,0.293932217514626,1.4641,2.88649907563353,4.1422832676,0.8281,32.7326603580705,0.269476254010303,0.07803221,0.220557212,0.11816229,0.055,0.0415592805603905,0.284848485,0.0175472517520363,"120802A",3.796,0.680879174426811
"120811C",3.15909591,0.612783857,21.91722026,-10.14327111,1.01613299,1.4,1.42813479402879,1.92121,0.65,-5.522878745,9.97988696857873,0.375504055399796,480.364543925354,102.885948810961,1.03252625336634,1.96,2.03956898991565,3.6910478641,0.4225,30.5021896319728,0.0598545187455953,0.05294686,0.084200302,0.03800099,0.090734018,0.026320877674116,0.181818182,0.0128394525014921,"120811C",2.671,0.564784384503987
"120815A",3.55825427739053,-0.22184875,21.63012977,-10.6676871813765,1.1390026784787,1.35,2.2380461031288,2.51,0.889760572241099,-5.619788758,12.661173502568,0.0492168678765625,467.86251386704,113.799549799704,1.29732710158165,1.8225,5.00885035972999,6.3001,0.791673875914808,31.5820256845432,0.0782292570058625,2.09060369343345,0.723794007856888,0.466721657169808,0.247699240322957,0.00877362590591064,0.121212121,0.0358921059636159,"120815A",2.36,0.526339277389844
"120907A",3.2113827,0.462397998,21.0438101,-10.37675071,1.05329104,1.73,1.22788670461367,1.82021,0.78,-6.173925197,10.3129788458593,0.213811908554408,442.841943524862,107.676955297485,1.10942201494428,2.9929,1.50770575936703,3.3131644441,0.6084,38.1173523381515,0.0352171865714314,0.04130341,0.062296694,0.028647271,0.005,0.0432133812541372,0.151515152,0.0363046588123045,"120907A",0.97,0.294466226161593
"120922A",3.59799,0.301029996,21.0163605,-10.59516628,1.06622,1.58,2.2380461031288,2.06954,1.17,-5.207608311,12.9455320401,0.09061905849176,441.68740866596,112.257548500849,1.1368250884,2.4964,5.00885035972999,4.2829958116,1.3689,27.1191843207963,0.0759139130615947,0.16365,0.133375,0.03563,0.005,0.0297171200079232,0.218181818,0.0263208776246799,"120922A",3.1,0.612783856719735
