"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_mad_idx","best_mad_val","n_candidates","minutes","best_r_formula"
24,4366,0.4632,156,0.1542,1583,0.118,17,5.6,"Response ~  (log10FaSqr+log10NHSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
25,1925,0.4957,1925,0.169,1925,0.1229,17,5.7,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10T90+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+log10Fa+Alpha+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr"
26,391,0.5142,391,0.1862,683,0.1245,16,5.5,"Response ~  (AlphaSqr+log10T90+Alpha)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
27,497,0.5476,497,0.1662,6335,0.1044,15,5.2,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
28,659,0.5706,659,0.1532,1310,0.097,17,5.2,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
29,1310,0.4684,1310,0.1669,1310,0.1295,17,5.2,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
30,134,0.5013,134,0.1703,6170,0.0986,17,5.2,"Response ~  (log10TaSqr+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
31,1361,0.412,818,0.1891,2247,0.1455,17,5.2,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
32,1890,0.5552,337,0.1467,2041,0.0937,17,5.2,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr"
33,195,0.5554,195,0.1534,1766,0.1238,16,5.2,"Response ~  (log10Fa+log10NH+PhotonIndex)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
