log10T90,Gamma,log10Fluence,PhotonIndex,log10NH,log10PeakFlux,T90Err,log10FluenceErr,PhotonIndexErr,log10PeakFluxErr,Redshift_crosscheck,GRB
1.567026366,2.22288,-5.677780705,1.74,21.46788768,0.491361694,5.398832468,0.02068069,0.08,0.028018999,1.45,141221A
2.01762288488796,2.01678,-6.26760624,2.2,21.52664292,0.079181246,3.388285726,0.039006078,0.151515152,0.0542106768002651,3.5,150120B
1.169968174,1.84772,-4.657577319,1.08,22.01715025,1.58546073,2.631341157,0.005922197,0.03,0.010152339,1.758,150314A
2.174931594,2.0639,-5.214670165,1.85,21.69269626,0.73239376,1.864331486,0.014239163,0.07,0.024127471,0.593,150323A
1.611723308,1.70996,-4.769551079,1.23,21.79039707,1.245512668,12.01358912,0.00766402,0.04,0.014805494,2.06,150403A
2.23578087,2.21622,-6.102372909,2.1,22.340573,-1.49776679460977,99.0437544,0.104450572,0.37,0.188398851647283,0.755,150821A
2.049992857,1.78547,-5.318758763,1.42,20.842422,0.041392685,35.39093667,0.036191207,0.12,0.157925266,1.3585,150910A
2.042181595,1.96079,-4.552841969,1.57,22.33647975,0.986771734,3.648780623,0.015510517,0.04,0.035818102,2.33,151021A
2.11290649,2.00612,-5.107905397,1.72,21.65076489,0.832508913,5.47526252,0.011135756,0.05,0.038320101,0.81,151027A
1.250420002,2.20942,-6.508638306,1.99,20.79066861,0.204119983,1.003450114,0.098066496,0.33,0.05428681,2.59,151215A
0.697062187810827,1.83834,-6.4710833,1.73,20.95374423,-0.705929807788426,2.461495511,0.005627928835757,0.0041822719666068,0.122191721784807,0.87,160117B
1.079181246,2.2054,-6.214670165,1.77,21.1034582,0.079181246,2.383886728,0.035597908,0.13,0.072382414,1.96,160121A
2.511883361,2.02332,-4.690369833,1.24,21.680967,0.806179974,1.000967534,0.010644473,0.05,0.020357554,0.972,160131A
1.305351369,1.75592,-5.920818754,1.93,22.0158332,0.113943352,3.236126049,0.036191207,0.2,0.133629071,3.52,160203A
2.500373714,1.72551,-5.508638306,0.75,21.4198963,-0.22184875,75.36821526,0.028018999,0.51,0.072382414,2.38,160227A
0.941014244,1.95129,-6.552841969,1.53,20.79066861,-0.045757491,0.44407209,0.062042069,0.22,0.096509885,0.726,160314A
1.447158031,1.93554,-5.853871964,1.84,20.72655851,0.255272505,9.225420765,0.031021034,0.11,0.048254942,4.99,160327A
2.483701382,2.51113,-5.677780705,2.2,22.05510681,0.447158031,8.820503864,0.041361379,0.18,0.031021034,0.555,160425A
2.15896526,1.87827,-4.943095149,1.4,21.30214687,0.462397998,19.22975247,0.011428802,0.23,0.044927015,0.736,160804A
1.26245109,1.83236,-5.721246399,1.47,22.18657496,0.462397998,30.24009631,0.045715209,0.15,0.089854031,2.823,161014A
1.643452676,1.95429741445854,-5.42056598348586,1.48429488273099,21.1872488303853,0.588209791507229,1.212679677,0.0255406174190192,0.159030747217934,0.0451456901736497,2.71,161023A
2.021602716,2.00325,-5.958607315,1.85,21.16074757,-0.22184875,11.8942948,0.039481317,0.17,0.072382414,1.159,161108A
2.099335278,1.92624,-4.698970004,1.19,21.87736847,0.832508913,1.095627703,0.0,0.12,0.019160051,1.549,161117A
1.550595207,1.74506,-5.443697499,1.57,21.51361441,0.531478917,2.093571159,0.012063736,0.06,0.025546734,0.645,161129A
0.84135947,1.86204,-5.823908741,1.29,21.16590877,0.72427587,0.791979781,0.028952965,0.35,0.032776942,0.1475,161219B
1.315130317,1.81917,-6.173925197,0.75,21.4429483,0.041392685,18.03329907,0.04537405,0.59,0.039481317,1.968,170113A
1.664641976,1.99768,-5.48148606,1.68,21.7153121,0.672097858,11.44830537,0.013160439,0.07,0.027720924,3.645,170202A
2.216693599,1.8473,-5.431798276,1.59,20.67248024,-0.0335186812736592,35.39093667,0.035213066,0.12,0.153952769308304,3.51,170405A
2.335257256,1.97351,-5.958607315,1.94,21.33992622,-0.15490196,49.40433008,0.078962633,0.26,0.062042069,0.818,170519A
2.215187969,2.06685,-5.698970004,1.95,22.16619025,-0.096910013,8.820503864,0.043429448,0.14,0.10857362,2.366,170531B
1.361727836,1.94001,-5.124938737,1.61,20.90203663,1.08334542328181,36.74353317,0.017371779,0.07,0.0231184496675564,0.557,170607A
2.337059726,1.89159,-5.022276395,1.65,21.08891889,1.1430148,18.07805176,0.013714563,0.05,0.012497683,2.01,170705A
3.0,1.84715,-5.552841969,1.76,21.06857952,-0.397940009,160.0586725,0.046531552,0.17,0.217147241,0.793,170714A
1.465382851,2.20256,-5.619788758,1.94,21.73970839,0.591064607,3.59505881,0.036191207,0.12,0.05567878,0.886,170903A
2.277379975,1.66173,-5.443697499,1.41,21.35536147,0.0,35.1681973,0.036191207,0.14,0.130288345,0.0368,171205A
2.242541428,1.99001,-5.721246399,2.07,20.02880298,-0.15490196,22.66456934,0.045715209,0.17,0.124084138,2.409,171222A
1.611723308,1.9512,-6.119186408,1.66,20.61397389,-0.22184875,32.58849643,0.062858412,0.22,0.144764827,2.487,180115A
1.190331698,1.88733,-6.0,2.04,21.4933967,0.531478917,3.123262328,0.043429448,0.13,0.038320101,1.409,180205A
1.973589623,1.85846,-5.187086643,1.18,22.14319598,0.973127854,7.52171255,0.013362907,0.05,0.013860462,2.248,180325A
2.322219295,1.86768,-5.48148606,0.97,21.41988474,0.146128036,44.04594331,0.039481317,0.56,0.124084138,1.998,180329B
2.29841638,1.99236,-5.0,1.3,21.21643247,0.556302501,27.4443118,0.013028834,0.2,0.024127471,1.1175,180620B
2.686993566,2.06008,-5.236572006,1.91,21.1034582,0.146128036,38.50431688,0.022463508,0.1,0.062042069,2.855,180624A
3.06444019010425,1.8461,-4.065501549,1.36,21.24271531,1.831869774,3.688453378,0.005049936,0.03,0.016629833,0.654,180720B
0.938519725,1.70111,-4.528708289,1.97,21.58733599,2.120573931,0.297321378,0.008803267,0.03,0.009541318,0.117,180728A
1.214843848,1.76613,-6.161150909,1.52,22.27837171,0.146128036,2.192792779,0.04405886,0.15,0.062042069,1.39,181010A
2.376576957,1.93674,-5.091514981,1.25,20.65703194,0.886490725,11.5888181,0.016084981,0.06,0.016920564,2.938,181020A
1.283301229,1.97913612783146,-5.37153011911936,1.62357778401957,21.1468434832998,0.899550776141651,2.36485691,0.0288230416508681,0.178235765696061,0.0293124960699646,0.45,181201A
1.823474229,1.83214,-6.096910013,2.06,21.6447605,-0.301029996,10.18381229,0.065144172,0.22,0.173717793,3.3765,190114A
2.268811904,1.5415,-5.292429824,1.64,20.95382587,0.740362689,9.689285646,0.025546734,0.09,0.02368879,2.469,190719C
1.764922985,2.0913,-5.193820026,2.56,22.04910001,1.255272505,8.854522046,0.047500959,0.21,0.065144172,0.0785,190829A
0.867467488,1.81479,-6.48148606,1.94,21.65033473,0.255272505,0.950286355,0.052641755,0.17,0.048254942,1.722,191011A
1.681241237,1.843,-4.721246399,1.24,21.45079548,0.681241237,16.0,0.022857604,0.05,0.063334612,1.148,191221B
2.660865478,1.90881,-5.26760624,1.36,21.1872488303853,0.301029996,5.385164807,0.016084981,0.22,0.043429448,1.465,200205B
2.580924976,2.00996423348564,-5.23247535249562,1.74656725545063,20.9938049880807,0.228369899911643,10.19803903,0.041388018888279,0.176273323751351,0.0694499683839808,1.2255,200613A
1.115277591,1.88219,-4.292429824,0.83,21.08966848,1.994317153,2.91,0.008515578,0.03,0.007040235,1.25,200829A
1.558708571,1.97336,-6.508638306,2.55,22.1524657,-0.522878745,32.58849643,0.098066496,0.37,0.289529655,4.56,201014A
0.990338855,2.1574,-6.698970004,3.03,21.35536147,0.255272505,22.627417,0.130288345,0.68,0.096509885,0.426,201015A
1.15136985,2.0761,-6.036212173,2.25,20.93258486,0.322219295,10.96645741,0.033044145,0.14,0.041361379,2.903,201020A
1.387033701,1.6168,-6.0,1.63,20.75199541,0.0,18.03329907,0.043429448,0.15,0.086858896,1.07,201021C
0.937517892,1.55046,-5.744727495,1.47,21.73058526,0.612783857,0.161839373,0.024127471,0.07,0.031777645,1.954,201104B
2.301029996,1.98957333119557,-5.18451228666849,1.71047871175346,21.0584880674433,0.493025576197725,4.086802216,0.0338538542545085,0.143781575971085,0.0534933364415772,0.876,210204A
0.819543936,1.85188,-6.008773924,1.53,21.12319546,0.84509804,0.58931824,0.035452611,0.58,0.031021034,0.715,210210A
1.10720997,1.88408,-5.920818754,1.6,21.05996459,0.681241237,0.597059548,0.036191207,0.4,0.027143405,2.826,210411C
0.485721426,1.71079,-6.823908741,1.85,21.15768338,0.176091259,1.409113169,0.086858896,0.25,0.057905931,2.486,210517A
1.841234296,1.91684,-4.443697499,0.98,21.03780485,1.130333768,2.53,0.012063736,0.11,0.022518973,1.13,210610B
1.784617293,1.92306,-4.022276395,1.41,21.83430305,2.06069784,0.277416677,0.004571521,0.02,0.008308242,1.937,210619B
1.700703717,1.83712,-5.602059991,1.62,20.54058972,0.342422681,10.53830531,0.034743559,0.14,0.098703291,1.145,210722A
2.257198426,1.70788,-4.698970004,1.3,21.53322281,1.442479769,42.72,0.00868589,0.4,0.010974951,1.736,210822A
2.780677274,2.08,-5.167491087,1.63,20.98677173,-0.045757491,20.65497765,0.019160051,0.09,0.096509885,1.1137,211024B
2.238948898,1.62241,-4.602059991,1.13,21.90370028,0.86332286,12.50116167,0.0,0.13,0.017847718,4.618,220101A
1.697316542,1.78537,-5.795880017,1.84,21.99532933,0.278753601,3.431095393,0.05428681,0.18,0.091430417,4.961,220117A
1.131939295,2.02179,-6.091514981,1.97,21.85427081,0.672097858,2.691501432,0.042893282,0.18,0.036961232,5.57,220521A
1.612783857,1.76412,-6.090443971,1.38,21.70983536,-0.22184875,11.18033989,0.064181451,0.22,0.144764827,3.81,230116D
1.580354661,2.0855,-5.886056648,1.82,22.22918251,0.51851394,11.56039866,0.066814536,0.18,0.052641755,1.664,230325A
1.491361694,2.08995,-5.769551079,1.89,20.96124782,0.380211242,6.32455532,0.051093469,0.17,0.090478017,3.7,230506C
0.992111488,2.00403,-5.721246399,1.36,21.31377445,0.826074803,1.249953617,0.022857604,0.1,0.032410036,2.42,230818A
0.873320602,1.66432281,-5.853871964,1.08,21.82763844,0.591064607,0.647,0.062042069,0.19,0.077950292,3.13,231210B
1.120573931,1.95905288678887,-6.01308853019273,1.89125935641635,20.9147184367958,0.329125184024259,32.58849643,0.0513926781795972,0.291747439511379,0.0729767332031779,0.83,970508A
