log10T90,Gamma,log10Fluence,PhotonIndex,log10NH,log10PeakFlux,T90Err,log10FluenceErr,PhotonIndexErr,log10PeakFluxErr,Redshift_crosscheck,GRB
1.428134794,1.92121,-5.522878745,1.4,21.91722026,0.612783857,3.693579286,0.043429448,0.3,0.021185097,2.671,120811C
0.986771734,1.84293,-6.30980392,2.29,21.77242733,0.342422681,30.24009631,0.062042069,0.23,0.059221975,2.36,120815A
1.227886705,1.82021,-6.173925197,1.73,21.0438101,0.462397998,1.370430613,0.071302079,0.25,0.059902687,0.97,120907A
2.238046103,2.06954,-5.207608311,1.58,21.0163605,0.301029996,30.24009631,0.049033248,0.36,0.043429448,3.1,120922A
1.838849091,2.00683,-5.958607315,1.41,21.94617755,0.113943352,32.06243908,0.039481317,0.22,0.066814536,2.298,121024A
1.796574333,2.37144,-5.698970004,1.82,22.07736427,0.113943352,4.820058467,0.021714724,0.09,0.066814536,1.773,121027A
1.367355921,1.98504,-5.161150909,1.32,22.04029767,1.11058971,1.63061216,0.025176492,0.18,0.013466496,2.2,121128A
2.260071388,2.0682,-5.886056648,2.36,21.66138196,0.0,39.28730733,0.089197405,0.26,0.130288345,1.023,121211A
2.890979597,1.96847804960143,-5.207608311,1.53,21.6003032,0.255272505,4.086802216,0.0302144713479088,0.08,0.0649371985063369,3.1,121217A
1.81756537,1.95045663425091,-5.26760624,1.59,21.1575730258515,0.397940009,0.44407209,0.040212452,0.14,0.121602455,0.6,130215A
1.447158031,2.03183,-5.638272164,1.28,20.06405721,0.69019608,13.06603535,0.075529475,0.26,0.088631527,3.757,130408A
2.07200023240372,1.68684,-5.744727495,2.07,21.12149747,-0.22184875,46.08809848,0.048254942,0.17,0.144764827,1.218,130418A
2.091666958,2.29559,-5.148741651,1.52,20.79265849,0.531478917,11.73673073,0.018350471,0.25,0.025546734,1.297,130420A
2.211734423,1.78644,-3.508638306,1.21,20.99021494,2.519827994,1.824859447,0.00420285,0.02,0.006035512,0.34,130427A
0.73479983,2.06879,-6.657577319,1.35,21.01365445,0.113943352,2.212184473,0.078962633,0.31,0.066814536,1.3033,130511A
2.309630167,2.0604,-5.040958608,1.8,21.19799139,0.447158031,12.81269759,0.009544934,0.05,0.046531552,3.6,130514A
1.57634135,2.08823,-5.853871964,1.51,21.35024026,-0.096910013,4.559271868,0.031021034,0.12,0.10857362,1.06,130604A
2.441820772,1.86465,-5.537602002,1.52,20.24962877,0.414973348,19.31096766,0.029951344,0.12,0.033407268,5.913,130606A
1.770852012,1.95922507826468,-5.28621275756824,1.7069931932884,21.1002489320261,0.697313985603386,2.240000004,0.0328032555071814,0.171786515728631,0.043879736569635,0.15,130702A
1.511883361,1.79449,-5.187086643,1.93,21.1872488303853,1.133538908,1.864331486,0.001336291,0.05,0.019160051,0.4791,130831A
1.613841822,2.09466,-4.537602002,1.3,20.84178667,1.44870632,4.042662472,0.0,0.03,0.010818724,1.295,131030A
2.050379756,2.24976,-5.148741651,1.45,21.32749584,0.544068044,4.086802216,0.030584118,0.11,0.074450483,1.686,131105A
1.971275849,1.88134,-4.795880017,1.04,22.00531353,1.28780173,13.75282388,0.008143022,0.15,0.011193157,2.73,140206A
1.77815125,1.96657,-4.920818754,1.8,20.99187128,1.371067862,2.62312486,0.0,0.04,0.014784493,1.2076,140213A
1.976349979,1.87322,-4.795880017,1.21,22.04094236,0.69019608,3.817215769,0.0,0.04,0.017726305,3.956,140419A
2.127104798,2.06486,-5.026872146,1.33,21.81946365,0.322219295,23.01198296,0.013860462,0.06,0.041361379,3.26,140423A
2.239549721,2.15785,-5.958607315,2.0,21.67796993,0.397940009,3.69174647,0.078962633,0.22,0.034743559,1.6,140430A
2.045714059,1.74751,-5.552841969,1.68,21.81764402,1.037426498,9.556709938,0.046531552,0.16,0.035859177,0.889,140506A
1.17092730333444,1.93407,-5.920818754,1.59,20.90144742,0.204119983,5.171156949,0.04379136,0.121212121,0.117055576617339,2.4,140509A
2.189770956,1.84304,-4.853871964,1.45,21.32824297,0.832508913,4.787065924,0.00930631,0.04,0.019160051,0.725,140512A
1.781755375,1.93772,-6.0,0.92,22.46148952,0.0,2.429189161,0.043429448,0.61,0.043429448,4.707,140518A
2.857332496,1.77015,-5.886056648,1.5,21.0584880674433,-1.4317581319867,160.0586725,0.133629071,0.46,0.163321606984505,4.233,140614A
1.62324929,1.95996,-5.619788758,1.86,21.74269921,0.62324929,11.54148842,0.036191207,0.11,0.041361379,2.275,140629A
0.84509804,2.01128440967262,-6.05905855564194,1.83370502309806,20.8744034307407,0.574153872694756,4.820058467,0.0466131295127891,0.249571169609986,0.0548014009952138,1.32,140801A
1.898725182,2.00735,-5.366531544,1.72,21.4811071,0.397940009,0.566646277,0.020199743,0.07,0.034743559,1.21,140907A
0.593286067,1.79496,-6.173925197,1.86,21.49730845,0.785329835,1.073372291,0.019446022,0.08,0.021358745,0.573,141004A
2.74028372,1.93447,-5.27572413,1.73,21.59590717,-0.045757491,37.82221354,0.032776942,0.13,0.144764827,1.47,141121A
0.857935265,1.80565,-5.585026652,0.62,21.48574413,0.949390007,0.473776348,0.016703634,0.38,0.034157993,1.3195,141220A
