"log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","log10Fa_native","log10Ta_native","Alpha_native","Beta_native","Redshift_crosscheck","is_optical","GRB"
1.77815125,-10.6644526630363,3.73173351788558,1.20648726128049,0.913805347408734,2.0146549872069,-5.70558194498092,1.8144820875664,20.9181675200872,0.365016103959771,-12.4,3.8,0.98,0.85,1.69,1,"080603A"
1.77815125,-10.612878786063,3.88118127765263,1.34218817738978,0.89279441070083,1.83449,-5.619788758,1.21,21.31611509,0.544068044,-12.2511,4.19971,1.26607,0.62115,2.6893,1,"080603B"
1.899984563,-10.0540393,3.46298403,1.7256074,1.06,2.03418,-4.619788758,1.31,22.38386741,1.36361198,-10.9548846710557,3.0527797005325,2.057341957246,2.45065408535278,3.036,0,"080607A"
2.077948999,-11.23284413,4.09266933,1.52133785,1.3,2.00149,-5.853871964,1.47,20.89722339,0,-13.706915370967,4.80464038304241,1.63306383606258,5.02410465365645,0.845,0,"080710A"
2.03666881,-9.931814138,3.2687548,1.44529526,1.079,2.11482,-5.337242168,1.34,21.45079548,0.301029996,-10.669538539478,2.51241048525754,1.47511955501275,2.65438558867682,3.35,0,"080810A"
2.10720997,-10.11125904,3.67820615,1.36946226,0.375,1.86248,-5.744727495,1.78,22.33533151,-0.301029996,-11.0884695335481,3.65155367546002,1.31761060292615,-4.89440274501394,2.374,0,"080905B"
1.77815125,-10.75269955,3.60698,0.998947,0.83,1.88453,-5.397940009,1.17,21.7431239,0.431363764,-12.585972708596,3.45339390938076,0.548031787177123,-0.0155693759382373,0.6887,0,"080916A"
2.368584372,-11.1260984,4.08450503,1.76031774,0.99,2.13864,-5.602059991,1.77,21.51035195,0.322219295,-13.4577074286782,4.78192631274378,2.12943707783954,1.70006433626421,1.692,0,"080928A"
0.958563883,-10.58502665,3.58176278,1.00469263,0.92,2.102,-6.148741651,2.51,21.69605744,0.414973348,-12.194524559929,3.38323655261825,0.559965749441274,0.949474587175639,0.5295,0,"081007A"
2.268297087,-10.79317412,3.85550833,1.47398467,0.84,1.98207,-5.366531544,1.69,21.1376737,0.113943352,-12.6804643974413,4.14482978983858,1.53470890140658,0.0916577310744156,1.9685,0,"081008A"
2.414973348,-11.3994,4.75426,2.20023,0.945,2.51,-5.431798276,1.25,20.90308999,-0.301029996,-14.0957557080824,6.64526566473217,3.04315695022557,1.21754235470727,3.038,0,"081028A"
2.431283332,-11.86327943,4.48156171,2.51960373,0.87,1.95818,-5.677780705,1.43,21.49704581,-0.301029996,-15.1787258486249,5.886586031527,3.70651223798011,0.413339052112374,3.8479,0,"081029A"
