"formula_idx","wins","formula","r","rmse","bias"
61,0,"Response ~  (Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.26
65,0,"Response ~  (PhotonIndexSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,-0.19
72,0,"Response ~  (log10PeakFluxSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.25
74,0,"Response ~  (log10TaSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.5,0.17,-0.25
85,0,"Response ~  (log10PeakFluxSqr+log10NHSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.25
97,0,"Response ~  (log10FaSqr+PhotonIndexSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.57,0.16,-0.24
100,0,"Response ~  (log10FaSqr+log10TaSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.43,0.16,-0.32
103,0,"Response ~  (AlphaSqr+log10FaSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.54,0.17,-0.041
104,0,"Response ~  (log10T90Sqr+log10FaSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.67,0.14,-0.29
123,0,"Response ~  (log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.59,0.16,-0.055
126,0,"Response ~  (log10FaSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.16,-0.21
141,0,"Response ~  (log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.51,0.19,-0.6
143,0,"Response ~  (PhotonIndexSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.46,0.16,-0.12
145,0,"Response ~  (log10FaSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.41,0.17,-0.033
163,0,"Response ~  (log10PeakFluxSqr+log10NHSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.53,0.17,0.075
169,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.38,0.18,-0.3
175,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.53,0.16,-0.29
181,0,"Response ~  (AlphaSqr+log10FaSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.49,0.17,-0.23
185,0,"Response ~  (log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.58,0.15,-0.056
187,0,"Response ~  (log10T90+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.44,0.17,-0.31
208,0,"Response ~  (log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.42,0.18,-0.062
210,0,"Response ~  (log10TaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.47,0.18,-0.2
213,0,"Response ~  (log10T90Sqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.67,0.14,-0.27
247,0,"Response ~  (AlphaSqr+log10FaSqr+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.6,0.15,-0.18
248,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.41,0.17,-0.31
250,0,"Response ~  (log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.59,0.16,-0.15
257,0,"Response ~  (log10FaSqr+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.16,-0.25
259,0,"Response ~  (log10T90Sqr+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.59,0.15,-0.028
263,0,"Response ~  (log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.55,0.15,-0.13
264,0,"Response ~  (PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.65,0.14,-0.27
265,0,"Response ~  (log10TaSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.43,0.17,-0.083
267,0,"Response ~  (AlphaSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.52,0.17,-0.17
271,0,"Response ~  (log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.21
274,0,"Response ~  (log10FaSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.48
281,0,"Response ~  (log10FaSqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.51,0.15,-0.22
283,0,"Response ~  (log10T90Sqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.54,0.17,-0.4
284,0,"Response ~  (log10PeakFluxSqr+log10NHSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.57,0.16,-0.25
290,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.24
292,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.61,0.16,-0.12
294,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.17,-0.3
298,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.52,0.18,-0.43
299,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.52,0.18,-0.35
300,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.53,0.16,-0.26
302,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.45,0.17,-0.27
303,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.51,0.18,-0.35
308,0,"Response ~  (log10PeakFluxSqr+log10Fa+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.41,0.16,-0.098
311,0,"Response ~  (log10FaSqr+log10Fa+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.42,0.18,-0.27
341,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.16,-0.12
353,0,"Response ~  (PhotonIndexSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.51,0.16,-0.32
355,0,"Response ~  (log10FaSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.55,0.16,-0.16
357,0,"Response ~  (log10T90Sqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.48,0.18,0.067
368,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,-0.17
372,0,"Response ~  (log10TaSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.44,0.16,-0.034
373,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.18,-0.32
374,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.48,0.18,-0.23
376,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.55,0.16,-0.24
379,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.18,-0.35
380,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.45,0.17,-0.18
383,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.48,0.17,-0.21
405,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.18
406,0,"Response ~  (AlphaSqr+PhotonIndexSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.53,0.17,-0.08
413,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.49,0.17,-0.21
435,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10NHSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.59,0.16,-0.071
453,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.52,0.16,-0.2
461,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+log10T90Sqr",0.4,0.16,-0.28
463,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr",0.47,0.16,-0.26
481,0,"Response ~  (log10Fa+log10Ta+log10PeakFlux+log10NH)^2+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.21
496,0,"Response ~  (log10TaSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.53,0.17,0.021
536,0,"Response ~  (log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.46,0.16,-0.17
546,0,"Response ~  (Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.48,0.16,-0.23
548,0,"Response ~  (log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.56,0.16,-0.46
549,0,"Response ~  (log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.42,0.17,-0.015
551,0,"Response ~  (log10TaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.55,0.16,-0.27
552,0,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,-0.082
553,0,"Response ~  (AlphaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.48,0.19,-0.082
554,0,"Response ~  (log10T90Sqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.46,0.18,-0.21
567,0,"Response ~  (log10FaSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.64,0.15,-0.2
578,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.38
580,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.51,0.18,-0.29
582,0,"Response ~  (log10FaSqr+PhotonIndexSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.55,0.17,-0.2
585,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.49,0.16,-0.34
586,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.45,0.17,-0.31
597,0,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.17,0.061
603,0,"Response ~  (PhotonIndexSqr+Alpha+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.41,0.19,-0.64
619,0,"Response ~  (AlphaSqr+log10NHSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.45,0.18,-0.28
621,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.38,0.17,-0.14
627,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.53,0.18,-0.37
637,0,"Response ~  (log10NHSqr+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.43,0.2,-0.059
645,0,"Response ~  (log10PeakFluxSqr+log10T90+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.46,0.2,-0.61
651,0,"Response ~  (log10PeakFluxSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.2,0.19,0.18
652,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.61,0.15,-0.069
654,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.56,0.16,-0.34
655,0,"Response ~  (AlphaSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.39,0.17,0.067
657,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.38,0.17,-0.21
663,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.063
665,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.59,0.16,-0.21
666,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.56,0.15,-0.055
677,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.37,0.19,-0.31
688,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.21,0.24,-0.13
699,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.39,0.19,-0.24
708,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.41,0.2,-0.087
711,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.53,0.18,-0.42
712,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.34,0.19,0.015
