"formula_idx","wins","formula","r","rmse","bias"
1219,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.46,0.17,-0.12
1242,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.53,0.17,-0.11
1255,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Ta)^2+log10NH+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.54,0.16,-0.25
1263,0,"Response ~  (PhotonIndexSqr+log10T90+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.6,0.18,-0.46
1266,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.42,0.18,-0.098
1269,0,"Response ~  (PhotonIndexSqr+log10NHSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.3,0.18,-0.26
1274,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.43
1279,0,"Response ~  (log10TaSqr+PhotonIndexSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.56,0.16,-0.075
1281,0,"Response ~  (AlphaSqr+PhotonIndexSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.48,0.19,-0.12
1282,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+Alpha+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.54,0.15,-0.25
1290,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10T90+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.45,0.16,-0.091
1295,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10T90+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.58,0.16,-0.19
1301,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.16,0.025
1303,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.16,-0.26
1310,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.47,0.17,-0.33
1317,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.58,0.15,-0.048
1318,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.44,0.17,-0.15
1319,0,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.51,0.16,-0.15
1322,0,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.51,0.17,0.063
1325,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.42,0.17,-0.16
1326,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.16,-0.22
1328,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.15,-0.14
1329,0,"Response ~  (log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.46,0.18,-0.18
1333,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.63,0.16,0.14
1337,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr",0.59,0.15,-0.38
1338,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr",0.47,0.19,-0.21
1339,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.57,0.16,-0.21
1341,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10T90Sqr",0.57,0.16,-0.21
1354,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.36,0.19,-0.3
1361,0,"Response ~  (AlphaSqr+log10TaSqr+log10T90+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.43,0.19,-0.2
1363,0,"Response ~  (AlphaSqr+log10FaSqr+log10T90+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.35,0.2,-0.24
1365,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.34,0.2,-0.28
1383,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.46,0.18,-0.22
1390,0,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.44,0.18,-0.24
1391,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+AlphaSqr+log10T90Sqr",0.49,0.16,-0.1
1400,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr",0.42,0.18,-0.015
1419,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.42,0.2,-0.25
1422,0,"Response ~  (log10T90Sqr+log10TaSqr+log10PeakFluxSqr+log10T90)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",0.33,0.18,0.14
1430,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.57,0.17,-0.36
1431,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10T90)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.46,0.17,-0.37
1456,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+AlphaSqr+log10T90Sqr",0.46,0.17,-0.17
1460,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr",0.47,0.17,-0.37
1467,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+AlphaSqr",0.53,0.18,0.22
1469,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr",0.46,0.19,-0.084
1565,0,"Response ~  (log10FaSqr+log10TaSqr+log10Ta+log10PeakFlux+log10NH)^2+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.53,0.19,-0.6
1576,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.18,0.064
1583,0,"Response ~  (log10FaSqr+log10T90+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.43,0.2,-0.032
1589,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.035
1594,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.18,-0.23
1601,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.46,0.17,-0.051
1605,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.43,0.2,-0.027
1694,0,"Response ~  (log10PeakFluxSqr+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.45,0.16,-0.2
1699,0,"Response ~  (log10T90Sqr+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.38,0.18,-0.049
1705,0,"Response ~  (log10FaSqr+Alpha+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.58,0.15,-0.42
1712,0,"Response ~  (log10FaSqr+log10T90+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.37,0.19,-0.044
1718,0,"Response ~  (log10FaSqr+log10NHSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.16,-0.061
1723,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.43,0.16,-0.18
1734,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.39,0.19,-0.18
1741,0,"Response ~  (log10FaSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,-0.32
1745,0,"Response ~  (log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.23,0.19,-0.2
1750,0,"Response ~  (log10T90Sqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.36,0.17,-0.096
1754,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.18,-0.17
1755,0,"Response ~  (AlphaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.41,0.17,0.07
1758,0,"Response ~  (log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.52,0.16,-0.25
1759,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.47,0.18,-0.31
1761,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.43,0.17,-0.36
1765,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.15,-0.26
1766,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.5,0.17,-0.054
1770,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.45,0.18,-0.46
1787,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.39,0.17,0.095
1788,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.24,0.23,-0.035
1799,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.44,0.17,-0.31
1808,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.17,-0.019
1819,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.41,0.18,0.057
1823,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10NHSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.26,0.18,-0.12
1825,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10NHSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.6,0.15,-0.29
1833,0,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.42,0.17,-0.12
1840,0,"Response ~  (log10FaSqr+log10TaSqr+log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.25,0.18,-0.21
1843,0,"Response ~  (AlphaSqr+log10FaSqr+log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.52,0.16,-0.32
1850,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.54,0.17,-0.2
1853,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr",0.6,0.16,-0.26
1861,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.53,0.16,-0.37
1874,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.45,0.16,-0.024
1879,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.58,0.16,-0.21
1883,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.39,0.16,0.14
1885,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.41,0.19,-0.19
1886,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.55,0.15,-0.22
1912,0,"Response ~  (AlphaSqr+PhotonIndexSqr+Alpha+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.21,0.2,-0.16
1970,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.45,0.19,0.013
1984,0,"Response ~  (PhotonIndexSqr+log10NHSqr+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.36,0.2,-0.26
2010,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10T90+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.22,0.19,-0.19
2025,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.5,0.17,-0.18
2027,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.33,0.19,-0.015
2031,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,-0.086
2032,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.41,0.19,-0.075
2037,0,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.41,0.2,0.28
2040,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.56,0.16,-0.12
2041,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.44,0.19,-0.15
2043,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.44,0.17,-0.093
2050,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+AlphaSqr+log10T90Sqr",0.52,0.17,-0.47
2098,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.23,0.23,-0.043
2103,0,"Response ~  (AlphaSqr+log10FaSqr+log10PeakFluxSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.23,0.24,-0.11
