"formula_idx","wins","formula","r","rmse","bias"
2794,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.44,0.18,-0.15
2803,0,"Response ~  (PhotonIndexSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.4,0.18,-0.31
2806,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.45,0.17,-0.2
2809,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.49,0.18,-0.42
2810,0,"Response ~  (log10TaSqr+log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.21,0.17,-0.19
2820,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.66,0.15,-0.13
2821,0,"Response ~  (AlphaSqr+PhotonIndexSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.44,0.17,-0.13
2823,0,"Response ~  (log10FaSqr+log10TaSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.6,0.14,0.05
2826,0,"Response ~  (AlphaSqr+log10FaSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.52,0.17,-0.3
2828,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.43,0.18,-0.15
2830,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.3
2839,0,"Response ~  (log10T90Sqr+log10NHSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.54,0.16,-0.21
2842,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.41,0.17,-0.02
2844,0,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.57,0.15,-0.26
2846,0,"Response ~  (log10T90Sqr+log10TaSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",0.4,0.19,-0.46
2849,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.2,0.17,-0.2
2851,0,"Response ~  (log10TaSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.45,0.18,-0.35
2852,0,"Response ~  (log10FaSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.56,0.16,-0.16
2855,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.5,0.19,-0.31
2856,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.18,-0.15
2857,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.49,0.17,0.043
2860,0,"Response ~  (AlphaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.49,0.18,-0.28
2867,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.36,0.17,-0.017
2868,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.46,0.18,-0.027
2873,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.47,0.18,-0.26
2876,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+log10T90Sqr",0.5,0.16,-0.19
2878,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.51,0.16,0.03
2881,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10T90Sqr",0.45,0.18,-0.37
2882,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.55,0.17,-0.21
2889,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.3,0.2,-0.34
2894,0,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.3,0.19,-0.15
2897,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.39,0.17,0.045
2898,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.52,0.2,-0.23
2903,0,"Response ~  (AlphaSqr+log10FaSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.57,0.17,-0.12
2904,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.39,0.17,-0.28
2906,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.22,0.18,-0.23
2913,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.29,0.19,-0.39
2914,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.38,0.18,-0.44
2920,0,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.32,0.19,-0.29
2930,0,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.44,0.18,-0.21
2931,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr",0.36,0.18,-0.047
2936,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.61,0.17,-0.53
2937,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10T90Sqr",0.2,0.2,-0.24
2940,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr",0.44,0.18,-0.14
2941,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.55,0.17,-0.2
2945,0,"Response ~  (log10T90Sqr+log10NHSqr+log10PeakFluxSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.5,0.2,-0.26
2949,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.38,0.22,-0.37
2954,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.45,0.18,-0.29
2966,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr",0.55,0.14,-0.066
2973,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.51,0.17,-0.28
2974,0,"Response ~  (log10T90Sqr+AlphaSqr+log10TaSqr+log10T90+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10FaSqr",0.24,0.2,-0.078
2986,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+AlphaSqr+log10T90Sqr",0.37,0.17,-0.17
2989,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10T90Sqr",0.37,0.22,-0.14
2991,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.35,0.18,-0.33
3009,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.43,0.18,-0.27
3015,0,"Response ~  (log10FaSqr+log10T90+Alpha+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.13,0.2,-0.24
3031,0,"Response ~  (AlphaSqr+PhotonIndexSqr+Alpha+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.35,0.18,-0.04
3042,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.54,0.19,-0.68
3053,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.48,0.17,-0.35
3054,0,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.21,0.22,0.18
3060,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.33,0.18,-0.18
3066,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.16,-0.031
3067,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.49,0.18,-0.29
3075,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.55,0.18,-0.49
3078,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.57,0.15,-0.27
3144,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.33,0.19,-0.072
3146,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.44,0.2,-0.31
3169,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.45,0.2,0.058
3180,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.51,0.17,-0.21
3196,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.53
3199,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10T90Sqr",0.49,0.18,-0.28
3235,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.21,0.17,-0.21
3249,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.38,0.19,-0.081
3260,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.35,0.17,-0.24
3295,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.53,0.16,-0.14
3304,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr",0.44,0.17,-0.23
3309,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.35,0.19,-0.13
3313,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+AlphaSqr+log10T90Sqr",0.34,0.2,-0.11
3314,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+log10FaSqr+log10T90Sqr",0.33,0.21,-0.083
3315,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+log10FaSqr+AlphaSqr",0.39,0.19,-0.22
3322,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.54
3325,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10T90Sqr",0.47,0.17,-0.29
3326,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr",0.39,0.17,0.18
3329,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.31,0.2,-0.18
3336,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.63,0.15,-0.23
3342,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10T90Sqr",0.49,0.18,-0.29
3343,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.55,0.17,-0.21
3350,0,"Response ~  (AlphaSqr+log10NHSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.24,0.2,-0.21
3354,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.31,0.19,-0.009
3361,0,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.14,0.25,0.11
3364,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.59,0.14,-0.23
3371,0,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.37,0.19,0.21
3373,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10FaSqr+log10T90Sqr",0.3,0.19,-0.14
3375,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.42,0.18,-0.25
3377,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.42,0.21,-0.37
3384,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10TaSqr+log10FaSqr+log10T90Sqr",0.32,0.2,-0.36
3391,0,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.22,0.21,-0.27
3392,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+AlphaSqr+log10T90Sqr",0.27,0.17,-0.17
3397,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.42,0.18,-0.3
3400,0,"Response ~  (log10T90Sqr+AlphaSqr+log10TaSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr",0.2,0.23,-0.062
3407,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10NHSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.46,0.19,-0.054
3412,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10T90Sqr",0.2,0.2,-0.23
