"","log10Ta","log10NH","log10PeakFlux","log10Fa","PhotonIndex","Gamma","log10T90","Alpha","Beta","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","log10FaSqr","PhotonIndexSqr","GammaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"140423A",3.90552,21.81946365,0.322219295,-10.85078089,1.33,2.06486,2.12710479836481,1.18974,0.77,-5.026872146,15.2530864704,476.088993973671,0.103825274070297,117.739445922789,1.7689,4.2636468196,4.52457482322659,1.4154812676,0.5929,25.2694435722306,0.0745819195311915,0.05035,0.05495,0.045115,0.149849463,0.00840028010644005,0.036363636,0.0250675025037319,"140423A",3.26,0.629409599102719
"140430A",4.14388,21.67796993,0.397940009,-11.36251027,2,2.15785,2.23954972084047,0.875171,1.03,-5.958607315,17.1717414544,469.934380285984,0.15835625076292,129.106639635855,4,4.6563166225,5.01558295211664,0.765924279241,1.0609,35.5050011343715,0.00923562857434798,0.0861,0.13071,0.0833725,0.035,0.0478561412739919,0.133333333,0.0210567021001345,"140430A",1.6,0.414973347970818
"140506A",3.30686,21.81764402,1.037426498,-9.903089987,1.68,1.74751,2.04571405894087,0.948932,0.9,-5.552841969,10.9353230596,476.009590583442,1.07625373875254,98.0711912906197,2.8224,3.0537912001,4.18494601094832,0.900471940624,0.81,30.8340539326878,0.0373575732783381,0.05516,0.06882,0.01557,0.047966029,0.0282009404055501,0.096969697,0.0217328347697396,"140506A",0.889,0.276231957921834
"140509A",3.58709,20.90144742,0.204119983,-11.09770006,1.59,1.93407,1.3654879848909,1.40649,0.86,-5.920818754,12.8672146681,436.870504251025,0.0416649674599203,123.158946621724,2.5281,3.7406267649,1.86455743688141,1.9782141201,0.7396,35.0560947177181,0.0968019365519981,0.08395,0.088715,0.10418,0.22,0.0438681294899875,0.121212121,0.065802194060479,"140509A",2.4,0.531478917042255
"140512A",3.53686,21.32824297,0.832508913,-9.504455662,1.45,1.84304,2.18977095634687,1.25134,0.871,-4.853871964,12.5093786596,454.893948187355,0.693071090224441,90.3346774309239,2.1025,3.3967964416,4.7950968412603,1.5658517956,0.758641,23.5600730429052,0.0134302087551698,0.01504,0.022285,0.02006,0.002482817,0.00564018807248688,0.024242424,0.0116121519263043,"140512A",0.725,0.236789099409293
"140518A",3.77824,22.46148952,0,-11.31158018,0.92,1.93772,1.78175537465247,1.64981,0.94,-6,14.2750974976,504.51851145707,0,127.951846168569,0.8464,3.7547587984,3.17465221510296,2.7218730361,0.8836,36,0.0174377429441569,0.09045,0.070125,0.18819,0,0.0263208776911062,0.36969697,0.0263208778621919,"140518A",4.707,0.756407872548958
"140614A",3.70006,20.48730103,-0.420216403,-10.9589,1.5,1.77015,2.85733249643127,1.35595,0.83,-5.886056648,13.6904440036,419.729503493839,0.176581825350258,120.09748921,2.25,3.1334310225,8.16434899516215,1.8386004025,0.6889,34.645662863465,0.0965452753437635,0.1129,0.098945,0.093145,0.05,0.0809873160298533,0.278787879,0.144764827428965,"140614A",4.233,0.718750734739665
"140629A",2.85608,21.74269921,0.62324929,-9.847711656,1.86,1.95996,1.6232492903979,1.16056,0.815,-5.619788758,8.1571929664,472.744968936535,0.388439677485504,96.9774248597183,3.4596,3.8414432016,2.63493825877729,1.3468995136,0.664225,31.5820256845432,0.11934296985134,0.042785,0.06161,0.03501,0.001678552,0.0219340647280231,0.066666667,0.025067502542057,"140629A",2.275,0.515211304327802
"140801A",3.88770406569771,21.91952315,1.133538908,-10.8458699252619,2.11,2.03408,0.653212513775344,1.17069351217392,0.874022975894201,-5.59345982,15.1142429024425,480.465495123386,1.28491045594983,117.6328944357,4.4521,4.1374814464,0.426686588152704,1.37052329944611,0.763916162390954,31.2867927579544,0.0343795484178418,0.784128503903724,0.602335971926845,0.330193151374352,0.224935218955091,0.0142275014568467,0.012121212,0.05371607691878,"140801A",1.32,0.3654879848909
"140907A",3.90179689879056,21.0163605,0.595496222,-10.6653115241202,1.78,1.89544,1.50514997831991,1.24101324093777,0.93311748355065,-5.744727495,15.2240190394116,441.68740866596,0.354615750416273,113.748869906532,3.1684,3.5926927936,2.26547645723641,1.54011386418287,0.870708238107898,33.001893991809,0.100484314152503,0.805835213422728,0.597286866030575,0.318520784504591,0.227139148123391,0.0501350050952,0.139393939,0.144764827428965,"140907A",1.21,0.344392273685111
"141004A",3.30337,21.49730845,0.785329835,-10.61083392,1.86,1.79496,0.593286067020457,1.54959,1.08,-6.173925197,10.9122533569,462.134270594441,0.616742949741127,112.589796477823,3.4596,3.2218814016,0.351988357320603,2.4012291681,1.1664,38.1173523381515,0.118918281379886,0.0853,0.081935,0.09774,0.005,0.0117854676147647,0.048484848,0.0129446939597113,"141004A",0.573,0.196728722623287
"141121A",5.76634,21.59590717,-0.045757491,-12.65757732,1.73,1.93447,2.74028371968188,2.33322,0.82,-5.27572413,33.2506769956,466.383206495257,0.00209374798261508,160.214263611778,2.9929,3.7421741809,7.50915486435356,5.4439155684,0.6724,27.8332650958643,0.0298708467608446,0.1675,0.090095,0.2969,0.01,0.0198648133335181,0.078787879,0.0877362591468426,"141121A",1.47,0.392696953259666
"141220A",2.77561,21.48574413,0.949390007,-9.872830386,0.62,1.80565,0.857935264719429,1.42066,1.1,-5.585026652,7.7040108721,461.63720081983,0.90134138539146,97.4727798307249,0.3844,3.2603719225,0.736052918449197,2.0182748356,1.21,31.1925227035503,0.0285379269892753,0.042455,0.057375,0.050735,0.07,0.0101234144958991,0.23030303,0.0207018138855974,"141220A",1.3195,0.365394376854778
"141221A",3.45142515980622,21.99532933,0.595496222,-10.2439984792324,1.58,1.8557,1.57634135020579,1.3809681336356,0.809098437375884,-5.677780705,11.9123356337434,483.794512335158,0.354615750416273,104.939504842516,2.4964,3.44362249,2.48485205236862,1.90707298611699,0.654640281364097,32.2371937340703,0.0226602223459461,0.791628141840169,0.599214516213835,0.322778215861117,0.233342580467003,0.0421545307074316,0.139393939,0.065802194705171,"141221A",1.45,0.389166084364532
"150120B",3.39431,21.52664292,0.079181246,-10.79048499,2.2,2.01678,1.38560627359831,1.17705,0.92,-6.26760624,11.5213403761,463.396355405186,0.00626966971811252,116.434566319415,4.84,4.0674015684,1.919904745435,1.3854467025,0.8464,39.2828879796869,0.0605561232063109,0.0711,0.090535,0.057705,0.005,0.0389938928598178,0.151515152,0.0438681294132183,"150120B",3.5,0.653212513775344
"150314A",2.49217,22.01715025,1.58546073,-8.609064893,1.08,1.84772,1.16996817399689,1.19079,0.73,-4.657577319,6.2109113089,484.754905131075,2.51368572637213,74.1159983318851,1.1664,3.4140691984,1.36882552816562,1.4179808241,0.5329,21.6930264824632,0.0772668657532129,0.015025,0.015855,0.009925,0,0.00358921059277238,0.018181818,0.00615293243518074,"150314A",1.758,0.440594261839831
"150323A",3.72899417140215,21.36742302,0.301029996,-10.9427960031506,2.02,2.12549,1.41463914673701,1.01259674826604,0.947840393898466,-6.327902142,13.9053975303512,456.566766515626,0.09061905849176,119.744784366569,4.0804,4.5177077401,2.00120391548081,1.02535217459895,0.898401412305599,40.0423455187282,0.148833498099688,0.800353216931844,0.618820660692506,0.32743695313142,0.229323817413816,0.0339867861224412,0.066666667,0.0900451080536063,"150323A",0.593,0.202215775801131
"150403A",3.19694,21.79039707,1.245512668,-8.821023053,1.23,1.70996,1.61172330800734,1.24471,0.679,-4.769551079,10.2204253636,474.821404468265,1.55130180614848,77.8104477015574,1.5129,2.9239632016,2.59765202157413,1.5493029841,0.461041,22.7486174951901,0.127565659233959,0.005105,0.006975,0.00458,0,0.00464486077306445,0.024242424,-0.00897302649073752,"150403A",2.06,0.48572142648158
"150821A",2.95174,22.340573,0.113943352,-8.853871964,2.1,2.21622,2.23578087032756,1.82628,0.848,-6.102372909,8.7127690276,499.101201968329,0.0129830874649959,78.3910487549052,4.41,4.9116310884,4.99871610012266,3.3352986384,0.719104,37.2389551204971,0.249936990138878,0.021105,0.015485,0.027365,5e-04,0.0633033767677802,0.224242424,0.0904780170030954,"150821A",0.755,0.244277120801843
"150910A",3.85419,20.842422,0.041392685,-9.970616222,1.42,1.78547,2.04999285692014,2.03808,0.6645,-5.318758763,14.8547805561,434.406554826084,0.00171335437150922,99.4131878464096,2.0164,3.1879031209,4.20247071342361,4.1537700864,0.44156025,28.2891947789893,0.149214122903764,0.703965,0.02868,0.06663,0.002458792,0.0219340647615575,0.072727273,0.0957122823804874,"150910A",1.359,0.372727940885595
"151021A",3.15765,22.33647975,0.986771734,-9.642065153,1.57,1.96079,2.04218159451577,1.33346,1.27,-4.552841969,9.9707535225,498.91832762216,0.973718455021367,92.9694204146969,2.4649,3.8446974241,4.17050566497896,1.7781155716,1.6129,20.7283699946878,0.0143797213270818,0.06282,0.05208,0.02141,0.04,0.00940031346851669,0.024242424,0.0217079403838907,"151021A",2.33,0.52244423350632
"151027A",3.99907,21.65076489,0.832508913,-9.935542011,1.72,2.00612,2.11290649025331,1.74508,0.9235,-5.107905397,15.9925608649,468.755620322057,0.693071090224441,98.7149950523459,2.9584,4.0245174544,4.46437383655458,3.0453042064,0.85285225,26.0906975447017,0.0183350782589844,0.02221,0.01731,0.02499,0.002440971,0.00674894299290958,0.03030303,0.0232243038526087,"151027A",0.81,0.257678574869184
"151029A",2.7098,21.55195354,0.255272505,-10.76639985,0.49,2.307153,0.951823035315912,1.23481,1.25,-6.408935393,7.34301604,464.486701390319,0.065164051808975,115.91536573008,0.2401,5.322954965409,0.905967090557996,1.5247557361,1.5625,41.0744528716481,3.89871091300026,0.09735,0.12415,0.07301,0.33,0.040493657988788,0.654545455,0.04386812953948,"151029A",1.423,0.384353414137506
"151031A",3.69323,21.98623592,0.230448921,-11.5214335,2.41,2.12551,0.698970004336019,0.897942,1.24,-6.494850022,13.6399478329,483.394569929898,0.0531067051900642,132.743429894922,5.8081,4.5177927601,0.488559066961494,0.806299835364,1.5376,42.1830768082734,0.194222396714333,1.01707,0.166825,0.1244685,0.01,0.0246758228535885,0.109090909,0.0309657384329063,"151031A",1.167,0.335858911319818
"151215A",3.06337,22.340573,0.204119983,-10.72815839,1.99,2.20942,1.25042000230889,1.07478,1.015,-6.508638306,9.3842357569,499.101201968329,0.0416649674599203,115.093382440927,3.9601,4.8815367364,1.56355018217417,1.1551520484,1.030225,42.3623725983306,0.0244827442345724,0.093,0.11588,0.071395,0.35435971,0.0594342399249789,0.2,0.0329010970302395,"151215A",2.59,0.555094448578319
"160117B",4.10299,20.95374423,-0.420216403,-11.74958,1.73,1.83834,1.77815125038364,0.973333,0.64,-6.4710833,16.8345269401,439.059397256258,0.176581825350258,138.0526301764,2.9929,3.3794939556,3.16182186924092,0.947377128889,0.4096,41.8749190755389,0.0178168986276154,0.12265,0.162075,0.093958,0.015,0.00980902273641476,0.048484848,0.013580796821018,"160117B",0.87,0.271841606536499
"160121A",3.8244,21.51361441,0.079181246,-11.17263073,1.77,2.2054,1.07918124604762,0.798663,1.02,-6.214670165,14.62603536,462.83560498216,0.00626966971811252,124.82767742894,3.1329,4.86378916,1.1646321618209,0.637862587569,1.0404,38.6221252597411,0.0862757376210665,0.0694,0.120385,0.106048,0.03,0.0215744899112776,0.078787879,0.0438681294132183,"160121A",1.96,0.471291711058939
"160131A",3.8259618023199,21.35337952,1.36361198,-10.15540740326,1.86,1.82021,1.3654879848909,1.4067151117745,0.923783418155269,-5.096367484,14.6379837128109,455.966816925155,1.85943763199952,103.132299526188,3.4596,3.3131644441,1.86455743688141,1.97884740569474,0.853375803658633,25.9729615319725,0.0563106258528354,0.785456363391513,0.595536834735134,0.320842692698564,0.22139026017949,0.0470015673425834,0.58,0.0526417553674108,"160131A",0.972,0.294906910605192
"160203A",3.66139836,22.0158332,0.113943352,-11.36754271,1.93,1.75592,1.30535136944662,1.146279559,0.61,-5.920818754,13.4058379506107,484.696911490222,0.0129830874649959,129.221027263674,3.7249,3.0832550464,1.70394219771618,1.31395682738123,0.3721,35.0560947177181,0.0695758260308947,0.08458679,0.087010427,0.0601909,0.25,0.0219340647449938,0.121212121,0.0809873158881255,"160203A",3.52,0.655138434811382
"160227A",4.47751,21.4198963,-0.22184875,-10.99567863,0.75,1.72551,2.50037371435337,1.10229,0.679,-5.508638306,20.0480958001,458.811957502754,0.0492168678765625,120.904948534239,0.5625,2.9773847601,6.25186871142929,1.2150432441,0.461041,30.3450959863305,0.10341864138488,0.03055,0.03885,0.03434,0.001,0.0169812114071368,0.309090909,0.0438681298090717,"160227A",2.38,0.528916700277655
"160314A",3.44594674974749,21.36742302,0.434568904,-10.7401530736868,1.55,1.89482,1.05307844348342,1.03910144550997,0.910429616726869,-5.920818754,11.8745490020953,456.566766515626,0.188850132323761,115.350888046224,2.4025,3.5903428324,1.10897420812946,1.0797318140609,0.828882087013433,35.0560947177181,0.0255903856410215,0.795219480340082,0.619642114873467,0.327762421545534,0.221629992297037,0.0250675025476,0.048484848,0.0914304172328591,"160314A",0.726,0.237040791379191
"160327A",3.76407,20.72655851,0.255272505,-11.22402567,1.84,1.93554,1.44715803134222,1.49693,0.78,-5.853871964,14.1682229649,429.590227668453,0.065164051808975,125.978752240819,3.3856,3.7463150916,2.09426636767829,2.2407994249,0.6084,34.2678169709052,0.143091047552685,0.0673,0.06033,0.1004,0.02,0.0188006269082896,0.066666667,0.0292454196125618,"160327A",4.99,0.777426822389311
"160425A",3.72306538846642,21.06857915,0.397940009,-10.7178606577061,1.52,2.01678,1.13417710757677,1.18368602038856,1.01470769421491,-6.602059991,13.8612158867966,443.885027399815,0.15835625076292,114.872537078004,2.3104,4.0674015684,1.2863577113512,1.40111259486332,1.02963170469895,43.5871961247629,0.0717511921200946,0.795959481372608,0.621169926698924,0.345503148071961,0.233340284664045,0.0277061870402603,0.066666667,0.131604388324606,"160425A",0.555,0.191730393362856
"160804A",4.38419,21.30214687,0.462397998,-11.5214335,1.4,1.87827,2.15896526038341,0.948229,0.92,-4.943095149,19.2211219561,453.781461271051,0.213811908554408,132.743429894922,1.96,3.5278981929,4.66113099554241,0.899138236441,0.8464,24.4341896520673,0.0579152245914454,0.05875,0.095375,0.070062,0.005,0.00692654676618381,0.139393939,0.0272284941841067,"160804A",0.736,0.239549720840473
"161014A",3.83718015690172,21.74269921,0.431363764,-10.7933529484464,1.32,1.93407,1.58771096501891,1.44316663152627,0.897409312573208,-5.920818754,14.7239515565203,472.744968936535,0.186074696892248,116.496467869736,1.7424,3.7406267649,2.52082610844128,2.08272992635088,0.805343474293117,35.0560947177181,0.00859100615880472,0.802969634962055,0.608438637944709,0.337774256366128,0.226307961917807,0.0510934685037089,0.151515152,0.144764827428965,"161014A",2.823,0.582404298019028
"161023A",4.00107475129754,21.49730845,0.556302501,-10.4638165438016,1.91,2.01015,1.55022835305509,1.44403482468877,0.875314124119697,-5.552841969,16.0085991654707,462.134270594441,0.309472472618855,109.491456662335,3.6481,4.0407030225,2.40320794661591,2.08523657491392,0.766174815883432,30.8340539326878,0.0130126209875294,0.785353786248614,0.592867940688541,0.319913476005537,0.223209910252631,0.0809873160298533,0.224242424,0.144764827428965,"161023A",2.71,0.569373909615046
"161108A",4.69106,21.16074757,-0.22184875,-11.81247928,1.85,2.00325,2.02160271602824,0.883711,0.84,-5.958607315,22.0060439236,447.777237721261,0.0492168678765625,139.534666740429,3.4225,4.0130105625,4.08687754145277,0.780945131521,0.7056,35.5050011343715,0.0491496346124695,0.13355,0.18179,0.0812555,0.005,0.023928070636996,0.103030303,0.0438681298090717,"161108A",1.159,0.334252642334231
"161117A",4.08464,21.87736847,0.832508913,-10.74958,1.19,1.92624,2.09933527768596,1.141,1.375,-4.698970004,16.6842839296,478.61925117215,0.693071090224441,115.5534701764,1.4161,3.7104005376,4.40720860813678,1.301881,1.890625,22.0803190984918,0.00378540227234077,0.03835,0.04019,0.02365,0.674290141,0,0.072727273,0.0116121519263043,"161117A",1.549,0.406369835469268
"161129A",3.70506,21.51361441,0.531478917,-10.43651891,1.57,1.74506,1.55059520748933,2.32574,0.71,-5.443697499,13.7274696036,462.83560498216,0.282469839215493,108.920926958788,2.4649,3.0452344036,2.40434549748887,5.4090665476,0.5041,29.6338424606189,0.0255903856410215,0.10625,0.050725,0.10628,0.005,0.00731135491027843,0.036363636,0.0154828692044739,"161129A",0.645,0.216165902285993
"161219B",4.0135,21.16590877,0.72427587,-10.13667714,1.29,1.86204,0.841359470454855,0.871656,0.73,-5.823908741,16.10818225,447.995694059963,0.524575535864257,102.752223440599,1.6641,3.4671929616,0.707885758524074,0.759784182336,0.5329,33.9179130234962,0.0495608715658856,0.0277,0.03841,0.008668,0,0.0175472517963205,0.212121212,0.0198648132987547,"161219B",0.1475,0.0597526942092988
"170113A",3.78410923336385,22.46148952,-0.397940009,-10.7023834332524,1.73,2.00443,2.0618293072947,1.30306367170925,0.897163540975176,-6.327902142,14.3194826900296,504.51851145707,0.15835625076292,114.541011152356,2.9929,4.0177396249,4.25114009241934,1.6979749325284,0.804902419255117,40.0423455187282,0.143091047552685,0.782256239506379,0.596112593585578,0.326642239686236,0.219837910425116,0.0540590334499272,0.23030303,0.144764827428965,"170113A",1.968,0.472463896606989
"170202A",3.77629,21.7153121,0.672097858,-10.65364703,1.68,1.99768,1.66464197555613,1.1958,1.04,-5.48148606,14.2603661641,471.554779600406,0.451715530728188,113.500195039828,2.8224,3.9907253824,2.7710329067834,1.42993764,1.0816,30.0466894259743,0.107617659076501,0.04485,0.068655,0.059155,0,0.00797602354051679,0.042424242,0.0168005602426795,"170202A",3.645,0.666985718329661
"170405A",3.6300738,21.49730845,0.267171728,-10.31069114,1.59,1.8473,2.21669359916975,1.81152426,0.612,-5.431798276,13.1774357934464,462.134270594441,0.071380732242506,106.310351784474,2.5281,3.41251729,4.91373051260016,3.28162014456855,0.374544,29.5044325111566,0.0933217274145018,0.048255345,0.035670699,0.072401387,0.0475,0.0213412521852701,0.072727273,0.0125337513552694,"170405A",3.51,0.65417654187796
"170519A",4.1513,21.33992622,-0.15490196,-11.06348626,1.94,1.97351,2.33525725643453,1.37345,0.975,-5.958607315,17.23329169,455.392451075043,0.0239946172118416,122.400728225209,3.7636,3.8947417201,5.45342645373014,1.8863649025,0.950625,35.5050011343715,0.0991498518293477,0.053,0.052235,0.066745,0.224423613,0.0478561412739919,0.157575758,0.0376012540900799,"170519A",0.818,0.259593878885949
"170531B",3.80257,21.89473409,-0.096910013,-11.39577395,1.95,2.06685,2.21518796949713,1.02082,0.99,-5.698970004,14.4595386049,479.379380871808,0.00939155061966017,129.863663919499,3.8025,4.2718689225,4.90705774020483,1.0420734724,0.9801,32.4782591064918,0.0233394026426705,0.08415,0.11435,0.107427,0.035,0.0263208776707414,0.084848485,0.0658021941113909,"170531B",2.366,0.527114111639805
"170604A",3.77402553877725,22.0746007,0.612783857,-10.5893389778394,1.53,2.0457,1.78175537465247,1.06484210660257,0.896393802445788,-5.079354999,14.2432687673429,487.287996064441,0.375504055399796,112.134099987589,2.3409,4.18488849,3.17465221510296,1.13388871199381,0.803521849063219,25.7998472058663,0.0342910112443923,0.817294157149562,0.626545826534484,0.322183853347884,0.222468646096914,0.0421134042739674,0.072727273,0.065802194705171,"170604A",1.329,0.367169488534681
"170607A",3.88177042099846,21.79614607,0.146128036,-10.4651212571151,2.51,1.89482,2.23578087032756,1.22053390119227,0.91834830815968,-5.790484985,15.0681416013386,475.071983504776,0.0213534029052173,109.518762926122,6.3001,3.5903428324,4.99871610012266,1.48970300395961,0.843363615099747,33.5297163615105,0.0132262962918312,0.80736563332553,0.612124143868259,0.326648378575736,0.223913234982037,0.0169812114071368,0.018181818,0.131604388703391,"170607A",0.557,0.19228861256812
"170705A",3.63746,21.08891889,1.1430148,-10.18641901,1.65,1.89159,2.33705972632052,0.774169,0.66,-5.022276395,13.2311152516,444.742499948999,1.30648283301904,103.763132247289,2.7225,3.5781127281,5.46184816438937,0.599337640561,0.4356,25.2232601877742,0.0361306862537016,0.04055,0.06603,0.027333,0.005,0.00831185611850908,0.03030303,0.0075743532835811,"170705A",2.01,0.478566495593843
"170714A",4.28080232,21.06857915,-0.397940009,-10.075204,1.76,1.84715,3,2.38763,0.6815,-5.552841969,18.3252685029174,443.885027399815,0.15835625076292,101.509735641616,3.0976,3.4119631225,9,5.7007770169,0.46444225,30.8340539326878,0.0402097830832432,0.066395795,0.023936409,0.149576982,0,0.0282009404055501,0.103030303,0.131604388324606,"170714A",0.793,0.253580289562183
"170903A",4.41384,21.73970839,0.591064607,-11.26042766,1.94,2.20256,1.46538285144842,0.971187,1.14,-5.619788758,19.4819835456,472.614920882236,0.349357369648064,126.797231086093,3.7636,4.8512705536,2.1473469013191,0.943204188969,1.2996,31.5820256845432,0.0534696644965983,0.04095,0.065935,0.051271,0.005,0.0219340647280231,0.072727273,0.0337447149872822,"170903A",0.886,0.27554168840131
"171222A",4.78231,20.02880298,-0.15490196,-12.10957898,2.07,1.99001,2.24254142829838,0.718496,1.34,-5.721246399,22.8704889361,401.152948811657,0.0239946172118416,146.641903072858,4.2849,3.9601398001,5.02899205763456,0.516236502016,1.7956,32.7326603580705,0.0563106258528354,0.20975,0.378455,0.126956,0.015,0.0277061870402603,0.103030303,0.0752025075597391,"171222A",2.409,0.532627001228891
"180115A",3.53858202117765,21.53188109,1.851258349,-10.3407743124247,2.06,1.82021,0.732393759822969,1.23186506263751,0.911415761256578,-5.236572006,12.5215627206017,463.6219032739,3.42715747474221,106.931613380502,4.2436,3.3131644441,0.536400619427624,1.51749153254692,0.830678689866908,27.4216863740229,0.0402097830832432,0.813383244323524,0.614054863902722,0.324519438435669,0.224758941222355,0.0277061870402603,0.09,0.0904780170030954,"180115A",2.487,0.542451947375977
"180205A",3.21372,21.4933967,0.531478917,-10.30627305,2.04,1.88733,1.19033169817029,1.09633,1.03,-6,10.3279962384,461.966101703571,0.282469839215493,106.219264181156,4.1616,3.5620145289,1.41688955166897,1.2019394689,1.0609,36,0.0875106835217229,0.06455,0.088815,0.042095,0.005,0.0263208776911062,0.078787879,0.0232243038705776,"180205A",1.409,0.381836799998343
"180325A",3.81345742277395,22.04094236,0.775974331,-10.8181886457881,1.4,1.88408,1.97772360528885,1.47702704129324,0.956761971875924,-5.443697499,14.5424575153097,485.803140116842,0.602136162370898,117.033205575858,1.96,3.5497574464,3.91139065891672,2.18160888071148,0.915393470827906,29.6338424606189,0.0978170519847638,0.810152884100564,0.594092459299068,0.327159487865814,0.223524154466215,0.0438681294899875,0.115151515,0.065802194705171,"180325A",2.248,0.511616020569138
"180329B",4.02296,21.41988474,0.146128036,-11.14935376,0.97,1.86768,2.32221929473392,1.50063,0.77,-5.48148606,16.1842071616,458.811462274885,0.0213534029052173,124.308089265626,0.9409,3.4882285824,5.3927024528345,2.2518903969,0.5929,30.0466894259743,0.0910900482369355,0.04825,0.04314,0.069665,0,0.0239280706215504,0.339393939,0.075202507501554,"180329B",1.998,0.476831628512261
"180404A",4.20449,20.48730103,0.113943352,-11.62342304,1.95,1.62007,1.54654266347813,1.17089,0.72,-5.886056648,17.6777361601,419.729503493839,0.0129830874649959,135.103963166803,3.8025,2.6246268049,2.39179420995803,1.3709833921,0.5184,34.645662863465,1.08507712685514,0.0661,0.1242,0.10229,0.065,0.0202468290074633,0.072727273,0.0404936579440628,"180404A",1,0.301029995663981
"180620B",4.6659,21.21643247,0.556302501,-10.98296666,1.3,1.99236,2.29841638006129,1.09835,0.9,-5,21.77062281,450.13700675407,0.309472472618855,120.625556654672,1.69,3.9694983696,5.28271785613406,1.2063727225,0.81,25,0.059954291621591,0.0437,0.067125,0.059445,0.005,0.00789626330733186,0.121212121,0.0146227097949671,"180620B",1.1175,0.325823419002744
"180624A",4.171185481,21.1034582,0.146128036,-11.54363397,1.91,2.06008,2.68699356626468,1.243849338,0.95,-5.236572006,17.3987883169052,445.355947999147,0.0213534029052173,133.255485233338,3.6481,4.2439296064,7.21993442514778,1.54716117564304,0.9025,27.4216863740229,0.0343795484178418,0.088149935,0.099379055,0.123366444,0,0.0136142470679056,0.060606061,0.037601253750777,"180624A",2.855,0.586024382386976
"180720B",3.62033,21.24271531,1.831869774,-8.847711656,1.36,1.8461,1.68928221447305,1.34127,0.729,-4.065501549,13.1067893089,451.252953741708,3.35574686889481,78.2820015477183,1.8496,3.40808521,2.85367440013496,1.7990052129,0.531441,16.5283028449214,0.032760188740062,0.004975,0.00614,0.005375,0,0.00306056717510092,0.018181818,0.0100786866055382,"180720B",0.654,0.218535505216528
"180728A",3.8695,21.58733599,2.120573931,-9.42365865,1.97,1.70111,0.938519725176492,1.1986,0.8595,-4.528708289,14.97303025,466.013075145149,4.49683379683679,88.8053423517198,3.8809,2.8937752321,0.880819274545358,1.43664196,0.73874025,20.5091987668573,0.0148761559697317,0.009885,0.014745,0.0091,0.042486494,0.00533531304621856,0.018181818,0.00578261707263729,"180728A",0.117,0.0480531731156091
"181010A",3.15711,22.27837171,0.146128036,-9.928117993,1.52,1.76613,1.2148438480477,1.07011,1.115,-6.161150909,9.9673435521,496.325846048928,0.0213534029052173,98.5675268829304,2.3104,3.1192151769,1.47584557513934,1.1451354121,1.243225,37.9597805234715,0.0580681587729877,0.034615,0.057805,0.033375,0.007041969,0.0267023396704747,0.090909091,0.037601253750777,"181010A",1.39,0.378397900948138
"181020A",4.29043,20.65703194,0.886490725,-10.42365865,1.25,1.93674,2.37657695705651,2.64643,1.228,-5.091514981,18.4077895849,426.71296857018,0.785865805511026,108.65265965172,1.5625,3.7509618276,5.64811803281199,7.0035917449,1.507984,25.9235248017474,0.021146889716851,0.1418,0.047555,0.091985,0.029531206,0.00974847321620432,0.036363636,0.0102548874264469,"181020A",2.938,0.595275711802099
"181110A",3.7664,20.88432911,0.568201724,-10.39577395,2.02,1.76057,2.14113609012074,1.92336,1.7505,-5.004364805,14.18576896,436.155202374793,0.322853199156572,108.072116019499,4.0804,3.0996067249,4.58446375641752,3.6993136896,3.06425025,25.0436671015227,0.0342910112443923,0.0907,0.05473,0.07443,0.141485526,0.00797602353536826,0.03030303,0.0213412522066114,"181110A",1.505,0.398807730203264
"190106A",4.19124,21.0438101,0.740362689,-10.43297363,1.43,1.94587,1.88536122003151,1.26841,1.9365,-5.22184875,17.5664927376,442.841943524862,0.548136911263311,108.846938764275,2.0449,3.7864100569,3.55458692999871,1.6088639281,3.75003225,27.2677043678766,0.0127388781590608,0.02855,0.031095,0.027005,0.225510462,0.00877362590478576,0.127272727,0.0143568424076625,"190106A",1.859,0.456214155357989
"190114A",3.74534,21.6447605,-0.301029996,-10.75202673,2.06,1.83214,1.8234742291703,1.18375,0.86,-6.096910013,14.0275717156,468.49565710236,0.09061905849176,115.606078802635,4.2436,3.3567369796,3.32505826444822,1.4012640625,0.7396,37.1723117066197,0.0664080102445273,0.03365,0.042215,0.04616,0,0.0394813165359268,0.133333333,0.105283510661638,"190114A",3.3765,0.641126932803509
"190719C",4.88123,20.95382587,0.740362689,-11.257,1.64,1.5415,2.26881190373978,1.55953,0.915,-5.292429824,23.8264063129,439.062818590281,0.548136911263311,126.720049,2.6896,2.37622225,5.14750745455133,2.4321338209,0.837225,28.0098134419647,0.0226602223459461,0.2175,0.1943,0.21085,0.22,0.025546734235364,0.09,0.0236887899489543,"190719C",2.469,0.54020429984206
"190829A",4.0838,22.04910001,1.255272505,-9.56068,2.56,2.0913,1.76492298464989,1.03996,1.16,-5.193820026,16.67742244,486.162811250982,1.57570906180898,91.4066020624,6.5536,4.37353569,3.11495314174547,1.0815168016,1.3456,26.9757664624786,0.0660733688053005,0.013585,0.0191599999999998,0.0096749999999999,0.075,0.0475009589564058,0.21,0.0651441723009837,"190829A",0.0785,0.0328201494385639
