"","log10Ta","log10NH","log10Fa","PhotonIndex","log10PeakFlux","Alpha","log10T90","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10FaSqr","PhotonIndexSqr","log10PeakFluxSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"050416A",2.99481,21.75162856,-10.5559552,3.08,0.688419822,0.842217,0.397940008672038,0.9,2.06183,-6.435333936,8.9688869361,473.133345012208,111.428190184407,9.4864,0.473921851322512,0.709329475089,0.158356250501901,0.81,4.2511429489,41.4135228678333,0.0771432233016977,0.0484,0.070765,0.0149485,0.005,0.0265360347448561,0.133333333,0.0258893879011433,"050416A",0.6528,0.218220304175545
"050502A",3.74231964364089,22.00679538,-10.7732215693631,0.6,-0.22184875,1.47537386145364,2.29841638006129,0.897549496011238,1.843,-5.602059991,14.0049563151805,484.299042897189,116.062302982591,0.36,0.0492168678765625,2.17672803106062,5.28271785613406,0.805595097790027,3.396649,31.3830761427629,0.0249820977867784,0.801144494382176,0.60716054381255,0.325539058592322,0.2246648035101,0.0219340647449938,0.03030303,0.0210567021001345,"050502A",3.79,0.680335513414563
"050502B",3.70645750818586,20.95382587,-10.6899371888979,2.04,0.146128036,1.44498054375414,1,0.915839303854579,1.78711,-6.552841969,13.7378272599873,439.062818590281,114.274757102583,4.1616,0.0213534029052173,2.08796877182801,1,0.83876163048484,3.1937621521,42.9397378706878,0.00604043447967716,0.806111910547845,0.594013151296236,0.333065448834679,0.220674134942775,0.0594342399249789,0.121212121,0.0579059309278577,"050502B",3.793,0.680607428991788
"050505A",4.270583544,22.23063027,-11.04817696,1.41,0.267171728,1.462094791,1.7701152947871,0.973,2.01835,-5.603800653,18.2378838062836,494.20092220144,122.062214139475,1.9881,0.071380732242506,2.13772117786933,3.13330815683923,0.946729,4.0737367225,31.4025817585632,0.0504266082816271,0.03272177,0.030067592,0.035926291,5e-04,0.018921434167657,0.072727273,0.0441052545788047,"050505A",4.27,0.721810615212547
"050525A",3.57751548371653,21.95954126,-10.3907768000543,1,0.255272505,1.26230592675256,1.91009054559407,0.85486022572302,2.02179,-5.443697499,12.7986170362315,482.221452349642,107.968242508546,1,0.065164051808975,1.59341625271463,3.64844589236784,0.730786005523213,4.0876348041,29.6338424606189,0.0130126209875294,0.784957174815339,0.607367860437585,0.318945879286748,0.22442225774892,0.0438681294899875,0.218181818,0.065802194705171,"050525A",0.61,0.20682587603185
"050603A",3.9992079444298,21.70173804,-10.4559524469973,1.54,0.294466226,1.70502990496383,2.0618293072947,0.928723250100248,1.85145,-5.552841969,15.9936641827904,470.965433956783,109.326941573868,2.3716,0.0867103582546831,2.90712697682095,4.25114009241934,0.862526875276768,3.4278671025,30.8340539326878,0.00227712475506529,0.785339423088843,0.589852798695613,0.326288872891902,0.224870255636325,0.0191600506592421,0.048484848,0.0877362588943192,"050603A",2.82,0.582063362911709
"050730A",4.05018,21.73850309,-10.09854168,1.53,-0.259637311,2.38763,2.19451434188247,0.5615,1.6177,-5.623423043,16.4039580324,472.562516593939,101.980544062697,2.3409,0.0674115332633107,5.7007770169,4.81589319672784,0.31528225,2.61695329,31.6228867205434,0.0500432094352208,0.0266,0.017795,0.0538,0.000210492,0.0168099723091123,0.066666667,0.0669985979550667,"050730A",3.967,0.696094159995223
"050801A",3.36517765459557,21.451745,-10.1032404754798,1.58,0.832508913,1.35261853485991,1.59328606702046,0.883696758709267,1.90402,-5.096367484,11.3244206469894,460.177363545025,102.075468105373,2.4964,0.693071090224441,1.82957690084656,2.53856049136152,0.780919961353265,3.6252921604,25.9729615319725,3.89871091300026,0.799663202754312,0.604862366492575,0.320044300876996,0.236257494342848,0.0842660934455674,0.654545455,0.0579059309278577,"050801A",1.56,0.40823996531185
"050802A",3.63973,21.25883595,-10.28650946,1.54,0.439332694,1.44729,1.27875360095283,0.8585,1.8557,-5.698970004,13.2476344729,451.938105949012,105.812276870669,2.3716,0.193013216017298,2.0946483441,1.63521077194983,0.73702225,3.44362249,32.4782591064918,0.233102740892789,0.0275,0.0326,0.03274,0.002369606,0.020661888971532,0.078787879,0.0421134043419523,"050802A",1.7102,0.433001340945038
"050803A",4.21721,21.34755638,-10.86012091,1.38,-0.017728767,1.52234,1.94398887507377,1.218,2.11696,-5.66756154,17.7848601841,455.718163397279,117.942226179819,1.9044,0.000314309179340289,2.3175190756,3.77909274641059,1.483524,4.4815196416,32.1212538096872,0.0515724807439485,0.0489,0.04766,0.048695,0.22485626,0.0165270627330643,0.066666667,0.0301593391746037,"050803A",3.5,0.653212513775344
