"","log10Ta","log10NH","log10Fa","PhotonIndex","log10PeakFlux","Alpha","log10T90","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10FaSqr","PhotonIndexSqr","log10PeakFluxSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"061126A",3.6923430560434,21.33992622,-10.6282725563889,1.31,0.041392685,1.2018820265874,1.78175537465247,0.90384690167602,1.83834,-5.431798276,13.6333972435119,455.392451075043,112.96017753289,1.7161,0.00171335437150922,1.44452040583385,3.17465221510296,0.816939221669341,3.3794939556,29.5044325111566,0.0130126209875294,0.797866089066838,0.605750638182965,0.328579821951726,0.22499211426445,0.0658021941832558,0.157575758,0.0579059309278577,"061126A",1.1588,0.334212409393176
"061222A",3.92091,22.56660835,-9.954677021,1.35,0.930949031,1.35061,1.85369821177617,0.86,1.92748,-5.097453221,15.3735352281,509.25181242229,99.0955945924254,1.8225,0.866666098319839,1.8241473721,3.43619706034219,0.7396,3.7151791504,25.9840293402833,0.0973208923032497,0.02311,0.024435,0.018075,0.005,0.00520487944706068,0.024242424,0.00802277634320278,"061222A",2.088,0.489677291663699
"070110A",4.26825,21.3989672,-11.04866248,1.58,-0.22184875,1.42725,1.94645226501307,1.186,2.08596,-5.790484985,18.2179580625,457.915797226676,122.07294259696,2.4964,0.0492168678765625,2.0370425625,3.78867641997452,1.406596,4.3512291216,33.5297163615105,0.0711281657171841,0.05475,0.053995,0.046555,0.12166788,0.0175472517755912,0.072727273,0.0526417556261212,"070110A",2.352,0.525304009958239
"070125A",4.29014309362149,20.842422,-10.8053214864428,2.2,-0.22184875,1.65808546517929,2.74028371968188,0.869470030948507,2.24976,-5.431798276,18.4053277637482,434.406554826084,116.754972425383,4.84,0.0492168678765625,2.74924740983881,7.50915486435356,0.755978134717599,5.0614200576,29.5044325111566,0.0130126209875294,0.781214750067768,0.601957704192736,0.334504683607707,0.226723554070773,0.0438681294899875,0.103030303,0.065802194705171,"070125A",1.55,0.406540180433955
"070208A",3.44468,21.8647258,-10.86327943,1.94,-0.045757491,1.2125,1.67851837904011,1.14,2.20341,-6.351639989,11.8658203024,478.066234309186,118.010839974261,3.7636,0.00209374798261508,1.47015625,2.81742394877545,1.2996,4.8550156281,40.3433305498639,0.20601598202985,0.1619,0.14114,0.06357,0.015,0.0597395201502247,0.218181818,0.0643399231491616,"070208A",1.165,0.335457900689384
"070223A",4.22335,21.70173804,-11.86327943,1.85,-0.161150909,0.991734,1.94694327069783,1.03,2.25837,-5.769551079,17.8366852225,470.965433956783,140.737398834261,3.4225,0.0259696154715263,0.983536326756,3.79058809931555,1.0609,5.1002350569,33.2877196531901,0.039676879658603,0.16615,0.203105,0.079308,0.06,0.0185794430922578,0.072727273,0.0572192993510938,"070223A",1.6295,0.419873175149476
"070306A",4.86926,22.44245468,-11.2737,1.66,0.609594409,1.89982,2.32118402730231,0.831,1.94468,-5.269217724,23.7096929476,503.663772063854,127.09631169,2.7556,0.371605343484059,3.6093160324,5.38789528860339,0.690561,3.7817803024,27.7646554229157,0.134263479547411,0.0335,0.02824,0.06188,0.001,0.0139921394309921,0.060606061,0.013580796821018,"070306A",1.4959,0.397227181043161
"070411A",3.60089287467977,20.98677173,-10.6853000452881,1,1.06069784,1.41924449069405,1.35218251811136,0.951597504114132,2.03408,-5.096367484,12.9664294949196,440.444587647127,114.175637057834,1,1.12507990778067,2.0142549243654,1.82839756228599,0.905537809836245,4.1374814464,25.9729615319725,0.0249708024012773,0.793363618992196,0.599113991661822,0.34285435038227,0.229340953111285,0.0248403283013014,0.121212121,0.0914304172328591,"070411A",2.95,0.59659709562646
"070508A",3.02525,21.89306622,-9.161150909,1.1,1.382017043,1.37377,1.32014628611105,0.764,1.82568,-4.707743929,9.1521375625,479.306348513305,83.9266859774715,1.21,1.90997110714246,1.8872440129,1.74278621673281,0.583696,3.3331074624,22.1628529010364,0.0152922340419372,0.010795,0.01189,0.013355,5e-04,0.00366612225284185,0.060606061,0.00666213086681254,"070508A",0.82,0.260071387985075
"070521A",3.55243,22.27524914,-10.01233374,1.1,0.814913181,1.44502,1.57863920996807,0.98,2.00022,-5.096367484,12.6197589049,496.186724249071,100.246826921142,1.21,0.664083492567539,2.0880828004,2.49210175524862,0.9604,4.0008800484,25.9729615319725,0.032307204598357,0.04901,0.04844,0.0562,0.147518075,0.00581622391039878,0.121212121,0.0108830581881966,"070521A",2.0865,0.489466281303128
"070529A",3.09323,22.56252244,-10.24641694,1.34,0.155336037,1.21432,2.03822263836872,0.76,1.97999,-5.590066877,9.5680718329,509.067418855503,104.989060108319,1.7956,0.0241292843908654,1.4745730624,4.15435152355874,0.5776,3.9203604001,31.2488476893325,0.0794726286049195,0.0552,0.068045,0.03501,0.015,0.0250918873122187,0.096969697,0.0662623494478934,"070529A",2.4996,0.544018407858776
"070612A",4.28012925734218,20.842422,-10.6712151460881,1.77,0.387389826,2.14879559022208,2.74028371968188,0.942489049279503,1.90881,-5.552841969,18.3195064595565,434.406554826084,113.8748326941,3.1329,0.15007087728831,4.61732248855786,7.50915486435356,0.888285608011782,3.6435556161,30.8340539326878,0.0175057628797337,0.799632647298818,0.620557452103465,0.4497610286745,0.2357747057907,0.0394813165204961,0.22,0.144764827428965,"070612A",0.671,0.222976449893391
"070714B",3.22974,21.64321572,-10.74232143,1.36,0.431363764,1.64623,1.80617997398389,0.93,2.07429,-6.142667504,10.4312204676,468.428786702455,115.397469705437,1.8496,0.186074696892248,2.7100732129,3.26228609842043,0.8649,4.3026790041,37.7323640646976,0.0570608478039056,0.09935,0.0946,0.108425,0.005,0.0329010971465546,0.115151515,0.0194969464108742,"070714B",0.923,0.28397928423848
"070721B",3.94739,21.89473409,-10.50863831,1.34,0.176091259,2.5054,2.53147891704225,0.52,1.52512,-5.443697499,15.5818878121,479.379380871808,110.4314791304,1.7956,0.0310081314962051,6.27702916,6.40838550742943,0.2704,2.3259910144,29.6338424606189,0.0272330828930823,0.3648,0.10084,0.09144,0,0.0146227098205568,0.066666667,0.0526417554416033,"070721B",3.626,0.6652056284346
"070802A",3.92184,21.91375294,-11.6716204,1.79,-0.397940009,1.16348,1.2148438480477,0.78,1.99014,-6.552841969,15.3808289856,480.212567915359,136.226722761696,3.2041,0.15835625076292,1.3536857104,1.47584557513934,0.6084,3.9606572196,42.9397378706878,0.0799687771394852,0.17395,0.236245,0.2088785,0.045,0.0470015673425834,0.163636364,0.065802194705171,"070802A",2.45,0.537819095073274
"070810A",3.36583,21.93100401,-10.77728353,2.04,0.278753601,1.36994,1.04139268515823,1.02,2.17076,-6.161150909,11.3288115889,480.968936886636,116.149840286009,4.1616,0.0777035700704672,1.8767356036,1.08449872470106,1.0404,4.7121989776,37.9597805234715,0.197037086517346,0.06175,0.07187,0.077915,0.01,0.0228877197175498,0.084848485,0.0277061869917745,"070810A",2.17,0.501059262217751
"071003A",4.78411,20.86974084,-11.67760082,1.36,0.799340549,1.97901,2.17609125905568,0.837,1.91015,-5.080921908,22.8877084921,435.546082728764,136.366360911265,1.8496,0.638945313275621,3.9164805801,4.73537316773854,0.700569,3.6486730225,25.8157674351944,0.0130126209875294,0.1359,0.098505,0.183105,0.032,0.00951357025803561,0.042424242,0.0167116683635139,"071003A",1.60435,0.415699348887829
"071010A",4.26227760186754,21.14580437,-10.9888840433363,1.22,0.499687083,1.91972633889317,2.68699356626468,0.866911394933187,2.03408,-5.148741651,18.1670103553817,447.145042454311,120.75557251789,1.4884,0.249687180917049,3.68534921624017,7.21993442514778,0.751535366665003,4.1374814464,26.5095405887422,0.130539784510126,0.803752813558394,0.60276491914992,0.342317492692135,0.223856429752714,0.0169812114071368,0.03030303,0.0877362588943192,"071010A",0.99,0.298853076409707
"071010B",3.5403935698525,21.96198081,-10.4572366231174,1.52,0.814247596,1.04622911483707,0.6232492903979,0.877013001406438,1.83834,-5.869666232,12.5343866294529,482.328601098808,109.353797791868,2.3104,0.662999147591779,1.09459536073275,0.388439677981486,0.76915180463593,3.3794939556,34.4529816750811,0.00227712475506529,0.789186306435244,0.597720870692812,0.32157706448899,0.221657907794632,0.0142275014568467,0.024242424,0.0309657384329063,"071010B",0.947,0.289365951520032
"071020A",2.311950854,20.99642367,-9.169411331,1.11,0.924279286,1.119196934,0.6232492903979,0.844,1.59788,-5.638272164,5.34511675131133,440.849806930136,84.0781041570712,1.2321,0.85429219852867,1.252601777075,0.388439677981486,0.712336,2.5532204944,31.7901129953372,0.0601790284455221,0.035099822,0.039262062,0.011153209,0.001,0.0114438598661619,0.03030303,0.00940031347184909,"071020A",2.145,0.497620649781288
"071025A",3.60045123513492,21.41988474,-10.7398884926704,1.21,0.278753601,1.46012975503547,1.69897000433602,0.922023598456419,1.90402,-5.744727495,12.9632490965846,458.811462274885,115.345204834993,1.4641,0.0777035700704672,2.13197890153995,2.88649907563353,0.850127516110524,3.6252921604,33.001893991809,0.0734806588231774,0.777713188945541,0.598441005217412,0.326953880830431,0.219082795379348,0.0347435585260231,0.066666667,0.100638650276148,"071025A",5,0.778151250383644
"071112C",3.32896248474338,21.91375294,-10.4113086338071,1.36,0.462397998,1.19838456254577,1.04139268515823,0.842633791247414,1.45068,-5.698970004,11.0819912248288,480.212567915359,108.395347468386,1.8496,0.213811908554408,1.43612555974801,1.08449872470106,0.710031706151991,2.1044724624,32.4782591064918,0.0299157959458657,0.783721739676263,0.62621885678383,0.320490523267276,0.22312830992363,0.0894135698123102,0.224242424,0.144764827428965,"071112C",0.82,0.260071387985075
"071117A",3.901990464,22.04291793,-11.23542972,1.57,1.053078443,1.104952391,0.819543935541869,0.94,2.0457,-5.619788758,15.2255295811469,485.890230868716,126.234880993059,2.4649,1.1089742071113,1.22091978637662,0.671652262283455,0.8836,4.18488849,31.5820256845432,0.120079755769867,0.101024385,0.117162967,0.089387802,0.01,0.0109670323640116,0.036363636,0.00931712484047533,"071117A",1.331,0.367542273520577
"080310A",4.32608056,21.45692297,-11.3990271,2.32,0.113943352,1.59590648,2.56229286445647,0.878,2.09352,-5.638272164,18.7149730116099,460.399543340514,129.937818826534,5.3824,0.0129830874649959,2.54691749290599,6.56534472324456,0.770884,4.3828259904,31.7901129953372,0.0207018675137275,0.04247343,0.03798676,0.065276352,0.0375,0.0228877197323238,0.096969697,0.0404936579440628,"080310A",2.42,0.534026106056135
"080319B",5.36799912,20.8771334,-12.15181088,1.04,1.394451681,1.42250979,1.69897000433602,0.73,1.81426,-4.091514981,28.8154145523208,435.854699001396,147.666507663286,1.0816,1.94449549064373,2.02353410264584,2.88649907563353,0.5329,3.2915393476,16.7404948397474,0.00155572020808234,0.097779455,0.087626454,0.075139905,0,0.0032494910720681,0.012121212,0.00530662856410116,"080319B",0.937,0.287129620719111
"080319C",3.19029,21.75037415,-8.91721463,1.37,0.716003344,1.45203,1.53147891704226,1.94,1.61029,-5.443697499,10.1779502841,473.078775664988,79.516716757486,1.8769,0.512660788619182,2.1083911209,2.34542767334492,3.7636,2.5930338841,29.6338424606189,0.11349174293958,0.05004,0.04713,0.02854,0.199995173,0.00731135491027843,0.042424242,0.0151851217472848,"080319C",1.95,0.469822015978163
"080330A",3.6516239928547,21.20847898,-10.5225604207395,1.38,1.037426498,1.32456942099769,1.04139268515823,0.833997878161368,2.00022,-5.958607315,13.3343577851921,449.799580645102,110.724277808114,1.9044,1.07625373875254,1.75448415104216,1.08449872470106,0.695552460777665,4.0008800484,35.5050011343715,0.00859100615880472,0.787201614925993,0.582763402575977,0.327673766110402,0.22889904752821,0.0361912068292397,0.066666667,0.0478561411902437,"080330A",1.51,0.399673721481038
"080411A",4.20932562,21.57289018,-10.11350927,1.75,1.635483747,1.28909841,1.7481880270062,0.91,1.97674,-4.578396073,17.7184221751884,465.38959071834,102.283069754376,3.0625,2.67480708670116,1.66177471066453,3.05616137776783,0.8281,3.9075010276,20.9617106012618,0.00776276208179474,0.06043543,0.049275581,0.010296793,0,0.000997002942546105,0.018181818,0.00548351617874055,"080411A",1.03,0.307496037913213
"080413B",4.4220782081034,21.0438101,-11.1448510452564,1.17,-0.244125144,1.938648194927,1.68124123737559,0.891908616157083,1.79496,-5.769551079,19.554775678583,442.841943524862,124.207704820952,1.3689,0.0595970859330207,3.75835682369372,2.8265720982522,0.795500979575242,3.2218814016,33.2877196531901,0.149214122903764,0.821894149744215,0.612872037103091,0.340335983960693,0.219101098007139,0.0842660934455674,0.181818182,0.144764827428965,"080413B",1.1,0.322219294733919
"080430A",4.21762911,21.51787914,-11.17198494,1.73,0.414973348,0.99269763,1.20951501454263,0.971,2.03541,-5.920818754,17.7883953095194,463.019122683647,124.813247499587,2.9929,0.172202879550329,0.985448584607617,1.46292657040406,0.942841,4.1428938681,35.0560947177181,0.0585255609478052,0.028180965,0.038388523,0.020935069,0.0755,0.0219340647449938,0.054545455,0.0202468289563662,"080430A",0.767,0.247236549506764
"080516A",3.77452827,22.03528962,-11.12090412,1.82,0.255272505,0.94016916,0.763427993562937,1.48,2.3315,-6.585026652,14.2470636610292,485.55398863728,123.674508446233,3.3124,0.065164051808975,0.883918049415106,0.582822301355532,2.1904,5.43589225,43.3625760075503,0.0159503209321748,0.077803665,0.111057696,0.084888358,0.03,0.0404936579835962,0.163636364,0.04386812953948,"080516A",3.2,0.6232492903979
"080603A",3.76450586055628,21.75162856,-10.668805134196,1.74,-0.301029996,1.23898439440789,0.728353782021228,0.914791074478396,1.70111,-6.48148606,14.1715043741626,473.133345012208,113.823402991446,3.0276,0.09061905849176,1.53508232958629,0.530499231784627,0.836842709945338,2.8937752321,42.0096615459743,0.0768849139192809,0.779163308029585,0.613290660119653,0.32325537651479,0.230407387638479,0.0668145357246291,0.17,0.0579059309278577,"080603A",1.69,0.429752280002408
"080603B",3.90095594907986,21.77771022,-10.6294920393392,1.17,1.1430148,1.39128969634871,1.94448267215017,0.879056776909866,1.94644,-5.045757491,15.2174573166615,474.268662426292,112.986101014375,1.3689,1.30648283301904,1.93568701916609,3.78101286229226,0.772740817031163,3.7886286736,25.4596686579826,0.0132262962918312,0.788307379984708,0.612336882637542,0.322639228220906,0.220507564415083,0.0169812114071368,0.048484848,0.131604388703391,"080603B",2.6893,0.566943971856554
"080607A",3.46298403,22.38386741,-10.0540393,1.31,1.36361198,1.7256074,1.89762709129044,1.06,2.03418,-4.619788758,11.992258392035,501.03752022846,101.083706245944,1.7161,1.85943763199952,2.97772089893476,3.60098857759942,1.1236,4.1378882724,21.3424481685432,0.0180592945376601,0.11042072,0.069659314,0.037637388,0.02,0,0.024242424,0.0125337512846333,"080607A",3.036,0.605951157564873
"080710A",4.09266933,20.89722339,-11.23284413,1.47,0,1.52133785,2.07918124604762,1.3,2.00149,-5.853871964,16.7499422447226,436.693945411563,126.176787248875,2.1609,0,2.31446885384262,4.32299465391615,1.69,4.0059622201,34.2678169709052,0.0631067762093961,0.06269498,0.054210787,0.06401643,0.150517844,0.0376012538165791,0.139393939,0.0526417552900893,"080710A",0.845,0.265996370495079
"080721A",2.87876286,21.79728278,-8.714442691,1.11,1.320146286,1.33437559,1.20951501454263,0.735,1.9433,-4.920818754,8.28727560411538,475.121536591284,75.9415114147233,1.2321,1.74278621643959,1.78055821518785,1.46292657040406,0.540225,3.77641489,24.2144572097181,3.86039539469557,0.007019299,0.007554816,0.006435673,0,0.0219340647449938,0.048484848,0.0226686984976336,"080721A",2.591,0.555215405126073
"080810A",3.2687548,21.45079548,-9.931814138,1.34,0.301029996,1.44529526,2.02530586526477,1.079,2.11482,-5.337242168,10.684757942523,460.136626724788,98.6409320717767,1.7956,0.09061905849176,2.08887838857847,4.10186384787588,1.164241,4.4724636324,28.4861539598773,0.0177699795108654,0.031830706,0.039738688,0.036139295,0.0015,0.0114438598573077,0.036363636,0.0263208776246799,"080810A",3.35,0.638489256954637
"080905B",3.67820615,22.33533151,-10.11125904,1.78,-0.301029996,1.36946226,2.10720996964787,0.375,1.86248,-5.744727495,13.5292004818978,498.867033661599,102.237559373982,3.1684,0.09061905849176,1.87542688156431,4.44033385618337,0.140625,3.4688317504,33.001893991809,0.095199838533423,0.03236457,0.038825489,0.033301752,0.00558525,0.0292454196637412,0.090909091,0.0526417557651133,"080905B",2.374,0.528145078253106
"080913A",4.39536004336078,21.81946365,-11.5223899585127,1.45,0.255272505,1.27619200667343,2.00945089579869,0.959839770558649,2.06008,-5.698970004,19.3191899107725,476.088993973671,132.765470356033,2.1025,0.065164051808975,1.62866603789715,4.03789290262617,0.921292385146079,4.2439296064,32.4782591064918,0.0334396932055774,0.835474944351683,0.621570510330795,0.340028577907015,0.229540706710866,0.0510934685037089,0.58,0.065802194705171,"080913A",6.73,0.888179493918325
"080916A",3.60698,21.7431239,-10.75269955,1.17,0.431363764,0.998947,1.77815125038364,0.83,1.88453,-5.397940009,13.0103047204,472.763436930751,115.62054761257,1.3689,0.186074696892248,0.997895108809,3.16182186924092,0.6889,3.5514533209,29.1377563407629,0.0457883734550316,0.0592,0.073495,0.0260505,0.01,0.00658021942774567,0.127272727,0.0194969464108742,"080916A",0.6887,0.227552503379865
"080928A",4.08450503,21.51035195,-11.1260984,1.77,0.322219295,1.76031774,2.44715803134222,0.99,2.13864,-5.602059991,16.6831813400953,462.695241012869,123.790065606483,3.1329,0.103825274070297,3.09871854575871,5.98858243036273,0.9801,4.5737810496,31.3830761427629,0.0322625499166263,0.064484035,0.047916769,0.075970735,0,0.0210567021369837,0.072727273,0.0125337513552694,"080928A",1.692,0.430075055551939
"081007A",3.58176278,21.69605744,-10.58502665,2.51,0.414973348,1.00469263,1,0.92,2.102,-6.148741651,12.8290246121933,470.718908439779,112.04278918121,6.3001,0.172202879550329,1.00940728077632,1,0.8464,4.418404,37.8070238907422,0.127558078741005,0.053161115,0.084284398,0.039134851,0.005,0.0296573269567103,0.121212121,0.0404936579127324,"081007A",0.5295,0.184549481320698
"081008A",3.85550833,21.1376737,-10.79317412,1.69,0.113943352,1.47398467,2.26834391395106,0.84,1.98207,-5.366531544,14.8649444826994,446.801249447672,116.492607584638,2.8561,0.0129830874649959,2.17263080739501,5.14538411195884,0.7056,3.9286014849,28.799660812747,0.0944541322659323,0.06052989,0.056285684,0.063988679,0.025,0.0122422686816868,0.042424242,0.0202468291390677,"081008A",1.9685,0.472537053262077
"081028A",4.75426,20.90308999,-11.3994,1.25,-0.301029996,2.20023,2.41497334797082,0.945,2.51,-5.431798276,22.6029881476,436.939171130038,129.94632036,1.5625,0.09061905849176,4.8410120529,5.83209627140938,0.893025,6.3001,29.5044325111566,0.0544346314348955,0.0572,0.03025,0.054715,5e-04,0.0142275014568467,0.23030303,0.0526417557651133,"081028A",3.038,0.60616631460762
"081029A",4.48156171,21.49704581,-11.86327943,1.43,-0.301029996,2.51960373,2.43136376415899,0.87,1.95818,-5.677780705,20.0843953605381,462.122978557239,140.737398834261,2.0449,0.09061905849176,6.34840295622991,5.91152975366536,0.7569,3.8344689124,32.2371937340703,0.0734806588231774,0.083250805,0.04285341,0.169198521,0.001,0.0250675025476,0.109090909,0.105283510661638,"081029A",3.8479,0.685553652846326
"081109A",3.98832983023023,21.71466751,-10.8639834188585,3.08,0.556302501,1.97012879100137,1.70070371714502,0.917940270744509,1.95996,-5.552841969,15.9067748347043,471.52678506985,118.026135725232,9.4864,0.309472472618855,3.88140745313251,2.89239313351089,0.842614340654502,3.8414432016,30.8340539326878,0.0861743624797326,0.827185516096811,0.61713858749426,0.640627738522745,0.225394210207841,0.0658021941832558,0.17,0.144764827428965,"081109A",0.98,0.296665190261531
"081203A",4.02089,21.66176916,-10.9243983,1.54,0.462397998,1.86904,2.46834733041216,0.82,2.03508,-5.113509275,16.1675563921,469.232243141127,119.342478217043,2.3716,0.213811908554408,3.4933105216,6.09273854355282,0.6724,4.1415506064,26.147977105511,0.12256244375552,0.05695,0.03932,0.064395,0.0325,0.0102548874161921,0.036363636,0.0181523294061522,"081203A",2.1,0.491361693834273
"081221A",2.93195749,21.57331844,-9.354577731,1.21,1.260071388,1.23586126,1.53147891704226,0.991,2.4947,-4.742321425,8.5963747231671,465.408068513644,87.5081245253211,1.4641,1.58777990285625,1.52735305396879,2.34542767334492,0.982081,6.22352809,22.489612498014,0.0102431891779573,0.0249855,0.031176651,0.012861856,5e-04,0.00436257641157646,0.078787879,0.00723101035372789,"081221A",2.26,0.513217600067939
"081228A",3.40760454754527,21.21643247,-10.9063213159454,1.78,0.814247596,1.33954865647793,0.99211148778695,0.974046229821116,2.03418,-5.548213564,11.6117687524512,450.13700675407,118.947844646645,3.1684,0.662999147591779,1.79439060307182,0.984285204198835,0.94876605782873,4.1378882724,30.7826737517536,0.202660966173494,0.796941891158412,0.591827966362107,0.323894322748471,0.23294878354463,0.0501350050952,0.139393939,0.144764827428965,"081228A",3.44,0.64738297011462
"081230A",3.66959365,20.67248024,-11.32975415,1.97,-0.15490196,0.99376498,1.78318869107526,1.02,2.08621,-6.086186148,13.4659175561203,427.35143927319,128.363329099442,3.8809,0.0239946172118416,0.9875688354744,3.17976190797869,1.0404,4.3522721641,37.0416618281071,0.0985519956259729,0.0701444,0.08735027,0.040381418,0.02,0.0256789050871822,0.096969697,0.0376012540900799,"081230A",2.1,0.491361693834273
"090102A",3.15380077,21.72376179,-9.457174573,1.36,0.740362689,1.42487631,1.43136376415899,0.667,1.76997,-7.167491087,9.94645929685259,471.921826308664,89.4381509041977,1.8496,0.548136911263311,2.03027249879922,2.04880222534738,0.444889,3.1327938009,51.3729284822244,0.0360303570814986,0.036239983,0.041590346,0.021786596,0.002673458,0.0116121519146922,0.048484848,0.0382849130607791,"090102A",1.547,0.406028944963615
"090205A",3.70655,21.81792086,-11.3419886,2.15,-0.301029996,1.29089,0.944482672150169,1.01,2.03416,-6.721246399,13.7385129025,476.021670653223,128.64070540253,4.6225,0.09061905849176,1.6663969921,0.892047517991923,1.0201,4.1378069056,45.1751531560705,0.0885407573811254,0.13445,0.114585,0.084185,0.025,0.0415592805603905,0.139393939,0.0526417557651133,"090205A",4.6497,0.752025387323213
"090313A",3.64134122179907,21.08891889,-10.2865995752338,1.21,1.1430148,1.21689401033555,2.23894889831176,0.931695612711147,1.88733,-4.928117993,13.2593658935732,444.742499948999,105.814130821199,1.4641,1.30648283301904,1.48083103239054,5.01289216925145,0.8680567147452,3.5620145289,24.2863469529303,0.269476254010303,0.785580100887332,0.601546963755422,0.321706516322964,0.227868711433463,0.0894135698123102,0.278787879,0.144764827428965,"090313A",3.38,0.6414741105041
"090418A",3.52813657,22.02365981,-10.04720756,1.48,0.278753601,1.52909667,1.7481880270062,0.98,2.03408,-5.337242168,12.4477476565714,485.041591426609,100.946379753721,2.1904,0.0777035700704672,2.33813662620509,3.05616137776783,0.9604,4.1374814464,28.4861539598773,0.032023099707459,0.028659405,0.030759021,0.042154514,0.003531332,0.0114438598573077,0.042424242,0.0415592806019498,"090418A",1.608,0.416307587059883
"090423A",3.91521772,22.7516324,-11.2798407,0.8,0.230448921,1.43267533,1.01283722470517,0.77,1.8158,-6.229147988,15.328929795002,517.63677686473,127.234806217376,0.64,0.0531067051900642,2.05255860119061,1.02583924374848,0.5929,3.29712964,38.8022846564045,0.0447672759398327,0.08569564,0.077643595,0.064053366,0.005,0.017844662826724,0.303030303,0.0309657384329063,"090423A",8.26,0.966610986681934
"090424A",2.99599056,21.63012977,-9.050609993,1.19,1.851258349,1.1284106,1.68124123737559,0.924,1.96315,-4.677780705,8.97595943560911,467.86251386704,81.9135412453915,1.4161,3.42715747474221,1.27331048219236,2.8265720982522,0.853776,3.8539579225,21.8816323240703,0.020561192440785,0.011257098,0.013394814,0.005546887,0,0,0.090909091,0.00741433173843615,"090424A",0.544,0.188647295999717
"090516A",4.33113504,21.19589965,-11.27490548,1.84,0.204119983,1.76098314,2.32221929473392,0.502,2.09,-5.045757491,18.7587307347158,449.26616197287,127.123493582934,3.3856,0.0416649674599203,3.10106161936426,5.3927024528345,0.252004,4.3681,25.4596686579826,0.13235641353242,0.03779605,0.029715315,0.053351589,0.479087085,0.0175472518118213,0.066666667,0.0329010970302395,"090516A",4.109,0.708335902682263
"090519A",3.44619,22.13069392,-11.76000021,1.02,-0.22184875,1.42452,1.80617997398389,0.63,1.46604,-5.920818754,11.8762255161,489.767613380725,138.2976049392,1.0404,0.0492168678765625,2.0292572304,3.26228609842043,0.3969,2.1492732816,35.0560947177181,0.0559162050288593,0.21145,0.24029,0.3065,0.03,0.0219340647449938,0.121212121,0.0877362588943192,"090519A",3.85,0.685741738602264
"090529A",4.472757799,21.81792086,-12.1873998,2,-0.397940009,0.8815438,2,0.64,2.22623,-6.167491087,20.0055623285153,476.021670653223,148.53271388504,4,0.15835625076292,0.77711947131844,4,0.4096,4.9561000129,38.0379463082244,0.0457201049030991,0.11547934,0.21900534,0.113675222,0.125,0.0658021941832558,0.181818182,0.065802194705171,"090529A",2.625,0.559308010907013
"090530A",3.6839464,20.90942658,-11.16052195,1.61,0.397940009,0.88610581,1.68124123737559,1.09,2.03975,-5.958607315,13.571461078073,437.204119904411,124.557250196432,2.5921,0.15835625076292,0.785183506515756,2.8265720982522,1.1881,4.1605800625,35.5050011343715,0.323703994596272,0.089175625,0.115365029,0.038514202,0.035,0.023928070636996,0.103030303,0.0315850532370607,"090530A",1.266,0.355259905527378
"090618A",3.67275453,21.39200012,-9.640164518,1.42,1.589949601,1.30942861,2.05384642685225,0.8945,1.82831,-3.978810701,13.4891258376355,457.61766913408,92.9327719341062,2.0164,2.52793973372006,1.71460328468653,4.21828514509377,0.80013025,3.3427174561,15.8309345943921,0.00227712475506529,0.009695255,0.014245613,0.010591616,0.002482662,0.00250675025669951,0.048484848,0.00541303397821518,"090618A",0.54,0.187520720836463
"090726A",3.6149226191937,21.77771022,-10.5991429343319,1.77,0.113943352,1.28878477519945,0.819543935541869,0.986945379520451,2.03975,-6.48148606,13.0676655427582,474.268662426292,112.341830942397,3.1329,0.0129830874649959,1.66096619678589,0.671652262283455,0.974061182156768,4.1605800625,42.0096615459743,0.0605561232063109,0.780728491785435,0.59737926029967,0.331578228404545,0.233948449337867,0.0501350050952,0.4,0.065802194705171,"090726A",2.71,0.569373909615046
"090809A",4.56066,21.91952315,-11.8559,1.34,0.041392685,1.6367,0.732393759822969,0.96,1.94644,-6.468521083,20.7996196356,480.465495123386,140.56236481,1.7956,0.00171335437150922,2.67878689,0.536400619427624,0.9216,3.7886286736,41.8417650012155,0.0978170519847638,0.338,0.237865,0.319405,0.01,0.0387071730789222,0.145454545,0.0478561411902437,"090809A",2.737,0.572523097849638
"090812A",3.52924,21.77771022,-10.16730017,1.24,0.556302501,1.37252,1.82412583391655,0.53,1.88559,-5.236572006,12.4555349776,474.268662426292,103.373992746882,1.5376,0.309472472618855,1.8838111504,3.32743505796175,0.2809,3.5554496481,27.4216863740229,0.0954430381792181,0.10615,0.13258,0.08412,0.015,0.00907616471193707,0.03030303,0.0146227097949671,"090812A",2.452,0.538070787043172
"090927A",4.20121889,21.01785522,-11.6716204,1.8,0.301029996,1.13087741,0.342422680822206,0.92,2.06549,-6.698970004,17.6502401616928,441.750238048881,136.226722761696,3.24,0.09061905849176,1.27888371644831,0.117253292341467,0.8464,4.2662489401,44.8761991144918,0.079140097248206,0.076268475,0.093241949,0.074843971,0.01,0.0394813165061122,0.121212121,0.0263208776246799,"090927A",1.37,0.374748346010104
