GRB,Redshift_crosscheck,log10T90,log10Fa,log10Ta,Alpha,Beta,Gamma,log10Fluence,PhotonIndex,log10NH,log10PeakFlux,T90Err,log10FaErr,log10TaErr,AlphaErr,BetaErr,log10FluenceErr,PhotonIndexErr,log10PeakFluxErr,is_optical
070208A,1.165,1.806179974,-10.86327943,3.44468,1.2125,1.14,2.20341,-6.351639989,1.94,21.8647258,-0.045757491,22.627417,0.1619,0.14114,0.06357,0.015,0.098570208,0.36,0.106160873,0
070223A,1.6295,1.9408513687054,-11.86327943,4.22335,0.991734,1.03,2.25837,-5.769551079,1.85,21.70173804,-0.161150909,8.08530616,0.16615,0.203105,0.079308,0.06,0.018572476,0.072727273,0.1308440617228483,0
070306A,1.4959,2.321184027,-11.2737,4.86926,1.89982,0.831,1.94468,-5.269217724,1.66,22.44245468,0.609594409,64.76757163,0.0335,0.02824,0.06188,0.001,0.02308703,0.1,0.022408315,0
070318A,0.836,1.872738827,-10.087960174043772,3.364352295860253,1.213092706416552,0.9240583762590401,1.97117,-5.605548319,1.42,21.87762816,0.245512668,,0.4537813156941022,0.3214974251951328,0.19531357775817182,0.14538725315409806,0.019613299,0.08,0.037013734,1
070411A,2.95,2.089021501,-10.73605178517444,3.4708149965165322,1.3749078989158712,0.9802264268438565,2.2428,-5.568636236,1.72,22.32139542,-0.040958608,,0.4604004399857704,0.33083011773119453,0.22936952928678267,0.09887444760530434,0.02493172,0.1,0.062042069,1
070419A,0.97,2.062957834,-10.838826737943776,3.465653714204364,1.4031675497820957,0.8866633537100905,2.18444,-6.253365801,2.35,21.64791964,-0.698970004,,0.41669904372054134,0.2930865766758226,0.18207619874480563,0.12268523444278573,0.064599358,0.25,0.217147241,1
070508A,0.82,1.320146286,-9.161150909,3.02525,1.37377,0.764,1.82568,-4.707743929,1.1,21.89306622,1.382017043,0.735923906,0.010795,0.01189,0.013355,0.0005,0.006049102,0.060606061,0.010992516,0
070521A,2.0865,1.57863921,-10.01233374,3.55243,1.44502,0.98,2.00022,-5.096367484,1.1,22.27524914,0.814913181,2.819384324,0.04901,0.04844,0.0562,0.147518075,0.009596769,0.121212121,0.017957046,0
070529A,2.4996,2.038222638,-10.24641694,3.09323,1.21432,0.76,1.97999,-5.590066877,1.34,22.56252244,0.155336037,19.9827799,0.0552,0.068045,0.03501,0.015,0.041401614,0.16,0.109332877,0
070612A,0.671,2.566790912,-10.711602522351228,4.2710455915674554,2.078497792381182,0.9805217354620301,1.9756793909954788,-4.974694135,1.69,21.255997117337785,0.178976947,,0.4120064261541163,0.3594554400869798,0.42560907990381136,0.1183436510440285,0.024623678,0.1,0.109292651,1
070714B,0.923,1.806179974,-10.74232143,3.22974,1.64623,0.93,2.07429,-6.142667504,1.36,21.64321572,0.431363764,8.408797283,0.09935,0.0946,0.108425,0.005,0.05428681,0.19,0.032169962,0
070721B,3.626,2.531478917,-10.50863831,3.94739,2.5054,0.52,1.52512,-5.443697499,1.34,21.89473409,0.176091259,21.32020684,0.3648,0.10084,0.09144,0.0,0.024127471,0.11,0.086858896,0
070802A,2.45,1.214843848,-11.6716204,3.92184,1.16348,0.78,1.99014,-6.552841969,1.79,21.91375294,-0.397940009,3.019812592,0.17395,0.236245,0.2088785,0.045,0.077552586,0.27,0.108573621,0
070809A,0.2187,1.161684284033457,-11.9625735,4.18985,1.17521,0.396,1.37246,-7.0,1.69,20.80619355,0.079181246,0.271528985,0.1917,0.206985,0.395643,0.0595,0.026318246,0.133333333,0.016256930519715,0
070810A,2.17,1.041392685,-10.77728353,3.36583,1.36994,1.02,2.17076,-6.161150909,2.04,21.93100401,0.278753601,4.99064124,0.06175,0.07187,0.077915,0.01,0.037764738,0.14,0.045715209,0
071003A,1.60435,2.170643023,-11.67760082,4.78411,1.97901,0.837,1.91015,-5.080921908,1.36,20.86974084,0.799340549,4.494400066,0.1359,0.098505,0.183105,0.032,0.015697391,0.07,0.027574253,0
071010A,0.99,0.77815125,-11.08330863717486,4.298388820267057,1.8849604721525308,0.8956140705798111,2.33496,-6.698970004,2.33,22.13954852,-0.096910013,,0.44946149382292244,0.35301484512724346,0.26654060175498906,0.09804823876277141,0.086858896,0.37,0.162860431,1
071010B,0.947,1.552668216,-10.38590494565937,3.3984785380659552,1.0060327371110387,0.8994573380832025,2.04061,-5.356547324,1.53,21.30047157,0.886490725,,0.39439093610117393,0.3054533867850342,0.22523144292684594,0.1006461810076128,0.009870329,0.22,0.016920564,1
071020A,2.145,0.62324929,-9.169411331,2.311950854,1.119196934,0.844,1.59788,-5.638272164,1.11,20.99642367,0.924279286,0.581982802,0.035099822,0.039262062,0.011153209,0.001,0.018882369,0.05,0.015510517,0
071025A,5.0,2.376832349,-10.76334095214997,3.526374234704191,1.4184178869432256,0.9599080861505729,1.975026602141059,-5.187086643,1.79,21.07108335,0.204119983,,0.3931315804711222,0.2777400223403683,0.1849315960153085,0.1039602107624954,0.021297834433594,0.05,0.0778422962236166,1
071031A,2.69,2.257414559,-10.642348135169321,3.581147206859546,1.0933376399682695,0.8494941278980025,1.78089,-6.045757491,2.42,16.95097546,-0.301029996,,0.40622514801396736,0.2865615496227967,0.18556226397020326,0.1346599201494324,0.062731425,0.29,0.086858896,1
071112C,0.82,1.176091259,-10.39332239204603,3.164186080066597,1.1652012545946082,0.8598353258884766,1.67267,-5.522878745,1.09,20.5643192,0.903089987,,0.4041886046627994,0.33558166846602866,0.1790505682341772,0.10063305987252003,0.057905931,0.07,0.05428681,1
071117A,1.331,0.819543936,-11.23542972,3.901990464,1.104952391,0.94,2.0457,-5.619788758,1.57,22.04291793,1.053078443,1.824859447,0.101024385,0.117162967,0.089387802,0.01,0.018095603,0.06,0.015373256,0
080310A,2.42,2.560456622,-11.3990271,4.32608056,1.59590648,0.878,2.09352,-5.638272164,2.32,10.56142698,0.113943352,17.39875121,0.04247343,0.03798676,0.065276352,0.0375,0.037764738,0.16,0.066814536,0
080319B,0.937,1.6809025575689436,-12.15181088,5.36799912,1.42250979,0.73,1.81426,-4.091514981,1.04,20.8771334,1.394451681,0.179108908,0.097779455,0.087626454,0.075139905,0.0,0.00536166,0.02,0.008755937,0
080319C,1.95,1.531478917,-10.680076087029889,3.444578539232162,1.7281551377458637,0.9406892982307202,1.61029,-5.443697499,1.37,21.75037415,0.716003344,,0.44365048802170737,0.31867427326027675,0.3883800048892597,0.13259998945517848,0.012063736,0.07,0.025055451,1
080330A,1.51,1.783188691,-10.497328559223721,3.5780406516663446,1.2697500471064376,0.8565781143756901,2.25433,-6.468521083,2.53,21.69090721,-0.045757491,,0.4003851779674932,0.31194926348404817,0.17731985440782005,0.10697618682049742,0.102186937,0.45,0.096509885,1
080411A,1.03,1.748188027,-10.11350927,4.20932562,1.28909841,0.91,1.97674,-4.578396073,1.75,21.57289018,1.635483747,1.000967534,0.06043543,0.049275581,0.010296793,0.0,0.001645055,0.03,0.009047802,0
080413A,2.43,1.662757832,-9.700105448188896,2.919158922801424,1.171150996464815,0.8771823998712165,2.14652,-5.455931956,1.57,21.7642008,0.748188027,,0.4770607661593109,0.4348871653467461,0.187658799278987,0.12129269587934038,0.012408414,0.06,0.015510517,1
080413B,1.1,0.903089987,-11.249499669330739,4.464174531023248,1.8871989363421524,0.9108199314909544,1.93206,-5.494850022,1.26,21.31329763,1.271841607,,0.4514198229423787,0.38957014099099396,0.2817530245397669,0.09268055944363035,0.013571703,0.27,0.018579443,1
080516A,3.2,0.763427994,-11.12090412,3.77452827,0.94016916,1.48,2.3315,-6.585026652,1.82,22.03528962,0.255272505,0.213016433,0.077803665,0.111057696,0.084888358,0.03,0.066814536,0.27,0.072382414,0
080603A,1.69,1.77815125,-10.72240033708447,3.6975833546109644,1.2085689098257932,0.9357849882492111,2.0146549872068964,-5.705581944980923,1.814482087566405,20.918167520087223,0.3650161039597712,,0.4260407832300013,0.2977345039271011,0.1886383396959509,0.11011125340422706,0.0419982454796969,0.1819894416659263,0.0645822859728094,1
080603B,2.6893,1.77815125,-10.667087865322134,3.8646744468850116,1.3382926475563397,0.8957765659421362,1.83449,-5.619788758,1.21,21.31611509,0.544068044,,0.42140666977673646,0.30040713127709817,0.1780830254296859,0.08926513423813659,0.018095603,0.3,0.024816828,1
080605A,1.6403,1.301029996,-10.811151733244877,3.5996554674107104,1.0531162360221826,0.8939284782693884,1.7467,-4.876148359,1.11,21.73808418,1.298853076,,0.4154943192958882,0.3054813479755083,0.2043301963840794,0.11463099969167301,0.006530744,0.14,0.013094306,1
080607A,3.036,1.899984563,-10.0540393,3.46298403,1.7256074,1.06,2.03418,-4.619788758,1.31,22.38386741,1.36361198,3.285061929,0.11042072,0.069659314,0.037637388,0.02,0.0,0.04,0.02068069,0
080710A,0.845,2.077948999,-11.23284413,4.09266933,1.52133785,1.3,2.00149,-5.853871964,1.47,20.89722339,0.0,17.43704666,0.06269498,0.054210787,0.06401643,0.150517844,0.062042069,0.23,0.086858896,0
080810A,3.35,2.03666881,-9.931814138,3.2687548,1.44529526,1.079,2.11482,-5.337242168,1.34,21.45079548,0.301029996,4.337190332,0.031830706,0.039738688,0.036139295,0.0015,0.018882369,0.06,0.043429448,0
080905B,2.374,2.10720997,-10.11125904,3.67820615,1.36946226,0.375,1.86248,-5.744727495,1.78,22.33533151,-0.301029996,28.05833332,0.03236457,0.038825489,0.033301752,0.00558525,0.048254942,0.15,0.086858896,0
080916A,0.6887,1.77815125,-10.75269955,3.60698,0.998947,0.83,1.88453,-5.397940009,1.17,21.7431239,0.431363764,6.325897569,0.0592,0.073495,0.0260505,0.01,0.010857362,0.21,0.032169962,0
