GRB_Name,Redshift_crosscheck,log10Fluence,log10PeakFlux,PhotonIndex,log10NH,Gamma,log10Fa_X,log10Ta_X,Alpha_X,Beta_X,log10TaErr,BetaErr_X,AlphaErr,T90Err,PhotonIndexErr,log10FaErr_X,logT90err,log10PeakFluxErr,logFluenceErr,log10T90
GRB100728A,1.567,-4.420216403,0.707570176,1.18,21.52592288,1.90402,-10.17587417,4.03148606,1.5588143,0.96,0.053762484,0.005,0.034265796,12.6465837,0.02,0.0760751,0.027669227,0.017031156,0.0,2.297760511
GRB100814A,1.44,-5.045757491,0.397940009,1.47,20.89608288,1.89414,-11.49349497,5.22729477,1.76532941,1.1425,0.035347138,0.01745135,0.084015169,9.468174905,0.04,0.04362636,0.023564333,0.034743559,0.009650988,2.241795431
GRB100816A,0.804,-5.698970004,1.037426498,0.73,21.34783526,1.91138,-11.5559552,3.97801299,1.04455013,1.09,0.112014005,0.015,0.047175154,0.621173086,0.24,0.08674922,0.093024843,0.015937412,0.021714724,0.462397998
GRB100901A,1.408,-5.677780705,-0.096910013,1.52,21.53188109,1.98285,-11.34103516,4.91124,1.50754,1.075,0.02425,0.0005,0.036255,22.56299024,0.21,0.0283,0.022321144,0.10857362,0.062042069,2.64246452
GRB100906A,1.727,-4.920818754,1.004321374,1.78,21.96198081,2.02817,-10.4698003,3.94074768,1.71220056,0.87,0.039933316,0.0,0.059340084,1.591145486,0.03,0.048743085,0.006040434,0.017199781,0.0,2.058426024
GRB101219B,0.55,-5.677780705,-0.22184875,1.56,20.49692965,1.85684,-11.99567863,4.42003952,0.66918137,0.94,0.166829365,0.105,0.039390628,5.420624286,0.16,0.089446275,0.069239624,0.217147241,0.082722758,1.531478917
GRB110106B,0.618,-5.698970004,0.322219295,1.76,21.29748256,2.05121,-10.81530857,3.87203946,1.22519883,1.03,0.058714404,0.005,0.049891228,16.62661769,0.066666667,0.045543555,0.291163239,0.01371755801594348,0.013159123,-0.02848810418546588
GRB110213A,1.46,-5.229147988,0.204119983,1.83,21.56708403,1.96436,-9.896196279,3.84089,1.8412,1.1905,0.023515,0.226362665,0.02785,16.0,0.12,0.03588,0.144764827,0.162860431,0.029443694,1.681241237
GRB110422A,1.77,-4.387216143,1.487138375,0.86,22.02088312,1.89199,-9.681936665,3.50066971,1.42239886,0.778,0.029472713,0.005,0.022779716,0.566646277,0.1,0.024137407,0.009501597,0.0141464,0.010592548,1.413299764
GRB110503A,1.613,-5.0,0.130333768,0.88,21.13638759,1.90907,-9.08249449,2.54166555,1.14649063,0.687,0.028887961,0.001,0.006289914,3.405445073,0.25,0.028998071,0.1478966,0.019301977,0.017371779,1.0
GRB110715A,0.82,-4.928117993,1.731588765,1.25,22.0746007,1.85342,-9.075720714,2.61109719,0.95853538,0.755,0.035600881,0.0015,0.009554076,4.0,0.12,0.02377653,0.133629071,0.008863153,0.007360923,1.113943352
GRB110731A,2.83,-5.22184875,1.041392685,1.15,21.95954126,1.85145,-12.08512818,5.08952072,1.42351927,0.39,0.090702815,0.13,0.110855301,11.66246372,0.05,0.097418495,0.130539785,0.011844395,0.007238241,1.588831726
GRB110808A,1.348,-6.48148606,-0.397940009,2.32,14.56450155,2.33721,-12.08440021,4.50711,0.807091,1.4,0.155655,0.025,0.0776,22.627417,0.43,0.0837,0.204728382,0.217147241,0.105283511,1.681241237
GRB110818A,3.36,-5.397940009,0.204119983,1.58,22.06812647,1.95985,-11.28316228,3.84627415,1.37167718,0.83,0.059648416,0.01,0.067338189,18.0548006,0.11,0.05514905,0.076127187,0.081430215,0.021714724,2.012837225
GRB111008A,4.9898,-5.27572413,0.806179974,1.86,22.17059025,1.94053,-10.66756154,3.98993393,1.21584288,0.829,0.035676696,0.001,0.027351291,2.36485691,0.09,0.028511085,0.016184121,0.047500959,0.024582707,1.802500068
GRB111117A,2.211,-6.853871964,0.130333768,0.65,21.35810434,2.19593,-11.56224944,3.040958613,1.320391508,0.79,0.16895411,0.045,0.11777667,0.053665607,0.133333333,0.1607292,0.049588674,0.07988607151325693,0.033812927,0.09533651287174408
GRB111123A,3.1516,-5.13667714,-0.045757491,1.68,21.35034301,2.55463,-11.60730305,4.42202873,1.46723371,1.25,0.070655771,0.005,0.105884147,88.09086218,0.07,0.07308827,0.131921984,0.048254942,0.017847718,2.462397998
GRB111209A,0.677,-4.443697499,-0.301029996,1.48,21.14009932,1.81212,-9.057000407,4.13326,2.77382,0.2529,0.010455,5e-05,0.04435,29.55180898,0.03,0.02099,0.009167277,0.086858896,0.012063736,2.505149978
GRB111228A,0.714,-5.070581074,1.093421685,2.27,21.41342718,2.03824,-10.65757732,4.10627835,1.15297662,0.99,0.037264425,0.0,0.023299272,5.415902489,0.06,0.030118345,0.023242061,0.017511874,0.010218694,2.005180513
GRB120118B,2.943,-5.744727495,0.342422681,2.08,21.451745,2.20884,-10.95467702,3.68307,1.0241,1.01,0.131765,0.005,0.077156,19.64696058,0.11,0.1172,0.366834332,0.059221975,0.024127471,1.36660971
GRB120327A,2.813,-5.443697499,0.591064607,1.52,22.16619025,1.75797,-10.15181088,3.48517215,1.44859414,0.63,0.051679097,0.02,0.058002882,7.52171255,0.06,0.04362492,0.051933836,0.022271512,0.012063736,1.798650645
GRB120404A,2.876,-5.795880017,0.079181246,1.85,21.70983536,1.89579,-11.02687215,3.79948,1.90651,0.69,0.068285,0.005,0.121385,16.0,0.13,0.11705,0.179553274,0.072382414,0.027143405,1.587710965
GRB120422A,0.283,-6.638272164,-0.22184875,1.19,16.83373789,2.32199,-12.73992861,5.23266697,0.86153199,1.1,0.217818621,0.035,0.214451933,2.236067977,0.24,0.11830242,0.181516259,0.144764827,0.075529475,0.728353782
GRB120729A,0.8,-5.619788758,0.462397998,1.62,21.34792103,1.8831,-10.29756946,3.52138487,2.26312734,0.645,0.047294772,0.013331067,0.130088482,36.74353317,0.08,0.06906832,0.22318201,0.029951344,0.018095603,1.854306042
GRB120802A,3.796,-5.721246399,0.477121255,1.21,22.12127744,2.03526,-11.17198494,3.53838419,0.54215516,0.91,0.220557212,0.055,0.11816229,31.02460027,0.47,0.07803221,0.269476254,0.028952965,0.068572813,1.698970004
GRB120804A,1.3,-6.055517328,1.033423755,1.34,21.60814292,2.05668,-9.76498948,2.56606,1.09546,0.86,0.17802,0.015,0.037085,0.083234562,0.048484848,0.16554,0.044627544,0.1330870383171734,0.014953549,0.2870342433387931
GRB120811C,2.671,-5.522878745,0.612783857,1.4,21.91722026,1.92121,-10.14327111,3.15909591,1.01613299,0.65,0.084200302,0.090734018,0.03800099,3.693579286,0.3,0.05294686,0.059854519,0.021185097,0.043429448,1.428134794
GRB120907A,0.97,-6.173925197,0.462397998,1.73,21.0438101,1.82021,-10.37675071,3.2113827,1.05329104,0.78,0.062296694,0.005,0.028647271,1.370430613,0.25,0.04130341,0.035217187,0.059902687,0.071302079,1.227886705
GRB120922A,3.1,-5.207608311,0.301029996,1.58,21.0163605,2.06954,-10.59516628,3.59799,1.06622,1.17,0.133375,0.005,0.03563,30.24009631,0.36,0.16365,0.075913913,0.043429448,0.049033248,2.238046103
GRB121024A,2.298,-5.958607315,0.113943352,1.41,21.94617755,2.00683,-11.31158018,4.17178823,1.30353551,0.87,0.065435085,0.0,0.06666149,32.06243908,0.22,0.063305895,0.201804933,0.066814536,0.039481317,1.838849091
GRB121027A,1.773,-5.698970004,0.113943352,1.82,22.07736427,2.37144,-11.92081875,5.40919042,1.50995764,1.16,0.037953731,0.0,0.058939694,4.820058467,0.09,0.041584155,0.033439693,0.066814536,0.021714724,1.796574333
GRB121128A,2.2,-5.161150909,1.11058971,1.32,22.04029767,1.98504,-9.617982957,3.23392922,1.54546584,0.9455,0.029795568,0.010337721,0.032445001,1.63061216,0.18,0.028690024,0.030393385,0.013466496,0.025176492,1.367355921
GRB121211A,1.023,-5.886056648,0.0,2.36,21.66138196,2.0682,-11.2823295,4.20933518,1.15615612,0.95,0.063247159,0.005,0.074602829,39.28730733,0.26,0.054250775,0.093748686,0.130288345,0.089197405,2.260071388
GRB130408A,3.757,-5.638272164,0.69019608,1.28,20.06405721,2.03183,-10.32975415,3.58393,1.39277,0.945,0.070305,0.117120218,0.0643,13.06603535,0.26,0.077,0.202660966,0.088631527,0.075529475,1.447158031
GRB130418A,1.218,-5.744727495,-0.22184875,2.07,21.12149747,1.68684,-9.247183569,2.59006,1.28449,0.198,0.06867,0.003,0.031625,46.08809848,0.17,0.06047,0.066719356,0.144764827,0.048254942,2.0720002324037163
GRB130420A,1.297,-5.148741651,0.531478917,1.52,20.79265849,2.29559,-10.8728952,3.56731,0.914676,1.17,0.08535,0.005,0.0286905,11.73673073,0.25,0.05505,0.041272853,0.025546734,0.018350471,2.091666958
GRB130511A,1.3033,-6.657577319,0.113943352,1.35,21.01365445,2.06879,-10.51570016,2.65954,1.16497,0.65,0.089385,0.01,0.04916,2.212184473,0.31,0.0838,0.17693177,0.066814536,0.078962633,0.73479983
GRB130514A,3.6,-5.040958608,0.447158031,1.8,21.19799139,2.0604,-10.7212464,3.68772,1.17745,0.65,0.078365,0.08,0.04188,12.81269759,0.05,0.078,0.027276882,0.046531552,0.009544934,2.309630167
GRB130603B,0.356,-6.200659451,0.806179974,0.82,21.35365854,2.20112,-10.51286162,3.52927,1.50729,0.84,0.045125,0.029144184,0.07082,0.024000049,0.07,0.04335,0.057906049,0.020357554,0.02068069,-0.744727495
GRB130604A,1.06,-5.853871964,-0.096910013,1.51,21.35024026,2.08823,-8.316052869,2.071571247,1.742079764,0.98,0.100184013,0.015,0.041653571,4.559271868,0.12,0.166441725,0.052521661,0.10857362,0.031021034,1.57634135
GRB130606A,5.913,-5.537602002,0.414973348,1.52,20.24962877,1.86465,-10.18045606,3.30222,1.37571,0.44,0.07782,0.045,0.05186,19.31096766,0.12,0.06815,0.030322679,0.033407268,0.029951344,2.441820772
GRB130831A,0.4791,-5.187086643,1.133538908,1.93,19.84752454,1.79449,-9.89279003,3.31959,1.28481,1.01,0.089045,0.009011148,0.06727,1.864331486,0.05,0.054815,0.024912889,0.019160051,0.001336291,1.511883361
GRB131004A,0.717,-6.552841969,0.531478917,1.81,21.41915412,2.21436,-9.847711656,3.06764,2.37965,1.09,0.2446,0.01,0.27747,0.326337244,0.11,0.339855,0.092030172,0.025546734,0.031021034,0.187520721
GRB131030A,1.295,-4.537602002,1.44870632,1.3,20.84178667,2.09466,-9.294136288,2.84594,1.11188,0.693,0.027575,0.0075,0.00815,4.042662472,0.03,0.025175,0.042717908,0.010818724,0.0,1.613841822
GRB131105A,1.686,-5.148741651,0.544068044,1.45,21.32749584,2.24976,-10.91009489,3.9488,1.19347,0.94,0.047885,0.005,0.04544,4.086802216,0.11,0.03335,0.01580477,0.074450483,0.030584118,2.050379756
GRB131117A,4.042,-6.602059991,-0.15490196,-0.4,22.01669496,2.15896,-10.838632,2.87134,0.951056,0.86,0.12461,0.025,0.0362555,3.16227766,1.41,0.0823,0.124850885,0.062042069,0.069487117,1.041392685
GRB140206A,2.73,-4.795880017,1.28780173,1.04,22.00531353,1.88134,-9.730487056,3.59073,1.22509,0.672,0.021325,0.021902336,0.015545,13.75282388,0.15,0.012995,0.063811704,0.011193157,0.008143022,1.971275849
GRB140213A,1.2076,-4.920818754,1.371067862,1.8,20.99187128,1.96657,-10.12551818,3.829176603,1.108879519,0.83,0.068643889,0.005,0.021746292,2.62312486,0.04,0.06303582,0.018986811,0.014784493,0.0,1.77815125
GRB140419A,3.956,-4.795880017,0.69019608,1.21,22.04094236,1.87322,-10.00568285,3.68383,1.36898,0.678,0.02442,0.001,0.017885,3.817215769,0.04,0.023985,0.017505763,0.017726305,0.0,1.976349979
GRB140423A,3.26,-5.026872146,0.322219295,1.33,21.81946365,2.06486,-10.85078089,3.90552,1.18974,0.77,0.05495,0.149849463,0.045115,23.01198296,0.06,0.05035,0.07458192,0.041361379,0.013860462,2.127104798
GRB140430A,1.6,-5.958607315,0.397940009,2.0,21.67796993,2.15785,-11.36251027,4.14388,0.875171,1.03,0.13071,0.035,0.0833725,3.69174647,0.22,0.0861,0.009235629,0.034743559,0.078962633,2.239549721
GRB140506A,0.889,-5.552841969,1.037426498,1.68,21.81764402,1.74751,-9.903089987,3.30686,0.948932,0.9,0.06882,0.047966029,0.01557,9.556709938,0.16,0.05516,0.037357573,0.035859177,0.046531552,2.045714059
GRB140509A,2.4,-5.920818754,0.204119983,1.59,20.90144742,1.93407,-11.09770006,3.58709,1.40649,0.86,0.088715,0.22,0.10418,5.171156949,0.121212121,0.08395,0.096801937,0.11705557661733902,0.04379136,1.170927303334441
GRB140512A,0.725,-4.853871964,0.832508913,1.45,21.32824297,1.84304,-9.504455662,3.53686,1.25134,0.871,0.022285,0.002482817,0.02006,4.787065924,0.04,0.01504,0.013430209,0.019160051,0.00930631,2.189770956
GRB140518A,4.707,-6.0,0.0,0.92,22.46148952,1.93772,-11.31158018,3.77824,1.64981,0.94,0.070125,0.0,0.18819,2.429189161,0.61,0.09045,0.017437743,0.043429448,0.043429448,1.781755375
GRB140614A,4.233,-5.886056648,-1.4317581319867032,1.5,12.04338193,1.77015,-10.9589,3.70006,1.35595,0.83,0.098945,0.05,0.093145,160.0586725,0.46,0.1129,0.096545275,0.1633216069845049,0.133629071,2.857332496
GRB140629A,2.275,-5.619788758,0.62324929,1.86,21.74269921,1.95996,-9.847711656,2.85608,1.16056,0.815,0.06161,0.001678552,0.03501,11.54148842,0.11,0.042785,0.11934297,0.041361379,0.036191207,1.62324929
GRB140903A,0.351,-6.853871964,0.397940009,1.99,21.07864529,1.63218,-11.30980392,4.29222,1.22723,0.57,0.074155,0.0,0.110285,0.034176028,0.12,0.06395,0.049474868,0.034743559,0.031021034,-0.522878745
GRB141004A,0.573,-6.173925197,0.785329835,1.86,21.49730845,1.79496,-10.61083392,3.30337,1.54959,1.08,0.081935,0.005,0.09774,1.073372291,0.08,0.0853,0.118918281,0.021358745,0.019446022,0.593286067
GRB141121A,1.47,-5.27572413,-0.045757491,1.73,21.59590717,1.93447,-12.65757732,5.76634,2.33322,0.82,0.090095,0.01,0.2969,37.82221354,0.13,0.1675,0.029870847,0.144764827,0.032776942,2.74028372
GRB141220A,1.3195,-5.585026652,0.949390007,0.62,21.48574413,1.80565,-9.872830386,2.77561,1.42066,1.1,0.057375,0.07,0.050735,0.473776348,0.38,0.042455,0.028537927,0.034157993,0.016703634,0.857935265
GRB150120B,3.5,-6.26760624,0.079181246,2.2,21.52664292,2.01678,-10.79048499,3.39431,1.17705,0.92,0.090535,0.005,0.057705,3.388285726,0.151515152,0.0711,0.060556123,0.054210676800265103,0.039006078,2.017622884887956
GRB150314A,1.758,-4.657577319,1.58546073,1.08,22.01715025,1.84772,-8.609064893,2.49217,1.19079,0.73,0.015855,0.0,0.009925,2.631341157,0.03,0.015025,0.077266866,0.010152339,0.005922197,1.169968174
GRB150403A,2.06,-4.769551079,1.245512668,1.23,21.79039707,1.70996,-8.821023053,3.19694,1.24471,0.679,0.006975,0.0,0.00458,12.01358912,0.04,0.005105,0.127565659,0.014805494,0.00766402,1.611723308
GRB150821A,0.755,-6.102372909,-1.4977667946097688,2.1,22.340573,2.21622,-8.853871964,2.95174,1.82628,0.848,0.015485,0.0005,0.027365,99.0437544,0.37,0.021105,0.24993699,0.1883988516472828,0.104450572,2.23578087
GRB151021A,2.33,-4.552841969,0.986771734,1.57,22.33647975,1.96079,-9.642065153,3.15765,1.33346,1.27,0.05208,0.04,0.02141,3.648780623,0.04,0.06282,0.014379721,0.035818102,0.015510517,2.042181595
GRB151027A,0.81,-5.107905397,0.832508913,1.72,21.65076489,2.00612,-9.935542011,3.99907,1.74508,0.9235,0.01731,0.002440971,0.02499,5.47526252,0.05,0.02221,0.018335078,0.038320101,0.011135756,2.11290649
GRB151215A,2.59,-6.508638306,0.204119983,1.99,11.58323846,2.20942,-10.72815839,3.06337,1.07478,1.015,0.11588,0.35435971,0.071395,1.003450114,0.33,0.093,0.024482744,0.05428681,0.098066496,1.250420002
GRB160117B,0.87,-6.4710833,-0.7059298077884262,1.73,20.95374423,1.83834,-11.74958,4.10299,0.973333,0.64,0.162075,0.015,0.093958,2.461495511,0.004182271966606865,0.12265,0.017816899,0.12219172178480725,0.0056279288357570095,0.6970621878108274
GRB160121A,1.96,-6.214670165,0.079181246,1.77,16.38465801,2.2054,-11.17263073,3.8244,0.798663,1.02,0.120385,0.03,0.106048,2.383886728,0.13,0.0694,0.086275738,0.072382414,0.035597908,1.079181246
GRB160203A,3.52,-5.920818754,0.113943352,1.93,22.0158332,1.75592,-11.36754271,3.66139836,1.146279559,0.61,0.087010427,0.25,0.0601909,3.236126049,0.2,0.08458679,0.069575826,0.133629071,0.036191207,1.305351369
GRB160227A,2.38,-5.508638306,-0.22184875,0.75,21.4198963,1.72551,-10.99567863,4.47751,1.10229,0.679,0.03885,0.001,0.03434,75.36821526,0.51,0.03055,0.103418641,0.072382414,0.028018999,2.500373714
GRB160327A,4.99,-5.853871964,0.255272505,1.84,20.72655851,1.93554,-11.22402567,3.76407,1.49693,0.78,0.06033,0.02,0.1004,9.225420765,0.11,0.0673,0.143091048,0.048254942,0.031021034,1.447158031
GRB160804A,0.736,-4.943095149,0.462397998,1.4,21.30214687,1.87827,-11.5214335,4.38419,0.948229,0.92,0.095375,0.005,0.070062,19.22975247,0.23,0.05875,0.057915225,0.044927015,0.011428802,2.15896526
GRB161108A,1.159,-5.958607315,-0.22184875,1.85,21.16074757,2.00325,-11.81247928,4.69106,0.883711,0.84,0.18179,0.005,0.0812555,11.8942948,0.17,0.13355,0.049149635,0.072382414,0.039481317,2.021602716
GRB161117A,1.549,-4.698970004,0.832508913,1.19,21.87736847,1.92624,-10.74958,4.08464,1.141,1.375,0.04019,0.674290141,0.02365,1.095627703,0.12,0.03835,0.003785402,0.019160051,0.0,2.099335278
GRB161129A,0.645,-5.443697499,0.531478917,1.57,21.51361441,1.74506,-10.43651891,3.70506,2.32574,0.71,0.050725,0.005,0.10628,2.093571159,0.06,0.10625,0.025590386,0.025546734,0.012063736,1.550595207
GRB161219B,0.1475,-5.823908741,0.72427587,1.29,21.16590877,1.86204,-10.13667714,4.0135,0.871656,0.73,0.03841,0.0,0.008668,0.791979781,0.35,0.0277,0.049560872,0.032776942,0.028952965,0.84135947
GRB170202A,3.645,-5.48148606,0.672097858,1.68,21.7153121,1.99768,-10.65364703,3.77629,1.1958,1.04,0.068655,0.0,0.059155,11.44830537,0.07,0.04485,0.107617659,0.027720924,0.013160439,1.664641976
GRB170405A,3.51,-5.431798276,-0.033518681273659284,1.59,13.21022485,1.8473,-10.31069114,3.6300738,1.81152426,0.612,0.035670699,0.0475,0.072401387,35.39093667,0.12,0.048255345,0.093321727,0.15395276930830398,0.035213066,2.216693599
GRB170519A,0.818,-5.958607315,-0.15490196,1.94,21.33992622,1.97351,-11.06348626,4.1513,1.37345,0.975,0.052235,0.224423613,0.066745,49.40433008,0.26,0.053,0.099149852,0.062042069,0.078962633,2.335257256
GRB170531B,2.366,-5.698970004,-0.096910013,1.95,9.634585075,2.06685,-11.39577395,3.80257,1.02082,0.99,0.11435,0.035,0.107427,8.820503864,0.14,0.08415,0.023339403,0.10857362,0.043429448,2.215187969
GRB170705A,2.01,-5.022276395,1.1430148,1.65,21.08891889,1.89159,-10.18641901,3.63746,0.774169,0.66,0.06603,0.005,0.027333,18.07805176,0.05,0.04055,0.036130686,0.012497683,0.013714563,2.337059726
GRB170903A,0.886,-5.619788758,0.591064607,1.94,21.73970839,2.20256,-11.26042766,4.41384,0.971187,1.14,0.065935,0.005,0.051271,3.59505881,0.12,0.04095,0.053469664,0.05567878,0.036191207,1.465382851
GRB171205A,0.0368,-5.443697499,0.0,1.41,19.67443398,1.66173,-12.42945706,5.48376,1.13263,0.67,0.109545,0.01,0.115455,35.1681973,0.14,0.0719,0.080640729,0.130288345,0.036191207,2.277379975
GRB171222A,2.409,-5.721246399,-0.15490196,2.07,20.02880298,1.99001,-12.10957898,4.78231,0.718496,1.34,0.378455,0.015,0.126956,22.66456934,0.17,0.20975,0.056310626,0.124084138,0.045715209,2.242541428
GRB180205A,1.409,-6.0,0.531478917,2.04,21.4933967,1.88733,-10.30627305,3.21372,1.09633,1.03,0.088815,0.005,0.042095,3.123262328,0.13,0.06455,0.087510684,0.038320101,0.043429448,1.190331698
GRB180329B,1.998,-5.48148606,0.146128036,0.97,21.41988474,1.86768,-11.14935376,4.02296,1.50063,0.77,0.04314,0.0,0.069665,44.04594331,0.56,0.04825,0.091090048,0.124084138,0.039481317,2.322219295
GRB180620B,1.1175,-5.0,0.556302501,1.3,21.21643247,1.99236,-10.98296666,4.6659,1.09835,0.9,0.067125,0.005,0.059445,27.4443118,0.2,0.0437,0.059954292,0.024127471,0.013028834,2.29841638
GRB180624A,2.855,-5.236572006,0.146128036,1.91,21.1034582,2.06008,-11.54363397,4.171185481,1.243849338,0.95,0.099379055,0.0,0.123366444,38.50431688,0.1,0.088149935,0.034379548,0.062042069,0.022463508,2.686993566
GRB180720B,0.654,-4.065501549,1.831869774,1.36,21.24271531,1.8461,-8.847711656,3.62033,1.34127,0.729,0.00614,0.0,0.005375,3.688453378,0.03,0.004975,0.032760189,0.016629833,0.005049936,3.0644401901042517
GRB180728A,0.117,-4.528708289,2.120573931,1.97,21.58733599,1.70111,-9.42365865,3.8695,1.1986,0.8595,0.014745,0.042486494,0.0091,0.297321378,0.03,0.009885,0.014876156,0.009541318,0.008803267,0.938519725
GRB181010A,1.39,-6.161150909,0.146128036,1.52,22.27837171,1.76613,-9.928117993,3.15711,1.07011,1.115,0.057805,0.007041969,0.033375,2.192792779,0.15,0.034615,0.058068159,0.062042069,0.04405886,1.214843848
GRB181020A,2.938,-5.091514981,0.886490725,1.25,20.65703194,1.93674,-10.42365865,4.29043,2.64643,1.228,0.047555,0.029531206,0.091985,11.5888181,0.06,0.1418,0.02114689,0.016920564,0.016084981,2.376576957
GRB190114A,3.3765,-6.096910013,-0.301029996,2.06,21.6447605,1.83214,-10.75202673,3.74534,1.18375,0.86,0.042215,0.0,0.04616,10.18381229,0.22,0.03365,0.06640801,0.173717793,0.065144172,1.823474229
GRB190627A,1.942,-7.004364805,0.041392685,2.38,21.25707831,1.95997,-11.39794001,4.71457,1.55937,0.964,0.06135,0.023,0.11984,0.284871976,0.38,0.06155,0.077323955,0.11844395,0.096509885,0.204119983
GRB190719C,2.469,-5.292429824,0.740362689,1.64,20.95382587,1.5415,-11.257,4.88123,1.55953,0.915,0.1943,0.22,0.21085,9.689285646,0.09,0.2175,0.022660222,0.02368879,0.025546734,2.268811904
GRB190829A,0.0785,-5.193820026,1.255272505,2.56,22.04910001,2.0913,-9.56068,4.0838,1.03996,1.16,0.01916,0.075,0.009675,8.854522046,0.21,0.013585,0.066073369,0.065144172,0.047500959,1.764922985
GRB191011A,1.722,-6.48148606,0.255272505,1.94,21.65033473,1.81479,-10.8132081,3.15321333,1.30602449,0.94,0.06597695,0.19,0.05756962,0.950286355,0.17,0.05719327,0.055997845,0.048254942,0.052641755,0.867467488
GRB191221B,1.148,-4.721246399,0.681241237,1.24,16.3283796,1.843,-8.11145684,1.95518066,1.15734724,1.39,0.05366691,0.175,0.00551831,16.0,0.05,0.06184721,0.144764827,0.063334612,0.022857604,1.681241237
GRB200205B,1.465,-5.26760624,0.301029996,1.36,16.75891189,1.90881,-11.7337376,4.53640048,1.56884903,0.516,0.08886983,0.18,0.19267266,5.385164807,0.22,0.10035241,0.005106435,0.043429448,0.016084981,2.660865478
GRB200829A,1.25,-4.292429824,1.994317153,0.83,21.08966848,1.88219,-8.6381,2.97975,1.29833,0.64,0.00926,0.0195,0.00866,2.91,0.03,0.00955,0.096916943,0.007040235,0.008515578,1.115277591
GRB201104B,1.954,-5.744727495,0.612783857,1.47,21.73058526,1.55046,-9.38944702,2.72159651,1.19537497,0.605,0.02972805,0.175,0.02348264,0.161839373,0.07,0.02110237,0.00811616,0.031777645,0.024127471,0.937517892
GRB210210A,0.715,-6.008773924,0.84509804,1.53,21.12319546,1.85188,-10.1403778,3.72413045,1.5451851,0.965,0.08857348,0.15,0.10645081,0.58931824,0.58,0.05799791,0.038778433,0.031021034,0.035452611,0.819543936
GRB210411C,2.826,-5.920818754,0.681241237,1.6,21.05996459,1.88408,-9.72925773,2.93128506,1.16829405,1.21,0.05901459,0.14,0.03209979,0.597059548,0.4,0.05048963,0.020257786,0.027143405,0.036191207,1.10720997
GRB210517A,2.486,-6.823908741,0.176091259,1.85,21.15768338,1.71079,-10.8415194,3.057651,1.21043545,0.66,0.32132806,0.22,0.08060357,1.409113169,0.25,0.25872455,0.19999022,0.057905931,0.086858896,0.485721426
GRB210610B,1.13,-4.443697499,1.130333768,0.98,21.03780485,1.91684,-9.19036,2.89514,1.05139,0.78,0.02831,0.029,0.01291,2.53,0.11,0.0226,0.015836913,0.022518973,0.012063736,1.841234296
GRB210619B,1.937,-4.022276395,2.06069784,1.41,21.83430305,1.92306,-8.55006175,2.91049117,1.12578835,0.745,0.01099582,0.07,0.00437126,0.277416677,0.02,0.01027813,0.001978334,0.008308242,0.004571521,1.784617293
GRB210722A,1.145,-5.602059991,0.342422681,1.62,20.54058972,1.83712,-10.3507,3.6504,1.43908,0.81,0.0395981,0.09,0.048071,10.53830531,0.14,0.0364819,0.091169877,0.098703291,0.034743559,1.700703717
GRB210822A,1.736,-4.698970004,1.442479769,1.3,21.53322281,1.70788,-8.20842,2.4985,1.267456,0.77,0.01621,0.026,0.008455,42.72,0.4,0.017735,0.102616484,0.010974951,0.00868589,2.257198426
GRB211024B,1.1137,-5.167491087,-0.045757491,1.63,20.98677173,2.08,-8.56429146,3.43921565,1.92622006,1.07,0.01167528,0.055,0.00965772,20.65497765,0.09,0.01916437,0.014863865,0.096509885,0.019160051,2.780677274
GRB220101A,4.618,-4.602059991,0.86332286,1.13,21.90370028,1.62241,-8.69262974,3.04134881,1.20052929,0.491,0.02317526,0.016,0.01255481,12.50116167,0.13,0.01431841,0.031317406,0.017847718,0.0,2.238948898
GRB220117A,4.961,-5.795880017,0.278753601,1.84,21.99532933,1.78537,-10.1070569,3.43803362,1.68612083,1.2,0.04500955,0.55,0.06200239,3.431095393,0.18,0.05084186,0.029915796,0.091430417,0.05428681,1.697316542
GRB220521A,5.57,-6.091514981,0.672097858,1.97,21.85427081,2.02179,-10.6276115,3.30131796,1.71067512,1.1,0.13206168,0.4,0.12291833,2.691501432,0.18,0.16334814,0.086265994,0.036961232,0.042893282,1.131939295
GRB230116D,3.81,-6.090443971,-0.22184875,1.38,12.161368,1.76412,-11.1278,3.79761,1.57289,0.84,0.13824,0.22,0.23491,11.18033989,0.22,0.1014,0.118428291,0.144764827,0.064181451,1.612783857
GRB230325A,1.664,-5.886056648,0.51851394,1.82,22.22918251,2.0855,-10.9066853,3.7823081,0.931411844,1.025,0.20042492,0.18,0.05714513,11.56039866,0.18,0.1875455,0.131947893,0.052641755,0.066814536,1.580354661
GRB230328B,0.09,-5.366531544,0.924279286,1.22,21.14580437,1.89331,-10.1038,3.66388,1.20938,0.865,0.03231,0.84,0.02421,3.815689721,0.29,0.0267,0.086174362,0.025850862,0.020199743,1.283979284
GRB230506C,3.7,-5.769551079,0.380211242,1.89,20.96124782,2.08995,-11.4531,4.25859,1.14181,1.11,0.11841,0.29,0.11299,6.32455532,0.17,0.1023,0.088603854,0.090478017,0.051093469,1.491361694
GRB230818A,2.42,-5.721246399,0.826074803,1.36,21.31377445,2.00403,-11.0883,3.9564,1.39195,1.02,0.12794,0.29,0.19715,1.249953617,0.1,0.2044,0.055279833,0.032410036,0.022857604,0.992111488
