"GRB","Redshift_crosscheck","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","is_optical"
"060729A",0.54,2.062017599,-11.15058059,5.1057,1.35481,1.317,1.92492,-5.583359493,1.75,20.86562801,0.068185862,33.90346061,0.0116,0.012825,0.013425,0.077392286,0.035109631,0.14,0.048254942,0
"060814A",1.9229,2.162265614,-10.91009489,4.22387,1.29504,0.97,2.11591,-4.835647144,1.53,22.00679538,0.861534411,4.898458524,0.0353,0.034855,0.024565,0,0.007109341,0.03,0.017323989,0
"060904B",0.7,2.234264124,-10.5862757855051,3.76519449736978,1.31042148150069,0.934699632764984,2.18877,-5.790484985,1.64,21.59122827,0.387389826,NA,0.779476967538329,0.605382772766065,0.278036890765548,0.200871902864199,0.038335871,0.14,0.037377804,1
"060906A",3.686,1.638489257,-11.8827287,4.33479,1.71887,1.06,2.07859,-5.655607726,2.03,22.41960057,0.294466226,8.166987204,0.08845,0.072145,0.169635,0.005,0.026725814,0.11,0.061727135,0
"060908A",1.8836,1.285557309,-9.627087997,2.81918,1.38309,1.185,2.13395,-5.552841969,1,21.80952201,0.481442629,1.330335293,0.045185,0.05993,0.04964,0.003474954,0.017216674,0.181818182,0.035832878,0
"060912A",0.937,0.698970004,-10.1079054,2.455171016,1.045731532,0.63,1.8948,-5.869666232,1.74,21.36738202,0.933487288,0.58,0.147419953,0.156564864,0.028937785,0.0785,0.019945376,0.09,0.022271512,0
"060926A",3.2,0.903089987,-10.84771166,3.351,1.45111,1.357,2.00443,-6.659555885,2.54,22.50004427,0.037426498,1.212679677,0.08245,0.09927,0.11561,0.009157091,0.049576996,0.23,0.055780943,0
"060927A",5.47,1.352953912,-10.77728353,3.15198,1.39098,0.83,1.94856,-5.946921557,0.9,22.10710478,0.431363764,1.294276634,0.08115,0.108435,0.118785,0.178498106,0.026134535,0.242424242,0.027344467,0
"061007A",1.26,1.876852648,-9.10523174742902,3.14296941108163,1.57892969444369,0.928073957486507,1.99824,-4.35261703,1.03,21.74186197,1.164352856,NA,0.899163469145948,0.621114802501171,0.277519420208618,0.20147299475441,0.005497151,0.03,0.011006093,1
"061021A",0.3463,1.664641976,-10.04095861,3.23849,1.01707,0.785,1.99282,-5.528708289,1.3,20.87141063,0.78604121,5.398832468,0.0264,0.03399,0.010415,0.016800037,0.014818832,0.06,0.019191409,0
