"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_bias_idx","best_bias_val","n_candidates","n_survivors","minutes","best_r_formula"
14,195,0.5773,749,1.05,3458,-0.3466,17,9,2.7,"Response ~  (Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
15,3171,0.3331,3171,1.025,5113,-0.0052,17,9,2.7,"Response ~  (GammaSqr+Beta_optSqr+log10PeakFluxSqr+log10Ta+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10NHSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
16,2530,0.6991,2530,1.0884,146,0.0097,17,9,2.7,"Response ~  (GammaSqr+Beta_optSqr+log10NHSqr+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Gamma+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
17,882,0.523,882,1.0664,5112,-0.1543,17,9,2.7,"Response ~  (Beta_optSqr+PhotonIndexSqr+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+BetaSqr+GammaSqr+log10TaSqr"
18,9337,0.3745,9337,1.1075,2420,-0.003,17,9,2.7,"Response ~  (log10TaSqr+GammaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta+Beta_opt+PhotonIndex)^2+log10NH+log10PeakFlux+Beta+Gamma+log10NHSqr+Beta_optSqr+BetaSqr"
19,6610,0.5365,980,1.1065,8779,0.0019,17,9,2.7,"Response ~  (Beta_optSqr+log10PeakFluxSqr+Gamma+Beta+PhotonIndex+log10PeakFlux+log10NH)^2+Beta_opt+log10Ta+log10NHSqr+PhotonIndexSqr+BetaSqr+GammaSqr+log10TaSqr"
20,181,0.5341,181,1.1317,671,-0.1578,17,9,2.7,"Response ~  (GammaSqr+BetaSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+log10TaSqr"
21,3191,0.4312,3117,1.2412,6900,-0.346,17,9,2.7,"Response ~  (GammaSqr+Beta_optSqr+log10PeakFluxSqr+log10NHSqr+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10Ta+PhotonIndexSqr+BetaSqr+log10TaSqr"
22,3195,0.3484,3195,1.1952,613,-1e-04,17,9,2.7,"Response ~  (log10TaSqr+GammaSqr+log10PeakFluxSqr+log10NHSqr+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+BetaSqr"
23,3781,0.2401,3781,1.3539,8682,-0.0149,17,9,2.7,"Response ~  (GammaSqr+Beta_optSqr+Gamma+Beta+log10PeakFlux+log10NH)^2+PhotonIndex+Beta_opt+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
