"formula_idx","wins","formula"
266,1,"Response ~  (log10FaSqr+log10Fa+PhotonIndex)^2+log10Ta+log10PeakFlux+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
309,1,"Response ~  (PhotonIndexSqr+log10Fa+log10NH)^2+log10Ta+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
431,1,"Response ~  (log10T90Sqr+log10NHSqr+log10T90)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+log10Fa+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr"
504,1,"Response ~  (log10NHSqr+Alpha+log10PeakFlux+log10Ta)^2+PhotonIndex+log10NH+log10Fa+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
552,1,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10Ta)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
595,1,"Response ~  (PhotonIndexSqr+log10Fa+log10NH+log10Ta)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
648,1,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
663,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
717,1,"Response ~  (log10T90Sqr+log10NHSqr+log10T90+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr"
886,1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
1039,1,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex)^2+log10Ta+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1155,1,"Response ~  (log10T90Sqr+log10T90+log10Fa+log10NH)^2+log10Ta+log10PeakFlux+PhotonIndex+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+AlphaSqr"
1159,1,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10NH)^2+log10Ta+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1266,1,"Response ~  (AlphaSqr+log10T90+Alpha+log10Fa)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
1316,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10TaSqr+log10Fa)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
1339,1,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Fa)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr"
1394,1,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+log10Fa+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+log10T90Sqr"
1583,1,"Response ~  (log10FaSqr+log10T90+log10Fa+log10PeakFlux+log10Ta)^2+PhotonIndex+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2016,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2042,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
2053,1,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+log10T90Sqr"
2192,1,"Response ~  (log10FaSqr+log10Fa+log10NH+PhotonIndex+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2243,1,"Response ~  (log10FaSqr+log10T90+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2434,1,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+log10Fa+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
2522,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2536,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
