"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_mad_idx","best_mad_val","n_candidates","minutes","best_r_formula"
13,1266,0.4021,1266,0.1673,1164,0.1024,17,80.6,"Response ~ (BetaSqr + log10T90 + Beta + log10Fa)^2 + log10NH +      log10PeakFlux + PhotonIndex + log10Ta + log10NHSqr + log10PeakFluxSqr +      PhotonIndexSqr + log10TaSqr + log10FaSqr + log10T90Sqr"
14,1329,0.5613,1329,0.162,2073,0.1151,17,81,"Response ~ (log10FaSqr + log10TaSqr + log10PeakFluxSqr + log10Fa)^2 +      log10NH + log10PeakFlux + PhotonIndex + log10Ta + Beta +      log10T90 + log10NHSqr + PhotonIndexSqr + BetaSqr + log10T90Sqr"
15,2851,0.3322,2851,0.1912,112,0.1293,16,81.7,"Response ~ (log10TaSqr + log10PeakFluxSqr + log10NHSqr + log10Fa +      PhotonIndex)^2 + log10NH + log10PeakFlux + log10Ta + Beta +      log10T90 + PhotonIndexSqr + log10FaSqr + BetaSqr + log10T90Sqr"
16,1329,0.6165,1329,0.1571,1329,0.0891,17,83.7,"Response ~ (log10FaSqr + log10TaSqr + log10PeakFluxSqr + log10Fa)^2 +      log10NH + log10PeakFlux + PhotonIndex + log10Ta + Beta +      log10T90 + log10NHSqr + PhotonIndexSqr + BetaSqr + log10T90Sqr"
17,7315,0.4462,1600,0.1681,1600,0.1128,16,83.7,"Response ~ (log10T90Sqr + log10FaSqr + log10T90 + log10Fa + log10Ta +      PhotonIndex + log10NH)^2 + log10PeakFlux + Beta + log10NHSqr +      log10PeakFluxSqr + PhotonIndexSqr + log10TaSqr + BetaSqr"
18,5895,0.4563,3078,0.1638,1329,0.061,15,88.2,"Response ~ (BetaSqr + PhotonIndexSqr + log10NHSqr + log10T90 +      Beta + PhotonIndex)^2 + log10NH + log10PeakFlux + log10Ta +      log10Fa + log10PeakFluxSqr + log10TaSqr + log10FaSqr + log10T90Sqr"
19,3312,0.609,3312,0.1651,4055,0.1007,17,81.3,"Response ~ (log10TaSqr + PhotonIndexSqr + log10PeakFluxSqr +      log10NHSqr + log10Fa)^2 + log10NH + log10PeakFlux + PhotonIndex +      log10Ta + Beta + log10T90 + log10FaSqr + BetaSqr + log10T90Sqr"
20,646,0.5944,646,0.1654,646,0.1063,17,83.6,"Response ~ (PhotonIndexSqr + log10T90 + log10Fa + log10NH)^2 +      log10PeakFlux + PhotonIndex + log10Ta + Beta + log10NHSqr +      log10PeakFluxSqr + log10TaSqr + log10FaSqr + BetaSqr + log10T90Sqr"
21,886,0.57,886,0.1592,897,0.0969,16,80.5,"Response ~ (log10FaSqr + log10TaSqr + log10Fa + log10PeakFlux)^2 +      log10NH + PhotonIndex + log10Ta + Beta + log10T90 + log10NHSqr +      log10PeakFluxSqr + PhotonIndexSqr + BetaSqr + log10T90Sqr"
22,2936,0.4609,2936,0.1716,2936,0.1085,17,80.8,"Response ~ (log10T90Sqr + BetaSqr + PhotonIndexSqr + Beta + PhotonIndex)^2 +      log10NH + log10PeakFlux + log10Ta + log10Fa + log10T90 +      log10NHSqr + log10PeakFluxSqr + log10TaSqr + log10FaSqr"
23,4146,0.4931,4146,0.1593,2044,0.0884,16,81.3,"Response ~ (log10FaSqr + log10TaSqr + log10NHSqr + log10Fa +      PhotonIndex + log10NH)^2 + log10PeakFlux + log10Ta + Beta +      log10T90 + log10PeakFluxSqr + PhotonIndexSqr + BetaSqr +      log10T90Sqr"
24,1723,0.5078,1723,0.1689,1723,0.123,17,81.7,"Response ~ (log10FaSqr + log10PeakFluxSqr + log10Ta + PhotonIndex +      log10NH)^2 + log10PeakFlux + log10Fa + Beta + log10T90 +      log10NHSqr + PhotonIndexSqr + log10TaSqr + BetaSqr + log10T90Sqr"
25,886,0.471,886,0.1663,886,0.1223,17,86.9,"Response ~ (log10FaSqr + log10TaSqr + log10Fa + log10PeakFlux)^2 +      log10NH + PhotonIndex + log10Ta + Beta + log10T90 + log10NHSqr +      log10PeakFluxSqr + PhotonIndexSqr + BetaSqr + log10T90Sqr"
26,2936,0.7198,2936,0.1417,1164,0.0973,15,98,"Response ~ (log10T90Sqr + BetaSqr + PhotonIndexSqr + Beta + PhotonIndex)^2 +      log10NH + log10PeakFlux + log10Ta + log10Fa + log10T90 +      log10NHSqr + log10PeakFluxSqr + log10TaSqr + log10FaSqr"
27,739,0.585,739,0.165,739,0.1121,15,85.7,"Response ~ (log10T90Sqr + PhotonIndexSqr + log10PeakFluxSqr +      log10NH)^2 + log10PeakFlux + PhotonIndex + log10Ta + log10Fa +      Beta + log10T90 + log10NHSqr + log10TaSqr + log10FaSqr +      BetaSqr"
28,1766,0.5552,1766,0.1494,890,0.0972,17,86.6,"Response ~ (log10FaSqr + log10TaSqr + log10Fa + PhotonIndex +      log10NH)^2 + log10PeakFlux + log10Ta + Beta + log10T90 +      log10NHSqr + log10PeakFluxSqr + PhotonIndexSqr + BetaSqr +      log10T90Sqr"
29,1758,0.2873,1877,0.1821,11571,0.1147,17,90,"Response ~ (log10TaSqr + log10PeakFluxSqr + log10Fa + PhotonIndex +      log10NH)^2 + log10PeakFlux + log10Ta + Beta + log10T90 +      log10NHSqr + PhotonIndexSqr + log10FaSqr + BetaSqr + log10T90Sqr"
30,1886,0.3731,1886,0.1924,2114,0.1285,17,88.7,"Response ~ (log10FaSqr + log10TaSqr + log10Fa + log10Ta + log10NH)^2 +      log10PeakFlux + PhotonIndex + Beta + log10T90 + log10NHSqr +      log10PeakFluxSqr + PhotonIndexSqr + BetaSqr + log10T90Sqr"
31,11171,0.4838,5405,0.1772,4577,0.0972,17,83.8,"Response ~ (log10T90Sqr + log10FaSqr + log10TaSqr + log10NHSqr +      log10T90 + log10Fa + PhotonIndex + log10NH)^2 + log10PeakFlux +      log10Ta + Beta + log10PeakFluxSqr + PhotonIndexSqr + BetaSqr"
