"","PhotonIndex","log10Ta","log10PeakFlux","log10Fa","log10NH","Alpha","log10T90","Gamma","Beta","log10Fluence","PhotonIndexSqr","log10TaSqr","log10PeakFluxSqr","log10FaSqr","log10NHSqr","AlphaSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"070306A",1.66,4.86926,0.609594409,-11.2737,22.44245468,1.89982,2.321184027,1.94468,0.831,-5.269217724,2.7556,23.7096929476,0.371605343484059,127.09631169,503.663772063854,3.6093160324,5.38789528719994,3.7817803024,0.690561,27.7646554229157,0.134263479640872,0.0335,0.02824,0.06188,0.001,0.02308703,0.1,0.022408315,"070306A",1.4959,0.397227181043161
"070411A",1.72,3.53934536025602,-0.040958608,-10.6872949876051,22.32139542,1.37847304344055,2.089021501,2.2428,0.934588659304246,-5.568636236,2.9584,12.5269655791658,0.00167760756929766,114.218274152089,498.244693495997,1.90018793149225,4.36401083164029,5.03015184,0.873455962100108,31.0097095288922,0.204728382319217,0.799349170093196,0.601369369501413,0.289582975231054,0.205827311655811,0.02493172,0.1,0.062042069,"070411A",2.95,0.59659709562646
"070508A",1.1,3.02525,1.382017043,-9.161150909,21.89306622,1.37377,1.320146286,1.82568,0.764,-4.707743929,1.21,9.1521375625,1.90997110714246,83.9266859774715,479.306348513305,1.8872440129,1.74278621643959,3.3331074624,0.583696,22.1628529010364,0.0152922340458476,0.010795,0.01189,0.013355,5e-04,0.006049102,0.060606061,0.010992516,"070508A",0.82,0.260071387985075
"070521A",1.1,3.55243,0.814913181,-10.01233374,22.27524914,1.44502,1.57863921,2.00022,0.98,-5.096367484,1.21,12.6197589049,0.664083492567539,100.246826921142,496.186724249071,2.0880828004,2.49210175534942,4.0008800484,0.9604,25.9729615319725,0.0323072045959819,0.04901,0.04844,0.0562,0.147518075,0.009596769,0.121212121,0.017957046,"070521A",2.0865,0.489466281303128
"070529A",1.34,3.09323,0.155336037,-10.24641694,22.56252244,1.21432,2.038222638,1.97999,0.76,-5.590066877,1.7956,9.5680718329,0.0241292843908654,104.989060108319,509.067418855503,1.4745730624,4.15435152205568,3.9203604001,0.5776,31.2488476893325,0.0794726286723922,0.0552,0.068045,0.03501,0.015,0.041401614,0.16,0.109332877,"070529A",2.4996,0.544018407858776
"070612A",1.69,4.22951249793824,0.178976947,-10.6329536993555,21.2559971173378,2.02974082084981,2.566790912,1.97567939099548,0.93425071554515,-4.974694135,2.8561,17.8887759702158,0.0320327475574408,113.059704372638,451.817413452273,4.11984779982406,6.58841558592579,3.90330905600427,0.872824399496625,24.7475817368034,0.0933217274509788,0.807252551532327,0.621572511340678,0.386995790221463,0.206914722699798,0.024623678,0.1,0.109292651,"070612A",0.671,0.222976449893391
"070721B",1.34,3.94739,0.176091259,-10.50863831,21.89473409,2.5054,2.531478917,1.52512,0.52,-5.443697499,1.7956,15.5818878121,0.0310081314962051,110.4314791304,479.379380871808,6.27702916,6.40838550721549,2.3259910144,0.2704,29.6338424606189,0.0272330828957319,0.3648,0.10084,0.09144,0,0.024127471,0.11,0.086858896,"070721B",3.626,0.6652056284346
"070802A",1.79,3.92184,-0.397940009,-11.6716204,21.91375294,1.16348,1.214843848,1.99014,0.78,-6.552841969,3.2041,15.3808289856,0.15835625076292,136.226722761696,480.212567915359,1.3536857104,1.47584557502345,3.9606572196,0.6084,42.9397378706878,0.079968777148268,0.17395,0.236245,0.2088785,0.045,0.077552586,0.27,0.108573621,"070802A",2.45,0.537819095073274
"070810A",2.04,3.36583,0.278753601,-10.77728353,21.93100401,1.36994,1.041392685,2.17076,1.02,-6.161150909,4.1616,11.3288115889,0.0777035700704672,116.149840286009,480.968936886636,1.8767356036,1.08449872437151,4.7121989776,1.0404,37.9597805234715,0.197037086589132,0.06175,0.07187,0.077915,0.01,0.037764738,0.14,0.045715209,"070810A",2.17,0.501059262217751
"071003A",1.36,4.78411,0.799340549,-11.67760082,20.86974084,1.97901,2.170643023,1.91015,0.837,-5.080921908,1.8496,22.8877084921,0.638945313275621,136.366360911265,435.546082728764,3.9164805801,4.71169113329858,3.6486730225,0.700569,25.8157674351944,0.0131768929142836,0.1359,0.098505,0.183105,0.032,0.015697391,0.07,0.027574253,"071003A",1.60435,0.415699348887829
"071010A",2.33,4.2478511633582,-0.096910013,-11.0118546931894,22.13954852,1.83097347076142,0.77815125,2.33496,0.895735826903449,-6.698970004,5.4289,18.0442395060436,0.00939155061966017,121.260943783917,490.159608669434,3.35246385063212,0.605519367876562,5.4520382016,0.802342671598406,44.8761991144918,0.0434736058796182,0.804524974007061,0.604698622545846,0.289269076233869,0.197094289463286,0.086858896,0.37,0.162860431,"071010A",0.99,0.298853076409707
"071010B",1.53,3.49507485969924,0.886490725,-10.4438019040828,21.30047157,1.04220546627847,1.552668216,2.04061,0.897568629081125,-5.356547324,2.3409,12.2155482749017,0.785865805511026,109.072998211724,453.710089104378,1.08619223394072,2.41077858897662,4.1640891721,0.80562944391057,28.6925992342516,0.378773543191014,0.814882604152515,0.620500263443452,0.278981955274,0.198145935740049,0.009870329,0.22,0.016920564,"071010B",0.947,0.289365951520032
"071020A",1.11,2.311950854,0.924279286,-9.169411331,20.99642367,1.119196934,0.62324929,1.59788,0.844,-5.638272164,1.2321,5.34511675131133,0.85429219852867,84.0781041570712,440.849806930136,1.252601777075,0.388439677485504,2.5532204944,0.712336,31.7901129953372,0.0601790285006581,0.035099822,0.039262062,0.011153209,0.001,0.018882369,0.05,0.015510517,"071020A",2.145,0.497620649781288
"071025A",1.79,3.57649803858865,0.204119983,-10.7617561561862,21.07108335,1.42536037804911,2.376832349,1.97502660214106,0.921843308984929,-5.187086643,3.2041,12.7913382200285,0.0416649674599203,115.815395565212,443.990553542647,2.0316522073123,5.64933201525286,3.90073007916486,0.849795086320283,26.905867841989,0.0202577864729536,0.800887497468751,0.603374881895532,0.274718690293953,0.200839272039437,0.021297834433594,0.05,0.0778422962236166,"071025A",5,0.778151250383644
"071112C",1.09,3.27585923890932,0.903089987,-10.3930085480411,20.5643192,1.18085394893532,1.176091259,1.67267,0.872039973604311,-5.522878745,1.1881,10.7312537531475,0.81557152461966,108.014626679655,422.891224159489,1.39441604871614,1.38319064949621,2.7978249289,0.760453715563807,30.5021896319728,0.131921983937837,0.776421157020388,0.606399027276645,0.265265616573866,0.203691567709846,0.057905931,0.07,0.05428681,"071112C",0.82,0.260071387985075
"071117A",1.57,3.901990464,1.053078443,-11.23542972,22.04291793,1.104952391,0.819543936,2.0457,0.94,-5.619788758,2.4649,15.2255295811469,1.1089742071113,126.234880993059,485.890230868716,1.22091978637662,0.671652263034372,4.18488849,0.8836,31.5820256845432,0.120079755643196,0.101024385,0.117162967,0.089387802,0.01,0.018095603,0.06,0.015373256,"071117A",1.331,0.367542273520577
"080310A",2.32,4.32608056,0.113943352,-11.3990271,21.1168251059769,1.59590648,2.560456622,2.09352,0.878,-5.638272164,5.3824,18.7149730116099,0.0129830874649959,129.937818826534,445.920302556416,2.54691749290599,6.55593811314365,4.3828259904,0.770884,31.7901129953372,0.0207895824764161,0.04247343,0.03798676,0.065276352,0.0375,0.037764738,0.16,0.066814536,"080310A",2.42,0.534026106056135
"080319B",1.04,5.36799912,1.394451681,-12.15181088,20.8771334,1.42250979,1.68090255756894,1.81426,0.73,-4.091514981,1.0816,28.8154145523208,1.94449549064373,147.666507663286,435.854699001396,2.02353410264584,2.8254334080418,3.2915393476,0.5329,16.7404948397474,0.00162180613819455,0.097779455,0.087626454,0.075139905,0,0.00536166,0.02,0.008755937,"080319B",0.937,0.287129620719111
"080319C",1.37,3.52931111054378,0.716003344,-10.6371411966355,21.75037415,1.70009079954593,1.531478917,1.61029,0.918480457353893,-5.443697499,1.8769,12.4560369150078,0.512660788619182,113.14877283716,473.078775664988,2.89030872670072,2.34542767321549,2.5930338841,0.843606350541017,29.6338424606189,0.378773543191014,0.795519274551062,0.594750468255539,0.390390045195146,0.210726750902004,0.012063736,0.07,0.025055451,"080319C",1.95,0.469822015978163
"080330A",2.53,3.62424404637254,-0.045757491,-10.5087382506779,21.69090721,1.28360558544294,1.783188691,2.25433,0.872917575655799,-6.468521083,6.4009,13.1351449076668,0.00209374798261508,110.433579621261,470.49545559283,1.64764329898031,3.17976190771029,5.0820037489,0.761985093888798,41.8417650012155,0.323703994876218,0.778795268821532,0.596432371485865,0.275806275525546,0.20513435750842,0.102186937,0.45,0.096509885,"080330A",1.51,0.399673721481038
"080411A",1.75,4.20932562,1.635483747,-10.11350927,21.57289018,1.28909841,1.748188027,1.97674,0.91,-4.578396073,3.0625,17.7184221751884,2.67480708670116,102.283069754376,465.38959071834,1.66177471066453,3.05616137774615,3.9075010276,0.8281,20.9617106012618,0.00776276208190557,0.06043543,0.049275581,0.010296793,0,0.001645055,0.03,0.009047802,"080411A",1.03,0.307496037913213
"080413B",1.26,4.37673481522887,1.271841607,-11.1324619410683,21.31329763,1.8383898530557,0.903089987,1.93206,0.898646887003793,-5.494850022,1.5876,19.1558076428365,1.61758107329634,123.931708869334,454.256655864964,3.37967725181816,0.81557152461966,3.7328558436,0.807566227521608,30.1933767642734,0.0951998384562338,0.825878919928264,0.613291650072067,0.294877320020599,0.196183134932225,0.013571703,0.27,0.018579443,"080413B",1.1,0.322219294733919
"080516A",1.82,3.77452827,0.255272505,-11.12090412,22.03528962,0.94016916,0.763427994,2.3315,1.48,-6.585026652,3.3124,14.2470636610292,0.065164051808975,123.674508446233,485.55398863728,0.883918049415106,0.582822302022864,5.43589225,2.1904,43.3625760075503,0.0159503209161228,0.077803665,0.111057696,0.084888358,0.03,0.066814536,0.27,0.072382414,"080516A",3.2,0.6232492903979
"080603A",1.8144820875664,3.73864181146003,0.365016103959771,-10.6748451794873,20.9181675200872,1.20831786479774,1.77815125,2.0146549872069,0.913901992181694,-5.70558194498092,3.29234524609932,13.9774425943971,0.13323675614997,113.952319606023,437.569732398431,1.46003206238937,3.16182186787656,4.05883471747763,0.835216851313669,32.5536653308923,0.0782985476819812,0.799529331049214,0.601147687650961,0.269011655288451,0.203031508376873,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1.69,0.429752280002408
"080603B",1.21,3.89340478211709,0.544068044,-10.6145409003128,21.31611509,1.34182101090756,1.77815125,1.83449,0.892836924953439,-5.619788758,1.4641,15.1586007974122,0.296010036501986,112.668478524413,454.376762530126,1.80048362531299,3.16182186787656,3.3653535601,0.797157774560313,31.5820256845432,0.14476482742628,0.775821564581816,0.602492487501517,0.278887090872036,0.202772915682514,0.018095603,0.3,0.024816828,"080603B",2.6893,0.566943971856554
"080607A",1.31,3.46298403,1.36361198,-10.0540393,22.38386741,1.7256074,1.899984563,2.03418,1.06,-4.619788758,1.7161,11.992258392035,1.85943763199952,101.083706245944,501.03752022846,2.97772089893476,3.6099413396383,4.1378882724,1.1236,21.3424481685432,0.0179615292332226,0.11042072,0.069659314,0.037637388,0.02,0,0.04,0.02068069,"080607A",3.036,0.605951157564873
"080710A",1.47,4.09266933,0,-11.23284413,20.89722339,1.52133785,2.077948999,2.00149,1.3,-5.853871964,2.1609,16.7499422447226,0,126.176787248875,436.693945411563,2.31446885384262,4.3178720424451,4.0059622201,1.69,34.2678169709052,0.063286086716648,0.06269498,0.054210787,0.06401643,0.150517844,0.062042069,0.23,0.086858896,"080710A",0.845,0.265996370495079
"080810A",1.34,3.2687548,0.301029996,-9.931814138,21.45079548,1.44529526,2.03666881,2.11482,1.079,-5.337242168,1.7956,10.684757942523,0.09061905849176,98.6409320717767,460.136626724788,2.08887838857847,4.14801984162682,4.4724636324,1.164241,28.4861539598773,0.0173110727824034,0.031830706,0.039738688,0.036139295,0.0015,0.018882369,0.06,0.043429448,"080810A",3.35,0.638489256954637
"080905B",1.78,3.67820615,-0.301029996,-10.11125904,22.33533151,1.36946226,2.10720997,1.86248,0.375,-5.744727495,3.1684,13.5292004818978,0.09061905849176,102.237559373982,498.867033661599,1.87542688156431,4.4403338576674,3.4688317504,0.140625,33.001893991809,0.0951998384562338,0.03236457,0.038825489,0.033301752,0.00558525,0.048254942,0.15,0.086858896,"080905B",2.374,0.528145078253106
"080928A",1.77,4.08450503,0.322219295,-11.1260984,21.51035195,1.76031774,2.368584372,2.13864,0.99,-5.602059991,3.1329,16.6831813400953,0.103825274070297,123.790065606483,462.695241012869,3.09871854575871,5.61019192728263,4.5737810496,0.9801,31.3830761427629,0.0386609346233468,0.064484035,0.047916769,0.075970735,0,0.034743559,0.12,0.02068069,"080928A",1.692,0.430075055551939
"081007A",2.51,3.58176278,0.414973348,-10.58502665,21.69605744,1.00469263,0.958563883,2.102,0.92,-6.148741651,6.3001,12.8290246121933,0.172202879550329,112.04278918121,470.718908439779,1.00940728077632,0.918844717792038,4.418404,0.8464,37.8070238907422,0.140327919478768,0.053161115,0.084284398,0.039134851,0.005,0.048934589,0.2,0.066814536,"081007A",0.5295,0.184549481320698
"081008A",1.69,3.85550833,0.113943352,-10.79317412,21.1376737,1.47398467,2.268297087,1.98207,0.84,-5.366531544,2.8561,14.8649444826994,0.0129830874649959,116.492607584638,446.801249447672,2.17263080739501,5.14517167489269,3.9286014849,0.7056,28.799660812747,0.0944643171466364,0.06052989,0.056285684,0.063988679,0.025,0.020199743,0.07,0.033407268,"081008A",1.9685,0.472537053262077
"081028A",1.25,4.75426,-0.301029996,-11.3994,20.90308999,2.20023,2.414973348,2.51,0.945,-5.431798276,1.5625,22.6029881476,0.09061905849176,129.94632036,436.939171130038,4.8410120529,5.83209627155033,6.3001,0.893025,29.5044325111566,0.0544346314312377,0.0572,0.03025,0.054715,5e-04,0.023475377,0.38,0.086858896,"081028A",3.038,0.60616631460762
"081029A",1.43,4.48156171,-0.301029996,-11.86327943,21.49704581,2.51960373,2.431283332,1.95818,0.87,-5.677780705,2.0449,20.0843953605381,0.09061905849176,140.737398834261,462.122978557239,6.34840295622991,5.91113864046102,3.8344689124,0.7569,32.2371937340703,0.0734942688403521,0.083250805,0.04285341,0.169198521,0.001,0.041361379,0.18,0.173717793,"081029A",3.8479,0.685553652846326
"081203A",1.54,4.02089,0.462397998,-10.9243983,21.66176916,1.86904,2.46834733,2.03508,0.82,-5.113509275,2.3716,16.1675563921,0.213811908554408,119.342478217043,469.232243141127,3.4933105216,6.09273854151813,4.1415506064,0.6724,26.147977105511,0.122562443871835,0.05695,0.03932,0.064395,0.0325,0.016920564,0.06,0.029951344,"081203A",2.1,0.491361693834273
"081221A",1.21,2.93195749,1.260071388,-9.354577731,21.57331844,1.23586126,1.531478917,2.4947,0.991,-4.742321425,1.4641,8.5963747231671,1.58777990285625,87.5081245253211,465.408068513644,1.52735305396879,2.34542767321549,6.22352809,0.982081,22.489612498014,0.0102431891789539,0.0249855,0.031176651,0.012861856,5e-04,0.007198251,0.13,0.011931167,"081221A",2.26,0.513217600067939
"081228A",2.1,3.37295044056063,-0.22184875,-10.9471344533445,21.16936021,1.31440794275622,0.477121255,2.11824052948599,0.946916119404645,-7.050609993,4.41,11.3767946744781,0.0492168678765625,119.839752739602,448.141811700731,1.72766823998064,0.227644691972775,4.48694294075709,0.896650137188352,49.7111012733915,0.0664080102705681,0.808747984776193,0.627309680131648,0.276463173431224,0.211768558077528,0.0674679414874554,0.31,0.103319586082909,"081228A",3.44,0.64738297011462
"081230A",1.97,3.66959365,-0.15490196,-11.32975415,20.67248024,0.99376498,0.907209226455443,2.08621,1.02,-6.086186148,3.8809,13.4659175561203,0.0239946172118416,128.363329099442,427.35143927319,0.9875688354744,0.823028580565883,4.3522721641,1.0404,37.0416618281071,0.740704337003766,0.0701444,0.08735027,0.040381418,0.02,0.02568693,0.096969697,0.142225970771007,"081230A",2.1,0.491361693834273
"090102A",1.36,3.15380077,0.740362689,-9.457174573,21.72376179,1.42487631,1.432006687,1.76997,0.667,-7.167491087,1.8496,9.94645929685259,0.548136911263311,89.4381509041977,471.921826308664,2.03027249879922,2.05064315161272,3.1327938009,0.444889,51.3729284822244,0.0359770577590371,0.036239983,0.041590346,0.021786596,0.002673458,0.019160051,0.08,0.063170107,"090102A",1.547,0.406028944963615
"090205A",2.15,3.70655,-0.301029996,-11.3419886,21.81792086,1.29089,0.944482672,2.03416,1.01,-6.721246399,4.6225,13.7385129025,0.09061905849176,128.64070540253,476.021670653223,1.6663969921,0.89204751770826,4.1378069056,1.0201,45.1751531560705,0.0885407574117407,0.13445,0.114585,0.084185,0.025,0.068572813,0.23,0.086858896,"090205A",4.6497,0.752025387323213
"090313A",1.91,3.60876566435634,-0.096910013,-10.2800283838197,22.44115763,1.19138759227789,1.893872679,2.07619,0.924989954326312,-5.853871964,3.6481,13.0231896202373,0.00939155061966017,105.678983572139,503.605555774507,1.41940439503371,3.58675372426264,4.3105649161,0.855606415604593,34.2678169709052,0.249936990327389,0.818976201803275,0.599254982061356,0.276614407568696,0.200668465706213,0.062042069,0.29,0.162860431,"090313A",3.38,0.6414741105041
"090418A",1.48,3.52813657,0.278753601,-10.04720756,22.02365981,1.52909667,1.748188027,2.03408,0.98,-5.337242168,2.1904,12.4477476565714,0.0777035700704672,100.946379753721,485.041591426609,2.33813662620509,3.05616137774615,4.1374814464,0.9604,28.4861539598773,0.0320230997079162,0.028659405,0.030759021,0.042154514,0.003531332,0.018882369,0.07,0.068572813,"090418A",1.608,0.416307587059883
"090423A",0.8,3.91521772,0.230448921,-11.2798407,22.7516324,1.43267533,0.989894564,1.8158,0.77,-6.229147988,0.64,15.328929795002,0.0531067051900642,127.234806217376,517.63677686473,2.05255860119061,0.97989124783675,3.29712964,0.5929,38.8022846564045,0.047195797531391,0.08569564,0.077643595,0.064053366,0.005,0.029443694,0.5,0.051093469,"090423A",8.26,0.966610986681934
"090424A",1.19,2.99599056,1.851258349,-9.050609993,21.63012977,1.1284106,1.681241237,1.96315,0.924,-4.677780705,1.4161,8.97595943560911,3.42715747474221,81.9135412453915,467.86251386704,1.27331048219236,2.82657209698929,3.8539579225,0.853776,21.8816323240703,0.0205611924585667,0.011257098,0.013394814,0.005546887,0,0,0.15,0.012233647,"090424A",0.544,0.188647295999717
"090516A",1.84,4.33113504,0.204119983,-11.27490548,21.19589965,1.76098314,2.322219295,2.09,0.502,-5.045757491,3.3856,18.7587307347158,0.0416649674599203,127.123493582934,449.26616197287,3.10106161936426,5.3927024540703,4.3681,0.252004,25.4596686579826,0.132356413451328,0.03779605,0.029715315,0.053351589,0.479087085,0.028952965,0.11,0.05428681,"090516A",4.109,0.708335902682263
"090519A",1.02,3.44619,-0.22184875,-11.76000021,22.13069392,1.42452,1.806179974,1.46604,0.63,-5.920818754,1.0404,11.8762255161,0.0492168678765625,138.2976049392,489.767613380725,2.0292572304,3.26228609847864,2.1492732816,0.3969,35.0560947177181,0.0559162050267847,0.21145,0.24029,0.3065,0.03,0.036191207,0.2,0.144764827,"090519A",3.85,0.685741738602264
"090529A",2,4.472757799,-0.397940009,-12.1873998,20.93258486,0.8815438,1.837651558,2.22623,0.64,-6.167491087,4,20.0055623285153,0.15835625076292,148.53271388504,438.173108921101,0.77711947131844,3.37696324861983,4.9561000129,0.4096,38.0379463082244,0.0664439832683159,0.11547934,0.21900534,0.113675222,0.125,0.10857362,0.3,0.108573621,"090529A",2.625,0.559308010907013
"090530A",1.61,3.6839464,0.397940009,-11.16052195,20.90942658,0.88610581,1.681241237,2.03975,1.09,-5.958607315,2.5921,13.571461078073,0.15835625076292,124.557250196432,437.204119904411,0.785183506515756,2.82657209698929,4.1605800625,1.1881,35.5050011343715,0.323703994876218,0.089175625,0.115365029,0.038514202,0.035,0.039481317,0.17,0.052115338,"090530A",1.266,0.355259905527378
"090618A",1.42,3.67275453,1.589949601,-9.640164518,21.39200012,1.30942861,2.05388479,1.82831,0.8945,-3.978810701,2.0164,13.4891258376355,2.52793973372006,92.9327719341062,457.61766913408,1.71460328468653,4.21844273059334,3.3427174561,0.80013025,15.8309345943921,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0.004136138,0.08,0.008931506,"090618A",0.54,0.187520720836463
"090726A",2.25,3.58003027708395,-0.15490196,-10.6078628013599,22.02689264,1.26951697854017,1.773054693,2.4288,0.953407216139617,-6.065501549,5.0625,12.8166167848378,0.0239946172118416,112.526753212475,485.183999374086,1.61167335880176,3.14372294436932,5.89906944,0.908985319787094,36.7903090409214,0.0771432232434421,0.792707872117814,0.600071844463703,0.2903577371457,0.206934454483566,0.050499358,0.19,0.124084138,"090726A",2.71,0.569373909615046
"090809A",1.34,4.56066,0.041392685,-11.8559,21.91952315,1.6367,0.73239376,1.94644,0.96,-6.468521083,1.7956,20.7996196356,0.00171335437150922,140.56236481,480.465495123386,2.67878689,0.536400619686938,3.7886286736,0.9216,41.8417650012155,0.0978170519448906,0.338,0.237865,0.319405,0.01,0.063866836,0.24,0.078962633,"090809A",2.737,0.572523097849638
"090812A",1.24,3.52924,0.556302501,-10.16730017,21.77771022,1.37252,1.824125834,1.88559,0.53,-5.236572006,1.5376,12.4555349776,0.309472472618855,103.373992746882,474.268662426292,1.8838111504,3.3274350582662,3.5554496481,0.2809,27.4216863740229,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0.014975672,0.05,0.024127471,"090812A",2.452,0.538070787043172
"090927A",1.8,4.20121889,0.301029996,-11.6716204,21.01785522,1.13087741,0.342422681,2.06549,0.92,-6.698970004,3.24,17.6502401616928,0.09061905849176,136.226722761696,441.750238048881,1.27888371644831,0.117253292463228,4.2662489401,0.8464,44.8761991144918,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0.065144172,0.2,0.043429448,"090927A",1.37,0.374748346010104
"091018A",1.77,2.89655535,1.012837225,-9.627087997,21.19187281,1.18074867,0.639486489,1.98015,0.91,-5.853871964,3.1329,8.39003289561362,1.0258392443457,92.6808233019815,449.095473195217,1.39416742170677,0.408942969613547,3.9209940225,0.8281,34.2678169709052,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0.031021034,0.24,0.016865805,"091018A",0.971,0.294686624279443
"091020A",1.53,2.95265011,0.62324929,-9.71219827,21.70587483,1.17417264,1.590061231,2.08587,0.895,-5.431798276,2.3409,8.71814267208301,0.388439677485504,94.326795235791,471.145002135627,1.37868138852457,2.52829471832924,4.3508536569,0.801025,29.5044325111566,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.011737689,0.07,0.031021034,"091020A",1.71,0.432969290874406
"091024A",1.2,3.80224970768931,0.301029996,-10.17271124586,22.23512426,1.51626308823486,1.995196292,1.49013,0.892910794612169,-5.214670165,1.44,14.4571028396234,0.09061905849176,103.484054091647,494.40075085764,2.29905375274351,3.98080824361055,2.2204874169,0.797289687134935,27.1927849297411,0.038778433249538,0.792655637570542,0.603437094243322,0.272421002559775,0.202537024371356,0.021358745,0.08,0.065144172,"091024A",1.09,0.320146286111054
"091029A",1.46,4.30368998,0.255272505,-11.34678749,21.45058625,1.12123368,1.593286067,2.11535,1.064,-5.619788758,2.1316,18.5217474439524,0.065164051808975,128.74958634322,460.127650468689,1.25716496516634,2.53856049129633,4.4747056225,1.132096,31.5820256845432,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0.018095603,0.27,0.024127471,"091029A",2.752,0.574262829707027
"091109A",1.31,3.37933883,0.113943352,-11.14630179,21.89596701,1.06152816,1.681241237,1.96352,0.89,-5.795880017,1.7161,11.4199309279458,0.0129830874649959,124.240043593757,479.433371303008,1.12684203447299,2.82657209698929,3.8554107904,0.7921,33.5922251714599,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0.05428681,0.25,0.133629071,"091109A",3.076,0.610234175334389
"091127A",2.05,3.98466812,1.667452953,-9.844663963,20.87872913,1.39581701,0.84260924,1.80187,0.758,-5.045757491,4.2025,15.8775800265443,2.78039935046842,96.9174085443909,435.921330083911,1.94830512540534,0.709990331333378,3.2467354969,0.574564,25.4596686579826,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0.014476483,0.07,0.025217099,"091127A",0.49,0.173186268412274
"091208B",1.74,3.31388094,1.181843588,-10.18045606,21.91211094,1.1606541,1.173186268,2.03333,0.86,-5.48148606,3.0276,10.9818068844953,1.39675426649671,103.641685589591,480.140605846868,1.34711793984681,1.37636601942377,4.1344308889,0.7396,30.0466894259743,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0.026320878,0.11,0.028572005,"091208B",1.063,0.314499227973151
"100219A",1.34,3.59028559010207,-0.397940009,-10.9021185162828,22.04094236,1.54469122416844,1.274157849,1.58721,0.949570732383404,-6.431798276,1.7956,12.8901506184946,0.15835625076292,118.856188143076,485.803140116842,2.38607097802299,1.62347822416831,2.5192355841,0.901684575799154,41.3680290631566,0.0664080102705681,0.794108615214306,0.609081615483561,0.29430893270445,0.206518163604351,0.070426132,0.25,0.10857362,"100219A",4.67,0.753583058892907
"100316B",2.23,3.5543767,0.113943352,-11.1481304,21.41315218,1.36246063,0.579783597,2.23535,1.08,-6.698970004,4.9729,12.6335937255029,0.0129830874649959,124.280811415404,458.523086283839,1.8562989683,0.336149019350258,4.9967896225,1.1664,44.8761991144918,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0.043429448,0.18,0.033407268,"100316B",1.18,0.338456493604605
"100316D",2.29,4.66627630589122,-1,-10.9092849180835,21.60728985,1.75821298481874,2.717570654,2.49431,0.925447394491597,-6.522878745,5.2441,21.7741345629218,1,119.012497423924,466.874974661913,3.09131289998522,7.38519025948199,6.2215823761,0.856452879971285,42.5479471219728,0.378773543191014,0.790762789223757,0.640416332181129,0.296604175577386,0.202266144563271,0.115811862,0.41,0,"100316D",0.06,0.0253058652647703
"100418A",2.16,5.54363,0,-12.48811664,21.77771022,1.81145,0.84509804,2.26662,0.84,-6.468521083,4.6656,30.7318335769,0,155.953057214245,474.268662426292,3.2813511025,0.714190697211842,5.1375662244,0.7056,41.8417650012155,0.059763875267383,0.10745,0.075475,0.16786,0.01,0.063866836,0.25,0.086858896,"100418A",0.6235,0.21045229296202
"100425A",2.42,3.60199415,0.146128036,-11.50168945,20.53466438,0.86819371,1.568201724,2.17077,1.46,-6.327902142,5.8564,12.9743618566342,0.0213534029052173,132.288860204241,421.672441199241,0.753760318083564,2.45925664715657,4.7122423929,2.1316,40.0423455187282,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0.083162773,0.32,0.062042069,"100425A",1.755,0.440121603187804
"100513A",1.62,3.74522911,-0.22184875,-11.57186521,22.05240534,0.96306136,1.924279286,2.25722,1.36,-5.853871964,2.6244,14.0267410863914,0.0492168678765625,133.908064438408,486.30858127966,0.92748718312505,3.70285077052867,5.0950421284,1.8496,34.2678169709052,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0.031021034,0.14,0.072382414,"100513A",4.772,0.761326322421457
"100621A",1.9,3.64164386,1.10720997,-9.804100348,22.28454803,0.94079321,1.803457116,2.3024,0.27,-4.677780705,3.61,13.2615700030757,1.2259139176674,96.1203836336537,496.601080901377,0.885091863982104,3.25245756925104,5.30104576,0.0729,21.8816323240703,0.0114965181711467,0.041282476,0.060455075,0.024177265,0.150679792,0,0.03,0.010178777,"100621A",0.542,0.188084373714938
"100704A",1.73,3.62503495,0.633468456,-10.35163999,21.52730245,1.01294211,2.2955671,2.11575,1.29,-5.22184875,2.9929,13.1408783887215,0.401282284747024,107.156450482567,463.424750773776,1.02605171821125,5.26962831060241,4.4763980625,1.6641,27.2677043678766,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0.014476483,0.06,0.020199743,"100704A",3.6,0.662757831681574
