"","PhotonIndex","log10Ta","log10PeakFlux","log10Fa","log10NH","Alpha","log10T90","Gamma","Beta","log10Fluence","PhotonIndexSqr","log10TaSqr","log10PeakFluxSqr","log10FaSqr","log10NHSqr","AlphaSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"060418A",1.7,3.11887,0.814247596,-9.792961075,21.65363309,1.47655,2.158362492,1.94118,0.98,-5.079354999,2.89,9.7273500769,0.662999147591779,95.9020866164651,468.879825996343,2.1801999025,4.65852864687245,3.7681797924,0.9604,25.7998472058663,0.136485588124709,0.04904,0.057245,0.044705,0.005,0.013190457,0.06,0.023313354,"060418A",1.489,0.396024896608593
"060502A",1.46,3.3865,0.227886705,-10.55284197,21.45692297,0.897152,1.45331834,2.02719,0.87,-5.63638802,2.1316,11.46838225,0.051932350315757,111.362473643793,460.399543340514,0.804881711104,2.11213419738036,4.1094992961,0.7569,31.7688699119995,0.150287880735964,0.05675,0.075085,0.0205255,0.015,0.019176639,0.08,0.053965586,"060502A",1.5026,0.398391440229475
"060512A",2.48,3.69044920854232,-0.055517328,-10.6811729318243,21.45079548,1.10130963994291,0.92890769,2.70163,0.894032364450146,-6.634512015,6.1504,13.6194153608306,0.00308217370825958,114.087455199536,460.136626724788,1.21288292303118,0.862869496541136,7.2988046569,0.799293868684319,44.0167496771794,0.0559162050267847,0.797647275545397,0.619874432329896,0.281059008921809,0.198235761296611,0.074878359,0.3,0.098703291,"060512A",0.44,0.15836249209525
"060526A",2.01,3.8752,0.222716471,-11.3053948,21.77242733,1.05873,2.47444938,1.90677,0.93,-5.899629455,4.0401,15.01717504,0.0496026264546938,127.811951583867,474.038591840131,1.1209092129,6.12289973418238,3.6357718329,0.8649,34.8056277063036,0.0335716198838349,0.06785,0.09216,0.0623145,0.0305,0.056871896,0.24,0.046810184,"060526A",3.221,0.625415352154408
"060604A",2.01,4.45991,-0.468521083,-11.76955108,21.99003057,1.21596,1.977723605,2.1711,1.02,-6.395773947,4.0401,19.8907972081,0.219512005215493,138.522332624729,483.561444469534,1.4785587216,3.9113906577742,4.71367521,1.0404,40.905924381124,0.0777158547080599,0.04195,0.04994,0.04695,0,0.11451546,0.42,0.166053773,"060604A",2.1357,0.496334505996816
"060605A",1.55,4.04162,-0.337242168,-11.26121944,21.77333803,1.9179,2.059904056,2.02128,0.835,-6.156767222,2.4025,16.3346922244,0.11373227987734,126.815063275834,474.078248968644,3.67834041,4.24320471992525,4.0855728384,0.697225,37.9057826258936,0.132471980179598,0.05315,0.037375,0.085,0.10149311,0.056078197,0.2,0.113294213,"060605A",3.78,0.679427896612119
"060607A",1.47,3.63746374092671,0.146128036,-10.4018852481167,21.79614607,1.33973889780199,2.009450896,1.61002,0.89755192666902,-5.59345982,2.1609,13.2311424665565,0.0213534029052173,108.199216714988,475.071983504776,1.79490031428369,4.0378929034352,2.5921644004,0.80559946106727,31.2867927579544,0.204728382319217,0.792024854351577,0.599247262434035,0.279399418108646,0.205597503784803,0.019074895,0.08,0.040327345,"060607A",3.07,0.60959440922522
"060707A",0.6,3.5545,0.004321374,-10.9132,21.20847898,0.861995,1.820857989,2.09345,1.12,-5.795880017,0.36,12.63447025,1.8674273247876e-05,119.09793424,449.799580645102,0.743035380025,3.31552381610512,4.3825329025,1.2544,33.5922251714599,0.0414232996019404,0.07695,0.127895,0.0364485,0.035,0.040986542,0.363636364,0.098898743,"060707A",3.425,0.645913275033844
"060708A",1.68,3.50569,0.28780173,-10.86966623,20.79066861,1.12969,1.008600172,2.20484,1.485,-6.306273051,2.8224,12.2898623761,0.0828298357909929,118.149643951602,432.251901250839,1.2761994961,1.01727430695843,4.8613194256,2.205225,39.7690797937688,0.153333382237578,0.06115,0.062725,0.028525,0.33410152,0.032528129,0.12,0.031340839,"060708A",1.92,0.465382851448418
"060714A",1.93,3.73449,0.10720997,-10.86012091,22.0125926,1.20488,2.060660074,2.04425,0.87,-5.548213564,3.7249,13.9464155601,0.0114939776674009,117.942226179819,484.554232973575,1.4517358144,4.24631994057768,4.1789580625,0.7569,30.7826737517536,0.0344798070207195,0.0352,0.046765,0.035305,0.005,0.025627978,0.11,0.044108033,"060714A",2.711,0.569490954348783
