"","log10NH","PhotonIndex","log10PeakFlux","log10Fa","log10Ta","Beta","log10T90","Alpha","Gamma","log10Fluence","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","log10FaSqr","log10TaSqr","BetaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Fa_opt","log10Ta_opt","Beta_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"130420A",20.79265849,1.52,0.531478917,-10.8728952,3.56731,1.17,2.091666958,0.914676,2.29559,-5.148741651,432.334647081769,2.3104,0.282469839215493,118.219850030183,12.7257006361,1.3689,4.37507066318897,0.836632184976,5.2697334481,26.5095405887422,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130511A",21.01365445,1.35,0.113943352,-10.51570016,2.65954,0.65,0.73479983,1.16497,2.06879,-6.657577319,441.573673344005,1.8225,0.0129830874649959,110.579949855024,7.0731530116,0.4225,0.539930790168029,1.3571551009,4.2798920641,44.3233357584632,0.176931769551824,0.0838,0.089385,0.04916,0.01,0.078962633,0.31,0.0668145360000001,"130511A",0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",21.19799139,1.8,0.447158031,-10.7212464,3.68772,0.65,2.309630167,1.17745,2.0604,-5.040958608,449.354838970514,3.24,0.199950304687797,114.945124369513,13.5992787984,0.4225,5.33439150831645,1.3863885025,4.24524816,25.4112636875693,0.0272768817014167,0.078,0.078365,0.04188,0.08,0.00954493399999999,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",21.35024026,1.51,-0.096910013,-8.316052869,2.071571247,0.98,1.57634135,1.742079764,2.08823,-5.853871964,455.832759159725,2.2801,0.00939155061966017,69.1567353200031,4.29140743139714,0.9604,2.48485205171982,3.0348419041383,4.3607045329,34.2678169709052,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130606A",20.24962877,1.52,0.414973348,-10.18045606,3.30222,0.44,2.441820772,1.37571,1.86465,-5.537602002,410.047465322812,2.3104,0.172202879550329,103.641685589591,10.9046569284,0.1936,5.96248868257068,1.8925780041,3.4769196225,30.6650359325544,0.0303226795160044,0.06815,0.07782,0.05186,0.045,0.029951344,0.12,0.033407268,"130606A",0,0,0,0,0,0,0,0,0,0,0,5.913,0.839666556882433
"131030A",20.84178667,1.3,1.44870632,-9.294136288,2.84594,0.693,1.613841822,1.11188,2.09466,-4.537602002,434.38007159779,1.69,2.09875000160794,86.3809693399184,8.0993744836,0.480249,2.60448542643628,1.2362771344,4.3876005156,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,1.45,0.544068044,-10.91009489,3.9488,0.94,2.050379756,1.19347,2.24976,-5.148741651,454.862078805217,2.1025,0.296010036501986,119.030170508804,15.59302144,0.8836,4.20405714381462,1.4243706409,5.0614200576,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.0744504829999999,"131105A",0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.04,1.28780173,-9.730487056,3.59073,0.672,1.971275849,1.22509,1.88134,-4.795880017,484.233823553601,1.0816,1.65843329579099,94.6823783469835,12.8933419329,0.451584,3.88592847285067,1.5008455081,3.5394401956,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.00814302200000001,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.8,1.371067862,-10.12551818,3.829176603,0.83,1.77815125,1.108879519,1.96657,-4.920818754,440.658659836089,3.24,1.87982708220925,102.526118413511,14.6625934569626,0.6889,3.16182186787656,1.22961378765767,3.8673975649,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",22.04094236,1.21,0.69019608,-10.00568285,3.68383,0.678,1.976349979,1.36898,1.87322,-4.795880017,485.803140116842,1.4641,0.476370628847366,100.113689294784,13.5706034689,0.459684,3.9059592394933,1.8741062404,3.5089531684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",21.81946365,1.33,0.322219295,-10.85078089,3.90552,0.77,2.127104798,1.18974,2.06486,-5.026872146,476.088993973671,1.7689,0.103825274070297,117.739445922789,15.2530864704,0.5929,4.52457482167462,1.4154812676,4.2636468196,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.0413613789999999,"140423A",0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,2,0.397940009,-11.36251027,4.14388,1.03,2.239549721,0.875171,2.15785,-5.958607315,469.934380285984,4,0.15835625076292,129.106639635855,17.1717414544,1.0609,5.01558295283118,0.765924279241,4.6563166225,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.0789626329999999,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.68,1.037426498,-9.903089987,3.30686,0.9,2.045714059,0.948932,1.74751,-5.552841969,476.009590583442,2.8224,1.07625373875254,98.0711912906197,10.9353230596,0.81,4.18494601119025,0.900471940624,3.0537912001,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.0465315520000001,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,1.59,0.204119983,-11.09770006,3.58709,0.86,1.17092730333444,1.40649,1.93407,-5.920818754,436.870504251025,2.5281,0.0416649674599203,123.158946621724,12.8672146681,0.7396,1.37107074969406,1.9782141201,3.7406267649,35.0560947177181,0.151511196244019,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,1.45,0.832508913,-9.504455662,3.53686,0.871,2.189770956,1.25134,1.84304,-4.853871964,454.893948187355,2.1025,0.693071090224441,90.3346774309239,12.5093786596,0.758641,4.79509683974115,1.5658517956,3.3967964416,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930630999999999,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0.92,0,-11.31158018,3.77824,0.94,1.781755375,1.64981,1.93772,-6,504.51851145707,0.8464,0,127.951846168569,14.2750974976,0.8836,3.17465221634139,2.7218730361,3.7547587984,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140629A",21.74269921,1.86,0.62324929,-9.847711656,2.85608,0.815,1.62324929,1.16056,1.95996,-5.619788758,472.744968936535,3.4596,0.388439677485504,96.9774248597183,8.1571929664,0.664225,2.6349382574855,1.3468995136,3.8414432016,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.0361912069999999,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"141004A",21.49730845,1.86,0.785329835,-10.61083392,3.30337,1.08,0.593286067,1.54959,1.79496,-6.173925197,462.134270594441,3.4596,0.616742949741127,112.589796477823,10.9122533569,1.1664,0.351988357296328,2.4012291681,3.2218814016,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,1.73,-0.045757491,-12.65757732,5.76634,0.82,2.74028372,2.33322,1.93447,-5.27572413,466.383206495257,2.9929,0.00209374798261508,160.214263611778,33.2506769956,0.6724,7.50915486609704,5.4439155684,3.7421741809,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.62,0.949390007,-9.872830386,2.77561,1.1,0.857935265,1.42066,1.80565,-5.585026652,461.63720081983,0.3844,0.90134138539146,97.4727798307249,7.7040108721,1.21,0.73605291893062,2.0182748356,3.2603719225,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.0167036340000001,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"150120B",21.52664292,2.2,0.079181246,-10.79048499,3.39431,0.92,2.01762288488796,1.17705,2.01678,-6.26760624,463.396355405186,4.84,0.00626966971811252,116.434566319415,11.5213403761,0.8464,4.07080210562361,1.3854467025,4.0674015684,39.2828879796869,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.054210676800265,"150120B",0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.08,1.58546073,-8.609064893,2.49217,0.73,1.169968174,1.19079,1.84772,-4.657577319,484.754905131075,1.1664,2.51368572637213,74.1159983318851,6.2109113089,0.5329,1.36882552817289,1.4179808241,3.4140691984,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150403A",21.79039707,1.23,1.245512668,-8.821023053,3.19694,0.679,1.611723308,1.24471,1.70996,-4.769551079,474.821404468265,1.5129,1.55130180614848,77.8104477015574,10.2204253636,0.461041,2.59765202155046,1.5493029841,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766401999999999,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",22.340573,2.1,-1.49776679460977,-8.853871964,2.95174,0.848,2.23578087,1.82628,2.21622,-6.102372909,499.101201968329,4.41,2.24330537103562,78.3910487549052,8.7127690276,0.719104,4.99871609865796,3.3352986384,4.9116310884,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647282,"150821A",0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"151021A",22.33647975,1.57,0.986771734,-9.642065153,3.15765,1.27,2.042181595,1.33346,1.96079,-4.552841969,498.91832762216,2.4649,0.973718455021367,92.9694204146969,9.9707535225,1.6129,4.17050566695674,1.7781155716,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,1.72,0.832508913,-9.935542011,3.99907,0.9235,2.11290649,1.74508,2.00612,-5.107905397,468.755620322057,2.9584,0.693071090224441,98.7149950523459,15.9925608649,0.85285225,4.46437383548412,3.0453042064,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"160117B",20.95374423,1.73,-0.705929807788426,-11.74958,4.10299,0.64,0.697062187810827,0.973333,1.83834,-6.4710833,439.059397256258,2.9929,0.498336893524204,138.0526301764,16.8345269401,0.4096,0.485895693675617,0.947377128889,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160203A",22.0158332,1.93,0.113943352,-11.36754271,3.66139836,0.61,1.305351369,1.146279559,1.75592,-5.920818754,484.696911490222,3.7249,0.0129830874649959,129.221027263674,13.4058379506107,0.3721,1.70394219655017,1.31395682738123,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,0.75,-0.22184875,-10.99567863,4.47751,0.679,2.500373714,1.10229,1.72551,-5.508638306,458.811957502754,0.5625,0.0492168678765625,120.904948534239,20.0480958001,0.461041,6.25186870966215,1.2150432441,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.0723824140000001,"160227A",0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160804A",21.30214687,1.4,0.462397998,-11.5214335,4.38419,0.92,2.15896526,0.948229,1.87827,-4.943095149,453.781461271051,1.96,0.213811908554408,132.743429894922,19.2211219561,0.8464,4.66113099388687,0.899138236441,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.0449270149999999,"160804A",0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161108A",21.16074757,1.85,-0.22184875,-11.81247928,4.69106,0.84,2.021602716,0.883711,2.00325,-5.958607315,447.777237721261,3.4225,0.0492168678765625,139.534666740429,22.0060439236,0.7056,4.08687754133858,0.780945131521,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.0723824140000001,"161108A",0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,1.19,0.832508913,-10.74958,4.08464,1.375,2.099335278,1.141,1.92624,-4.698970004,478.61925117215,1.4161,0.693071090224441,115.5534701764,16.6842839296,1.890625,4.40720860945534,1.301881,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161129A",21.51361441,1.57,0.531478917,-10.43651891,3.70506,0.71,1.550595207,2.32574,1.74506,-5.443697499,462.83560498216,2.4649,0.282469839215493,108.920926958788,13.7274696036,0.5041,2.40434549597137,5.4090665476,3.0452344036,29.6338424606189,0.0255903856698547,0.10625,0.050725,0.10628,0.005,0.012063736,0.06,0.025546734,"161129A",0,0,0,0,0,0,0,0,0,0,0,0.645,0.216165902285993
"161219B",21.16590877,1.29,0.72427587,-10.13667714,4.0135,0.73,0.84135947,0.871656,1.86204,-5.823908741,447.995694059963,1.6641,0.524575535864257,102.752223440599,16.10818225,0.5329,0.707885757758681,0.759784182336,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170202A",21.7153121,1.68,0.672097858,-10.65364703,3.77629,1.04,1.664641976,1.1958,1.99768,-5.48148606,471.554779600406,2.8224,0.451715530728188,113.500195039828,14.2603661641,1.0816,2.77103290826118,1.42993764,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170519A",21.33992622,1.94,-0.15490196,-11.06348626,4.1513,0.975,2.335257256,1.37345,1.97351,-5.958607315,455.392451075043,3.7636,0.0239946172118416,122.400728225209,17.23329169,0.950625,5.45342645170065,1.8863649025,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.0789626329999999,0.26,0.0620420690000001,"170519A",0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170705A",21.08891889,1.65,1.1430148,-10.18641901,3.63746,0.66,2.337059726,0.774169,1.89159,-5.022276395,444.742499948999,2.7225,1.30648283301904,103.763132247289,13.2311152516,0.4356,5.4618481628912,0.599337640561,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170903A",21.73970839,1.94,0.591064607,-11.26042766,4.41384,1.14,1.465382851,0.971187,2.20256,-5.619788758,472.614920882236,3.7636,0.349357369648064,126.797231086093,19.4819835456,1.2996,2.14734690000489,0.943204188969,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.0361912069999999,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",20.02880298,2.07,-0.15490196,-12.10957898,4.78231,1.34,2.242541428,0.718496,1.99001,-5.721246399,401.152948811657,4.2849,0.0239946172118416,146.641903072858,22.8704889361,1.7956,5.02899205629628,0.516236502016,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180205A",21.4933967,2.04,0.531478917,-10.30627305,3.21372,1.03,1.190331698,1.09633,1.88733,-6,461.966101703571,4.1616,0.282469839215493,106.219264181156,10.3279962384,1.0609,1.41688955126356,1.2019394689,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.0383201009999999,"180205A",0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180329B",21.41988474,0.97,0.146128036,-11.14935376,4.02296,0.77,2.322219295,1.50063,1.86768,-5.48148606,458.811462274885,0.9409,0.0213534029052173,124.308089265626,16.1842071616,0.5929,5.3927024540703,2.2518903969,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,1.3,0.556302501,-10.98296666,4.6659,0.9,2.29841638,1.09835,1.99236,-5,450.13700675407,1.69,0.309472472618855,120.625556654672,21.77062281,0.81,5.2827178558523,1.2063727225,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,1.91,0.146128036,-11.54363397,4.171185481,0.95,2.686993566,1.243849338,2.06008,-5.236572006,445.355947999147,3.6481,0.0213534029052173,133.255485233338,17.3987883169052,0.9025,7.2199344237254,1.54716117564304,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.36,1.831869774,-8.847711656,3.62033,0.729,3.06444019010425,1.34127,1.8461,-4.065501549,451.252953741708,1.8496,3.35574686889481,78.2820015477183,13.1067893089,0.531441,9.39079367872617,1.7990052129,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.00504993600000002,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,1.97,2.120573931,-9.42365865,3.8695,0.8595,0.938519725,1.1986,1.70111,-4.528708289,466.013075145149,3.8809,4.49683379683679,88.8053423517198,14.97303025,0.73874025,0.880819274214076,1.43664196,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",22.27837171,1.52,0.146128036,-9.928117993,3.15711,1.115,1.214843848,1.07011,1.76613,-6.161150909,496.325846048928,2.3104,0.0213534029052173,98.5675268829304,9.9673435521,1.243225,1.47584557502345,1.1451354121,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",20.65703194,1.25,0.886490725,-10.42365865,4.29043,1.228,2.376576957,2.64643,1.93674,-5.091514981,426.71296857018,1.5625,0.785865805511026,108.65265965172,18.4077895849,1.507984,5.64811803254338,7.0035917449,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"190114A",21.6447605,2.06,-0.301029996,-10.75202673,3.74534,0.86,1.823474229,1.18375,1.83214,-6.096910013,468.49565710236,4.2436,0.09061905849176,115.606078802635,14.0275717156,0.7396,3.32505826382714,1.4012640625,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.0651441719999998,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",20.95382587,1.64,0.740362689,-11.257,4.88123,0.915,2.268811904,1.55953,1.5415,-5.292429824,439.062818590281,2.6896,0.548136911263311,126.720049,23.8264063129,0.837225,5.14750745573211,2.4321338209,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",22.04910001,2.56,1.255272505,-9.56068,4.0838,1.16,1.764922985,1.03996,2.0913,-5.193820026,486.162811250982,6.5536,1.57570906180898,91.4066020624,16.67742244,1.3456,3.11495314298131,1.0815168016,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",21.65033473,1.94,0.255272505,-10.8132081,3.15321333,0.94,0.867467488,1.30602449,1.81479,-6.48148606,468.736993921044,3.7636,0.065164051808975,116.925469413906,9.94275430448969,0.8836,0.75249984273703,1.70569996847976,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"200829A",21.08966848,0.83,1.994317153,-8.6381,2.97975,0.64,1.115277591,1.29833,1.88219,-4.292429824,444.774116596306,0.6889,3.97730090675002,74.61677161,8.8789100625,0.4096,1.24384410498676,1.6856607889,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201104B",21.73058526,1.47,0.612783857,-9.38944702,2.72159651,0.605,0.937517892,1.19537497,1.55046,-5.744727495,472.218335742129,2.1609,0.375504055399796,88.1617153413869,7.40708756324418,0.366025,0.878939797820124,1.4289213189025,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210210A",21.12319546,1.53,0.84509804,-10.1403778,3.72413045,0.965,0.819543936,1.5451851,1.85188,-6.008773924,446.189386441365,2.3409,0.714190697211842,102.827261926733,13.8691476086172,0.931225,0.671652263034372,2.38759699326201,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",21.05996459,1.6,0.681241237,-9.72925773,2.93128506,1.21,1.10720997,1.16829405,1.88408,-5.920818754,443.522108532054,2.56,0.46408962298929,94.6584559767648,8.5924321029792,1.4641,1.2259139176674,1.3649109872654,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",21.15768338,1.85,0.176091259,-10.8415194,3.057651,0.66,0.485721426,1.21043545,1.71079,-6.823908741,447.647566008328,3.4225,0.0310081314962051,117.538542900576,9.349229637801,0.4356,0.235925303675473,1.4651539786167,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.0868588960000001,0.25,0.0579059310000001,"210517A",0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",21.03780485,0.98,1.130333768,-9.19036,2.89514,0.78,1.841234296,1.05139,1.91684,-4.443697499,442.589232906684,0.9604,1.27765442708108,84.4627169296,8.3818356196,0.6084,3.39014373276662,1.1054209321,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",21.83430305,1.41,2.06069784,-8.55006175,2.91049117,0.745,1.784617293,1.12578835,1.92306,-4.022276395,476.736789679239,1.9881,4.24647558778067,73.103555928813,8.47095885064797,0.555025,3.18485888247465,1.26739940899572,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.00457152099999999,0.02,0.00830824199999999,"210619B",0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",20.54058972,1.62,0.342422681,-10.3507,3.6504,0.81,1.700703717,1.43908,1.83712,-5.602059991,421.91582604537,2.6244,0.117253292463228,107.13699049,13.32542016,0.6561,2.89239313301762,2.0709512464,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",21.53322281,1.3,1.442479769,-8.20842,2.4985,0.77,2.257198426,1.267456,1.70788,-4.698970004,463.679684585104,1.69,2.08074788397429,67.3781588964,6.24250225,0.5929,5.09494473433688,1.606444711936,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868588999999999,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",20.98677173,1.63,-0.045757491,-8.56429146,3.43921565,1.07,2.780677274,1.92622006,2.08,-5.167491087,440.444587647127,2.6569,0.00209374798261508,73.3470882118289,11.8282042872049,1.1449,7.73216610214007,3.7103237195464,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.0965098849999999,"211024B",0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220101A",21.90370028,1.13,0.86332286,-8.69262974,3.04134881,0.491,2.238948898,1.20052929,1.62241,-4.602059991,479.772085956072,1.2769,0.74532636059858,75.5618117967325,9.24980258408842,0.241081,5.01289216785541,1.4412705761479,2.6322142081,21.1789561607629,0.0313174061753508,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.017847718,"220101A",0,0,0,0,0,0,0,0,0,0,0,4.618,0.749581734865559
"220117A",21.99532933,1.84,0.278753601,-10.1070569,3.43803362,1.2,1.697316542,1.68612083,1.78537,-5.795880017,483.794512335158,3.3856,0.0777035700704672,102.152599179838,11.8200751722503,1.44,2.88088344374684,2.84300345335989,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.0542868100000001,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
