"","log10NH","PhotonIndex","log10PeakFlux","log10Fa","log10Ta","Beta","log10T90","Alpha","Gamma","log10Fluence","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","log10FaSqr","log10TaSqr","BetaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Fa_opt","log10Ta_opt","Beta_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"230325A",22.22918251,1.82,0.51851394,-10.9066853,3.7823081,1.025,1.580354661,0.931411844,2.0855,-5.886056648,494.13655506289,3.3124,0.268856705974324,118.955784233236,14.3058545633256,1.050625,2.49752085454443,0.86752802314348,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.0668145360000001,0.18,0.0526417549999999,"230325A",0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230506C",20.96124782,1.89,0.380211242,-11.4531,4.25859,1.11,1.491361694,1.14181,2.08995,-5.769551079,439.373910171455,3.5721,0.144560588543183,131.17349961,18.1355887881,1.2321,2.22415970233055,1.3037300761,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.0904780169999999,"230506C",0,0,0,0,0,0,0,0,0,0,0,3.7,0.672097857935718
"230818A",21.31377445,1.36,0.826074803,-11.0883,3.9564,1.02,0.992111488,1.39195,2.00403,-5.721246399,454.276981305473,1.8496,0.682399580151489,122.95039689,15.65310096,1.0404,0.984285204621574,1.9375248025,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",21.82763844,1.08,0.591064607,-10.048,3.24045,0.84,0.873320602,1.60174,1.66432281,-5.853871964,476.445799867366,1.1664,0.349357369648064,100.962304,10.5005162025,0.7056,0.762688873877642,2.5655710276,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.0620420689999999,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"100316D",21.6072898526736,2.29,-1,-10.8579131682838,4.66846146620404,0.926569920416175,2.71757065371296,1.75355963791299,1.92522471762622,-6.52287874528034,466.874974777451,5.2441,1,117.894278369991,21.794532461432,0.858531817420037,7.38519025792189,3.07497140371754,3.70649021335896,42.54794712563,0.00430329755500567,0.818778561102085,0.646027282674018,0.29804023577143,0.188997090716444,3.88488254052417,0.339910935809795,7.74504310645718,"100316D",1,5.4018224631684,0.5725,-0.25,-2.71447829207095,1.16711536655101,0.231642480104044,0.67939266342824,0.438389909478248,0.481306179406555,-1.63071968632009,0.06,0.0253058652647703
"100508A",20.8435697396165,1.23,-0.397940008672038,-10.8612914243937,3.8328814755778,0.869609100140076,1.7160033436348,1.16053591955701,2.00971050945629,-6.15490195998574,434.454399490257,1.5129,0.158356250501902,117.967651405608,14.6909804058275,0.756219987046433,2.94466747536581,1.34684362058203,4.03893633181906,37.8828181370363,0.0431885563078145,0.796620830265322,0.607234309860418,0.308882747368254,0.212233474672427,1.40881777674231,0.354754805907952,2.60186974372363,"100508A",1,5.21089243490412,0.3075,-0.0994850021680095,-2.71532285609843,0.95822036889445,0.217402275035019,0.4290008359087,0.290133979889252,0.502427627364073,-1.53872548999644,0.5201,0.181872159010334
"101225A",21.1177096786008,1.82,-0.301029996,-11.4453444190571,4.30533837026906,0.884844013925587,3.03662889536216,1.06841621588844,2.02809112311553,-5.72124639904717,445.95766206967,3.3124,0.09061905849176,130.995908870842,18.535938482511,0.782948928979944,9.22111504814841,1.14151321037337,4.11315360366001,32.7326603586102,0.00206415894118232,0.82410854545242,0.662357828439583,0.285695253257142,0.200375461263254,0.460111414817206,0.37041477486358,0.422960790110245,"101225A",1,5.2794274196502,0.455,-0.075257499,-2.86133610476428,1.07633459256726,0.221211003481397,0.75915722384054,0.26710405397211,0.507022780778883,-1.43031159976179,0.33,0.123851640967086
"110205A",21.3704298125407,1.8,0.556302500767287,-10.9414959935364,4.12447667765623,0.895777934730225,2.42618582524451,1.66548696307048,1.98721347519301,-4.76955107862173,456.695270372728,3.24,0.309472472359937,119.716334576573,17.0113078645302,0.802418108349547,5.88637765861738,2.77384682415773,3.94901739598868,22.7486174915817,0.00841755970017377,0.754318547138539,0.581541943084264,0.29068528294933,0.207689479656747,0.0589704647118589,0.366973821230822,0.203080282309812,"110205A",1,5.34260745313517,0.45,0.139075625191822,-2.7353739983841,1.03111916941406,0.223944483682556,0.606546456311127,0.41637174076762,0.496803368798252,-1.19238776965543,2.21,0.506505032404872
"110801A",21.3905023625177,1.84,0.041392685158225,-10.4137429727986,3.79945122167876,0.936567812898905,2.5854607295085,1.50053150005181,1.96208883408776,-5.32790214206428,457.553591320875,3.3856,0.00171335438460794,108.446042703512,14.4358295859162,0.877159268158238,6.68460718383063,2.25159478264773,3.84979259285187,28.3865412354131,0.00583325955326327,0.798224989661218,0.594043641633318,0.282593371513314,0.206518476204361,0.393140150454914,0.303703774582429,1.77262903068126,"110801A",1,5.34762559062943,0.46,0.0103481712895563,-2.60343574319965,0.94986280541969,0.234141953224726,0.646365182377125,0.375132875012953,0.49052220852194,-1.33197553551607,1.858,0.456062224454951
"111107A",21.5667520502364,1.49,0.0791812460476248,-10.7456500455475,3.51009002092789,0.915132186757025,1.42488163663107,1.08283531471763,2.02047176910533,-6.05551732784983,465.124793996376,2.2201,0.0062696697256545,115.468994901375,12.3207319550176,0.837466919238695,2.03028767840844,1.17253231879963,4.08230616975162,36.6692901078895,0.0844287566919677,0.795220945221138,0.61484531367953,0.280521103009922,0.195759763064699,0.698954734190462,0.444729432140142,0.716517697970362,"111107A",1,5.3916880125591,0.3725,0.0197953115119062,-2.68641251138687,0.877522505231973,0.228783046689256,0.356220409157767,0.270708828679407,0.505117942276333,-1.51387933196246,2.893,0.590284403718162
"011211A",21.49704581,0.9,-0.221848749616356,-11.1556017679022,4.230517003406,0.872784899366723,2.43136376415899,1.70514534884549,1.99400402522466,-5.229147988,462.122978557239,0.81,0.0492168677063406,124.447450804023,17.8972741161073,0.761753480562581,5.91152975366537,2.90752066068941,3.97605205261215,27.3439886804045,0.00831779602965312,0.809873988821759,0.603392395305161,0.273896198207744,0.186034126725646,0.028018999,0.4123602694689,0.255408767300021,"011211A",1,5.3742614525,0.225,-0.055462187404089,-2.78890044197555,1.0576292508515,0.218196224841681,0.607840941039748,0.426286337211372,0.498501006306165,-1.307286997,2.14,0.496929648073215
"120119A",22.0220281244648,1.38,1.01283722470517,-10.5100924659545,3.60478989503004,0.924798509238243,2.40449161775869,1.45932907066163,1.97024763804173,-4.76955107862173,484.969722714719,1.9044,1.02583924374847,110.462043642914,12.9945101873107,0.855252282689277,5.7815799398718,2.12964133647814,3.88187575520902,22.7486174915817,0.00884871918048201,0.782521865319912,0.609775585931412,0.288597001845839,0.212987778020553,0.0647971427516974,0.351236931803088,0.153450272015873,"120119A",1,5.5055070311162,0.345,0.253209306176293,-2.62752311648863,0.90119747375751,0.231199627309561,0.601122904439673,0.364832267665407,0.492561909510432,-1.19238776965543,3.1,0.612783856719735
"120711A",21.81764402,2.07,0.949390007,-10.9060212482064,3.94868708395473,0.883697489430178,2.06069784035361,1.26456792636399,2.0040719164319,-4.795880017,476.009590583442,4.2849,0.90134138539146,118.941299466329,15.5921296869909,0.7809212528252,4.24647558923803,1.59913204038852,4.01630424623103,23.0004651374599,0.0195287385044032,0.817157200618843,0.598893967856559,0.291497156350018,0.192291957810839,0.018780302,0.342936871160074,0.179110020926572,"120711A",1,5.454411005,0.5175,0.23734750175,-2.7265053120516,0.987171770988682,0.220924372357545,0.515174460088403,0.316141981590997,0.501017979107975,-1.19897000425,1.405,0.381115080709851
"120815A",21.7724273330753,2.29,0.342422680822206,-10.6405737471681,3.49974291621967,0.905105920688666,0.986771734266245,1.05434694614828,2.0138963388086,-6.30980391997149,474.038591974044,5.2441,0.117253292341466,113.221809668923,12.2482004796298,0.819216727665678,0.973718455546813,1.1116474828522,4.05577846346668,39.8136255084876,0.231526281237768,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967598,1.33378176753185,0.462500517597972,0.439640458167396,"120815A",1,5.44310683326882,0.5725,0.0856056702055515,-2.66014343679202,0.874935729054917,0.226276480172167,0.246692933566561,0.26358673653707,0.50347408470215,-1.57745097999287,2.36,0.526339277389844
"121217A",21.6003031960224,1.53,0.255272505103306,-10.6318676827102,3.62635592511988,0.909985911496193,2.89097959698969,1.11033568408378,2.01230681700028,-5.20760831050175,466.573098160095,2.3409,0.0651640518617174,113.036610422658,13.1504572956521,0.828074359121557,8.35776303021067,1.2328453313498,4.0493787257458,27.1191843156069,0.0028866387249439,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,0.13249523362508,0.406340353543453,0.622086517752954,"121217A",1,5.4000757990056,0.3825,0.0638181262758265,-2.65796692067755,0.90658898127997,0.227496477874048,0.722744899247422,0.277583921020945,0.50307670425007,-1.30190207762544,3.1,0.612783856719735
"130215A",21.45058625,1.59,0.397940008672038,-11.228179355626,4.47566872912981,0.917729069050746,1.81291335664286,1.75651920397818,1.98680549729582,-5.26760624017703,460.127650468689,2.5281,0.158356250501902,126.072011642106,20.0316105729104,0.842226644180749,3.28665483869408,3.08535971394414,3.94739608408489,27.747675501552,0.0345508450462513,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,0.156041226517144,0.385300830248446,0.229885031006277,"130215A",1,5.3626465625,0.3975,0.0994850021680095,-2.8070448389065,1.11891718228245,0.229432267262687,0.453228339160715,0.439129800994545,0.496701374323955,-1.31690156004426,0.6,0.204119982655925
"130427A",20.9902149432877,1.21,2.51982799377572,-10.1973351685941,3.95079661430382,0.901404152249152,2.38214316788425,1.35409362082739,1.9460619074991,-3.50863830616573,440.589123365418,1.4641,6.34953311821577,103.985644540646,15.6087938875945,0.812529445692012,5.67460607229761,1.83356953396543,3.78715694781904,12.3105427634935,0.00931598675905901,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,0.00957243762218313,0.299018934582527,0.0104366898530426,"130427A",1,5.24755373582193,0.3025,0.62995699844393,-2.54933379214852,0.987699153575955,0.225351038062288,0.595535791971063,0.338523405206847,0.486515476874775,-0.877159576541433,0.34,0.127104798364808
"140801A",22.04291793,1.93,1.01283722470517,-10.8898438335152,3.87093375875993,0.899465591105711,0.845098040014257,1.16276287374139,2.0218492389769,-5.853871964,485.890230868716,3.7249,1.02583924374847,118.588698718349,14.9841281647073,0.809038349583146,0.714190697235939,1.35201750055134,4.08787434515147,34.2678169709052,0.320829275429479,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,4.88386170405397,0.348436390344305,7.74504310645718,"140801A",1,5.5107294825,0.4825,0.253209306176293,-2.7224609583788,0.967733439689982,0.224866397776428,0.211274510003564,0.290690718435347,0.505462309744225,-1.463467991,1.32,0.3654879848909
"140907A",21.4811071031878,1.72,0.397940008672038,-10.6675502245585,3.86888301641837,0.932791245404936,1.89872518158949,1.19695792520182,2.02030270730718,-5.36653154442041,461.437962378625,2.9584,0.158356250501902,113.796627793478,14.9682557947305,0.870099507504091,3.60515731520204,1.43270827470345,4.08162302915272,28.7996608172593,0.0283561228283633,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,0.27776239851725,0.344206908089495,0.535772174186614,"140907A",1,5.37027677579695,0.43,0.0994850021680095,-2.66688755613963,0.967220754104593,0.233197811351234,0.474681295397373,0.299239481300455,0.505075676826795,-1.3416328861051,1.21,0.344392273685111
"141221A",21.4678876805073,1.74,0.491361693834273,-10.2134759676048,3.40655032988471,0.864392906044507,1.52074547151948,1.33687036320959,1.94208334166005,-5.67778070526608,460.870201462877,3.0276,0.241436314167686,104.315091340841,11.6045851500376,0.747175096020068,2.31266678914701,1.78722236802814,3.77168770595347,32.2371937370918,0.0677059067834298,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,0.760410171804356,0.354168343763921,0.719456184755907,"141221A",1,5.36697192012682,0.435,0.122840423458568,-2.5533689919012,0.851637582471177,0.216098226511127,0.38018636787987,0.334217590802397,0.485520835415013,-1.41944517631652,1.45,0.389166084364532
"150910A",20.8424220033577,1.42,0.041392685158225,-10.0519667160358,3.42956686333961,0.884878966906934,2.04999285692014,1.35641845691502,1.93173107254686,-5.31875876262441,434.406554966049,2.0164,0.00171335438460794,101.042034860292,11.7619288701171,0.783010786074283,4.2024707134236,1.83987103025972,3.73158493664304,28.2891947749939,0.020016086702374,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,0.488554960846986,0.321352033674879,2.48849177466258,"150910A",1,5.21060550083943,0.355,0.0103481712895563,-2.51299167900895,0.857391715834902,0.221219741726734,0.512498214230035,0.339104614228755,0.482932768136715,-1.3296896906561,1.3585,0.372635880581721
"160131A",21.6809670024194,1.24,0.806179973983887,-10.1331485075194,3.75232338430684,0.920889072829207,2.51188336097887,1.36119162004146,1.94009951929624,-4.6903698325741,470.064330159999,1.5376,0.649926150452661,102.680698675443,14.0799307804159,0.848036684456236,6.3095580191625,1.85284262647109,3.7639861447735,21.9995691663212,0.0069101690092504,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,0.129915777922188,0.2961569228728,0.474589661539578,"160131A",1,5.42024175060485,0.31,0.201544993495972,-2.53328712687985,0.93808084607671,0.230222268207302,0.627970840244717,0.340297905010365,0.48502487982406,-1.17259245814352,0.972,0.294906910605192
"160425A",22.0551068124653,2.2,0.447158031342219,-10.6884625623508,3.66402376624325,0.975065476344945,2.48370138233946,1.18190609882058,2.03194647835481,-5.67778070526608,486.427736509253,4.84,0.199950304993849,114.243231946775,13.4250701595954,0.950752683159795,6.16877255663494,1.39690202642928,4.12880649089851,32.2371937370918,0.00737344844706269,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,0.394584505071514,0.368053391968816,0.376085095377266,"160425A",1,5.51377670311633,0.55,0.111789507835555,-2.6721156405877,0.916005941560812,0.243766369086236,0.620925345584865,0.295476524705145,0.507986619588703,-1.41944517631652,0.555,0.191730393362856
"161014A",22.1865749602921,1.47,0.462397997898956,-10.8243351164,3.76286926224575,0.915640869741086,1.26245108973043,1.3889077727368,1.98518263271791,-5.72124639904717,492.24410846866,2.1609,0.213811908460963,117.16623071213,14.1591850847539,0.838398202340213,1.59378275396155,1.9290648011687,3.94095008524481,32.7326603586102,0.122721580765374,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,0.468434249558178,0.351361618036358,0.350140990770441,"161014A",1,5.54664374007302,0.3675,0.115599499474739,-2.7060837791,0.940717315561437,0.228910217435272,0.315612772432607,0.3472269431842,0.496295658179478,-1.43031159976179,2.823,0.582404298019028
"161023A",21.94617755,2.36,0.28780173,-10.4650002988299,3.98560092947136,0.892301882712798,1.64345267648619,1.39183974218314,1.9702009510849,-5.958607315,481.634709056124,5.5696,0.0828298357909929,109.51623125451,15.885014769003,0.796202649892804,2.70093669984962,1.93721786792043,3.88169178765584,35.5050011343715,0.0510410210910532,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,1.33378176753185,0.311932173275816,2.60186974372363,"161023A",1,5.4865443875,0.59,0.0719504325,-2.61625007470747,0.99640023236784,0.2230754706782,0.410863169121548,0.347959935545785,0.492550237771225,-1.48965182875,2.71,0.569373909615046
"170113A",21.4429483034211,0.75,0.041392685158225,-10.7421911628546,3.76680133950169,0.914479273982707,1.3151303171836,1.25498217765659,2.00438910140838,-6.17392519729917,459.80003194319,0.5625,0.00171335438460794,115.394670979311,14.1887923312717,0.836272342543939,1.72956775117544,1.57498026623568,4.01757566984469,38.1173523418456,0.108703045886078,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,1.48583757013153,0.352130051687496,1.05027523012947,"170113A",1,5.36073707585528,0.1875,0.0103481712895563,-2.68554779071365,0.941700334875422,0.228619818495677,0.3287825792959,0.313745544414147,0.501097275352095,-1.54348129932479,1.968,0.472463896606989
"170607A",20.9020366322178,1.61,-0.301029996,-10.4119099297195,3.8826082802534,0.919467460899354,1.36172783601759,1.21254328168375,1.99066464114436,-5.1249387366083,436.895135374575,2.5921,0.09061905849176,108.407868384592,15.0746470578923,0.845420411652705,1.85430269938515,1.4702612099564,3.9627457135024,26.2649970539883,0.0976436925220161,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,0.229244198614568,0.345069276943719,0.229885031006277,"170607A",1,5.22550915805445,0.4025,-0.075257499,-2.60297748242987,0.97065207006335,0.229866865224839,0.340431959004397,0.303135820420938,0.49766616028609,-1.28123468415207,0.557,0.19228861256812
"170714A",21.0685795178507,1.76,-0.397940008672038,-11.0700247039308,3.94551730645095,0.933612092093398,3,1.62604458387889,1.97887724607714,-5.55284196865778,443.885042899998,3.0976,0.158356250501902,122.545446945638,15.567106815504,0.871631538503011,9,2.64402098876187,3.91595515504185,30.8340539288872,0.00224580492800636,0.827352875630253,0.595679855487994,0.394054489333475,0.194010229417449,0.260815969599073,0.379852623431707,1.65339282968986,"170714A",1,5.26714487946268,0.44,-0.0994850021680095,-2.7675061759827,0.986379326612738,0.23340302302335,0.75,0.406511145969722,0.494719311519285,-1.38821049216444,0.793,0.253580289562183
"180115A",20.6139738864907,1.66,-0.221848749616356,-10.336360564531,3.48681361736081,0.923859333156446,1.61172330800734,1.20963652693163,1.97064693172558,-6.11918640771921,424.935919392921,2.7556,0.0492168677063406,106.840349719992,12.1578692022128,0.853516067460273,2.59765202157412,1.46322052728722,3.88344932951944,37.4444422924155,0.0549096559414759,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,1.5512499089973,0.39541563113198,3.08559717480136,"180115A",1,5.15349347162268,0.415,-0.055462187404089,-2.58409014113275,0.871703404340203,0.230964833289111,0.402930827001835,0.302409131732908,0.492661732931395,-1.5297966019298,2.487,0.542451947375977
"180325A",22.1431959788594,1.18,0.973127853599699,-10.7837875026657,3.75219624032856,0.930163512524357,1.97358962342726,1.42522451873374,1.98532000640701,-5.18708664335714,490.321128158175,1.3924,0.946977819451557,116.290072902649,14.0789766259358,0.86520416003165,3.89505600169975,2.03126492879982,3.94149552783993,26.905867845694,0.0238661522636168,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,0.140213170138589,0.351123819544268,0.115333074060801,"180325A",1,5.53579899471485,0.295,0.243281963399925,-2.69594687566642,0.93804906008214,0.232540878131089,0.493397405856815,0.356306129683435,0.496330001601753,-1.29677166083928,2.248,0.511616020569138
"181201A",20.86974084,1.41,0.814247596,-10.3393308594863,4.07213208802757,0.880600729829293,1.28330122870355,1.30637263791841,1.96944551286205,-5.552841969,435.546082728764,1.9881,0.662999147591779,106.901762621926,16.5822597423438,0.775457645375884,1.64686204359204,1.7066094691019,3.87871562813246,30.8340539326878,0.116969006666998,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,0.394584505071514,0.309247345671209,0.948720166553914,"181201A",1,5.21743521,0.3525,0.203561899,-2.58483271487157,1.01803302200689,0.220150182457323,0.320825307175887,0.326593159479602,0.492361378215513,-1.38821049225,0.45,0.161368002234975
"200613A",21.13638759,1.21,0.51851394,-10.800895630958,4.2748501791616,0.921245242046176,2.58092497567562,1.17249219086114,2.03892480281455,-5.148741651,446.746880354706,1.4641,0.268856705974324,116.659346430848,18.274344054278,0.848692795992717,6.6611737300662,1.37473793763036,4.15721435153235,26.5095405887422,0.00589450112337625,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,1.33378176753185,0.340816562003726,2.36296249723959,"200613A",1,5.2840968975,0.3025,0.129628485,-2.7002239077395,1.0687125447904,0.230311310511544,0.645231243918905,0.293123047715285,0.509731200703638,-1.28718541275,1.2255,0.347427598618541
"201015A",21.3553614717945,3.03,0.255272505103306,-10.8744534301265,3.86290782658855,0.931358189666251,0.990338854787601,0.97710747153225,2.05288387817727,-6.69897000433602,456.051463591005,9.1809,0.0651640518617174,118.25373740399,14.9220568767191,0.867428077458396,0.980771047302017,0.954739010924147,4.21433221728015,44.8761991189937,0.229632405726621,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,3.58711749265039,0.38132694010031,0.483537340335392,"201015A",1,5.33884036794862,0.7575,0.0638181262758265,-2.71861335753163,0.965726956647137,0.232839547416563,0.2475847136969,0.244276867883062,0.513220969544318,-1.674742501084,0.426,0.154119525515847
"201020A",20.9325848608536,2.25,0.322219294733919,-10.4939558343666,3.74523813589335,0.928397219905648,1.15136985024746,1.0801678478918,2.01341914754817,-6.03621217265444,438.173108956837,5.0625,0.103825273898824,110.123109053637,14.0268086945499,0.861921397928536,1.32565253205886,1.1667625796192,4.0538566637136,36.4358573933016,0.158490114891063,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,1.15226971359945,0.394129847050153,0.670882135103329,"201020A",1,5.2331462152134,0.5625,0.0805548236834798,-2.62348895859165,0.936309533973337,0.232099304976412,0.287842462561865,0.27004196197295,0.503354786887042,-1.50905304316361,2.903,0.591398551281249
"201021C",20.7519954068474,1.63,0,-10.1703163878534,3.39860279969865,0.892993537035123,1.38703370128236,1.23328174600482,1.94753525556824,-6,430.645313365816,2.6569,0,103.435335429039,11.5505009901195,0.7974374571865,1.92386248849304,1.5209838650287,3.79289357168125,36,0.0921166910585058,0.800870781276215,0.625636889312602,0.283176699822987,0.198882689246876,1.57689143963144,0.366108751005032,2.36296249723959,"201021C",1,5.18799885171185,0.4075,0,-2.54257909696335,0.849650699924662,0.223248384258781,0.34675842532059,0.308320436501205,0.48688381389206,-1.5,1.07,0.315970345456918
"020124A",22.22918251,2.33,0.113943352,-10.8083317784885,3.94319258244172,0.94988322427092,1.66190729276602,1.66736924582972,1.98829476795623,-6.17392519729917,494.13655506289,5.4289,0.0129830874649959,116.820035833884,15.5487677422234,0.902278139751319,2.76193584974888,2.78012020193877,3.95331608428212,38.1173523418456,0.048917554519851,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,0.156041226517144,0.333316552553453,0.229885031006277,"020124A",1,5.5572956275,0.5825,0.028485838,-2.70208294462212,0.98579814561043,0.23747080606773,0.415476823191505,0.41684231145743,0.497073691989057,-1.54348129932479,3.198,0.623042434246382
"021004A",21.1034582,1.04,1.731588765,-10.856477514141,4.32702575418751,0.896534889857964,2,1.3506804889308,2.01576557658271,-3.978810701,445.355947999147,1.0816,2.99839965107422,117.863104015049,18.723151877402,0.803774808732632,4,1.82433778317834,4.06331085973583,15.8309345943921,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,0.056078197,0.341350693751726,0.153450272015873,"021004A",1,5.27586455,0.26,0.43289719125,-2.71411937853525,1.08175643854688,0.224133722464491,0.5,0.3376701222327,0.503941394145678,-0.99470267525,2.34,0.523746466811564
"210204A",22.16619025,1.54,0.397940009,-10.5010192525423,3.99163391245165,0.903338857950866,2.30102999566398,1.25751522589486,1.99575985549209,-5.193820026,491.339990199195,2.3716,0.15835625076292,110.271405342264,15.9331412910341,0.816021092283975,5.29473904094538,1.5813445433574,3.98305740079381,26.9757664624786,0.0112290246400318,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,0.077552586,0.326525793138785,0.948720166553914,"210204A",1,5.5415475625,0.385,0.09948500225,-2.62525481313557,0.997908478112913,0.225834714487716,0.575257498915995,0.314378806473715,0.498939963873022,-1.2984550065,0.876,0.273232834043046
"030226A",22.0125926,1.32,1.037426498,-10.9084487632826,4.14553232498341,0.881417829667745,1.34419571587143,1.74785148911539,1.99712835458822,-5.619788758,484.554232973575,1.7424,1.07625373875254,118.994254421162,17.1854382574824,0.776897390456198,1.80686212256711,3.05498482800289,3.98852166470025,31.5820256845432,0.101666135265115,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,0.029443694,0.335337194714542,0.0838112159999999,"030226A",1,5.50314815,0.33,0.2593566245,-2.72711219082065,1.03638308124585,0.220354457416936,0.336048928967857,0.436962872278848,0.499282088647055,-1.4049471895,1.99,0.47567118832443
"050502B",21.49730845,1,0.397940009,-10.7626910741881,3.63036368965925,0.917993764257099,1.24303804868629,1.37475540759348,1.98523544804495,-5.72124639904717,462.134270594441,1,0.15835625076292,115.835519158408,13.1795405191963,0.842712551214918,1.54514359048182,1.88995243070752,3.94115978417423,32.7326603586102,0.128331710171793,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,1.33378176753185,0.37202597067973,2.6985192739134,"050502B",1,5.3743271125,0.25,0.09948500225,-2.69067276854702,0.907590922414813,0.229498441064275,0.310759512171572,0.34368885189837,0.496308862011237,-1.43031159976179,3.793,0.680607428991788
"050502A",21.93100401,1.85,0.933487288,-10.7362101463867,3.70981794510099,0.911423283849173,1.30102999566398,1.41991981222155,1.97708096154661,-5.337242168,480.968936886636,3.4225,0.871398516857595,115.266208307377,13.7627491857933,0.83069240234241,1.69267904961742,2.01617227313928,3.90884912851007,28.4861539598773,0.112290246400318,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,4.88386170405397,0.356368564258471,7.74504310645718,"050502A",1,5.4827510025,0.4625,0.233371822,-2.68405253659667,0.927454486275248,0.227855820962293,0.325257498915995,0.354979953055387,0.494270240386653,-1.334310542,3.79,0.680335513414563
"050525A",21.2788015992694,1,1.62013605497376,-10.3844677348636,3.5661995948462,0.887527848075075,0.945960703577569,1.24726817349991,1.96646442981349,-4.8153085691824,452.78739750107,1,2.62484083662594,107.837170136423,12.7177795502812,0.787705681108773,0.894841652712969,1.5556778966258,3.86698235372169,23.1871966164415,0.254338043941829,0.787492769458897,0.60042962486481,0.272766923922609,0.196065926987861,0.0827123418654917,0.381328290979584,0.0454860423735706,"050525A",1,5.31970039981735,0.25,0.40503401374344,-2.5961169337159,0.89154989871155,0.221881962018769,0.236490175894392,0.311817043374978,0.491616107453372,-1.2038271422956,0.61,0.20682587603185
"050603A",21.630055462984,1.16,1.33243845991561,-10.4820759778086,3.95572119646738,0.90833347764695,1.32221929473392,1.63424587879425,1.96680892309155,-5.19654288435159,467.859299331764,1.3456,1.77539224946228,109.873916804552,15.6477301841813,0.825069706614202,1.74826386336666,2.67075959235599,3.86833733995254,27.0040579489051,0.106943091809826,0.781305482286903,0.578619876650054,0.289815312423011,0.201801983276413,0.375684190213677,0.294699868877467,0.0842189282304716,"050603A",1,5.407513865746,0.29,0.333109614978903,-2.62051899445215,0.988930299116845,0.227083369411738,0.33055482368348,0.408561469698562,0.491702230772887,-1.2991357210879,2.82,0.582063362911709
"050801A",20.8020901716802,1.99,0.164352855784437,-10.121843348776,3.35698976137229,0.91781272340908,1.28780172993023,1.31019462141209,1.94502848095143,-6.50863830616573,432.726955510714,3.9601,0.0270118612045,102.451712777161,11.2693802579584,0.842380195251592,1.65843329561129,1.71660994597717,3.78313579171223,42.3623726004879,0.115763140618883,0.769065603510117,0.613550566909707,0.275011453778411,0.20181650093352,5.73500048513774,0.347292857939853,1.61215881226712,"050801A",1,5.20052254292005,0.4975,0.0410882139461093,-2.530460837194,0.839247440343073,0.22945318085227,0.321950432482558,0.327548655353023,0.486257120237857,-1.62715957654143,1.56,0.40823996531185
