"row","GRB","y","z","pred","z_pred"
204,"151027A",0.257678574869184,0.81,0.394431679225457,1.47988578526852
205,"151215A",0.555094448578319,2.59,0.528033128515847,2.37313038329871
206,"160117B",0.271841606536499,0.87,0.459676059352514,1.88188110350794
207,"160121A",0.471291711058939,1.96,0.450978234915383,1.82473840689305
208,"160131A",0.294906910605192,0.972,0.394096690154503,1.47797368561617
209,"160203A",0.655138434811382,3.52,0.553490237981599,2.576763606805
210,"160227A",0.528916700277655,2.38,0.525849351986067,2.35621173819166
213,"160804A",0.239549720840473,0.736,0.438171701149995,1.74265828541163
217,"161117A",0.406369835469268,1.549,0.545747538128882,2.51356132580944
219,"161219B",0.0597526942092988,0.1475,0.319703246502539,1.0878690020669
220,"170113A",0.472463896606989,1.968,0.562649239486964,2.65299636020367
221,"170202A",0.666985718329661,3.645,0.458653516387182,1.87510371874103
222,"170405A",0.65417654187796,3.51,0.51937203412908,2.30652670132214
224,"170531B",0.527114111639805,2.366,0.554519956769294,2.58525422915441
230,"180115A",0.542451947375977,2.487,0.408649473974909,1.56241503549413
231,"180205A",0.381836799998343,1.409,0.433238047256971,1.71167756034531
232,"180325A",0.511616020569138,2.248,0.546648493879673,2.52085787045771
233,"180329B",0.476831628512261,1.998,0.568002651196424,2.69830437442248
234,"180620B",0.325823419002744,1.1175,0.393459093143807,1.47433838867018
235,"180624A",0.586024382386976,2.855,0.464670439098208,1.91521398756846
236,"180720B",0.218535505216528,0.654,0.313526808308631,1.05838594751596
237,"180728A",0.0480531731156091,0.117,0.163507215537273,0.457159914350322
238,"181010A",0.378397900948138,1.39,0.600206469976506,2.98296481547642
239,"181020A",0.595275711802099,2.938,0.360322631569518,1.29257014004599
240,"181201A",0.161368002234975,0.45,0.240216725458259,0.738668257846076
241,"190114A",0.641126932803509,3.3765,0.526599081376615,2.36201062318278
242,"190719C",0.54020429984206,2.469,0.281668054038424,0.912793353489736
243,"190829A",0.0328201494385639,0.0785,0.193606023053702,0.561730252117473
244,"191011A",0.434888120867316,1.722,0.528090315979848,2.37357458298683
246,"200205B",0.391816923613249,1.465,0.502703319175562,2.18202303463445
247,"200613A",0.347427598618541,1.2255,0.338846638056886,1.18195926285498
249,"201014A",0.745074791582057,4.56,0.486200716744844,2.06337890038862
250,"201015A",0.154119525515847,0.426,0.260912026959443,0.823526281552865
