"","log10NH","log10PeakFlux","PhotonIndex","log10T90","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","PhotonIndex_opt","log10T90_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"130418A",21.12149747,-0.22184875,2.07,2.07200023240372,1.68684,-5.744727495,446.117655375216,0.0492168678765625,4.2849,4.29318496308107,2.8454291856,33.001893991809,0.169579312058566,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,1.218,0.345961541813141
"130420A",20.79265849,0.531478917,1.52,2.091666958,2.29559,-5.148741651,432.334647081769,0.282469839215493,2.3104,4.37507066318897,5.2697334481,26.5095405887422,0.0412728533350444,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",20.99021494,2.519827994,1.21,2.211734423,1.78644,-3.508638306,440.589123227399,6.34953311934606,1.4641,4.89176915788314,3.1913678736,12.3105427623305,0.00950159657676303,0.00420285,0.02,0.006035512,"130427A",1,5.247553735,0.6299569985,0.3025,0.55293360575,0.44661,-0.8771595765,0.34,0.127104798364808
"130511A",21.01365445,0.113943352,1.35,0.73479983,2.06879,-6.657577319,441.573673344005,0.0129830874649959,1.8225,0.539930790168029,4.2798920641,44.3233357584632,0.176931769551824,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",21.19799139,0.447158031,1.8,2.309630167,2.0604,-5.040958608,449.354838970514,0.199950304687797,3.24,5.33439150831645,4.24524816,25.4112636875693,0.0272768817014167,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",21.35024026,-0.096910013,1.51,1.57634135,2.08823,-5.853871964,455.832759159725,0.00939155061966017,2.2801,2.48485205171982,4.3607045329,34.2678169709052,0.0525216608675702,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,1.06,0.313867220369153
"130831A",22.56252244,1.133538908,1.93,1.511883361,1.79449,-5.187086643,509.067418855503,1.28491045594983,3.7249,2.28579129726866,3.2201943601,26.905867841989,0.0249128885159663,0.001336291,0.05,0.019160051,"130831A",0,0,0,0,0,0,0,0.4791,0.16999753706657
"131030A",20.84178667,1.44870632,1.3,1.613841822,2.09466,-4.537602002,434.38007159779,2.09875000160794,1.69,2.60448542643628,4.3876005156,20.5898319285544,0.0427179076225292,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,0.544068044,1.45,2.050379756,2.24976,-5.148741651,454.862078805217,0.296010036501986,2.1025,4.20405714381462,5.0614200576,26.5095405887422,0.0158047698317659,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.28780173,1.04,1.971275849,1.88134,-4.795880017,484.233823553601,1.65843329579099,1.0816,3.88592847285067,3.5394401956,23.0004651374599,0.063811704252879,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.371067862,1.8,1.77815125,1.96657,-4.920818754,440.658659836089,1.87982708220925,3.24,3.16182186787656,3.8673975649,24.2144572097181,0.0189868108841264,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",22.04094236,0.69019608,1.21,1.976349979,1.87322,-4.795880017,485.803140116842,0.476370628847366,1.4641,3.9059592394933,3.5089531684,23.0004651374599,0.0175057628798656,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",21.81946365,0.322219295,1.33,2.127104798,2.06486,-5.026872146,476.088993973671,0.103825274070297,1.7689,4.52457482167462,4.2636468196,25.2694435722306,0.0745819195938403,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,0.397940009,2,2.239549721,2.15785,-5.958607315,469.934380285984,0.15835625076292,4,5.01558295283118,4.6563166225,35.5050011343715,0.00923562857095551,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.037426498,1.68,2.045714059,1.74751,-5.552841969,476.009590583442,1.07625373875254,2.8224,4.18494601119025,3.0537912001,30.8340539326878,0.0373575732732516,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,0.204119983,1.59,1.17092730333444,1.93407,-5.920818754,436.870504251025,0.0416649674599203,2.5281,1.37107074969406,3.7406267649,35.0560947177181,0.151511196244019,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,0.832508913,1.45,2.189770956,1.84304,-4.853871964,454.893948187355,0.693071090224441,2.1025,4.79509683974115,3.3967964416,23.5600730429052,0.0134302087658966,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0,0.92,1.781755375,1.93772,-6,504.51851145707,0,0.8464,3.17465221634139,3.7547587984,36,0.0174377429302028,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",21.56708403,-1.4317581319867,1.5,2.857332496,1.77015,-5.886056648,465.139113557081,2.04993134851004,2.25,8.16434899269759,3.1334310225,34.645662863465,0.0965452754396361,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",21.74269921,0.62324929,1.86,1.62324929,1.95996,-5.619788758,472.744968936535,0.388439677485504,3.4596,2.6349382574855,3.8414432016,31.5820256845432,0.119342969960682,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",20.8744034307407,0.574153872694756,1.83370502309806,0.84509804,2.01128440967262,-6.05905855564194,435.740718589319,0.329652669530386,3.36247411173506,0.714190697211842,4.04526497659214,36.7121905806978,0.0636907468763651,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,5.21860085768517,0.143538468173689,0.458426255774515,0.21127451,0.502821102418155,-1.51476463891048,1.32,0.3654879848909
"140907A",21.4811071,0.397940009,1.72,1.898725182,2.00735,-5.366531544,461.43796224167,0.15835625076292,2.9584,3.60515731676093,4.0294540225,28.799660812747,0.00846336277739286,0.020199743,0.07,0.034743559,"140907A",1,5.370276775,0.09948500225,0.43,0.4746812955,0.5018375,-1.341632886,1.21,0.344392273685111
"141004A",21.49730845,0.785329835,1.86,0.593286067,1.79496,-6.173925197,462.134270594441,0.616742949741127,3.4596,0.351988357296328,3.2218814016,38.1173523381515,0.118918281385487,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,-0.045757491,1.73,2.74028372,1.93447,-5.27572413,466.383206495257,0.00209374798261508,2.9929,7.50915486609704,3.7421741809,27.8332650958643,0.0298708467389642,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.949390007,0.62,0.857935265,1.80565,-5.585026652,461.63720081983,0.90134138539146,0.3844,0.73605291893062,3.2603719225,31.1925227035503,0.0285379269708387,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",21.46788768,0.491361694,1.74,1.567026366,2.22288,-5.677780705,460.870201441096,0.24143631433055,3.0276,2.45557163173917,4.9411954944,32.2371937340703,0.148833498209321,0.02068069,0.08,0.028018999,"141221A",1,5.36697192,0.1228404235,0.435,0.3917565915,0.55572,-1.41944517625,1.45,0.389166084364532
"150120B",21.52664292,0.079181246,2.2,2.01762288488796,2.01678,-6.26760624,463.396355405186,0.00626966971811252,4.84,4.07080210562361,4.0674015684,39.2828879796869,0.0141299769251024,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.58546073,1.08,1.169968174,1.84772,-4.657577319,484.754905131075,2.51368572637213,1.1664,1.36882552817289,3.4140691984,21.6930264824632,0.07726686575266,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",21.69269626,0.73239376,1.85,2.174931594,2.0639,-5.214670165,470.573071028618,0.536400619686938,3.4225,4.73032743857938,4.25968321,27.1927849297411,0.047195797531391,0.014239163,0.07,0.024127471,"150323A",1,5.423174065,0.18309844,0.4625,0.5437328985,0.515975,-1.30366754125,0.593,0.202215775801131
"150403A",21.79039707,1.245512668,1.23,1.611723308,1.70996,-4.769551079,474.821404468265,1.55130180614848,1.5129,2.59765202155046,2.9239632016,22.7486174951901,0.127565659236116,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",22.340573,-1.49776679460977,2.1,2.23578087,2.21622,-6.102372909,499.101201968329,2.24330537103562,4.41,4.99871609865796,4.9116310884,37.2389551204971,0.249936990327389,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",20.842422,0.041392685,1.42,2.049992857,1.78547,-5.318758763,434.406554826084,0.00171335437150922,2.0164,4.20247071375102,3.1879031209,28.2891947789893,0.740704337003766,0.036191207,0.12,0.157925266,"150910A",1,5.2106055,0.01034817125,0.355,0.51249821425,0.4463675,-1.32968969075,1.3585,0.372635880581721
"151021A",22.33647975,0.986771734,1.57,2.042181595,1.96079,-4.552841969,498.91832762216,0.973718455021367,2.4649,4.17050566695674,3.8446974241,20.7283699946878,0.0143797213110485,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,0.832508913,1.72,2.11290649,2.00612,-5.107905397,468.755620322057,0.693071090224441,2.9584,4.46437383548412,4.0245174544,26.0906975447017,0.0183350782696789,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",20.87872913,0.204119983,1.99,1.250420002,2.20942,-6.508638306,435.921330083911,0.0416649674599203,3.9601,1.56355018140168,4.8815367364,42.3623725983306,0.0244827442519859,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",20.95374423,-0.705929807788426,1.73,0.697062187810827,1.83834,-6.4710833,439.059397256258,0.498336893524204,2.9929,0.485895693675617,3.3794939556,41.8749190755389,0.214744065864423,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",20.5643192,0.079181246,1.77,1.079181246,2.2054,-6.214670165,422.891224159489,0.00626966971811252,3.1329,1.16463216171811,4.86378916,38.6221252597411,0.0862757376305275,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",21.680967,0.806179974,1.24,2.511883361,2.02332,-4.690369833,470.064330055089,0.649926150478641,1.5376,6.30955801926866,4.0938238224,21.9995691703164,0.0457883734954798,0.010644473,0.05,0.020357554,"160131A",1,5.42024175,0.2015449935,0.31,0.62797084025,0.50583,-1.17259245825,0.972,0.294906910605192
"160203A",22.0158332,0.113943352,1.93,1.305351369,1.75592,-5.920818754,484.696911490222,0.0129830874649959,3.7249,1.70394219655017,3.0832550464,35.0560947177181,0.0695758261024457,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,-0.22184875,0.75,2.500373714,1.72551,-5.508638306,458.811957502754,0.0492168678765625,0.5625,6.25186870966215,2.9773847601,30.3450959863305,0.103418641469029,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,2.38,0.528916700277655
"160425A",22.05510681,0.447158031,2.2,2.483701382,2.51113,-5.677780705,486.427736400508,0.199950304687797,4.84,6.16877255494871,6.3057738769,32.2371937340703,0.148833498209321,0.041361379,0.18,0.031021034,"160425A",1,5.5137767025,0.11178950775,0.55,0.6209253455,0.6277825,-1.41944517625,0.555,0.191730393362856
"160804A",21.30214687,0.462397998,1.4,2.15896526,1.87827,-4.943095149,453.781461271051,0.213811908554408,1.96,4.66113099388687,3.5278981929,24.4341896520673,0.057915224642575,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",22.18657496,0.462397998,1.47,1.26245109,1.83236,-5.721246399,492.244108455699,0.213811908554408,2.1609,1.59378275464219,3.3575431696,32.7326603580705,0.059763875267383,0.045715209,0.15,0.089854031,"161014A",1,5.54664374,0.1155994995,0.3675,0.3156127725,0.45809,-1.43031159975,2.823,0.582404298019028
"161023A",21.1872488303853,0.588209791507229,1.48429488273099,1.643452676,1.95429741445854,-5.42056598348586,448.899513000663,0.345990758824978,2.2031312989014,2.70093669825156,3.81927838415933,29.382535581324,0.0343795484387942,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,5.29681220759633,0.147052447876807,0.371073720682748,0.410863169,0.488574353614635,-1.35514149587146,2.71,0.569373909615046
"161108A",21.16074757,-0.22184875,1.85,2.021602716,2.00325,-5.958607315,447.777237721261,0.0492168678765625,3.4225,4.08687754133858,4.0130105625,35.5050011343715,0.0491496346156657,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,0.832508913,1.19,2.099335278,1.92624,-4.698970004,478.61925117215,0.693071090224441,1.4161,4.40720860945534,3.7104005376,22.0803190984918,0.00378540226960351,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,1.549,0.406369835469268
"161129A",21.51361441,0.531478917,1.57,1.550595207,1.74506,-5.443697499,462.83560498216,0.282469839215493,2.4649,2.40434549597137,3.0452344036,29.6338424606189,0.0255903856698547,0.012063736,0.06,0.025546734,"161129A",0,0,0,0,0,0,0,0.645,0.216165902285993
"170113A",21.4429483,0.041392685,0.75,1.315130317,1.81917,-6.173925197,459.800031796473,0.00171335437150922,0.5625,1.72956775069252,3.3093794889,38.1173523381515,0.00227692361547263,0.04537405,0.59,0.039481317,"170113A",1,5.360737075,0.01034817125,0.1875,0.32878257925,0.4547925,-1.54348129925,1.968,0.472463896606989
"170202A",21.7153121,0.672097858,1.68,1.664641976,1.99768,-5.48148606,471.554779600406,0.451715530728188,2.8224,2.77103290826118,3.9907253824,30.0466894259743,0.10761765896651,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",20.65703194,-0.0335186812736592,1.59,2.216693599,1.8473,-5.431798276,426.71296857018,0.00112350199432515,2.5281,4.91373051184757,3.41251729,29.5044325111566,0.0933217274509788,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",21.33992622,-0.15490196,1.94,2.335257256,1.97351,-5.958607315,455.392451075043,0.0239946172118416,3.7636,5.45342645170065,3.8947417201,35.5050011343715,0.0991498519285518,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",21.48574413,-0.096910013,1.95,2.215187969,2.06685,-5.698970004,461.63720081983,0.00939155061966017,3.8025,4.90705773800235,4.2718689225,32.4782591064918,0.0233394026693868,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",20.90203663,1.08334542328181,1.61,1.361727836,1.94001,-5.124938737,436.895135281862,1.17363730614564,2.5921,1.85430269933724,3.7636388001,26.2649970580032,0.047195797531391,0.017371779,0.07,0.0231184496675564,"170607A",1,5.2255091575,0.270836355820453,0.4025,0.340431959,0.4850025,-1.28123468425,0.557,0.19228861256812
"170705A",21.08891889,1.1430148,1.65,2.337059726,1.89159,-5.022276395,444.742499948999,1.30648283301904,2.7225,5.4618481628912,3.5781127281,25.2232601877742,0.0361306862803674,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",21.06857952,-0.397940009,1.76,3,1.84715,-5.552841969,443.885042990563,0.15835625076292,3.0976,9,3.4119631225,30.8340539326878,0.0692396240032236,0.046531552,0.17,0.217147241,"170714A",1,5.26714488,-0.09948500225,0.44,0.75,0.4617875,-1.38821049225,0.793,0.253580289562183
"170903A",21.73970839,0.591064607,1.94,1.465382851,2.20256,-5.619788758,472.614920882236,0.349357369648064,3.7636,2.14734690000489,4.8512705536,31.5820256845432,0.0534696645518069,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",20.02880298,-0.15490196,2.07,2.242541428,1.99001,-5.721246399,401.152948811657,0.0239946172118416,4.2849,5.02899205629628,3.9601398001,32.7326603580705,0.0563106258915239,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",20.61397389,-0.22184875,1.66,1.611723308,1.9512,-6.119186408,424.935919537602,0.0492168678765625,2.7556,2.59765202155046,3.80718144,37.4444422958519,0.0298708467389642,0.062858412,0.22,0.144764827,"180115A",1,5.1534934725,-0.0554621875,0.415,0.402930827,0.4878,-1.529796602,2.487,0.542451947375977
"180205A",21.4933967,0.531478917,2.04,1.190331698,1.88733,-6,461.966101703571,0.282469839215493,4.1616,1.41688955126356,3.5620145289,36,0.0875106835560367,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",22.14319598,0.973127854,1.18,1.973589623,1.85846,-5.187086643,490.321128208688,0.946977820230645,1.3924,3.89505600001328,3.4538735716,26.905867841989,0.127565659236116,0.013362907,0.05,0.013860462,"180325A",1,5.535798995,0.2432819635,0.295,0.49339740575,0.464615,-1.29677166075,2.248,0.511616020569138
"180329B",21.41988474,0.146128036,0.97,2.322219295,1.86768,-5.48148606,458.811462274885,0.0213534029052173,0.9409,5.3927024540703,3.4882285824,30.0466894259743,0.091090048181127,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,0.556302501,1.3,2.29841638,1.99236,-5,450.13700675407,0.309472472618855,1.69,5.2827178558523,3.9694983696,25,0.0599542916300528,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,0.146128036,1.91,2.686993566,2.06008,-5.236572006,445.355947999147,0.0213534029052173,3.6481,7.2199344237254,4.2439296064,27.4216863740229,0.0343795484387942,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.831869774,1.36,3.06444019010425,1.8461,-4.065501549,451.252953741708,3.35574686889481,1.8496,9.39079367872617,3.40808521,16.5283028449214,0.00138098327707093,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,2.120573931,1.97,0.938519725,1.70111,-4.528708289,466.013075145149,4.49683379683679,3.8809,0.880819274214076,2.8937752321,20.5091987668573,0.0148761559757772,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0.117,0.0480531731156091
"181020A",20.65703194,0.886490725,1.25,2.376576957,1.93674,-5.091514981,426.71296857018,0.785865805511026,1.5625,5.64811803254338,3.7509618276,25.9235248017474,0.0211468897196027,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",21.1468434832998,0.899550776141651,1.62357778401957,1.283301229,1.97913612783146,-5.37153011911936,447.188989307179,0.809191598857047,2.6360048207619,1.64686204435291,3.91697981248771,28.8533358206064,0.047195797531391,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,5.28671087082495,0.224887694035413,0.405894446004892,0.32082530725,0.494784031957865,-1.34288252977984,0.45,0.161368002234975
"190114A",21.6447605,-0.301029996,2.06,1.823474229,1.83214,-6.096910013,468.49565710236,0.09061905849176,4.2436,3.32505826382714,3.3567369796,37.1723117066197,0.0664080102705681,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",20.95382587,0.740362689,1.64,2.268811904,1.5415,-5.292429824,439.062818590281,0.548136911263311,2.6896,5.14750745573211,2.37622225,28.0098134419647,0.0226602223323686,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",22.04910001,1.255272505,2.56,1.764922985,2.0913,-5.193820026,486.162811250982,1.57570906180898,6.5536,3.11495314298131,4.37353569,26.9757664624786,0.0660733687520347,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",21.65033473,0.255272505,1.94,0.867467488,1.81479,-6.48148606,468.736993921044,0.065164051808975,3.7636,0.75249984273703,3.2934627441,42.0096615459743,0.0559978453284278,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",22.46148952,0.681241237,1.24,1.681241237,1.843,-4.721246399,504.51851145707,0.46408962298929,1.5376,2.82657209698929,3.396649,22.2901675600705,0.14476482742628,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",21.19799139,0.301029996,1.36,2.660865478,1.90881,-5.26760624,449.354838970514,0.09061905849176,1.8496,7.08020509201217,3.6435556161,27.7476754996869,0.0051064352834946,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",20.9938049880807,0.228369899911643,1.74656725545063,2.580924976,2.00996423348564,-5.23247535249562,440.739847877562,0.0521528111856538,3.05049717781235,6.6611737317406,4.03995621989152,27.3787983144742,0.00923562857095551,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,5.24845124702018,0.0570924749779107,0.436641813862657,0.645231244,0.50249105837141,-1.3081188381239,1.2255,0.347427598618541
"200829A",21.08966848,1.994317153,0.83,1.115277591,1.88219,-4.292429824,444.774116596306,3.97730090675002,0.6889,1.24384410498676,3.5426391961,18.4249537939647,0.0969169435192129,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",22.1524657,-0.522878745,2.55,1.558708571,1.97336,-6.508638306,490.731736589677,0.273402181972775,6.5025,2.42957240930886,3.8941496896,42.3623725983306,0.0401068361866461,0.098066496,0.37,0.289529655,"201014A",1,5.538116425,-0.13071968625,0.6375,0.38967714275,0.49334,-1.6271595765,4.56,0.745074791582057
"201015A",21.35536147,0.255272505,3.03,0.990338855,2.1574,-6.698970004,456.05146351436,0.065164051808975,9.1809,0.980771047722711,4.65437476,44.8761991144918,0.0978170519448906,0.130288345,0.68,0.096509885,"201015A",1,5.3388403675,0.06381812625,0.7575,0.24758471375,0.53935,-1.674742501,0.426,0.154119525515847
"201020A",20.93258486,0.322219295,2.25,1.15136985,2.0761,-6.036212173,438.173108921101,0.103825274070297,5.0625,1.32565253148902,4.31019121,36.4358573974734,0.0745819195938403,0.033044145,0.14,0.041361379,"201020A",1,5.233146215,0.08055482375,0.5625,0.2878424625,0.519025,-1.50905304325,2.903,0.591398551281249
"201021C",20.75199541,0,1.63,1.387033701,1.6168,-6,430.645313496661,0,2.6569,1.92386248770976,2.61404224,36,0.091090048181127,0.043429448,0.15,0.086858896,"201021C",1,5.1879988525,0,0.4075,0.34675842525,0.4042,-1.5,1.07,0.315970345456918
"201104B",21.73058526,0.612783857,1.47,0.937517892,1.55046,-5.744727495,472.218335742129,0.375504055399796,2.1609,0.878939797820124,2.4039262116,33.001893991809,0.00811616012140756,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",21.0584880674433,0.493025576197725,1.71047871175346,2.301029996,1.98957333119557,-5.18451228666849,443.459919686652,0.243074218785099,2.92573742336178,5.29473904249176,3.95840204020464,26.8791676506165,0.051933835584684,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,5.26462201686082,0.123256394049431,0.427619677938365,0.575257499,0.497393332798892,-1.29612807166712,0.876,0.273232834043046
"210210A",21.12319546,0.84509804,1.53,0.819543936,1.85188,-6.008773924,446.189386441365,0.714190697211842,2.3409,0.671652263034372,3.4294595344,36.1053640697424,0.038778433249538,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",21.05996459,0.681241237,1.6,1.10720997,1.88408,-5.920818754,443.522108532054,0.46408962298929,2.56,1.2259139176674,3.5497574464,35.0560947177181,0.0202577864729536,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",21.15768338,0.176091259,1.85,0.485721426,1.71079,-6.823908741,447.647566008328,0.0310081314962051,3.4225,0.235925303675473,2.9268024241,46.5657305054962,0.199990220376636,0.086858896,0.25,0.057905931,"210517A",0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",21.03780485,1.130333768,0.98,1.841234296,1.91684,-4.443697499,442.589232906684,1.27765442708108,0.9604,3.39014373276662,3.6742755856,19.7464474626189,0.015836913202155,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",21.83430305,2.06069784,1.41,1.784617293,1.92306,-4.022276395,476.736789679239,4.24647558778067,1.9881,3.18485888247465,3.6981597636,16.1787073977742,0.00197833385726092,0.004571521,0.02,0.008308242,"210619B",0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",20.54058972,0.342422681,1.62,1.700703717,1.83712,-5.602059991,421.91582604537,0.117253292463228,2.6244,2.89239313301762,3.3750098944,31.3830761427629,0.0911698774157967,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",21.53322281,1.442479769,1.3,2.257198426,1.70788,-4.698970004,463.679684585104,2.08074788397429,1.69,5.09494473433688,2.9168540944,22.0803190984918,0.102616483810065,0.00868589,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",20.98677173,-0.045757491,1.63,2.780677274,2.08,-5.167491087,440.444587647127,0.00209374798261508,2.6569,7.73216610214007,4.3264,26.7029641342244,0.014863865494915,0.019160051,0.09,0.096509885,"211024B",0,0,0,0,0,0,0,1.1137,0.325043347403704
"220101A",21.90370028,0.86332286,1.13,2.238948898,1.62241,-4.602059991,479.772085956072,0.74532636059858,1.2769,5.01289216785541,2.6322142081,21.1789561607629,0.0313174061753508,0,0.13,0.017847718,"220101A",0,0,0,0,0,0,0,4.618,0.749581734865559
"220117A",21.99532933,0.278753601,1.84,1.697316542,1.78537,-5.795880017,483.794512335158,0.0777035700704672,3.3856,2.88088344374684,3.1875460369,33.5922251714599,0.0299157959274313,0.05428681,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,4.961,0.775319121829478
"230116D",20.49692965,-0.22184875,1.38,1.612783857,1.76412,-6.090443971,420.124125077049,0.0492168678765625,1.9044,2.6010717693998,3.1121193744,37.0935077638903,0.118428290656009,0.064181451,0.22,0.144764827,"230116D",0,0,0,0,0,0,0,3.81,0.682145076373832
"230325A",22.22918251,0.51851394,1.82,1.580354661,2.0855,-5.886056648,494.13655506289,0.268856705974324,3.3124,2.49752085454443,4.34931025,34.645662863465,0.131947893505177,0.066814536,0.18,0.052641755,"230325A",0,0,0,0,0,0,0,1.664,0.425534220498263
"230506C",20.96124782,0.380211242,1.89,1.491361694,2.08995,-5.769551079,439.373910171455,0.144560588543183,3.5721,2.22415970233055,4.3678910025,33.2877196531901,0.0886038540296678,0.051093469,0.17,0.090478017,"230506C",0,0,0,0,0,0,0,3.7,0.672097857935718
