"","log10Ta","log10PeakFlux","log10NH","log10Fa","Alpha","PhotonIndex","log10T90","Beta","log10Fluence","Gamma","log10TaSqr","log10PeakFluxSqr","log10NHSqr","log10FaSqr","AlphaSqr","PhotonIndexSqr","log10T90Sqr","BetaSqr","log10FluenceSqr","GammaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","log10PeakFlux_opt","log10NH_opt","log10Fa_opt","Alpha_opt","PhotonIndex_opt","log10T90_opt","Beta_opt","log10Fluence_opt","Gamma_opt","Redshift_crosscheck","log10z"
"050502A",3.68634375204361,0.330571846807332,21.0181637594417,-10.7577516530593,1.42432961914647,1.5837013438142,1.301029996,0.904321392734597,-5.95905698874291,1.96705146522392,13.589130258231,0.10927774590161,441.763207818708,115.7292206289,2.02871486397793,2.5081099463989,1.69267905049176,0.817797181357441,35.5103601950857,3.86929146683957,0.047195797531391,0.793731519391707,0.603278893423808,0.277877968716516,0.200672635046627,0.0347486663233463,0.18713159391256,0.0657749268162652,"050502A",1,0.921585938010902,0.082642961701833,5.25454093986042,-2.68943791326482,0.356082404786618,0.39592533595355,0.325257499,0.226080348183649,-1.48976424718573,0.49176286630598,3.79,0.680335513414563
"050502B",3.65346425836371,0.300152911468348,21.0347201497492,-10.7202505904677,1.39942781239984,1.49398169361224,1.243038049,0.914672279829362,-5.90726604152399,1.97812318786123,13.3478010871411,0.090091770262926,442.459451778265,114.923772722423,1.9583982021182,2.2319813008485,1.54514359126173,0.836625379488243,34.8957920853425,3.91297134635427,0.0534696645518069,0.789777596709868,0.613789153040277,0.284989685151383,0.199112715283401,0.0295798799821603,0.14,0.0671099909495084,"050502B",1,0.913366064590928,0.075038227867087,5.2586800374373,-2.68006264761692,0.34985695309996,0.37349542340306,0.31075951225,0.22866806995734,-1.476816510381,0.494530796965307,3.793,0.680607428991788
"050505A",4.270583544,0.267171728,22.23063027,-11.04817696,1.462094791,1.41,1.770115295,0.973,-5.603800653,2.01835,18.2378838062836,0.071380732242506,494.20092220144,122.062214139475,2.13772117786933,1.9881,3.13330815759294,0.946729,31.4025817585632,4.0737367225,0.0504266082569071,0.03272177,0.030067592,0.035926291,5e-04,0.031220366,0.12,0.07277367,"050505A",0,0,0,0,0,0,0,0,0,0,0,4.27,0.721810615212547
"050525A",3.52621072891535,1.620136055,21.2788016,-10.3512822511078,1.23275189312892,1,0.944482672,0.877033614999542,-4.815308569,2.08914,12.4341621047177,2.62484083671096,452.787397532163,107.149044242099,1.51967723001294,1,0.89204751770826,0.769187961839165,23.1871966146848,4.3645059396,0.057915224642575,0.805126444187038,0.608342732197492,0.273600002005338,0.200049924231294,0.006273143,0.1,0.009789852,"050525A",1,0.881552682228838,0.40503401375,5.3197004,-2.58782056277695,0.30818797328223,0.25,0.236120668,0.219258403749886,-1.20382714225,0.522285,0.61,0.20682587603185
"050603A",3.96252731447787,1.33243846,21.63005546,-10.4495273750129,1.62266514642094,1.16,1.322219295,0.918696336234954,-5.196542884,1.90951127022931,15.7016227179832,1.77539224968717,467.859299202676,109.192622361144,2.63304217740929,1.3456,1.7482638640703,0.844002958211528,27.004057945251,3.64623329113275,0.201804932759115,0.779001860184838,0.60818415906695,0.287191448396318,0.20030547778609,-0.0006217656979968,0.06,0.0038290748542292,"050603A",1,0.990631828619468,0.333109615,5.407513865,-2.61238184375323,0.405666286605235,0.29,0.33055482375,0.229674084058738,-1.299135721,0.477377817557327,2.82,0.582063362911709
"050730A",4.05018,-0.259637311,21.73850309,-10.09854168,2.38763,1.53,2.194514342,0.5615,-5.623423043,1.6177,16.4039580324,0.0674115332633107,472.562516593939,101.980544062697,5.7007770169,2.3409,4.81589319724369,0.31528225,31.6228867205434,2.61695329,0.0500432094216776,0.0266,0.017795,0.0538,0.000210492,0.027736454,0.11,0.110547686,"050730A",0,0,0,0,0,0,0,0,0,0,0,3.967,0.696094159995223
"050801A",3.32274134761456,0.164352856,20.80209017,-10.0644533943241,1.31020297020808,1.99,1.28780173,0.893921615662036,-6.508638306,2.07525210781143,11.0406100631474,0.0270118612753567,432.726955440811,101.293222126522,1.71663182314207,3.9601,1.65843329579099,0.799095854947825,42.3623725983306,4.30667131097578,0.153333382237578,0.822222200171118,0.6153756921834,0.272759223080135,0.203846422731081,0.0581234535102333,0.25,0.0712796339614364,"050801A",1,0.83068533690364,0.041088214,5.2005225425,-2.51611334858103,0.32755074255202,0.4975,0.3219504325,0.223480403915509,-1.6271595765,0.518813026952857,1.56,0.40823996531185
"050802A",3.63973,0.439332694,21.25883595,-10.28650946,1.44729,1.54,1.477121255,0.8585,-5.698970004,1.8557,13.2476344729,0.193013216017298,451.938105949012,105.812276870669,2.0946483441,2.3716,2.18188720197277,0.73702225,32.4782591064918,3.44362249,0.14763173580347,0.0275,0.0326,0.03274,0.002369606,0.034092117,0.13,0.069487117,"050802A",0,0,0,0,0,0,0,0,0,0,0,1.7102,0.433001340945038
"050820A",3.750945731,0.389166084,21.61964524,-10.01818139,1.136499703,1.25,1.414973348,0.9,-5.463441557,1.96878,14.0695938769071,0.151450240935895,467.409060303455,100.363958362942,1.29163157491909,1.5625,2.00214957555033,0.81,29.8491936467546,3.8760946884,0.378773543191014,0.266741013,0.238477529,0.012525701,0.0405,0.030552112,0.12,0.040770502,"050820A",0,0,0,0,0,0,0,0,0,0,0,2.6147,0.558072259099146
"050824A",5.08558,-0.301029996,20.9708274,-12.23882419,0.954481,2.76,1.353723938,0.86,-6.575118363,1.94709,25.8631239364,0.09061905849176,439.775601840591,149.788817553729,0.911033979361,7.6176,1.83256850031423,0.7396,43.2321814874598,3.7911594681,0.0782985476819812,0.06855,0.12722,0.0899785,0.01,0.084899673,0.38,0.130288345,"050824A",0,0,0,0,0,0,0,0,0,0,0,0.8278,0.261928672990642
"050904A",4.34869029520367,-0.207608311,22.39388568,-11.4074997307371,1.85654250189466,1.25,2.259044094,0.9225573987593,-5.316052869,1.90813,18.9111072835986,0.0431012107962727,501.486115848909,130.131050106767,3.44675006134128,1.5625,5.10328021863628,0.851112154005526,28.2604181060031,3.6409600969,0.0359770577590371,0.817340768309551,0.609341979345081,0.293668152239467,0.202554175858352,0.016184888,0.07,0.119080745,"050904A",1,1.08717257380092,-0.05190207775,5.59847142,-2.85187493268428,0.464135625473665,0.3125,0.5647610235,0.230639349689825,-1.32901321725,0.4770325,6.295,0.86302529622947
"050908A",3.55174888467017,-0.15490196,20.90144742,-10.764711976382,1.12402572760277,1.88,1.239799818,0.99766305857764,-6.316052869,2.74883,12.6149201397558,0.0239946172118416,436.870504251025,115.879023934462,1.26343383631294,3.5344,1.53710358871283,0.995331578450492,39.8925238440031,7.5560663689,0.0601790285006581,0.78131057934081,0.604535344528907,0.282065417558541,0.226114050435867,0.045857181,0.17,0.086858896,"050908A",1,0.887937221167542,-0.03872549,5.225361855,-2.6911779940955,0.281006431900693,0.47,0.3099499545,0.24941576464441,-1.57901321725,0.6872075,3.34,0.637489729512511
"050922C",2.52429,0.860936621,21.44930866,-9.477555766,1.22035,1.37,0.653212514,1.064,-5.790484985,2.2119,6.3720400041,0.741211865378898,460.072841991951,89.8240632976399,1.4892541225,1.8769,0.4266865884462,1.132096,33.5297163615105,4.89250161,0.0434736058796182,0.03194,0.034305,0.013275,0.013,0.014476483,0.06,0.019142456,"050922C",0,0,0,0,0,0,0,0,0,0,0,2.198,0.504878459410216
"051016B",4.25742,0.113943352,21.71466751,-11.59006688,1.14771,2.4,0.602059991,0.73,-6.769551079,1.89482,18.1256250564,0.0129830874649959,471.52678506985,134.329650282873,1.3172382441,5.76,0.36247623276292,0.5329,45.8268218111901,3.5903428324,0.0509829166339321,0.04535,0.058175,0.04854,0.005,0.056202815,0.23,0.053451629,"051016B",0,0,0,0,0,0,0,0,0,0,0,0.9364,0.286995073968852
"051028A",3.80385939600136,0.179466033655192,20.9024195385481,-10.969451995853,1.22689277489857,1.6783282458665,1.204119983,0.930083596146911,-6.17568341398607,2.02921982175251,14.4693463045478,0.0322080572359265,436.911142565477,120.328877089323,1.50526588109831,2.81678570087332,1.44990493345992,0.86505549582157,38.1390656297826,4.11773308499329,0.378773543191014,0.802971242890308,0.609734117797139,0.285482005348621,0.202487495468307,0.0451414448022833,0.236991174642203,0.0749534429882672,"051028A",1,0.95096484900034,0.044866508413798,5.22560488463702,-2.74236299896325,0.306723193724643,0.419582061466625,0.30102999575,0.232520899036728,-1.54392085349652,0.507304955438127,3.6,0.662757831681574
"051109A",3.91123,0.595496222,21.97057233,-10.51999306,1.22299,1.51,1.57054294,1.06,-5.657577319,2.06584,15.2977201129,0.354615750416273,482.706048507762,110.670253982448,1.4957045401,2.2801,2.46660512638384,1.1236,32.0081811204632,4.2676949056,0.0827679937346041,0.04815,0.04637,0.019155,0.054794381,0.05369459,0.2,0.076056648,"051109A",0,0,0,0,0,0,0,0,0,0,0,2.346,0.524525936626376
"051111A",3.34785792604014,0.424881637,21.79196559,-10.0383097417898,1.21269358881754,1.32,1.776555911,0.904119259787574,-5.389339837,2.23019,11.2081526929498,0.1805244054598,474.889764275744,100.767662472112,1.47062574035916,1.7424,3.15615090490904,0.817431635918831,29.0449838786752,4.9737474361,0.223182009707008,0.820423799658621,0.608426902716522,0.280219165130629,0.191084795815568,0.014263593,0.06,0.034286406,"051111A",1,0.836964481510035,0.10622040925,5.4479913975,-2.50957743544745,0.303173397204385,0.33,0.44413897775,0.226029814946894,-1.34733495925,0.5575475,1.55,0.406540180433955
"060115A",3.69688,-0.060480747,21.43355223,-11.29499204,0.889919,1,2.144885418,1,-5.76700389,2.10553,13.6669217344,0.00365792075767801,459.397161196138,127.576845183663,0.791955826561,1,4.60053345634903,1,33.2583338672751,4.4332565809,0.0469357822743554,0.0812,0.123015,0.053884,0.085,0.038096007,0.303030303,0.059902687,"060115A",0,0,0,0,0,0,0,0,0,0,0,3.53,0.656098202012832
"060206A",3.93814,0.445604203,22.33966406,-10.63078414,1.17565,1.2,0.880241776,1.265,-6.080398976,2.20424,15.5089466596,0.198563105731265,499.060590313656,113.013571431276,1.3821529225,1.44,0.774825584215634,1.600225,36.9712517073418,4.8586739776,0.110636974360534,0.07055,0.07444,0.02867,0.013041887,0.021949902,0.181818182,0.026462388,"060206A",0,0,0,0,0,0,0,0,0,0,0,4.048,0.703119346236078
"060210A",4.15028,0.434568904,22.3877421,-10.66756154,1.20511,1.53,2.40654018,0.979,-5.11577123,2.08163,17.2248240784,0.188850132323761,501.210996336112,113.796869209687,1.4522901121,2.3409,5.79143563795443,0.958441,26.1711152776957,4.3331834569,0.207740121229715,0.0292,0.030365,0.02297,0.083622271,0.023188831,0.09,0.044706785,"060210A",0,0,0,0,0,0,0,0,0,0,0,3.91,0.691081492122968
"060223A",2.78682,0.130333768,22.49782636,-10.9636,1.1892,1.74,1.053078443,0.81,-6.171984936,2.01015,7.7663657124,0.0169868910810778,506.152190924711,120.20052496,1.41419664,3.0276,1.1089742071113,0.6561,38.0933980502109,4.0407030225,0.042104904450281,0.1982,0.23477,0.18005,0.045,0.030974941,0.12,0.057905931,"060223A",0,0,0,0,0,0,0,0,0,0,0,4.41,0.73319726510657
"060306A",3.61496,0.775974331,21.61973178,-10.70553377,1.03794,1.8,2.13255996245349,0.76,-5.671620397,2.28823,13.0679358016,0.602136162370898,467.412802239142,114.60845330061,1.0773194436,3.24,4.54781199345963,0.5776,32.1672779276664,5.2359965329,0.0112622187283241,0.03495,0.04452,0.02498,0.01,0.01457843,0.060606061,0.0488439909307915,"060306A",0,0,0,0,0,0,0,0,0,0,0,1.559,0.408070285887185
"060418A",3.11887,0.814247596,21.65363309,-9.792961075,1.47655,1.7,2.158362492,0.98,-5.079354999,1.94118,9.7273500769,0.662999147591779,468.879825996343,95.9020866164651,2.1801999025,2.89,4.65852864687245,0.9604,25.7998472058663,3.7681797924,0.136485588124709,0.04904,0.057245,0.044705,0.005,0.013190457,0.06,0.023313354,"060418A",0,0,0,0,0,0,0,0,0,0,0,1.489,0.396024896608593
"060502A",3.3865,0.227886705,21.45692297,-10.55284197,0.897152,1.46,1.45331834,0.87,-5.63638802,2.02719,11.46838225,0.051932350315757,460.399543340514,111.362473643793,0.804881711104,2.1316,2.11213419738036,0.7569,31.7688699119995,4.1094992961,0.150287880735964,0.05675,0.075085,0.0205255,0.015,0.019176639,0.08,0.053965586,"060502A",0,0,0,0,0,0,0,0,0,0,0,1.5026,0.398391440229475
"060510B",4.43617,-0.244125144,22.00215742,-12.2656,1.00735,1.78,2.43964843,1.38,-5.390405591,2.1317,19.6796042689,0.0595970859330207,484.094931134461,150.44494336,1.0147540225,3.1684,5.95188446200147,1.9044,29.0564724354841,4.54414489,0.0335971369822932,0.2206,0.31628,0.2313695,0.03,0.018780302,0.08,0.083811216,"060510B",0,0,0,0,0,0,0,0,0,0,0,4.9,0.770852011642144
"060526A",3.8752,0.222716471,21.36738202,-11.3053948,1.05873,2.01,2.47444938,0.93,-5.899629455,1.90677,15.01717504,0.0496026264546938,456.565014388619,127.811951583867,1.1209092129,4.0401,6.12289973418238,0.8649,34.8056277063036,3.6357718329,0.0335716198838349,0.06785,0.09216,0.0623145,0.0305,0.056871896,0.24,0.046810184,"060526A",0,0,0,0,0,0,0,0,0,0,0,3.221,0.625415352154408
"060604A",4.45991,-0.468521083,21.99003057,-11.76955108,1.21596,2.01,1.977723605,1.02,-6.395773947,2.1711,19.8907972081,0.219512005215493,483.561444469534,138.522332624729,1.4785587216,4.0401,3.9113906577742,1.0404,40.905924381124,4.71367521,0.0777158547080599,0.04195,0.04994,0.04695,0,0.11451546,0.42,0.166053773,"060604A",0,0,0,0,0,0,0,0,0,0,0,2.1357,0.496334505996816
"060605A",4.04162,-0.337242168,21.77333803,-11.26121944,1.9179,1.55,2.059904056,0.835,-6.156767222,2.02128,16.3346922244,0.11373227987734,474.078248968644,126.815063275834,3.67834041,2.4025,4.24320471992525,0.697225,37.9057826258936,4.0855728384,0.132471980179598,0.05315,0.037375,0.085,0.10149311,0.056078197,0.2,0.113294213,"060605A",0,0,0,0,0,0,0,0,0,0,0,3.78,0.679427896612119
"060607A",3.64428909853853,0.146128036,21.79614607,-10.405024864521,1.3357622361523,1.47,2.009450896,0.895104400063176,-5.59345982,1.61002,13.2808430337268,0.0213534029052173,475.071983504776,108.2645424313,1.78426075153059,2.1609,4.0378929034352,0.801211887012458,31.2867927579544,2.5921644004,0.0469357822743554,0.803296748822629,0.598650276013316,0.275839979285386,0.202753099856592,0.019074895,0.08,0.040327345,"060607A",1,0.911072274634632,0.036532009,5.4490365175,-2.60125621613025,0.333940559038075,0.3675,0.502362724,0.223776100015794,-1.398364955,0.402505,3.07,0.60959440922522
"060708A",3.50569,0.28780173,20.79066861,-10.86966623,1.12969,1.68,1.008600172,1.485,-6.306273051,2.20484,12.2898623761,0.0828298357909929,432.251901250839,118.149643951602,1.2761994961,2.8224,1.01727430695843,2.205225,39.7690797937688,4.8613194256,0.153333382237578,0.06115,0.062725,0.028525,0.33410152,0.032528129,0.12,0.031340839,"060708A",0,0,0,0,0,0,0,0,0,0,0,1.92,0.465382851448418
"060714A",3.73449,0.10720997,22.0125926,-10.86012091,1.20488,1.93,2.060660074,0.87,-5.548213564,2.04425,13.9464155601,0.0114939776674009,484.554232973575,117.942226179819,1.4517358144,3.7249,4.24631994057768,0.7569,30.7826737517536,4.1789580625,0.0344798070207195,0.0352,0.046765,0.035305,0.005,0.025627978,0.11,0.044108033,"060714A",0,0,0,0,0,0,0,0,0,0,0,2.711,0.569490954348783
"060729A",5.1057,0.068185862,20.86562801,-11.15058059,1.35481,1.75,2.062017599,1.317,-5.583359493,1.92492,26.06817249,0.00464931177668304,435.374432251696,124.335447494085,1.8355101361,3.0625,4.25191657858572,1.734489,31.1739032280732,3.7053170064,0.127647038192483,0.0116,0.012825,0.013425,0.077392286,0.035109631,0.14,0.048254942,"060729A",0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"060814A",4.22387,0.861534411,22.00679538,-10.91009489,1.29504,1.53,2.162265614,0.97,-4.835647144,2.11591,17.8410777769,0.742241541337117,484.299042897189,119.030170508804,1.6771286016,2.3409,4.6753925854868,0.9409,23.3834833012754,4.4770751281,0.0146412491965932,0.0353,0.034855,0.024565,0,0.007109341,0.03,0.017323989,"060814A",0,0,0,0,0,0,0,0,0,0,0,1.9229,0.465813957269479
"060904B",3.76947916877348,0.387389826,21.59122827,-10.5724349271579,1.30832632876912,1.64,2.234264124,0.9331946330047,-5.790484985,2.18877,14.2089732038172,0.15007087728831,466.181138207247,111.776380288988,1.71171778255048,2.6896,4.99193617579349,0.870852223068777,33.5297163615105,4.7907141129,0.378773543191014,0.786552966485959,0.594907059007747,0.277144609229074,0.196889953809441,0.038335871,0.14,0.037377804,"060904B",1,0.94236979219337,0.0968474565,5.3978070675,-2.64310873178948,0.32708158219228,0.41,0.558566031,0.233298658251175,-1.44762124625,0.5471925,0.7,0.230448921378274
"060906A",4.33479,0.294466226,22.41960057,-11.8827287,1.71887,2.03,1.638489257,1.06,-5.655607726,2.07859,18.7904043441,0.0867103582546831,502.638489718344,141.199241357804,2.9545140769,4.1209,2.68464704530441,1.1236,31.9858987503909,4.3205363881,0.0815374132437055,0.08845,0.072145,0.169635,0.005,0.026725814,0.11,0.061727135,"060906A",0,0,0,0,0,0,0,0,0,0,0,3.686,0.670802284260944
"060908A",2.81918,0.481442629,21.80952201,-9.627087997,1.38309,1,1.285557309,1.185,-5.552841969,2.13395,7.9477758724,0.231787005018432,475.655250304674,92.6808233019815,1.9129379481,1,1.65265759472332,1.404225,30.8340539326878,4.5537426025,0.0299356101990356,0.045185,0.05993,0.04964,0.003474954,0.017216674,0.181818182,0.035832878,"060908A",0,0,0,0,0,0,0,0,0,0,0,1.8836,0.459935016851525
"060912A",2.455171016,0.933487288,21.36738202,-10.1079054,1.045731532,1.74,0.698970004,0.63,-5.869666232,1.8948,6.02786471780647,0.871398516857595,456.565014388619,102.169751575349,1.09355443701907,3.0276,0.48855906649176,0.3969,34.4529816750811,3.59026704,0.0503781599397554,0.147419953,0.156564864,0.028937785,0.0785,0.019945376,0.09,0.022271512,"060912A",0,0,0,0,0,0,0,0,0,0,0,0.937,0.287129620719111
"060927A",3.15198,0.431363764,22.10710478,-10.77728353,1.39098,0.9,1.352953912,0.83,-5.946921557,1.94856,9.9349779204,0.186074696892248,488.724081753899,116.149840286009,1.9348253604,0.81,1.8304842879961,0.6889,35.3658760051113,3.7968860736,0.0249377639674928,0.08115,0.108435,0.118785,0.178498106,0.026134535,0.242424242,0.027344467,"060927A",0,0,0,0,0,0,0,0,0,0,0,5.47,0.8109042806687
"061007A",3.14536018288483,1.164352856,21.74186197,-9.12077823804635,1.57105065879046,1.03,1.876852648,0.931493928574326,-4.35261703,1.99824,9.89329068007729,1.35571757327536,472.708561922532,83.1885956676199,2.46820017248594,1.0609,3.52257586230461,0.867680938970832,18.945275009846,3.9929630976,0.0601790285006581,0.893914449899756,0.609057183546277,0.278008234000258,0.204685340178523,0.005497151,0.03,0.011006093,"061007A",1,0.786340045721208,0.291088214,5.4354654925,-2.28019455951159,0.392762664697615,0.2575,0.469213162,0.232873482143582,-1.0881542575,0.49956,1.26,0.354108439147401
"061021A",3.23849,0.78604121,20.87141063,-10.04095861,1.01707,1.3,1.664641976,0.785,-5.528708289,1.99282,10.4878174801,0.617860783818264,435.615781686077,100.820849807733,1.0344313849,1.69,2.77103290826118,0.616225,30.5666153448573,3.9713315524,0.0507507174713444,0.0264,0.03399,0.010415,0.016800037,0.014818832,0.06,0.019191409,"061021A",0,0,0,0,0,0,0,0,0,0,0,0.3463,0.129141845792285
"061121A",3.78753,1.324282455,21.75351565,-10.03011836,1.35185,1.41,1.90982337,0.9485,-4.863279433,1.90181,14.3453835009,1.75372402062083,473.215443134795,100.603274315609,1.8274984225,1.9881,3.64742530459816,0.89965225,23.6514868434408,3.6168812761,0.246558916936231,0.01265,0.01703,0.01585,0.002358211,0.006308365,0.03,0.009468031,"061121A",0,0,0,0,0,0,0,0,0,0,0,1.314,0.364363354615731
"061126A",3.65361748693795,0.989449818,21.38058204,-10.6130318654331,1.17576703565784,1.32,2.281033367,0.900815489480636,-5.169411331,1.9269241917552,13.3489207408588,0.979010942340233,457.129288369171,112.636445376698,1.38242812213962,1.7424,5.20311322136736,0.811468546088238,26.7228135090712,3.71303684077143,0.0544346314312377,0.806322330533137,0.602674342986489,0.27810186216978,0.198857281787492,0.0190994093843814,0.06,0.0246693811930976,"061126A",1,0.913404371734488,0.2473624545,5.34514551,-2.65325796635828,0.29394175891446,0.33,0.57025834175,0.225203872370159,-1.29235283275,0.4817310479388,1.1588,0.334212409393176
"061222A",3.92091,0.930949031,22.56660835,-9.954677021,1.35061,1.35,1.853698212,0.86,-5.097453221,1.92748,15.3735352281,0.866666098319839,509.25181242229,99.0955945924254,1.8241473721,1.8225,3.436197061172,0.7396,25.9840293402833,3.7151791504,0.0973208922530927,0.02311,0.024435,0.018075,0.005,0.008588051,0.04,0.013237581,"061222A",0,0,0,0,0,0,0,0,0,0,0,2.088,0.489677291663699
"070110A",4.26825,-0.22184875,21.3989672,-11.04866248,1.42725,1.58,1.946550511,1.186,-5.790484985,2.08596,18.2179580625,0.0492168678765625,457.915797226676,122.07294259696,2.0370425625,2.4964,3.78905889187436,1.406596,33.5297163615105,4.3512291216,0.0711120769415451,0.05475,0.053995,0.046555,0.12166788,0.028952965,0.12,0.086858896,"070110A",0,0,0,0,0,0,0,0,0,0,0,2.352,0.525304009958239
