"","log10Ta","log10PeakFlux","log10NH","log10Fa","Alpha","PhotonIndex","log10T90","Beta","log10Fluence","Gamma","log10TaSqr","log10PeakFluxSqr","log10NHSqr","log10FaSqr","AlphaSqr","PhotonIndexSqr","log10T90Sqr","BetaSqr","log10FluenceSqr","GammaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","log10PeakFlux_opt","log10NH_opt","log10Fa_opt","Alpha_opt","PhotonIndex_opt","log10T90_opt","Beta_opt","log10Fluence_opt","Gamma_opt","Redshift_crosscheck","log10z"
"070125A",4.2530346497476,0.461366700396796,21.1168251059769,-10.8187096832001,1.59065915860798,1.66719216524827,1.77815125,0.890007517578605,-5.49527903539734,1.95142632719767,18.0883037319537,0.212859232235027,445.920302556416,117.044479209368,2.53019655886345,2.77952971586521,3.16182186787656,0.792113381346431,30.1980916768775,3.80806471048019,0.0276692267863542,0.774243928734222,0.608358684291252,0.276828020903086,0.197903983361349,0.0330719907495403,0.177142407809118,0.0593602352348791,"070125A",1,1.0632586624369,0.115341675099199,5.27920627649423,-2.70467742080002,0.397664789651995,0.416798041312067,0.4445378125,0.222501879394651,-1.37381975884934,0.487856581799417,1.55,0.406540180433955
"070223A",4.22335,-0.161150909,21.70173804,-11.86327943,0.991734,1.85,1.9408513687054,1.03,-5.769551079,2.25837,17.8366852225,0.0259696154715263,470.965433956783,140.737398834261,0.983536326756,3.4225,3.76690403540562,1.0609,33.2877196531901,5.1002350569,0.0402373538487879,0.16615,0.203105,0.079308,0.06,0.018572476,0.072727273,0.130844061722848,"070223A",0,0,0,0,0,0,0,0,0,0,0,1.6295,0.419873175149476
"070306A",4.86926,0.609594409,22.44245468,-11.2737,1.89982,1.66,2.321184027,0.831,-5.269217724,1.94468,23.7096929476,0.371605343484059,503.663772063854,127.09631169,3.6093160324,2.7556,5.38789528719994,0.690561,27.7646554229157,3.7817803024,0.134263479640872,0.0335,0.02824,0.06188,0.001,0.02308703,0.1,0.022408315,"070306A",0,0,0,0,0,0,0,0,0,0,0,1.4959,0.397227181043161
"070508A",3.02525,1.382017043,21.89306622,-9.161150909,1.37377,1.1,1.320146286,0.764,-4.707743929,1.82568,9.1521375625,1.90997110714246,479.306348513305,83.9266859774715,1.8872440129,1.21,1.74278621643959,0.583696,22.1628529010364,3.3331074624,0.0152922340458476,0.010795,0.01189,0.013355,5e-04,0.006049102,0.060606061,0.010992516,"070508A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"070521A",3.55243,0.814913181,22.27524914,-10.01233374,1.44502,1.1,1.57863921,0.98,-5.096367484,2.00022,12.6197589049,0.664083492567539,496.186724249071,100.246826921142,2.0880828004,1.21,2.49210175534942,0.9604,25.9729615319725,4.0008800484,0.0323072045959819,0.04901,0.04844,0.0562,0.147518075,0.009596769,0.121212121,0.017957046,"070521A",0,0,0,0,0,0,0,0,0,0,0,2.0865,0.489466281303128
"070529A",3.09323,0.155336037,22.56252244,-10.24641694,1.21432,1.34,2.038222638,0.76,-5.590066877,1.97999,9.5680718329,0.0241292843908654,509.067418855503,104.989060108319,1.4745730624,1.7956,4.15435152205568,0.5776,31.2488476893325,3.9203604001,0.0794726286723922,0.0552,0.068045,0.03501,0.015,0.041401614,0.16,0.109332877,"070529A",0,0,0,0,0,0,0,0,0,0,0,2.4996,0.544018407858776
"070612A",4.23055269919908,0.178976947,21.2559971173378,-10.6311443426667,2.01996176491235,1.69,2.566790912,0.930844981605822,-4.974694135,1.97567939099548,17.8975761407006,0.0320327475574408,451.817413452273,113.021230034614,4.08024553170782,2.8561,6.58841558592579,0.866472379780743,24.7475817368034,3.90330905600427,0.0777158547080599,0.812413251196841,0.623933288140031,0.388923192874843,0.202644098329174,0.024623678,0.1,0.109292651,"070612A",1,1.05763817479977,0.04474423675,5.31399927933445,-2.65778608566667,0.504990441228087,0.4225,0.641697728,0.232711245401455,-1.24367353375,0.49391984774887,0.671,0.222976449893391
"070721B",3.94739,0.176091259,21.89473409,-10.50863831,2.5054,1.34,2.531478917,0.52,-5.443697499,1.52512,15.5818878121,0.0310081314962051,479.379380871808,110.4314791304,6.27702916,1.7956,6.40838550721549,0.2704,29.6338424606189,2.3259910144,0.0272330828957319,0.3648,0.10084,0.09144,0,0.024127471,0.11,0.086858896,"070721B",0,0,0,0,0,0,0,0,0,0,0,3.626,0.6652056284346
"070802A",3.92184,-0.397940009,21.91375294,-11.6716204,1.16348,1.79,1.214843848,0.78,-6.552841969,1.99014,15.3808289856,0.15835625076292,480.212567915359,136.226722761696,1.3536857104,3.2041,1.47584557502345,0.6084,42.9397378706878,3.9606572196,0.079968777148268,0.17395,0.236245,0.2088785,0.045,0.077552586,0.27,0.108573621,"070802A",0,0,0,0,0,0,0,0,0,0,0,2.45,0.537819095073274
"070810A",3.36583,0.278753601,21.93100401,-10.77728353,1.36994,2.04,1.041392685,1.02,-6.161150909,2.17076,11.3288115889,0.0777035700704672,480.968936886636,116.149840286009,1.8767356036,4.1616,1.08449872437151,1.0404,37.9597805234715,4.7121989776,0.197037086589132,0.06175,0.07187,0.077915,0.01,0.037764738,0.14,0.045715209,"070810A",0,0,0,0,0,0,0,0,0,0,0,2.17,0.501059262217751
"071003A",4.78411,0.799340549,20.86974084,-11.67760082,1.97901,1.36,2.170643023,0.837,-5.080921908,1.91015,22.8877084921,0.638945313275621,435.546082728764,136.366360911265,3.9164805801,1.8496,4.71169113329858,0.700569,25.8157674351944,3.6486730225,0.0131768929142836,0.1359,0.098505,0.183105,0.032,0.015697391,0.07,0.027574253,"071003A",0,0,0,0,0,0,0,0,0,0,0,1.60435,0.415699348887829
"071010B",3.4860558726313,0.886490725,21.30047157,-10.4519694173519,1.04374780141849,1.53,1.552668216,0.894595203585618,-5.356547324,2.04061,12.1525855471072,0.785865805511026,453.710089104378,109.243664701259,1.08940947296593,2.3409,2.41077858897662,0.800300578278393,28.6925992342516,4.1640891721,0.0534696645518069,0.793940243277635,0.621162986597167,0.281938790430338,0.198540626446917,0.009870329,0.22,0.016920564,"071010B",1,0.871513968157825,0.22162268125,5.3251178925,-2.61299235433798,0.260936950354622,0.3825,0.388167054,0.223648800896404,-1.339136831,0.5101525,0.947,0.289365951520032
"071020A",2.311950854,0.924279286,20.99642367,-9.169411331,1.119196934,1.11,0.62324929,0.844,-5.638272164,1.59788,5.34511675131133,0.85429219852867,440.849806930136,84.0781041570712,1.252601777075,1.2321,0.388439677485504,0.712336,31.7901129953372,2.5532204944,0.0601790285006581,0.035099822,0.039262062,0.011153209,0.001,0.018882369,0.05,0.015510517,"071020A",0,0,0,0,0,0,0,0,0,0,0,2.145,0.497620649781288
"071025A",3.57058417112997,0.204119983,21.07108335,-10.7571765281638,1.42015189755287,1.79,2.376832349,0.919343148584121,-5.187086643,1.97502660214106,12.7490713231239,0.0416649674599203,443.990553542647,115.716846858078,2.01683141212302,3.2041,5.64933201525286,0.845191824848565,26.905867841989,3.90073007916486,0.378773543191014,0.797534623479821,0.610588317990262,0.276263616064919,0.1967660902651,0.021297834433594,0.05,0.0778422962236166,"071025A",1,0.892646042782492,0.05102999575,5.2677708375,-2.68929413204095,0.355037974388217,0.4475,0.59420808725,0.22983578714603,-1.29677166075,0.493756650535265,5,0.778151250383644
"071112C",3.27772693173175,0.903089987,20.5643192,-10.3910901478547,1.17919290366757,1.09,1.176091259,0.872919634244963,-5.522878745,1.67267,10.7434938389996,0.81557152461966,422.891224159489,107.974754460843,1.39049590405995,1.1881,1.38319064949621,0.76198868785036,30.5021896319728,2.7978249289,0.214744065864423,0.762689768680522,0.618337549032931,0.269613685179686,0.204634574030208,0.057905931,0.07,0.05428681,"071112C",1,0.819431732932937,0.22577249675,5.1410798,-2.59777253696367,0.294798225916892,0.2725,0.29402281475,0.218229908561241,-1.38071968625,0.4181675,0.82,0.260071387985075
"071117A",3.901990464,1.053078443,22.04291793,-11.23542972,1.104952391,1.57,0.819543936,0.94,-5.619788758,2.0457,15.2255295811469,1.1089742071113,485.890230868716,126.234880993059,1.22091978637662,2.4649,0.671652263034372,0.8836,31.5820256845432,4.18488849,0.120079755643196,0.101024385,0.117162967,0.089387802,0.01,0.018095603,0.06,0.015373256,"071117A",0,0,0,0,0,0,0,0,0,0,0,1.331,0.367542273520577
"080310A",4.32608056,0.113943352,21.45079548,-11.3990271,1.59590648,2.32,2.560456622,0.878,-5.638272164,2.09352,18.7149730116099,0.0129830874649959,460.136626724788,129.937818826534,2.54691749290599,5.3824,6.55593811314365,0.770884,31.7901129953372,4.3828259904,0.0207895824764161,0.04247343,0.03798676,0.065276352,0.0375,0.037764738,0.16,0.066814536,"080310A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"080319B",5.36799912,1.394451681,20.8771334,-12.15181088,1.42250979,1.04,1.68090255756894,0.73,-4.091514981,1.81426,28.8154145523208,1.94449549064373,435.854699001396,147.666507663286,2.02353410264584,1.0816,2.8254334080418,0.5329,16.7404948397474,3.2915393476,0.00162180613819455,0.097779455,0.087626454,0.075139905,0,0.00536166,0.02,0.008755937,"080319B",0,0,0,0,0,0,0,0,0,0,0,0.937,0.287129620719111
"080319C",3.52105082705878,0.716003344,21.75037415,-10.6426500102822,1.69317315225634,1.37,1.531478917,0.919341063144702,-5.443697499,1.61029,12.3977989267313,0.512660788619182,473.078775664988,113.26599924136,2.86683532352167,1.8769,2.34542767321549,0.845187990384031,29.6338424606189,2.5930338841,0.0189868108841264,0.787440002644813,0.599013353228341,0.395022014384572,0.210211065726895,0.012063736,0.07,0.025055451,"080319C",1,0.880262706764695,0.179000836,5.4375935375,-2.66066250257055,0.423293288064085,0.3425,0.38286972925,0.229835265786175,-1.36092437475,0.4025725,1.95,0.469822015978163
"080411A",4.20932562,1.635483747,21.57289018,-10.11350927,1.28909841,1.75,1.748188027,0.91,-4.578396073,1.97674,17.7184221751884,2.67480708670116,465.38959071834,102.283069754376,1.66177471066453,3.0625,3.05616137774615,0.8281,20.9617106012618,3.9075010276,0.00776276208190557,0.06043543,0.049275581,0.010296793,0,0.001645055,0.03,0.009047802,"080411A",0,0,0,0,0,0,0,0,0,0,0,1.03,0.307496037913213
"080413B",4.37871501388888,1.271841607,21.31329763,-11.1381804726765,1.83254019312709,1.26,0.903089987,0.898035340899773,-5.494850022,1.93206,19.1731451728559,1.61758107329634,454.256655864964,124.059064241912,3.35820355942627,1.5876,0.81557152461966,0.806467473504971,30.1933767642734,3.7328558436,0.378773543191014,0.828850510782449,0.615690006490098,0.299074210051792,0.194963891127664,0.013571703,0.27,0.018579443,"080413B",1,1.09467875347222,0.31796040175,5.3283244075,-2.78454511816913,0.458135048281772,0.315,0.22577249675,0.224508835224943,-1.3737125055,0.483015,1.1,0.322219294733919
"080516A",3.77452827,0.255272505,22.03528962,-11.12090412,0.94016916,1.82,0.763427994,1.48,-6.585026652,2.3315,14.2470636610292,0.065164051808975,485.55398863728,123.674508446233,0.883918049415106,3.3124,0.582822302022864,2.1904,43.3625760075503,5.43589225,0.0159503209161228,0.077803665,0.111057696,0.084888358,0.03,0.066814536,0.27,0.072382414,"080516A",0,0,0,0,0,0,0,0,0,0,0,3.2,0.6232492903979
"080603A",3.74153265621926,0.365016103959771,20.9181675200872,-10.667301664443,1.20939983903617,1.8144820875664,1.77815125,0.912310921068664,-5.70558194498092,2.0146549872069,13.9990666175552,0.13323675614997,437.569732398431,113.791324800228,1.46264797066071,3.29234524609932,3.16182186787656,0.832311216701154,32.5536653308923,4.05883471747763,0.0544346314312377,0.791328514622077,0.607546640407037,0.27142779409474,0.204058940907551,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1,0.935383164054815,0.0912540259899428,5.2295418800218,-2.66682541611075,0.302349959759042,0.4536205218916,0.4445378125,0.228077730267166,-1.42639548624523,0.503663746801725,1.69,0.429752280002408
"080603B",3.88721088422935,0.544068044,21.31611509,-10.6233518291106,1.33739076050459,1.21,1.77815125,0.894983496845613,-5.619788758,1.83449,15.1104084584711,0.296010036501986,454.376762530126,112.855604085068,1.78861404628305,1.4641,3.16182186787656,0.800995459626001,31.5820256845432,3.3653535601,0.0664080102705681,0.778956038576241,0.595426225648124,0.278964110713153,0.201785246832512,0.018095603,0.3,0.024816828,"080603B",1,0.971802721057337,0.136017011,5.3290287725,-2.65583795727765,0.334347690126148,0.3025,0.4445378125,0.223745874211403,-1.4049471895,0.4586225,2.6893,0.566943971856554
"080607A",3.46298403,1.36361198,22.38386741,-10.0540393,1.7256074,1.31,1.899984563,1.06,-4.619788758,2.03418,11.992258392035,1.85943763199952,501.03752022846,101.083706245944,2.97772089893476,1.7161,3.6099413396383,1.1236,21.3424481685432,4.1378882724,0.0179615292332226,0.11042072,0.069659314,0.037637388,0.02,0,0.04,0.02068069,"080607A",0,0,0,0,0,0,0,0,0,0,0,3.036,0.605951157564873
"080810A",3.2687548,0.301029996,21.45079548,-9.931814138,1.44529526,1.34,2.03666881,1.079,-5.337242168,2.11482,10.684757942523,0.09061905849176,460.136626724788,98.6409320717767,2.08887838857847,1.7956,4.14801984162682,1.164241,28.4861539598773,4.4724636324,0.0173110727824034,0.031830706,0.039738688,0.036139295,0.0015,0.018882369,0.06,0.043429448,"080810A",0,0,0,0,0,0,0,0,0,0,0,3.35,0.638489256954637
"080905B",3.67820615,-0.301029996,22.33533151,-10.11125904,1.36946226,1.78,2.10720997,0.375,-5.744727495,1.86248,13.5292004818978,0.09061905849176,498.867033661599,102.237559373982,1.87542688156431,3.1684,4.4403338576674,0.140625,33.001893991809,3.4688317504,0.0951998384562338,0.03236457,0.038825489,0.033301752,0.00558525,0.048254942,0.15,0.086858896,"080905B",0,0,0,0,0,0,0,0,0,0,0,2.374,0.528145078253106
"080928A",4.08450503,0.322219295,21.51035195,-11.1260984,1.76031774,1.77,2.368584372,0.99,-5.602059991,2.13864,16.6831813400953,0.103825274070297,462.695241012869,123.790065606483,3.09871854575871,3.1329,5.61019192728263,0.9801,31.3830761427629,4.5737810496,0.0386609346233468,0.064484035,0.047916769,0.075970735,0,0.034743559,0.12,0.02068069,"080928A",0,0,0,0,0,0,0,0,0,0,0,1.692,0.430075055551939
"081007A",3.58176278,0.414973348,21.69605744,-10.58502665,1.00469263,2.51,0.958563883,0.92,-6.148741651,2.102,12.8290246121933,0.172202879550329,470.718908439779,112.04278918121,1.00940728077632,6.3001,0.918844717792038,0.8464,37.8070238907422,4.418404,0.140327919478768,0.053161115,0.084284398,0.039134851,0.005,0.048934589,0.2,0.066814536,"081007A",0,0,0,0,0,0,0,0,0,0,0,0.5295,0.184549481320698
"081008A",3.85550833,0.113943352,21.1376737,-10.79317412,1.47398467,1.69,2.268297087,0.84,-5.366531544,1.98207,14.8649444826994,0.0129830874649959,446.801249447672,116.492607584638,2.17263080739501,2.8561,5.14517167489269,0.7056,28.799660812747,3.9286014849,0.0944643171466364,0.06052989,0.056285684,0.063988679,0.025,0.020199743,0.07,0.033407268,"081008A",0,0,0,0,0,0,0,0,0,0,0,1.9685,0.472537053262077
"081028A",4.75426,-0.301029996,20.90308999,-11.3994,2.20023,1.25,2.414973348,0.945,-5.431798276,2.51,22.6029881476,0.09061905849176,436.939171130038,129.94632036,4.8410120529,1.5625,5.83209627155033,0.893025,29.5044325111566,6.3001,0.0544346314312377,0.0572,0.03025,0.054715,5e-04,0.023475377,0.38,0.086858896,"081028A",0,0,0,0,0,0,0,0,0,0,0,3.038,0.60616631460762
"081029A",4.48156171,-0.301029996,21.49704581,-11.86327943,2.51960373,1.43,2.431283332,0.87,-5.677780705,1.95818,20.0843953605381,0.09061905849176,462.122978557239,140.737398834261,6.34840295622991,2.0449,5.91113864046102,0.7569,32.2371937340703,3.8344689124,0.0734942688403521,0.083250805,0.04285341,0.169198521,0.001,0.041361379,0.18,0.173717793,"081029A",0,0,0,0,0,0,0,0,0,0,0,3.8479,0.685553652846326
"081203A",4.02089,0.462397998,21.66176916,-10.9243983,1.86904,1.54,2.46834733,0.82,-5.113509275,2.03508,16.1675563921,0.213811908554408,469.232243141127,119.342478217043,3.4933105216,2.3716,6.09273854151813,0.6724,26.147977105511,4.1415506064,0.122562443871835,0.05695,0.03932,0.064395,0.0325,0.016920564,0.06,0.029951344,"081203A",0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"081221A",2.93195749,1.260071388,21.57331844,-9.354577731,1.23586126,1.21,1.531478917,0.991,-4.742321425,2.4947,8.5963747231671,1.58777990285625,465.408068513644,87.5081245253211,1.52735305396879,1.4641,2.34542767321549,0.982081,22.489612498014,6.22352809,0.0102431891789539,0.0249855,0.031176651,0.012861856,5e-04,0.007198251,0.13,0.011931167,"081221A",0,0,0,0,0,0,0,0,0,0,0,2.26,0.513217600067939
"081228A",3.36496548626523,-0.22184875,21.16936021,-10.9295271164732,1.31367563309277,2.1,0.477121255,0.948137261894225,-7.050609993,2.11824052948599,11.3229927237562,0.0492168678765625,448.141811700731,119.454562989723,1.72574366898169,4.41,0.227644691972775,0.898964267392278,49.7111012733915,4.48694294075709,0.0205611924585667,0.805962549172264,0.617833602474712,0.278296587479518,0.207872028689516,0.0674679414874554,0.31,0.103319586082909,"081228A",1,0.841241371566308,-0.0554621875,5.2923400525,-2.7323817791183,0.328418908273192,0.525,0.11928031375,0.237034315473556,-1.76265249825,0.529560132371497,3.44,0.64738297011462
"081230A",3.66959365,-0.15490196,20.67248024,-11.32975415,0.99376498,1.97,0.907209226455443,1.02,-6.086186148,2.08621,13.4659175561203,0.0239946172118416,427.35143927319,128.363329099442,0.9875688354744,3.8809,0.823028580565883,1.0404,37.0416618281071,4.3522721641,0.740704337003766,0.0701444,0.08735027,0.040381418,0.02,0.02568693,0.096969697,0.142225970771007,"081230A",0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"090102A",3.15380077,0.740362689,21.72376179,-9.457174573,1.42487631,1.36,1.432006687,0.667,-7.167491087,1.76997,9.94645929685259,0.548136911263311,471.921826308664,89.4381509041977,2.03027249879922,1.8496,2.05064315161272,0.444889,51.3729284822244,3.1327938009,0.0359770577590371,0.036239983,0.041590346,0.021786596,0.002673458,0.019160051,0.08,0.063170107,"090102A",0,0,0,0,0,0,0,0,0,0,0,1.547,0.406028944963615
"090205A",3.70655,-0.301029996,21.81792086,-11.3419886,1.29089,2.15,0.944482672,1.01,-6.721246399,2.03416,13.7385129025,0.09061905849176,476.021670653223,128.64070540253,1.6663969921,4.6225,0.89204751770826,1.0201,45.1751531560705,4.1378069056,0.0885407574117407,0.13445,0.114585,0.084185,0.025,0.068572813,0.23,0.086858896,"090205A",0,0,0,0,0,0,0,0,0,0,0,4.6497,0.752025387323213
"090418A",3.52813657,0.278753601,22.02365981,-10.04720756,1.52909667,1.48,1.748188027,0.98,-5.337242168,2.03408,12.4477476565714,0.0777035700704672,485.041591426609,100.946379753721,2.33813662620509,2.1904,3.05616137774615,0.9604,28.4861539598773,4.1374814464,0.0320230997079162,0.028659405,0.030759021,0.042154514,0.003531332,0.018882369,0.07,0.068572813,"090418A",0,0,0,0,0,0,0,0,0,0,0,1.608,0.416307587059883
"090423A",3.91521772,0.230448921,22.7516324,-11.2798407,1.43267533,0.8,0.989894564,0.77,-6.229147988,1.8158,15.328929795002,0.0531067051900642,517.63677686473,127.234806217376,2.05255860119061,0.64,0.97989124783675,0.5929,38.8022846564045,3.29712964,0.047195797531391,0.08569564,0.077643595,0.064053366,0.005,0.029443694,0.5,0.051093469,"090423A",0,0,0,0,0,0,0,0,0,0,0,8.26,0.966610986681934
"090424A",2.99599056,1.851258349,21.63012977,-9.050609993,1.1284106,1.19,1.681241237,0.924,-4.677780705,1.96315,8.97595943560911,3.42715747474221,467.86251386704,81.9135412453915,1.27331048219236,1.4161,2.82657209698929,0.853776,21.8816323240703,3.8539579225,0.0205611924585667,0.011257098,0.013394814,0.005546887,0,0,0.15,0.012233647,"090424A",0,0,0,0,0,0,0,0,0,0,0,0.544,0.188647295999717
"090516A",4.33113504,0.204119983,21.19589965,-11.27490548,1.76098314,1.84,2.322219295,0.502,-5.045757491,2.09,18.7587307347158,0.0416649674599203,449.26616197287,127.123493582934,3.10106161936426,3.3856,5.3927024540703,0.252004,25.4596686579826,4.3681,0.132356413451328,0.03779605,0.029715315,0.053351589,0.479087085,0.028952965,0.11,0.05428681,"090516A",0,0,0,0,0,0,0,0,0,0,0,4.109,0.708335902682263
"090519A",3.44619,-0.22184875,22.13069392,-11.76000021,1.42452,1.02,1.806179974,0.63,-5.920818754,1.46604,11.8762255161,0.0492168678765625,489.767613380725,138.2976049392,2.0292572304,1.0404,3.26228609847864,0.3969,35.0560947177181,2.1492732816,0.0559162050267847,0.21145,0.24029,0.3065,0.03,0.036191207,0.2,0.144764827,"090519A",0,0,0,0,0,0,0,0,0,0,0,3.85,0.685741738602264
"090529A",4.472757799,-0.397940009,22.12127744,-12.1873998,0.8815438,2,1.837651558,0.64,-6.167491087,2.22623,20.0055623285153,0.15835625076292,489.350915577453,148.53271388504,0.77711947131844,4,3.37696324861983,0.4096,38.0379463082244,4.9561000129,0.0664439832683159,0.11547934,0.21900534,0.113675222,0.125,0.10857362,0.3,0.108573621,"090529A",0,0,0,0,0,0,0,0,0,0,0,2.625,0.559308010907013
"090530A",3.6839464,0.397940009,20.90942658,-11.16052195,0.88610581,1.61,1.681241237,1.09,-5.958607315,2.03975,13.571461078073,0.15835625076292,437.204119904411,124.557250196432,0.785183506515756,2.5921,2.82657209698929,1.1881,35.5050011343715,4.1605800625,0.323703994876218,0.089175625,0.115365029,0.038514202,0.035,0.039481317,0.17,0.052115338,"090530A",0,0,0,0,0,0,0,0,0,0,0,1.266,0.355259905527378
"090618A",3.67275453,1.589949601,21.39200012,-9.640164518,1.30942861,1.42,2.05388479,0.8945,-3.978810701,1.82831,13.4891258376355,2.52793973372006,457.61766913408,92.9327719341062,1.71460328468653,2.0164,4.21844273059334,0.80013025,15.8309345943921,3.3427174561,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",3.57853080517849,-0.15490196,22.02689264,-10.5947237987688,1.26149989454525,2.25,1.773054693,0.950693841193793,-6.065501549,2.4288,12.8058827236114,0.0239946172118416,485.183999374086,112.248172372198,1.59138198393768,5.0625,3.14372294436932,0.903818779683809,36.7903090409214,5.89906944,0.0235643330529017,0.805396117638383,0.612779878585223,0.289940790054182,0.206196077914967,0.050499358,0.19,0.124084138,"090726A",1,0.894632701294622,-0.03872549,5.50672316,-2.6486809496922,0.315374973636313,0.5625,0.44326367325,0.237673460298448,-1.51637538725,0.6072,2.71,0.569373909615046
"090812A",3.52924,0.556302501,21.77771022,-10.16730017,1.37252,1.24,1.824125834,0.53,-5.236572006,1.88559,12.4555349776,0.309472472618855,474.268662426292,103.373992746882,1.8838111504,1.5376,3.3274350582662,0.2809,27.4216863740229,3.5554496481,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,0,0,0,0,2.452,0.538070787043172
"090927A",4.20121889,0.301029996,21.01785522,-11.6716204,1.13087741,1.8,0.342422681,0.92,-6.698970004,2.06549,17.6502401616928,0.09061905849176,441.750238048881,136.226722761696,1.27888371644831,3.24,0.117253292463228,0.8464,44.8761991144918,4.2662489401,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",2.89655535,1.012837225,21.19187281,-9.627087997,1.18074867,1.77,0.639486489,0.91,-5.853871964,1.98015,8.39003289561362,1.0258392443457,449.095473195217,92.6808233019815,1.39416742170677,3.1329,0.408942969613547,0.8281,34.2678169709052,3.9209940225,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",2.95265011,0.62324929,21.70587483,-9.71219827,1.17417264,1.53,1.590061231,0.895,-5.431798276,2.08587,8.71814267208301,0.388439677485504,471.145002135627,94.326795235791,1.37868138852457,2.3409,2.52829471832924,0.801025,29.5044325111566,4.3508536569,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",3.79845972431545,0.301029996,22.23512426,-10.1830392369892,1.5161430349552,1.2,1.995196292,0.891336128337078,-5.214670165,1.49013,14.4282962772466,0.09061905849176,494.40075085764,103.694288102062,2.29868970244316,1.44,3.98080824361055,0.794480093678932,27.1927849297411,2.2204874169,0.378773543191014,0.802150288524693,0.602868555764449,0.270757398793418,0.205437005918998,0.021358745,0.08,0.065144172,"091024A",1,0.949614931078863,0.075257499,5.558781065,-2.5457598092473,0.3790357587388,0.3,0.498799073,0.22283403208427,-1.30366754125,0.3725325,1.09,0.320146286111054
"091029A",4.30368998,0.255272505,21.45058625,-11.34678749,1.12123368,1.46,1.593286067,1.064,-5.619788758,2.11535,18.5217474439524,0.065164051808975,460.127650468689,128.74958634322,1.25716496516634,2.1316,2.53856049129633,1.132096,31.5820256845432,4.4747056225,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,2.752,0.574262829707027
"091127A",3.98466812,1.667452953,20.87872913,-9.844663963,1.39581701,2.05,0.84260924,0.758,-5.045757491,1.80187,15.8775800265443,2.78039935046842,435.921330083911,96.9174085443909,1.94830512540534,4.2025,0.709990331333378,0.574564,25.4596686579826,3.2467354969,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",3.31388094,1.181843588,21.91211094,-10.18045606,1.1606541,1.74,1.173186268,0.86,-5.48148606,2.03333,10.9818068844953,1.39675426649671,480.140605846868,103.641685589591,1.34711793984681,3.0276,1.37636601942377,0.7396,30.0466894259743,4.1344308889,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100219A",3.58255715320042,-0.397940009,22.39388568,-10.8763480791997,1.53976774850518,1.34,1.274157849,0.949140273592321,-6.431798276,1.58721,12.8347157559475,0.15835625076292,501.486115848909,118.294947539911,2.37088471933671,1.7956,1.62347822416831,0.900867258954906,41.3680290631566,2.5192355841,0.0815374132437055,0.794168809320871,0.608396955342251,0.293182313488633,0.208289357199571,0.070426132,0.25,0.10857362,"100219A",1,0.895639288300105,-0.09948500225,5.59847142,-2.71908701979992,0.384941937126295,0.335,0.31853946225,0.23728506839808,-1.607949569,0.3968025,4.67,0.753583058892907
"100316B",3.5543767,0.113943352,21.41315218,-11.1481304,1.36246063,2.23,0.579783597,1.08,-6.698970004,2.23535,12.6335937255029,0.0129830874649959,458.523086283839,124.280811415404,1.8562989683,4.9729,0.336149019350258,1.1664,44.8761991144918,4.9967896225,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
