"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_bias_idx","best_bias_val","n_candidates","n_survivors","minutes","best_r_formula"
39,145,0.6252,145,0.9706,11632,0.011,17,9,2.7,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
40,654,0.4899,366,0.8847,220,6e-04,17,9,2.6,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
41,596,0.4494,44,1.1819,1452,-0.1139,17,9,2.7,"Response ~  (log10TaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
42,669,0.4964,669,1.3437,669,-0.4941,17,9,2.7,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr"
43,670,0.4417,670,1.2247,6874,-0.1237,17,9,2.7,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
44,2567,0.4396,2567,1.1541,3450,-0.1907,17,9,2.7,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
45,597,0.5559,597,1.1351,622,0.0037,17,9,2.7,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
46,1766,0.4208,1766,1.2599,1766,-0.0928,17,9,2.7,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
47,497,0.5376,497,1.3375,768,-0.4333,17,9,2.7,"Response ~  (log10FaSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
48,1696,0.4905,1696,1.118,35,-0.1368,17,9,2.7,"Response ~  (log10TaSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
49,5007,0.3911,5007,1.2556,878,-0.0383,17,9,2.7,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr"
50,18,0.6104,18,1.0475,2770,-0.0293,17,9,2.7,"Response ~  (log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
51,641,0.3095,641,1.1078,61,-0.2135,17,9,2.6,"Response ~  (log10FaSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
52,2261,0.4091,2261,1.2256,4888,-0.0028,17,9,2.6,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
53,9864,0.3391,383,1.4194,8735,-0.0739,17,9,2.7,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr"
54,55,0.6356,55,1.2647,336,-0.2778,17,9,2.7,"Response ~  (log10NHSqr+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
55,769,0.6812,769,1.1743,2936,-0.1403,17,9,2.7,"Response ~  (log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
56,523,0.4132,523,1.2571,5876,-0.083,17,9,2.7,"Response ~  (log10FaSqr+log10NHSqr+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
57,1328,0.5074,1328,0.9758,9568,-0.1045,17,9,2.7,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr"
